"","SLB.Open","SLB.High","SLB.Low","SLB.Close","SLB.Volume","SLB.Adjusted"
"2008-09-30",75.34,80,75.19,78.09,16477900,72.02
"2008-10-01",77.01,77.74,73.25,76.87,12592600,70.9
"2008-10-02",74.93,75.25,69.77,72.06,15950300,66.46
"2008-10-03",72.61,78,71.81,72.53,16611200,66.89
"2008-10-06",70.69,71.08,61.3,69.5,23617700,64.1
"2008-10-07",73.88,75.36,64.85,65.49,21212900,60.4
"2008-10-08",63.01,69.96,61.35,66.14,25344200,61
"2008-10-09",67.82,69.95,60.55,60.55,18932100,55.84
"2008-10-10",56.06,60.55,51.25,60.5,32167700,55.8
"2008-10-13",63.32,66,60.43,65.55,23010100,60.46
"2008-10-14",67.31,68.49,62.29,66.67,25178400,61.49
"2008-10-15",64.53,64.81,53.4,54.4,20941500,50.17
"2008-10-16",55.9,57.3,49.72,53.2,33140400,49.07
"2008-10-17",50.6,52.9,45.22,49.99,45550400,46.11
"2008-10-20",51.79,55.96,51.62,55.74,16204700,51.41
"2008-10-21",54.07,56.61,52.88,53.78,14583400,49.6
"2008-10-22",51.5,51.68,49.22,49.74,19337500,45.87
"2008-10-23",50.69,52.85,47.66,52.04,18181000,48
"2008-10-24",47.46,49.49,45.37,47.52,18302100,43.83
"2008-10-27",46.37,47.71,43.08,43.28,15857400,39.92
"2008-10-28",45.01,48.18,42.01,48,18822700,44.27
"2008-10-29",49,54.5,48.62,50.88,18754200,46.93
"2008-10-30",53.47,54.92,50.63,52.75,17682300,48.65
"2008-10-31",51.58,53.1,50.45,51.65,19069200,47.64
"2008-11-03",52.34,52.66,49.19,49.73,17089400,45.87
"2008-11-04",51.41,52.34,50.24,52.08,24755100,48.03
"2008-11-05",50.79,52.32,49.87,50.24,18512100,46.34
"2008-11-06",50.67,50.99,47.43,48.15,18187300,44.41
"2008-11-07",48.54,51.68,48.48,51.38,11714100,47.39
"2008-11-10",53.03,55.1,49.54,51.14,12359500,47.17
"2008-11-11",50.55,50.6,47.73,48.64,9797600,44.86
"2008-11-12",47.52,47.87,44.96,44.99,17342700,41.49
"2008-11-13",45.24,51.96,44,51.7,19589400,47.68
"2008-11-14",50.22,52.4,47.51,48.76,14553600,44.97
"2008-11-17",48.41,50.8,47.26,47.95,11826700,44.22
"2008-11-18",48.36,50.4,47.44,50.23,13231900,46.33
"2008-11-19",49.93,51.3,46.99,47.3,16048700,43.62
"2008-11-20",45.98,46.47,39,39.6,27127700,36.52
"2008-11-21",41.13,45.2,39.36,45,23663900,41.5
"2008-11-24",45.97,46.94,44.58,46.39,24195500,42.78
"2008-11-25",46.7,47.07,44.25,46.7,13147000,43.07
"2008-11-26",46.32,50.28,45.67,50.14,10058500,46.24
"2008-11-28",49.35,51,48.6,50.74,4869600,46.8
"2008-12-01",47.44,47.48,41.86,42.08,17728500,38.97
"2008-12-02",43.39,44.31,41.65,43.92,14679900,40.68
"2008-12-03",41.25,42.67,38.63,42.53,19822500,39.39
"2008-12-04",41.5,42.7,38.77,40,15950300,37.04
"2008-12-05",39.19,40.18,37.24,39.08,20954300,36.19
"2008-12-08",40.97,42.35,40.78,41.31,17022200,38.26
"2008-12-09",40.56,43.98,40.2,42.01,12855900,38.91
"2008-12-10",43.23,44.34,42.73,43.63,12757700,40.41
"2008-12-11",44.29,44.49,42.01,42.35,14060400,39.22
"2008-12-12",40.11,41.3,39.07,41.1,12020700,38.06
"2008-12-15",41.98,43.96,41.67,42.81,10855800,39.65
"2008-12-16",43.62,43.9,41.15,42.88,15860900,39.71
"2008-12-17",42.72,43.68,41.32,42.54,12607300,39.4
"2008-12-18",42.48,42.51,39.29,39.43,17634900,36.52
"2008-12-19",39.59,41.89,39.36,40.44,16365500,37.45
"2008-12-22",40.68,41.7,38.44,38.91,11278500,36.04
"2008-12-23",39.83,40,37.62,37.74,11669500,34.95
"2008-12-24",37.7,38.5,37.07,38.22,3733000,35.4
"2008-12-26",38.49,39.5,38.26,39.47,4378600,36.55
"2008-12-29",40.4,41.4,39.5,40.91,8586500,37.89
"2008-12-30",41.09,42.15,40.14,42.12,8826200,39.01
"2008-12-31",41.9,43.37,41.69,42.33,8537100,39.2
"2009-01-02",42.75,46.2,42.35,45.62,10122900,42.25
"2009-01-05",45.12,48.99,44.81,46.82,13666000,43.36
"2009-01-06",47.9,49.25,47.22,47.6,13246000,44.08
"2009-01-07",46.45,46.78,44.53,45.61,10124000,42.24
"2009-01-08",45.25,46.13,44.18,45.83,11149900,42.44
"2009-01-09",45.66,45.66,42.64,43,11239800,39.82
"2009-01-12",42.34,43.24,40.85,41.35,11937500,38.3
"2009-01-13",41.4,42.98,40.73,42.82,12121600,39.66
"2009-01-14",42.09,42.38,40,40.43,11524000,37.44
"2009-01-15",40.47,40.76,37.84,40.18,15270500,37.21
"2009-01-16",40.84,41,38.63,39.9,14240300,36.95
"2009-01-20",38.62,40.98,36.68,36.83,12994700,34.11
"2009-01-21",37.55,39.21,36.38,38.99,14437200,36.11
"2009-01-22",37.79,39.34,36.35,37.27,14397800,34.52
"2009-01-23",36.11,41.87,36.11,41.09,21970700,38.05
"2009-01-26",41.15,43.35,40.61,42,12284100,38.9
"2009-01-27",41.96,42.65,40.75,41.97,10242300,38.87
"2009-01-28",42.62,44.54,42.12,44.16,11838900,40.9
"2009-01-29",43.1,43.3,41.59,41.93,9056900,38.83
"2009-01-30",42.99,43,40.44,40.81,10075400,37.79
"2009-02-02",40.01,41.31,39.4,40.79,11262100,37.78
"2009-02-03",41.19,41.33,40,40.99,10255200,37.96
"2009-02-04",41.5,43.29,41.4,42.28,9644000,39.16
"2009-02-05",42.1,44.81,41.19,44.55,12637200,41.26
"2009-02-06",43.9,45.74,43.36,45.29,9513700,41.94
"2009-02-09",46.61,47.88,45.31,46.12,13357500,42.71
"2009-02-10",46.38,47.1,42.87,43.36,13227900,40.16
"2009-02-11",43.78,44.18,41.36,42.55,12744000,39.41
"2009-02-12",41.89,42.05,40.77,41.97,15066400,38.87
"2009-02-13",41.69,42.95,41.14,41.52,10693500,38.65
"2009-02-17",40.04,40.33,38.13,38.2,14973500,35.56
"2009-02-18",38.64,38.96,37.42,38.2,11307500,35.56
"2009-02-19",38.96,39.76,38.29,38.54,10700400,35.87
"2009-02-20",37.77,38.42,36.14,36.88,18951200,34.33
"2009-02-23",37.47,37.68,35.05,35.19,14468800,32.75
"2009-02-24",35.72,38.24,35.26,38.05,15210700,35.42
"2009-02-25",38.01,38.61,36.66,37.23,18585200,34.65
"2009-02-26",37.99,39.84,37.93,38.17,13525900,35.53
"2009-02-27",37.11,39.44,36.68,38.06,14399500,35.43
"2009-03-02",37,37.55,35.52,35.84,17389800,33.36
"2009-03-03",36.46,37.04,35.3,35.66,13935300,33.19
"2009-03-04",37.05,39.96,36.84,38.83,15510000,36.14
"2009-03-05",37.56,37.98,35.52,36.16,16269400,33.66
"2009-03-06",36.57,37.42,35.33,36.73,14843600,34.19
"2009-03-09",36.18,38.6,35.92,36.67,13395300,34.13
"2009-03-10",37.5,40.61,37.49,39.52,22234000,36.78
"2009-03-11",39.27,39.55,38.01,38.8,12061200,36.11
"2009-03-12",38.67,40.01,37.33,39.96,16604100,37.19
"2009-03-13",40.35,40.35,38.55,39.3,12218100,36.58
"2009-03-16",39.13,42.68,39.13,41.44,16530800,38.57
"2009-03-17",41.44,42.52,40.58,42.11,11775100,39.19
"2009-03-18",41.78,43.53,40.19,42.91,14788300,39.94
"2009-03-19",44.25,46.2,44.16,44.31,19427400,41.24
"2009-03-20",44.59,44.77,41.24,41.52,17382300,38.65
"2009-03-23",42.96,46.8,42.3,46.75,18918400,43.51
"2009-03-24",45.41,47.26,45.12,46.16,15498000,42.96
"2009-03-25",45.94,46.64,43.71,45.34,15614200,42.2
"2009-03-26",46.35,46.97,44.97,45.54,13728500,42.39
"2009-03-27",44.58,44.87,43.16,43.52,11021400,40.51
"2009-03-30",42.2,42.57,40.48,41.12,12934500,38.27
"2009-03-31",42.11,42.11,40.16,40.62,15211900,37.81
"2009-04-01",39.82,41.28,39.11,41.1,17581700,38.25
"2009-04-02",42.84,44.88,42.7,43.79,16864600,40.76
"2009-04-03",43.74,45.48,43.56,45.07,13504300,41.95
"2009-04-06",44.04,44.36,43.05,43.95,10581900,40.91
"2009-04-07",43.11,43.51,42.25,42.99,8334100,40.01
"2009-04-08",42.71,44.07,41.98,43.54,10649200,40.53
"2009-04-09",45,45.29,43.6,44.16,12769100,41.1
"2009-04-13",42.82,44.89,42.3,44.25,10236100,41.19
"2009-04-14",43.7,45.5,43.23,44.11,9373700,41.06
"2009-04-15",43.91,45.75,43.91,45.53,10565000,42.38
"2009-04-16",46.22,46.66,44.81,46,11040300,42.82
"2009-04-17",46.11,46.77,45.17,46.57,14281500,43.35
"2009-04-20",45.01,45.57,43.97,44.1,10772600,41.05
"2009-04-21",43.19,46.83,42.84,46.63,12674500,43.4
"2009-04-22",45.65,48.24,45.24,46.23,16060200,43.03
"2009-04-23",46.74,46.85,44.91,46.61,12246900,43.38
"2009-04-24",49.82,50.92,48.55,49.73,20509100,46.29
"2009-04-27",47.94,48.99,47.5,48.38,10676200,45.03
"2009-04-28",47.41,48.94,47.41,48.04,7835100,44.71
"2009-04-29",48.2,50.46,48.2,50.03,9555900,46.57
"2009-04-30",50.79,50.79,47.91,48.99,13093000,45.6
"2009-05-01",49.22,51.14,48.64,50.67,10088400,47.16
"2009-05-04",52.19,54.21,51.91,54.08,13270000,50.34
"2009-05-05",53.92,54.42,52.51,54.2,10112300,50.45
"2009-05-06",55.03,56.4,54.35,56.05,14222000,52.17
"2009-05-07",58.64,58.64,52.97,54.1,16014200,50.35
"2009-05-08",55.04,56.99,54.36,56.53,13007500,52.62
"2009-05-11",55.41,55.68,54.32,54.77,8934500,50.98
"2009-05-12",55.01,56.2,54.46,55.75,11501100,51.89
"2009-05-13",54.78,55.04,52.73,53.54,12672200,49.83
"2009-05-14",53.07,54.3,52.63,53.93,8997000,50.2
"2009-05-15",53.76,54.34,51.56,52.05,10421500,48.45
"2009-05-18",52.76,54.25,52.75,54.15,10750200,50.4
"2009-05-19",54.01,54.7,52.65,54.01,8589300,50.27
"2009-05-20",55.08,57.1,54.82,55.04,10318000,51.23
"2009-05-21",53.6,53.71,51.5,51.94,11097800,48.34
"2009-05-22",52.84,53.33,51.65,51.75,8624000,48.17
"2009-05-26",51.25,54.08,50.64,53.92,9912000,50.19
"2009-05-27",54.07,54.91,53.27,53.41,8407700,49.71
"2009-05-28",54.05,56.88,53.22,56.35,13384100,52.45
"2009-05-29",57.62,57.68,56.35,57.23,11172500,53.27
"2009-06-01",58.63,59.49,57.96,59.17,11568600,55.28
"2009-06-02",58.81,59.66,58.12,59.18,9630000,55.29
"2009-06-03",58.06,58.4,55.88,56.89,11786300,53.15
"2009-06-04",57.63,58.78,56.86,58.31,9228600,54.47
"2009-06-05",59,59.28,56.64,57.27,8592300,53.5
"2009-06-08",56.82,57.74,55.67,57.33,8119400,53.56
"2009-06-09",58.07,59.39,57.71,58.85,9068800,54.98
"2009-06-10",59.86,60.15,57.83,59.27,10641800,55.37
"2009-06-11",59.8,63.78,59.16,62.18,17138500,58.09
"2009-06-12",60.96,61.19,59.21,60.27,11039100,56.3
"2009-06-15",59.25,59.36,57.3,58.59,8322800,54.74
"2009-06-16",59.51,59.79,56.79,56.97,9050600,53.22
"2009-06-17",56.44,56.66,55.34,55.98,11632500,52.3
"2009-06-18",55.85,56.67,55.25,55.75,6662200,52.08
"2009-06-19",56.37,56.5,54.73,55.35,11275400,51.71
"2009-06-22",54.34,54.34,51.78,52.32,11026700,48.88
"2009-06-23",52.85,53.72,51.96,53.3,9143200,49.79
"2009-06-24",53.63,54.4,52.89,53.46,8024800,49.94
"2009-06-25",53.24,55.57,53.2,55.35,9772300,51.71
"2009-06-26",54.9,55.35,54.26,54.48,15785900,50.9
"2009-06-29",55.21,55.48,54.23,54.97,8459900,51.35
"2009-06-30",55,55.63,53.05,54.11,10819200,50.55
"2009-07-01",55.09,55.73,54.17,54.28,7944000,50.71
"2009-07-02",52.96,52.98,51.18,52.55,9215200,49.09
"2009-07-06",50.7,51.54,50.35,51.45,11994700,48.06
"2009-07-07",51.35,51.62,49.03,49.2,11649600,45.96
"2009-07-08",49.42,50.07,48.13,49.84,12880900,46.56
"2009-07-09",50.16,51.18,49.28,50.22,10848900,46.92
"2009-07-10",49.48,50.85,49.32,50.51,8811500,47.19
"2009-07-13",50.31,51.05,49.18,50.99,9034100,47.64
"2009-07-14",51.9,52.45,51.32,51.83,7321000,48.42
"2009-07-15",52.8,54.79,52.78,54.56,11734400,50.97
"2009-07-16",54.39,55.77,53.89,55.48,8072500,51.83
"2009-07-17",55.4,56.23,54.86,56.01,9769500,52.32
"2009-07-20",56.58,57.32,55.41,56.88,10116900,53.14
"2009-07-21",57.43,57.9,56,57,10023500,53.25
"2009-07-22",56.48,56.6,55.15,55.3,10328500,51.66
"2009-07-23",55.36,58.19,55.02,57.77,10792900,53.97
"2009-07-24",57.5,57.57,55.12,57.34,12528300,53.57
"2009-07-27",57.37,57.5,55.81,56.49,7146200,52.77
"2009-07-28",55.81,55.81,53.4,54.6,1.1e+07,51.01
"2009-07-29",53.63,53.88,52.16,52.49,12390200,49.04
"2009-07-30",53.64,54.34,52.55,53.43,11540100,49.91
"2009-07-31",52.85,54,52.51,53.5,9532600,49.98
"2009-08-03",54.86,56.43,54.6,55.95,9836400,52.27
"2009-08-04",55.34,56.3,54.74,55.2,9652000,51.57
"2009-08-05",54.96,55.22,53.86,54.1,8747900,50.54
"2009-08-06",54.3,54.46,53.08,53.7,6498600,50.17
"2009-08-07",54.36,54.76,52.42,53.25,7546900,49.75
"2009-08-10",53.26,53.83,52.79,53.51,6268400,49.99
"2009-08-11",53.17,53.4,52.58,52.88,6766900,49.4
"2009-08-12",52.94,54.49,52.75,53.88,7805400,50.33
"2009-08-13",54.52,55.25,53.61,55.13,6731200,51.5
"2009-08-14",55.09,55.15,52.75,53.38,8902800,49.87
"2009-08-17",52,52.15,50.52,51.3,9162100,47.92
"2009-08-18",51.48,52.3,51,52.03,6752400,48.61
"2009-08-19",51.2,53.2,51.02,52.87,8508100,49.39
"2009-08-20",53.32,53.98,52.96,53.8,8664400,50.26
"2009-08-21",54.53,56.68,54.02,56.56,13368400,52.84
"2009-08-24",57.58,58.3,56.88,57.34,9325700,53.57
"2009-08-25",57.93,58.08,55.8,56.13,9613200,52.44
"2009-08-26",55.61,56.76,55.43,56.58,7969800,52.86
"2009-08-27",56.52,57.3,55.25,56.9,9377200,53.16
"2009-08-28",57.51,57.98,56.8,57.36,10755200,53.59
"2009-08-31",56.41,56.56,55.53,56.2,8511800,52.7
"2009-09-01",55.61,56.78,54.67,54.91,13465500,51.49
"2009-09-02",54.2,54.92,53.92,54.06,8877000,50.69
"2009-09-03",54.73,54.98,54.05,54.42,6623800,51.03
"2009-09-04",54.38,56.03,54.13,55.87,6220600,52.39
"2009-09-08",56.93,58.42,56.63,58.1,10123700,54.48
"2009-09-09",58.13,58.3,56.85,57.36,7703100,53.78
"2009-09-10",57.33,58.5,56.86,58.43,7647100,54.79
"2009-09-11",59.81,61.77,59.65,60.39,14910500,56.62
"2009-09-14",59.02,60.27,58.5,59.81,9151800,56.08
"2009-09-15",60.28,60.49,58.83,59.83,9723600,56.1
"2009-09-16",61.05,62.59,60.77,62.41,13077800,58.52
"2009-09-17",62.05,63,61.08,61.79,9528300,57.94
"2009-09-18",62.34,62.86,61.09,61.85,9572200,57.99
"2009-09-21",60.46,61.01,59.8,60.79,5685100,57
"2009-09-22",61.74,61.85,61,61.57,6350500,57.73
"2009-09-23",61.8,61.97,59.88,60.26,7931000,56.5
"2009-09-24",60.34,60.49,58.63,59.16,6908500,55.47
"2009-09-25",58.75,60.39,58.49,59.48,7204500,55.77
"2009-09-28",59.31,60.79,59.05,60.53,3649600,56.76
"2009-09-29",60.45,61.15,60.02,60.42,5841000,56.65
"2009-09-30",60.92,61.05,58.91,59.6,8466700,55.88
"2009-10-01",59.6,59.73,57.13,57.13,10031600,53.57
"2009-10-02",56.35,57.13,56,56.83,6857600,53.29
"2009-10-05",56.76,58.1,56.5,57.96,8063100,54.35
"2009-10-06",58.71,59.96,58.65,59.24,7572800,55.55
"2009-10-07",59.44,61.28,59.32,61.02,10417100,57.21
"2009-10-08",61,62.96,60.7,62.65,10028900,58.74
"2009-10-09",62.59,63.3,62.29,62.89,7394500,58.97
"2009-10-12",63.51,64.67,63.41,64.22,8252600,60.22
"2009-10-13",64.15,64.34,63.01,64.15,7914200,60.15
"2009-10-14",64.97,66.18,64.91,66.04,9004500,61.92
"2009-10-15",65.78,68.96,65.7,68.79,13670000,64.5
"2009-10-16",68.23,69.62,67.92,69.08,13329000,64.77
"2009-10-19",69.03,71.1,68.31,70.76,9737500,66.35
"2009-10-20",70.48,70.59,68.31,69.16,9938200,64.85
"2009-10-21",68.43,70.03,67.79,68.01,13632300,63.77
"2009-10-22",67.75,68.88,66.86,68.6,10839900,64.32
"2009-10-23",68.23,68.54,64,65.2,18768800,61.13
"2009-10-26",65.14,67.3,64.15,64.3,11323700,60.29
"2009-10-27",64.55,65.55,63.95,64.93,9534300,60.88
"2009-10-28",64.34,64.35,62.1,62.27,9000200,58.39
"2009-10-29",62.86,65.08,62.73,64.8,9310800,60.76
"2009-10-30",64.49,64.5,61.3,62.2,12762000,58.32
"2009-11-02",62.52,64.15,61.69,62.71,8449100,58.8
"2009-11-03",62.12,64.79,61.5,64.47,9355600,60.45
"2009-11-04",64.75,65.44,63.96,64.3,7885900,60.29
"2009-11-05",64.88,65.55,64.39,65.1,6349100,61.04
"2009-11-06",64.35,66.01,63.77,64.4,7669100,60.38
"2009-11-09",65.75,65.97,64.67,65.13,13389200,61.07
"2009-11-10",64.88,65.8,64.37,65.38,6247600,61.3
"2009-11-11",65.82,67.09,65.75,66.14,6892600,62.02
"2009-11-12",65.67,66.32,64.18,64.6,6035300,60.57
"2009-11-13",64.23,65.82,63.75,65.52,7978800,61.43
"2009-11-16",66.55,68.34,66.46,67.89,8632800,63.66
"2009-11-17",67.3,67.68,66.36,67.09,9070200,62.91
"2009-11-18",67.35,67.52,66.02,66.71,6739200,62.55
"2009-11-19",66.25,66.32,64.07,64.54,7778600,60.52
"2009-11-20",64.22,64.53,62.85,63.34,8522500,59.39
"2009-11-23",64.98,66.19,64.35,64.63,8527200,60.6
"2009-11-24",64.37,65.6,63.86,65.56,7119100,61.47
"2009-11-25",65.17,65.33,64.04,65.03,7173400,60.97
"2009-11-27",62.63,63.5,62.15,63.14,4143100,59.2
"2009-11-30",62.5,64.21,62.5,63.89,6701700,60.11
"2009-12-01",64.65,66.03,64.58,64.65,8717900,60.82
"2009-12-02",64.35,64.9,63.5,63.99,5841800,60.2
"2009-12-03",63.75,63.99,62.08,62.2,7465100,58.52
"2009-12-04",63.19,63.7,60.75,61.37,8695200,57.73
"2009-12-07",61.01,62.18,60.37,61.36,6854400,57.73
"2009-12-08",61.01,61.17,59.57,60,8014400,56.45
"2009-12-09",60.25,60.6,58.98,60.02,9348800,56.46
"2009-12-10",60.69,61.59,60.19,61.48,8126200,57.84
"2009-12-11",61.71,62.05,61,61.38,5705200,57.74
"2009-12-14",62.07,62.38,61.64,61.97,4879600,58.3
"2009-12-15",62.12,63.09,61.75,62.24,6608200,58.55
"2009-12-16",62.55,64.4,62.47,63.53,7310400,59.77
"2009-12-17",63.06,63.49,62.4,62.57,5978200,58.86
"2009-12-18",63.2,63.66,62.65,62.95,10903200,59.22
"2009-12-21",63.45,64.86,63.21,63.77,5884500,59.99
"2009-12-22",64.04,64.75,63.75,63.98,4906700,60.19
"2009-12-23",65,65.91,64.55,65.23,5447500,61.37
"2009-12-24",65.41,65.8,65.16,65.35,1492400,61.48
"2009-12-28",65.96,66.44,65.45,65.72,3665800,61.83
"2009-12-29",66,66.28,64.78,65.2,3381600,61.34
"2009-12-30",64.95,65.6,64.67,65.56,2798700,61.68
"2009-12-31",65.64,66,65.05,65.09,3451200,61.23
"2010-01-04",66.39,67.2,66.12,67.11,5771300,63.13
"2010-01-05",66.99,67.62,66.73,67.3,7365300,63.31
"2010-01-06",67.17,68.94,67.03,68.8,9950000,64.72
"2010-01-07",68.49,69.81,68.21,69.51,7691900,65.39
"2010-01-08",69.19,72,69.09,70.65,13487200,66.47
"2010-01-11",71.3,71.56,69.37,70.65,10301600,66.47
"2010-01-12",69.2,70.71,68.8,69.59,9407300,65.47
"2010-01-13",69.71,71.08,68.22,70.85,8803900,66.65
"2010-01-14",70.11,71.83,70.11,71.29,7211800,67.07
"2010-01-15",71.22,71.97,70.14,70.83,12585500,66.63
"2010-01-19",69.87,71.25,69.54,70.93,7363000,66.73
"2010-01-20",69.77,70.15,67.98,69.09,10724500,65
"2010-01-21",69.02,69.49,67.52,68.31,11573600,64.26
"2010-01-22",67.39,68.38,64.92,65.24,14339800,61.38
"2010-01-25",65.69,66.58,64.5,65.81,9890500,61.91
"2010-01-26",65.25,67.75,64.77,65.75,9105700,61.86
"2010-01-27",65.46,66.29,64.82,65.7,9693300,61.81
"2010-01-28",66.12,66.75,64.23,64.63,8888400,60.8
"2010-01-29",65.4,66.19,62.89,63.46,11921200,59.7
"2010-02-01",64.3,65.2,63.93,64.79,8508100,60.95
"2010-02-02",65.5,66.53,64.97,66.12,7972100,62.2
"2010-02-03",65.72,66.88,65.57,65.99,6110700,62.08
"2010-02-04",64.99,65.19,62.33,62.5,9732100,58.8
"2010-02-05",62.61,63.17,60.26,62.06,11505100,58.38
"2010-02-08",62.23,63.68,61.57,62.12,7956800,58.44
"2010-02-09",63.13,64.99,63,63.76,9163500,59.98
"2010-02-10",63.61,64.25,62.35,63.65,6904200,59.88
"2010-02-11",63.56,64.9,62.55,64.76,7325000,60.92
"2010-02-12",63.7,64.73,63.12,64.3,8400000,60.69
"2010-02-16",65.33,65.75,64.57,65.65,6115900,61.96
"2010-02-17",65.83,66,64.88,65.43,6430200,61.75
"2010-02-18",65.88,66.33,65.09,65.81,7704400,62.11
"2010-02-19",63.36,64.39,62.98,63.9,18088700,60.31
"2010-02-22",60.09,61.94,59.75,61.57,87130600,58.11
"2010-02-23",61.5,61.72,60.16,60.88,35857500,57.46
"2010-02-24",61.13,61.5,60.36,60.91,22980900,57.49
"2010-02-25",60.09,60.94,59.42,60.81,17558200,57.39
"2010-02-26",61.13,61.4,60.52,61.1,15524000,57.67
"2010-03-01",61.83,61.98,60.96,61.42,12843400,57.97
"2010-03-02",61.59,62.88,61,62.81,17688300,59.28
"2010-03-03",63.39,64.03,63.03,63.23,15293200,59.68
"2010-03-04",63.24,63.73,62.27,62.88,12989200,59.35
"2010-03-05",63.41,63.94,63.21,63.81,11023900,60.23
"2010-03-08",63.83,64.65,63.78,64.48,12253000,60.86
"2010-03-09",64.04,64.57,63.7,64.1,12032000,60.5
"2010-03-10",64.01,64.52,63.23,64.2,11854600,60.59
"2010-03-11",64.06,64.19,63.35,63.9,8021300,60.31
"2010-03-12",64.17,64.67,63.8,64.54,8398200,60.91
"2010-03-15",64.1,64.67,63.3,64.31,10054100,60.7
"2010-03-16",64.81,65.66,64.17,65.52,9911800,61.84
"2010-03-17",65.77,66.98,65.5,66.6,12425700,62.86
"2010-03-18",66.5,66.73,64.8,65.25,12906100,61.58
"2010-03-19",65.43,65.78,63.74,64.32,18661600,60.71
"2010-03-22",62.7,64.3,62.04,63.49,15691300,59.92
"2010-03-23",63.53,63.97,62.78,63.03,10663100,59.49
"2010-03-24",62.41,63.31,62.01,62.21,11762400,58.72
"2010-03-25",62.85,63.25,60.67,60.76,12399200,57.35
"2010-03-26",61.12,61.99,61.1,61.67,11645300,58.21
"2010-03-29",62.32,63.4,62.18,63.07,10952500,59.53
"2010-03-30",63.3,63.83,62.77,63.05,10340600,59.51
"2010-03-31",63.43,63.56,62.94,63.46,11957700,59.9
"2010-04-01",64.24,64.87,63.97,64.57,11194100,60.94
"2010-04-05",65.03,66.23,64.76,65.77,9733800,62.08
"2010-04-06",65.89,67.02,65.8,66.79,10429500,63.04
"2010-04-07",66.85,66.85,65.68,66.04,9757000,62.33
"2010-04-08",65.48,66.79,65.04,66.62,8790900,62.88
"2010-04-09",67.07,67.35,66.23,66.53,7648400,62.79
"2010-04-12",66.2,66.84,66.15,66.31,5928200,62.59
"2010-04-13",66.4,66.4,64.61,65.51,10312400,61.83
"2010-04-14",66,67.42,65.77,67.1,9175700,63.33
"2010-04-15",67.01,67.5,66.68,67.21,5998100,63.43
"2010-04-16",66.46,67.16,64.86,65.8,11292900,62.1
"2010-04-19",65.18,65.92,64.51,65.24,9762400,61.58
"2010-04-20",66.4,68,66.19,67.85,11961900,64.04
"2010-04-21",67.89,68.5,67.17,68.02,8688900,64.2
"2010-04-22",67.26,68.41,66.78,68.18,11255300,64.35
"2010-04-23",70.14,73.19,69.9,72.68,22082900,68.6
"2010-04-26",72.6,73.17,72.25,72.69,10580700,68.61
"2010-04-27",72.39,72.59,70,70.31,14671400,66.36
"2010-04-28",70.77,71.14,69.12,71.01,10860300,67.02
"2010-04-29",72.27,73.99,71.3,73.15,27991300,69.04
"2010-04-30",73.33,73.8,70.53,71.42,24492000,67.41
"2010-05-03",71.12,71.98,70.06,71.31,14228400,67.3
"2010-05-04",69.55,70.56,68.51,68.95,14154100,65.08
"2010-05-05",67.36,68.32,66.44,67.3,14303300,63.52
"2010-05-06",67.12,68.11,61,65.35,18571600,61.68
"2010-05-07",64.59,65.64,62.21,62.86,21513600,59.33
"2010-05-10",65.52,67,65.52,66.83,19198700,63.08
"2010-05-11",66.03,67.89,65.96,66.84,11655400,63.09
"2010-05-12",67.31,67.65,65.61,66.65,11561700,62.91
"2010-05-13",67.07,68.32,65.98,66.94,9807600,63.18
"2010-05-14",66.54,66.68,64.02,64.88,12514100,61.24
"2010-05-17",65.22,65.39,62.5,64.15,12538500,60.55
"2010-05-18",65.11,66.15,63.45,63.74,13130100,60.16
"2010-05-19",63.45,64.41,61.64,62.59,15471800,59.07
"2010-05-20",60.92,61.16,58.93,59.22,19423500,55.89
"2010-05-21",57.79,60.67,57.55,60.5,21535400,57.1
"2010-05-24",60.13,60.54,57.55,57.6,19525800,54.36
"2010-05-25",56.05,58.59,55.66,58.46,20573000,55.18
"2010-05-26",59.33,60.34,58.65,58.75,17318000,55.45
"2010-05-27",60.58,61.08,58.6,60.02,20613000,56.65
"2010-05-28",59.48,59.81,55.46,56.15,27777000,53.18
"2010-06-01",54.45,54.45,51.67,51.75,35731200,49.01
"2010-06-02",53.72,56.42,53.35,56.31,26839300,53.33
"2010-06-03",57.33,57.53,54.45,56.63,25274400,53.64
"2010-06-04",55.7,57.95,55.17,55.74,20070400,52.79
"2010-06-07",55.87,56.6,54.11,54.23,14146300,51.36
"2010-06-08",54.43,55.71,53.85,55.56,16140500,52.62
"2010-06-09",56.35,57.94,55.21,55.47,13576100,52.54
"2010-06-10",57.79,59.35,57.35,59.17,16931400,56.04
"2010-06-11",58.44,59.71,58.22,59.48,10919100,56.34
"2010-06-14",60.4,60.91,58.51,58.66,11821200,55.56
"2010-06-15",59.71,61.06,59.15,60.87,9340600,57.65
"2010-06-16",59.79,61.65,59.79,60.81,9602000,57.6
"2010-06-17",61.36,61.59,60.56,61.36,9951400,58.12
"2010-06-18",61.14,61.24,59.46,60.53,16572100,57.33
"2010-06-21",61.64,61.89,59.81,60.33,10320700,57.14
"2010-06-22",60.33,60.56,58.19,58.26,15054100,55.18
"2010-06-23",58.23,58.74,57.44,58.33,8165300,55.25
"2010-06-24",58.04,58.31,56.87,57.14,7830400,54.12
"2010-06-25",57.36,58.5,56.65,58.22,24144300,55.14
"2010-06-28",57.85,58.29,57.07,57.34,8834400,54.31
