"","MTB.Open","MTB.High","MTB.Low","MTB.Close","MTB.Volume","MTB.Adjusted"
"2009-12-08",61.96,64.08,61.93,63.75,1469800,55.74
"2009-12-09",63.54,64.38,63.22,63.96,933800,55.92
"2009-12-10",64.09,64.5,63.31,63.59,734800,55.6
"2009-12-11",63.7,64.59,63.19,64.44,758600,56.34
"2009-12-14",64.45,64.89,63.88,64.85,774200,56.7
"2009-12-15",64.66,64.66,62.63,62.82,795800,54.92
"2009-12-16",63.06,63.34,62.11,63.03,744200,55.11
"2009-12-17",62.77,64.32,62.58,63.4,884400,55.43
"2009-12-18",63.76,64.87,63.62,64.87,974200,56.72
"2009-12-21",65,65.81,64.32,65.77,613600,57.5
"2009-12-22",66.02,66.97,65.54,66.86,628200,58.46
"2009-12-23",66.71,67,66.21,66.26,376100,57.93
"2009-12-24",66.31,67,66.04,66.82,352100,58.42
"2009-12-28",66.87,67.07,66.37,66.85,374100,58.45
"2009-12-29",67.06,67.4,66.69,66.83,333100,58.43
"2009-12-30",66.66,67.2,66.46,67.08,316500,58.65
"2009-12-31",67.32,67.94,66.84,66.89,441400,58.48
"2010-01-04",67.63,67.65,66.32,67.01,721000,58.59
"2010-01-05",66.8,68.39,66.7,68.21,779200,59.64
"2010-01-06",68.43,70.9,68.15,70.49,1355100,61.63
"2010-01-07",70.58,73.67,70.13,73.12,1827000,63.93
"2010-01-08",72.56,74.35,72.43,73.84,1381700,64.56
"2010-01-11",73.94,74.18,72.97,73.14,550400,63.95
"2010-01-12",72.72,73,71.3,71.69,779500,62.68
"2010-01-13",71.75,74.15,70.89,73.62,1475700,64.37
"2010-01-14",73.61,75.68,73.47,75.34,942900,65.87
"2010-01-15",74.9,75.28,72.94,73.16,1404200,63.97
"2010-01-19",73.21,75.15,72.46,74.7,1286100,65.31
"2010-01-20",73.65,78.32,73.65,77.69,3381000,67.93
"2010-01-21",77.8,80.31,77.8,78.59,2716300,68.71
"2010-01-22",78.37,78.6,75.27,75.59,1646200,66.09
"2010-01-25",76.37,76.84,73.78,75,1181900,65.57
"2010-01-26",74.46,75.52,73.27,73.73,1468300,64.46
"2010-01-27",73.83,76.65,73.52,76.3,1356600,66.71
"2010-01-28",76.34,77.1,75.25,75.72,1040700,66.2
"2010-01-29",75.9,76.04,73.5,73.75,1837500,64.48
"2010-02-01",74.23,75.26,74.23,74.9,857400,65.49
"2010-02-02",75.13,75.8,74.45,75,667400,65.57
"2010-02-03",74.46,74.49,72.08,72.17,1246000,63.1
"2010-02-04",71.78,71.91,69.91,70.64,2136400,61.76
"2010-02-05",70.65,72.75,70.09,72.67,1775800,63.54
"2010-02-08",72.31,72.64,71.08,71.29,853000,62.33
"2010-02-09",71.99,72.99,71.37,71.99,595900,62.94
"2010-02-10",72,73.37,71.71,72.67,574100,63.54
"2010-02-11",72.79,72.87,71.89,72.4,429900,63.3
"2010-02-12",71.75,72.19,70.89,72.07,830700,63.01
"2010-02-16",73.04,75.34,72.77,75.12,1116600,65.68
"2010-02-17",75.37,75.64,73.8,74.49,1018500,65.13
"2010-02-18",74.65,75.5,74.41,75.43,1454200,65.95
"2010-02-19",75.37,76.65,75.23,76.6,1711800,66.97
"2010-02-22",77.08,78.32,76.99,78.09,1179800,68.28
"2010-02-23",78.09,78.09,75.91,77.22,1805100,67.51
"2010-02-24",76.99,78.97,76.81,78.2,1590300,69
"2010-02-25",77.33,77.33,75.55,76.58,1080300,67.57
"2010-02-26",76.54,77.64,75.76,77.43,1042000,68.32
"2010-03-01",77.35,78.12,77,77.8,829200,68.64
"2010-03-02",77.97,79.09,77.86,78.46,694500,69.23
"2010-03-03",78.54,78.68,76.14,76.6,832000,67.59
"2010-03-04",75.87,76.59,75.27,76.16,1004500,67.2
"2010-03-05",76.68,78.63,76.68,78.55,708100,69.31
"2010-03-08",78.45,78.91,78,78.73,906200,69.46
"2010-03-09",78.35,79.17,77.59,78.79,1177500,69.52
"2010-03-10",78.79,80,78.44,79.56,1067500,70.2
"2010-03-11",79.36,80.5,79.13,80.3,490800,70.85
"2010-03-12",80.93,81.33,79.78,80,849900,70.59
"2010-03-15",79.9,80.48,79.72,80.31,709900,70.86
"2010-03-16",82,82,80.15,81.45,852000,71.86
"2010-03-17",81.64,82.92,81.52,82.79,621100,73.05
"2010-03-18",82.6,84.1,82.49,84,1273700,74.11
"2010-03-19",84.3,85,83.02,83.28,1057600,73.48
"2010-03-22",82.83,83.47,81.76,83.25,543300,73.45
"2010-03-23",83.33,83.33,81.85,83.21,462000,73.42
"2010-03-24",82.9,84,82.77,83.04,288100,73.27
"2010-03-25",83.64,84.6,82.35,82.45,606700,72.75
"2010-03-26",82.79,83.69,80.34,80.81,963200,71.3
"2010-03-29",81.03,81.46,79.72,80.95,658900,71.42
"2010-03-30",80.82,81.17,78.7,79.76,2020300,70.37
"2010-03-31",79.52,80.13,78.75,79.38,1217400,70.04
"2010-04-01",79.86,80,78.74,79.57,561900,70.21
"2010-04-05",79.91,81.83,79.41,81.61,741800,72.01
"2010-04-06",81.76,84.64,81.62,84.46,1411300,74.52
"2010-04-07",84.32,84.99,82.71,83.35,1174100,73.54
"2010-04-08",83.29,84.43,82.89,84.13,812000,74.23
"2010-04-09",84.22,85.45,83.95,85.34,740200,75.3
"2010-04-12",85.35,85.67,84.41,85.31,475800,75.27
"2010-04-13",85.31,85.37,83.91,84.92,471800,74.93
"2010-04-14",85.41,87,85.35,86.79,571400,76.58
"2010-04-15",87.62,87.62,86.05,86.14,694400,76
"2010-04-16",86.31,86.53,82.3,84.25,2127500,74.34
"2010-04-19",84.41,86.84,82.72,84.1,2139400,74.2
"2010-04-20",84.81,86.35,83.89,85,1323000,75
"2010-04-21",85.33,87.5,85.09,86.28,1283400,76.13
"2010-04-22",85.93,88,85.31,87.82,758900,77.49
"2010-04-23",87.83,88.73,86.88,88.49,609300,78.08
"2010-04-26",88.19,88.66,85.25,85.45,797900,75.39
"2010-04-27",85,86.3,83.52,84.09,1328300,74.19
"2010-04-28",84.65,86.78,84.65,85.43,1067000,75.38
"2010-04-29",86.8,89.77,86.59,89.44,1579000,78.91
"2010-04-30",89.06,89.56,87.17,87.35,814800,77.07
"2010-05-03",88.05,89.22,88,89.15,706800,78.66
"2010-05-04",87.99,88.36,86.64,87.12,1038500,76.87
"2010-05-05",86.54,88.52,85.65,87.41,720800,77.12
"2010-05-06",87.03,88.41,80.61,84.27,1699800,74.35
"2010-05-07",85.08,86.77,83.6,84.07,2062900,74.18
"2010-05-10",88.08,89,86.36,88.46,1570500,78.05
"2010-05-11",86.81,90,86.81,88.77,1157300,78.32
"2010-05-12",89.42,90.8,88.81,90.69,813400,80.02
"2010-05-13",90.36,91.47,89.93,90.22,693200,79.6
"2010-05-14",89.47,89.6,86.13,87.25,1133000,76.98
"2010-05-17",87.47,88.42,85.77,87.84,916700,77.5
"2010-05-18",88.49,88.57,83.14,83.61,2288700,73.77
"2010-05-19",83.44,85.1,81.9,83.39,2046200,73.58
"2010-05-20",82,82.53,79.68,79.7,1508800,70.32
"2010-05-21",78.5,84.08,77.86,84,2559400,74.11
"2010-05-24",84.1,84.1,81.26,81.4,1920500,71.82
"2010-05-25",79.87,81.12,78.84,80.81,1866400,71.3
"2010-05-26",81.89,82.52,80.11,80.32,1929600,70.87
"2010-05-27",80.95,81.76,79.75,81.48,1745800,72.52
"2010-05-28",81.54,81.86,78.87,79.24,1592100,70.53
"2010-06-01",78.77,79.55,76.97,77.53,1448700,69.01
"2010-06-02",78.19,79.72,77.65,79.67,1013000,70.91
"2010-06-03",79.6,80.37,77.95,78.96,1194800,70.28
"2010-06-04",77.55,77.83,75.14,75.36,1201900,67.08
"2010-06-07",76,76.38,74.2,74.24,1280500,66.08
"2010-06-08",74.5,76.81,74.11,76.59,1442600,68.17
"2010-06-09",76.89,77.08,75.6,76.26,1894400,67.88
"2010-06-10",76.96,78.78,76.85,78.64,1216200,70
"2010-06-11",77.82,78.49,76.66,78.39,770600,69.77
"2010-06-14",79.02,79.63,77.21,77.53,1117200,69.01
"2010-06-15",78.44,79.6,77.73,79.36,1036200,70.64
"2010-06-16",79.18,83.19,79.05,81.93,2532800,72.92
"2010-06-17",82.98,90.99,82.77,89.34,5959000,79.52
"2010-06-18",88.06,90.86,86.62,90.71,3728800,80.74
"2010-06-21",90.31,95.98,90.28,94.45,3348100,84.07
"2010-06-22",94.28,96.15,93.03,93.71,1836300,83.41
"2010-06-23",94.03,94.75,90.5,91.02,2025000,81.01
"2010-06-24",90.54,90.54,86.32,86.69,2199700,77.16
"2010-06-25",87.46,89.42,87.25,88.37,1421900,78.66
"2010-06-28",87.77,89.65,87.5,89.24,1143700,79.43
"2010-06-29",87.94,89.05,85.89,86.29,1449700,76.8
"2010-06-30",86.4,87.88,84.79,84.95,1003400,75.61
"2010-07-01",84.95,87.79,84.2,87.2,1834300,77.61
"2010-07-02",88.04,88.04,84.34,84.89,892400,75.56
"2010-07-06",86.65,87.67,84.93,85.96,1100800,76.51
"2010-07-07",86.51,89.43,86.15,89.23,1165800,79.42
"2010-07-08",89.82,90.59,87.23,88.62,1100200,78.88
"2010-07-09",88.06,90.49,87.79,90.23,833200,80.31
"2010-07-12",89.93,90.02,88.25,89.12,608900,79.32
"2010-07-13",90.2,91.69,89.83,91.51,890400,81.45
"2010-07-14",90.78,91.15,88.94,89.94,717000,80.05
"2010-07-15",89.94,90.34,87.45,88.78,595800,79.02
"2010-07-16",87.56,87.95,85.5,85.73,1165000,76.31
"2010-07-19",86.5,86.69,84.78,86.08,628700,76.62
"2010-07-20",84.6,85.5,83.5,85.08,1387700,75.73
"2010-07-21",87.32,89.25,82.85,83.5,1440700,74.32
"2010-07-22",84.72,87.33,84.34,86.68,906800,77.15
"2010-07-23",86.64,89.99,86.01,89.56,1111600,79.72
"2010-07-26",90,92.5,89.06,92.38,932700,82.23
"2010-07-27",93.3,93.47,89.7,89.85,621700,79.97
"2010-07-28",89.82,90.54,87.5,87.83,531600,78.18
"2010-07-29",88.5,88.98,85.52,87,1199000,77.44
"2010-07-30",86.35,88.65,85.6,87.34,735300,77.74
"2010-08-02",88.78,90.32,88.24,89.56,645500,79.72
"2010-08-03",89.49,89.78,87.86,87.99,436900,78.32
"2010-08-04",88.88,88.89,87.5,88.6,584600,78.86
"2010-08-05",87.5,88.04,86.5,87.67,432500,78.03
"2010-08-06",86.89,87.04,85.01,86.88,609000,77.33
"2010-08-09",87.6,88.38,86.61,87.95,436600,78.28
"2010-08-10",87.09,88.6,86.41,87.91,449600,78.25
"2010-08-11",86.57,86.65,84.39,84.39,787100,75.11
"2010-08-12",83.49,85.61,83.37,85.19,953500,75.83
"2010-08-13",85.38,86.08,84.81,85.35,865300,75.97
"2010-08-16",84.94,85.65,84.49,85.45,617600,76.06
"2010-08-17",88.33,92.36,88,90.43,1913900,80.49
"2010-08-18",90,91.15,88.93,90.05,1256900,80.15
"2010-08-19",90.12,90.32,88.07,89.31,996500,79.49
"2010-08-20",88.47,89.9,88.05,89.76,672200,79.89
"2010-08-23",89.71,90.9,88.71,88.78,485900,79.02
"2010-08-24",87.49,88.4,87.03,87.37,609400,77.77
"2010-08-25",87,87.86,85.64,86.81,620200,77.27
"2010-08-26",87.04,88.44,86.45,86.65,459600,77.13
"2010-08-27",87.15,88.05,85.98,87.78,438600,78.13
"2010-08-30",87.16,87.16,84.95,84.95,468500,76.22
"2010-08-31",84.81,86.53,84.38,85.64,721000,76.84
"2010-09-01",86.15,87.88,86.09,87.49,748800,78.5
"2010-09-02",88.08,88.29,86.9,87.28,677400,78.31
"2010-09-03",88.34,88.94,87.68,88.93,479200,79.79
"2010-09-07",88.09,88.4,84.67,84.7,808000,76
"2010-09-08",84.72,86.99,84.72,85.46,614300,76.68
"2010-09-09",86.99,88.4,86.43,87.21,650100,78.25
"2010-09-10",87.92,87.92,85.69,86.57,399900,77.67
"2010-09-13",88.28,88.49,87.12,88.39,596300,79.31
"2010-09-14",88.3,88.44,86.5,87.9,488700,78.87
"2010-09-15",87.5,87.71,86.2,87.4,629100,78.42
"2010-09-16",87.22,87.22,86.07,86.92,319100,77.99
"2010-09-17",87.37,87.83,86.5,86.7,754600,77.79
"2010-09-20",87.06,95,86.58,91,1996400,81.65
"2010-09-21",91.3,92.19,88.59,88.69,1065000,79.58
"2010-09-22",88.37,90.93,87.4,88.94,1000700,79.8
"2010-09-23",87.54,90.75,87.54,88.17,832600,79.11
"2010-09-24",89.62,90.67,87.78,90.62,1066300,81.31
"2010-09-27",86.11,86.87,84,84.24,1921100,75.58
"2010-09-28",83.96,84.38,81.08,82.5,1991100,74.02
"2010-09-29",81.88,82.71,81.28,81.81,880800,73.4
"2010-09-30",82.36,82.63,81.31,81.81,1094600,73.4
"2010-10-01",83.06,83.99,81,81.91,706300,73.49
"2010-10-04",81.86,82.61,81.15,82.15,766900,73.71
"2010-10-05",83.34,85.26,82.35,83.09,1673400,74.55
"2010-10-06",79.83,80.2,77.14,78.91,11228600,70.8
"2010-10-07",78.58,78.94,76.16,76.87,16449400,68.97
"2010-10-08",76.84,77.42,76.22,76.84,3610800,68.94
"2010-10-11",76.82,77.83,76.71,77.22,2162700,69.28
"2010-10-12",77.42,77.75,76.51,77.55,2250800,69.58
"2010-10-13",78.04,78.18,76.58,76.78,2103700,68.89
"2010-10-14",76.76,76.94,73.66,75.66,3750000,67.88
"2010-10-15",76.43,76.43,73.51,75.22,2758000,67.49
"2010-10-18",75.14,76.79,75,76.79,1553300,68.9
"2010-10-19",75.93,77.18,75.43,75.73,1774100,67.95
"2010-10-20",75.55,76.39,73.69,74.07,3343700,66.46
"2010-10-21",74.73,74.73,72.03,72.96,2240100,65.46
"2010-10-22",73.37,74.68,72.99,74.44,1674400,66.79
"2010-10-25",74.63,74.98,73.89,74.58,1061400,66.92
"2010-10-26",74.28,75.66,74.28,75.17,1195000,67.44
"2010-10-27",74.62,76.12,74.55,74.95,1417100,67.25
"2010-10-28",75.57,75.57,74.01,74.66,1031400,66.99
"2010-10-29",74.37,74.82,73.49,74.75,1047300,67.07
"2010-11-01",76.02,78.36,75.98,77.47,6236000,69.51
"2010-11-02",78.25,78.25,76.85,77.65,2025100,69.67
"2010-11-03",78.22,80.74,77.91,80.68,4020600,72.39
"2010-11-04",81.74,83.2,80.58,82.49,2186800,74.01
"2010-11-05",82.6,84.49,82.26,82.7,2729000,74.2
"2010-11-08",82.24,82.61,81.54,82.22,1442500,73.77
"2010-11-09",82.87,82.87,79.95,80.32,1986300,72.07
"2010-11-10",80.87,82.73,80.37,82.26,9431900,73.81
"2010-11-11",81.72,83,81.19,82.09,2609000,73.65
"2010-11-12",81.5,81.99,80.55,80.98,1834700,72.66
"2010-11-15",82.2,82.35,81.06,81.29,941200,72.94
"2010-11-16",80.72,81.17,78.78,79.76,1584400,71.56
"2010-11-17",80.16,80.28,79.17,79.54,1267000,71.37
"2010-11-18",80.42,80.68,77.68,77.78,3502900,69.79
"2010-11-19",77.53,78.7,77.23,77.8,2969300,69.8
"2010-11-22",76.94,78.05,76.48,76.86,2640000,68.96
"2010-11-23",76.22,77.44,75.87,77.11,1610400,69.19
"2010-11-24",77.51,77.93,76.48,77.32,822900,69.37
"2010-11-26",76.66,77.59,76.26,76.45,330100,68.59
"2010-11-29",75.66,77.38,75.35,76.99,747500,69.72
"2010-11-30",76.62,77.2,75.97,76.96,1466100,69.69
"2010-12-01",78.02,78.99,77.25,78.5,1113100,71.08
"2010-12-02",78.64,80.75,78.48,80.64,1056400,73.02
"2010-12-03",80.28,81.07,79.22,80.86,849100,73.22
"2010-12-06",80.57,80.84,79.45,79.64,565700,72.12
"2010-12-07",80,80.85,79.14,79.47,754400,71.96
"2010-12-08",79.6,81.98,79.45,81.34,1750600,73.66
"2010-12-09",81.31,83.41,81.31,83.24,1132600,75.38
"2010-12-10",83.87,86.2,83.82,85.02,1804400,76.99
"2010-12-13",85.08,85.76,83.02,85.33,1722700,77.27
"2010-12-14",85.27,85.93,83.47,83.86,820000,75.94
"2010-12-15",83.5,84.1,81.86,82.13,836700,74.37
"2010-12-16",82.19,83.41,81.11,82.49,1048600,74.7
"2010-12-17",82.5,83.38,82.29,82.75,1058300,74.93
"2010-12-20",82.95,84.69,82.71,84.36,907600,76.39
"2010-12-21",84.63,86.25,84.33,85.74,724300,77.64
"2010-12-22",85.76,86.84,85.32,86.16,756000,78.02
"2010-12-23",85.98,86.29,85.01,85.15,480000,77.11
"2010-12-27",84.94,86.23,84.47,86.07,396600,77.94
"2010-12-28",86.32,87.17,85.89,86.78,446300,78.58
"2010-12-29",87.14,87.87,86.51,87.38,706800,79.12
"2010-12-30",87.3,87.47,86.2,86.43,630700,78.26
"2010-12-31",86.44,87.39,85.81,87.05,676400,78.83
"2011-01-03",87.67,88.88,87.56,87.9,762600,79.6
"2011-01-04",88.43,89.33,86.45,87,829900,78.78
"2011-01-05",86.82,88.32,86.7,88.03,796200,79.71
"2011-01-06",87.93,88.46,87.48,87.54,846300,79.27
"2011-01-07",87.79,88.19,85.62,86.82,918900,78.62
"2011-01-10",86.7,86.7,84.63,86.1,923200,77.97
"2011-01-11",86.56,87.87,86.13,86.72,854400,78.53
"2011-01-12",87.51,88.48,87.09,87.36,790100,79.11
"2011-01-13",87.25,87.64,85.76,86.26,1151400,78.11
"2011-01-14",86.07,87.43,84.84,86.38,1971100,78.22
"2011-01-18",86.3,86.79,85.14,86.2,1388300,78.06
"2011-01-19",85.88,87.48,85.88,86.49,983400,78.32
"2011-01-20",86.45,86.54,85.1,85.73,739800,77.63
"2011-01-21",87.04,87.71,86.12,86.77,810100,78.57
"2011-01-24",86.64,86.91,85.79,86.37,595300,78.21
"2011-01-25",86.28,87,85.9,86.98,724600,78.76
"2011-01-26",87.29,87.29,85.19,86.08,769300,77.95
"2011-01-27",86.08,87.03,85.33,86.92,681600,78.71
"2011-01-28",86.83,87.82,86.31,86.35,637200,78.19
"2011-01-31",86.47,86.92,86.08,86.47,525200,78.3
"2011-02-01",86.8,87.75,86.1,87.27,872400,79.02
"2011-02-02",86.94,87.65,86.23,86.72,491100,78.53
"2011-02-03",86.41,87.2,86.1,86.7,420800,78.51
"2011-02-04",86.68,87.5,85.99,87.49,569800,79.22
"2011-02-07",87.32,88.4,87.24,87.99,485200,79.68
"2011-02-08",88.22,89.16,87.75,89.12,627800,80.7
"2011-02-09",88.62,89.93,88.11,88.77,623100,80.38
"2011-02-10",88.3,88.37,87.27,88.11,513400,79.79
"2011-02-11",87.54,90.88,87.54,89.86,921000,81.37
"2011-02-14",89.82,90.06,89,89.21,533500,80.78
"2011-02-15",89,89.78,88.9,89.44,613500,80.99
"2011-02-16",89.63,90.39,89.6,90,473000,81.5
"2011-02-17",89.85,90.17,89.35,89.99,468900,81.49
"2011-02-18",89.95,91.05,89.68,91.01,861600,82.41
"2011-02-22",89.88,90.44,88.75,89.6,794200,81.13
"2011-02-23",89.61,90.21,88.54,89.09,813700,80.67
"2011-02-24",88.87,88.87,87,87.63,993600,79.98
"2011-02-25",87.95,88.88,87.83,88.56,638000,80.83
"2011-02-28",89.04,89.49,87.97,88.05,882800,80.36
"2011-03-01",88.54,88.54,86.18,86.2,947400,78.67
"2011-03-02",86.17,86.74,85.33,85.71,699700,78.23
"2011-03-03",86.55,87.54,86.09,87.42,540700,79.79
"2011-03-04",87.18,88.24,86.99,88.01,989300,80.33
"2011-03-07",88.17,88.58,86.58,87.08,678400,79.48
"2011-03-08",87.39,89.98,87.39,89.79,737300,81.95
"2011-03-09",89.61,89.73,88.73,89.49,380200,81.68
"2011-03-10",88.69,88.92,87.25,87.66,687100,80.01
"2011-03-11",86.98,88.49,86.98,87.7,489500,80.04
"2011-03-14",87.2,87.78,86.66,87.58,1001700,79.93
"2011-03-15",85.73,87.15,85.53,86.53,512300,78.98
"2011-03-16",86.49,86.73,84.69,84.99,779000,77.57
"2011-03-17",86.32,87.71,85.84,87.34,929200,79.71
"2011-03-18",88.48,89.18,86.83,87.57,1202500,79.92
"2011-03-21",88.38,88.38,86.53,86.82,612500,79.24
"2011-03-22",86.77,87.46,86.21,86.35,426100,78.81
"2011-03-23",86,86.79,85.08,86.45,615200,78.9
"2011-03-24",86.75,87.23,86,86.98,591400,79.39
"2011-03-25",87.03,88.08,86.63,87.54,409500,79.9
"2011-03-28",87.93,88.05,87.11,87.22,543400,79.61
"2011-03-29",87.07,87.62,86.74,87.52,299800,79.88
"2011-03-30",87.95,88.92,87.63,88.51,421300,80.78
"2011-03-31",88.6,88.96,87.16,88.47,909800,80.75
"2011-04-01",89.1,89.97,88.74,89.69,860400,81.86
"2011-04-04",89.77,89.85,89.04,89.32,639600,81.52
"2011-04-05",89.03,89.42,88.61,88.69,622700,80.95
"2011-04-06",89.05,89.95,88.76,89.79,607900,81.95
"2011-04-07",89.72,89.72,88.07,88.25,729400,80.55
"2011-04-08",88.75,88.75,87.57,87.7,593500,80.04
"2011-04-11",87.75,88.21,87.62,87.75,702300,80.09
"2011-04-12",87.35,87.69,86.82,87.16,599600,79.55
"2011-04-13",87.4,87.54,85.93,85.94,826000,78.44
"2011-04-14",85.71,85.71,85.05,85.2,917500,77.76
"2011-04-15",85.49,85.72,84.62,85.35,1405800,77.9
"2011-04-18",84.53,88,84.53,87.21,1693700,79.6
"2011-04-19",87.61,87.87,85.39,85.42,747400,77.96
"2011-04-20",86.37,86.53,85.21,85.82,1058200,78.33
"2011-04-21",85.94,86.43,85,85.83,713400,78.34
"2011-04-25",85.78,86.56,85.65,86.12,408800,78.6
"2011-04-26",86.41,87.59,86.35,87.22,540600,79.61
"2011-04-27",87.62,90.76,87.39,89.65,1722900,81.82
"2011-04-28",89.34,89.56,88.24,88.91,800900,81.15
"2011-04-29",88.89,89,88.25,88.37,465000,80.65
"2011-05-02",88.52,88.52,87.62,87.74,803000,80.08
"2011-05-03",87.54,88.59,87.02,88.5,990000,80.77
"2011-05-04",88.49,88.51,86.81,86.97,1027500,79.38
"2011-05-05",86.59,86.88,85.89,86.15,659800,78.63
"2011-05-06",86.95,87.17,86.02,86.43,625200,78.88
"2011-05-09",86.5,86.61,85.88,86.49,395000,78.94
"2011-05-10",86.69,87.77,86.43,87.77,427500,80.11
"2011-05-11",87.38,87.8,87.07,87.35,498800,79.72
"2011-05-12",87.34,87.99,86.84,87.72,560000,80.06
"2011-05-13",87.8,88,85.91,86.39,1964200,78.85
"2011-05-16",86.31,86.94,86.1,86.41,811500,78.87
"2011-05-17",86.25,88.04,86.23,87.97,919300,80.29
"2011-05-18",87.84,89.39,87.6,89.38,809200,81.58
"2011-05-19",89.68,89.9,88.75,89.17,758200,81.38
"2011-05-20",88.97,89.19,87.87,88.04,779800,80.35
"2011-05-23",87.14,88.44,87.08,87.29,574100,79.67
"2011-05-24",87.8,87.84,86.3,87.41,814300,79.78
"2011-05-25",87,87.47,86.53,86.94,749200,79.35
"2011-05-26",86.94,87.4,86.13,86.86,566800,79.28
"2011-05-27",86.56,87.65,86.43,87.62,534800,80.62
"2011-05-31",88.5,88.65,87.42,88.3,1459900,81.25
"2011-06-01",88.13,88.16,85.8,85.88,1031500,79.02
"2011-06-02",85.94,86.9,85.57,86.43,799900,79.52
"2011-06-03",85.46,86.38,85.15,85.79,651700,78.94
"2011-06-06",85.57,85.8,84.61,84.78,864900,78.01
"2011-06-07",85.17,86.31,84.88,85.42,727500,78.6
"2011-06-08",85.17,85.81,84.76,85.01,686400,78.22
"2011-06-09",85.29,86.06,84.56,85.43,457700,78.6
"2011-06-10",85.18,85.18,83.31,84.41,1068100,77.67
"2011-06-13",85.17,85.51,83.83,85.17,864700,78.37
"2011-06-14",85.99,87.57,85.91,86.89,924100,79.95
"2011-06-15",86.16,86.67,85.48,86.04,950800,79.17
"2011-06-16",86.04,87.77,85.79,87.64,1114800,80.64
"2011-06-17",88.37,88.46,87.06,88.02,1303300,80.99
"2011-06-20",87.68,88.32,87.28,87.8,528800,80.79
"2011-06-21",88.24,88.4,87.13,88.1,858100,81.06
"2011-06-22",87.9,88.23,87.24,87.32,981100,80.34
"2011-06-23",86.4,86.91,85.81,86.28,1113600,79.39
"2011-06-24",86.47,86.72,85.28,85.32,3558000,78.5
"2011-06-27",85.23,87.61,85.23,86.72,936000,79.79
"2011-06-28",86.91,86.91,85.68,86.42,665500,79.52
"2011-06-29",86.93,87.77,85.85,87.62,950400,80.62
"2011-06-30",87.74,88.3,87.18,87.95,583200,80.92
"2011-07-01",88,89.13,87.78,89.03,512900,81.92
"2011-07-05",88.75,88.75,87.38,88,601500,80.97
"2011-07-06",87.72,88.81,87.22,88.44,664800,81.37
"2011-07-07",89.09,90,89.03,89.24,824700,82.11
"2011-07-08",88.09,88.45,87.25,87.56,971200,80.56
"2011-07-11",86.56,87.32,85.93,86.17,848500,79.29
"2011-07-12",87.16,88.29,86.76,87.45,1541400,80.46
"2011-07-13",87.94,88.21,86.96,87.08,1028100,80.12
"2011-07-14",87.46,87.46,85.54,86,1079100,79.13
"2011-07-15",86.34,86.48,85.24,85.56,971200,78.72
"2011-07-18",85.28,85.65,84.35,84.85,809900,78.07
"2011-07-19",85.13,86.94,84.86,86.8,1007200,79.87
"2011-07-20",87.32,88,85.93,87.14,971600,80.18
"2011-07-21",87.76,88.66,87.46,88.57,1215900,81.49
"2011-07-22",88.68,89.17,87.2,89.08,973800,81.96
"2011-07-25",88.19,89.13,88.07,88.55,1008300,81.48
"2011-07-26",88.65,89.38,88.13,88.25,630000,81.2
"2011-07-27",87.97,88.51,87.05,87.14,745200,80.18
"2011-07-28",87.24,87.89,86.22,86.32,489300,79.42
"2011-07-29",85.71,86.55,85.22,86.24,738100,79.35
"2011-08-01",87.13,87.8,85.65,87.5,1303600,80.51
"2011-08-02",86.93,87.19,85.56,85.61,1084900,78.77
"2011-08-03",85.67,86.09,83.56,84.32,1623700,77.58
"2011-08-04",83.75,83.97,80.79,81.08,1542400,74.6
"2011-08-05",81.89,81.98,78.29,78.65,3279600,72.37
"2011-08-08",77.07,78.62,72.36,72.56,2044300,66.76
"2011-08-09",73.83,75.72,70.62,75.51,2482600,69.48
"2011-08-10",73.78,73.78,70.3,70.39,2104200,64.77
"2011-08-11",70.91,75.42,70.91,74.52,1642600,68.57
"2011-08-12",74.99,75.99,72.78,73.04,1580700,67.2
"2011-08-15",73.78,74.82,73.68,74.8,883800,68.82
"2011-08-16",73.93,74.81,73.02,73.65,772200,67.77
"2011-08-17",73.99,75.24,73.85,74.33,814000,68.39
"2011-08-18",72.25,72.66,71.02,71.56,1559300,65.84
"2011-08-19",70.03,72.41,69.81,69.86,1168000,64.28
"2011-08-22",71.2,71.47,69.77,69.97,912600,64.38
"2011-08-23",70.29,72.59,69.23,72.58,1189300,66.78
"2011-08-24",72.37,74.46,72,74.17,1072300,68.24
"2011-08-25",75.66,77,72.55,73.16,1663200,67.32
"2011-08-26",72.73,74.84,71.53,74.39,1039900,68.45
"2011-08-29",75.12,76.89,74.94,76.83,923000,70.69
"2011-08-30",75.75,76.18,74.42,75.5,1110600,70.11
"2011-08-31",76.13,76.84,75.3,76.07,915900,70.64
"2011-09-01",76.09,76.37,74.31,74.37,931300,69.06
"2011-09-02",72.75,73.97,72.17,72.29,920700,67.13
"2011-09-06",70.31,71.64,69.77,71.61,926500,66.49
"2011-09-07",72.83,76.12,72.26,75.59,1131700,70.19
"2011-09-08",74.76,75.15,72.98,73.27,927600,68.04
"2011-09-09",72.33,73.17,70.45,70.5,1533700,65.46
"2011-09-12",69.49,72.97,69.49,72.35,1226600,67.18
"2011-09-13",72.66,74.04,72.06,72.69,823200,67.5
"2011-09-14",73.17,73.92,71.66,72.94,1325400,67.73
"2011-09-15",73.8,74.64,73.45,74.63,935700,69.3
"2011-09-16",74.9,75,72.92,74.15,1232900,68.85
