"","WLP.Open","WLP.High","WLP.Low","WLP.Close","WLP.Volume","WLP.Adjusted"
"2008-09-29",46.49,46.49,43.22,44.46,4171600,41.96
"2008-09-30",45.01,47.18,44,46.77,3537000,44.14
"2008-10-01",46.04,48.13,45.52,47.5,3205700,44.83
"2008-10-02",47.49,47.5,45.22,45.51,2710500,42.96
"2008-10-03",46.11,46.11,44.06,44.46,2145400,41.96
"2008-10-06",43.75,45.43,41.17,42.01,4203300,39.65
"2008-10-07",42.19,42.99,39.23,39.35,3774300,37.14
"2008-10-08",38.85,41.95,38.85,40.44,4283400,38.17
"2008-10-09",40.51,41.11,34.9,36.5,10153300,34.45
"2008-10-10",34.94,37,33.1,35.3,7732300,33.32
"2008-10-13",36.05,41.98,35.3,41.8,4872300,39.45
"2008-10-14",43.06,45.31,42.82,44.07,6921400,41.6
"2008-10-15",43.56,43.98,39.75,39.83,4718500,37.59
"2008-10-16",40.4,41.44,37.78,39.92,5460000,37.68
"2008-10-17",39.37,42.12,38.52,40.3,4845700,38.04
"2008-10-20",40.65,42.1,40.06,41.98,2898400,39.62
"2008-10-21",42.38,43.97,41.5,41.85,4126400,39.5
"2008-10-22",40.49,40.98,38.78,39.8,6380700,37.57
"2008-10-23",39.9,42.18,39.59,41.15,7702100,38.84
"2008-10-24",39.5,41.45,38.1,40.4,4901500,38.13
"2008-10-27",40.24,41.22,38.45,38.51,5444500,36.35
"2008-10-28",38.81,40.33,37.27,40.33,5175500,38.07
"2008-10-29",40.34,40.34,36.85,36.97,6326900,34.89
"2008-10-30",37.9,37.9,35.39,37.14,5076600,35.06
"2008-10-31",37.16,39.2,35.07,38.87,6247400,36.69
"2008-11-03",38.8,40.14,38.28,39.75,3255600,37.52
"2008-11-04",40.4,40.7,38.36,39.59,4320800,37.37
"2008-11-05",38.86,40.51,38.32,38.51,3390300,36.35
"2008-11-06",38.17,39.18,37.72,38.02,5037300,35.89
"2008-11-07",38.31,39.26,37.55,38.71,2728500,36.54
"2008-11-10",39.19,39.64,37.36,37.89,2754100,35.76
"2008-11-11",37.41,37.73,35.51,36.24,6408500,34.21
"2008-11-12",35.67,35.92,33.87,34.19,5338700,32.27
"2008-11-13",34.1,35.5,32.71,35.5,6879600,33.51
"2008-11-14",35.03,36.62,34.87,35.24,3779400,33.26
"2008-11-17",34.06,35.4,33.69,34.06,3901000,32.15
"2008-11-18",33.55,34.52,32.76,33.98,5714800,32.07
"2008-11-19",33.83,34.74,32.06,32.11,4327800,30.31
"2008-11-20",31.99,32.59,28.92,29.44,5558400,27.79
"2008-11-21",29.86,30.34,27.5,30.08,8226500,28.39
"2008-11-24",30.43,32.85,29.95,31.86,5251600,30.07
"2008-11-25",33,34.2,31.88,33.93,4638700,32.03
"2008-11-26",33.35,35.09,32.05,34.62,2811200,32.68
"2008-11-28",34.84,35.78,34.84,35.6,1693400,33.6
"2008-12-01",34.94,36.38,34.29,34.34,5315600,32.41
"2008-12-02",34.5,35.45,32.31,33.71,4996300,31.82
"2008-12-03",33.12,34.36,32.48,34.14,3910700,32.22
"2008-12-04",33.82,34.74,33.61,34.17,4289200,32.25
"2008-12-05",33.75,36.33,32.39,36,5395400,33.98
"2008-12-08",36.55,37.71,36.4,36.77,3746500,34.71
"2008-12-09",36.51,37.44,34.94,35.52,3487800,33.53
"2008-12-10",35.78,36.69,34.9,35.62,2379600,33.62
"2008-12-11",35.48,37.62,35.28,36.66,4247100,34.6
"2008-12-12",36.06,37.25,35.58,36.62,4437100,34.56
"2008-12-15",36.71,37.46,36.02,37.1,5171500,35.02
"2008-12-16",36.92,39.68,36.89,39.48,5250400,37.26
"2008-12-17",39.08,39.75,38.01,38.81,3715900,36.63
"2008-12-18",39.08,40.63,37.07,40.37,4097600,38.1
"2008-12-19",40.99,42.84,40.55,42.26,7021000,39.89
"2008-12-22",41.64,42.24,39.69,40.49,4205700,38.22
"2008-12-23",40.85,41.56,39.9,40.17,2221900,37.92
"2008-12-24",39.81,40.91,39.43,40.5,730200,38.23
"2008-12-26",40.77,41.15,40.12,40.7,987400,38.42
"2008-12-29",40.68,40.68,39.42,40.46,2029500,38.19
"2008-12-30",40.7,43.12,40.67,43.11,2969400,40.69
"2008-12-31",43.11,43.97,41.63,42.13,3272000,39.76
"2009-01-02",42.25,44.07,41.61,43.85,3818300,41.39
"2009-01-05",43.5,44.65,42.5,44.47,4223900,41.97
"2009-01-06",45,45.3,43.11,43.98,3667100,41.51
"2009-01-07",43.45,44.41,42.76,44.05,3214700,41.58
"2009-01-08",43.89,44.43,43.28,43.67,2516500,41.22
"2009-01-09",43.79,43.83,42.37,42.56,2931500,40.17
"2009-01-12",41.45,42.51,40.24,40.96,4619500,38.66
"2009-01-13",37.4,39.45,36.77,38.81,12284400,36.63
"2009-01-14",38.07,38.2,36.54,36.88,5367700,34.81
"2009-01-15",37.41,38.38,36.4,37.85,5636800,35.73
"2009-01-16",38.59,38.9,37.31,37.89,3654500,35.76
"2009-01-20",37.82,38.43,36.3,36.38,4665500,34.34
"2009-01-21",36.45,37.82,36.13,37.73,4753300,35.61
"2009-01-22",37.4,39.65,37.01,39.23,6231600,37.03
"2009-01-23",38.16,40.71,37.1,40.13,4222500,37.88
"2009-01-26",40.3,41.66,40.16,41.21,3950400,38.9
"2009-01-27",41.57,43.16,41.21,42.62,5788000,40.23
"2009-01-28",44.01,46.12,43.7,44.5,7385600,42
"2009-01-29",44.15,44.2,42.53,42.69,4245000,40.29
"2009-01-30",42.45,42.76,41.08,41.45,4301000,39.12
"2009-02-02",41.03,43.56,40.75,42.84,2997900,40.44
"2009-02-03",42.75,44.5,41.8,44.27,3905800,41.78
"2009-02-04",44.47,44.52,42.99,43.44,2807000,41
"2009-02-05",43.1,44.9,43.07,44.71,5185500,42.2
"2009-02-06",44.42,46.03,44.4,45.71,4113800,43.14
"2009-02-09",45.16,46.49,45,46.1,3942000,43.51
"2009-02-10",45.69,46.1,43.12,43.44,6046100,41
"2009-02-11",42,44.1,41.85,43.79,4324100,41.33
"2009-02-12",43.14,43.94,42.17,43.59,5194300,41.14
"2009-02-13",43.47,44.18,43.05,43.75,3692300,41.29
"2009-02-17",42.4,43.3,41.36,41.89,4336900,39.54
"2009-02-18",41.96,41.96,40.42,40.79,4542300,38.5
"2009-02-19",41.12,42.47,41.12,41.26,5644000,38.94
"2009-02-20",40.85,41.61,39.71,41.45,5668900,39.12
"2009-02-23",40.4,40.61,38.12,39.32,10413000,37.11
"2009-02-24",39.11,41.13,39.11,40.84,4709000,38.55
"2009-02-25",41,41,38.77,39.12,8335200,36.92
"2009-02-26",38.9,39.13,34.7,35.34,13390600,33.36
"2009-02-27",34.71,36.28,33.81,33.92,9779700,32.02
"2009-03-02",33.57,33.87,29.75,30.1,18732900,28.41
"2009-03-03",30.38,31.94,29.32,30.64,10222000,28.92
"2009-03-04",31.1,33.97,30.71,32.83,9015500,30.99
"2009-03-05",32.86,33.81,30.83,31.05,8512700,29.31
"2009-03-06",31.24,32.46,30.28,31.41,7660300,29.65
"2009-03-09",31.01,31.99,30.05,31.03,4672300,29.29
"2009-03-10",31.55,33.84,31.54,33.72,6917000,31.83
"2009-03-11",33.8,35.13,32.82,33.39,7849900,31.52
"2009-03-12",33.57,36.15,33.45,35.8,5748000,33.79
"2009-03-13",35.87,37.19,35.05,36.8,7097300,34.73
"2009-03-16",37,37.55,36.1,36.2,5010900,34.17
"2009-03-17",36.15,37.35,35.53,37.26,5165800,35.17
"2009-03-18",37.1,39.12,36.91,38.02,5701200,35.89
"2009-03-19",38.34,38.75,35.87,36.14,6454100,34.11
"2009-03-20",36.17,36.43,35,35.37,5909300,33.38
"2009-03-23",36.13,37.68,35.74,37.67,3567800,35.56
"2009-03-24",37.31,37.84,36,36.05,3931800,34.03
"2009-03-25",36.24,37,35.8,36.63,4073100,34.57
"2009-03-26",36.81,38.47,36.77,38.01,5461200,35.88
"2009-03-27",37.61,37.61,36.3,36.42,5020500,34.38
"2009-03-30",35.66,36.45,35.08,35.73,4858800,33.72
"2009-03-31",35.79,38.94,35.5,37.97,6741700,35.84
"2009-04-01",37.54,38.27,36.41,37.96,4974700,35.83
"2009-04-02",38.61,40.39,38.36,39.83,6965500,37.59
"2009-04-03",39.88,40.63,37.79,38.44,4903500,36.28
"2009-04-06",37.7,40.08,37.7,38.74,5257600,36.57
"2009-04-07",38.24,40.3,36.65,39.62,6033500,37.4
"2009-04-08",40.19,40.88,38.49,39.34,4841100,37.13
"2009-04-09",40.01,40.9,39.62,40.34,3868600,38.08
"2009-04-13",43.12,44,41.96,43.58,8529100,41.13
"2009-04-14",43.14,43.39,41.85,42.77,5951700,40.37
"2009-04-15",42.63,44.94,42,44.2,5854300,41.72
"2009-04-16",44.34,44.99,42.14,43.22,3676300,40.79
"2009-04-17",43.42,43.43,40.92,42.41,6369300,40.03
"2009-04-20",41.63,42.84,40.99,41.43,4751400,39.1
"2009-04-21",42.17,42.65,39.94,41.76,5914900,39.42
"2009-04-22",41.62,42.53,39.84,41.98,5260400,39.62
"2009-04-23",41.63,42.3,39.71,41.28,4358800,38.96
"2009-04-24",41.53,42.06,40.16,40.94,5087400,38.64
"2009-04-27",40.69,41.32,39.44,40.19,6191300,37.93
"2009-04-28",40.12,43.12,40.02,42.02,6984100,39.66
"2009-04-29",42.16,43.74,41.58,42.97,6210900,40.56
"2009-04-30",43.52,43.88,42.21,42.76,4174900,40.36
"2009-05-01",42.6,42.72,41.75,42.38,2579100,40
"2009-05-04",43.13,43.82,42.29,43.82,3968700,41.36
"2009-05-05",43.87,44.97,43.74,44.9,3848000,42.38
"2009-05-06",44.89,45.59,43.99,45.54,3988400,42.98
"2009-05-07",45.99,48.58,45.41,47.48,6012400,44.81
"2009-05-08",48.08,49.41,47.73,48.86,5899300,46.12
"2009-05-11",48.22,48.36,46.43,47.25,4180100,44.6
"2009-05-12",46.49,47.15,45.32,46.48,4677800,43.87
"2009-05-13",45.89,47.06,45.21,46.51,4152800,43.9
"2009-05-14",46.32,47.38,45.44,46.86,2981200,44.23
"2009-05-15",46.56,48.49,46.3,46.88,4476800,44.25
"2009-05-18",47.8,48.07,46.01,48,4360200,45.31
"2009-05-19",47.89,48.65,47.02,47.07,3230600,44.43
"2009-05-20",47.48,48.05,46.44,46.53,5241400,43.92
"2009-05-21",45.98,47.1,44.97,45.39,3382700,42.84
"2009-05-22",45.02,45.57,44.32,44.75,2955600,42.24
"2009-05-26",44.49,46.56,44,46.19,4309200,43.6
"2009-05-27",46.95,47.46,46.06,46.32,4133400,43.72
"2009-05-28",46.82,47.86,46.43,46.78,5050900,44.15
"2009-05-29",46.92,47.11,45.69,46.57,5089800,43.96
"2009-06-01",46.9,47.79,46.75,47.47,3149000,44.81
"2009-06-02",47.41,48.97,46.8,48.56,3171800,45.83
"2009-06-03",46.81,48.83,46.8,48.56,4720900,45.83
"2009-06-04",48.6,49.19,47.49,48.03,3130000,45.33
"2009-06-05",48.12,48.54,46.57,47.81,3295700,45.13
"2009-06-08",47.38,47.74,45.52,46.14,4635800,43.55
"2009-06-09",46.14,46.48,44.49,45.5,6371600,42.95
"2009-06-10",46.06,46.27,45.39,46.02,4076500,43.44
"2009-06-11",45.57,46.03,45,45.59,5519000,43.03
"2009-06-12",45.46,47.7,45.15,46.72,4596600,44.1
"2009-06-15",46.18,46.64,45.32,45.73,3948000,43.16
"2009-06-16",45.82,48.06,45.43,47.05,5017000,44.41
"2009-06-17",47.09,48.69,46.46,48.15,4079500,45.45
"2009-06-18",48.75,50.88,48.5,50.74,6728200,47.89
"2009-06-19",51.4,52,49.9,50.93,10878400,48.07
"2009-06-22",49.78,50,48.62,48.82,5880000,46.08
"2009-06-23",48.69,49.9,48.48,48.83,5051300,46.09
"2009-06-24",49.46,50,49.05,49.36,4720700,46.59
"2009-06-25",49.07,51.63,48.99,50.73,5583500,47.88
"2009-06-26",50.71,51.55,50.12,51.34,4890400,48.46
"2009-06-29",51.35,51.76,50.21,51.45,3329400,48.56
"2009-06-30",51.18,51.57,50.46,50.89,4621100,48.03
"2009-07-01",50.73,52.28,50.37,51.25,5942300,48.37
"2009-07-02",50.58,50.78,49.42,49.75,4630000,46.96
"2009-07-06",49.39,50.25,49.11,50,3908000,47.19
"2009-07-07",49.55,52.07,49.55,51.21,8920200,48.34
"2009-07-08",51.65,51.65,49.26,50.28,7327300,47.46
"2009-07-09",50.48,51.34,49.25,50.18,4229600,47.36
"2009-07-10",49.99,51.08,49.58,49.81,3633500,47.01
"2009-07-13",50.02,50.46,48.95,49.78,4580600,46.99
"2009-07-14",49.74,50.48,49.22,49.7,4685900,46.91
"2009-07-15",50.15,50.15,48.24,49.77,5337100,46.98
"2009-07-16",49.64,50.55,48.36,49.94,5900900,47.14
"2009-07-17",50.26,50.91,49.64,49.99,5072000,47.18
"2009-07-20",50,50.17,49.03,49.94,4487900,47.14
"2009-07-21",50.62,50.74,49.02,49.46,5198100,46.68
"2009-07-22",48.9,50.56,48.9,49.52,4102000,46.74
"2009-07-23",49.65,52.3,49.25,52,5745200,49.08
"2009-07-24",51.84,52.62,51.4,52.54,2818200,49.59
"2009-07-27",51.84,53.31,51.44,52.14,3316300,49.21
"2009-07-28",52.3,54.94,52.3,54.38,6338400,51.33
"2009-07-29",51.45,52.95,50.45,51.28,13210400,48.4
"2009-07-30",51.81,54.84,51.16,51.76,6479400,48.85
"2009-07-31",51.52,53.45,51.51,52.64,5236100,49.68
"2009-08-03",53.02,53.77,51.4,53.33,4747900,50.34
"2009-08-04",53.03,53.52,51.86,52.16,4088500,49.23
"2009-08-05",52.09,52.2,50.61,50.8,4525100,47.95
"2009-08-06",50.79,51.25,49.89,50.54,3737500,47.7
"2009-08-07",50.96,51.87,50.65,51.4,3306200,48.51
"2009-08-10",51.17,51.95,50.91,51.9,3352000,48.99
"2009-08-11",51.8,52.57,51.26,51.35,2917600,48.47
"2009-08-12",51.13,51.87,50.9,51.41,3343800,48.52
"2009-08-13",51.1,52.88,50.91,52.8,2907500,49.84
"2009-08-14",52.87,53.23,51.5,52.19,2663000,49.26
"2009-08-17",51.5,55.09,51.28,53.7,7521000,50.69
"2009-08-18",53.5,54.15,52.63,53.54,2899200,50.53
"2009-08-19",53.05,53.43,52.1,53.2,3127700,50.21
"2009-08-20",53.39,54.98,53.21,54.22,3479600,51.18
"2009-08-21",55.3,55.48,54.42,54.64,4461100,51.57
"2009-08-24",54.95,54.95,54.25,54.76,2759100,51.69
"2009-08-25",54.91,55.73,54.58,55.47,4170500,52.36
"2009-08-26",55.27,55.53,54.48,54.72,3115000,51.65
"2009-08-27",54.32,55.11,54.15,54.96,2239000,51.87
"2009-08-28",54.99,55.04,53.06,53.72,4171000,50.7
"2009-08-31",53.45,54.51,52.56,52.85,4240000,49.88
"2009-09-01",52.83,53.01,51.48,51.53,5535600,48.64
"2009-09-02",51.28,54.43,51.22,53.37,5403400,50.37
"2009-09-03",53.84,54,52.69,53.55,2671100,50.54
"2009-09-04",53.81,54.62,53.44,54.17,2421200,51.13
"2009-09-08",54.14,54.17,51.75,51.84,6665300,48.93
"2009-09-09",51.85,52.97,51.32,52.84,6845800,49.87
"2009-09-10",52.91,54.18,52.4,54.18,4619500,51.14
"2009-09-11",54.35,54.72,53.5,54.03,2212400,51
"2009-09-14",54.01,55,53.57,54.12,3654600,51.08
"2009-09-15",54.11,54.14,52.88,53.16,4457200,50.18
"2009-09-16",53.21,54.89,52.74,54.86,3825200,51.78
"2009-09-17",54.73,54.92,53.53,54.48,4582400,51.42
"2009-09-18",55.45,55.45,54.08,54.4,5251800,51.35
"2009-09-21",53.91,54.95,53.77,54.79,2835600,51.71
"2009-09-22",54.94,55,53.44,53.7,4640300,50.69
"2009-09-23",53.69,53.69,52,52.06,4755500,49.14
"2009-09-24",51.99,52.49,50,50.16,7442200,47.34
"2009-09-25",50.34,51.07,48.94,49.6,6132600,46.82
"2009-09-28",49.86,50.72,49.6,50.05,3444400,47.24
"2009-09-29",50.08,50.42,47.83,49.28,10058300,46.51
"2009-09-30",48.2,48.92,46.96,47.36,9043500,44.7
"2009-10-01",47.38,48.16,46.76,46.88,6512600,44.25
"2009-10-02",46.57,46.9,45.19,45.92,7065700,43.34
"2009-10-05",46.14,47.05,45.41,46.71,5382100,44.09
"2009-10-06",46.9,46.97,46.11,46.59,3922800,43.97
"2009-10-07",46.58,48.15,46.28,47.66,4828400,44.98
"2009-10-08",46.71,46.75,44.04,44.72,15863000,42.21
"2009-10-09",45,46.94,44.95,46.33,11009600,43.73
"2009-10-12",46.88,47.09,46.39,46.53,3419900,43.92
"2009-10-13",46.49,46.89,45.67,46.32,7644300,43.72
"2009-10-14",46.81,47.85,46.49,47.62,5010600,44.95
"2009-10-15",47.41,47.7,46.37,46.61,5574400,43.99
"2009-10-16",46.19,46.69,45.93,46.16,4703700,43.57
"2009-10-19",46.33,46.87,45.81,45.86,7189200,43.29
"2009-10-20",46.33,46.59,45.84,46.04,4805100,43.46
"2009-10-21",46.1,46.39,45.13,45.26,4411200,42.72
"2009-10-22",45.28,46.59,45.12,46.02,4958100,43.44
"2009-10-23",46.53,46.75,45.69,46.03,4554300,43.45
"2009-10-26",45.97,46.3,44.71,45.05,4779800,42.52
"2009-10-27",45.07,46.97,44.58,46.7,7199600,44.08
"2009-10-28",46.79,47.5,45.71,46.29,5837800,43.69
"2009-10-29",46.51,47.77,46.51,47.5,5588000,44.83
"2009-10-30",47.97,47.97,46.38,46.76,5030300,44.14
"2009-11-02",46.41,48.08,46.16,47.61,3166200,44.94
"2009-11-03",47.43,48.5,47.39,48.43,3590000,45.71
"2009-11-04",49.9,52.19,49.75,49.95,9021200,47.15
"2009-11-05",50.88,51.05,50.1,50.9,3408200,48.04
"2009-11-06",50.72,51.28,50.35,51,4325700,48.14
"2009-11-09",50.64,52.45,50.51,52.36,3078800,49.42
"2009-11-10",52.13,52.7,51.79,52.36,2045800,49.42
"2009-11-11",52.98,53.6,52.63,53.39,3393600,50.39
"2009-11-12",53.32,53.62,52.28,52.5,2518100,49.55
"2009-11-13",52.55,53,52.1,52.41,3556900,49.47
"2009-11-16",52.61,53.68,52.43,52.86,4071600,49.89
"2009-11-17",52.65,52.98,52.16,52.56,2638900,49.61
"2009-11-18",52.75,52.75,52.15,52.41,2638700,49.47
"2009-11-19",52.03,52.3,50.32,52.14,5633900,49.21
"2009-11-20",51.94,52.26,51.5,52.14,3459400,49.21
"2009-11-23",53.46,54.77,53.46,54.52,4520300,51.46
"2009-11-24",54.49,55.26,53.58,55.16,5756700,52.06
"2009-11-25",55.2,55.41,54.9,55.1,2075400,52.01
"2009-11-27",53.59,54.59,53.15,54.24,1656200,51.2
"2009-11-30",54.06,54.51,53.36,54.03,3833300,51
"2009-12-01",54.11,55.27,54.03,54.79,3542700,51.71
"2009-12-02",55,55.17,54.31,54.61,2295300,51.54
"2009-12-03",54.84,55.04,53.59,53.66,3313300,50.65
"2009-12-04",53.87,55.14,53.6,53.88,3800700,50.86
"2009-12-07",53.53,55.98,53.53,54.79,4629800,51.71
"2009-12-08",54.36,56.77,54.36,55.76,5899300,52.63
"2009-12-09",55.91,57.12,54.88,55.33,7158200,52.22
"2009-12-10",55.54,57.78,55.54,57.43,6078100,54.21
"2009-12-11",57.59,57.9,56.41,56.51,4029800,53.34
"2009-12-14",57,58.2,57,57.68,5268900,54.44
"2009-12-15",58.08,59.6,57.88,59.16,10523600,55.84
"2009-12-16",59.29,60.72,59,59.61,11594000,56.26
"2009-12-17",59.59,59.59,57.85,58.9,6769700,55.59
"2009-12-18",58.73,58.81,57.91,58.31,10388800,55.04
"2009-12-21",58.46,60.89,58.46,60.01,11447000,56.64
"2009-12-22",60.26,60.58,59.76,60.36,6145600,56.97
"2009-12-23",60.64,60.77,59.62,60,4777100,56.63
"2009-12-24",59.75,60.18,59.19,59.36,1576900,56.03
"2009-12-28",59.66,60,58.55,59.18,3440700,55.86
"2009-12-29",59.14,59.59,58.31,58.57,3370500,55.28
"2009-12-30",58.42,58.78,58.04,58.76,2573500,55.46
"2009-12-31",58.92,58.94,58.17,58.29,1528400,55.02
"2010-01-04",58.69,59.81,58.38,59.75,4641800,56.4
"2010-01-05",60.59,61.25,60.17,60.4,8385500,57.01
"2010-01-06",60.12,61.53,60.12,61.38,6449100,57.93
"2010-01-07",61.68,63.78,61.23,63.66,6028900,60.09
"2010-01-08",63.59,64.07,63.01,63.94,5270900,60.35
"2010-01-11",64.28,64.88,63.87,64.31,4369600,60.7
"2010-01-12",63.8,64.31,62.63,63.46,5813100,59.9
"2010-01-13",63.76,65.01,63.47,64.97,5555800,61.32
"2010-01-14",64.95,66.48,64.68,66.22,5137400,62.5
"2010-01-15",66.34,67.23,65.62,66.65,7040100,62.91
"2010-01-19",67.82,69.49,67.39,68.06,12115500,64.24
"2010-01-20",69.37,70,67.2,67.68,14642100,63.88
"2010-01-21",67.88,68.36,65.32,65.5,8138200,61.82
"2010-01-22",65.87,66.78,62.25,65.1,6916000,61.45
"2010-01-25",65.45,66.46,65.17,65.55,5771700,61.87
"2010-01-26",65,65.1,63.88,63.88,7404900,60.29
"2010-01-27",62.71,65.33,62.11,64.62,9362400,60.99
"2010-01-28",65,66.47,64.34,64.42,8125600,60.8
"2010-01-29",64.47,64.75,63.71,63.72,4598900,60.14
"2010-02-01",64.1,64.88,62.6,64.2,3976300,60.6
"2010-02-02",64.46,65.18,63.98,65.05,4178500,61.4
"2010-02-03",64.53,65.13,63.38,64.07,3813900,60.47
"2010-02-04",63.37,64.15,62.78,62.83,4609000,59.3
"2010-02-05",62.59,63.07,60.31,61.69,8633700,58.23
"2010-02-08",61.63,62.66,61.1,61.65,5380200,58.19
"2010-02-09",62.15,62.29,60.44,61.45,7747100,58
"2010-02-10",61.45,61.59,58.56,60.01,10418700,56.64
"2010-02-11",60,60.58,59.35,60.52,5832300,57.12
"2010-02-12",59.83,59.85,59.06,59.33,5727000,56
"2010-02-16",59.28,59.57,56.99,58.46,9030900,55.18
"2010-02-17",58.55,61.09,58.55,59.7,9182300,56.35
"2010-02-18",59.11,59.88,58.25,59.11,6166400,55.79
"2010-02-19",59.12,59.27,58.39,58.47,5993500,55.19
"2010-02-22",58.35,59.78,57.91,59.44,8005200,56.1
"2010-02-23",59.32,59.76,58.54,59.01,5930200,55.7
"2010-02-24",59.34,60.37,58.5,60.14,6493800,56.76
"2010-02-25",59.8,61.61,59.22,61.45,15277300,58
"2010-02-26",61.49,62.99,61.49,61.87,7666100,58.4
"2010-03-01",62.49,63.46,61.2,62.06,6988200,58.58
"2010-03-02",61.27,62.89,61.19,61.9,5509600,58.43
"2010-03-03",61.34,62.7,61.12,62.36,4413200,58.86
"2010-03-04",62.23,62.23,60.07,61.23,8895200,57.79
"2010-03-05",61.28,62.31,61.17,62.25,4360700,58.76
"2010-03-08",62.13,62.75,61.62,61.96,4424000,58.48
"2010-03-09",61.58,62.07,61.29,61.43,3654300,57.98
"2010-03-10",61.25,62.92,61.25,62.48,6002200,58.97
"2010-03-11",62.41,63.73,62.07,63.55,6307100,59.98
"2010-03-12",63.95,63.95,62.19,62.58,5541500,59.07
"2010-03-15",62.46,62.56,60.61,61.52,6408200,58.07
"2010-03-16",61.43,62.02,60.67,61.97,4710100,58.49
"2010-03-17",62.15,62.38,61.03,61.94,6469400,58.46
"2010-03-18",61.69,64.3,60.82,63.82,10554100,60.24
"2010-03-19",64.35,65.84,64.25,65.07,12464600,61.42
"2010-03-22",65.21,66.33,64.12,64.39,8654700,60.78
"2010-03-23",64.37,64.53,62.94,63.61,5986200,60.04
"2010-03-24",63.31,64.17,63.09,63.4,5141200,59.84
"2010-03-25",63.9,64.26,63.01,63.59,3414400,60.02
"2010-03-26",63.81,63.91,63.03,63.05,3656500,59.51
"2010-03-29",63.3,64.38,63.03,64.19,4434200,60.59
"2010-03-30",64.25,65.15,63.84,64.69,3618400,61.06
"2010-03-31",65.13,65.21,64.31,64.38,5289300,60.77
"2010-04-01",64.47,64.84,64.18,64.71,3527900,61.08
"2010-04-05",65.11,65.57,64.7,65.34,2962700,61.67
"2010-04-06",64.98,65.81,64.61,64.61,3795700,60.98
"2010-04-07",64.31,64.58,62.79,63.26,7326800,59.71
"2010-04-08",63.05,63.21,61.54,62.09,7520400,58.6
"2010-04-09",61.94,62.05,60.31,61.26,7036700,57.82
"2010-04-12",61.18,61.64,61,61.34,4583700,57.9
"2010-04-13",61.07,61.4,59.9,60.18,6152100,56.8
"2010-04-14",59.79,60,58.62,58.96,7712600,55.65
"2010-04-15",58.73,58.9,56.98,58.58,11739900,55.29
"2010-04-16",58.36,59.35,58.22,59.08,8120100,55.76
"2010-04-19",58.89,60.77,58.83,60.55,6357600,57.15
"2010-04-20",61.49,61.49,59.39,59.84,6309900,56.48
"2010-04-21",59.75,60.02,58.3,58.64,4945000,55.35
"2010-04-22",58.35,58.56,57.4,58.41,4702800,55.13
"2010-04-23",58.29,58.32,57.43,57.98,6426100,54.73
"2010-04-26",58.29,58.41,56.12,56.56,7605100,53.38
"2010-04-27",56.31,57.02,55.69,55.92,6182500,52.78
"2010-04-28",55.43,58.19,55.23,57.45,8218100,54.22
"2010-04-29",57.99,59.93,57.79,59.08,7866500,55.76
"2010-04-30",58.08,58.14,53.5,53.8,18770900,50.78
"2010-05-03",54.59,54.9,53.03,53.52,8863200,50.52
"2010-05-04",53.24,53.53,51.82,52.6,8588500,49.65
"2010-05-05",51.01,52.9,50.68,52.53,6335300,49.58
"2010-05-06",52.4,53.34,49.1,51.3,6949900,48.42
"2010-05-07",50.89,51.52,49.79,50.94,6543500,48.08
"2010-05-10",52.68,53,50.43,51.14,8039100,48.27
"2010-05-11",50.67,52.81,50.5,52.11,5368700,49.18
"2010-05-12",52.31,54.06,51.65,54.04,5568300,51.01
"2010-05-13",54.21,54.21,53.05,53.16,4188400,50.18
"2010-05-14",52.78,53.18,52.15,53.09,3463900,50.11
"2010-05-17",52.97,53.69,52.38,53.52,3931000,50.52
"2010-05-18",53.68,54.4,52.99,53.08,4790500,50.1
"2010-05-19",52.8,53.72,52.41,53.4,4244900,50.4
"2010-05-20",52.36,52.78,51.13,51.17,6948000,48.3
"2010-05-21",50.6,51.57,50.08,51.25,6164200,48.37
"2010-05-24",50.99,51.72,50.6,51.1,4266300,48.23
"2010-05-25",50.13,50.87,49.82,50.7,5216500,47.85
"2010-05-26",50.86,51.68,50.73,50.89,5054300,48.03
"2010-05-27",51.79,52.03,51.03,51.72,3248900,48.82
"2010-05-28",51.8,51.84,51.16,51.3,2855400,48.42
"2010-06-01",50.92,51.72,50.82,51.05,3860100,48.18
"2010-06-02",51.11,52.41,50.87,52.37,4040200,49.43
"2010-06-03",52.51,54.56,52.51,54.45,6149300,51.39
"2010-06-04",53.7,56.34,53.69,54.14,8060500,51.1
"2010-06-07",54.36,55.48,52.45,53.57,8954700,50.56
"2010-06-08",53.73,54.28,52.6,53.27,6156200,50.28
"2010-06-09",53.4,53.9,52.16,52.31,4695400,49.37
"2010-06-10",53,53.33,52.26,52.79,4494200,49.83
"2010-06-11",52.36,53.28,51.93,52.65,3746400,49.69
"2010-06-14",52.92,53.89,52.71,53.1,3400800,50.12
"2010-06-15",53.34,54.08,53.22,54.03,3749900,51
"2010-06-16",53.54,54.95,53.5,54.71,4271900,51.64
"2010-06-17",54.93,55.13,54.53,55.05,3798000,51.96
"2010-06-18",55.02,55.35,54.8,55.22,6458200,52.12
"2010-06-21",55.54,55.98,55.02,55.24,4184100,52.14
"2010-06-22",55.16,55.56,53.62,53.72,5136200,50.7
"2010-06-23",53.75,53.78,52.76,53.03,4099900,50.05
"2010-06-24",52.79,53.32,52.1,52.37,3304700,49.43
"2010-06-25",52.37,52.82,51.63,51.75,7671700,48.84
