"","UNP.Open","UNP.High","UNP.Low","UNP.Close","UNP.Volume","UNP.Adjusted"
"2010-06-28",73.1,73.62,72.38,72.67,2296000,67.41
"2010-06-29",71.77,71.77,69.47,70.13,5116000,65.06
"2010-06-30",70.15,71.12,69.35,69.51,3760500,64.48
"2010-07-01",69.86,70.38,67.83,69.51,6217300,64.48
"2010-07-02",69.91,70.53,67.97,68.37,4879100,63.42
"2010-07-06",69.96,69.96,66.91,67.43,5710300,62.55
"2010-07-07",67.71,70.31,67.13,70.24,5400500,65.16
"2010-07-08",70.73,71.67,70.1,70.89,4656300,65.76
"2010-07-09",70.89,72.11,70.88,71.71,3216800,66.52
"2010-07-12",71.27,72.92,71.02,72.69,3870500,67.43
"2010-07-13",73.64,74.1,71.69,72.44,5247800,67.2
"2010-07-14",72.05,73.02,71.42,72.59,2582600,67.34
"2010-07-15",72.65,72.74,71.33,72.18,3469700,66.96
"2010-07-16",71.78,71.92,68.46,68.81,6314100,63.83
"2010-07-19",69.19,69.26,67.5,68.37,4362800,63.42
"2010-07-20",67.39,69.68,66.84,69.63,5084100,64.59
"2010-07-21",70.68,70.68,68.29,69.12,4021200,64.12
"2010-07-22",71.48,73.84,70.55,72.4,7027200,67.16
"2010-07-23",72.66,74.33,72.55,73.9,4399800,68.55
"2010-07-26",74.56,76.49,73.91,75.46,4316100,70
"2010-07-27",76,76,74.36,74.63,3472300,69.23
"2010-07-28",74.12,74.92,73.49,74.71,4837000,69.3
"2010-07-29",75.27,75.81,73.96,74.35,3163000,68.97
"2010-07-30",73.34,75.13,72.81,74.67,2796000,69.27
"2010-08-02",75.81,76.44,74.82,76.26,3126100,70.74
"2010-08-03",75.87,76.88,75.2,76.54,2021300,71
"2010-08-04",76.57,77.25,76.34,76.97,2122900,71.4
"2010-08-05",76.49,77.79,76.24,77.53,3086100,71.92
"2010-08-06",76.29,77.5,75.5,77.04,2827600,71.47
"2010-08-09",77.59,78.23,76.98,78.13,2583900,72.48
"2010-08-10",77.36,77.91,76.42,77.66,2001700,72.04
"2010-08-11",76.42,76.44,73.65,74.28,3609300,68.9
"2010-08-12",73.38,74.05,72.51,73.82,2552900,68.48
"2010-08-13",73.42,74.62,73.25,73.45,2093400,68.13
"2010-08-16",72.23,73.43,72.23,73.09,2041900,67.8
"2010-08-17",73.98,75.68,73.98,74.85,2569300,69.43
"2010-08-18",74.85,76.44,74.4,76,3190200,70.5
"2010-08-19",75.45,75.84,73.56,74.5,3064400,69.11
"2010-08-20",73.72,74.36,72.91,74.26,2753900,68.89
"2010-08-23",74.54,74.89,72.69,72.86,2811000,67.59
"2010-08-24",72,72.4,70.34,71.94,4088500,66.73
"2010-08-25",71.16,73.05,70.57,72.17,4727700,66.95
"2010-08-26",72.66,73.7,72.14,72.41,2937600,67.17
"2010-08-27",72.78,73.85,71.9,73.69,4506400,68.67
"2010-08-30",73.6,74.39,72.31,72.35,1921700,67.42
"2010-08-31",71.93,73.53,71.69,72.94,2369200,67.97
"2010-09-01",74.13,76.69,73.9,76.38,3588500,71.18
"2010-09-02",76.49,77.41,76.33,77.31,2355700,72.04
"2010-09-03",77.82,79.61,77.82,78.8,3150400,73.43
"2010-09-07",78.16,79.18,78,78.36,2788200,73.02
"2010-09-08",78.61,79.8,78.42,79.01,3050700,73.63
"2010-09-09",79.97,80,78.13,78.66,2883300,73.3
"2010-09-10",78.85,79.5,78.53,78.73,2055700,73.37
"2010-09-13",79.64,79.78,78.75,79.25,2644200,73.85
"2010-09-14",78.91,80.17,78.66,79.7,2785300,74.27
"2010-09-15",79.14,80.15,78.87,79.08,3513800,73.69
"2010-09-16",78.91,79.47,78.45,78.92,2203800,73.54
"2010-09-17",79.32,80.02,78.67,79.96,4242000,74.51
"2010-09-20",80.19,81.64,80.01,80.74,3493300,75.24
"2010-09-21",81.26,82.32,80.93,81.23,2930900,75.7
"2010-09-22",80.9,81.38,80.27,80.6,2268500,75.11
"2010-09-23",79.9,80.71,78.78,79.17,2682200,73.78
"2010-09-24",79.97,82.15,79.64,82.1,2743800,76.51
"2010-09-27",82.23,82.5,81.52,81.65,2700600,76.09
"2010-09-28",81.74,82.46,80.71,82.3,2779500,76.69
"2010-09-29",81.9,83.08,81.58,82.25,2284200,76.65
"2010-09-30",82.69,82.96,81.11,81.8,2724100,76.23
"2010-10-01",81.61,81.81,80.36,81.03,3504700,75.51
"2010-10-04",80.86,81.69,79.32,80.03,2103600,74.58
"2010-10-05",81.25,82.57,80.65,82.42,2440900,76.81
"2010-10-06",82.4,83.29,82.23,83.29,2204600,77.62
"2010-10-07",83.69,83.89,82.83,83.63,2833900,77.93
"2010-10-08",83.9,85.23,83.25,84.86,2755500,79.08
"2010-10-11",85.23,85.75,84.6,85.06,1619100,79.27
"2010-10-12",84.48,84.48,82.76,83.46,3947200,77.77
"2010-10-13",85.17,87.32,85.17,86.82,4681600,80.91
"2010-10-14",86.4,86.53,84.97,86.13,3964700,80.26
"2010-10-15",86.76,86.97,85,85.21,2884800,79.41
"2010-10-18",85.58,85.6,84.88,85.43,1762300,79.61
"2010-10-19",84.51,85.03,83.16,84.31,2697300,78.57
"2010-10-20",84.45,86.07,84.45,85.79,2715900,79.95
"2010-10-21",84.29,85.41,81.84,85.26,7264600,79.45
"2010-10-22",85.07,86.38,84.81,86.31,3002600,80.43
"2010-10-25",87.09,88.06,86.81,87.19,3440500,81.25
"2010-10-26",86.68,87.92,86.32,87.36,2647100,81.41
"2010-10-27",86.36,86.6,84.38,85.43,3245500,79.61
"2010-10-28",86.11,86.7,84.93,86.05,2482000,80.19
"2010-10-29",85.75,88.04,85.54,87.68,2654600,81.71
"2010-11-01",88.66,89.57,88.35,88.9,3295600,82.84
"2010-11-02",89.84,90,89.11,89.95,2593200,83.82
"2010-11-03",90.04,91.13,89.81,91.03,3083300,84.83
"2010-11-04",92.49,92.71,90.82,91.72,5529000,85.47
"2010-11-05",91.18,92.5,90.56,91.22,2985000,85.01
"2010-11-08",90.91,92.22,90.68,91.98,2187600,85.71
"2010-11-09",92.28,92.29,90.33,90.35,3386200,84.2
"2010-11-10",90.39,91.4,89.89,91.4,2617800,85.17
"2010-11-11",90.82,91.74,90.46,90.94,2600200,84.75
"2010-11-12",90.28,91.34,89.6,90.29,2610300,84.14
"2010-11-15",91.34,92.38,91.01,91.29,2646900,85.07
"2010-11-16",90.54,91.01,89.31,89.76,3036700,83.65
"2010-11-17",89.71,90.03,89.29,89.91,2124500,83.79
"2010-11-18",90.81,92.42,90.81,91.69,3167000,85.44
"2010-11-19",91.87,92.08,91.21,91.82,3349000,85.57
"2010-11-22",91.6,91.81,89.48,90.32,3961500,84.17
"2010-11-23",89.39,89.45,88.32,89.01,3527300,82.95
"2010-11-24",89.55,90.97,89.53,90.75,2669100,84.57
"2010-11-26",89.64,90.79,89.64,90.1,981700,84.32
"2010-11-29",89.5,90.86,88.48,90.65,3000700,84.83
"2010-11-30",89.83,90.8,89.36,90.11,3043500,84.32
"2010-12-01",91.46,92.15,91.05,91.42,3251400,85.55
"2010-12-02",91.54,94.08,91.54,93.66,2559200,87.65
"2010-12-03",93.09,94.73,93.09,94.55,2186500,88.48
"2010-12-06",94.5,94.74,94,94.42,2240900,88.36
"2010-12-07",95.14,95.78,94.04,94.13,4070800,88.09
"2010-12-08",94.45,94.47,92.27,92.47,3068500,86.53
"2010-12-09",93.43,93.6,92.33,92.8,2409300,86.84
"2010-12-10",93.37,93.44,91.52,92.64,2643400,86.69
"2010-12-13",92.75,93.23,91.93,92.18,2443400,86.26
"2010-12-14",92.54,93.09,90.93,91.57,2744700,85.69
"2010-12-15",91.3,92.92,91.23,91.44,2854000,85.57
"2010-12-16",91.52,92.52,90.52,92.29,3408400,86.37
"2010-12-17",91.96,92.32,90.71,91.18,4862700,85.33
"2010-12-20",91.25,91.58,90.46,90.9,2147500,85.06
"2010-12-21",91.18,92.44,91.04,92.06,1943200,86.15
"2010-12-22",92.06,92.27,91.47,92.09,1277200,86.18
"2010-12-23",92.05,92.24,91.32,91.71,966500,85.82
"2010-12-27",91.46,92.34,91.28,92.01,888100,86.1
"2010-12-28",91.98,92.22,91.25,91.91,1041900,86.01
"2010-12-29",92.16,92.53,91.64,92.15,1125700,86.23
"2010-12-30",92.25,92.39,91.73,92.06,875500,86.15
"2010-12-31",92,92.93,91.94,92.66,1269400,86.71
"2011-01-03",93.82,94.55,93.33,93.69,2702300,87.68
"2011-01-04",94.01,94.19,91.98,93.08,2579300,87.1
"2011-01-05",92.61,93.33,92.35,92.96,2603500,86.99
"2011-01-06",92.73,93.46,92,92.55,2193900,86.61
"2011-01-07",92.93,95.37,92.93,95.18,4027700,89.07
"2011-01-10",95.82,98.02,95.31,97.36,4943000,91.11
"2011-01-11",98.16,98.34,97,97.47,2481700,91.21
"2011-01-12",98,98.56,97.61,98.08,2074600,91.78
"2011-01-13",97.98,99.49,97.75,99.02,2416100,92.66
"2011-01-14",98.95,99.27,98.18,98.66,2757000,92.33
"2011-01-18",98.9,99.23,97.65,98.16,3178800,91.86
"2011-01-19",98.28,98.49,96.81,97.3,3532500,91.05
"2011-01-20",95.18,95.3,93.12,95.05,6545100,88.95
"2011-01-21",95.49,96.15,94.3,94.51,5658100,88.44
"2011-01-24",94.27,94.58,93.88,94.2,3843700,88.15
"2011-01-25",94.13,95,92.45,93.02,6140400,87.05
"2011-01-26",93.92,94.78,93.22,94.12,4641300,88.08
"2011-01-27",94.65,95.59,94.64,95.34,3654900,89.22
"2011-01-28",95.46,95.59,93.34,93.54,3910200,87.53
"2011-01-31",93.66,95.12,93.52,94.63,3321400,88.55
"2011-02-01",95.38,96,94.85,95.43,2875800,89.3
"2011-02-02",95.03,95.54,93.98,94.17,2090000,88.12
"2011-02-03",94.13,94.69,93.55,93.6,3058300,87.59
"2011-02-04",93.57,94.53,93.19,94.25,1776400,88.2
"2011-02-07",94.5,95.28,94.12,94.61,2111200,88.54
"2011-02-08",94.66,95.23,94.35,95.12,2124500,89.01
"2011-02-09",94.77,96.29,94.61,95.85,2029300,89.7
"2011-02-10",95.5,98.06,95.37,97.51,3102000,91.25
"2011-02-11",97.27,99.5,97.01,99.02,2933200,92.66
"2011-02-14",99.14,99.25,97.95,98.53,2144300,92.2
"2011-02-15",98.06,98.45,97.75,97.99,1636100,91.7
"2011-02-16",98.46,98.46,97.11,97.66,2861100,91.39
"2011-02-17",97.54,97.96,96.33,97.82,3201200,91.54
"2011-02-18",97.65,97.72,96.64,97.14,2212300,90.9
"2011-02-22",96.12,96.61,93.95,94.32,2903500,88.26
"2011-02-23",94.14,94.45,91.51,92.54,3194900,86.6
"2011-02-24",91.92,94.31,91.76,93.71,2352200,88.06
"2011-02-25",94.3,94.61,93.6,94.03,2132600,88.36
"2011-02-28",94.28,95.54,93.89,95.41,2898700,89.65
"2011-03-01",95.91,95.91,92.41,92.67,4105500,87.08
"2011-03-02",92.59,94.45,92.55,94.29,5125600,88.6
"2011-03-03",95.09,95.95,94.79,95.54,2729600,89.78
"2011-03-04",95.26,95.79,94.43,95.36,2566900,89.61
"2011-03-07",95.86,96.54,93.74,94.56,2139400,88.85
"2011-03-08",94.86,96.62,94.46,96.33,1834500,90.52
"2011-03-09",96.03,96.29,94.9,95.1,2371000,89.36
"2011-03-10",94,94.66,92.79,94.06,2528900,88.38
"2011-03-11",93.98,95.25,93.26,94.77,1755700,89.05
"2011-03-14",94.17,94.83,93.18,94.04,1855700,88.37
"2011-03-15",91.74,93.6,90.66,93.02,3504000,87.41
"2011-03-16",92.63,93.59,91.06,91.47,3403400,85.95
"2011-03-17",92.9,94.89,92.59,93.8,3688700,88.14
"2011-03-18",95.15,96,94.14,95.02,4509400,89.29
"2011-03-21",95.8,96.94,95.35,96.57,1932700,90.74
"2011-03-22",96.2,96.86,94.35,94.63,3185200,88.92
"2011-03-23",94.5,94.81,93.85,93.92,3274000,88.25
"2011-03-24",94.53,95.4,94.07,95.37,2081000,89.62
"2011-03-25",95.65,98,95.32,97.59,3192000,91.7
"2011-03-28",97.77,98.38,97.4,97.62,2456100,91.73
"2011-03-29",97.42,98.81,97.12,98.81,1866300,92.85
"2011-03-30",99.27,99.43,97.86,97.87,2464800,91.96
"2011-03-31",97.4,99.4,97.37,98.33,2363300,92.4
"2011-04-01",98.99,99.24,97.78,98.27,2792400,92.34
"2011-04-04",98.39,98.79,97.67,98.61,1536400,92.66
"2011-04-05",98.3,98.78,97.64,97.8,1889000,91.9
"2011-04-06",98.43,98.43,96.79,97.39,1595500,91.51
"2011-04-07",97.15,97.6,96,96.49,2074700,90.67
"2011-04-08",96.64,96.87,94.58,95.66,2346100,89.89
"2011-04-11",95.87,96.25,94.38,95.35,2507700,89.6
"2011-04-12",94.98,97.1,94.81,96.54,3038900,90.71
"2011-04-13",97.02,97.32,96.29,96.9,2876500,91.05
"2011-04-14",96.02,97.79,95.64,97.39,3022800,91.51
"2011-04-15",97.55,98.9,96.9,98.27,2561500,92.34
"2011-04-18",96.96,97.3,95.64,96.76,2240600,90.92
"2011-04-19",96.76,97.74,96.48,97.32,2106200,91.45
"2011-04-20",98.87,99.18,92.8,96.07,6824500,90.27
"2011-04-21",96.54,96.63,95.5,96.06,3378200,90.26
"2011-04-25",95.97,97.17,95.74,97,2621200,91.15
"2011-04-26",97.6,100.04,97.51,99.98,3800000,93.95
"2011-04-27",100.43,102,99.81,101.8,4252300,95.66
"2011-04-28",101.93,103.16,101.87,102.9,4289200,96.69
"2011-04-29",103.13,103.81,102.2,103.47,3568900,97.23
"2011-05-02",103.83,104.14,103.12,103.62,2357700,97.37
"2011-05-03",103.47,104.08,102.71,103.84,3362400,97.57
"2011-05-04",103.58,103.77,100.32,100.56,5361000,94.49
"2011-05-05",100.15,102.28,99.42,101.71,3965600,95.57
"2011-05-06",103.09,103.54,101.98,102.34,2479400,96.16
"2011-05-09",102.19,102.98,101.57,102.47,1462000,96.29
"2011-05-10",102.82,104.77,102.78,104.49,2555500,98.18
"2011-05-11",104.25,104.38,101.99,102.46,2192800,96.28
"2011-05-12",102.24,103.2,100.99,102.43,2938200,96.25
"2011-05-13",102.48,102.99,99.98,100.46,3142300,94.4
"2011-05-16",100.22,102.06,99.98,101,3131800,94.91
"2011-05-17",100.52,101.2,98.96,99.79,3606900,93.77
"2011-05-18",100.13,102.4,99.13,102.03,2405600,95.87
"2011-05-19",102.44,104.34,102.44,102.79,2733500,96.59
"2011-05-20",102.76,103.13,101.36,101.99,2250100,95.84
"2011-05-23",100.5,101.8,99.66,101.59,3234300,95.46
"2011-05-24",101.71,102.44,101.29,101.58,2754600,95.45
"2011-05-25",102.58,102.88,100.67,102.58,2684100,96.39
"2011-05-26",101.67,103.53,101.19,103.24,2253300,97.46
"2011-05-27",103.35,104.16,103.21,103.53,1474000,97.74
"2011-05-31",104.26,105,103.46,104.97,2309800,99.09
"2011-06-01",104.93,105.18,100.82,100.86,3497100,95.21
"2011-06-02",101.35,102.98,101.01,102.22,2585800,96.5
"2011-06-03",100.52,101.95,99.9,101.14,2906100,95.48
"2011-06-06",100.9,101.72,100.1,100.13,1862400,94.53
"2011-06-07",100.53,101.42,100.32,100.67,2290800,95.04
"2011-06-08",100.32,101.06,99.69,99.74,2681200,94.16
"2011-06-09",99.81,101.72,99.81,101.29,2069900,95.62
"2011-06-10",100.8,101.18,99.42,99.6,2523900,94.03
"2011-06-13",100.64,101.48,99.49,100.64,2585400,95.01
"2011-06-14",101.82,102.09,101.39,101.68,2667000,95.99
"2011-06-15",100.66,101.45,99.29,99.43,2401200,93.86
"2011-06-16",99.3,100.32,98.33,98.79,3370700,93.26
"2011-06-17",99.79,100.5,99.15,100.01,3557100,94.41
"2011-06-20",99.86,102.18,99.59,101.8,2435800,96.1
"2011-06-21",102.44,103.69,102.26,102.84,2592200,97.08
"2011-06-22",102.49,103.42,101.73,101.87,2041700,96.17
"2011-06-23",100.55,101.69,99.8,101.63,2956700,95.94
"2011-06-24",101.61,101.74,99.8,100.04,2773400,94.44
"2011-06-27",100.33,100.78,99.4,100.01,2409900,94.41
"2011-06-28",100.28,101.94,99.93,101.73,2102900,96.04
"2011-06-29",102.43,104.22,101.92,103,2628400,97.24
"2011-06-30",103.39,105.6,102.96,104.4,2379600,98.56
"2011-07-01",104.6,107.04,104.21,106.76,2695300,100.78
"2011-07-05",106.61,106.64,105.18,105.72,1993800,99.8
"2011-07-06",105.78,107.61,105.57,106.59,2416400,100.62
"2011-07-07",107.72,107.89,105.67,106.25,2996300,100.3
"2011-07-08",105.24,105.86,103.46,104.3,3396500,98.46
"2011-07-11",103.27,103.46,101.41,102.28,3098000,96.56
"2011-07-12",102.32,102.39,101.13,101.29,2089100,95.62
"2011-07-13",101.88,103.57,101.39,102.15,2112000,96.43
"2011-07-14",102.48,102.61,99.69,100.71,3581800,95.07
"2011-07-15",101.06,101.25,99.07,100.74,2365100,95.1
"2011-07-18",100.5,100.71,99.08,100.5,2408300,94.88
"2011-07-19",101.02,101.99,99.85,100.55,3084300,94.92
"2011-07-20",101.42,101.68,98.84,99.83,4245400,94.24
"2011-07-21",101.99,104.99,101.61,104.4,5445900,98.56
"2011-07-22",104.28,104.76,103.28,103.8,2385100,97.99
"2011-07-25",102.68,106,102.6,104.86,2942400,98.99
"2011-07-26",104.67,104.82,103.05,103.72,2466200,97.91
"2011-07-27",102.98,104.05,101.95,102.2,3402400,96.48
"2011-07-28",102.2,104.29,101.72,103.17,2696200,97.4
"2011-07-29",101.89,103.3,100.59,102.48,3010300,96.74
"2011-08-01",103.47,103.62,99.7,101.31,3915700,95.64
"2011-08-02",100.44,101.38,97.45,97.59,5269800,92.13
"2011-08-03",97.9,98.42,96.17,98.28,4778000,92.78
"2011-08-04",96.99,97.46,92.68,92.78,5680100,87.59
"2011-08-05",94,94.32,89.77,92.47,6383800,87.29
"2011-08-08",89.32,90.87,87.25,87.45,7116700,82.56
"2011-08-09",89.21,92.04,85.75,91.89,6390500,86.75
"2011-08-10",90.68,92.07,88.46,88.73,5258300,83.76
"2011-08-11",89.17,93.36,88.51,91.98,4678200,86.83
"2011-08-12",92.36,94.1,91.8,92.72,2865300,87.53
"2011-08-15",93.61,94.87,92.74,93.85,3176100,88.6
"2011-08-16",92.82,93.64,91.07,91.53,3312000,86.41
"2011-08-17",92.05,93.3,90.68,91.93,2049900,86.78
"2011-08-18",87.95,89.25,84.33,86.05,7324100,81.23
"2011-08-19",84.86,87.3,84.5,85.69,5767400,80.89
"2011-08-22",87.33,88,85.7,85.98,4293600,81.17
"2011-08-23",86.32,88.47,84.82,88.43,4697600,83.48
"2011-08-24",87.94,89.16,86.79,89.06,3060900,84.08
"2011-08-25",89.37,89.9,87.51,88.46,3276900,83.51
"2011-08-26",88.38,89.95,85.45,89.55,2924200,84.54
"2011-08-29",90.22,90.88,89.51,90.84,2585000,86.21
"2011-08-30",90.61,93.47,90.25,92.75,3714400,88.03
"2011-08-31",93.46,94.46,91.4,92.17,2628500,87.48
"2011-09-01",92,93.71,90.95,91.39,3094900,86.74
"2011-09-02",89.91,89.92,87.92,88.27,2452000,83.77
"2011-09-06",85.47,88.71,85,88.52,3543300,84.01
"2011-09-07",89.83,90,88.87,89.72,3019400,85.15
"2011-09-08",89.09,89.72,88.1,88.19,2722200,83.7
"2011-09-09",86.97,87.58,84.54,85.09,4451000,80.76
"2011-09-12",83.94,84.96,82.15,84.29,4795000,80
"2011-09-13",84.72,87.75,84.44,87.47,3986800,83.01
"2011-09-14",87.78,90.03,85.27,88.76,3189400,84.24
"2011-09-15",90.39,91.34,89.52,91.24,3363600,86.59
"2011-09-16",91.77,92.26,90.85,91.64,2934700,86.97
"2011-09-19",90.38,90.38,88.09,89.63,2798100,85.06
"2011-09-20",90,90.56,88.31,88.38,1889100,83.88
"2011-09-21",88.08,88.08,83.01,83.07,6150100,78.84
"2011-09-22",80.89,83.38,79.58,82.44,5411700,78.24
"2011-09-23",82.25,83.71,81.81,83.11,4610500,78.88
"2011-09-26",83.88,84.01,81.96,83.72,3609400,79.46
"2011-09-27",85.38,87.31,84.31,85.66,2801600,81.3
"2011-09-28",85.69,86.31,83,83.27,2578800,79.03
"2011-09-29",84.72,85.5,83.54,85.22,2648300,80.88
"2011-09-30",83.6,84.28,81.66,81.67,3783500,77.51
"2011-10-03",81.52,83.04,79.8,79.83,3824100,75.76
"2011-10-04",78.88,83.77,77.73,83.49,4800000,79.24
"2011-10-05",83.7,86.84,82.62,86.43,4800700,82.03
"2011-10-06",86.24,90.32,85.79,89.53,5075400,84.97
"2011-10-07",89.94,90.05,87.87,88.8,3190500,84.28
"2011-10-10",90.08,92,89.81,92,2443800,87.31
"2011-10-11",91.42,93.5,91.04,92.31,2735400,87.61
"2011-10-12",92.65,94.42,91.72,91.79,3540600,87.11
"2011-10-13",91.18,91.2,89.35,90.11,3428800,85.52
"2011-10-14",91.23,92,90.49,91.97,1803200,87.29
"2011-10-17",91.57,91.57,89,89.31,2086900,84.76
"2011-10-18",89.06,93.31,88.83,92.4,2439600,87.69
"2011-10-19",92.8,92.82,90.56,90.96,2570700,86.33
"2011-10-20",93.18,95.98,93,94.59,5421500,89.77
"2011-10-21",95.43,97,94.98,96.96,5155900,92.02
"2011-10-24",96.91,98.13,96.68,97.41,3214200,92.45
"2011-10-25",96.53,96.82,94.24,95.68,4002600,90.81
"2011-10-26",96.2,98.5,95.78,97.91,4185800,92.92
"2011-10-27",100.07,103.8,99.87,102.63,5176200,97.4
"2011-10-28",102.05,102.96,101.52,102.02,3115600,96.82
"2011-10-31",101.18,101.45,99.51,99.57,2496900,94.5
"2011-11-01",96.17,99.05,95.04,96.83,3962200,91.9
"2011-11-02",98.36,99.54,97.46,98.99,2387200,93.95
"2011-11-03",100.59,101.82,99.01,101.49,2972200,96.32
"2011-11-04",100.02,101.43,98.35,101.24,2474500,96.08
"2011-11-07",100.8,103.09,99.61,101.68,2405900,96.5
"2011-11-08",102.42,102.54,99.56,102.33,2510900,97.12
"2011-11-09",99.84,100.17,97.74,98.36,3028500,93.35
"2011-11-10",99.19,100.84,98.73,100.38,2094200,95.27
"2011-11-11",101.66,103.17,101.6,102.88,1980300,97.64
"2011-11-14",102.19,103.21,101.82,102.97,2473500,97.73
"2011-11-15",102.47,104.03,101.19,103.38,2249800,98.11
"2011-11-16",102.39,104.16,101.54,102.01,2409400,96.81
"2011-11-17",101.54,102.14,99.64,100.92,2854800,95.78
"2011-11-18",101.17,102.65,100.57,102.04,2475100,96.84
"2011-11-21",100.69,101.07,97.5,98.41,3806500,93.4
"2011-11-22",98.56,99.24,97.87,98.25,2413200,93.25
"2011-11-23",97.12,97.46,95.53,96,2417300,91.11
"2011-11-25",95.85,96.91,95.15,95.16,1271600,90.31
"2011-11-28",97.79,98.97,97.46,98.53,2286800,94.1
"2011-11-29",98.59,100.7,98.39,99.23,2223300,94.77
"2011-11-30",102.43,103.56,101.69,103.41,3100000,98.77
"2011-12-01",102.76,103.65,101.94,102.93,2975700,98.31
"2011-12-02",104,104.78,102.39,102.69,2754000,98.08
"2011-12-05",104.49,105.99,103.69,104.59,2441600,99.89
"2011-12-06",105.08,105.16,101.39,102.84,3376400,98.22
"2011-12-07",102.54,103.1,100.98,102.52,2288100,97.92
"2011-12-08",102.22,102.22,100.01,100.37,3148800,95.86
"2011-12-09",100.55,102.1,99.91,101.75,2576300,97.18
"2011-12-12",100.78,101.54,99.79,100.6,1782300,96.08
"2011-12-13",101.83,103,99.56,100.19,3034900,95.69
"2011-12-14",98.94,99.84,98.29,98.62,3991500,94.19
"2011-12-15",100,100.41,97.82,98.79,3172800,94.35
"2011-12-16",99.79,101.05,99.23,99.88,4932400,95.39
"2011-12-19",100.14,100.91,98.28,98.49,2794500,94.07
"2011-12-20",100.35,101.66,100.04,101.2,2762400,96.65
"2011-12-21",101.46,103.13,99.93,103.02,3598400,98.39
"2011-12-22",103.08,105.03,102.85,104.22,2790900,99.54
"2011-12-23",104.58,106.02,104.5,105.53,1554400,100.79
"2011-12-27",105.71,106.27,105.2,105.69,969500,100.94
"2011-12-28",105.69,105.99,104.12,104.47,1224000,99.78
"2011-12-29",105,105.55,104.45,105.35,1207100,100.62
"2011-12-30",105.76,106.6,105.41,105.94,1693000,101.18
"2012-01-03",108.08,109.1,107.88,108,2651400,103.15
"2012-01-04",107.33,109.19,107.28,108.78,1972200,103.89
"2012-01-05",107.93,108.73,107.88,107.99,2981000,103.14
"2012-01-06",108.39,108.6,107.05,107.53,1844900,102.7
"2012-01-09",108.17,109.62,107.34,109.49,2335100,104.57
"2012-01-10",110.64,112.52,110.52,111.36,3299800,106.36
"2012-01-11",111.08,112.39,110.87,111.98,2027200,106.95
"2012-01-12",112.25,112.49,110.57,111.05,2547600,106.06
"2012-01-13",110.22,110.22,108.06,109.73,2545300,104.8
"2012-01-17",111.18,111.18,108.87,109.5,2934100,104.58
"2012-01-18",109.66,111.32,109.25,109.82,3878800,104.89
"2012-01-19",113.01,114.82,112.1,112.18,4909700,107.14
"2012-01-20",112.7,113.56,111.79,112.84,3256300,107.77
"2012-01-23",113.33,113.44,110.75,111.22,2633800,106.22
"2012-01-24",109.12,111.84,108.9,111.21,4148300,106.22
"2012-01-25",110.65,113.89,110.07,113.63,3350500,108.53
"2012-01-26",113.67,115.81,113.5,113.68,2861400,108.57
"2012-01-27",113.57,115.23,113.21,114.9,2902600,109.74
"2012-01-30",113.65,114.99,113.36,114.64,3292300,109.49
"2012-01-31",115.68,115.68,113.62,114.31,2874500,109.18
"2012-02-01",115.53,117.4,114.7,114.84,4581000,109.68
"2012-02-02",114.59,115.67,114.16,114.73,2512400,109.58
"2012-02-03",116,116.71,115.58,116.11,2402300,110.9
"2012-02-06",115.91,116.11,114.37,115.05,2194300,109.88
"2012-02-07",114.51,115.06,112.28,114.68,3100300,109.53
"2012-02-08",115.11,115.72,113.81,114.35,3041700,109.21
"2012-02-09",114.66,114.74,112.33,112.8,4384800,107.73
"2012-02-10",112,112,110.53,111.63,2884300,106.62
"2012-02-13",112.62,113.32,111.51,113.18,2640500,108.1
"2012-02-14",112.77,113.72,111.88,113.17,2250900,108.09
"2012-02-15",113.77,114.1,108.86,109.41,4311000,104.5
"2012-02-16",109.3,110,108.32,108.88,4921900,103.99
"2012-02-17",109.65,111.35,109.14,110.99,3940700,106.01
"2012-02-21",111.15,112.18,110.43,111.78,3101500,106.76
"2012-02-22",111.1,112.66,111.03,112.08,2380300,107.05
"2012-02-23",112.12,112.12,110.12,111.95,2653900,106.92
"2012-02-24",111.78,113.7,111.44,112.62,1989400,107.56
"2012-02-27",111.51,113.95,111.2,112.74,1881800,108.25
"2012-02-28",112.87,113.09,111.2,112.22,1501800,107.75
"2012-02-29",112.33,112.8,110.13,110.25,2943800,105.86
"2012-03-01",110.39,112,109.95,111.53,3283500,107.09
"2012-03-02",110.93,112.12,110.42,110.89,2791800,106.48
"2012-03-05",110.6,111.36,109.11,109.55,2678600,105.19
"2012-03-06",106.94,107.22,104.77,106.8,4753200,102.55
"2012-03-07",106.93,108.66,106.65,107.84,2467100,103.55
"2012-03-08",108.67,109.59,107.25,109.27,2879800,104.92
"2012-03-09",109.35,109.78,107.34,107.64,3165100,103.36
"2012-03-12",107.89,108.75,107.31,108.15,2929700,103.85
"2012-03-13",108.64,110.54,107.7,110.39,3904200,106
"2012-03-14",110.49,110.49,107.3,107.71,3846000,103.42
"2012-03-15",108.53,114.32,108.43,113.08,7127000,108.58
"2012-03-16",113.36,114.87,112.76,113.15,3778500,108.65
"2012-03-19",112.48,113.69,112.21,113.01,1613800,108.51
"2012-03-20",112.38,112.48,110.7,111.84,2086900,107.39
"2012-03-21",111.86,112.71,111.19,112.31,1396000,107.84
"2012-03-22",111.22,111.36,109.44,110.04,2829400,105.66
