"","CLF.Open","CLF.High","CLF.Low","CLF.Close","CLF.Volume","CLF.Adjusted"
"2010-06-30",48.68,49.8,47,47.16,6960600,43.08
"2010-07-01",46.91,48.51,44.91,46.85,8917400,42.8
"2010-07-02",47.73,47.99,46.31,46.89,5718500,42.83
"2010-07-06",48.7,49.53,44.46,44.49,10904300,40.64
"2010-07-07",44.49,48.43,44.2,48.43,9116300,44.24
"2010-07-08",49.5,49.5,47.63,49.42,7424800,45.14
"2010-07-09",49.08,51.3,49.01,51.07,5751600,46.65
"2010-07-12",50.62,50.62,47.37,47.95,7400500,43.8
"2010-07-13",49.8,49.98,47.84,48.9,6722400,44.67
"2010-07-14",48.3,49.23,47.56,48.64,5514000,44.43
"2010-07-15",48.39,49.15,47.53,48.46,4575000,44.27
"2010-07-16",47.91,48.13,46.35,46.55,5171300,42.52
"2010-07-19",47.15,47.43,45.18,46.52,5124700,42.5
"2010-07-20",45.51,50.5,45.51,50.33,8557600,45.98
"2010-07-21",52.01,53.51,50.61,51.28,9230600,46.84
"2010-07-22",52.75,54.85,51.99,54.52,7918000,49.8
"2010-07-23",54.79,56.37,53.74,55.9,6327400,51.06
"2010-07-26",56.05,57.53,55,57.14,5538100,52.2
"2010-07-27",57.47,57.75,54.05,55.3,6922100,50.52
"2010-07-28",54.37,56.3,53.92,54.14,5078600,49.46
"2010-07-29",55.27,57.17,54.74,56.19,6870100,51.33
"2010-07-30",54.6,57.08,54.51,56.57,4542000,51.68
"2010-08-02",58.32,60.82,58.25,60.6,6482900,55.36
"2010-08-03",59.83,60.94,59.05,59.69,4771500,54.53
"2010-08-04",60.03,62.48,59.46,62.44,5853100,57.04
"2010-08-05",61.78,62.22,61.05,61.63,3443500,56.3
"2010-08-06",60.03,62.47,59.36,60.03,6174200,54.84
"2010-08-09",61.01,63.06,60.3,62.46,5366600,57.06
"2010-08-10",60.97,61.44,59.9,61.23,5342500,55.93
"2010-08-11",58.78,59.24,57.67,58.02,5176600,53.12
"2010-08-12",56.3,59.63,56.23,58.69,4634200,53.74
"2010-08-13",59.09,59.51,57.95,58.49,3812600,53.55
"2010-08-16",58.79,61,58.3,60.47,4978500,55.37
"2010-08-17",62.28,64.49,62.08,62.87,6382100,57.56
"2010-08-18",63.15,64.35,62.01,63.61,4753000,58.24
"2010-08-19",63.37,65,60.99,61.5,5770200,56.31
"2010-08-20",61.14,61.51,59.94,61.28,4117900,56.11
"2010-08-23",62.13,62.14,59.72,59.81,3283100,54.76
"2010-08-24",57.97,58.99,57.55,57.81,4844900,52.93
"2010-08-25",56.94,58.39,55.72,58,5241200,53.1
"2010-08-26",59.01,59.57,57.09,57.42,3715500,52.57
"2010-08-27",58.37,60.33,57,60.22,4194400,55.14
"2010-08-30",60.11,61.65,59,59.03,4443400,54.05
"2010-08-31",58.67,61.69,58.15,61.19,5554000,56.02
"2010-09-01",63.89,65.3,63.8,64.95,5611300,59.47
"2010-09-02",65.01,65.86,63.87,65.86,3871500,60.3
"2010-09-03",67.32,68.24,66.57,67.08,4233900,61.42
"2010-09-07",66.33,67.49,65.22,66.78,3983900,61.14
"2010-09-08",67.3,68.72,67.04,67.31,4613300,61.63
"2010-09-09",68.68,68.83,65.14,65.5,4321000,59.97
"2010-09-10",65.5,66.31,64.55,65.53,2366700,60
"2010-09-13",67.17,68,66.9,67.55,2814600,61.85
"2010-09-14",65.14,65.14,63.08,63.18,9322500,57.85
"2010-09-15",62.58,64.17,62.18,63.28,4548100,57.94
"2010-09-16",63.12,64.48,63.02,63.48,3055500,58.12
"2010-09-17",64.01,64.15,60.37,60.96,6426800,55.81
"2010-09-20",61.11,62,59.86,61.81,6411300,56.59
"2010-09-21",62.27,62.39,60.21,60.63,6449300,55.51
"2010-09-22",61.16,63.2,61.01,62.25,6769400,56.99
"2010-09-23",61.14,62.5,60.58,61.11,3562400,55.95
"2010-09-24",62.24,62.85,61.77,62.58,3892600,57.3
"2010-09-27",62.66,63.56,61.93,62.42,3311700,57.15
"2010-09-28",63,63.05,61.35,62.77,3267500,57.47
"2010-09-29",62.67,64.72,62.32,64.11,3959100,58.7
"2010-09-30",65.12,65.48,62.86,63.92,4004800,58.52
"2010-10-01",65.28,66.97,64.65,66.58,5801900,60.96
"2010-10-04",66.12,66.12,63.47,64.12,4359400,58.71
"2010-10-05",65.44,66.97,64.7,66.11,4528300,60.53
"2010-10-06",66.27,67.84,66.1,66.89,3556200,61.24
"2010-10-07",67.86,67.94,65.03,66.35,2924300,60.75
"2010-10-08",66.68,69.98,66.5,69.18,6128900,63.34
"2010-10-11",69.78,70.95,68.73,69.04,3411300,63.21
"2010-10-12",68.74,68.86,66.97,68.31,4446800,62.54
"2010-10-13",69.47,70.07,68.61,68.75,3951600,62.95
"2010-10-14",68.99,69.47,67.39,68.2,3116800,62.44
"2010-10-15",68.76,68.84,66.67,67.54,3447900,61.84
"2010-10-18",67,67.04,65.78,66.17,3935200,60.58
"2010-10-19",64.24,64.9,61.93,62.7,6525400,57.41
"2010-10-20",63.1,65.47,63,64.97,4397100,59.49
"2010-10-21",65.57,65.94,62.79,63.78,4551700,58.4
"2010-10-22",64.4,64.73,63,64.6,3096900,59.15
"2010-10-25",65.86,66.78,64.94,65.36,3273100,59.84
"2010-10-26",64.25,65.05,63.52,64.48,4180500,59.04
"2010-10-27",63.39,63.79,62.09,63.71,4156700,58.33
"2010-10-28",64.66,65,62.75,63.37,3673200,58.02
"2010-10-29",62.09,65.3,62.01,65.2,5257200,59.7
"2010-11-01",65.71,67.47,65.3,66.36,3701500,60.76
"2010-11-02",67.33,67.39,66.32,67.31,2239400,61.63
"2010-11-03",67.4,67.75,65.6,66.87,3340100,61.22
"2010-11-04",68.75,70.5,68.53,70,4989500,64.09
"2010-11-05",69.66,71.66,69.66,71.1,3785000,65.1
"2010-11-08",70.2,71.26,70.05,70.89,2834400,64.91
"2010-11-09",71.39,71.88,68.11,68.83,3664900,63.02
"2010-11-10",69.65,70.36,67.37,70.06,3735800,64.15
"2010-11-11",68.88,70.47,68.78,70.05,2789500,64.14
"2010-11-12",68.5,69.38,67,67.52,4264700,61.82
"2010-11-15",68.39,68.65,67.16,67.52,2653900,61.82
"2010-11-16",66,66.38,64.76,66.03,4741100,60.46
"2010-11-17",65.99,66.92,65.13,66.41,3097000,60.93
"2010-11-18",68,68.3,67.42,67.8,2733500,62.21
"2010-11-19",67.32,70,66.86,69.92,3838800,64.15
"2010-11-22",69.58,70.5,68.71,70.45,2798300,64.64
"2010-11-23",69.07,69.2,67.21,67.89,2591700,62.29
"2010-11-24",68.63,69.88,68.13,69.66,2577600,63.91
"2010-11-26",69,69.4,68.3,69.01,1120600,63.32
"2010-11-29",68.28,69.25,67.14,68.98,2594300,63.29
"2010-11-30",68.06,70,67.75,68.34,3373200,62.7
"2010-12-01",69.96,70.54,69.34,70.46,3406100,64.65
"2010-12-02",70.77,72.22,70.68,72.21,4866000,66.25
"2010-12-03",71.77,73.64,71.73,73.58,4270100,67.51
"2010-12-06",73.67,74.09,73.01,73.63,2873400,67.56
"2010-12-07",74.96,74.98,72.43,72.6,3053000,66.61
"2010-12-08",72.63,73.19,70.68,71.18,2549800,65.31
"2010-12-09",71.91,72.79,71.36,71.98,2129000,66.04
"2010-12-10",72.25,74.47,71.49,74.33,3217200,68.2
"2010-12-13",75.5,77.57,75.17,75.61,4691500,69.37
"2010-12-14",75.54,77.2,74.7,75.63,2995400,69.39
"2010-12-15",75.18,76.85,74.59,74.67,2421500,68.51
"2010-12-16",74.74,75.72,73.65,75.69,2497300,69.45
"2010-12-17",75.7,76.73,75.4,76.1,3032800,69.82
"2010-12-20",77.87,79.69,77.43,78.47,3456900,72
"2010-12-21",79.42,80.29,78.72,79.98,2293600,73.38
"2010-12-22",80,80.4,78.5,78.63,1705200,72.15
"2010-12-23",78.6,79.2,77.65,78,1331300,71.57
"2010-12-27",77.66,78.21,76.57,78.15,1313300,71.7
"2010-12-28",78.7,79.35,77.64,78.09,1525900,71.65
"2010-12-29",78.34,78.75,77.66,77.69,1354100,71.28
"2010-12-30",77.7,78.85,77.63,78.38,1768900,71.92
"2010-12-31",78.23,78.74,77.84,78.01,1353500,71.58
"2011-01-03",79.55,82.8,79.15,81.85,4181800,75.1
"2011-01-04",82.46,85.34,81.62,85.23,7369800,78.2
"2011-01-05",84.59,85.86,83.22,84.93,4016600,77.93
"2011-01-06",85.2,85.8,82.93,83.32,2945200,76.45
"2011-01-07",83.59,83.72,80.08,81.33,3686700,74.62
"2011-01-10",81.27,82.69,80.51,82.5,2399400,75.7
"2011-01-11",83.08,85.86,82.92,84.96,3704500,77.95
"2011-01-12",88.1,89.92,86.65,88.43,8347700,81.14
"2011-01-13",88.52,88.9,86.7,87.4,3332700,80.19
"2011-01-14",87.1,88.86,86.26,88.84,4318100,81.51
"2011-01-18",89.03,91.11,88.92,91.05,3449000,83.54
"2011-01-19",90.96,91.42,87.26,87.37,3809900,80.16
"2011-01-20",85.58,86.25,82.83,84.25,5202400,77.3
"2011-01-21",86.02,86.22,81.39,81.66,4214100,74.93
"2011-01-24",81.89,84.59,81.11,82.96,3198300,76.12
"2011-01-25",82.24,83.43,79.66,81.74,4456800,75
"2011-01-26",82.92,87.81,82.3,87.71,5146800,80.48
"2011-01-27",87.6,87.78,84.44,85.24,3365900,78.21
"2011-01-28",85.19,86.13,82.35,83.09,2877900,76.24
"2011-01-31",84.44,85.6,83.27,85.46,2698400,78.41
"2011-02-01",86.52,89.71,86.31,89.64,3451300,82.25
"2011-02-02",90.67,91.69,89.31,90.45,2978000,82.99
"2011-02-03",90.56,90.85,87.5,90.4,2963400,82.94
"2011-02-04",90.08,90.31,88.14,90.27,3339600,82.83
"2011-02-07",90.59,92.25,89.75,90.78,2259600,83.29
"2011-02-08",90.88,91.18,88.86,90.12,2160700,82.69
"2011-02-09",89.22,89.97,85.81,86.75,3785600,79.6
"2011-02-10",85.88,89.5,85.8,88.48,2499600,81.18
"2011-02-11",87.93,88.86,86.85,87.51,2396000,80.42
"2011-02-14",88.21,92.74,88.01,92.67,4144100,85.16
"2011-02-15",92.69,93.8,90.91,92.34,2837100,84.86
"2011-02-16",93.34,93.95,91.78,92.88,3842800,85.35
"2011-02-17",101.62,101.62,98.03,99.52,9737900,91.46
"2011-02-18",99.69,99.69,95.1,96.54,4636300,88.72
"2011-02-22",95.67,97.33,92.35,92.73,5444800,85.22
"2011-02-23",93.22,94.96,89.69,92,5253300,84.55
"2011-02-24",92.68,94.93,90.52,93.32,4613400,85.76
"2011-02-25",95.07,96.01,94.02,95.23,3504400,87.51
"2011-02-28",96.7,97.9,94.6,97.07,3926900,89.21
"2011-03-01",97.49,97.95,94.42,94.56,4379600,86.9
"2011-03-02",94.84,97.39,94.24,96.88,3434700,89.03
"2011-03-03",98.37,100.9,97.56,100.46,4174400,92.32
"2011-03-04",100.87,101.6,97.91,99.12,2780900,91.09
"2011-03-07",99.64,99.68,93.8,95.77,4538200,88.01
"2011-03-08",95.99,97.18,93.55,96.7,3047200,88.87
"2011-03-09",96.31,96.69,91.17,91.56,6338100,84.14
"2011-03-10",89.37,90.37,84.72,85.12,7927200,78.22
"2011-03-11",84.38,88.15,84.12,87.69,5363000,80.59
"2011-03-14",87.73,88.83,85.75,88.62,3550900,81.44
"2011-03-15",84.99,86.5,83.16,85.82,7934400,78.87
"2011-03-16",86.68,87.44,82.33,83.73,5992100,76.95
"2011-03-17",86.62,89.08,85.63,88.6,6385700,81.42
"2011-03-18",90.4,90.94,87.65,87.95,5569400,80.82
"2011-03-21",89.9,91.76,88.75,91.74,3994500,84.31
"2011-03-22",92.2,92.34,90.36,92,3629200,84.55
"2011-03-23",91.91,94.9,90.89,94.12,3501700,86.49
"2011-03-24",95.05,95.75,92.7,94.88,3731900,87.19
"2011-03-25",95.13,95.87,94.01,94.41,3283600,86.76
"2011-03-28",94.5,96.71,93.93,94.64,2684800,86.97
"2011-03-29",94.4,97.42,93.69,97.16,2958800,89.29
"2011-03-30",98.52,98.95,96.51,98.18,2874500,90.23
"2011-03-31",98.05,98.71,97.1,98.28,2874400,90.32
"2011-04-01",99.13,99.89,97.61,98.02,2904000,90.08
"2011-04-04",99.75,100.43,98.5,100,2569900,91.9
"2011-04-05",99.23,101.99,98.71,101.04,2984500,92.85
"2011-04-06",102.13,102.48,98.94,99.96,2797900,91.86
"2011-04-07",99.95,100.88,97.56,98.36,3875400,90.39
"2011-04-08",99.64,100.97,97.86,98.7,3272500,90.7
"2011-04-11",100,100.65,96.18,97,3541100,89.14
"2011-04-12",95.48,95.49,92.34,93.36,4773500,85.8
"2011-04-13",95.82,96.5,94,95.27,3556800,87.55
"2011-04-14",94.8,95.64,94.16,95.43,3059900,87.7
"2011-04-15",95.54,95.61,94.23,94.35,2978500,86.71
"2011-04-18",92.3,92.52,90.1,92.37,4243700,84.89
"2011-04-19",92.78,94.92,92.68,94.9,2341500,87.21
"2011-04-20",96.88,97.2,95.3,95.91,2232400,88.14
"2011-04-21",96.56,97.32,95.89,97.22,1456400,89.34
"2011-04-25",97.55,98.5,96.91,98.19,2022300,90.23
"2011-04-26",98.84,98.84,96.92,97.98,2607000,90.04
"2011-04-27",98.51,98.52,94.43,96.55,3627800,88.85
"2011-04-28",97.05,98.78,95.53,96.59,3364000,88.89
"2011-04-29",96.83,97.03,93.05,93.72,5320200,86.25
"2011-05-02",94.52,95.1,91.09,91.28,5016500,84
"2011-05-03",91.16,92.74,90,91.26,3694600,83.99
"2011-05-04",90.74,90.75,86.13,87.55,6228000,80.57
"2011-05-05",86.08,90.3,86.08,88.01,4445700,81
"2011-05-06",89.73,90.74,88.1,88.93,4066300,81.84
"2011-05-09",89.76,92.5,89.24,92.08,3345400,84.74
"2011-05-10",91.92,92.19,89.06,89.55,3439300,82.41
"2011-05-11",88.96,88.97,85.53,85.77,4301600,78.93
"2011-05-12",85.6,88.28,84.9,87.19,4243200,80.24
"2011-05-13",87.24,87.96,84.03,84.37,4227300,77.65
"2011-05-16",84.44,89.03,84.39,85.95,4836000,79.1
"2011-05-17",86.01,86.99,84.55,86.5,3795000,79.61
"2011-05-18",86.75,89.66,86.25,89.13,3367800,82.03
"2011-05-19",89.84,89.99,87.13,88.25,2652800,81.22
"2011-05-20",88.05,88.24,85.83,86.01,2817800,79.15
"2011-05-23",84.21,84.9,83,84.42,3772000,77.69
"2011-05-24",85.82,87.33,85.31,86.03,3106400,79.17
"2011-05-25",87.38,87.97,85.52,87.38,2483900,80.42
"2011-05-26",87.41,88.88,87,88.48,2487600,81.43
"2011-05-27",89.23,90.22,89.11,89.67,2249000,82.52
"2011-05-31",91.08,91.26,88.79,90.7,2769100,83.47
"2011-06-01",89.82,90.6,87.6,87.91,3996800,80.9
"2011-06-02",87.95,89.3,85.88,88.31,3413400,81.27
"2011-06-03",86.82,88.44,86.53,87.29,2904100,80.33
"2011-06-06",87.57,88.81,86.68,86.85,2653200,79.93
"2011-06-07",85.49,87.57,84.52,85.63,5690500,78.8
"2011-06-08",86.06,87.5,85.57,85.75,13797900,78.92
"2011-06-09",86.02,86.05,84.33,85.19,5246800,78.4
"2011-06-10",85.39,86.38,84.16,84.82,4428300,78.06
"2011-06-13",83.49,86.14,82.5,83.49,4108900,76.84
"2011-06-14",84.7,86.92,84.3,86.16,3464900,79.29
"2011-06-15",84.97,85.72,83.28,83.66,4163400,76.99
"2011-06-16",83.89,83.9,80.37,81.95,4789600,75.42
"2011-06-17",83.05,83.07,80.43,81.51,3558900,75.01
"2011-06-20",81.21,82.38,80.82,82.2,2950900,75.65
"2011-06-21",82.93,85.13,82.66,84.68,3195500,77.93
"2011-06-22",84.51,86,84.09,84.22,2486400,77.51
"2011-06-23",82.71,86.66,81.83,86.53,5111600,79.63
"2011-06-24",87.19,87.33,85.44,86.62,4197200,79.72
"2011-06-27",85.26,87.97,84.54,87.38,3606800,80.42
"2011-06-28",87.85,89.75,87.38,89.2,3156400,82.09
"2011-06-29",89.83,91.03,89.17,90.39,2884600,83.19
"2011-06-30",90.84,93.1,90.71,92.45,3336800,85.08
"2011-07-01",92.65,93.95,91.44,93.7,2683000,86.23
"2011-07-05",94.13,95.27,93.37,94.84,2807700,87.28
"2011-07-06",94.4,94.99,93.09,94.56,2592000,87.02
"2011-07-07",96.23,97.47,96.11,96.52,3254400,88.83
"2011-07-08",94.31,97.5,93.8,97.42,3021100,89.66
"2011-07-11",95.24,96.75,94.18,95.04,2825000,87.46
"2011-07-12",94.65,95.68,94.2,94.76,2105300,87.21
"2011-07-13",95.73,98.95,95.61,96.95,3408400,89.22
"2011-07-14",97.44,98.3,95.72,96.14,2593100,88.48
"2011-07-15",96.89,98,96.21,98,2519000,90.19
"2011-07-18",97.87,98.63,97.06,97.77,3418800,89.98
"2011-07-19",98.85,101.72,98.85,101.43,3082900,93.35
"2011-07-20",102,102,98.46,99.25,2760800,91.34
"2011-07-21",100.6,100.97,98.7,100.39,1933300,92.39
"2011-07-22",100.54,100.84,99.68,99.86,2333400,91.9
"2011-07-25",98.46,99.6,98.05,98.29,2378300,90.46
"2011-07-26",98.55,98.61,94.91,95.64,4147500,88.02
"2011-07-27",95.51,96.47,93.25,93.59,2751700,86.13
"2011-07-28",90.22,91.5,88.57,89.53,5264300,82.39
"2011-07-29",88.21,90.74,86.95,89.82,3925000,82.66
"2011-08-01",91.33,91.8,87.9,88.92,3239100,81.83
"2011-08-02",87.86,89.84,85.86,85.89,2964500,79.04
"2011-08-03",86.04,86.73,83.29,86.13,3511500,79.27
"2011-08-04",84.04,84.42,78.78,78.87,5526600,72.58
"2011-08-05",80.74,81.5,73.13,76.46,6339300,70.37
"2011-08-08",71.98,73.56,67.38,67.85,6107400,62.44
"2011-08-09",70.24,73.71,67.09,73.71,6510700,67.83
"2011-08-10",71.3,74.45,70.02,71.2,5393100,65.53
"2011-08-11",71.29,75,70.95,73.83,4974900,68.21
"2011-08-12",75.28,78.36,74.72,77.2,4496300,71.33
"2011-08-15",78.26,79.36,76.34,77.08,4023000,71.22
"2011-08-16",75.93,76.87,74.74,75.32,3891700,69.59
"2011-08-17",76.38,77.59,74.58,75.33,2560200,69.6
"2011-08-18",71.51,72.59,69.15,70.05,4700700,64.72
"2011-08-19",68.74,71.39,67.5,67.64,4452700,62.49
"2011-08-22",70.19,70.33,67.88,68.12,2990800,62.94
"2011-08-23",68.73,72.53,68.62,72.53,3047000,67.01
"2011-08-24",72.5,75.07,72,74.83,3316900,69.14
"2011-08-25",75.62,76.1,73.17,73.66,2754000,68.06
"2011-08-26",73.57,76.99,72.27,76.6,3288200,70.77
"2011-08-29",77.92,81.23,77.56,81.22,3388200,75.04
"2011-08-30",80.74,82.73,80.23,82.06,3459000,75.82
"2011-08-31",83.01,85.64,81.7,82.85,4530400,76.55
"2011-09-01",83.18,83.58,81.43,82.01,2818400,75.77
"2011-09-02",79.1,80.53,77.77,78.49,3339300,72.52
"2011-09-06",74.87,75.55,73.3,75.2,5327000,69.48
"2011-09-07",77.9,81.47,77.47,81.46,4079200,75.26
"2011-09-08",80.01,81.78,79.08,79.66,2971200,73.6
"2011-09-09",77.89,79.58,75.5,76.63,3463800,70.8
"2011-09-12",74.92,77.24,73.7,75.87,2930400,70.1
"2011-09-13",75.61,78.11,74.9,77.5,2227300,71.6
"2011-09-14",78.05,79.89,76.51,78.59,2458600,72.61
"2011-09-15",79.9,79.9,78.09,79.49,2162700,73.44
"2011-09-16",79.75,80.15,77.35,77.94,2918200,72.01
"2011-09-19",75.78,76.11,74.01,75.46,2994200,69.72
"2011-09-20",75.8,75.87,70.25,70.6,4559400,65.23
"2011-09-21",69.1,69.12,61.5,61.55,8764500,56.87
"2011-09-22",58.26,58.3,53.86,55.19,8948200,50.99
"2011-09-23",55.09,58.93,54.85,57.84,6042900,53.44
"2011-09-26",58.73,60.19,56.36,60.07,4180300,55.5
"2011-09-27",62.69,63.23,60.2,60.77,4193100,56.15
"2011-09-28",60.76,60.76,55.26,55.66,6549800,51.43
"2011-09-29",57.55,57.74,52.44,54.19,6213400,50.07
"2011-09-30",51.98,53.16,51.08,51.17,5600300,47.28
"2011-10-03",50.21,52.43,47.93,48.3,6241800,44.63
"2011-10-04",47.45,53.59,47.31,53.41,8408500,49.35
"2011-10-05",53.42,57.74,52.51,57.36,6563100,53
"2011-10-06",57.37,59.2,56.25,58.89,6082500,54.41
"2011-10-07",59.29,59.5,54.89,55.87,4819300,51.62
"2011-10-10",57.89,60.77,57.46,60.7,4461100,56.08
"2011-10-11",59.69,62.1,59.03,61.02,3884100,56.38
"2011-10-12",62.22,65,62.15,62.75,5101700,57.98
"2011-10-13",62.15,62.93,60.51,62.31,3230700,57.57
"2011-10-14",64.22,65.5,63.24,65.21,3140300,60.25
"2011-10-17",64.7,64.79,60,60.27,4679600,55.69
"2011-10-18",59.8,61.81,57.37,61.25,6231200,56.59
"2011-10-19",60.53,60.68,56.6,56.94,5105100,52.61
"2011-10-20",57.33,59.55,56.01,59.05,5885200,54.56
"2011-10-21",60.68,60.89,58.87,60.03,3755200,55.46
"2011-10-24",61.16,64.34,61.04,63.71,4136500,58.86
"2011-10-25",63.11,63.44,60.3,60.42,3963500,55.82
"2011-10-26",62.91,63.35,60.1,62.18,5034000,57.45
"2011-10-27",65,71.44,64.38,69.49,10192400,64.2
"2011-10-28",69.71,73.72,67.29,72.81,6631600,67.27
"2011-10-31",70.46,71.31,68.19,68.22,6383200,63.03
"2011-11-01",64.16,68.56,63.14,67.35,7073800,62.23
"2011-11-02",69.71,70.26,68,69.94,4549100,64.62
"2011-11-03",70.97,71.46,68.68,70.92,4810900,65.53
"2011-11-04",70.17,72.5,70,71.45,3643800,66.01
"2011-11-07",71.33,72.87,69.5,70.45,3523700,65.09
"2011-11-08",71.04,71.6,69.19,70.49,3562700,65.13
"2011-11-09",67.8,69.37,66,66.2,4554200,61.16
"2011-11-10",68.15,68.26,65.34,66.85,3795300,61.76
"2011-11-11",67.8,70.59,67.79,69.71,3219700,64.41
"2011-11-14",70.16,70.5,68.8,70.09,2542700,64.76
"2011-11-15",69.8,74.38,69.2,73.45,6663300,67.86
"2011-11-16",72.55,73.41,70.39,70.53,4047200,65.41
"2011-11-17",70.01,72.09,66.55,67.29,5825100,62.41
"2011-11-18",68.04,69.12,66.71,67.46,2858100,62.57
"2011-11-21",65.51,66.25,64.01,65.66,3256900,60.9
"2011-11-22",65.31,66.15,63.28,63.9,3029300,59.26
"2011-11-23",62.62,62.92,59.86,59.96,3580300,55.61
"2011-11-25",59.69,61.29,59.55,59.72,1566800,55.39
"2011-11-28",62.88,64.2,62.07,62.94,2803100,58.37
"2011-11-29",63.45,64.35,61.9,63.11,2179000,58.53
"2011-11-30",67.28,67.84,66.67,67.81,4375800,62.89
"2011-12-01",67.36,69.94,67.3,69.08,3071000,64.07
"2011-12-02",70.48,71.06,68.09,68.34,3377800,63.38
"2011-12-05",71.04,71.83,70.29,71.28,4892400,66.11
"2011-12-06",70.53,73.37,69.7,72.23,4400300,66.99
"2011-12-07",71.25,71.92,70.67,71.4,3110700,66.22
"2011-12-08",70.93,70.94,67.36,67.71,3632200,62.8
"2011-12-09",67.89,69.95,67.67,69.35,3116300,64.32
"2011-12-12",67.69,67.69,65.87,67.12,2401500,62.25
"2011-12-13",67.68,68.5,63.52,64.24,3096400,59.58
"2011-12-14",63.08,64.51,61.94,62.58,3172800,58.04
"2011-12-15",63.96,64.19,62.09,63.14,2669700,58.56
"2011-12-16",63.87,65.38,63.4,63.95,2980800,59.31
"2011-12-19",64.37,64.39,59.33,59.71,4279600,55.38
"2011-12-20",61.38,64,61.23,63.8,3299500,59.17
"2011-12-21",63.86,64.7,62.38,63.76,2390100,59.14
"2011-12-22",64,66.04,63.88,65.57,2462800,60.81
"2011-12-23",65.82,65.96,64.46,65.31,1521800,60.57
"2011-12-27",65.4,66.21,64.82,64.95,1285700,60.24
"2011-12-28",64.82,65.09,61.78,61.95,2382300,57.46
"2011-12-29",62.1,62.71,61.35,62.39,2666600,57.86
"2011-12-30",62.27,63.23,62.08,62.35,1908100,57.83
"2012-01-03",64.51,66.56,64.39,65.85,2953900,61.07
"2012-01-04",65.39,67.91,65.05,66.8,4058700,61.95
"2012-01-05",66.15,66.8,64.82,66.39,3487200,61.57
"2012-01-06",67.61,67.78,65.76,66.59,3653000,61.76
"2012-01-09",67.05,67.26,65.6,66.17,2600600,61.37
"2012-01-10",68.17,69.34,67.95,68.82,3550000,63.83
"2012-01-11",68.36,70.59,67.84,70.23,3797700,65.14
"2012-01-12",70.68,71.59,69.64,71.39,3703600,66.21
"2012-01-13",70,70.84,69.26,70.25,2652300,65.15
"2012-01-17",71.73,71.99,70.11,70.51,2295600,65.4
"2012-01-18",70.47,71.93,70,71.54,2444600,66.35
"2012-01-19",71.89,73,71.15,72.03,2968900,66.81
"2012-01-20",71.79,72.84,71.2,71.5,2223800,66.31
"2012-01-23",71.94,73.29,71.56,72.75,2577800,67.47
"2012-01-24",71.79,74,71.25,73.9,2553700,68.54
"2012-01-25",73.37,76.99,72.8,76.55,3542100,71
"2012-01-26",77.85,78.85,74.8,75.18,2984500,69.73
"2012-01-27",70.93,73.8,70.25,73.06,6523500,67.76
"2012-01-30",72.13,73.09,71.67,72.1,2614400,66.87
"2012-01-31",72.92,73.3,70.5,72.25,3290900,67.01
"2012-02-01",73.31,73.9,72.68,73.1,1845400,67.8
"2012-02-02",73.48,74.46,72.82,73.29,1978800,67.97
"2012-02-03",75.01,75.92,74.3,75.12,2494200,69.67
"2012-02-06",74.59,75.41,74.22,74.99,1845600,69.55
"2012-02-07",76.77,77,74.95,75.51,4368000,70.03
"2012-02-08",76.72,77.67,75.76,76.63,2644000,71.07
"2012-02-09",77.05,77.32,75.5,76.23,2060700,70.7
"2012-02-10",74.88,75.16,72.96,73.55,2981300,68.22
"2012-02-13",74.29,74.43,71.78,71.89,3362400,66.93
"2012-02-14",71.18,71.28,68.71,69.91,4634400,65.09
"2012-02-15",70.49,70.49,68.15,68.68,4238400,63.94
"2012-02-16",65.99,69.12,64.9,68.67,5326900,63.93
"2012-02-17",68.93,68.93,66,66.72,3976800,62.12
"2012-02-21",67.4,68.15,66.16,66.27,3620000,61.7
"2012-02-22",66.31,66.63,65.54,65.78,2811700,61.24
"2012-02-23",65.57,66.44,65.15,66.11,2461800,61.55
"2012-02-24",66.44,68.86,66.05,67.86,4040100,63.18
"2012-02-27",67.25,67.67,66.22,66.61,3074800,62.01
"2012-02-28",66.9,66.98,65.35,65.47,3466200,60.95
"2012-02-29",65.82,65.94,62.91,63.48,5236400,59.1
"2012-03-01",64.18,65.41,63.7,64.87,3245700,60.39
"2012-03-02",64.58,64.87,63.65,64.02,2758400,59.6
"2012-03-05",63.57,63.66,61.25,61.92,4230600,57.65
"2012-03-06",60,60.93,59.4,60.35,4134100,56.19
"2012-03-07",60.74,60.83,59.43,60.19,2879900,56.04
"2012-03-08",61.17,61.9,60.32,61.61,2730900,57.36
"2012-03-09",62.14,65.11,61.9,63.99,4658700,59.58
"2012-03-12",63.92,64.89,63.27,63.62,3052300,59.23
"2012-03-13",64.32,65,63.73,64.91,2788200,60.43
"2012-03-14",68.28,71.34,68.12,69.5,11143200,64.71
"2012-03-15",69.67,72.3,69.34,72,5986500,67.03
"2012-03-16",72.13,72.64,70.23,72.03,4739300,67.06
"2012-03-19",71.71,73.63,71.46,73.17,3928700,68.12
"2012-03-20",70.4,71.56,69.6,71.41,5729700,66.48
"2012-03-21",71.65,71.92,70.53,71.1,3457800,66.19
"2012-03-22",69.78,70,67.71,69.05,6238600,64.29
"2012-03-23",68.76,71.07,68.46,70.78,4150600,65.9
"2012-03-26",71.58,71.59,69.52,70.8,2924500,65.92
"2012-03-27",71.1,71.94,70.06,70.14,2738300,65.3
