"","SWK.Open","SWK.High","SWK.Low","SWK.Close","SWK.Volume","SWK.Adjusted"
"2012-05-15",69.52,69.52,67.76,67.92,3008900,64.51
"2012-05-16",68.22,69.39,67.97,68.13,1676100,64.71
"2012-05-17",68.11,68.13,65.23,65.37,2469600,62.09
"2012-05-18",65.73,66.62,65.45,66,2627600,62.68
"2012-05-21",66.33,67.8,65.86,67.66,2021800,64.26
"2012-05-22",67.91,69.13,67.48,68.51,2654600,65.07
"2012-05-23",67.79,70.7,67.57,70.38,2549900,66.84
"2012-05-24",70.56,70.69,67.52,68.85,2674300,65.39
"2012-05-25",68.84,69.35,68.4,68.53,1436600,65.09
"2012-05-29",69.38,69.51,68.17,68.9,1795300,65.44
"2012-05-30",67.69,67.79,66.24,66.76,2253800,63.41
"2012-05-31",66.58,66.94,65.45,66.25,2224600,62.92
"2012-06-01",64.63,64.84,63.61,63.68,3468300,60.48
"2012-06-04",63.45,63.91,61.14,62.07,2770600,59.33
"2012-06-05",61.68,63.1,61.54,62.92,1510900,60.15
"2012-06-06",63.37,65.08,63.37,64.68,1540600,61.83
"2012-06-07",65.29,65.69,63.51,63.71,3937800,60.9
"2012-06-08",63.71,64.98,62.86,64.67,1655100,61.82
"2012-06-11",65.44,65.55,63.54,63.64,1451000,60.83
"2012-06-12",63.54,63.9,62.92,63.53,1794200,60.73
"2012-06-13",62.91,63.64,60.81,62.47,3996000,59.72
"2012-06-14",62.82,63.17,61.61,62.02,2199200,59.29
"2012-06-15",62.18,63.36,61.88,63.31,2382700,60.52
"2012-06-18",62.9,63.23,62.42,63.05,921400,60.27
"2012-06-19",63.1,64.39,63.1,63.78,1235200,60.97
"2012-06-20",63.76,63.89,62.44,62.9,1351700,60.13
"2012-06-21",63.11,63.38,61.43,61.48,1381600,58.77
"2012-06-22",61.9,61.94,61.24,61.65,1381700,58.93
"2012-06-25",60.56,60.85,59.73,60.61,1519200,57.94
"2012-06-26",60.83,61.25,60,60.95,1247500,58.26
"2012-06-27",59.68,61.9,59.53,61.63,1822400,58.91
"2012-06-28",61.27,62.12,60.85,62.02,1771400,59.29
"2012-06-29",63.63,64.68,63.24,64.36,2257500,61.52
"2012-07-02",64.64,64.64,62.51,63.01,1673500,60.23
"2012-07-03",62.91,63.76,62.82,63.4,855600,60.61
"2012-07-05",63.2,63.73,62.81,63.43,981700,60.63
"2012-07-06",62.51,62.74,62.1,62.55,1005800,59.79
"2012-07-09",62.06,62.68,61.27,61.57,1623600,58.86
"2012-07-10",61.25,62.23,59.82,60.19,1871500,57.54
"2012-07-11",60.18,60.59,59.21,59.52,1824300,56.9
"2012-07-12",58.79,59.78,58.59,59.54,1749800,56.92
"2012-07-13",59.57,60.37,59.49,60.19,1431100,57.54
"2012-07-16",59.99,60.06,58.64,59.25,1888900,56.64
"2012-07-17",59.45,60.24,58.98,59.72,5102000,57.09
"2012-07-18",59.28,63.92,59.28,63.26,6451900,60.47
"2012-07-19",63.68,66.22,63.27,66.09,4867700,63.18
"2012-07-20",65.41,66.55,65.01,66.45,3529300,63.52
"2012-07-23",64.98,65.56,64.19,64.99,2131800,62.12
"2012-07-24",65.51,65.63,63.78,64.43,1795700,61.59
"2012-07-25",64.79,65.11,63.29,64.2,1657100,61.37
"2012-07-26",65.56,66.63,65.3,66.03,2192900,63.12
"2012-07-27",66.5,69.01,66.08,68.65,2878600,65.62
"2012-07-30",68.41,69.09,67.91,68.5,2325000,65.48
"2012-07-31",68.83,68.83,66.79,66.89,2075100,63.94
"2012-08-01",67.32,67.74,66.59,66.67,1229900,63.73
"2012-08-02",66.35,66.4,64.34,65.56,1907800,62.67
"2012-08-03",66.93,68.09,66.58,68.01,1343900,65.01
"2012-08-06",68.45,68.73,67.24,67.26,811300,64.29
"2012-08-07",67.78,69.18,67.72,68.74,944000,65.71
"2012-08-08",68.62,68.63,67.84,68.45,906900,65.43
"2012-08-09",68.4,68.53,67.71,67.77,1292700,64.78
"2012-08-10",67.51,68.44,67.34,68.39,1024700,65.38
"2012-08-13",68.14,68.7,67.5,67.92,775100,64.93
"2012-08-14",68.18,68.26,66.59,66.77,1155100,63.83
"2012-08-15",66.56,67.02,66.34,67.01,1055000,64.06
"2012-08-16",66.99,67.84,66.15,67.78,1330200,64.79
"2012-08-17",68.11,68.73,67.57,68.38,1363900,65.37
"2012-08-20",67.37,67.56,66.52,66.7,1146700,63.76
"2012-08-21",66.9,67.67,66.64,67.56,1608700,64.58
"2012-08-22",67.36,67.98,67.09,67.8,930600,64.81
"2012-08-23",67.78,67.9,66.48,66.74,786000,63.8
"2012-08-24",66.71,67.64,66.24,67.46,891000,64.49
"2012-08-27",67.7,67.96,67.12,67.21,629400,64.25
"2012-08-28",67.12,67.37,66.14,66.23,1466900,63.31
"2012-08-29",66.18,66.59,65.65,66.47,911000,63.54
"2012-08-30",66,66.44,65.52,65.67,1302500,62.77
"2012-08-31",66.22,66.42,65.23,65.78,998700,62.88
"2012-09-04",65.72,66.15,65.01,65.94,934200,63.03
"2012-09-05",65.58,66.41,65.39,66.06,1164500,63.62
"2012-09-06",68.35,71.64,68.29,71.38,2952500,68.74
"2012-09-07",70.81,72.37,70.81,71.88,1788900,69.23
"2012-09-10",71.75,72.35,71.72,71.75,924200,69.1
"2012-09-11",71.9,72.5,71.57,72.18,1198600,69.51
"2012-09-12",72.57,74.9,72.57,72.89,2104600,70.2
"2012-09-13",72.45,73.88,71.54,73.53,1989800,70.81
"2012-09-14",73.65,76.99,73.56,76.7,2466300,73.87
"2012-09-17",76.3,76.3,74.96,75.46,1306400,72.67
"2012-09-18",75.51,75.8,74.92,75.68,1095200,72.89
"2012-09-19",75.77,76.71,75.12,76.49,1553000,73.67
"2012-09-20",75.88,76.58,74.76,76.33,1672100,73.51
"2012-09-21",76.77,78.47,76.62,78.25,2763200,75.36
"2012-09-24",78.08,78.08,76.45,77.74,1664900,74.87
"2012-09-25",77.78,77.78,75.75,75.86,2164400,73.06
"2012-09-26",76,76.24,74.62,74.88,1804900,72.11
"2012-09-27",75.23,76.53,74.26,76.05,1603400,73.24
"2012-09-28",75.51,76.42,74.88,76.25,1250600,73.43
"2012-10-01",76.5,77.45,75.79,76.08,1515200,73.27
"2012-10-02",75.93,76.62,75.11,76.49,1330200,73.67
"2012-10-03",76.54,76.54,74.54,74.69,1985300,71.93
"2012-10-04",75,75.4,74.55,74.72,1491300,71.96
"2012-10-05",75.33,75.5,74.64,75.03,1408700,72.26
"2012-10-08",74.49,74.73,73.74,74.23,1083400,71.49
"2012-10-09",74.47,75.57,72.18,72.24,1730100,69.57
"2012-10-10",72.53,72.78,71.28,71.9,1285900,69.24
"2012-10-11",72.7,72.95,71.64,71.73,896200,69.08
"2012-10-12",71.75,71.94,69.63,70.06,1826300,67.47
"2012-10-15",70.38,71.43,69.43,71.36,1481600,68.72
"2012-10-16",71.69,72.76,70.86,72.32,2699600,69.65
"2012-10-17",68.07,70.83,67.57,69.12,5382800,66.57
"2012-10-18",68.58,70.67,68.21,70.19,2497800,67.6
"2012-10-19",69.87,70.67,69.21,70.27,2258600,67.68
"2012-10-22",69.98,70.5,68.72,69.25,1153400,66.69
"2012-10-23",68.31,70.05,68.06,69.89,1533100,67.31
"2012-10-24",70.25,70.69,68.83,69.06,1573000,66.51
"2012-10-25",69.97,70.18,67.9,68.35,1907000,65.83
"2012-10-26",68.06,68.52,67.03,67.54,1282500,65.05
"2012-10-31",68.1,69.41,68.1,69.3,1102500,66.74
"2012-11-01",69.56,70.42,69.21,70.13,1562900,67.54
"2012-11-02",70.54,70.62,69.81,69.87,1083200,67.29
"2012-11-05",69.67,70.58,69.38,70.44,802800,67.84
"2012-11-06",70.51,71.82,70.36,71.6,1365200,68.96
"2012-11-07",70.9,70.91,68.8,69.37,1604400,66.81
"2012-11-08",69.55,70.47,68.62,68.72,1400300,66.18
"2012-11-09",68.29,69.54,67.72,68.73,1880000,66.19
"2012-11-12",68.94,69.33,68.19,68.67,1035100,66.13
"2012-11-13",68.14,69.89,68.14,69.36,1313700,66.8
"2012-11-14",69.54,69.65,67.06,67.21,2072100,64.73
"2012-11-15",67.22,67.73,66.18,66.77,1262700,64.3
"2012-11-16",66.81,67.82,66.79,67.41,1413400,64.92
"2012-11-19",68.43,69.86,68.15,69.86,1384500,67.28
"2012-11-20",69.91,70.31,69.45,70.06,1073000,67.47
"2012-11-21",70.03,70.42,69.89,70.03,547800,67.44
"2012-11-23",70.15,71.4,70.15,71.39,295100,68.75
"2012-11-26",71.07,71.47,70.67,71.42,1214900,68.78
"2012-11-27",71.45,71.55,70.23,70.36,1044400,67.76
"2012-11-28",70.17,72.8,70.12,72.47,1916400,69.79
"2012-11-29",72.92,73.87,72.82,73.3,1433800,70.59
"2012-11-30",72.19,72.7,71.75,71.91,931200,69.25
"2012-12-03",72.25,72.66,70.76,70.78,913900,68.17
"2012-12-04",70.77,70.9,69.7,70.01,1731700,67.42
"2012-12-05",69.95,70.9,68.87,70.68,1183800,68.55
"2012-12-06",70.63,71.09,70.13,71.05,944400,68.91
"2012-12-07",71.32,71.61,70.82,71.19,881000,69.04
"2012-12-10",71.16,72.01,70.92,71.84,1028200,69.67
"2012-12-11",72.34,72.65,71.75,72.31,1348800,70.13
"2012-12-12",72.65,73.87,72.35,72.99,1314100,70.79
"2012-12-13",73.01,73.07,71.78,71.99,1465300,69.82
"2012-12-14",72,72.22,71.2,71.31,1246200,69.16
"2012-12-17",71.65,72.32,71.39,72.15,1347200,69.98
"2012-12-18",72.43,75.09,72.35,74.51,2285000,72.26
"2012-12-19",74.46,74.62,73.91,73.95,1340100,71.72
"2012-12-20",73.9,74.42,73.46,74.4,762100,72.16
"2012-12-21",73.54,74.06,72.95,73.44,1420600,71.23
"2012-12-24",74.99,74.99,73.1,73.43,300400,71.22
"2012-12-26",73.58,73.64,72.5,72.76,526400,70.57
"2012-12-27",72.89,73.05,72.01,72.67,963500,70.48
"2012-12-28",72.1,72.96,72.01,72.06,732100,69.89
"2012-12-31",72.01,74.03,71.78,73.97,977400,71.74
"2013-01-02",75.23,75.96,74.47,75.44,1523500,73.17
"2013-01-03",75.46,75.46,73.88,74.05,1853400,71.82
"2013-01-04",74.3,75.3,73.98,74.76,1216600,72.51
"2013-01-07",74.17,75.41,74.17,75.09,1630800,72.83
"2013-01-08",74.57,75.42,74.53,75.42,1449200,73.15
"2013-01-09",75.71,75.71,74.51,75.11,1150300,72.85
"2013-01-10",75.39,75.83,74.96,75.83,1134600,73.54
"2013-01-11",75.75,75.8,74.86,75.21,1552600,72.94
"2013-01-14",75.22,75.55,74.98,75.29,954800,73.02
"2013-01-15",76.38,76.89,75.41,76.14,1111200,73.85
"2013-01-16",75.75,76.21,75.56,76.05,869800,73.76
"2013-01-17",76.38,77.75,76.32,77.28,1727200,74.95
"2013-01-18",77.5,77.69,76.53,76.95,1348800,74.63
"2013-01-22",76.87,77.96,76.51,77.89,2148700,75.54
"2013-01-23",77.7,78.39,76.72,77.96,2373800,75.61
"2013-01-24",77.93,78.08,75.6,77.22,3066500,74.89
"2013-01-25",77.3,77.4,75.95,76.87,2071100,74.55
"2013-01-28",76.82,76.87,76.03,76.58,2029300,74.27
"2013-01-29",75.93,77.11,75.83,76.86,1789400,74.54
"2013-01-30",76.91,77.99,76.85,77.05,1783200,74.73
"2013-01-31",76.81,77.59,76.67,76.83,1400500,74.51
"2013-02-01",77.48,77.84,77.04,77.37,1059200,75.04
"2013-02-04",76.56,76.87,76.09,76.24,1163500,73.94
"2013-02-05",76.65,77.76,76.61,77.47,1329700,75.14
"2013-02-06",77.12,77.66,77.08,77.31,1709600,74.98
"2013-02-07",77.5,77.5,76.18,76.3,1128100,74
"2013-02-08",76.36,76.74,76.13,76.24,861800,73.94
"2013-02-11",76.13,76.24,75.8,75.93,979100,73.64
"2013-02-12",76.13,77.87,75.96,77.49,1825700,75.15
"2013-02-13",77.56,77.64,77.05,77.48,1083500,75.14
"2013-02-14",77.17,78.23,76.94,77.81,1459900,75.46
"2013-02-15",77.91,79.06,77.65,78.46,1336100,76.1
"2013-02-19",78.64,79.5,78.64,79.17,1791300,76.78
"2013-02-20",79.05,79.12,77.55,77.63,1477100,75.29
"2013-02-21",76.92,77.46,75.73,76.08,1623800,73.79
"2013-02-22",76.46,77.67,76.34,77.44,1085500,75.11
"2013-02-25",77.93,77.93,75.14,75.14,1387500,72.88
"2013-02-26",75.81,76.49,75.08,76.26,2016200,73.96
"2013-02-27",76.18,78.34,76.18,77.92,1429000,75.57
"2013-02-28",78.03,79.04,77.8,78.7,1484400,76.33
"2013-03-01",78.19,78.23,77.2,77.59,1548300,75.25
"2013-03-04",77.51,77.51,76.12,77.39,1171600,75.06
"2013-03-05",77.85,78.75,77.6,78.34,1190700,75.98
"2013-03-06",78.5,79.33,78.15,78.52,2683300,76.15
"2013-03-07",78.19,78.83,77.96,78.12,804600,76.24
"2013-03-08",78.71,79.52,78.08,78.96,1300300,77.06
"2013-03-11",78.83,79.95,78.65,79.7,1044300,77.78
"2013-03-12",79.75,79.9,79.33,79.78,1032300,77.86
"2013-03-13",79.88,80.63,79.47,80.17,1443300,78.24
"2013-03-14",80.38,81.22,80.36,81.09,1260000,79.14
"2013-03-15",80.62,81.2,80.05,81.17,1772400,79.22
"2013-03-18",80.23,81.23,79.66,80.55,3004700,78.61
"2013-03-19",80.9,81.42,80.55,81.29,1469600,79.33
"2013-03-20",81.76,81.98,81.22,81.61,1289200,79.65
"2013-03-21",81.1,81.82,80.93,81.18,895900,79.23
"2013-03-22",81.36,81.75,80.85,81.57,740500,79.61
"2013-03-25",81.87,82.43,80.88,81.48,1376900,79.52
"2013-03-26",81.83,82.11,81.16,81.19,827000,79.24
"2013-03-27",80.7,80.7,79.71,79.74,1842400,77.82
"2013-03-28",79.76,81.05,79.3,80.97,5139600,79.02
"2013-04-01",80.77,81.16,79.74,79.83,1489400,77.91
"2013-04-02",80.32,80.82,79.33,79.58,1062100,77.67
"2013-04-03",79.44,79.86,78.66,79.1,1530900,77.2
"2013-04-04",79.1,79.51,78.07,78.39,1853900,76.5
"2013-04-05",77.38,77.78,76.23,77.56,1857500,75.69
"2013-04-08",77.61,77.94,76.74,77.9,1820100,76.03
"2013-04-09",78.08,78.64,77.37,77.8,1838300,75.93
"2013-04-10",78,79.27,77.96,79.18,1559200,77.28
"2013-04-11",79.17,80.14,78.96,79.75,1127000,77.83
"2013-04-12",79.44,79.87,78.78,79.24,704400,77.33
"2013-04-15",78.71,78.78,76.26,76.26,1422800,74.43
"2013-04-16",77.2,77.27,76.32,77.09,1372900,75.24
"2013-04-17",76.5,76.63,75.61,76.42,972800,74.58
"2013-04-18",76.42,76.98,75.64,75.91,1227000,74.08
"2013-04-19",76.12,76.54,75.89,76.4,1764800,74.56
"2013-04-22",76.5,76.84,75.84,76.61,1182900,74.77
"2013-04-23",77.03,77.57,76.2,77,1758500,75.15
"2013-04-24",77.22,78.65,77.2,78.08,1996500,76.2
"2013-04-25",76.71,77.12,75.01,75.93,3952700,74.1
"2013-04-26",75.9,75.97,74.04,74.4,2000200,72.61
"2013-04-29",74.54,74.76,74.09,74.48,977200,72.69
"2013-04-30",74.23,74.83,73.88,74.81,1334900,73.01
"2013-05-01",74.61,75.47,74.23,74.36,1427500,72.57
"2013-05-02",74.72,75.26,74.54,75.19,891300,73.38
"2013-05-03",76.12,77.61,76.12,76.65,863900,74.81
"2013-05-06",76.65,77.16,76.17,77.01,1130000,75.16
"2013-05-07",77.2,79.09,77.17,78.68,1392500,76.79
"2013-05-08",78.68,79.9,78.5,79.79,1990100,77.87
"2013-05-09",79.87,80.18,79.07,79.25,1080400,77.34
"2013-05-10",79.49,79.81,79.02,79.73,824800,77.81
"2013-05-13",79.66,79.88,79.16,79.52,665500,77.61
"2013-05-14",79.62,81,79.62,80.99,795200,79.04
"2013-05-15",80.39,81.14,80.1,80.95,706000,79
"2013-05-16",80.59,81.3,80.34,80.47,1341700,78.53
"2013-05-17",80.62,81.82,80.62,80.94,1284200,78.99
"2013-05-20",80.87,82.05,80.77,81.33,619800,79.37
"2013-05-21",81.4,82.3,81.1,81.84,1344800,79.87
"2013-05-22",82.07,83.26,81,81.23,1534600,79.28
"2013-05-23",80.42,80.57,78.88,79.66,1712500,77.74
"2013-05-24",79.19,79.29,78.42,78.74,776300,76.85
"2013-05-28",79.44,80.07,79.16,79.87,1609100,77.95
"2013-05-29",79.41,81.3,78.92,80.85,1614300,78.91
"2013-05-30",80.3,81.02,79.74,80.24,962700,78.31
"2013-05-31",80.02,80.5,79.15,79.22,1335100,77.31
"2013-06-03",79.15,79.41,78.06,79.35,1396200,77.92
"2013-06-04",79.35,79.8,78.21,78.64,990500,77.23
"2013-06-05",78.51,78.57,77.01,77.26,1124300,75.87
"2013-06-06",77.45,78.6,77.03,78.43,867900,77.02
"2013-06-07",78.87,79.87,78.85,79.69,627900,78.26
"2013-06-10",79.84,80.01,79.09,79.81,682600,78.38
"2013-06-11",78.89,80.38,78.43,79.54,973600,78.11
"2013-06-12",80.32,80.36,78.52,78.68,687800,77.27
"2013-06-13",78.59,79.68,78.03,79.45,1021600,78.02
"2013-06-14",79.35,80.04,79.09,79.42,501100,77.99
"2013-06-17",80.06,80.57,79.56,80.04,766100,78.6
"2013-06-18",80.21,81.38,79.8,80.98,941400,79.52
"2013-06-19",80.99,81.04,79.38,79.38,1102900,77.95
"2013-06-20",78.76,78.76,76.94,77.16,1034500,75.77
"2013-06-21",77.52,77.74,75.55,76,1736900,74.63
"2013-06-24",75.27,75.9,73.77,75.05,1664900,73.7
"2013-06-25",76,76.67,75.9,76.46,832500,75.09
"2013-06-26",77.11,77.4,76.62,76.83,672400,75.45
"2013-06-27",77.53,78.4,77.44,78.12,973000,76.72
"2013-06-28",77.96,78.07,77.09,77.3,1107600,75.91
"2013-07-01",77.91,78.8,77.77,78.35,677800,76.94
"2013-07-02",78.23,78.89,77.51,77.78,916800,76.38
"2013-07-03",77.5,78.18,77.01,77.91,334800,76.51
"2013-07-05",78.72,79.15,78.18,79.07,475600,77.65
"2013-07-08",79.66,79.81,79.14,79.31,666300,77.88
"2013-07-09",79.87,81.06,79.87,80.58,781200,79.13
"2013-07-10",80.49,80.95,79.53,79.96,984300,78.52
"2013-07-11",81.23,81.75,80.91,81.53,883200,80.06
"2013-07-12",81.34,82.35,81.12,82.3,888300,80.82
"2013-07-15",82.4,82.62,81.97,82.2,893700,80.72
"2013-07-16",82.12,82.44,81.12,81.51,541900,80.04
"2013-07-17",81.85,81.97,80.83,80.98,713400,79.52
"2013-07-18",81.01,82.14,81.01,81.79,823800,80.32
"2013-07-19",81.87,83.13,81.5,83.12,959900,81.63
"2013-07-22",83.2,83.8,82.99,83.46,1013100,81.96
"2013-07-23",83.59,84.23,83.26,83.89,1124200,82.38
"2013-07-24",84.07,84.25,82.23,82.51,1264200,81.03
"2013-07-25",81.94,82.75,81.26,82.51,1167800,81.03
"2013-07-26",83.75,84.74,83.1,84.02,1845200,82.51
"2013-07-29",83.78,84.37,82.98,84.06,880500,82.55
"2013-07-30",84.09,84.39,83.44,83.81,595600,82.3
"2013-07-31",83.86,85.12,83.65,84.62,930300,83.1
"2013-08-01",85.22,87.13,84.99,86.98,1013500,85.42
"2013-08-02",86.5,87.68,86.11,87.62,960100,86.04
"2013-08-05",87.25,87.85,86.72,86.88,913000,85.32
"2013-08-06",86.75,86.99,85.46,85.7,636600,84.16
"2013-08-07",85.34,85.86,84.79,85.77,865500,84.23
"2013-08-08",85.05,86.38,85.05,85.58,814100,84.04
"2013-08-09",85.59,85.84,84.95,85.6,587500,84.06
"2013-08-12",85.36,88.66,85.24,88.19,2163500,86.6
"2013-08-13",88.3,89.43,87.79,88.81,1575800,87.21
"2013-08-14",89.03,89.5,87.57,87.97,896000,86.39
"2013-08-15",87,87.15,86.07,86.92,885600,85.36
"2013-08-16",86.61,87.45,86.4,86.8,589700,85.24
"2013-08-19",86.81,86.91,85.78,86.18,4573000,84.63
"2013-08-20",86.19,87.11,85.99,86.75,792300,85.19
"2013-08-21",86.69,87.5,86.2,86.45,672700,84.9
"2013-08-22",86.66,87.89,86.66,87.63,569200,86.05
"2013-08-23",87.7,87.97,87.05,87.6,602200,86.03
"2013-08-26",87.42,87.64,86.62,86.8,516300,85.24
"2013-08-27",85.8,85.87,84.35,84.59,778200,83.07
"2013-08-28",84.71,85.33,84.33,85.18,1029200,83.65
"2013-08-29",85,86.71,84.78,85.85,2709600,84.31
"2013-08-30",86.17,86.18,85.01,85.26,660100,83.73
"2013-09-03",86.46,87.18,85.61,86.22,736200,84.67
"2013-09-04",85.56,86.57,85.51,86.1,720400,85.05
"2013-09-05",86.02,86.93,85.88,86.66,547900,85.6
"2013-09-06",87.09,88.36,85.9,87.27,695000,86.2
"2013-09-09",87.64,88.54,87.61,88.13,449900,87.05
"2013-09-10",88.75,89.55,88.45,89.42,854400,88.32
"2013-09-11",89.44,89.86,88.98,89.46,934300,88.36
"2013-09-12",89.59,89.8,88.9,89.24,827900,88.15
"2013-09-13",89.49,89.74,88.69,89.26,473700,88.17
"2013-09-16",90.35,90.56,89.61,89.66,777800,88.56
"2013-09-17",89.66,90.05,89.37,89.65,616600,88.55
"2013-09-18",89.86,91.61,89.07,91.49,1004600,90.37
"2013-09-19",91.74,92.36,91.44,91.5,629600,90.38
"2013-09-20",91.21,91.85,89.96,90.13,994800,89.03
"2013-09-23",90.01,90.01,88.35,89.07,836300,87.98
"2013-09-24",89.03,90.36,89.03,89.59,942000,88.49
"2013-09-25",90.18,90.36,89.4,89.77,963800,88.67
"2013-09-26",89.99,90.72,89.76,90.51,613200,89.4
"2013-09-27",90,90.85,89.83,90.59,641500,89.48
"2013-09-30",89.69,90.76,89.69,90.57,652900,89.46
"2013-10-01",91.23,92.76,91.11,92.36,1468100,91.23
"2013-10-02",91.79,92.18,90.93,91.31,1642900,90.19
"2013-10-03",90.97,91.39,89.94,90.86,1117600,89.75
"2013-10-04",91,91.54,90.9,91.14,904600,90.02
"2013-10-07",90.45,90.9,89.97,90.03,903000,88.93
"2013-10-08",89.9,90.47,88.65,88.88,1108000,87.79
"2013-10-09",89.16,89.22,87.95,88.4,1127300,87.32
"2013-10-10",89.33,90.25,89.11,90.25,733100,89.14
"2013-10-11",90.15,91.5,90.06,91.3,624900,90.18
"2013-10-14",90.54,91.6,90,91.58,741100,90.46
"2013-10-15",91.26,91.6,89.22,89.51,1725800,88.41
"2013-10-16",79.63,79.94,75.42,76.75,13708500,75.81
"2013-10-17",76.12,76.6,74.13,74.37,6128600,73.46
"2013-10-18",74.93,77.43,74.42,77.16,4525400,76.21
"2013-10-21",77.16,77.81,77.06,77.49,2142000,76.54
"2013-10-22",77.49,77.7,76.56,77.36,2476100,76.41
"2013-10-23",77.28,77.32,75.79,76.39,2559500,75.45
"2013-10-24",76.74,77.83,76.21,77.75,1318300,76.8
"2013-10-25",77.69,78.49,77.15,78.46,1708900,77.5
"2013-10-28",78.6,78.62,78.06,78.39,1391500,77.43
"2013-10-29",78.58,79.91,78.44,79.87,1641500,78.89
"2013-10-30",79.98,80.3,78.65,78.73,1720900,77.77
"2013-10-31",78.38,79.29,77.49,79.09,1053100,78.12
"2013-11-01",79.33,79.46,78.17,79.05,745000,78.08
"2013-11-04",79.27,79.71,78.99,79.63,727300,78.65
"2013-11-05",79.5,79.52,78.38,78.54,1291000,77.58
"2013-11-06",79.29,80.6,78.93,80.59,1411200,79.6
"2013-11-07",80.59,82.66,80.51,81.05,3342400,80.06
"2013-11-08",80.76,81.49,80.43,80.88,1728100,79.89
"2013-11-11",80.81,82.12,80.73,81.61,890800,80.61
"2013-11-12",81.91,82.29,81.35,81.82,981100,80.82
"2013-11-13",81.16,82.68,81.16,82.37,2093900,81.36
"2013-11-14",82.35,82.56,81.85,81.96,1502100,80.96
"2013-11-15",81.99,82.81,81.83,82.64,1558200,81.63
"2013-11-18",83,84,82.44,82.74,1494700,81.73
"2013-11-19",82.52,82.87,81.58,81.79,1092900,80.79
"2013-11-20",82.33,82.4,80.99,81.18,1195800,80.19
"2013-11-21",81.24,82,81.14,81.42,1195200,80.42
"2013-11-22",81.28,82.14,80.33,82.05,1115800,81.05
"2013-11-25",82.33,82.49,80.49,80.65,1302200,79.66
"2013-11-26",81,81.4,80.3,80.84,2111600,79.85
"2013-11-27",80.73,81.32,80.55,81.03,1160100,80.04
"2013-11-29",80.92,81.6,80.54,81.39,610600,80.39
"2013-12-02",81.38,81.55,79.41,79.53,1443400,78.56
"2013-12-03",79.39,79.97,79.16,79.82,1489600,78.84
"2013-12-04",78.99,80.6,78.87,79.59,1181300,79.11
"2013-12-05",79.36,80.11,79.29,79.77,1427200,79.29
"2013-12-06",80.73,81.37,80.54,80.71,957900,80.22
"2013-12-09",80.58,81.11,80.43,80.9,874100,80.41
"2013-12-10",80.87,81.3,80.51,80.71,1177200,80.22
"2013-12-11",80.46,80.8,78.97,79.35,1989800,78.87
"2013-12-12",79.77,81.03,79.36,80.55,2708700,80.06
"2013-12-13",80.76,81.17,79.99,80.48,995800,80
"2013-12-16",80.55,81.02,79.91,80.03,1805000,79.55
"2013-12-17",80.22,80.52,79.63,79.77,1192900,79.29
"2013-12-18",80.02,80.9,79.05,80.55,1860000,80.06
"2013-12-19",80.54,81.11,80.45,80.73,1859100,80.24
"2013-12-20",80.83,81.32,80.49,80.56,2429900,80.07
"2013-12-23",81.29,81.53,80.64,80.95,1588300,80.46
"2013-12-24",81.12,81.29,80.4,80.65,697500,80.16
"2013-12-26",80.93,81.14,80.55,81.04,1249200,80.55
"2013-12-27",81.05,81.11,80.84,81.01,1133000,80.52
"2013-12-30",81,81.3,80.9,81.25,1250700,80.76
"2013-12-31",81.25,81.49,80.19,80.69,975800,80.2
"2014-01-02",80.57,80.79,79.68,80.18,715600,79.7
"2014-01-03",80.37,80.9,80.21,80.38,874000,79.9
"2014-01-06",80.75,80.85,79.55,79.64,1123500,79.16
"2014-01-07",79.64,80.26,79.01,79.98,1485400,79.5
"2014-01-08",80.03,80.77,79.84,80.08,1727800,79.6
"2014-01-09",80.3,80.88,79.75,80.3,1642900,79.82
"2014-01-10",80.32,81.67,80.06,81.42,1567000,80.93
"2014-01-13",81.05,81.29,80.02,80.15,1289200,79.67
"2014-01-14",81.35,82.66,81.21,82.2,2172900,81.71
"2014-01-15",82.01,83.22,81.96,82.54,1270600,82.04
"2014-01-16",82.56,82.94,82.29,82.39,1806400,81.89
"2014-01-17",82.16,82.39,80.82,81.17,2185500,80.68
"2014-01-21",81.42,81.66,80.57,81,2067600,80.51
"2014-01-22",80.97,81.3,80.77,80.93,1128900,80.44
"2014-01-23",80.5,80.78,79.83,80.41,1931900,79.93
"2014-01-24",80.95,82.76,77.5,77.81,4309600,77.34
"2014-01-27",78.06,78.25,76.2,77.35,2364600,76.88
"2014-01-28",77.34,78,77.19,77.93,1704300,77.46
"2014-01-29",77.45,78.82,77.2,78.03,1965700,77.56
"2014-01-30",78.37,78.58,77.51,77.87,1105200,77.4
"2014-01-31",76.69,77.93,76.18,77.4,2216600,76.93
"2014-02-03",78,78.56,75.59,75.64,1936000,75.18
"2014-02-04",75.94,76.33,75.35,76.11,1379000,75.65
"2014-02-05",75.96,76.4,75,75.65,1876500,75.19
"2014-02-06",75.93,76.79,75.76,76.46,1174000,76
"2014-02-07",76.8,78.91,76.76,78.8,1572300,78.33
"2014-02-10",78.86,79.35,78.78,78.96,1371500,78.48
"2014-02-11",78.86,80.46,78.86,80.01,1468900,79.53
"2014-02-12",80.12,80.99,80.11,80.62,1331100,80.13
"2014-02-13",80.15,80.81,79.85,80.59,1337000,80.1
"2014-02-14",80.69,81.53,80.47,81.32,715400,80.83
