"","LMT.Open","LMT.High","LMT.Low","LMT.Close","LMT.Volume","LMT.Adjusted"
"2008-09-30",110.26,112.31,108.19,109.67,3572600,88.53
"2008-10-01",108.9,109.7,107.49,108.85,2879500,87.87
"2008-10-02",108.2,109.61,102.87,104.27,3982300,84.17
"2008-10-03",105.57,107.32,104.66,105.01,2837900,84.77
"2008-10-06",103.31,105.12,101.35,102.62,3407100,82.84
"2008-10-07",103.8,105.82,99,99,5152000,79.91
"2008-10-08",97.02,101.48,96,98,5655600,79.11
"2008-10-09",98.25,100.12,91.66,92,4987100,74.26
"2008-10-10",88.9,94.08,81.76,87.48,8172500,70.62
"2008-10-13",89.52,90.52,87.91,90.26,4474800,72.86
"2008-10-14",93.4,96.85,92.19,95.77,4773000,77.31
"2008-10-15",95.94,95.94,86.8,87.47,3067500,70.61
"2008-10-16",95.24,95.24,84.81,92.61,3543300,74.76
"2008-10-17",90.26,94.75,87.75,90.75,3212300,73.26
"2008-10-20",91.99,94.09,90.63,93.22,3701800,75.25
"2008-10-21",89.34,90.75,84.06,84.19,7339200,67.96
"2008-10-22",82.91,84.98,78.33,79.77,5796400,64.39
"2008-10-23",79.94,81.41,75.36,79.64,5599400,64.29
"2008-10-24",75.01,79.65,75.01,75.84,3953000,61.22
"2008-10-27",75.27,76.21,72.4,72.64,4722300,58.64
"2008-10-28",73.87,80.49,73.44,80.28,4338800,64.8
"2008-10-29",80.3,82.42,78.34,78.61,3465500,63.46
"2008-10-30",80.71,83.37,78.81,82.18,3302400,66.34
"2008-10-31",82.15,85.86,80.86,85.05,3922900,68.65
"2008-11-03",84.95,85.63,83.04,83.98,2411500,67.79
"2008-11-04",85.49,86.38,84.28,85.91,2947900,69.35
"2008-11-05",86.32,86.67,83.19,84.39,3043700,68.12
"2008-11-06",83.5,84,76.22,76.82,4631100,62.01
"2008-11-07",77.18,79.42,75.7,78.75,2508200,63.57
"2008-11-10",80.27,81.25,76.33,77.51,2588500,62.57
"2008-11-11",76.01,76.72,73.6,74.41,3060900,60.07
"2008-11-12",73.42,73.87,71.19,71.7,2317200,57.88
"2008-11-13",71.96,75.23,68.82,75.21,3340700,60.71
"2008-11-14",73.69,76.77,71.64,72.26,2782700,58.33
"2008-11-17",71.24,73.16,69.87,70.99,1987400,57.3
"2008-11-18",70.71,73.92,70.01,73.12,3964100,59.02
"2008-11-19",73.54,74.97,68.81,69.33,2576400,55.96
"2008-11-20",68.78,72.09,67.38,67.97,4021300,54.87
"2008-11-21",68.07,72.98,68.07,72.68,4106300,58.67
"2008-11-24",73.68,74.42,71.41,72.74,2754800,58.72
"2008-11-25",74.13,75.02,71.15,73.03,3336300,58.95
"2008-11-26",71.54,73.55,70.28,73.53,2046400,59.82
"2008-11-28",73.7,77.11,73.28,77.11,1258900,62.73
"2008-12-01",76.42,76.79,70.98,71.07,2883000,57.82
"2008-12-02",72.13,74.83,71.05,73.63,3252400,59.9
"2008-12-03",73.7,77.11,72.1,76.91,3971900,62.57
"2008-12-04",76,78.87,75.12,77.15,3671800,62.77
"2008-12-05",76.35,80.62,74.69,80.19,3718500,65.24
"2008-12-08",81.46,83.36,80.19,81.65,2939200,66.43
"2008-12-09",80.75,82.84,80.1,80.77,3090000,65.71
"2008-12-10",80.56,82,77.84,79.19,2848800,64.43
"2008-12-11",78.96,79.51,75.78,76.2,4117500,61.99
"2008-12-12",74.83,77.88,74.2,77.8,2788100,63.3
"2008-12-15",78.23,78.23,74.24,75.86,3002100,61.72
"2008-12-16",76.3,78.5,74.57,78.41,3417500,63.79
"2008-12-17",77.14,79.88,76.34,78.91,1910600,64.2
"2008-12-18",79.1,80.49,78.21,78.64,2016100,63.98
"2008-12-19",79.25,81.49,77.78,80.01,4692300,65.09
"2008-12-22",79.9,79.9,77.52,78.92,2175700,64.21
"2008-12-23",79.28,79.82,78,78.28,1597200,63.69
"2008-12-24",78.21,79.84,77.72,79.22,468600,64.45
"2008-12-26",79.15,81.52,78.89,81.11,1023900,65.99
"2008-12-29",81,81.68,79.86,80.54,1263000,65.52
"2008-12-30",81.1,84.31,80.79,84.29,1705500,68.58
"2008-12-31",84.29,84.97,83.93,84.08,1562800,68.41
"2009-01-02",84.34,85.9,82.01,85.55,1696800,69.6
"2009-01-05",85.29,85.35,82.84,83.85,2472800,68.22
"2009-01-06",85.21,85.22,83.28,84.1,2860100,68.42
"2009-01-07",83.33,83.33,81.21,81.83,2860500,66.57
"2009-01-08",81.31,81.45,79.79,80.81,2966100,65.74
"2009-01-09",81.26,81.88,79.69,80.76,2868800,65.7
"2009-01-12",80.75,81.08,79.1,79.66,2183700,64.81
"2009-01-13",79.34,80.65,77.69,80.25,3246700,65.29
"2009-01-14",79.45,80.84,77.88,78.8,3673800,64.11
"2009-01-15",78.56,79.53,77.33,79.48,3103700,64.66
"2009-01-16",80.73,82.57,79.97,82.16,3449400,66.84
"2009-01-20",81.64,82.36,78.04,78.63,2957300,63.97
"2009-01-21",79.61,80.18,78,80.03,2758100,65.11
"2009-01-22",77.95,85.59,76.7,85.08,6176400,69.22
"2009-01-23",83.55,84.09,80.19,80.98,5824300,65.88
"2009-01-26",80.72,83.19,80.27,82.52,3279300,67.14
"2009-01-27",83.12,83.6,80.45,82.48,2894200,67.1
"2009-01-28",83.72,84,81.35,82.57,2569800,67.18
"2009-01-29",82.47,83.72,81.81,83.11,2489900,67.62
"2009-01-30",82.91,83.99,81.44,82.04,2438500,66.75
"2009-02-02",81,81,77.84,79.18,3852800,64.42
"2009-02-03",79.89,80.58,76.84,79.9,4093400,65
"2009-02-04",79.97,82.39,79.86,81.06,2541900,65.95
"2009-02-05",80.4,82.46,79.1,81.62,2782000,66.4
"2009-02-06",81.13,81.37,77.55,79.37,6036600,64.57
"2009-02-09",79.37,81.62,79.1,81.5,3751500,66.31
"2009-02-10",80.81,81.75,77.43,77.99,3957200,63.45
"2009-02-11",78.88,79.12,77.11,77.49,2779800,63.04
"2009-02-12",77.04,77.42,75,77.38,3804100,62.95
"2009-02-13",76.98,79.44,76.26,78.47,3045800,63.84
"2009-02-17",76.81,76.81,74.53,75.64,2847800,61.54
"2009-02-18",75.99,78.42,74.98,77.03,3980800,62.67
"2009-02-19",77.77,77.85,76.57,77.16,3304900,62.78
"2009-02-20",75.46,78.49,75.31,77.75,4162200,63.26
"2009-02-23",77.58,77.9,73.7,73.87,3235700,60.1
"2009-02-24",74.32,75.26,72.73,74.44,3256600,60.56
"2009-02-25",73.93,73.98,69.67,70.46,5704700,57.32
"2009-02-26",70.9,71.5,68.73,68.93,3600300,56.54
"2009-02-27",67.44,67.72,63.11,63.11,7543900,51.76
"2009-03-02",60.63,61.88,59.69,59.96,6767600,49.18
"2009-03-03",60.09,61.5,58.43,59.35,6494900,48.68
"2009-03-04",60.69,63.23,59.71,61.95,6697500,50.81
"2009-03-05",60.63,61.5,59.29,59.91,5184600,49.14
"2009-03-06",60.02,61.12,57.41,58.85,3970600,48.27
"2009-03-09",58.18,59.4,57.55,58.24,3073200,47.77
"2009-03-10",59.1,59.5,57.96,59.01,4987600,48.4
"2009-03-11",59.35,60,57.96,58.18,4016300,47.72
"2009-03-12",58.18,61.38,57.74,61.02,5404500,50.05
"2009-03-13",61.41,62,60.46,61.2,4028800,50.2
"2009-03-16",61.55,65.79,60.94,64.61,4718800,52.99
"2009-03-17",64.65,65.74,63.2,65.66,3099900,53.85
"2009-03-18",65.41,67.88,64.16,66.84,3206900,54.82
"2009-03-19",67.62,68.82,66,68.22,4269800,55.95
"2009-03-20",68.27,69.78,67.45,67.78,4196500,55.59
"2009-03-23",68.9,69.83,67.35,69.14,3413000,56.71
"2009-03-24",68.54,70.06,68.09,68.09,3892500,55.85
"2009-03-25",68.97,69.84,67.07,68.48,3556700,56.17
"2009-03-26",68.89,72.83,68.89,72.67,4025900,59.6
"2009-03-27",71.97,72.78,70.74,71.28,3603700,58.46
"2009-03-30",69.71,70.28,68.34,69.01,3003700,56.6
"2009-03-31",69.27,70.63,67.29,69.03,3500100,56.62
"2009-04-01",67.53,69.04,66.4,67.59,4311100,55.44
"2009-04-02",68.91,70.49,68.59,69.17,3669700,56.73
"2009-04-03",68.98,69.5,65.72,67.31,5308900,55.21
"2009-04-06",66.87,73.47,65.21,73.28,12102000,60.1
"2009-04-07",71.99,75.8,71.85,73.79,8492500,60.52
"2009-04-08",73.93,74.18,72.02,72.7,3424500,59.63
"2009-04-09",74.02,74.59,72.45,73.32,2680000,60.14
"2009-04-13",72.64,74.23,72.25,73.79,2931200,60.52
"2009-04-14",73.31,73.88,72,72.91,2519100,59.8
"2009-04-15",72.46,74.41,72.27,74.33,2677800,60.97
"2009-04-16",74.83,78.22,74.29,77.58,4494800,63.63
"2009-04-17",77.64,78.03,76.53,76.94,3099400,63.11
"2009-04-20",76.1,76.66,75.01,75.73,2462100,62.11
"2009-04-21",76,77.5,75.21,76.04,3159400,62.37
"2009-04-22",74.72,76.75,74.52,74.85,3231100,61.39
"2009-04-23",75.73,77.45,74.32,77.36,2807500,63.45
"2009-04-24",77.41,77.55,76.28,77.08,1947500,63.22
"2009-04-27",76.45,79.1,75.68,78.06,2110400,64.03
"2009-04-28",77.13,78.04,76.73,77.13,1804600,63.26
"2009-04-29",78.03,80.06,77.89,79.08,1534200,64.86
"2009-04-30",79.56,80.63,77.64,78.53,2385700,64.41
"2009-05-01",78.67,82.24,78.62,81.59,3275200,66.92
"2009-05-04",81.27,81.59,79.9,80.34,3771700,65.9
"2009-05-05",79.98,80.78,79.18,79.68,2828800,65.35
"2009-05-06",80.43,80.89,79.14,80.48,2083700,66.01
"2009-05-07",80.6,80.62,78.83,79.68,3397700,65.35
"2009-05-08",80.28,82.46,80.28,82.46,2217700,67.63
"2009-05-11",81.52,81.52,79.8,80.35,2578100,65.9
"2009-05-12",80.51,81.85,79.36,81.61,2144100,66.94
"2009-05-13",80.46,80.9,79.44,80.53,2353600,66.05
"2009-05-14",80.55,81.57,80.18,80.87,1842600,66.33
"2009-05-15",80.73,80.9,79.05,79.93,2238700,65.56
"2009-05-18",79.5,80.64,79.06,80.55,1858500,66.07
"2009-05-19",79.85,80.99,79.3,80.54,2344500,66.06
"2009-05-20",80.94,83.31,80.73,82.48,3289000,67.65
"2009-05-21",81.64,81.76,80.35,81.48,2148300,66.83
"2009-05-22",81.8,82.48,81.14,81.44,1130400,66.8
"2009-05-26",81.11,83.86,81.06,83.26,1986700,68.29
"2009-05-27",83.42,83.47,81.7,81.78,1675100,67.08
"2009-05-28",81.2,83.25,80.63,82.99,1878000,68.55
"2009-05-29",83,83.98,81.75,83.63,1648600,69.08
"2009-06-01",83.75,85.29,83.69,84.16,3337400,69.51
"2009-06-02",83.86,84.82,83.17,84.37,2202300,69.69
"2009-06-03",83.64,84.55,82.63,83.24,2408700,68.75
"2009-06-04",83.66,84.76,83.55,84.5,1704500,69.79
"2009-06-05",85.34,87.06,84.65,86.17,1975600,71.17
"2009-06-08",84.82,86.37,84.2,85.85,1550300,70.91
"2009-06-09",85.6,86,83.2,84.01,2360000,69.39
"2009-06-10",84.35,84.49,81.61,82.93,2645900,68.5
"2009-06-11",83.18,84.39,82.11,82.22,2271000,67.91
"2009-06-12",81.69,82.88,81.61,82.77,2313600,68.36
"2009-06-15",82.11,82.53,81.22,82.07,2095800,67.79
"2009-06-16",82.48,82.85,81.46,81.81,1559600,67.57
"2009-06-17",81.86,82.55,81.21,82.05,2055100,67.77
"2009-06-18",82.36,84.36,81.5,83.49,2068900,68.96
"2009-06-19",84.2,84.2,82.44,82.55,2701400,68.18
"2009-06-22",82.34,82.79,81.31,81.48,1770000,67.3
"2009-06-23",81.82,81.91,80.09,81.35,2130700,67.19
"2009-06-24",81.59,82.53,79.14,79.52,2911400,65.68
"2009-06-25",79.16,81.33,79.16,81.13,2444000,67.01
"2009-06-26",80.98,81.55,80.61,80.97,1947200,66.88
"2009-06-29",81.37,82.28,80.64,82.04,1069200,67.76
"2009-06-30",82.04,82.04,80.3,80.65,1746800,66.61
"2009-07-01",80.96,81.32,80.4,80.64,1919000,66.61
"2009-07-02",79.81,79.91,78.02,79.52,2128000,65.68
"2009-07-06",78.87,80.71,78.38,80.5,1797800,66.49
"2009-07-07",80.19,80.48,77.6,78,2592300,64.43
"2009-07-08",78.11,78.71,77.77,78.4,2177100,64.76
"2009-07-09",78.6,78.95,77.72,78.28,1457400,64.66
"2009-07-10",78.01,78.38,77,77.91,1672100,64.35
"2009-07-13",78.05,80.41,77.67,80,2176300,66.08
"2009-07-14",79.95,81.56,79.61,81.19,1431100,67.06
"2009-07-15",81.78,82.3,80.69,81.25,2796000,67.11
"2009-07-16",81.49,82.92,81.09,82.49,1369700,68.13
"2009-07-17",82.1,82.48,80.61,81.09,2513600,66.98
"2009-07-20",81.24,82.15,80.27,82.11,2415800,67.82
"2009-07-21",80.16,80.27,74.36,75.13,13750100,62.05
"2009-07-22",75.84,77.69,75.2,76.25,5789000,62.98
"2009-07-23",76.43,76.55,74.63,75.35,3915800,62.24
"2009-07-24",75.2,75.73,73.93,74.08,4357800,61.19
"2009-07-27",74.14,74.65,73.11,74.55,2769600,61.58
"2009-07-28",73.71,75.42,73.7,75.07,2798000,62.01
"2009-07-29",74.41,75.33,73.79,74.71,3575900,61.71
"2009-07-30",74.62,76.19,74.53,74.65,3836400,61.66
"2009-07-31",74.86,75.91,74.62,74.76,3200100,61.75
"2009-08-03",75.4,75.89,73.35,75.75,3236900,62.57
"2009-08-04",75.51,75.79,75,75.47,4111000,62.34
"2009-08-05",75.32,75.6,73.92,74.32,3541200,61.39
"2009-08-06",74.67,75.7,73.96,75.7,3751100,62.53
"2009-08-07",75.93,77.16,75.12,76.76,2317900,63.4
"2009-08-10",76.68,76.73,75.51,76.12,1794700,62.87
"2009-08-11",76.1,76.1,75.05,75.21,2463100,62.12
"2009-08-12",75.3,76.34,75,75.65,2688900,62.48
"2009-08-13",75.49,75.77,74.75,75.4,1906200,62.28
"2009-08-14",75.53,75.75,74.11,74.59,2002700,61.61
"2009-08-17",73.83,74.59,73.6,73.96,2363800,61.09
"2009-08-18",74.21,74.8,73.61,74.1,2262700,61.2
"2009-08-19",73.78,74.13,73.21,73.74,2215300,60.91
"2009-08-20",73.72,74.73,73.5,74.62,3000400,61.63
"2009-08-21",75.19,75.38,74.22,74.92,3465600,61.88
"2009-08-24",75.27,75.27,73.73,74.71,4085200,61.71
"2009-08-25",75.25,75.96,74.2,74.43,5364200,61.48
"2009-08-26",74.28,75.09,73.99,74.58,4200800,61.6
"2009-08-27",74.97,75.95,74.66,75.54,3974700,62.39
"2009-08-28",75.74,75.87,74.51,74.95,3394200,62.38
"2009-08-31",74.9,75.07,73.79,74.98,2359500,62.4
"2009-09-01",76,77,74.97,75.6,5558400,62.92
"2009-09-02",75.34,75.93,74.42,74.56,4288300,62.05
"2009-09-03",74.97,75.34,73.45,74.88,3931900,62.32
"2009-09-04",74.91,75.58,74.5,75.28,2305900,62.65
"2009-09-08",75.19,75.69,73.65,74.17,5616900,61.73
"2009-09-09",73.86,74.1,72.57,73.13,7230100,60.86
"2009-09-10",73.26,73.91,72.2,73.56,4890400,61.22
"2009-09-11",73.81,75.78,73.25,75.64,6050700,62.95
"2009-09-14",74.91,76.45,74.46,75.59,2820200,62.91
"2009-09-15",75.66,76.39,75.02,75.7,3151400,63
"2009-09-16",76.05,76.73,75.51,76.16,3678700,63.38
"2009-09-17",76.14,80.2,75.53,79.56,7449600,66.21
"2009-09-18",79.89,80.33,79.03,80.08,5548400,66.65
"2009-09-21",79.5,80.14,78.77,79.24,2533700,65.95
"2009-09-22",79.82,79.86,79.15,79.56,2568700,66.21
"2009-09-23",79.89,79.89,78.66,78.83,4498500,65.61
"2009-09-24",78.73,78.73,76.93,76.95,3330400,64.04
"2009-09-25",77.66,78.32,77.23,77.89,3792900,64.82
"2009-09-28",78.27,78.85,77.87,78.4,2460200,65.25
"2009-09-29",78.67,79.32,78.25,79.05,2605000,65.79
"2009-09-30",79.21,79.21,77.64,78.08,4209800,64.98
"2009-10-01",77.95,78.12,76.59,76.61,3259000,63.76
"2009-10-02",76.67,76.67,75.09,75.37,3634900,62.73
"2009-10-05",75.5,75.93,74.78,74.99,4254000,62.41
"2009-10-06",75.36,76.34,74.99,76.18,2772000,63.4
"2009-10-07",76.01,76.01,73.59,74.03,5652100,61.61
"2009-10-08",74.41,74.47,72.89,73,6681700,60.75
"2009-10-09",73.2,76.06,73.06,75.82,5309400,63.1
"2009-10-12",75.3,75.33,74.08,74.42,4642300,61.94
"2009-10-13",74.79,74.86,73.72,74.1,2520900,61.67
"2009-10-14",74.79,75.6,73.73,75.15,3016700,62.54
"2009-10-15",74.87,75.37,74.44,74.87,1941600,62.31
"2009-10-16",74.45,75.97,74.17,75.44,3132200,62.78
"2009-10-19",75.64,77.38,75.04,76.99,3658200,64.07
"2009-10-20",72.72,73.48,71.92,71.99,12745700,59.91
"2009-10-21",71.34,71.38,69.4,69.66,11012200,57.97
"2009-10-22",70.15,72,69.96,71.58,7127100,59.57
"2009-10-23",71.66,72.69,71.48,72.19,5315600,60.08
"2009-10-26",72.53,72.53,71.05,71.47,4729100,59.48
"2009-10-27",71.32,71.49,69.94,70.01,5433600,58.27
"2009-10-28",70.03,70.21,68.2,68.32,5465600,56.86
"2009-10-29",68.54,69.64,67.39,69.49,4762900,57.83
"2009-10-30",69.39,69.67,68.44,68.79,3955400,57.25
"2009-11-02",69.04,69.39,68.33,68.87,2754600,57.32
"2009-11-03",68.5,69.41,67.9,69.4,3479100,57.76
"2009-11-04",69.62,71.74,69.17,70.4,4248600,58.59
"2009-11-05",70.82,72.86,70.68,72.86,3835000,60.64
"2009-11-06",72.19,73.93,72.19,73.77,3442100,61.39
"2009-11-09",74.1,75.65,73.77,75.59,3188000,62.91
"2009-11-10",75.4,75.54,74.4,74.6,2789000,62.09
"2009-11-11",75.04,75.82,74.73,75.08,2430000,62.48
"2009-11-12",75,75.12,73.68,74.1,3618400,61.67
"2009-11-13",74.16,76.19,74.16,76.07,3105100,63.31
"2009-11-16",76.36,77.6,76.32,76.98,2859000,64.07
"2009-11-17",76.86,77.03,75.85,76.31,2096500,63.51
"2009-11-18",76.41,76.8,75.09,75.36,2767300,62.72
"2009-11-19",75.19,75.45,73.81,75.28,2505500,62.65
"2009-11-20",74.92,76.35,74.66,76.1,2844200,63.33
"2009-11-23",76.62,77.32,76.58,77.28,2249100,64.32
"2009-11-24",77.3,77.64,76.32,77.56,2692500,64.55
"2009-11-25",77.41,78.67,77.2,78.6,3050700,65.41
"2009-11-27",76.6,77.55,76.12,77.1,1284900,64.68
"2009-11-30",76.98,77.42,76.13,77.23,2930000,64.79
"2009-12-01",77.73,79.15,77.5,78.93,2864300,66.22
"2009-12-02",78.99,79.08,77.44,78.19,3013400,65.6
"2009-12-03",78.27,78.67,77.32,77.47,1730100,64.99
"2009-12-04",78.47,79.65,77.77,78.21,2955700,65.62
"2009-12-07",78.43,79.04,77.98,78.67,2140200,66
"2009-12-08",78.21,78.47,77.01,77.66,1400500,65.15
"2009-12-09",76.88,76.88,74.43,75.4,5475400,63.26
"2009-12-10",75.52,76.18,75.22,75.98,3215100,63.74
"2009-12-11",76.49,77.45,76.04,76.78,2844500,64.42
"2009-12-14",77.05,78.37,76.81,77.82,3194000,65.29
"2009-12-15",77.5,77.83,77.15,77.61,2545500,65.11
"2009-12-16",78.2,78.47,77.42,77.46,2362400,64.99
"2009-12-17",77.13,77.3,76.02,76.08,4610100,63.83
"2009-12-18",76.39,76.6,75.77,76.34,3271000,64.05
"2009-12-21",76.39,77.41,76.18,76.27,2558500,63.99
"2009-12-22",76.07,76.88,75.41,75.65,1947900,63.47
"2009-12-23",75.93,76.08,75.14,75.23,2211000,63.12
"2009-12-24",75.61,75.7,74.95,75.11,828800,63.01
"2009-12-28",75.12,75.77,74.77,75.7,1672000,63.51
"2009-12-29",75.96,77.22,75.96,76.66,2303900,64.32
"2009-12-30",76.29,77.08,75.82,76.12,1673800,63.86
"2009-12-31",76.3,76.39,75.19,75.35,1414000,63.22
"2010-01-04",75.87,76.95,75.52,76.85,2408300,64.47
"2010-01-05",76.62,77.79,76.55,77.65,2356500,65.15
"2010-01-06",76.1,77.19,75.85,76.51,5208100,64.19
"2010-01-07",76.17,76.2,73.61,74.41,7038300,62.43
"2010-01-08",74.35,75.94,74.32,75.61,3629400,63.43
"2010-01-11",75.76,76.19,75.19,75.97,1973500,63.74
"2010-01-12",75.75,76.47,75.31,75.96,2119000,63.73
"2010-01-13",76.16,77.02,75.71,76.88,2245100,64.5
"2010-01-14",76.79,77.03,76.15,76.84,1954500,64.47
"2010-01-15",76.96,77.19,76.33,76.76,2041900,64.4
"2010-01-19",76.8,78.7,76.55,78.31,3765500,65.7
"2010-01-20",77.81,78.3,76.82,78.11,3128200,65.53
"2010-01-21",78.05,78.58,76.47,76.98,2304400,64.58
"2010-01-22",76.75,77.31,75.5,75.58,2072100,63.41
"2010-01-25",76.25,77.48,75.82,76.76,2559200,64.4
"2010-01-26",76.42,77.35,75.85,76.78,2835100,64.42
"2010-01-27",76.69,77.34,76,77.13,3054500,64.71
"2010-01-28",78.43,78.47,75.25,76.15,3542400,63.89
"2010-01-29",76.16,76.45,74.37,74.52,3249800,62.52
"2010-02-01",75.34,75.34,74.28,74.89,2781100,62.83
"2010-02-02",75,76.76,74.89,76.55,2995600,64.22
"2010-02-03",76.18,76.95,75.84,76.69,2647600,64.34
"2010-02-04",76.25,77.12,75.95,76,4992800,63.76
"2010-02-05",75.85,76.62,74.04,75.72,5029700,63.53
"2010-02-08",75.68,75.86,74.47,74.53,4308100,62.53
"2010-02-09",75.17,75.99,74.7,75.45,3697800,63.3
"2010-02-10",75.35,75.59,74.7,75.11,2798600,63.01
"2010-02-11",74.9,76.42,74.51,76.35,3432500,64.06
"2010-02-12",75.73,75.96,75.02,75.58,2478500,63.41
"2010-02-16",75.92,76.33,75.48,76.03,2531400,63.79
"2010-02-17",76.15,76.77,75.52,76.37,2060100,64.07
"2010-02-18",76.17,77.44,76.15,77.33,2687400,64.88
"2010-02-19",77.19,77.46,76.64,77.21,2801000,64.78
"2010-02-22",77.19,77.73,76.55,76.94,3029100,64.55
"2010-02-23",76.84,78.05,76.74,76.9,2900000,64.52
"2010-02-24",77.17,77.69,76.93,77.56,2379300,65.07
"2010-02-25",76,77.04,75.62,76.99,2047900,65.12
"2010-02-26",76.89,77.94,76.7,77.76,2636000,65.77
"2010-03-01",77.75,79.42,77.69,78.86,2436600,66.7
"2010-03-02",79.22,80.09,78.97,79.21,2727900,67
"2010-03-03",79.73,80.05,78.72,78.85,1958900,66.69
"2010-03-04",79.19,79.83,78.61,79.27,1850000,67.05
"2010-03-05",79.42,81.33,79.42,81.27,3194500,68.74
"2010-03-08",81.19,81.97,81.07,81.09,2440100,68.59
"2010-03-09",81.01,82.45,80.84,82.22,2553800,69.54
"2010-03-10",82.49,82.96,82.23,82.58,2308000,69.85
"2010-03-11",82.2,83.24,80.32,83.03,3114300,70.23
"2010-03-12",83.09,83.35,82.58,83.09,2008600,70.28
"2010-03-15",83.14,84.26,83.06,84.12,2630900,71.15
"2010-03-16",84.3,84.99,84.14,84.62,4087500,71.57
"2010-03-17",84.77,85.2,84.5,84.86,2587500,71.78
"2010-03-18",84.74,86.13,84.34,85.94,2923100,72.69
"2010-03-19",86.82,87.18,86.1,86.9,4031700,73.5
"2010-03-22",85.39,86.35,85.12,85.71,3012700,72.5
"2010-03-23",85.5,85.75,84.42,84.78,3327800,71.71
"2010-03-24",84.68,84.71,83.46,83.88,2092500,70.95
"2010-03-25",83.93,84.58,83.49,83.53,1531900,70.65
"2010-03-26",83.94,84.58,83.53,84.24,1674200,71.25
"2010-03-29",84.54,85.23,84.53,84.82,1343400,71.74
"2010-03-30",84.7,85.03,83.61,84.09,1546900,71.13
"2010-03-31",83.88,83.88,82.89,83.22,2260600,70.39
"2010-04-01",83.61,84.25,83.2,83.88,1856400,70.95
"2010-04-05",84,84.49,83.57,83.84,1151700,70.92
"2010-04-06",83.62,83.62,82.28,82.52,2228900,69.8
"2010-04-07",82.22,82.81,81.97,82.19,1615300,69.52
"2010-04-08",82.23,82.59,81.99,82.19,1323100,69.52
"2010-04-09",82.44,82.82,81.88,82.79,1077100,70.03
"2010-04-12",82.72,83.2,82.53,82.92,1137800,70.14
"2010-04-13",82.84,82.92,82.14,82.6,1273300,69.87
"2010-04-14",82.63,82.69,81.49,82.61,1855800,69.87
"2010-04-15",82.68,83.58,82.61,83.22,1451200,70.39
"2010-04-16",83.31,83.54,82.03,82.99,2595500,70.2
"2010-04-19",82.95,84.28,82.87,84.2,2264400,71.22
"2010-04-20",84.52,85.42,84.26,84.97,2275800,71.87
"2010-04-21",84.84,86.85,84.29,86.25,2372300,72.95
"2010-04-22",85.89,86.78,85.41,86.67,2704400,73.31
"2010-04-23",86.73,86.92,85.94,86.92,1332900,73.52
"2010-04-26",87.03,87.06,85.92,86.09,1550200,72.82
"2010-04-27",85.99,86.27,84.19,84.5,2892600,71.47
"2010-04-28",84.88,85.23,83.89,84.96,1758900,71.86
"2010-04-29",85.44,86.65,85.44,86.37,1534300,73.05
"2010-04-30",86.24,86.87,84.89,84.89,1555400,71.8
"2010-05-03",85.29,86.98,85.03,86.75,1485200,73.38
"2010-05-04",86.28,86.31,85,85.4,2416100,72.23
"2010-05-05",84.44,85.94,84.44,84.84,2062500,71.76
"2010-05-06",84.5,85.73,78.74,82.85,3665700,70.08
"2010-05-07",82.33,83.26,80.55,81.27,4108400,68.74
"2010-05-10",83.98,84.89,82.64,83.62,2659400,70.73
"2010-05-11",83.01,83.95,82.64,83.1,2421000,70.29
"2010-05-12",83.49,84.02,82.96,83.41,2433900,70.55
"2010-05-13",83.45,83.92,82.06,82.35,2181700,69.65
"2010-05-14",81.78,82.16,80.1,80.79,2417100,68.34
"2010-05-17",80.97,81.7,80.18,81.31,2599600,68.78
"2010-05-18",81.61,82.71,80.63,81,3007200,68.51
"2010-05-19",80.77,81.01,78.98,80.5,2572500,68.09
"2010-05-20",79.32,79.6,77.55,77.55,3519400,65.59
"2010-05-21",76.27,81.19,76.06,81.16,5904300,68.65
"2010-05-24",80.76,81.11,79.67,79.8,2511900,67.5
"2010-05-25",78.56,80.76,78.19,80.4,4258200,68.01
"2010-05-26",80.94,81.37,79.71,79.73,3549200,67.44
"2010-05-27",80.6,80.6,79.62,80.56,2488700,68.68
"2010-05-28",80.42,80.75,79.72,79.92,1907900,68.14
"2010-06-01",79.85,80.9,78.97,79.17,1806500,67.5
"2010-06-02",79.3,79.84,78.46,79.8,2551100,68.04
"2010-06-03",79.81,80.32,79.34,79.71,1797900,67.96
"2010-06-04",78.76,78.76,77.17,77.39,2274200,65.98
"2010-06-07",77.99,77.99,76.22,76.32,2469900,65.07
"2010-06-08",76.3,77.28,75.74,77,2301600,65.65
"2010-06-09",77.04,78.54,77,77.34,2256100,65.94
"2010-06-10",77.97,78.83,77.52,78.47,2099500,66.9
"2010-06-11",77.81,78.86,77.42,78.75,1455800,67.14
"2010-06-14",79.25,80.67,79.25,79.67,2311200,67.92
"2010-06-15",80.19,80.89,79.95,80.84,2167000,68.92
"2010-06-16",80.46,81.6,80.42,81.2,1208800,69.23
"2010-06-17",80.96,81.45,79.99,80.95,1826400,69.02
"2010-06-18",81.09,81.09,80.01,80.69,2606000,68.79
"2010-06-21",81.45,81.7,79.61,80.07,2147700,68.27
"2010-06-22",79.96,81.14,79.77,79.86,1894200,68.09
"2010-06-23",80.07,80.57,79.24,79.69,2231200,67.94
"2010-06-24",79.44,80.02,78,78.12,1728200,66.6
"2010-06-25",78.12,78.5,77.58,78.05,3091600,66.54
