"","COP.Open","COP.High","COP.Low","COP.Close","COP.Volume","COP.Adjusted"
"2008-09-26",75.08,76.43,74.25,76.24,13245500,46.4
"2008-09-29",73.88,74.05,67.31,69.31,27963100,42.19
"2008-09-30",70.8,73.33,70.11,73.25,25473700,44.59
"2008-10-01",72.21,72.25,68.54,70.7,20429700,43.03
"2008-10-02",69.7,69.72,66.53,67.72,20968800,41.22
"2008-10-03",68.08,71.42,65.85,66.14,21197000,40.26
"2008-10-06",63.1,65.5,59.19,64.74,32189100,39.41
"2008-10-07",66.24,67.24,60.05,61.16,26526100,37.23
"2008-10-08",59.4,64.93,58.59,62.03,33704400,37.76
"2008-10-09",63.24,63.54,53.83,53.83,28651700,32.76
"2008-10-10",51,53.49,45.2,48.23,47384900,29.36
"2008-10-13",50.78,56.64,49.28,56.24,38653000,34.23
"2008-10-14",58.52,59.33,54.31,56.96,29787600,34.67
"2008-10-15",54.85,54.85,48.19,49.09,24539400,29.88
"2008-10-16",49.95,52.62,45.3,51.94,34247600,31.61
"2008-10-17",50.75,56.46,48.84,52.51,27072100,31.96
"2008-10-20",54.4,58,52.81,57.73,22721400,35.14
"2008-10-21",55.83,57.2,53.8,53.96,22002400,32.84
"2008-10-22",52.29,52.87,46.86,49.06,31745300,29.86
"2008-10-23",49.6,51.75,46.1,51.49,29488800,31.34
"2008-10-24",46.43,49.49,46.04,48.45,21555900,29.49
"2008-10-27",47.47,49.6,45,45.62,20959900,27.77
"2008-10-28",48.14,50.86,45,50.16,25382200,30.53
"2008-10-29",50.6,52.99,48.97,50.15,25871900,30.81
"2008-10-30",51.25,52.5,49.93,51.84,23706600,31.85
"2008-10-31",50.8,54,50.3,52.01,21511300,31.96
"2008-11-03",51.28,52.47,50.91,51.56,13302700,31.68
"2008-11-04",52.9,55.97,52.8,55.77,20324400,34.27
"2008-11-05",54.33,56.38,53,53.46,16447500,32.85
"2008-11-06",52.75,53.5,48.6,49.11,19941100,30.17
"2008-11-07",49.63,52,49.21,51.58,15562400,31.69
"2008-11-10",53.08,53.5,50,50.93,13605900,31.29
"2008-11-11",49.38,50.45,48.09,49.08,14451300,30.16
"2008-11-12",48.08,48.08,44.44,44.54,19737900,27.37
"2008-11-13",45.01,49.55,42.15,49.18,27855000,30.22
"2008-11-14",47.92,49.97,45.5,47.39,21641500,29.12
"2008-11-17",48.12,48.82,46.57,46.76,24813700,28.73
"2008-11-18",47.05,50.22,46.52,49.89,26310700,30.65
"2008-11-19",49.74,50.88,46.19,46.34,25378000,28.47
"2008-11-20",45.19,46.93,41.27,41.8,31272700,25.68
"2008-11-21",42.95,47.22,42.37,46.84,36482400,28.78
"2008-11-24",47.55,51.42,45.92,49.51,29211500,30.42
"2008-11-25",50.73,51.97,49.69,51.23,20232800,31.48
"2008-11-26",50.48,54.93,49.73,54.66,17709700,33.58
"2008-11-28",52.52,53.47,51.3,52.52,10234600,32.27
"2008-12-01",50.68,51.47,47.97,48.02,22264000,29.5
"2008-12-02",49.61,50.24,47.7,49.52,18857300,30.43
"2008-12-03",48.13,50.1,46.75,49.76,21153000,30.57
"2008-12-04",48.53,49.61,45.57,46.28,20033000,28.44
"2008-12-05",45.59,48.58,43.65,47.77,26497100,29.35
"2008-12-08",50,51.97,49.7,50.85,21265200,31.24
"2008-12-09",50.25,52.72,50,51.13,18030700,31.42
"2008-12-10",52.02,53.93,51.7,53.31,18250800,32.76
"2008-12-11",53.72,55.19,52.14,52.81,15832700,32.45
"2008-12-12",50.5,52.87,50.01,51.39,16078600,31.58
"2008-12-15",52.59,53.42,51,51.9,15551800,31.89
"2008-12-16",52.71,54.36,52.3,54.13,17833900,33.26
"2008-12-17",53.84,54.89,53.28,53.42,15446200,32.82
"2008-12-18",53.42,53.66,50.55,51.54,20467000,31.67
"2008-12-19",52.34,53.39,50.63,50.8,25511100,31.21
"2008-12-22",51.34,51.48,48.88,49.53,14777300,30.43
"2008-12-23",49.86,50.26,48.3,48.46,15207700,29.78
"2008-12-24",48.22,48.58,47.81,48,5565900,29.49
"2008-12-26",48.28,48.89,47.9,48.59,6745400,29.85
"2008-12-29",49.51,49.99,48.31,49,12898100,30.11
"2008-12-30",49.14,51.56,48.8,51.45,12241100,31.61
"2008-12-31",51.13,52.47,50.84,51.8,13045500,31.83
"2009-01-02",51.98,55.24,51.83,54.85,15538300,33.7
"2009-01-05",54.65,56.05,54.45,55.47,20390200,34.08
"2009-01-06",56.53,57.44,55.31,55.68,17082100,34.21
"2009-01-07",55,55,52.74,53.24,13447200,32.71
"2009-01-08",52.99,54.24,52.57,53.99,10084400,33.17
"2009-01-09",54,54.19,51.8,51.99,13818000,31.94
"2009-01-12",51.4,51.47,49.91,50.47,15255600,31.01
"2009-01-13",50.27,51.81,50.21,51.22,16274700,31.47
"2009-01-14",50.52,50.6,48.53,49.22,19027000,30.24
"2009-01-15",48.96,49.09,46.16,48.46,30470700,29.78
"2009-01-16",49.39,50.18,48.33,49.38,20883500,30.34
"2009-01-20",48.22,48.71,45.46,45.69,24183100,28.07
"2009-01-21",45.91,49.4,45.9,49.38,21142500,30.34
"2009-01-22",48.32,49.25,46.97,48.09,18106300,29.55
"2009-01-23",46.86,48.97,46.5,48.18,15686500,29.6
"2009-01-26",48.83,50.72,48.53,49.13,15675100,30.19
"2009-01-27",49.13,49.97,48.5,49.51,14798700,30.42
"2009-01-28",50.62,50.62,49.22,50.16,24500200,30.82
"2009-01-29",49.01,49.01,46.88,47.16,21109200,28.98
"2009-01-30",47.91,48.29,47.21,47.53,24927600,29.2
"2009-02-02",46.75,46.75,45.5,45.73,22388500,28.1
"2009-02-03",46.1,46.6,45.5,46.25,18161500,28.42
"2009-02-04",46.83,46.83,45.51,45.83,18853700,28.16
"2009-02-05",45.58,47.32,45.06,46.91,21409900,28.82
"2009-02-06",46.42,48.24,46.05,47.94,16260300,29.46
"2009-02-09",48.03,49.17,47.62,48.53,16737400,29.82
"2009-02-10",48.13,49.07,45.68,46.11,20592000,28.33
"2009-02-11",46.74,46.96,45.04,45.96,16859300,28.24
"2009-02-12",45.48,46.34,44.6,46.2,18736600,28.39
"2009-02-13",46.26,46.63,45.6,45.67,13220600,28.06
"2009-02-17",44.1,44.5,42.89,42.94,19035300,26.38
"2009-02-18",43.26,43.55,41.89,42.27,20790200,25.97
"2009-02-19",42.63,42.93,41.54,41.79,14197800,25.97
"2009-02-20",40.99,40.99,38.97,39.44,29925100,24.51
"2009-02-23",40.17,40.63,37.3,37.58,25582000,23.35
"2009-02-24",37.92,39.36,37.63,39.25,23015000,24.39
"2009-02-25",39.16,39.32,38,38.39,24169400,23.85
"2009-02-26",39.06,39.99,38.35,38.45,18981700,23.89
"2009-02-27",37.52,38.78,36.95,37.35,22452200,23.21
"2009-03-02",36.71,36.85,35.05,35.13,25669400,21.83
"2009-03-03",35.78,36.36,35,35.27,25184600,21.91
"2009-03-04",36.58,37.85,36.15,37.05,22203900,23.02
"2009-03-05",36.21,36.45,34.83,35.4,24575600,22
"2009-03-06",36.24,36.95,34.12,35.36,27945200,21.97
"2009-03-09",35.16,37.29,34.7,36.53,29007500,22.7
"2009-03-10",37.57,38.2,37.37,38,27099200,23.61
"2009-03-11",38.25,38.95,37.26,37.98,19844600,23.6
"2009-03-12",38.02,38.38,36.16,37.39,33577900,23.23
"2009-03-13",37.9,38.04,35.35,36.41,34073800,22.62
"2009-03-16",36.54,37.5,36.05,36.12,24962100,22.44
"2009-03-17",36.26,37.63,35.9,37.6,22516200,23.36
"2009-03-18",37.31,38.66,36.37,38.29,22586800,23.79
"2009-03-19",39.91,40.23,38.23,38.25,34090600,23.77
"2009-03-20",38.82,39.3,37.65,37.81,29402500,23.49
"2009-03-23",38.79,40.78,38.75,40.75,24093400,25.32
"2009-03-24",40,40.46,39.28,39.62,17715200,24.62
"2009-03-25",39.64,40.43,38.62,39.7,20065400,24.67
"2009-03-26",40.5,40.66,39.66,40.31,18042900,25.05
"2009-03-27",39.8,40.83,39.61,40.33,18847900,25.06
"2009-03-30",39.37,39.4,38.25,39.02,22162800,24.24
"2009-03-31",39.5,40.05,38.95,39.16,22567300,24.33
"2009-04-01",38.45,40.18,38.15,39.8,20260300,24.73
"2009-04-02",41.01,42.5,40.86,41.45,26244100,25.75
"2009-04-03",41.23,42.53,40.68,42.36,22579500,26.32
"2009-04-06",41.58,42.1,40.66,41.16,19296800,25.57
"2009-04-07",40.4,40.42,39.47,39.69,17314600,24.66
"2009-04-08",39.34,39.75,38.47,39.55,19484200,24.57
"2009-04-09",40.5,40.65,39.72,40.4,16356100,25.1
"2009-04-13",39.86,40.45,39.36,40.06,12583900,24.89
"2009-04-14",39.63,40.43,39.21,39.57,15434300,24.59
"2009-04-15",39.44,39.83,38.76,39.7,15379000,24.67
"2009-04-16",40.03,40.03,38.91,39.79,15955200,24.72
"2009-04-17",39.89,40.63,39.72,40.17,16898600,24.96
"2009-04-20",39.33,39.47,37.79,37.94,18406300,23.57
"2009-04-21",37.65,38.88,37.52,38.71,16647400,24.05
"2009-04-22",38.32,38.89,37.98,38.06,15900100,23.65
"2009-04-23",39.23,40,38.71,39.93,24437400,24.81
"2009-04-24",40.76,41.96,40.6,41.21,22070000,25.61
"2009-04-27",40.31,41.33,40.05,41.03,19600000,25.49
"2009-04-28",40.51,41.25,40.44,40.7,14119300,25.29
"2009-04-29",41.05,42,40.74,41.51,18090800,25.79
"2009-04-30",42.05,42.23,40.52,41,18850700,25.47
"2009-05-01",41.15,42.56,41.02,42.5,18834600,26.41
"2009-05-04",43.05,44.05,42.75,43.87,18318800,27.26
"2009-05-05",44.2,44.29,42.71,42.96,13097100,26.69
"2009-05-06",43.6,44.67,43.3,44.22,18377700,27.48
"2009-05-07",45.24,45.5,43.45,43.74,22847500,27.18
"2009-05-08",44.74,47.27,44.64,46.91,29250400,29.15
"2009-05-11",45.94,45.94,44.85,45.13,17200100,28.04
"2009-05-12",45.74,46.19,44.95,45.47,16293100,28.25
"2009-05-13",44.97,46.07,44.46,44.6,19124100,27.71
"2009-05-14",44.23,45.17,44.03,44.74,13026000,27.8
"2009-05-15",44.49,44.82,43.58,43.93,13172600,27.3
"2009-05-18",44.59,45.93,44.55,45.52,14302600,28.28
"2009-05-19",45.86,46.52,45.75,45.9,14496500,28.52
"2009-05-20",46.78,47.32,46.04,46.19,15022900,28.7
"2009-05-21",45.18,45.35,44.13,44.66,15663700,28.03
"2009-05-22",44.93,45.17,44.27,44.38,9887500,27.86
"2009-05-26",44,45.15,43.7,45.03,13306800,28.27
"2009-05-27",45.14,46.1,44.26,44.47,14664800,27.91
"2009-05-28",44.85,45.88,44.83,45.61,19877400,28.63
"2009-05-29",46.45,46.65,45.45,45.84,18368900,28.77
"2009-06-01",47.03,48.19,46.72,47.9,17637800,30.07
"2009-06-02",48,48.71,47.78,47.93,18694900,30.09
"2009-06-03",47.28,47.28,44.95,45.63,27559000,28.64
"2009-06-04",46.1,46.38,45.2,45.97,26003500,28.86
"2009-06-05",46.35,46.63,44.72,45,24437200,28.25
"2009-06-08",44.76,45.3,44.22,45.02,17714700,28.26
"2009-06-09",45.52,45.97,44.9,45.55,16923200,28.59
"2009-06-10",46.43,46.53,45.25,45.76,17591400,28.72
"2009-06-11",45.91,46.5,45.47,45.55,23353800,28.59
"2009-06-12",44.96,44.99,43.77,44.37,26892400,27.85
"2009-06-15",43.83,43.86,42.45,43.1,27168900,27.05
"2009-06-16",43.92,44.22,43.08,43.27,21696100,27.16
"2009-06-17",43.1,43.23,41.96,42.53,18551700,26.7
"2009-06-18",42.47,42.9,42.04,42.81,17442400,26.87
"2009-06-19",43.4,43.63,42.85,42.97,22597800,26.97
"2009-06-22",42.2,42.2,40.43,40.43,25528900,25.38
"2009-06-23",41.06,41.54,40.54,41.25,20632500,25.89
"2009-06-24",41.82,42.56,41.51,41.7,19738100,26.18
"2009-06-25",41.53,42,40.98,41.76,23365400,26.21
"2009-06-26",41.83,41.96,41.32,41.62,15091800,26.13
"2009-06-29",42.25,42.57,41.86,42.21,17603300,26.5
"2009-06-30",42.11,42.56,41.3,42.06,27683600,26.4
"2009-07-01",42.8,42.94,42,42.06,15700000,26.4
"2009-07-02",41.49,41.54,40.96,40.96,16364300,25.71
"2009-07-06",40.13,40.89,39.74,40.83,18032300,25.63
"2009-07-07",40.74,40.84,39.54,39.99,21600000,25.1
"2009-07-08",39.81,40.08,38.62,39.44,30069500,24.76
"2009-07-09",39.96,40.97,39.87,40.31,21113100,25.3
"2009-07-10",39.67,39.85,39.06,39.72,16662400,24.93
"2009-07-13",39.97,40.64,39.16,40.62,17217300,25.5
"2009-07-14",40.83,41.24,40.18,40.55,19053000,25.45
"2009-07-15",41.18,41.8,41.07,41.64,18015100,26.14
"2009-07-16",41.4,42.6,41.34,42.37,15230200,26.6
"2009-07-17",42.39,42.74,42,42.38,14459700,26.6
"2009-07-20",42.88,43.32,42.56,43.19,16927600,27.11
"2009-07-21",43.55,43.93,43,43.5,16152000,27.31
"2009-07-22",42.95,43.65,42.63,43.16,14611100,27.09
"2009-07-23",43.1,44.2,43.06,43.99,16188800,27.61
"2009-07-24",43.76,45.11,43.75,44.95,16207700,28.22
"2009-07-27",45.21,45.74,44.84,45.25,14868400,28.4
"2009-07-28",44.75,45.09,44.15,44.9,18384600,28.18
"2009-07-29",43.9,43.93,42.37,42.86,25487200,27.19
"2009-07-30",43.46,43.9,42.86,43.19,18167800,27.4
"2009-07-31",43,43.84,42.59,43.71,17994400,27.73
"2009-08-03",44.34,45.34,44.26,44.99,17455900,28.54
"2009-08-04",44.8,45.07,44.43,44.85,11498900,28.45
"2009-08-05",44.87,44.92,44.15,44.59,11654700,28.29
"2009-08-06",44.63,44.71,43.82,44.12,10518900,27.99
"2009-08-07",44.71,44.83,43.92,44.07,9282100,27.96
"2009-08-10",43.99,44.5,43.84,44.22,11141300,28.05
"2009-08-11",44.05,44.27,43.56,43.62,10658200,27.67
"2009-08-12",43.64,44.19,43.64,43.89,14644300,27.84
"2009-08-13",44.03,44.25,43.62,44.21,13751100,28.05
"2009-08-14",44.21,44.4,43.25,43.77,11107200,27.77
"2009-08-17",42.81,42.81,42.06,42.36,13423000,26.87
"2009-08-18",42.44,42.81,42.2,42.59,10646400,27.02
"2009-08-19",42.17,43.64,42.05,43.12,13612800,27.35
"2009-08-20",43.17,43.65,42.98,43.25,11903700,27.44
"2009-08-21",43.98,44.31,43.75,44.2,20595100,28.04
"2009-08-24",44.54,45.41,44.44,45.31,22353000,28.74
"2009-08-25",45.5,45.83,44.87,45.03,15433900,28.57
"2009-08-26",44.66,45.76,44.5,45.59,20385200,28.92
"2009-08-27",45.49,45.88,44.57,45.73,19722300,29.01
"2009-08-28",45.96,46.11,45.46,45.7,8721600,28.99
"2009-08-31",45.2,45.34,44.67,45.03,13495300,28.57
"2009-09-01",44.98,45.53,44,44.15,20067600,28.01
"2009-09-02",44.74,44.87,44.23,44.34,13888200,28.13
"2009-09-03",44.54,44.58,43.92,44.22,9436200,28.05
"2009-09-04",44.07,45.12,44.07,44.97,11125300,28.53
"2009-09-08",45.75,46.24,45.7,46,12019000,29.18
"2009-09-09",46.14,46.29,45.53,45.83,13439400,29.07
"2009-09-10",46.04,46.46,45.69,46.38,13255900,29.42
"2009-09-11",46.5,46.73,45.72,45.96,14038900,29.16
"2009-09-14",45.36,46.67,45.32,46.59,14664500,29.55
"2009-09-15",46.69,46.76,46.05,46.33,19367300,29.39
"2009-09-16",46.63,46.84,46.34,46.79,15822700,29.68
"2009-09-17",46.67,47.06,46.35,46.79,14338800,29.68
"2009-09-18",47.04,47.3,46.5,46.8,16154600,29.69
"2009-09-21",46.14,46.34,45.79,46.15,12531100,29.28
"2009-09-22",46.66,46.85,46.36,46.64,10392100,29.59
"2009-09-23",46.77,46.79,45.75,45.83,18929400,29.07
"2009-09-24",45.87,45.93,44.8,45.06,15408400,28.58
"2009-09-25",45.1,45.65,44.91,45.06,11648700,28.58
"2009-09-28",45.22,45.89,45.19,45.69,11213300,28.98
"2009-09-29",46.04,46.04,45.15,45.22,14971300,28.69
"2009-09-30",45.39,45.51,44.53,45.16,22286000,28.65
"2009-10-01",45,45.82,44.88,45.5,31428300,28.86
"2009-10-02",45.2,47.06,45,46.8,35222800,29.69
"2009-10-05",47.11,48.06,46.94,47.86,23127300,30.36
"2009-10-06",48.43,48.78,48.02,48.41,24299900,30.71
"2009-10-07",48.09,49.75,48,49.7,32299800,31.53
"2009-10-08",49.95,51.99,49.7,51.41,37771600,32.61
"2009-10-09",51.09,51.23,50.28,50.78,16301900,32.21
"2009-10-12",51.5,51.89,51.14,51.36,12099300,32.58
"2009-10-13",51.34,51.5,50.4,50.97,15500400,32.33
"2009-10-14",51.34,51.47,50.68,50.84,21425900,32.25
"2009-10-15",50.62,51.89,50.4,51.77,22427300,32.84
"2009-10-16",51.51,52.35,51.42,51.96,17429100,32.96
"2009-10-19",52.25,53.4,52,53.08,17057900,33.67
"2009-10-20",53.33,53.49,52.25,52.9,13724200,33.56
"2009-10-21",52.65,54.11,52.27,52.97,17679800,33.6
"2009-10-22",52.84,52.98,51.91,52.93,14509100,33.58
"2009-10-23",53.07,53.23,51.63,51.97,14501100,32.97
"2009-10-26",52.14,53.2,50.42,50.74,21604800,32.19
"2009-10-27",51.25,51.97,51.05,51.4,25983300,32.61
"2009-10-28",50.92,51.3,49.27,49.49,33992400,31.7
"2009-10-29",50.04,51.55,49.77,51.33,21818800,32.88
"2009-10-30",51.15,51.41,49.7,50.18,21645200,32.15
"2009-11-02",50.18,51.03,49.28,49.98,14590100,32.02
"2009-11-03",49.25,50.92,49.13,50.75,16482900,32.51
"2009-11-04",51.07,52,51,51.25,15352000,32.83
"2009-11-05",51.56,52.33,51.54,51.95,12499300,33.28
"2009-11-06",51.45,52.39,51.31,52.11,11081900,33.38
"2009-11-09",52.79,53.23,52.65,52.85,11934400,33.86
"2009-11-10",52.57,53.75,52.57,53.58,17944600,34.32
"2009-11-11",53.95,54.09,53,53.16,14119100,34.05
"2009-11-12",53.01,53.22,51.99,52.22,13685300,33.45
"2009-11-13",52.3,53.2,51.85,52.83,12834200,33.84
"2009-11-16",53.13,54.13,53.09,53.84,12420400,34.49
"2009-11-17",53.54,53.91,53.11,53.69,11048700,34.39
"2009-11-18",53.76,53.96,53.07,53.58,11109800,34.32
"2009-11-19",53.2,53.29,52.39,52.56,12716000,33.67
"2009-11-20",52.28,52.55,51.63,52.08,15549100,33.36
"2009-11-23",52.78,53.67,52.15,52.37,14094900,33.55
"2009-11-24",52.28,52.8,51.79,52.68,13855900,33.75
"2009-11-25",52.7,52.96,52.48,52.9,9489500,33.89
"2009-11-27",51.15,52.18,50.8,51.92,6896300,33.26
"2009-11-30",51.77,52.23,51.29,51.77,11052400,33.16
"2009-12-01",52.91,52.91,52.07,52.26,10710800,33.48
"2009-12-02",52.39,52.4,51.59,51.84,8960600,33.21
"2009-12-03",51.8,51.96,51.05,51.17,11591900,32.78
"2009-12-04",51.75,52.28,50.5,50.66,13664800,32.45
"2009-12-07",50.5,51.35,50.43,50.82,9278000,32.55
"2009-12-08",50.4,50.42,49.79,49.94,13236100,31.99
"2009-12-09",50.08,50.5,49.82,50.22,12065900,32.17
"2009-12-10",50.54,50.98,50.25,50.89,12061900,32.6
"2009-12-11",51,51.19,50.58,50.92,9268900,32.62
"2009-12-14",51.42,51.6,50.87,51.09,13570700,32.73
"2009-12-15",50.61,51.12,50.35,50.66,10321300,32.45
"2009-12-16",50.95,51.52,50.81,50.86,10480400,32.58
"2009-12-17",50.54,50.82,50.15,50.21,11638900,32.16
"2009-12-18",50.65,50.69,49.4,49.8,19531100,31.9
"2009-12-21",50.19,50.6,50.11,50.6,11246800,32.41
"2009-12-22",50.67,50.99,50.54,50.84,9950600,32.57
"2009-12-23",50.72,50.9,50.38,50.48,6576100,32.34
"2009-12-24",50.49,50.95,50.41,50.87,2931200,32.59
"2009-12-28",51,51.25,50.84,51.16,5286500,32.77
"2009-12-29",51.25,51.38,50.73,50.8,6151600,32.54
"2009-12-30",50.56,51,50.5,50.99,5805500,32.66
"2009-12-31",51.12,51.38,50.92,51.07,7838500,32.72
"2010-01-04",51.77,52.68,51.53,52.58,13880800,33.68
"2010-01-05",52.65,52.77,52.21,52.63,10084500,33.71
"2010-01-06",52.67,53.07,52.33,53.01,11631900,33.96
"2010-01-07",52.71,53.09,52.5,52.8,7648900,33.82
"2010-01-08",52.61,53.28,52.43,53.26,7284200,34.12
"2010-01-11",53.54,53.74,53.06,53.57,8968100,34.32
"2010-01-12",53,53.01,52.28,52.43,11301100,33.59
"2010-01-13",52.21,52.96,51.98,52.76,9470700,33.8
"2010-01-14",52.66,53.15,52.5,52.98,8835700,33.94
"2010-01-15",52.83,53.06,52.46,53.02,11596800,33.96
"2010-01-19",52.45,53.8,52.45,53.71,11379300,34.41
"2010-01-20",52.81,53.16,52.51,53.06,12374600,33.99
"2010-01-21",53.03,53.27,52.06,52.24,20681800,33.46
"2010-01-22",52,52.19,50.51,50.6,17651500,32.41
"2010-01-25",50.96,51.58,50.65,50.75,11458200,32.51
"2010-01-26",50.33,51.02,49.96,50.43,14525900,32.31
"2010-01-27",50.43,51.04,48.99,49.81,15845300,31.91
"2010-01-28",50.04,50.24,47.77,48.35,17975200,30.97
"2010-01-29",48.65,48.87,47.78,48,22175000,30.75
"2010-02-01",48.45,49.32,48.26,49.07,14723900,31.43
"2010-02-02",49.36,50.24,49,50.15,16306700,32.13
"2010-02-03",49.83,50.51,49.72,49.99,13534900,32.02
"2010-02-04",49.59,49.6,47.91,48.16,17513700,30.85
"2010-02-05",47.89,48.1,46.63,47.98,20077200,30.74
"2010-02-08",47.91,48.25,47.3,47.37,10417300,30.34
"2010-02-09",47.95,50.32,47.4,48.49,17508100,31.06
"2010-02-10",48.51,48.65,47.8,48.26,11795600,30.92
"2010-02-11",48.28,49.11,47.96,48.9,9869700,31.33
"2010-02-12",48.36,48.83,47.94,48.67,13941100,31.18
"2010-02-16",49.08,50.13,49.08,49.92,14967900,31.98
"2010-02-17",49.91,50.25,48.99,49.3,15882400,31.58
"2010-02-18",48.62,49.16,48.53,48.87,12565600,31.63
"2010-02-19",48.7,49.22,48.46,48.9,12413600,31.65
"2010-02-22",49.29,49.29,48.53,48.7,10961600,31.52
"2010-02-23",48.43,48.65,47.56,47.85,13906200,30.97
"2010-02-24",47.86,48.52,47.63,48.35,10245700,31.29
"2010-02-25",47.6,48.36,47.15,48.3,11975500,31.26
"2010-02-26",48.38,48.53,47.95,48,10411200,31.06
"2010-03-01",48.37,48.99,48.27,48.91,11431600,31.65
"2010-03-02",49.33,49.92,49.2,49.71,13249200,32.17
"2010-03-03",49.88,49.98,49.34,49.38,18194900,31.96
"2010-03-04",49.37,49.54,49.09,49.34,13562200,31.93
"2010-03-05",49.85,50.51,49.73,50.41,15240500,32.62
"2010-03-08",50.56,50.87,50.41,50.73,8167600,32.83
"2010-03-09",50.46,51.09,50.36,50.85,12696400,32.91
"2010-03-10",50.87,51.62,50.85,51.47,15930500,33.31
"2010-03-11",51.47,51.51,50.95,51.3,10174800,33.2
"2010-03-12",51.54,51.77,51.17,51.68,10019600,33.45
"2010-03-15",51.43,52.08,51.16,51.65,12761900,33.43
"2010-03-16",51.93,52.3,51.76,52.17,15411200,33.76
"2010-03-17",52.38,53.18,52.31,52.98,15822700,34.29
"2010-03-18",52.9,52.91,52.17,52.71,11119500,34.11
"2010-03-19",52.94,52.98,51.7,52.37,15383100,33.89
"2010-03-22",51.44,52.26,51.34,52.1,10762700,33.72
"2010-03-23",52.07,52.6,51.72,52.51,11690900,33.98
"2010-03-24",52.91,52.94,52.21,52.53,19336200,34
"2010-03-25",52.8,52.84,51.49,51.53,13804100,33.35
"2010-03-26",51.79,51.81,50.66,51.02,19690000,33.02
"2010-03-29",51.41,51.54,50.86,51.15,16935400,33.1
"2010-03-30",51.09,51.39,50.92,51.26,12100900,33.17
"2010-03-31",51.21,51.43,50.97,51.17,16079800,33.12
"2010-04-01",51.6,52.09,51.5,52.02,11926700,33.67
"2010-04-05",52.36,53.31,52.02,53.28,12295900,34.48
"2010-04-06",53.17,53.43,52.9,53.3,9739400,34.49
"2010-04-07",53.18,53.18,52.42,52.91,14058200,34.24
"2010-04-08",52.65,54.16,52.52,53.94,19218000,34.91
"2010-04-09",54.22,55.47,54.21,55.32,19614200,35.8
"2010-04-12",55.41,56.17,55.26,55.96,18608500,36.21
"2010-04-13",56.38,56.78,55.43,55.67,18785500,36.03
"2010-04-14",55.91,56.95,55.7,56.89,14976500,36.82
"2010-04-15",56.89,57.49,56.66,57.06,14571500,36.93
"2010-04-16",56.82,57.07,55.54,56.05,17390300,36.27
"2010-04-19",55.52,56.76,55.39,56.64,14290000,36.66
"2010-04-20",57.07,57.61,56.94,57.4,12094500,37.15
"2010-04-21",57.54,57.64,56.57,57.22,11909900,37.03
"2010-04-22",56.74,57.02,55.96,56.98,12419600,36.88
"2010-04-23",56.9,58.13,56.58,58.09,15646100,37.59
"2010-04-26",58.16,58.47,58.06,58.3,14325700,37.73
"2010-04-27",57.5,58.49,54.26,57.54,23420600,37.24
"2010-04-28",57.59,58.8,57.42,58.55,22939300,37.89
"2010-04-29",59,60.15,59,59.1,17990400,38.25
"2010-04-30",59.29,59.45,57.81,59.19,19472000,38.31
"2010-05-03",59.52,60.53,59.42,59.7,16303500,38.64
"2010-05-04",59.07,59.11,57.23,58.01,19230300,37.54
"2010-05-05",56.75,57.1,55.86,56.76,19376600,36.73
"2010-05-06",56.27,56.83,52,55.09,26741400,35.65
"2010-05-07",54.56,55.72,53.79,54.68,26658300,35.39
"2010-05-10",56.37,57,55.93,56.67,19664000,36.67
"2010-05-11",56.07,58.41,56,57.28,17015400,37.07
"2010-05-12",57.2,57.96,57.01,57.68,12655100,37.33
"2010-05-13",57.42,57.78,56.79,56.94,14040100,36.85
"2010-05-14",56.45,56.55,55.24,55.84,16283900,36.14
"2010-05-17",56.09,56.19,54.26,55.19,16532200,35.72
"2010-05-18",55.85,56.1,54.55,54.67,17019000,35.38
"2010-05-19",54.29,54.79,53.35,53.91,18077700,34.89
"2010-05-20",52.13,52.41,50.77,50.93,31755000,33.3
"2010-05-21",49.93,51.51,49.74,51.47,23895600,33.65
"2010-05-24",51.36,51.51,50.04,50.11,17296200,32.76
"2010-05-25",49.03,50,48.51,49.92,22400000,32.64
"2010-05-26",50.25,50.69,49.4,49.57,17380400,32.41
"2010-05-27",50.9,52.23,50.31,52.21,20260900,34.14
"2010-05-28",52.46,52.58,51.58,51.86,15567700,33.91
"2010-06-01",51.77,52.2,50.26,50.33,17827500,32.91
"2010-06-02",51.24,52.49,50.77,52.49,18858600,34.32
"2010-06-03",52.75,52.8,51.52,51.98,18174700,33.99
"2010-06-04",50.94,51.35,49.68,50.06,18797000,32.73
"2010-06-07",50.32,50.53,49.55,49.59,15674700,32.42
"2010-06-08",49.55,51,49.52,50.84,19331600,33.24
"2010-06-09",51.32,51.91,50.57,50.72,17130800,33.16
"2010-06-10",52.07,53.59,51.76,53.37,18956300,34.89
"2010-06-11",52.87,53.5,52.57,53.5,8953100,34.98
"2010-06-14",54.15,54.68,52.71,52.8,16447900,34.52
"2010-06-15",53.37,54.36,53.23,54.3,16420000,35.5
"2010-06-16",53.9,54.48,53.66,54.47,10568100,35.61
"2010-06-17",54.76,55.28,54.19,55.18,13706600,36.08
"2010-06-18",55.48,56.01,55.11,56.01,14205500,36.62
"2010-06-21",56.79,56.95,55.48,55.8,10946500,36.48
"2010-06-22",55.7,56.19,54.25,54.46,14831900,35.61
"2010-06-23",54.44,54.63,53.31,53.51,14243300,34.99
"2010-06-24",53.26,53.39,51.98,52.51,19443500,34.33
