"","BDX.Open","BDX.High","BDX.Low","BDX.Close","BDX.Volume","BDX.Adjusted"
"2010-07-07",68.14,70.3,67.9,70.28,2112500,64.77
"2010-07-08",70.52,71.02,69.44,69.96,1791200,64.48
"2010-07-09",69.91,70.09,69.05,69.46,1012400,64.02
"2010-07-12",69.41,69.46,68.83,69.08,1245200,63.67
"2010-07-13",69.55,70.08,69.4,69.52,1252800,64.07
"2010-07-14",69.28,69.59,68.52,69.59,1375200,64.14
"2010-07-15",69.3,69.69,68.87,69.36,955100,63.93
"2010-07-16",69.16,69.33,67.62,67.75,1221100,62.44
"2010-07-19",67.98,68.38,67.81,68.06,765700,62.73
"2010-07-20",67.53,68.17,67.14,68.13,1734600,62.79
"2010-07-21",68.26,68.26,66.64,66.92,1876700,61.68
"2010-07-22",67.26,68.24,67.1,67.4,2360500,62.12
"2010-07-23",67.07,67.07,66.47,66.89,2774400,61.65
"2010-07-26",67.06,68.64,66.72,68.55,1917000,63.18
"2010-07-27",69.22,69.26,68.09,68.27,1736700,62.92
"2010-07-28",68.09,68.8,67.39,68.33,2236100,62.98
"2010-07-29",69.32,69.93,67.13,67.54,2089100,62.25
"2010-07-30",67.15,69.15,66.87,68.8,2110800,63.41
"2010-08-02",69.55,70.5,69.2,70.4,2255700,64.88
"2010-08-03",70.36,70.89,70.11,70.46,1311000,64.94
"2010-08-04",70.63,71.27,70.25,71.19,1226200,65.61
"2010-08-05",71,71.78,70.74,71.61,1370600,66
"2010-08-06",71.19,71.8,70.49,71.68,1214700,66.06
"2010-08-09",71.6,72,71.5,71.88,661600,66.25
"2010-08-10",71.44,72.69,71.06,72.39,1251800,66.72
"2010-08-11",71.6,71.78,70.53,71.1,1745200,65.53
"2010-08-12",70.22,71.22,70.22,71.06,1041900,65.49
"2010-08-13",71,71.26,70.64,70.96,668500,65.4
"2010-08-16",70.62,70.8,70.14,70.63,687700,65.1
"2010-08-17",70.91,72.31,70.67,71.98,1048500,66.34
"2010-08-18",71.97,72.68,71.57,72.33,941200,66.66
"2010-08-19",71.96,72.04,70.71,71.31,1013900,65.72
"2010-08-20",70.87,71.47,69.95,70.82,1213700,65.27
"2010-08-23",71.07,71.8,70.99,71.01,1362300,65.45
"2010-08-24",70.35,70.35,69.06,69.3,1289800,63.87
"2010-08-25",69,70.08,68.94,69.76,975400,64.29
"2010-08-26",69.82,69.95,68.82,68.83,1429400,63.44
"2010-08-27",69.04,69.79,68.68,69.72,915900,64.26
"2010-08-30",69.52,69.91,69.25,69.26,747800,63.83
"2010-08-31",69.09,69.28,68.07,68.19,1627500,62.85
"2010-09-01",68.84,69.79,68.83,69.52,1580800,64.07
"2010-09-02",69.54,70.27,69.54,70.27,718900,64.76
"2010-09-03",70.6,70.69,69.97,70.62,982000,65.09
"2010-09-07",69.9,70.38,69.61,69.83,767300,64.7
"2010-09-08",69.85,70.05,69.54,69.71,820600,64.59
"2010-09-09",70.19,71,69.92,70.83,1283800,65.62
"2010-09-10",70.79,71.39,70.6,71.27,716500,66.03
"2010-09-13",71.7,72.05,70.95,71.19,815900,65.96
"2010-09-14",71.21,71.94,70.86,71.59,693700,66.33
"2010-09-15",71.24,72.78,71.24,72.55,950300,67.22
"2010-09-16",72.26,73.06,71.89,72.75,810500,67.4
"2010-09-17",73.05,73.5,72.87,73.48,1417400,68.08
"2010-09-20",73.56,73.69,72.75,73.58,1074100,68.17
"2010-09-21",73.8,74,73.33,73.71,880700,68.29
"2010-09-22",73.7,74.29,73.03,73.48,1027600,68.08
"2010-09-23",72.99,73.62,72.91,73.11,689800,67.74
"2010-09-24",73.72,74.3,73.56,74.28,728700,68.82
"2010-09-27",74.7,74.9,74.2,74.22,823600,68.77
"2010-09-28",74.45,74.86,73.97,74.82,1230200,69.32
"2010-09-29",74.54,74.7,73.85,74.17,1171200,68.72
"2010-09-30",74.36,74.83,73.97,74.1,1021300,68.65
"2010-10-01",74.56,74.72,73.69,74.3,1128900,68.84
"2010-10-04",74.15,74.29,73.39,73.67,831100,68.26
"2010-10-05",74.1,75.09,74.04,74.87,1066600,69.37
"2010-10-06",74.93,75.39,74.7,75.13,642300,69.61
"2010-10-07",75.32,75.49,74.25,74.52,1047600,69.04
"2010-10-08",74.7,75,74.45,74.75,911200,69.26
"2010-10-11",74.91,75.48,74.79,74.92,387700,69.41
"2010-10-12",74.71,75.66,74.39,75.55,906100,70
"2010-10-13",75.75,76.16,75.48,76.02,903800,70.43
"2010-10-14",76.17,76.36,75.73,76.08,937400,70.49
"2010-10-15",76.5,76.5,75.6,76.13,997100,70.53
"2010-10-18",76.22,76.86,76.11,76.82,781600,71.17
"2010-10-19",76.26,76.63,75.88,76.35,1478400,70.74
"2010-10-20",76.45,77.01,76.42,76.9,1097400,71.25
"2010-10-21",77,77.64,76.73,77,1644800,71.34
"2010-10-22",77.01,77.27,76.31,76.4,980200,70.79
"2010-10-25",76.68,77.24,76.68,76.91,1166300,71.26
"2010-10-26",76.62,77.01,76.58,76.73,912500,71.09
"2010-10-27",76.35,76.61,75.63,76.15,1132300,70.55
"2010-10-28",77.02,77.21,76.1,76.39,870600,70.78
"2010-10-29",76.09,76.14,75.52,75.52,1278100,69.97
"2010-11-01",75.92,76.06,74.92,75.29,1519900,69.76
"2010-11-02",75.85,76.22,75.24,75.38,1430900,69.84
"2010-11-03",75.61,76,74.65,75.54,1832300,69.99
"2010-11-04",76.31,78.76,76.31,78.25,2374800,72.5
"2010-11-05",77.9,78.16,77.34,77.54,1813500,71.84
"2010-11-08",76.96,77.98,76.63,77.56,1139400,71.86
"2010-11-09",77.5,78.19,77.27,77.78,1353600,72.06
"2010-11-10",77.46,78.24,77.16,78.18,1191800,72.43
"2010-11-11",77.71,78.35,77.22,78.27,1036300,72.52
"2010-11-12",77.78,77.82,77.13,77.27,1136800,71.59
"2010-11-15",76.8,78.12,76.8,77.39,922400,71.7
"2010-11-16",76.86,77.15,76.4,76.61,1617900,70.98
"2010-11-17",76.79,76.91,76.25,76.78,1276800,71.14
"2010-11-18",77.1,78.06,76.88,77.69,955800,71.98
"2010-11-19",77.65,77.88,77.27,77.84,1056100,72.12
"2010-11-22",77.53,77.81,76.84,77.62,1264300,71.92
"2010-11-23",76.72,76.9,76.36,76.64,1087400,71.01
"2010-11-24",76.64,78.15,76.55,78.12,1304700,72.38
"2010-11-26",77.24,78.42,77.2,78.16,825100,72.42
"2010-11-29",77.53,78.31,77.16,78.05,1595400,72.31
"2010-11-30",77.12,78.19,76.62,77.93,1873800,72.2
"2010-12-01",78.61,79.96,78.34,79.82,1588500,73.95
"2010-12-02",79.88,81.16,79.8,80.76,2106400,74.82
"2010-12-03",80.65,81.65,80.37,81.53,1831300,75.54
"2010-12-06",81.52,81.59,80.85,80.85,2069200,74.91
"2010-12-07",81.27,81.87,81.05,81.38,2351500,75.4
"2010-12-08",81.25,81.61,80.8,81.05,1380900,75.47
"2010-12-09",81.29,81.79,81.1,81.46,1064400,75.86
"2010-12-10",81.81,82.45,81.55,82.03,1516900,76.39
"2010-12-13",82.1,82.75,81.76,82.42,1459400,76.75
"2010-12-14",82.43,83.8,82.04,83.39,1632100,77.65
"2010-12-15",83.15,83.5,82.81,83.04,1549500,77.33
"2010-12-16",82.94,84.93,82.63,84.78,1955200,78.95
"2010-12-17",84.74,85.31,83.97,85.21,1911500,79.35
"2010-12-20",85.23,85.5,83.82,83.85,1641200,78.08
"2010-12-21",84.26,84.26,83.4,83.81,1595500,78.04
"2010-12-22",83.95,84.66,83.65,84.38,1014900,78.57
"2010-12-23",84.13,84.79,84.13,84.64,908500,78.82
"2010-12-27",84.43,84.5,84.02,84.11,568500,78.32
"2010-12-28",84.42,85.33,84.28,85.32,1251400,79.45
"2010-12-29",85.33,85.5,84.83,84.98,845600,79.13
"2010-12-30",85.03,85.34,84.65,85.14,659300,79.28
"2010-12-31",84.99,85.27,84.43,84.52,645100,78.7
"2011-01-03",85.17,85.69,84.63,84.73,1579500,78.9
"2011-01-04",84.75,84.86,83.08,83.35,1652600,77.62
"2011-01-05",83.09,83.63,82.73,83.37,1048400,77.63
"2011-01-06",83.35,83.58,82.99,83.25,952200,77.52
"2011-01-07",83.34,83.85,82.67,83.23,973300,77.5
"2011-01-10",82.73,83.22,82.59,83.06,886200,77.35
"2011-01-11",83.26,84.22,83.25,83.98,698800,78.2
"2011-01-12",84.25,84.33,83.48,83.64,1457700,77.89
"2011-01-13",83.78,83.89,82.91,83.13,1271400,77.41
"2011-01-14",83.08,83.13,82.36,82.7,1313600,77.01
"2011-01-18",82.58,84.18,82.45,83.97,1432600,78.19
"2011-01-19",84.05,84.27,82.68,83,1281500,77.29
"2011-01-20",83.02,83.37,82.71,83.09,802000,77.37
"2011-01-21",83.44,84.38,83.08,83.2,1397600,77.48
"2011-01-24",83.32,83.87,83.15,83.66,1246100,77.9
"2011-01-25",83.79,84.76,83.65,84.61,1815900,78.79
"2011-01-26",84.94,85,84.13,84.13,1213600,78.34
"2011-01-27",83.87,84.32,83.41,83.55,1159800,77.8
"2011-01-28",83.22,83.95,82.41,82.56,1070200,76.88
"2011-01-31",82.65,82.97,81.56,82.95,1097300,77.24
"2011-02-01",83.38,83.95,83.09,83.82,795700,78.05
"2011-02-02",83.69,84.07,83.34,83.72,793100,77.96
"2011-02-03",83.57,84.43,83.51,84.16,805800,78.37
"2011-02-04",84.38,84.52,83.82,84.5,911600,78.69
"2011-02-07",84.82,85.9,84.58,85.64,1289800,79.75
"2011-02-08",82.72,83.99,80.15,81.03,4390100,75.45
"2011-02-09",81.03,81.71,80.97,81.38,1723200,75.78
"2011-02-10",81.39,81.73,81.05,81.2,1580800,75.61
"2011-02-11",80.95,81.53,80.5,81.29,1287900,75.7
"2011-02-14",81.21,81.62,80.76,81.59,1229700,75.98
"2011-02-15",80.74,81.05,80.29,80.44,1968100,74.91
"2011-02-16",80.51,80.91,79.97,80,2949100,74.5
"2011-02-17",79.66,80.39,78.62,80.26,2688100,74.74
"2011-02-18",80.43,81.74,80.09,81.28,1984700,75.69
"2011-02-22",80.41,81.13,79.59,79.68,1665000,74.2
"2011-02-23",79.77,80.15,79.03,79.09,1627000,73.65
"2011-02-24",78.98,79.7,78.57,79.08,1286400,73.64
"2011-02-25",79.45,80.23,79.18,80.17,1172100,74.65
"2011-02-28",80.15,80.33,79.55,80,1699800,74.5
"2011-03-01",80.13,80.18,79.2,79.2,1254000,73.75
"2011-03-02",79.19,79.99,79,79.47,1230700,74
"2011-03-03",80,81.27,79.66,81.07,1187100,75.49
"2011-03-04",80.86,81.05,79.5,80.21,1388000,74.69
"2011-03-07",80.52,80.75,79.2,79.41,1278200,73.95
"2011-03-08",79.22,80.13,78.68,79.94,967000,74.83
"2011-03-09",79.68,79.97,79.13,79.65,1090800,74.55
"2011-03-10",78.9,79.04,77.93,78.33,1526800,73.32
"2011-03-11",78,79.07,77.96,78.87,1178900,73.82
"2011-03-14",78.43,78.55,77.22,77.67,1522500,72.7
"2011-03-15",75.83,77.39,75.7,76.96,2100600,72.04
"2011-03-16",76.7,77.21,75.44,76.53,2445600,71.63
"2011-03-17",77.44,77.96,76.39,76.51,1388400,71.62
"2011-03-18",77.11,77.48,76.5,76.9,2143200,71.98
"2011-03-21",78.29,78.36,77.76,77.91,1106000,72.93
"2011-03-22",77.95,78.31,77.89,78.05,775800,73.06
"2011-03-23",77.79,77.86,77.03,77.62,899700,72.65
"2011-03-24",77.84,78.07,77.2,77.98,805600,72.99
"2011-03-25",78.15,78.93,78.06,78.65,997800,73.62
"2011-03-28",78.54,79,78.25,78.62,986500,73.59
"2011-03-29",78.58,79.5,78.47,79.49,825400,74.41
"2011-03-30",79.79,80.19,79.38,79.49,937000,74.41
"2011-03-31",79.31,80.35,79.26,79.62,1420600,74.53
"2011-04-01",79.95,80.79,79.3,80.57,1780800,75.42
"2011-04-04",80.75,81.08,80.61,81.02,798400,75.84
"2011-04-05",80.72,81.05,80.2,80.39,1040400,75.25
"2011-04-06",80.51,81.14,80.42,80.99,1316800,75.81
"2011-04-07",80.89,81.25,80.56,80.96,723500,75.78
"2011-04-08",81.01,81.19,80.5,80.76,778200,75.59
"2011-04-11",80.97,81.95,80.81,81.5,1106800,76.29
"2011-04-12",81.22,81.75,81.14,81.37,829400,76.16
"2011-04-13",81.54,82.02,81.49,81.87,1317400,76.63
"2011-04-14",81.41,82.01,81.19,81.81,1208900,76.58
"2011-04-15",82.19,83.59,82.19,83.45,1301700,78.11
"2011-04-18",82.56,83.89,82.27,83.07,1498200,77.76
"2011-04-19",83.13,83.71,82.94,83.35,1115300,78.02
"2011-04-20",84,84.38,83.66,83.98,2159300,78.61
"2011-04-21",84.27,84.37,83.84,84,1772400,78.63
"2011-04-25",83.72,84.13,83.39,83.92,1218100,78.55
"2011-04-26",84,84.95,83.86,84.89,2100000,79.46
"2011-04-27",84.81,85.62,82.73,85.5,1892800,80.03
"2011-04-28",84.4,85.93,84.4,85.56,1488500,80.09
"2011-04-29",85.33,86.34,85.04,85.94,1e+06,80.44
"2011-05-02",86.21,87.25,85.63,86.85,1727100,81.29
"2011-05-03",87.02,87.09,86.52,86.83,1265500,81.28
"2011-05-04",86.47,86.83,86.05,86.42,1209000,80.89
"2011-05-05",86.24,86.59,85.46,85.94,1340900,80.44
"2011-05-06",86.6,87,86.18,86.42,847100,80.89
"2011-05-09",86.38,87.08,85.99,86.95,765300,81.39
"2011-05-10",87,87.76,86.8,87.75,732100,82.14
"2011-05-11",88.49,89.17,87.74,88.07,1367100,82.44
"2011-05-12",87.92,88.71,87.24,88.71,994000,83.04
"2011-05-13",88.8,88.86,87.64,88.11,1000100,82.47
"2011-05-16",87.93,88.42,87.73,87.92,861600,82.3
"2011-05-17",87.65,88.09,86.99,88,1064600,82.37
"2011-05-18",88.21,89.48,87.99,89.47,1512200,83.75
"2011-05-19",89.53,89.73,89,89.58,1180100,83.85
"2011-05-20",89.31,89.4,88.4,88.9,1189700,83.21
"2011-05-23",88.06,88.16,87.1,87.47,1110900,81.87
"2011-05-24",87.49,87.73,86.67,86.74,1214600,81.19
"2011-05-25",86.75,86.98,86.43,86.75,1208600,81.2
"2011-05-26",86.62,86.77,86.31,86.63,1140300,81.09
"2011-05-27",86.95,87.1,86.54,87.04,681200,81.47
"2011-05-31",87.55,87.65,87.08,87.55,1247900,81.95
"2011-06-01",87.3,87.67,87.04,87.14,1276000,81.57
"2011-06-02",87.01,87.04,85.93,86.34,907200,80.82
"2011-06-03",85.67,86.13,85,85.76,846600,80.27
"2011-06-06",85.52,85.65,85.03,85.21,734400,79.76
"2011-06-07",85.21,85.67,84.7,84.97,916300,79.92
"2011-06-08",85.05,85.72,84.53,85.51,1028600,80.43
"2011-06-09",85.44,86.66,85.26,86.3,794300,81.17
"2011-06-10",85.84,86.17,84.87,84.92,796100,79.87
"2011-06-13",85.06,85.51,84.87,85.06,551700,80
"2011-06-14",85.75,86.55,85.66,86.25,776100,81.12
"2011-06-15",85.91,86.38,84.78,84.91,1231300,79.86
"2011-06-16",85.11,85.29,84.51,84.88,860000,79.83
"2011-06-17",85.61,86.09,85.04,85.13,1357200,80.07
"2011-06-20",84.99,86.13,84.88,85.96,834400,80.85
"2011-06-21",86.39,86.74,85.87,86.53,735800,81.39
"2011-06-22",86.14,86.91,86.14,86.39,787100,81.25
"2011-06-23",85.52,85.71,84.19,85.68,1092900,80.59
"2011-06-24",85.61,85.69,84.75,84.84,904100,79.8
"2011-06-27",85.05,85.59,84.54,85.25,692800,80.18
"2011-06-28",85.59,86.49,85.21,86.11,787900,80.99
"2011-06-29",86.39,86.52,85.59,85.84,959400,80.74
"2011-06-30",86.18,86.66,85.86,86.17,1338100,81.05
"2011-07-01",86.33,89.5,85.96,89.3,2433200,83.99
"2011-07-05",89.2,89.5,88.86,89.17,1424600,83.87
"2011-07-06",88.83,89.5,88.76,89.28,1042200,83.97
"2011-07-07",89.73,89.75,89.09,89.74,1089500,84.41
"2011-07-08",89.01,89.37,88.51,89.3,1229100,83.99
"2011-07-11",88.57,88.95,87.2,87.37,1275500,82.18
"2011-07-12",87.17,88.57,87.15,87.57,1012300,82.36
"2011-07-13",88.02,88.68,87.64,87.77,937100,82.55
"2011-07-14",88.08,88.13,86.8,87.54,1043900,82.34
"2011-07-15",87.61,88.05,86.62,87.09,1302200,81.91
"2011-07-18",86.95,87.08,86.03,86.67,964200,81.52
"2011-07-19",86.84,87.99,86.81,87.89,1025800,82.67
"2011-07-20",88,88.07,87.24,87.68,900100,82.47
"2011-07-21",88.3,89.08,87.99,88.97,952700,83.68
"2011-07-22",88.68,88.84,86.39,87.16,1660500,81.98
"2011-07-25",86.56,86.95,86.08,86.62,1070600,81.47
"2011-07-26",86.78,86.78,84.83,84.96,1213900,79.91
"2011-07-27",84.82,85.17,83.18,83.49,1716000,78.53
"2011-07-28",83.36,83.92,82.73,82.94,972800,78.01
"2011-07-29",82.33,83.85,82.21,83.61,1676000,78.64
"2011-08-01",84.16,84.16,81.21,82.3,1940200,77.41
"2011-08-02",81.55,82.45,79.92,79.98,1731500,75.23
"2011-08-03",80.07,80.46,78.15,80.18,2000300,75.41
"2011-08-04",79.49,79.88,77.59,77.61,1948900,73
"2011-08-05",78.41,80.45,77.05,79.23,3643300,74.52
"2011-08-08",78.03,79.16,76.14,76.42,3867300,71.88
"2011-08-09",75.99,78.83,75,78.81,3310000,74.13
"2011-08-10",77.41,78.42,76.18,76.42,3215000,71.88
"2011-08-11",76.62,79.37,76.19,78.67,2978000,73.99
"2011-08-12",79.1,80.66,78.81,80.28,2098000,75.51
"2011-08-15",80.75,81.28,79.89,81.1,1613500,76.28
"2011-08-16",80.15,80.99,79.42,80.28,1538400,75.51
"2011-08-17",80.42,81.62,79.62,79.81,1568700,75.07
"2011-08-18",78.97,78.98,76.55,77.47,1804800,72.86
"2011-08-19",77.03,78.09,76.69,76.92,1778000,72.35
"2011-08-22",78.32,78.44,76.5,76.85,1155700,72.28
"2011-08-23",77.16,79.2,76.93,79.08,1554800,74.38
"2011-08-24",78.8,79.83,78.53,79.64,1236200,74.91
"2011-08-25",79.81,80,77.81,78.16,1133200,73.51
"2011-08-26",77.93,79.94,76.31,79.73,992700,74.99
"2011-08-29",80.46,81.23,80.42,80.84,1029400,76.03
"2011-08-30",80.51,81.2,79.72,80.73,1125300,75.93
"2011-08-31",81.16,81.99,80.88,81.38,1014800,76.54
"2011-09-01",81.21,82.18,80.37,80.44,1290400,75.66
"2011-09-02",80.03,80.03,78.23,78.49,1241700,73.82
"2011-09-06",76.64,78.58,76.11,78.43,1361000,73.77
"2011-09-07",78.73,80.09,78.54,80.04,1154500,75.68
"2011-09-08",79.66,80.43,78.45,78.53,1524000,74.25
"2011-09-09",77.86,77.98,75.67,76.02,2182500,71.88
"2011-09-12",75.36,76.54,74.07,76.38,2090900,72.22
"2011-09-13",76.63,76.92,75.78,76.44,1085900,72.27
"2011-09-14",76.48,78.07,75.17,77.26,2458700,73.05
"2011-09-15",77.84,77.92,75.99,77.5,1326300,73.28
"2011-09-16",77.64,78,76.96,77.25,1713400,73.04
"2011-09-19",76.45,76.84,75.04,75.56,1982300,71.44
"2011-09-20",76.04,76.96,75.37,75.44,2013200,71.33
"2011-09-21",75.3,75.65,73.67,73.7,2165900,69.68
"2011-09-22",72.18,73.74,71.71,73.4,3061700,69.4
"2011-09-23",73,74.11,72.67,73.74,1618400,69.72
"2011-09-26",74.04,74.41,73.29,74.09,1282500,70.05
"2011-09-27",75.04,77.4,75.01,76.15,1325800,72
"2011-09-28",76.36,76.48,73.2,73.25,2323300,69.26
"2011-09-29",74.47,74.59,73.18,74.34,1837600,70.29
"2011-09-30",73.74,74.59,73.29,73.32,1332000,69.32
"2011-10-03",72.8,73.37,70.45,70.84,2110200,66.98
"2011-10-04",70.12,72.38,69.59,72.34,1900000,68.4
"2011-10-05",72.33,73.37,71.91,72.92,1922200,68.95
"2011-10-06",72.03,73.46,71.71,73.21,2121500,69.22
"2011-10-07",71.7,73.9,71.7,72.86,1680500,68.89
"2011-10-10",73.94,74.71,73.6,74.45,853700,70.39
"2011-10-11",74.32,74.69,73.35,73.42,1105900,69.42
"2011-10-12",74.04,74.9,73.81,74.2,1610400,70.16
"2011-10-13",74.17,74.17,73.31,73.87,1189500,69.84
"2011-10-14",74.3,74.46,73.54,74.29,1015100,70.24
"2011-10-17",74,74.25,72.65,72.79,734200,68.82
"2011-10-18",72.71,74.27,72.17,73.49,1343800,69.48
"2011-10-19",73.71,74.84,73.59,73.86,1203900,69.83
"2011-10-20",74.04,74.31,72.51,73.47,1462800,69.47
"2011-10-21",74.2,76.43,74.11,76.43,1562600,72.26
"2011-10-24",76.55,78.5,76.15,78.23,1617100,73.97
"2011-10-25",77.56,78.67,76.58,76.72,1380500,72.54
"2011-10-26",77.14,77.87,75.98,76.72,1348100,72.54
"2011-10-27",79.34,79.56,77.77,78.67,1238300,74.38
"2011-10-28",78.79,79.81,78.7,79.64,981300,75.3
"2011-10-31",79.11,79.54,78.21,78.23,1443100,73.97
"2011-11-01",76.87,77.18,75.5,76.11,1587500,71.96
"2011-11-02",71,73.87,70.76,72.6,6287700,68.64
"2011-11-03",73.22,73.3,71.93,72.38,2666500,68.44
"2011-11-04",72.25,73.21,71.47,72.68,3195800,68.72
"2011-11-07",73.86,75.06,72.89,74.43,2947900,70.37
"2011-11-08",74.52,74.79,73.59,74.71,1674700,70.64
"2011-11-09",73.22,73.46,72.2,72.61,1875600,68.65
"2011-11-10",73.36,73.88,72.64,73.56,1506700,69.55
"2011-11-11",74.35,74.63,73.35,74.12,1763400,70.08
"2011-11-14",74.05,74.54,73.96,74.31,1185600,70.26
"2011-11-15",73.93,75.9,73.92,75.64,1676300,71.52
"2011-11-16",74.47,75.49,74.11,74.37,1599400,70.32
"2011-11-17",74.25,74.52,73.47,73.73,1923000,69.71
"2011-11-18",73.95,74.06,72.97,73.15,1495500,69.16
"2011-11-21",72.33,72.33,71.61,71.84,1285700,67.92
"2011-11-22",72,72.62,71.32,72.12,1396200,68.19
"2011-11-23",71.46,71.78,70.61,70.77,1973100,66.91
"2011-11-25",70.81,71.38,70.81,71.11,902500,67.23
"2011-11-28",72.34,72.85,71.52,71.99,1837100,68.07
"2011-11-29",72.16,72.6,71.62,71.77,1805700,67.86
"2011-11-30",73.39,73.99,72.94,73.78,2133600,69.76
"2011-12-01",73.77,75.1,73.77,74.14,1903500,70.1
"2011-12-02",74.42,75.02,73.12,73.64,2227100,69.63
"2011-12-05",74.66,74.88,73.79,74.41,1916800,70.35
"2011-12-06",74.64,74.78,73.66,73.87,1213400,69.84
"2011-12-07",73.68,74.31,72.69,74.12,2315500,70.08
"2011-12-08",73.07,73.52,72.41,72.53,2026200,69
"2011-12-09",72.82,73.2,72.55,72.92,1446900,69.37
"2011-12-12",72.87,73,71.97,72.52,1344000,68.99
"2011-12-13",72.68,72.76,71.51,71.8,1427300,68.3
"2011-12-14",71.73,71.98,71.39,71.52,1278000,68.04
"2011-12-15",71.87,72.1,71,71.15,1751500,67.68
"2011-12-16",71.38,71.45,70.05,70.65,2815500,67.21
"2011-12-19",70.78,71.28,70.5,70.66,1310300,67.22
"2011-12-20",71.37,73.14,71.25,73.02,1553800,69.46
"2011-12-21",73.07,73.84,72.75,73.63,1473200,70.04
"2011-12-22",73.63,74.1,73.5,73.76,1419400,70.17
"2011-12-23",74,74.48,73.83,74.44,1190600,70.81
"2011-12-27",74.35,75.08,74.32,74.8,932200,71.16
"2011-12-28",74.92,74.93,73.75,73.8,1124900,70.2
"2011-12-29",74,74.73,73.86,74.55,940800,70.92
"2011-12-30",74.68,75.39,74.55,74.72,1033700,71.08
"2012-01-03",75.59,75.87,74.13,74.45,2146300,70.82
"2012-01-04",74.07,74.33,72.82,73.18,2120000,69.61
"2012-01-05",73.17,73.24,72.3,72.69,2057900,69.15
"2012-01-06",72.85,73.3,72.4,73.03,1384900,69.47
"2012-01-09",73.21,73.49,72.56,73.35,1417500,69.78
"2012-01-10",73.67,74.46,73.67,74.22,1579800,70.6
"2012-01-11",74.02,75.08,74.02,74.74,1770100,71.1
"2012-01-12",74.8,74.99,74,74.69,1354600,71.05
"2012-01-13",74.32,75.08,73.91,74.91,1441200,71.26
"2012-01-17",75.51,76.51,75.22,75.25,1629300,71.58
"2012-01-18",75.32,76.63,75.1,76.48,1457300,72.75
"2012-01-19",76.57,78.19,76.53,77.91,1476300,74.11
"2012-01-20",77.79,78.38,77.7,78.15,1408200,74.34
"2012-01-23",78.21,78.27,77.43,77.59,1433300,73.81
"2012-01-24",77.4,78.7,77.34,78.29,1511600,74.48
"2012-01-25",78.04,79.74,78.01,79.25,2135900,75.39
"2012-01-26",79.47,80.25,78.93,79.37,1904400,75.5
"2012-01-27",79.18,79.7,78.92,79.09,1216100,75.24
"2012-01-30",78.74,79.12,77.96,78.99,1316000,75.14
"2012-01-31",79.09,79.65,78.25,78.41,1359900,74.59
"2012-02-01",78.61,79.95,78.29,79.5,1297200,75.63
"2012-02-02",79.73,79.82,78.99,79.38,638500,75.51
"2012-02-03",79.87,80.09,79.55,79.91,981200,76.02
"2012-02-06",79.51,80.56,79.33,80.53,1345200,76.61
"2012-02-07",77.55,79.61,76.77,77.51,3145500,73.73
"2012-02-08",77.37,77.45,76.64,76.81,1487500,73.07
"2012-02-09",77,77.14,76.5,76.85,1127000,73.11
"2012-02-10",76.51,76.75,76.04,76.42,1718200,72.7
"2012-02-13",76.49,77.04,76.25,76.86,1359100,73.11
"2012-02-14",76.94,76.94,76.34,76.7,1759400,72.96
"2012-02-15",76.85,77.52,76.62,77.26,1147400,73.5
"2012-02-16",77.25,77.72,77.2,77.61,995100,73.83
"2012-02-17",77.68,77.99,77.16,77.4,1109700,73.63
"2012-02-21",77.5,77.61,76.97,77.11,1234500,73.35
"2012-02-22",77.25,77.38,76.76,76.83,1075400,73.09
"2012-02-23",76.75,76.91,76.34,76.45,996400,72.72
"2012-02-24",76.81,77.41,76.74,77.28,1118600,73.51
"2012-02-27",76.88,77.27,76.51,77.12,1049100,73.36
"2012-02-28",77.15,77.55,77.01,77.22,1222700,73.46
"2012-02-29",76.94,77.25,76.16,76.22,1366100,72.51
"2012-03-01",76.22,76.44,75.85,76.38,1320100,72.66
"2012-03-02",76.37,76.83,76.07,76.67,929500,72.93
"2012-03-05",76.48,76.71,75.57,76.01,1059200,72.31
"2012-03-06",75.68,75.86,75.21,75.44,1147400,71.76
"2012-03-07",75.07,75.58,74.95,75.45,1069200,72.2
"2012-03-08",76.01,76.67,75.49,76.6,1195000,73.3
"2012-03-09",76.54,77.54,76.47,76.82,1232300,73.52
"2012-03-12",76.83,77.32,76.47,76.71,1299000,73.41
"2012-03-13",77,77.88,76.93,77.8,1201300,74.45
"2012-03-14",77.83,77.9,77.36,77.6,1323300,74.26
"2012-03-15",77.55,78.19,77.22,78.09,993900,74.73
"2012-03-16",78.2,78.24,77.7,78.11,1772500,74.75
"2012-03-19",77.78,78,77.42,77.85,993500,74.5
"2012-03-20",77.4,77.52,76.75,77.09,831200,73.77
"2012-03-21",77,77.24,76.62,76.83,851700,73.52
"2012-03-22",76.68,77.08,76.31,76.88,576600,73.57
"2012-03-23",76.87,77.01,76.34,76.4,665400,73.11
"2012-03-26",76.49,77.67,76.38,77.67,957600,74.33
"2012-03-27",77.74,78,77.67,77.76,730200,74.41
"2012-03-28",77.67,78,77.11,77.54,931200,74.2
"2012-03-29",77.3,77.3,76.63,77.1,931000,73.78
"2012-03-30",77.5,78.03,77.31,77.65,1008100,74.31
"2012-04-02",77.42,78.25,77.33,77.91,911100,74.56
"2012-04-03",77.99,78.25,77.51,78.13,973500,74.77
"2012-04-04",77.72,77.98,77.47,77.76,1056900,74.41
