"","PCLN.Open","PCLN.High","PCLN.Low","PCLN.Close","PCLN.Volume","PCLN.Adjusted"
"2008-10-07",60.2,61.87,56.62,57.35,2432700,57.35
"2008-10-08",54.88,64.1,52.98,63.51,3897600,63.51
"2008-10-09",63.82,65.88,57.84,58.96,1925900,58.96
"2008-10-10",56.15,61.44,56,59.3,2627000,59.3
"2008-10-13",61.55,65.37,60.52,65.14,1261300,65.14
"2008-10-14",68.16,70.87,63.15,65.93,2560500,65.93
"2008-10-15",64.68,64.92,57.57,58.22,2126800,58.22
"2008-10-16",60.48,60.49,52.67,59.59,3437800,59.59
"2008-10-17",58.42,61.95,55.83,58.09,1084000,58.09
"2008-10-20",60.22,60.9,58.11,60.71,878400,60.71
"2008-10-21",59.35,60.88,57.09,57.48,912300,57.48
"2008-10-22",55.27,55.79,52.88,54.46,1606700,54.46
"2008-10-23",53.41,54.98,51.05,51.93,2438000,51.93
"2008-10-24",46.87,52.63,46.61,51.95,1904100,51.95
"2008-10-27",49.66,54.03,48.97,49.26,1628100,49.26
"2008-10-28",50.4,53.15,45.15,52.84,2032800,52.84
"2008-10-29",53.04,57.88,51.59,55.67,1593800,55.67
"2008-10-30",57.23,59.27,54.99,56.3,2497300,56.3
"2008-10-31",53.75,54.04,51.55,52.63,2104300,52.63
"2008-11-03",54.14,54.14,50.65,52.29,1235200,52.29
"2008-11-04",53.24,55.73,52.24,53.93,2438300,53.93
"2008-11-05",53.06,53.5,51.07,52.6,1461700,52.6
"2008-11-06",52.42,52.93,46.95,47.07,2222700,47.07
"2008-11-07",52.9,57.55,49.98,54.57,3029700,54.57
"2008-11-10",56.11,56.94,53.52,54.29,1273000,54.29
"2008-11-11",53.5,55.1,51.83,54.57,1719500,54.57
"2008-11-12",53.53,54.28,50.38,50.43,1744500,50.43
"2008-11-13",50.36,55.06,48.3,54.99,1993000,54.99
"2008-11-14",53.53,55.84,51.07,53.8,1594700,53.8
"2008-11-17",53.17,57.26,53.17,54.73,1306800,54.73
"2008-11-18",54.57,56.85,53.16,56.81,1499100,56.81
"2008-11-19",56.41,57.7,54.86,55.25,1398000,55.25
"2008-11-20",54.57,57.95,52.84,52.95,1949300,52.95
"2008-11-21",57.15,58,54,57.86,1286800,57.86
"2008-11-24",57.99,62.6,56.06,61.61,1847600,61.61
"2008-11-25",62.51,63.64,58.98,62.82,1200600,62.82
"2008-11-26",62.38,69.99,61.02,67.66,1840300,67.66
"2008-11-28",67.95,69.87,67.35,69,1192400,69
"2008-12-01",66,66.9,62.15,62.73,1178500,62.73
"2008-12-02",63.8,65.49,61.41,61.99,1013900,61.99
"2008-12-03",61.5,61.57,58.1,60.17,2150800,60.17
"2008-12-04",58.68,60.91,57.42,58.23,1550200,58.23
"2008-12-05",57.7,60.5,55.35,60.46,1677300,60.46
"2008-12-08",61.6,65.5,60.68,64.45,1682500,64.45
"2008-12-09",63.99,63.99,61.31,61.6,1836100,61.6
"2008-12-10",61.61,63.31,60.58,62.08,1327800,62.08
"2008-12-11",62.16,67.7,60.32,60.96,1602500,60.96
"2008-12-12",60,65.36,60,64.69,1155600,64.69
"2008-12-15",64.91,65.48,61.91,62.93,741100,62.93
"2008-12-16",63.48,67.78,63.31,67.4,1454400,67.4
"2008-12-17",66.26,70.91,66.24,70.31,1764900,70.31
"2008-12-18",69.06,72.16,68.27,70.1,3226200,70.1
"2008-12-19",69.78,71.5,68.58,69.25,2446800,69.25
"2008-12-22",70,70.69,64.18,65.96,1234200,65.96
"2008-12-23",65.5,70.78,65.5,70.28,1737900,70.28
"2008-12-24",70,70.27,69.17,69.5,282100,69.5
"2008-12-26",69.6,70.08,68.01,68.45,333800,68.45
"2008-12-29",70.21,70.22,67.37,69.14,485500,69.14
"2008-12-30",69.3,70.86,68.47,70.82,508600,70.82
"2008-12-31",68.96,74.21,68.96,73.65,774500,73.65
"2009-01-02",74.27,77.11,73.14,76.89,1085100,76.89
"2009-01-05",76.07,76.55,73.61,75,1139700,75
"2009-01-06",74.57,80,74.57,78.62,1486700,78.62
"2009-01-07",76.34,76.4,73.86,75.08,1388800,75.08
"2009-01-08",74.71,77.16,73.81,77.06,1041700,77.06
"2009-01-09",77.25,77.25,74.08,75.2,642400,75.2
"2009-01-12",74,74,71.19,72.16,1408000,72.16
"2009-01-13",71.38,74.62,69.57,70.95,1679600,70.95
"2009-01-14",70.29,70.85,68.12,69.05,2098700,69.05
"2009-01-15",69.37,73.17,68.02,70.9,1925500,70.9
"2009-01-16",72.68,72.93,69.52,71.13,1476700,71.13
"2009-01-20",70,71.93,65.24,66.04,2145600,66.04
"2009-01-21",66.68,68.16,64.95,68,1625300,68
"2009-01-22",66.47,68.83,65.84,67.37,1229000,67.37
"2009-01-23",66.22,70.11,66,68.92,1435200,68.92
"2009-01-26",69.26,70.53,65.81,66.99,987300,66.99
"2009-01-27",68.55,69.09,66.2,67.25,961400,67.25
"2009-01-28",68.44,70.04,68.23,69.27,1250300,69.27
"2009-01-29",68.35,69.12,66.76,67.65,668000,67.65
"2009-01-30",67.85,69.82,66.83,67.09,1396700,67.09
"2009-02-02",66.28,68.85,65.1,68.5,1729700,68.5
"2009-02-03",68.44,71.18,67.21,69.83,1610500,69.83
"2009-02-04",69,72,68.54,70.76,1510300,70.76
"2009-02-05",69.84,73.38,68.62,72.67,1782100,72.67
"2009-02-06",73.02,75.02,72.38,74.47,1689900,74.47
"2009-02-09",74.6,76.46,72.8,74.01,1253700,74.01
"2009-02-10",73.83,74.82,71.17,71.83,1188700,71.83
"2009-02-11",72.38,73.17,71.26,71.97,829600,71.97
"2009-02-12",71.3,72.28,70.24,72.21,1207000,72.21
"2009-02-13",72,73.98,72,72.66,1120600,72.66
"2009-02-17",70.62,71.27,68.23,68.87,2359200,68.87
"2009-02-18",69.01,70.79,67.58,68.74,3269700,68.74
"2009-02-19",79.92,81.73,78.92,80.16,6106600,80.16
"2009-02-20",78.98,84.85,78.52,83.75,2371700,83.75
"2009-02-23",84.18,84.95,81.09,81.9,1590000,81.9
"2009-02-24",82.92,85.71,82,84.85,1320200,84.85
"2009-02-25",85.11,88.1,82,86.68,2052100,86.68
"2009-02-26",87,88.89,84.82,85.16,1465900,85.16
"2009-02-27",84.21,85.96,83.59,84.86,960100,84.86
"2009-03-02",82.94,83.83,81.56,82.99,1362300,82.99
"2009-03-03",83.27,84.88,82.1,82.65,1198900,82.65
"2009-03-04",83.05,84.63,82.72,82.96,904500,82.96
"2009-03-05",82.18,83.89,81.2,82.37,979800,82.37
"2009-03-06",83.38,83.68,81.24,83.59,995600,83.59
"2009-03-09",83.02,83.5,77.76,78.36,1772400,78.36
"2009-03-10",78.77,82.41,78.77,81.28,1670700,81.28
"2009-03-11",81.82,81.82,72,75.94,4381300,75.94
"2009-03-12",76.05,79.21,73.2,78.1,1500300,78.1
"2009-03-13",78.26,79.31,77.5,78.34,1389700,78.34
"2009-03-16",79.05,82,79.05,80.35,1809300,80.35
"2009-03-17",79.86,81.78,79.38,81.18,952500,81.18
"2009-03-18",79.9,80.85,75.72,79.55,1965900,79.55
"2009-03-19",79.53,79.73,77.01,78.54,820700,78.54
"2009-03-20",78.7,78.7,75.85,77.99,1483200,77.99
"2009-03-23",77,82.49,76.99,82.11,1746900,82.11
"2009-03-24",81.19,82.72,79,79.4,900400,79.4
"2009-03-25",81.02,81.07,78.02,80,1015900,80
"2009-03-26",80.59,84.43,80.06,83.98,1734000,83.98
"2009-03-27",81.92,82.71,80.91,81.42,864500,81.42
"2009-03-30",80.21,80.47,77.75,80.17,830300,80.17
"2009-03-31",80.59,80.76,78.23,78.78,800600,78.78
"2009-04-01",79.58,83.46,78.08,80.88,1697200,80.88
"2009-04-02",82.14,87.99,81.25,86.1,2121400,86.1
"2009-04-03",86.05,89,85,88.63,1203900,88.63
"2009-04-06",87.68,89.41,86.21,89.12,1642400,89.12
"2009-04-07",87.46,88.29,85.84,86.83,1739100,86.83
"2009-04-08",86.92,88,84.65,87.1,1535000,87.1
"2009-04-09",88.14,90.73,87.51,89.96,1943000,89.96
"2009-04-13",89.08,90.7,88.5,90.3,1198900,90.3
"2009-04-14",89.75,91.43,88.62,88.98,1133800,88.98
"2009-04-15",89,89,86.21,88.52,1206600,88.52
"2009-04-16",88.96,91.14,88.23,89.98,1249200,89.98
"2009-04-17",89.45,91.83,88.07,91.33,1821600,91.33
"2009-04-20",89.41,91.9,89.4,91.4,1804200,91.4
"2009-04-21",90.61,94.7,90.32,94.6,1590300,94.6
"2009-04-22",93.18,96.57,92.54,94.72,1567400,94.72
"2009-04-23",95.51,96.61,93.07,94.53,1545500,94.53
"2009-04-24",95.16,97.77,93.89,96.16,1532800,96.16
"2009-04-27",92.5,92.85,90,91.39,2210500,91.39
"2009-04-28",89.71,95,89.6,93.58,1585400,93.58
"2009-04-29",94.16,96.44,93.55,94.99,1455800,94.99
"2009-04-30",97.41,100.5,96.92,97.09,2248500,97.09
"2009-05-01",97.5,98.18,95.38,96.05,1263400,96.05
"2009-05-04",96.05,99.47,96.05,99.4,1137900,99.4
"2009-05-05",99.47,106.23,99.44,105.33,2620900,105.33
"2009-05-06",104.92,105.86,100.63,103.24,1182500,103.24
"2009-05-07",105.42,105.86,99.37,100.8,944600,100.8
"2009-05-08",101.5,104.96,101.1,104.9,1336500,104.9
"2009-05-11",102.25,110.32,102.15,108.88,2844400,108.88
"2009-05-12",109.36,113,107.88,108.23,2352200,108.23
"2009-05-13",106.46,106.99,100.88,101.03,1868400,101.03
"2009-05-14",101.15,103.47,98,99.74,1844100,99.74
"2009-05-15",99.84,101.1,98.55,99.66,936000,99.66
"2009-05-18",100,101.85,98.94,101.6,1777400,101.6
"2009-05-19",101.61,105.93,100.53,103.99,1157700,103.99
"2009-05-20",105.03,107.62,102.28,102.84,728400,102.84
"2009-05-21",101.55,103.14,99.3,100.45,950900,100.45
"2009-05-22",100.87,102.17,98.51,101.25,563300,101.25
"2009-05-26",100.54,106.48,99.53,105.28,1114700,105.28
"2009-05-27",104.89,108.62,104.8,104.83,859900,104.83
"2009-05-28",106.11,107.98,103.98,107.78,771000,107.78
"2009-05-29",108.32,110.11,107.76,110.11,928200,110.11
"2009-06-01",111,115.04,111,114.3,1423800,114.3
"2009-06-02",113.21,116.09,112.59,115.39,1041300,115.39
"2009-06-03",114.69,116.4,113.9,115.79,1198400,115.79
"2009-06-04",116.71,116.71,113.5,116.37,680000,116.37
"2009-06-05",116.4,118.4,114.1,116.32,1453100,116.32
"2009-06-08",116.5,117.24,113.04,116.28,1093400,116.28
"2009-06-09",115.77,119.14,115.24,118,1044300,118
"2009-06-10",119.13,119.13,114.16,115.81,783300,115.81
"2009-06-11",116.38,117.19,113.75,115.61,668300,115.61
"2009-06-12",115.29,115.99,113.19,115.31,661700,115.31
"2009-06-15",114.07,114.67,110.25,111.05,983300,111.05
"2009-06-16",112.76,113.17,108.21,109.35,1160700,109.35
"2009-06-17",110.24,111.42,107.76,110,893700,110
"2009-06-18",109.36,110.9,108.46,110.15,460200,110.15
"2009-06-19",111.81,113.69,110.98,112.56,1005500,112.56
"2009-06-22",111.4,111.4,105.33,106.79,839200,106.79
"2009-06-23",107.31,108.66,103.46,106.58,925900,106.58
"2009-06-24",103.06,110.88,103.05,110.37,867200,110.37
"2009-06-25",109.67,113.95,108.78,113.73,634200,113.73
"2009-06-26",113.87,116.21,112.57,114.92,803800,114.92
"2009-06-29",115.86,116.07,112.63,114.65,604600,114.65
"2009-06-30",115.3,115.4,110,111.55,890200,111.55
"2009-07-01",112.87,115.07,111.46,112.62,738800,112.62
"2009-07-02",112.2,112.25,109.5,110.07,558600,110.07
"2009-07-06",109.6,109.85,106.42,108,695000,108
"2009-07-07",107.16,108.88,104.94,105.88,679800,105.88
"2009-07-08",105.75,106.23,102.32,103.75,1359400,103.75
"2009-07-09",105.19,106.99,103.62,106.4,785800,106.4
"2009-07-10",105.6,107.47,104.72,106.61,600700,106.61
"2009-07-13",106.93,109.78,104.74,109.06,704800,109.06
"2009-07-14",108.46,110.75,107.22,110.32,764800,110.32
"2009-07-15",112.81,115.91,112,115.51,1166100,115.51
"2009-07-16",115.63,117.71,114.38,117.2,1034300,117.2
"2009-07-17",116.99,116.99,114.87,116.08,679100,116.08
"2009-07-20",116.51,120.38,116.51,118.91,840200,118.91
"2009-07-21",120.19,121.79,117.48,119.72,969200,119.72
"2009-07-22",119.34,121.72,119.24,120.85,848200,120.85
"2009-07-23",120.16,125,119.92,123.03,845700,123.03
"2009-07-24",122,123.76,121.36,123.39,577100,123.39
"2009-07-27",123.4,124.95,121.8,122.72,573500,122.72
"2009-07-28",121.53,124.37,120.1,124.18,747300,124.18
"2009-07-29",122.16,123.54,121.36,122.55,754300,122.55
"2009-07-30",124,128.64,123.94,126.94,1173300,126.94
"2009-07-31",127.82,130.97,127.5,129.62,1164000,129.62
"2009-08-03",133.25,134.08,131.9,133.73,1143000,133.73
"2009-08-04",133.64,133.64,129.44,130.13,829800,130.13
"2009-08-05",130.43,132.64,128.36,132.42,972800,132.42
"2009-08-06",133.26,135.1,128.62,129.91,1230100,129.91
"2009-08-07",131.84,133.18,129.06,131.32,1584500,131.32
"2009-08-10",142.9,150.88,142,150.24,4363400,150.24
"2009-08-11",149.01,153.89,148.86,153.72,1773300,153.72
"2009-08-12",153.1,153.7,146.82,148.64,1825800,148.64
"2009-08-13",149.69,151.88,148,150.57,997700,150.57
"2009-08-14",150.5,151.42,147.36,148.76,819600,148.76
"2009-08-17",145.82,146.95,143.93,144.85,786600,144.85
"2009-08-18",145.05,146.99,144,146.62,870900,146.62
"2009-08-19",144.86,148.11,144.05,146.88,672600,146.88
"2009-08-20",148.65,152.95,147.62,152.87,1033900,152.87
"2009-08-21",153.33,154.94,151.22,153.56,950100,153.56
"2009-08-24",154,155,149.58,150.21,1001500,150.21
"2009-08-25",152.34,153.5,150.5,152.32,792000,152.32
"2009-08-26",152.09,153.96,149.6,151.11,630600,151.11
"2009-08-27",150.14,156.42,149,156.36,951200,156.36
"2009-08-28",157.46,159.89,155.7,156.47,830300,156.47
"2009-08-31",155.74,156.31,153.24,153.98,483300,153.98
"2009-09-01",153.1,154.77,149.21,149.21,801900,149.21
"2009-09-02",150.12,151.46,148.68,150.83,508400,150.83
"2009-09-03",151.02,152.17,149.17,151.63,391400,151.63
"2009-09-04",151.81,154,151.15,153.79,291000,153.79
"2009-09-08",155.79,158.28,154,157.64,744400,157.64
"2009-09-09",156.96,161.6,156.94,160.32,764500,160.32
"2009-09-10",161.03,162.69,158.77,162.18,598900,162.18
"2009-09-11",162.67,163.18,160.44,162.9,525400,162.9
"2009-09-14",162.19,163.75,161.23,163.12,711800,163.12
"2009-09-15",162.82,163.79,161.65,163.1,626900,163.1
"2009-09-16",163.81,168.32,163.21,168.24,534500,168.24
"2009-09-17",168.15,169,165.62,166,634900,166
"2009-09-18",166.75,167.09,163.01,163.78,738600,163.78
"2009-09-21",162.8,165.49,160.33,165.05,594000,165.05
"2009-09-22",166.36,166.78,164.13,164.55,379100,164.55
"2009-09-23",166,166,161.49,161.68,648800,161.68
"2009-09-24",162.91,163.9,158.81,159.62,692300,159.62
"2009-09-25",158.95,163.07,158.52,162.07,792700,162.07
"2009-09-28",163.16,167,161.97,164.93,715700,164.93
"2009-09-29",165.61,167.48,163.07,167,838800,167
"2009-09-30",167.65,170.41,162.06,165.82,1058200,165.82
"2009-10-01",164.71,165.76,160.2,161.81,659800,161.81
"2009-10-02",159.36,163.6,158.77,163.28,699900,163.28
"2009-10-05",164.25,168.29,163.57,167.64,859800,167.64
"2009-10-06",169,171.18,168.02,171.13,952400,171.13
"2009-10-07",170.5,174.17,169.33,173.99,641300,173.99
"2009-10-08",174.49,175,170.73,171.51,799500,171.51
"2009-10-09",171.28,173.34,169.4,170.91,550800,170.91
"2009-10-12",172.48,173.26,169.02,170.95,329400,170.95
"2009-10-13",171.08,172.18,169.7,170,478200,170
"2009-10-14",172.6,172.61,170.25,171.45,605800,171.45
"2009-10-15",170.22,172.67,170.01,171.88,337200,171.88
"2009-10-16",170.58,172.5,167.45,168.12,800700,168.12
"2009-10-19",169.53,173.75,169,172.94,501400,172.94
"2009-10-20",174,177.13,173.01,176.07,805100,176.07
"2009-10-21",174.91,178.72,174.91,176,865300,176
"2009-10-22",175.64,176.12,173.37,175.03,516100,175.03
"2009-10-23",178.7,180.46,175.81,177.14,1001500,177.14
"2009-10-26",178.35,182.32,177.14,179,1001300,179
"2009-10-27",179.85,179.85,170.95,171.98,1317200,171.98
"2009-10-28",170.51,171.86,163.6,164.47,2559600,164.47
"2009-10-29",169,169,160.42,162.62,2033200,162.62
"2009-10-30",167.67,167.67,154.12,157.79,2892800,157.79
"2009-11-02",157.51,163.59,157.29,162.58,1490300,162.58
"2009-11-03",162.29,166.77,159.3,164.5,1774300,164.5
"2009-11-04",166,167.95,162.77,165.52,899900,165.52
"2009-11-05",167.68,170.5,166.67,168.01,7960400,168.01
"2009-11-06",167.49,172,167.25,172,1500000,172
"2009-11-09",175.2,176.5,172.1,173.73,3181300,173.73
"2009-11-10",194.92,209.19,173.73,204.22,9223600,204.22
"2009-11-11",201.74,202.58,195.25,196.8,3886800,196.8
"2009-11-12",197.64,202.77,196.3,197.15,1982800,197.15
"2009-11-13",198,201.96,195.09,201.93,2025600,201.93
"2009-11-16",203.54,208.99,201.41,206.14,1802700,206.14
"2009-11-17",205.25,209.96,203.21,209.29,1510900,209.29
"2009-11-18",208.45,210.4,207,209.68,1308500,209.68
"2009-11-19",207.52,208.33,202.21,207.64,1587800,207.64
"2009-11-20",205.62,209.8,204.37,208.75,1392800,208.75
"2009-11-23",211.27,214.47,210,211.89,2044300,211.89
"2009-11-24",212.95,213,209.38,210.88,805800,210.88
"2009-11-25",212.91,213,209.27,212.9,658800,212.9
"2009-11-27",207.99,211,205.41,208.21,488400,208.21
"2009-11-30",206.55,214.57,206.25,214.12,1178700,214.12
"2009-12-01",215.15,216,212.28,214.8,1158300,214.8
"2009-12-02",214.37,218.51,213.65,218.03,1165900,218.03
"2009-12-03",218.57,223.82,217.5,220.01,1575900,220.01
"2009-12-04",223.89,226.57,217.01,220.72,1408300,220.72
"2009-12-07",221.8,221.99,213.65,216.12,1338000,216.12
"2009-12-08",216.12,218.23,215,216.06,1318100,216.06
"2009-12-09",216.48,218,212.41,217.74,899900,217.74
"2009-12-10",219,222.96,218.58,221.72,851400,221.72
"2009-12-11",221.65,224.24,217.15,220.7,749300,220.7
"2009-12-14",222.25,222.85,219.28,221.46,574400,221.46
"2009-12-15",220.66,221.05,217.73,218.31,739700,218.31
"2009-12-16",218.72,222.64,218.72,221.5,825700,221.5
"2009-12-17",219.02,222.45,214.59,215.48,869600,215.48
"2009-12-18",215.03,217.14,211.86,216.39,1409200,216.39
"2009-12-21",218.19,219.79,216.16,219.23,708400,219.23
"2009-12-22",220.2,222.86,218.4,220.31,581600,220.31
"2009-12-23",221.58,229.35,220.12,229,821200,229
"2009-12-24",229.48,231.23,227.58,228,312900,228
"2009-12-28",228.5,231.49,227.93,229.24,538400,229.24
"2009-12-29",227.51,230.49,224.03,224.67,493500,224.67
"2009-12-30",223.17,225.7,220.66,223.61,542900,223.61
"2009-12-31",224.59,224.59,218.09,218.41,738700,218.41
"2010-01-04",222.32,225.3,221.58,223.96,863200,223.96
"2010-01-05",224.1,228,222.15,226.56,801100,226.56
"2010-01-06",225.12,226.42,218.15,219.08,1007800,219.08
"2010-01-07",219.66,220.5,214.12,216.13,768700,216.13
"2010-01-08",213.1,218.43,212.13,216.21,756600,216.21
"2010-01-11",217.8,219.5,212.25,218.91,784500,218.91
"2010-01-12",216.06,216.99,210.25,213.98,1222300,213.98
"2010-01-13",214.45,215.92,207.76,214.3,841000,214.3
"2010-01-14",212.97,214.73,206.01,208.77,1402500,208.77
"2010-01-15",208.21,210.5,205.55,208.77,1210900,208.77
"2010-01-19",208.55,212.45,207.79,208.7,625400,208.7
"2010-01-20",206.53,211.5,203.09,206.31,673600,206.31
"2010-01-21",205.88,211.11,205.54,208.04,843000,208.04
"2010-01-22",207.86,209.56,202.81,204.2,837600,204.2
"2010-01-25",205.41,206.01,199.89,202.84,653100,202.84
"2010-01-26",202.41,207.21,200.84,204.44,767400,204.44
"2010-01-27",203.66,208.49,203.18,207.52,676800,207.52
"2010-01-28",208.12,209.7,201.39,201.68,672200,201.68
"2010-01-29",203.96,205,193.46,195.35,1089700,195.35
"2010-02-01",196.52,204.53,192.72,204.2,1303000,204.2
"2010-02-02",205.25,205.82,201.73,204.42,607800,204.42
"2010-02-03",201.98,211.52,201.98,208.53,1047500,208.53
"2010-02-04",207.3,208.51,199.71,200.01,1137400,200.01
"2010-02-05",201,201.91,193.37,196.96,1287100,196.96
"2010-02-08",199.45,204.16,198.53,200.62,966200,200.62
"2010-02-09",203.5,206.33,203.23,205.38,991900,205.38
"2010-02-10",205.8,208.44,203.63,206.4,733700,206.4
"2010-02-11",203.95,209.64,203.11,208.9,858200,208.9
"2010-02-12",206.5,208.03,203.75,207.78,830500,207.78
"2010-02-16",208.75,212.25,208.75,211.21,846700,211.21
"2010-02-17",213.29,215.73,209.37,212.87,2011600,212.87
"2010-02-18",227.49,235.8,226.02,232.95,3965300,232.95
"2010-02-19",232.5,233.66,229.67,230.57,1406100,230.57
"2010-02-22",232.04,232.23,226.24,229.07,880600,229.07
"2010-02-23",229.45,229.5,223.6,225.09,1151900,225.09
"2010-02-24",226,226.87,221.06,225.02,898500,225.02
"2010-02-25",222,224.7,218.5,223.87,1068900,223.87
"2010-02-26",224,226.99,221.05,226.71,987600,226.71
"2010-03-01",228.77,238.99,227.64,238.54,1657900,238.54
"2010-03-02",241.04,245,238.9,241.34,1836700,241.34
"2010-03-03",241.5,241.5,235,235.82,963600,235.82
"2010-03-04",233,237.83,229.51,233.12,1594700,233.12
"2010-03-05",236.58,236.99,231.42,235.34,2236700,235.34
"2010-03-08",236,240.98,233.7,240.18,1268800,240.18
"2010-03-09",239.17,243.15,236.37,238.33,898200,238.33
"2010-03-10",238.15,243.52,238,240.99,792800,240.99
"2010-03-11",240.99,242.41,237.61,242.21,624500,242.21
"2010-03-12",242.59,243.7,237.67,238.91,718000,238.91
"2010-03-15",239.34,240,234.36,238.86,443600,238.86
"2010-03-16",239,242.25,237.41,241.81,617600,241.81
"2010-03-17",242.79,246.01,239.65,242.92,858800,242.92
"2010-03-18",243.95,244.9,240.37,242.81,528400,242.81
"2010-03-19",244.61,244.61,238.47,239.01,1015900,239.01
"2010-03-22",238.34,243.51,236.67,243.02,603300,243.02
"2010-03-23",244.13,244.8,238.69,244.41,793000,244.41
"2010-03-24",242.52,244.49,241.57,243.8,595900,243.8
"2010-03-25",246.6,262.67,246.51,255.03,2304600,255.03
"2010-03-26",254.95,256.24,250.02,252.11,783300,252.11
"2010-03-29",257.12,259.92,254.39,255.67,1088300,255.67
"2010-03-30",255.5,258.06,253.1,255.99,587700,255.99
"2010-03-31",255.51,258.96,253.01,255,861600,255
"2010-04-01",257.94,260.28,253.81,257,885900,257
"2010-04-05",257.98,259.16,255.15,257.65,811400,257.65
"2010-04-06",255.15,262.96,255.15,261.6,808100,261.6
"2010-04-07",262.98,267.02,258,259.81,989500,259.81
"2010-04-08",259.09,260.86,256.51,259.31,859500,259.31
"2010-04-09",260.44,260.44,256.31,259.49,493000,259.49
"2010-04-12",260.25,262.92,259.49,260.23,413300,260.23
"2010-04-13",254.33,257.71,251.13,257.6,1158700,257.6
"2010-04-14",256.04,265.65,256.04,265.26,878200,265.26
"2010-04-15",264.06,266.88,262.55,264.98,763900,264.98
"2010-04-16",263.07,263.76,252.78,254.86,1148200,254.86
"2010-04-19",253.66,254.34,244.2,247.58,1157500,247.58
"2010-04-20",251.12,256.95,249.04,255.28,982000,255.28
"2010-04-21",253.49,256.19,250.16,253.15,585900,253.15
"2010-04-22",251.64,258.98,248.64,258.31,734000,258.31
"2010-04-23",259.29,264,255.09,261.7,742300,261.7
"2010-04-26",263.52,273.82,262.8,270.36,1215000,270.36
"2010-04-27",268.51,269.95,262.34,264.3,999300,264.3
"2010-04-28",265.55,268.51,258.51,261.78,1135500,261.78
"2010-04-29",263.2,273.93,263.2,273,902900,273
"2010-04-30",273.84,273.87,261.51,262.05,902700,262.05
"2010-05-03",264.53,270.49,264.5,269.08,687500,269.08
"2010-05-04",265,265.63,256.28,258.37,1018400,258.37
"2010-05-05",251.49,256.26,241.02,246.98,1616300,246.98
"2010-05-06",243.51,248.21,202.69,233.1,2552200,233.1
"2010-05-07",231.97,236.88,224.4,225.39,1731700,225.39
"2010-05-10",241.75,249.79,240.15,249.75,3046500,249.75
"2010-05-11",212.15,222.74,208.89,219.57,7077100,219.57
"2010-05-12",221.75,221.75,213.46,217.88,2309400,217.88
"2010-05-13",215.64,221.18,211.86,212.89,1472600,212.89
"2010-05-14",208.86,210.19,204,208.28,1525600,208.28
"2010-05-17",206.57,206.99,196.01,200.15,2250500,200.15
"2010-05-18",201.73,206.77,192.6,192.86,2492900,192.86
"2010-05-19",191.21,196,184.21,190.11,2592600,190.11
"2010-05-20",182.61,188.08,179.1,181,2694800,181
"2010-05-21",177.13,191.8,176,191.24,2887900,191.24
"2010-05-24",193.79,197.5,192.68,193.14,2300100,193.14
"2010-05-25",186.54,194.25,185.13,193.44,1658900,193.44
"2010-05-26",197.02,200.97,191.77,192.42,2386800,192.42
"2010-05-27",197.86,198.68,191.39,197.59,1462600,197.59
"2010-05-28",197.67,197.88,190.5,191.16,1650600,191.16
"2010-06-01",191.12,192.86,184.88,185.01,1474100,185.01
"2010-06-02",185.6,189.83,183.86,189.83,1595100,189.83
"2010-06-03",189.52,189.82,182.18,185.11,1816400,185.11
"2010-06-04",180.36,188.8,177.64,178.54,1827400,178.54
"2010-06-07",179.6,182.68,176.29,176.39,1431300,176.39
"2010-06-08",177.65,180.34,173.32,176.73,1806000,176.73
"2010-06-09",178.35,182.24,174.69,175.19,1523400,175.19
"2010-06-10",178.9,181.61,176.56,181.24,1239000,181.24
"2010-06-11",178.95,184.44,178.38,183.91,921300,183.91
"2010-06-14",186.33,187.6,183.9,184.14,975500,184.14
"2010-06-15",186.49,187.38,184.16,185.77,908700,185.77
"2010-06-16",192.99,198.8,192.72,196.41,2239500,196.41
"2010-06-17",198.87,199.5,193.01,195.26,1329000,195.26
"2010-06-18",195.5,195.63,191.59,193.09,1426000,193.09
"2010-06-21",196.86,197.22,187.62,189.25,1411600,189.25
"2010-06-22",189.86,194.71,188.58,188.95,1200800,188.95
"2010-06-23",189.3,190.41,185.42,188.25,811500,188.25
"2010-06-24",187.96,190.97,184.01,185.11,1209800,185.11
"2010-06-25",184.24,192.99,184.23,191.99,1230000,191.99
"2010-06-28",192.26,193.73,186.67,187.93,976100,187.93
"2010-06-29",184.25,185.53,179.19,180.29,1348200,180.29
"2010-06-30",179.58,183.95,175.66,176.54,1310800,176.54
"2010-07-01",176.66,182.44,173.75,182.03,1463300,182.03
"2010-07-02",181.23,181.23,175.75,176.41,1422900,176.41
"2010-07-06",179.14,183,176.99,181.5,1489300,181.5
"2010-07-07",182.27,190.84,181.27,190.73,1466700,190.73
"2010-07-08",193.7,199.95,193,199.28,1949400,199.28
"2010-07-09",199.75,204.6,196.7,204.09,1748400,204.09
"2010-07-12",204.14,205.52,201,204,1006600,204
"2010-07-13",207.1,218.99,205.91,216.32,2259900,216.32
"2010-07-14",216.5,216.5,211.14,215.35,1376500,215.35
"2010-07-15",214.34,223.3,212.35,222.61,1740900,222.61
"2010-07-16",223.17,225,216.5,218.21,1555800,218.21
"2010-07-19",218.82,222.4,217.55,220.05,984800,220.05
"2010-07-20",216.04,221.85,216.03,221.64,1048500,221.64
"2010-07-21",223.27,224.69,217.62,218.43,917200,218.43
