"","NOV.Open","NOV.High","NOV.Low","NOV.Close","NOV.Volume","NOV.Adjusted"
"2013-12-10",79.7,79.7,78.8,79.14,4072600,78.88
"2013-12-11",79.36,79.46,78.25,78.37,2796200,78.11
"2013-12-12",78.41,79.13,78.1,78.54,3501600,78.28
"2013-12-13",78.68,79.26,78.3,78.74,2795500,78.48
"2013-12-16",79.02,79.1,78.02,78.92,3990700,78.66
"2013-12-17",79.16,79.16,78.07,78.14,2712900,77.88
"2013-12-18",77.79,77.96,76.6,77.91,5006300,77.65
"2013-12-19",77.54,77.95,77.17,77.78,2459900,77.52
"2013-12-20",78.04,78.7,77.76,78.37,3456100,78.11
"2013-12-23",78.71,78.74,77.67,77.77,2524300,77.51
"2013-12-24",77.92,78.63,77.77,78.53,1166400,78.27
"2013-12-26",78.85,78.99,78.62,78.77,1533600,78.51
"2013-12-27",79,79.66,78.9,79.44,2173100,79.18
"2013-12-30",79.66,79.73,78.6,78.68,1870600,78.42
"2013-12-31",78.75,79.61,78.4,79.53,1848900,79.27
"2014-01-02",79.4,80.26,78.73,79.02,2505400,78.76
"2014-01-03",79.05,79.84,78.74,78.75,1916400,78.49
"2014-01-06",80.31,80.32,79,79.49,3604700,79.23
"2014-01-07",79.55,79.88,79.15,79.81,2809900,79.54
"2014-01-08",79.41,79.43,77.8,78.17,4266200,77.91
"2014-01-09",78.27,78.27,77.01,77.77,3380300,77.51
"2014-01-10",77.81,78.39,77.41,78.05,2614200,77.79
"2014-01-13",77.9,78.17,76.55,76.74,4021500,76.48
"2014-01-14",76.79,77.64,76.57,77.53,3127300,77.27
"2014-01-15",77.7,77.9,76.89,77.18,3396300,76.92
"2014-01-16",77.33,77.46,76.83,77.16,1865600,76.9
"2014-01-17",77.6,77.6,76.79,76.97,2827700,76.71
"2014-01-21",77.54,77.98,76.37,77.15,3661700,76.89
"2014-01-22",77.3,77.72,77.09,77.58,2182900,77.32
"2014-01-23",77.15,77.15,75.81,76.12,7956000,75.87
"2014-01-24",75.43,75.53,73.98,74,8054200,73.75
"2014-01-27",73.92,74.2,73.19,73.31,5360000,73.07
"2014-01-28",73.46,73.61,72.94,73.31,4257900,73.07
"2014-01-29",73.03,73.73,72.67,73.03,3854100,72.79
"2014-01-30",73.24,74.09,73.11,73.65,4830900,73.4
"2014-01-31",74.8,75.66,73.14,75.01,9562700,74.76
"2014-02-03",75.19,75.19,73.33,73.75,7473100,73.5
"2014-02-04",74.17,74.73,74.01,74.51,3740300,74.26
"2014-02-05",74.2,74.35,73.1,73.3,5167400,73.06
"2014-02-06",73.64,74.5,73.34,74.06,4148600,73.81
"2014-02-07",74.53,75.17,74.1,75.07,4245600,74.82
"2014-02-10",74.96,75.02,74.19,75,3568300,74.75
"2014-02-11",74.93,75.76,74.85,75.6,4399000,75.35
"2014-02-12",76.1,76.19,75.69,76.02,3043100,75.77
"2014-02-13",75.64,76.13,75.33,75.94,5197900,75.69
"2014-02-14",76.05,76.78,75.66,76.42,5064600,76.17
"2014-02-18",76.52,76.55,75.25,76.4,3126300,76.15
"2014-02-19",76.25,77.25,76.03,76.46,3837700,76.21
"2014-02-20",76.46,76.67,75.91,76.38,3726900,76.13
"2014-02-21",76.07,76.1,74.65,74.8,5264100,74.55
"2014-02-24",74.98,76.81,74.98,75.94,6323600,75.69
"2014-02-25",75.51,75.55,73.85,74.83,5625500,74.58
"2014-02-26",74.53,74.79,73.86,74.34,3670100,74.09
"2014-02-27",74.5,75.01,74.27,74.7,5339400,74.45
"2014-02-28",74.96,77.4,74.87,77.04,6419300,76.78
"2014-03-03",76.58,77.59,76.32,77.02,3948100,76.76
"2014-03-04",77.75,78.15,77.13,77.84,2930400,77.58
"2014-03-05",77.75,78.15,77.1,77.48,3020200,77.22
"2014-03-06",77.45,78.35,77.28,78.23,1865600,77.97
"2014-03-07",78.66,79.08,78.26,79.06,3617500,78.8
"2014-03-10",78.83,79.02,78.23,78.91,2435500,78.65
"2014-03-11",79.01,79.12,77.73,78.08,3193300,77.82
"2014-03-12",77.29,77.64,76.61,77.31,4838800,77.31
"2014-03-13",77.26,77.32,74.53,75.18,7832200,75.18
"2014-03-14",75.26,75.65,74.35,74.6,3953300,74.6
"2014-03-17",74.28,74.96,73.1,74.07,6024200,74.07
