"","CME.Open","CME.High","CME.Low","CME.Close","CME.Volume","CME.Adjusted"
"2014-01-28",73.18,73.41,72.78,73.2,4170300,72.75
"2014-01-29",72.71,73.42,72.11,72.34,2589600,71.9
"2014-01-30",73.13,74.8,72.63,74.32,4651700,73.86
"2014-01-31",73.5,75.35,73.23,74.76,4281100,74.3
"2014-02-03",74.48,75.21,72.98,73.18,2735400,72.73
"2014-02-04",70.7,74.2,70.52,73.61,2456900,73.16
"2014-02-05",74.05,74.16,72.4,73.56,2180900,73.11
"2014-02-06",73.98,76.14,73.54,75.98,1902300,75.51
"2014-02-07",76.71,78,75.57,75.69,1852000,75.22
"2014-02-10",75.65,76.32,75.03,75.56,1259400,75.1
"2014-02-11",75.64,77.05,75.5,76.55,1258500,76.08
"2014-02-12",76.58,77.17,76.37,76.8,735900,76.33
"2014-02-13",76.43,77.17,76.03,76.99,884500,76.52
"2014-02-14",76.76,77.52,76.7,77.11,910900,76.64
"2014-02-18",77.14,77.41,76.13,76.22,1776300,75.75
"2014-02-19",75.79,76.69,74.72,74.77,1943100,74.31
"2014-02-20",74.68,75.06,73.54,73.76,1694400,73.31
"2014-02-21",73.9,74.82,73.57,73.71,1789100,73.26
"2014-02-24",73.91,74.94,73.7,74.32,2772200,73.86
"2014-02-25",74.17,74.91,73.1,73.26,1421200,72.81
"2014-02-26",73.31,73.57,71.86,72.58,2314000,72.13
"2014-02-27",72.41,73.24,72.1,73.16,1942300,72.71
"2014-02-28",73.19,73.97,72.91,73.82,1654500,73.37
"2014-03-03",73.18,74.19,72.77,74.11,1796100,73.65
"2014-03-04",75.16,76.23,75.1,76,2027600,75.53
"2014-03-05",75.77,76.97,75.71,76.42,2588000,75.95
"2014-03-06",76.23,77.19,75.89,76.76,1849700,76.76
"2014-03-07",76.84,77.54,76.63,76.97,1961900,76.97
"2014-03-10",77.05,77.25,76.35,76.73,1066900,76.73
"2014-03-11",76.65,77.19,75.67,75.91,1332700,75.91
"2014-03-12",75.69,76.05,75,76.05,1299600,76.05
"2014-03-13",76.32,76.32,74.73,74.78,2200800,74.78
"2014-03-14",75.06,75.91,74.46,75.36,1506300,75.36
"2014-03-17",75.84,76.47,75.84,76.26,987500,76.26
