"","JOY.Open","JOY.High","JOY.Low","JOY.Close","JOY.Volume","JOY.Adjusted"
"2013-12-24",55.75,56.44,55.48,56.36,599800,56.18
"2013-12-26",56.47,57.05,56.42,56.74,983100,56.56
"2013-12-27",56.99,58.03,56.69,57.86,1721300,57.68
"2013-12-30",57.58,58.49,57.54,57.99,1275800,57.81
"2013-12-31",58,58.6,58,58.49,1120200,58.31
"2014-01-02",58,58.12,56.01,56.36,2663600,56.18
"2014-01-03",55,55.94,54.75,55.68,2509500,55.51
"2014-01-06",55.48,56,54.95,55.5,1389300,55.33
"2014-01-07",55.6,55.84,55.35,55.45,1081300,55.28
"2014-01-08",55.3,55.49,54.77,55.16,2259900,54.99
"2014-01-09",55.59,55.93,54.88,55.17,1686600,55
"2014-01-10",55.33,56.09,55.12,55.79,1254600,55.62
"2014-01-13",55.73,56.1,54.86,54.89,1412700,54.72
"2014-01-14",55.05,55.45,54.84,55.4,863100,55.23
"2014-01-15",55.51,56.79,55.51,56.55,1166600,56.37
"2014-01-16",56.4,57.15,56.31,56.62,834100,56.44
"2014-01-17",56.36,56.79,56.07,56.23,927700,56.05
"2014-01-21",56.48,56.54,54.95,55.49,1390400,55.32
"2014-01-22",55.9,55.9,54.82,54.95,1013000,54.78
"2014-01-23",54.45,55.25,54.08,55.03,1346400,54.86
"2014-01-24",54.4,54.48,52.37,52.7,2103100,52.54
"2014-01-27",53.35,54,52.12,52.96,1674700,52.79
"2014-01-28",53.28,54,52.29,53.87,1340600,53.7
"2014-01-29",53.02,53.35,52.69,53.07,1959700,52.9
"2014-01-30",53.29,53.41,52.29,52.82,2182200,52.66
"2014-01-31",52.32,53.47,52.15,52.79,1037400,52.63
"2014-02-03",52.39,52.75,51.17,51.72,2061300,51.56
"2014-02-04",52.01,52.89,51.5,52.71,1187800,52.55
"2014-02-05",52.5,52.86,51.5,52.4,1411600,52.24
"2014-02-06",52.64,54.08,52.33,53.83,1211600,53.66
"2014-02-07",54.18,54.89,53.98,54.79,1133900,54.62
"2014-02-10",54.59,55.1,54.06,54.88,1244800,54.71
"2014-02-11",54.96,55.88,54.7,55.57,1096000,55.4
"2014-02-12",55.68,56.8,55.64,56.21,1138000,56.03
"2014-02-13",55.68,56.49,55.39,56.25,643100,56.07
"2014-02-14",56.5,57.21,56.31,56.66,1235900,56.48
"2014-02-18",56.92,57.15,55.95,57,1375200,56.82
"2014-02-19",56.68,56.84,55.77,55.87,1609000,55.7
"2014-02-20",55.77,56.74,55.18,56.6,1367700,56.42
"2014-02-21",56.65,57,56.44,56.73,1482900,56.55
"2014-02-24",56.82,57.88,56.56,57.44,1983000,57.26
"2014-02-25",57.22,57.24,54.81,55.1,2006600,54.93
"2014-02-26",55.1,56.02,54.98,55.8,1122900,55.63
"2014-02-27",55.74,56.14,55.5,56.04,807700,55.87
"2014-02-28",55.64,55.82,54.9,55,1995500,55
"2014-03-03",54.43,54.96,53.92,54.73,1551200,54.73
"2014-03-04",55.35,55.46,54.51,55.29,1689800,55.29
"2014-03-05",55.27,55.83,54.68,55.79,2338100,55.79
"2014-03-06",56.95,58.8,56.1,57.12,4199300,57.12
"2014-03-07",57.34,57.5,56.3,56.82,2140200,56.82
"2014-03-10",56.48,56.48,54.83,55.43,2120100,55.43
"2014-03-11",55.6,57.19,55.48,55.71,2282900,55.71
"2014-03-12",55.24,55.77,54.96,55.5,1108300,55.5
"2014-03-13",55.71,55.95,55.18,55.61,1799500,55.61
"2014-03-14",55.55,56.5,55.51,55.75,1280900,55.75
"2014-03-17",56.1,56.91,55.91,56.46,966600,56.46
