"","BCR.Open","BCR.High","BCR.Low","BCR.Close","BCR.Volume","BCR.Adjusted"
"2009-06-05",74.75,75.42,73.88,74.17,808600,71.42
"2009-06-08",74.07,74.25,72.68,73.3,673100,70.58
"2009-06-09",73.61,74.74,73.53,74.08,612800,71.33
"2009-06-10",74.48,74.48,73.01,73.34,542500,70.62
"2009-06-11",73.33,74.98,73.22,73.99,877100,71.25
"2009-06-12",73.85,74.96,73.25,74.05,620000,71.3
"2009-06-15",73.63,73.71,70.99,70.99,1408800,68.36
"2009-06-16",71.2,71.68,70.85,71.39,1429400,68.74
"2009-06-17",71.38,74.18,71.14,73.67,971700,70.94
"2009-06-18",73.57,74.59,73.37,74.18,556200,71.43
"2009-06-19",74.84,75.57,74.17,74.35,1002700,71.59
"2009-06-22",73.68,74.03,72.49,72.92,853100,70.22
"2009-06-23",73.42,74.11,72.54,72.9,803600,70.2
"2009-06-24",73.37,73.76,72.4,73.5,883500,70.77
"2009-06-25",73.29,75.47,73.29,74.85,572600,72.07
"2009-06-26",74.39,74.39,72.83,73.86,959100,71.12
"2009-06-29",73.6,74.84,73.14,74.74,494500,71.97
"2009-06-30",74.8,75.42,74.04,74.45,741800,71.69
"2009-07-01",74.31,75.06,73.7,74.76,691800,71.99
"2009-07-02",74.11,74.11,72.42,72.42,1117600,69.73
"2009-07-06",72.81,75.06,72.4,74.79,827900,72.02
"2009-07-07",74.6,75.39,74.2,74.88,1313000,72.1
"2009-07-08",75.24,75.5,74.11,74.76,761900,71.99
"2009-07-09",74.9,74.9,73.8,74.33,756800,71.57
"2009-07-10",73.81,74.29,72.65,72.76,1053800,70.06
"2009-07-13",72.77,73.23,72.3,72.88,880700,70.18
"2009-07-14",72.98,73.48,72.55,73.25,1149500,70.53
"2009-07-15",73.83,73.9,73.07,73.58,740200,70.85
"2009-07-16",73.5,74.38,73.4,74.18,634700,71.6
"2009-07-17",73.89,74.12,73.2,73.54,691100,70.98
"2009-07-20",73.73,74.02,72.73,73.77,1182900,71.2
"2009-07-21",74.4,74.96,73.79,74.6,1120400,72
"2009-07-22",74.44,75.1,72.55,72.87,1498700,70.33
"2009-07-23",70.16,72.8,70.1,71.53,3168400,69.04
"2009-07-24",71.45,72.11,71.24,71.5,1037800,69.01
"2009-07-27",71.91,71.91,70.61,71,863800,68.53
"2009-07-28",71,72.16,70.99,72.04,1268300,69.53
"2009-07-29",71.73,74.74,71.39,73.83,1171900,71.26
"2009-07-30",74.53,74.53,73.75,73.87,1105700,71.3
"2009-07-31",73.8,74.27,73.52,73.57,836200,71.01
"2009-08-03",74.4,75,73.5,74.47,1086400,71.87
"2009-08-04",74.11,75.03,73.98,75,914200,72.39
"2009-08-05",75,75,74.03,74.24,842800,71.65
"2009-08-06",74.38,74.38,73.12,73.25,772600,70.7
"2009-08-07",73.66,74.07,73.3,73.31,612200,70.76
"2009-08-10",73.1,74.01,72.96,73.94,743000,71.36
"2009-08-11",73.5,74.3,73.47,73.9,846100,71.32
"2009-08-12",73.79,74.34,73.52,73.92,881100,71.34
"2009-08-13",73.78,73.97,72.9,73.14,743700,70.59
"2009-08-14",73.39,73.93,72.76,73.62,691300,71.05
"2009-08-17",73.45,73.94,73.23,73.42,938800,70.86
"2009-08-18",73.38,73.45,72.5,73.36,847800,70.8
"2009-08-19",73.54,74.4,73.07,74.13,633600,71.55
"2009-08-20",74.08,75.51,73.75,75.1,1301200,72.48
"2009-08-21",75.39,76.1,74.99,75.56,1023000,72.93
"2009-08-24",75.85,76.36,75.35,76.25,1151300,73.59
"2009-08-25",76.61,78.8,76.24,77.69,2109600,74.98
"2009-08-26",77.44,78.55,77.19,78.24,1272400,75.51
"2009-08-27",78.21,79.19,77.83,78.99,1024400,76.24
"2009-08-28",80.26,80.76,78.99,80.31,1424200,77.51
"2009-08-31",80.07,80.78,79.55,80.58,1727500,77.77
"2009-09-01",80.4,81.21,79.04,80.49,1699700,77.69
"2009-09-02",80,81.16,80,80.63,1555200,77.82
"2009-09-03",80.4,80.99,79.7,80.53,1041900,77.72
"2009-09-04",80.68,80.68,79.65,80.45,904800,77.65
"2009-09-08",80.54,80.78,78.89,79.12,1561000,76.36
"2009-09-09",79.12,81.26,79.12,80.81,781200,77.99
"2009-09-10",81.12,81.16,80.19,80.75,1028800,77.94
"2009-09-11",80.8,81.33,80.4,80.51,865900,77.7
"2009-09-14",80.5,81.52,80.27,81.33,691000,78.5
"2009-09-15",81.06,82.98,80.9,82.56,1202300,79.68
"2009-09-16",82.43,82.83,81.18,81.29,905800,78.46
"2009-09-17",81.02,81.27,80.45,80.45,714800,77.65
"2009-09-18",80.64,80.74,80.02,80.15,1098800,77.36
"2009-09-21",80,81.13,79.92,80.09,631900,77.3
"2009-09-22",80.12,80.12,79.17,79.44,623300,76.67
"2009-09-23",79.71,79.71,78.56,78.56,757400,75.82
"2009-09-24",78.45,79.04,77.91,78.1,874500,75.38
"2009-09-25",77.94,78.66,77.8,78.06,6e+05,75.34
"2009-09-28",78.22,79.22,78.1,78.75,499200,76.01
"2009-09-29",78.75,78.96,78,78.41,617800,75.68
"2009-09-30",78.39,78.94,77.72,78.61,814200,75.87
"2009-10-01",78.48,78.57,77.53,77.53,849600,74.83
"2009-10-02",77.35,77.66,76.75,77.39,656400,74.69
"2009-10-05",77.31,77.31,76.45,77.06,876900,74.37
"2009-10-06",77.2,77.83,76.29,77.27,627600,74.58
"2009-10-07",77.21,77.43,76.56,77.18,649200,74.49
"2009-10-08",77.17,78.47,77.17,78.08,646600,75.36
"2009-10-09",77.93,78.39,77.77,77.94,532200,75.22
"2009-10-12",77.96,78.01,77.44,77.48,591900,74.78
"2009-10-13",77.2,77.75,76.86,77.64,668900,74.93
"2009-10-14",77.4,77.97,77.24,77.59,1047500,74.89
"2009-10-15",77.48,77.67,76.88,77.46,1055900,74.76
"2009-10-16",77.01,77.05,76.14,76.19,1230000,73.53
"2009-10-19",76.78,77.06,76.19,76.95,829200,74.27
"2009-10-20",77,77.03,75.57,75.74,959900,73.1
"2009-10-21",76.2,76.56,75.24,75.26,1680500,72.64
"2009-10-22",74.8,77.37,73.99,76.88,3142900,74.37
"2009-10-23",76.56,77.1,76.28,76.74,1114300,74.23
"2009-10-26",76.52,77.03,75.4,75.78,1114300,73.3
"2009-10-27",76.2,76.25,75.41,75.93,1054500,73.45
"2009-10-28",76.12,77.16,75.52,75.56,964500,73.09
"2009-10-29",76.01,76.08,74.87,75.76,831100,73.29
"2009-10-30",75.52,76.2,74.93,75.07,744900,72.62
"2009-11-02",75.17,76.11,75,75.88,998500,73.4
"2009-11-03",75.97,76.08,75.15,75.74,718200,73.27
"2009-11-04",77.78,77.78,76.4,76.99,1328200,74.48
"2009-11-05",77.54,78.13,77.41,77.98,815300,75.43
"2009-11-06",77.74,78.95,77.4,78.39,828000,75.83
"2009-11-09",78.69,79.86,78.41,79.84,618700,77.23
"2009-11-10",79.57,80.73,79.57,80.66,760700,78.03
"2009-11-11",80.71,81.07,80.47,80.9,602400,78.26
"2009-11-12",80.99,80.99,79.65,80.16,471900,77.54
"2009-11-13",80.21,81.11,80.17,80.76,714300,78.12
"2009-11-16",80.88,81.86,80.74,81.65,540500,78.98
"2009-11-17",81.81,81.91,81.45,81.84,616000,79.17
"2009-11-18",81.63,82.39,81.4,81.95,504000,79.27
"2009-11-19",81.81,82.22,80.9,81.89,775200,79.22
"2009-11-20",81.88,81.88,80.45,80.72,939300,78.08
"2009-11-23",80.91,81.55,80.75,81,768700,78.35
"2009-11-24",80.9,82.02,80.75,82.01,1339900,79.33
"2009-11-25",81.87,82.29,81.45,82,563600,79.32
"2009-11-27",80.69,82.39,80.35,81.86,383100,79.19
"2009-11-30",82.14,82.43,81.43,82.21,1149100,79.52
"2009-12-01",82.86,83.2,82.48,83.05,894400,80.34
"2009-12-02",83.09,84.01,82.97,83.52,681700,80.79
"2009-12-03",83.18,83.74,82.75,82.87,696500,80.16
"2009-12-04",83.63,84.07,82.41,83.04,717800,80.33
"2009-12-07",83.16,83.59,82.69,82.82,687100,80.11
"2009-12-08",82.42,82.54,81.73,81.8,1005300,79.13
"2009-12-09",81.66,82.12,81.27,81.8,970300,79.13
"2009-12-10",82.24,83.46,82.12,83.12,957900,80.41
"2009-12-11",83.46,83.86,82.87,83.05,711600,80.34
"2009-12-14",83.7,84.23,83.35,83.62,788100,80.89
"2009-12-15",85.21,85.21,84.18,85.02,1876200,82.24
"2009-12-16",85.43,85.49,84.88,85.05,1167300,82.27
"2009-12-17",84.26,84.95,84.15,84.16,750400,81.41
"2009-12-18",76.65,79.8,76.37,78.49,6448500,75.93
"2009-12-21",78.79,79.77,78.25,78.64,2042400,76.07
"2009-12-22",78.95,79.49,78.51,79.27,869600,76.68
"2009-12-23",78.99,79.25,78.59,78.8,655500,76.23
"2009-12-24",79.11,79.11,78.8,79.08,192600,76.5
"2009-12-28",79,79.11,78.67,78.97,508200,76.39
"2009-12-29",79.14,79.22,78.77,79,513900,76.42
"2009-12-30",78.71,79.35,78.69,79.26,499800,76.67
"2009-12-31",79.07,79.16,77.75,77.9,1154800,75.36
"2010-01-04",78.59,78.94,77.85,78.68,1371800,76.11
"2010-01-05",78.5,79.42,78.46,79.35,1093600,76.76
"2010-01-06",79.37,79.37,78.68,79.01,791800,76.43
"2010-01-07",78.87,80.28,78.69,80.13,1287100,77.51
"2010-01-08",80,80.54,79.08,80.51,889300,77.88
"2010-01-11",80.85,81.97,80.63,81.26,1057500,78.61
"2010-01-12",81.12,81.18,79.82,80.46,757500,77.83
"2010-01-13",80.96,83.02,80.67,82.63,2172200,79.93
"2010-01-14",82.61,83.56,82.29,83.55,1029000,80.82
"2010-01-15",83.5,83.54,81.87,82.62,1041400,79.92
"2010-01-19",83.21,84,82.83,83.83,876200,81.09
"2010-01-20",83.79,83.79,81.66,82.4,974800,79.71
"2010-01-21",82.18,82.39,80.75,80.82,731000,78.34
"2010-01-22",81.16,81.25,79.42,79.44,1210900,77
"2010-01-25",79.71,80.28,78.7,80.12,864500,77.66
"2010-01-26",79.53,80.55,79.53,80.09,369400,77.63
"2010-01-27",80.11,80.66,79.77,80.54,571400,78.07
"2010-01-28",80.79,80.94,79.84,80.5,644600,78.03
"2010-01-29",83.37,84.47,82.32,82.89,2026600,80.35
"2010-02-01",82.83,83.26,82.02,82.24,867600,79.72
"2010-02-02",82.49,83.57,81.98,83.57,508000,81.01
"2010-02-03",83.79,83.79,82.02,82.9,721300,80.36
"2010-02-04",82.2,82.79,80.85,81.03,1334200,78.55
"2010-02-05",81.1,81.13,78.73,79.92,1412300,77.47
"2010-02-08",80.22,81.51,79.78,80.76,932300,78.28
"2010-02-09",81.16,82.25,80.73,81.36,694700,78.87
"2010-02-10",80.98,81.62,80.56,81.01,297100,78.53
"2010-02-11",81.1,82.23,80.21,81.51,861700,79.01
"2010-02-12",80.93,82.03,80.48,81.97,775600,79.46
"2010-02-16",82.73,83.03,81.44,82.97,755500,80.43
"2010-02-17",83.4,84,83.33,83.72,944100,81.15
"2010-02-18",83.4,83.9,83.05,83.49,523300,80.93
"2010-02-19",83.42,83.9,82.67,83.44,534600,80.88
"2010-02-22",83.55,83.83,82.87,83.72,426200,81.15
"2010-02-23",83.58,83.72,82.78,83.26,612000,80.71
"2010-02-24",83.31,83.31,82.5,82.99,697900,80.45
"2010-02-25",82.52,83.23,82.16,83.19,723300,80.64
"2010-02-26",83.45,84,83.16,83.78,723300,81.21
"2010-03-01",83.81,84.76,83.07,84.39,802000,81.8
"2010-03-02",84.73,85.15,84.3,84.43,822900,81.84
"2010-03-03",84.49,84.54,83.92,84,841800,81.42
"2010-03-04",84.12,84.21,83.53,83.82,550800,81.25
"2010-03-05",84,84.92,84,84.71,805800,82.11
"2010-03-08",84.47,84.66,83.66,83.66,416900,81.09
"2010-03-09",83.6,83.84,83,83.18,923500,80.63
"2010-03-10",83.09,83.53,82.87,83.23,479800,80.68
"2010-03-11",82.95,82.95,82.16,82.76,704000,80.22
"2010-03-12",82.95,82.95,81.88,81.98,966900,79.47
"2010-03-15",81.95,83.28,81.88,83.13,434900,80.58
"2010-03-16",83.33,83.64,82.9,83.21,387400,80.66
"2010-03-17",83.31,84.3,83.11,83.83,763600,81.26
"2010-03-18",83.96,84.33,83.62,84.25,363800,81.67
"2010-03-19",84.53,84.53,83.32,83.82,738400,81.25
"2010-03-22",83.79,85.04,83.64,84.67,377400,82.07
"2010-03-23",85.12,85.12,83.99,85.02,376700,82.41
"2010-03-24",85.11,85.68,84.51,84.53,558900,81.94
"2010-03-25",84.65,86.1,84.53,85.53,1007700,82.91
"2010-03-26",85.81,86.06,85.27,85.77,923800,83.14
"2010-03-29",85.92,86.59,85.6,86.45,545900,83.8
