"","BIIB.Open","BIIB.High","BIIB.Low","BIIB.Close","BIIB.Volume","BIIB.Adjusted"
"2008-09-29",49.46,51.84,48.89,48.89,7654300,48.89
"2008-09-30",49.96,50.66,48.37,50.29,5044200,50.29
"2008-10-01",49.15,49.88,48.06,49.59,3218600,49.59
"2008-10-02",49.59,50.13,48.11,49.68,3636000,49.68
"2008-10-03",50.15,52.36,50.15,50.5,4086600,50.5
"2008-10-06",50.16,51.61,46.67,49.39,6986500,49.39
"2008-10-07",49.57,50.68,46.32,46.5,5955000,46.5
"2008-10-08",45.96,48.74,45.41,46.31,5444600,46.31
"2008-10-09",47.14,47.34,44.66,44.76,5216400,44.76
"2008-10-10",43.08,45.98,40.39,42.78,8277800,42.78
"2008-10-13",43.98,47.32,42.44,47.13,5542200,47.13
"2008-10-14",48.31,48.99,45.19,45.19,4445200,45.19
"2008-10-15",45.13,46.78,42.39,42.46,4349800,42.46
"2008-10-16",42.72,44.46,40.8,43.98,6283700,43.98
"2008-10-17",42.4,48.5,41.8,45.45,5008400,45.45
"2008-10-20",45.64,47.94,44.13,47.49,4130300,47.49
"2008-10-21",47,47.15,43.5,43.99,4794200,43.99
"2008-10-22",42.56,42.67,39.93,40.72,5734200,40.72
"2008-10-23",40.38,42,38.58,41.39,4845800,41.39
"2008-10-24",38.08,42.51,38.04,41.42,3954900,41.42
"2008-10-27",41.21,42.8,39.61,40.25,3885500,40.25
"2008-10-28",41.88,42.74,41.36,42.35,6278100,42.35
"2008-10-29",42.57,44.15,41.5,41.94,5922100,41.94
"2008-10-30",39.8,41.06,39.17,40.3,9427000,40.3
"2008-10-31",40.35,43.13,39.61,42.55,5464600,42.55
"2008-11-03",44.26,46.49,44.2,46.31,5348600,46.31
"2008-11-04",47.31,47.98,46.1,47.16,4344300,47.16
"2008-11-05",46.5,47.4,44.35,44.84,5329600,44.84
"2008-11-06",44.19,45.27,43.83,44.6,3039700,44.6
"2008-11-07",45.06,46.76,45.06,46.35,2600500,46.35
"2008-11-10",47.21,47.92,46.08,46.72,1812000,46.72
"2008-11-11",47,47.8,45.66,46.8,3081100,46.8
"2008-11-12",46.03,46.62,44.09,44.26,2867900,44.26
"2008-11-13",44.37,46.75,42.59,46.7,3740900,46.7
"2008-11-14",46.71,46.71,43.21,43.52,3454400,43.52
"2008-11-17",43.4,45.07,42.35,43.13,3158400,43.13
"2008-11-18",43.2,44.35,42.09,43.8,4061500,43.8
"2008-11-19",43.87,44.6,40.27,41.06,3951300,41.06
"2008-11-20",40.91,42.46,39.53,39.77,4586300,39.77
"2008-11-21",39.9,40.49,37.21,39.64,6564800,39.64
"2008-11-24",40.3,41.07,39.62,40.64,3829800,40.64
"2008-11-25",40.56,41.68,39.91,40.72,3595400,40.72
"2008-11-26",40.39,42.04,39.34,42,3099800,42
"2008-11-28",41.53,42.55,41.16,42.31,1307100,42.31
"2008-12-01",41.43,41.92,39.01,39.02,3576400,39.02
"2008-12-02",39.61,41.6,39.25,41.43,3528300,41.43
"2008-12-03",40.76,42.44,40.57,42.12,4187000,42.12
"2008-12-04",41.31,42.43,41,41.7,3181900,41.7
"2008-12-05",40.3,44.45,40.3,44.25,3706700,44.25
"2008-12-08",44.95,48.51,44.74,48.17,6625300,48.17
"2008-12-09",47.51,49.58,46.28,46.6,4957300,46.6
"2008-12-10",47.09,49.07,47.03,48.05,2993500,48.05
"2008-12-11",47.84,48.98,46.88,47.15,2841700,47.15
"2008-12-12",44,47,44,47,5959100,47
"2008-12-15",46.2,46.87,45.62,46.18,3876100,46.18
"2008-12-16",46.19,49.19,46.19,49.12,4789300,49.12
"2008-12-17",48.39,48.83,47.46,47.65,3378100,47.65
"2008-12-18",47.86,49.28,47.35,48.01,3434300,48.01
"2008-12-19",48,48.29,46.33,46.75,6310900,46.75
"2008-12-22",46.63,47.9,46.21,47.26,2888700,47.26
"2008-12-23",47.81,48.74,46.84,47.05,1668900,47.05
"2008-12-24",47.29,47.7,46.76,47.2,544600,47.2
"2008-12-26",47.46,47.74,47.02,47.31,591000,47.31
"2008-12-29",47.27,47.96,46.2,46.54,1526100,46.54
"2008-12-30",46.95,47.99,46.5,47.68,1632600,47.68
"2008-12-31",47.94,48.32,47.19,47.63,2117000,47.63
"2009-01-02",47.49,48.56,46.69,48.49,2372900,48.49
"2009-01-05",47.47,47.65,45.43,47.44,4439100,47.44
"2009-01-06",47.71,48.06,46.08,46.47,3442100,46.47
"2009-01-07",46.27,46.88,45.69,46.81,3381300,46.81
"2009-01-08",46.21,48.05,46.13,47.95,3235800,47.95
"2009-01-09",47.81,49.09,47.51,48.25,3767700,48.25
"2009-01-12",46.8,49.49,46.8,48.45,2953300,48.45
"2009-01-13",48.32,50.34,48.32,49.63,4576000,49.63
"2009-01-14",49.84,49.84,48.09,48.09,3234300,48.09
"2009-01-15",47.38,49.9,47.27,49.29,3454000,49.29
"2009-01-16",50.19,51.36,49.6,51.05,5976800,51.05
"2009-01-20",51.28,51.78,49.54,49.55,4827500,49.55
"2009-01-21",49.61,52.35,49.44,52.17,5185000,52.17
"2009-01-22",51.19,52.17,50.5,50.88,2959100,50.88
"2009-01-23",48,48.61,46.31,47.42,7972800,47.42
"2009-01-26",47.99,49.02,47.4,48.51,4489700,48.51
"2009-01-27",50.04,50.2,48.79,49.27,4394900,49.27
"2009-01-28",49.1,51.74,48.75,49.81,4144200,49.81
"2009-01-29",49.16,50.39,48.75,49.28,2947300,49.28
"2009-01-30",49.15,49.7,47.94,48.65,3397700,48.65
"2009-02-02",48.15,50.22,48.05,50.11,3096600,50.11
"2009-02-03",50.25,52.49,49.83,52.46,4443100,52.46
"2009-02-04",52.26,53.66,52.08,52.75,5722200,52.75
"2009-02-05",51.87,53.38,51.84,53.28,4946100,53.28
"2009-02-06",51.2,53.48,50.9,52.48,7642400,52.48
"2009-02-09",51.28,52.24,50.5,52.16,3742000,52.16
"2009-02-10",51.4,52.58,50.48,50.87,2968000,50.87
"2009-02-11",51.87,51.87,50.36,51.04,1995300,51.04
"2009-02-12",50.48,52.61,50.34,52.61,2460100,52.61
"2009-02-13",52.69,53,51.74,52.42,1590900,52.42
"2009-02-17",51.41,52.13,50.85,51.11,2714700,51.11
"2009-02-18",51.3,51.39,50.34,50.86,3469900,50.86
"2009-02-19",50.79,51.63,50.47,50.76,2137100,50.76
"2009-02-20",50.45,51,49.71,50.78,3519000,50.78
"2009-02-23",50.81,51,49.34,49.38,4099400,49.38
"2009-02-24",49.98,50.86,47.57,49.65,6415200,49.65
"2009-02-25",49.35,51.66,49.25,50.55,4318800,50.55
"2009-02-26",51.48,51.48,47.44,47.69,4007100,47.69
"2009-02-27",47.08,47.62,45.55,46.04,5631100,46.04
"2009-03-02",45.21,45.63,43.86,44,4216400,44
"2009-03-03",44.98,45.39,43,44.61,3045900,44.61
"2009-03-04",45.51,46.92,44.13,46.2,3500500,46.2
"2009-03-05",45,45.59,43.45,43.64,3332900,43.64
"2009-03-06",43.6,44.37,42.92,44.23,4499300,44.23
"2009-03-09",43.53,45.87,43.2,43.83,3983000,43.83
"2009-03-10",44.7,46,43.61,45.66,3429800,45.66
"2009-03-11",45.83,46.87,45.35,46.09,3730900,46.09
"2009-03-12",45.81,49.13,45.81,48.88,2989300,48.88
"2009-03-13",48.8,49.18,48.25,48.5,2546700,48.5
"2009-03-16",49.31,49.31,47.25,47.58,2668100,47.58
"2009-03-17",47.41,49.8,47.41,49.63,3677100,49.63
"2009-03-18",49.26,50.96,48.93,50.06,3101400,50.06
"2009-03-19",50.36,50.72,49.57,50.62,2880700,50.62
"2009-03-20",51.16,51.69,49.95,49.97,4952900,49.97
"2009-03-23",50.6,51.5,50.14,51.5,3294400,51.5
"2009-03-24",50.92,52.12,50.38,50.85,2608000,50.85
"2009-03-25",51.43,52.3,50.03,51.52,3320700,51.52
"2009-03-26",51.76,53.5,51.25,52.66,4395700,52.66
"2009-03-27",52.72,53.34,51.77,52.28,3642700,52.28
"2009-03-30",52.49,53,51.4,52.54,4321100,52.54
"2009-03-31",52.82,53.32,52.14,52.42,3236200,52.42
"2009-04-01",51.47,52.09,50.7,51.88,2904600,51.88
"2009-04-02",52.5,52.67,51.53,52.2,2767900,52.2
"2009-04-03",51.85,52.62,49.86,50.32,2794600,50.32
"2009-04-06",50.01,50.31,49.06,49.63,2328300,49.63
"2009-04-07",49.26,53.83,48.68,52.09,9833200,52.09
"2009-04-08",51.63,55.34,51.59,53.64,6906000,53.64
"2009-04-09",54.15,54.24,51.6,52.96,3857000,52.96
"2009-04-13",52.5,53.49,52.5,52.52,1821500,52.52
"2009-04-14",52.43,53,51.34,51.49,2244300,51.49
"2009-04-15",51.01,51.77,50.3,51.18,3366200,51.18
"2009-04-16",52.28,52.56,50.89,51.49,3767400,51.49
"2009-04-17",50.64,51.23,49.97,50.09,4393100,50.09
"2009-04-20",49.25,49.5,47.9,48.35,3989200,48.35
"2009-04-21",48.83,48.83,46.98,47.55,2955700,47.55
"2009-04-22",46.76,48.01,46.52,47.05,2907400,47.05
"2009-04-23",46.49,46.69,45.7,45.98,3254400,45.98
"2009-04-24",46.13,46.9,45.72,46.08,4226500,46.08
"2009-04-27",45.85,46.8,45.85,46.13,3141400,46.13
"2009-04-28",45.96,47.67,45.91,47.33,2850300,47.33
"2009-04-29",48.01,48.8,47.17,47.42,4216900,47.42
"2009-04-30",47.52,48.34,46.88,48.34,4157200,48.34
"2009-05-01",47.65,48.3,46,46.26,3139500,46.26
"2009-05-04",46.48,47.36,46.01,46.61,2903900,46.61
"2009-05-05",46.6,47.98,46.18,46.43,1789500,46.43
"2009-05-06",46.72,47.21,45.5,46.71,2822900,46.71
"2009-05-07",46.75,47.93,46.07,47.2,4087200,47.2
"2009-05-08",47.43,49.05,46.77,48.6,4733500,48.6
"2009-05-11",48,49.37,47.4,49.14,2430700,49.14
"2009-05-12",49.15,49.87,48.13,49.2,2888700,49.2
"2009-05-13",49,49.78,48.21,48.52,2405600,48.52
"2009-05-14",48.83,49.72,48.52,49,2634100,49
"2009-05-15",48.67,49.49,48.15,49.07,2439200,49.07
"2009-05-18",49.49,50.7,49.04,50.7,2652800,50.7
"2009-05-19",50.36,50.99,50.12,50.83,2575100,50.83
"2009-05-20",51.25,52.36,50.93,51.64,3029300,51.64
"2009-05-21",51.05,51.9,50.08,50.73,2095000,50.73
"2009-05-22",50.73,51.29,50.24,50.39,1285500,50.39
"2009-05-26",49.63,51.39,49.25,51.24,3047200,51.24
"2009-05-27",51.44,51.84,50.31,50.98,2656300,50.98
"2009-05-28",51.25,51.59,50.22,51.1,1851900,51.1
"2009-05-29",51.07,51.79,50.48,51.79,2073000,51.79
"2009-06-01",52.25,52.3,50.63,50.9,2414100,50.9
"2009-06-02",50.47,52.99,50.45,52.32,3177500,52.32
"2009-06-03",52.16,54.5,51.63,53.43,3815500,53.43
"2009-06-04",53.4,54,53.02,53.15,2822600,53.15
"2009-06-05",53.21,53.44,50.29,52.12,3439300,52.12
"2009-06-08",52.37,52.64,51.41,51.83,1856300,51.83
"2009-06-09",52.2,52.83,51.77,52.38,1803100,52.38
"2009-06-10",51.75,52.77,51.28,51.62,2058100,51.62
"2009-06-11",51.74,52.17,50.93,51.46,2735500,51.46
"2009-06-12",51.15,51.66,50.8,51.38,1826600,51.38
"2009-06-15",50.44,50.73,49.61,50.19,2846400,50.19
"2009-06-16",50.35,51.39,50.04,50.89,2247700,50.89
"2009-06-17",51,52.62,50.49,51.82,2347000,51.82
"2009-06-18",52.62,52.62,51.39,51.99,1704100,51.99
"2009-06-19",52.49,52.88,51.4,51.67,4628800,51.67
"2009-06-22",50.64,51.04,48.59,49.1,4710100,49.1
"2009-06-23",49.43,49.58,48.5,48.73,2417800,48.73
"2009-06-24",48.71,49.49,48.25,49.23,2412600,49.23
"2009-06-25",49.13,50.13,48.61,49.99,2303000,49.99
"2009-06-26",49.71,50.23,49.54,50.07,2281900,50.07
"2009-06-29",47.83,48.3,46.3,47.32,7032100,47.32
"2009-06-30",47.14,47.14,44.56,45.15,8872800,45.15
"2009-07-01",45.33,47.41,45.33,46.77,5721100,46.77
"2009-07-02",46.71,47.22,44.8,45,5113000,45
"2009-07-06",44.88,45.4,44.58,45.22,2731900,45.22
"2009-07-07",45.08,45.25,44.41,44.49,2638100,44.49
"2009-07-08",45,45.55,44.74,44.86,3458200,44.86
"2009-07-09",45.07,45.8,44.67,45.43,2509200,45.43
"2009-07-10",45.13,45.8,44.53,44.75,3146400,44.75
"2009-07-13",45.01,46.48,44.9,46.16,3634000,46.16
"2009-07-14",46.62,47.27,45.69,45.94,4111200,45.94
"2009-07-15",46.19,46.74,46.01,46.67,3611400,46.67
"2009-07-16",47.77,48.3,46.72,47.1,4984800,47.1
"2009-07-17",46.75,47.18,45.87,46.07,3379300,46.07
"2009-07-20",46.13,47.23,45.95,46.92,4685600,46.92
"2009-07-21",46.94,47.84,46.48,47.76,2763100,47.76
"2009-07-22",47.72,47.72,46.52,46.86,2409900,46.86
"2009-07-23",46.97,48.99,46.75,48.59,3743300,48.59
"2009-07-24",48.6,49.01,47.83,48.98,1589300,48.98
"2009-07-27",48.6,49.54,48.49,49.21,2140300,49.21
"2009-07-28",49.14,49.76,48.74,49.02,2422700,49.02
"2009-07-29",48.7,49.07,47.82,48.12,3228100,48.12
"2009-07-30",48.89,48.94,47.29,47.36,3567000,47.36
"2009-07-31",47.49,48.39,47.45,47.55,2568600,47.55
"2009-08-03",47.47,48.4,47.22,48.36,2462000,48.36
"2009-08-04",47.97,48.72,47.84,48.61,1675200,48.61
"2009-08-05",48.55,48.61,47.49,47.62,2298600,47.62
"2009-08-06",47.58,47.6,46.39,46.65,2779000,46.65
"2009-08-07",46.81,47.75,46.81,47.28,1600300,47.28
"2009-08-10",47.29,48,47.04,47.93,1929400,47.93
"2009-08-11",47.59,48.09,47.49,47.81,1746400,47.81
"2009-08-12",47.7,49.44,47.51,49,3684400,49
"2009-08-13",49.04,49.45,48.7,48.92,2654900,48.92
"2009-08-14",48.67,48.87,47.77,48.78,2125500,48.78
"2009-08-17",48.34,48.63,47.9,48.25,2010200,48.25
"2009-08-18",48.1,48.55,47.85,48.35,1981400,48.35
"2009-08-19",48.11,49.13,47.91,49.03,2245100,49.03
"2009-08-20",49.05,49.85,48.93,49.57,1777300,49.57
"2009-08-21",49.45,50.43,49.16,49.97,2238200,49.97
"2009-08-24",49.59,49.84,49.19,49.53,1692900,49.53
"2009-08-25",49.55,49.9,49.29,49.71,1965600,49.71
"2009-08-26",49.59,50,49.42,49.92,1916400,49.92
"2009-08-27",49.28,50.23,49.24,50.05,2476900,50.05
"2009-08-28",50.23,50.41,49.53,49.93,1952300,49.93
"2009-08-31",49.28,50.35,49.22,50.2,2688000,50.2
"2009-09-01",49.61,50.61,48.98,49.24,3144400,49.24
"2009-09-02",48.78,49.47,48.64,49.19,2061800,49.19
"2009-09-03",49.07,49.97,49.05,49.91,2371600,49.91
"2009-09-04",50.9,51.09,50.29,51.01,4276300,51.01
"2009-09-08",51.06,51.7,51.01,51.18,2888800,51.18
"2009-09-09",51.13,51.5,50.49,51.04,2861500,51.04
"2009-09-10",51.21,51.21,50.21,50.33,2538700,50.33
"2009-09-11",50.63,50.99,50.08,50.84,1929400,50.84
"2009-09-14",50.35,51.2,50.35,50.83,2294100,50.83
"2009-09-15",50.6,51.49,50.4,51.41,2046200,51.41
"2009-09-16",51.4,51.72,51.06,51.55,2481500,51.55
"2009-09-17",51.27,51.35,50.25,50.45,3203700,50.45
"2009-09-18",50.81,50.81,49.84,50,3794800,50
"2009-09-21",49.82,51.36,49.3,50.89,2482200,50.89
"2009-09-22",50.84,50.95,49.9,50.53,1829400,50.53
"2009-09-23",50.57,51.04,50.17,50.23,1340900,50.23
"2009-09-24",50.35,50.64,49.99,50.23,1682200,50.23
"2009-09-25",50.33,50.37,50,50.11,2121200,50.11
"2009-09-28",50.12,51.25,50.03,50.57,1407800,50.57
"2009-09-29",50.56,52.12,50,51.41,4462000,51.41
"2009-09-30",50.89,50.9,49.87,50.52,3463300,50.52
"2009-10-01",50.44,50.48,49.25,49.34,3249500,49.34
"2009-10-02",49.48,49.48,48.69,48.89,2453200,48.89
"2009-10-05",48.9,48.98,48.34,48.54,2096700,48.54
"2009-10-06",48.68,49.46,48.35,49.02,1967700,49.02
"2009-10-07",49.42,49.42,48.72,49.17,1383400,49.17
"2009-10-08",49.59,49.59,48.47,48.6,1871900,48.6
"2009-10-09",48.93,49.05,48.41,49.01,1560100,49.01
"2009-10-12",49.1,49.35,48.36,48.69,1592300,48.69
"2009-10-13",48.53,48.98,48.38,48.8,1378700,48.8
"2009-10-14",49.14,50.28,49.14,50.04,3249900,50.04
"2009-10-15",49.97,50.07,49.57,49.79,3262100,49.79
"2009-10-16",49.53,49.68,48.58,49.2,3509800,49.2
"2009-10-19",49.36,50.01,49.03,49.39,2301000,49.39
"2009-10-20",48.32,48.8,47.33,48.06,5792300,48.06
"2009-10-21",47.41,47.66,46.26,46.43,6037200,46.43
"2009-10-22",46.38,47.59,46.3,47.23,3647200,47.23
"2009-10-23",45,45.09,43.58,43.81,11117100,43.81
"2009-10-26",43.83,44.66,43.55,44.13,4805800,44.13
"2009-10-27",44.28,45.11,44.25,44.55,4735200,44.55
"2009-10-28",44.12,44.96,43.48,43.53,3395700,43.53
"2009-10-29",43.63,43.71,41.75,43.08,5338600,43.08
"2009-10-30",42.85,43.41,42.1,42.13,3532100,42.13
"2009-11-02",42.86,43.29,42.31,42.59,4535300,42.59
"2009-11-03",42.7,43.44,42.54,43.25,4420200,43.25
"2009-11-04",43.31,43.31,42.68,42.8,5209500,42.8
"2009-11-05",43,44.72,42.99,44.39,6792100,44.39
"2009-11-06",44.44,46.47,44.11,45.76,8636900,45.76
"2009-11-09",45.64,45.76,44.91,45.41,4801800,45.41
"2009-11-10",45.03,46.15,45,45.51,4664700,45.51
"2009-11-11",45.46,46.55,45.45,46.43,3894300,46.43
"2009-11-12",46.36,46.8,46.1,46.5,3910200,46.5
"2009-11-13",46.33,47.06,46.31,46.72,2806600,46.72
"2009-11-16",46.77,46.95,46.4,46.53,5304900,46.53
"2009-11-17",46.23,46.41,45.88,46.05,4285700,46.05
"2009-11-18",45.95,46.33,45.68,46.16,2593800,46.16
"2009-11-19",46.1,46.3,45.54,45.85,3073600,45.85
"2009-11-20",45.6,46.52,45.56,46.38,2829100,46.38
"2009-11-23",46.67,47.2,46.35,46.79,2437600,46.79
"2009-11-24",47.01,47.49,46.79,47.38,3118800,47.38
"2009-11-25",47.26,47.7,47.18,47.45,1477700,47.45
"2009-11-27",46.44,47.71,46.11,46.92,1476200,46.92
"2009-11-30",47.4,47.59,46.93,46.94,3450600,46.94
"2009-12-01",47.1,48,46.94,47.84,2296700,47.84
"2009-12-02",47.91,48.32,47.47,47.74,2629800,47.74
"2009-12-03",47.64,47.95,47.29,47.38,2436800,47.38
"2009-12-04",47.63,48.3,47.52,48.18,2882900,48.18
"2009-12-07",47.96,48.45,47.82,48.3,2471600,48.3
"2009-12-08",47.95,48.25,47.46,48.06,2831400,48.06
"2009-12-09",47.9,48.26,47.55,48.17,2942600,48.17
"2009-12-10",48.11,48.66,48.11,48.26,2182800,48.26
"2009-12-11",48.33,48.93,48.17,48.65,2581500,48.65
"2009-12-14",48.75,49.25,48.75,48.87,2715400,48.87
"2009-12-15",48.94,49.56,48.34,49.43,3072800,49.43
"2009-12-16",49.49,50.47,49.31,50.25,4815200,50.25
"2009-12-17",50,50.07,49.11,49.45,3977200,49.45
"2009-12-18",49.52,50.45,49.31,50.07,6382400,50.07
"2009-12-21",50.21,51.25,50.21,51.09,3636100,51.09
"2009-12-22",51.09,52.63,51.02,52.32,4175900,52.32
"2009-12-23",52.49,52.77,52.16,52.16,3345000,52.16
"2009-12-24",52.22,52.5,51.91,52.24,630900,52.24
"2009-12-28",52.16,53.29,52.16,53.27,2181900,53.27
"2009-12-29",53.37,53.56,53.09,53.4,2020000,53.4
"2009-12-30",53.35,54,53.15,53.7,1861000,53.7
"2009-12-31",53.81,53.83,53.31,53.5,1680400,53.5
"2010-01-04",53.97,53.97,53.6,53.64,2469700,53.64
"2010-01-05",54.72,55,53,53.38,4899400,53.38
"2010-01-06",53.1,53.7,52.8,53.43,5555800,53.43
"2010-01-07",53.23,53.5,52.46,52.99,3659900,52.99
"2010-01-08",53,54.33,52.81,54.08,2996300,54.08
"2010-01-11",54.1,54.35,53.53,53.9,1813300,53.9
"2010-01-12",53.66,54.03,52.94,53.25,3242900,53.25
"2010-01-13",53.33,54.33,52.96,54.08,2130600,54.08
"2010-01-14",53.81,54.36,53.59,54.36,1769900,54.36
"2010-01-15",54.06,54.85,53.78,54.18,2997200,54.18
"2010-01-19",54.29,55.31,54.29,55.23,2941500,55.23
"2010-01-20",55.04,55.37,54.01,54.72,2634100,54.72
"2010-01-21",54.53,54.53,52.67,53.21,4731200,53.21
"2010-01-22",53.19,53.71,52.6,53.06,3167800,53.06
"2010-01-25",53.22,53.5,52.17,52.67,2265300,52.67
"2010-01-26",52.52,53.11,52.16,53,2346700,53
"2010-01-27",52.47,53.62,52.37,53.58,2963800,53.58
"2010-01-28",54.28,54.51,52.6,53.27,3314100,53.27
"2010-01-29",53.31,53.91,53.01,53.74,3127900,53.74
"2010-02-01",53.41,53.93,52.98,53.91,2481700,53.91
"2010-02-02",53.76,54.95,53.24,54.94,2178500,54.94
"2010-02-03",54.52,54.81,54.03,54.6,2155700,54.6
"2010-02-04",54.17,54.46,52.99,53.1,2799600,53.1
"2010-02-05",53.14,53.7,52.23,53.53,3638700,53.53
"2010-02-08",53.54,53.56,52.47,52.84,2852400,52.84
"2010-02-09",53.88,54.88,53.33,54.09,2965000,54.09
"2010-02-10",54.2,54.91,54.07,54.39,2562700,54.39
"2010-02-11",54.12,55.92,53.92,55.69,2824200,55.69
"2010-02-12",55.08,55.8,54.72,55.21,2954300,55.21
"2010-02-16",55.55,55.77,54.92,55.12,3277000,55.12
"2010-02-17",55.31,56.26,55.31,56.23,2497800,56.23
"2010-02-18",56.03,56.37,55.8,55.98,2593500,55.98
"2010-02-19",55.88,56.99,55.49,56.61,3057000,56.61
"2010-02-22",56.53,56.66,55.53,55.67,2170300,55.67
"2010-02-23",55.63,56.12,54.85,55.25,2910600,55.25
"2010-02-24",55.3,55.95,54.74,55.29,5288000,55.29
"2010-02-25",54.3,54.97,54.03,54.89,2826200,54.89
"2010-02-26",54.81,55.19,54.54,55.01,2847100,55.01
"2010-03-01",55.48,56.9,55.34,56.78,2567900,56.78
"2010-03-02",56.54,57.47,56.52,57.31,2530800,57.31
"2010-03-03",57.26,57.59,56.71,56.79,1990500,56.79
"2010-03-04",56.79,56.9,56.34,56.66,1377900,56.66
"2010-03-05",56.67,57.21,56.61,57.21,1526500,57.21
"2010-03-08",56.99,58.48,56.91,57.67,3064900,57.67
"2010-03-09",57.64,58.31,57.53,57.84,2195300,57.84
"2010-03-10",57.91,58.96,57.9,58.71,2248600,58.71
"2010-03-11",58.55,58.86,57.72,58.78,1865700,58.78
"2010-03-12",58.81,58.93,58.08,58.76,1468700,58.76
"2010-03-15",58.86,58.99,58.31,58.9,1407400,58.9
"2010-03-16",59.23,59.85,58.64,59.73,3238200,59.73
"2010-03-17",59.54,59.73,59.23,59.36,1982700,59.36
"2010-03-18",59.12,59.35,58.32,59.2,2512000,59.2
"2010-03-19",59.82,60.17,58.59,59.63,5024800,59.63
"2010-03-22",59.78,60.28,59.57,59.82,2156500,59.82
"2010-03-23",59.67,59.94,59.41,59.84,1232300,59.84
"2010-03-24",59.76,59.8,58.72,58.85,1809200,58.85
"2010-03-25",59.27,59.27,58.27,58.27,2407000,58.27
"2010-03-26",58.57,58.76,57.82,58.15,1347000,58.15
"2010-03-29",57.92,58.7,57.89,58.42,1800700,58.42
"2010-03-30",58.22,58.45,57.5,57.71,2030100,57.71
"2010-03-31",57.5,57.94,57.24,57.39,1620500,57.39
"2010-04-01",57.8,57.99,57.03,57.52,1564700,57.52
"2010-04-05",57.56,57.96,57.13,57.53,1142200,57.53
"2010-04-06",57.42,57.89,57.27,57.5,1422600,57.5
"2010-04-07",57.75,57.77,56.99,57.27,1869100,57.27
"2010-04-08",57.3,57.3,56.19,56.43,2395400,56.43
"2010-04-09",56.34,56.9,56.3,56.52,2716000,56.52
"2010-04-12",56.52,56.52,55.69,56,2397400,56
"2010-04-13",55.78,56.07,54.9,55.07,4166100,55.07
"2010-04-14",54.81,55.23,54.05,54.96,4327000,54.96
"2010-04-15",54.72,55.03,53.93,54.41,2795400,54.41
"2010-04-16",54.2,54.28,53.12,53.64,4198100,53.64
"2010-04-19",53.64,55.05,53.5,54.79,3076100,54.79
"2010-04-20",54.4,54.97,53.26,53.91,3533200,53.91
"2010-04-21",53.4,53.8,52.4,52.72,4325200,52.72
"2010-04-22",52.61,52.61,51.62,52.03,4324100,52.03
"2010-04-23",52.13,52.63,51.88,52.59,2519600,52.59
"2010-04-26",52.35,52.79,52.1,52.25,2290900,52.25
"2010-04-27",52.15,53.13,52.02,52.1,3761500,52.1
"2010-04-28",52.19,52.68,52.06,52.12,2421200,52.12
"2010-04-29",52.23,53.7,51.8,53.31,3556000,53.31
"2010-04-30",53.51,54.04,53.13,53.29,3348900,53.29
"2010-05-03",53.5,53.92,53.26,53.6,2057900,53.6
"2010-05-04",53,53.09,51.8,52.3,2288900,52.3
"2010-05-05",52.33,52.91,52.02,52.7,2541100,52.7
"2010-05-06",52.58,52.58,49.43,50.7,4393100,50.7
"2010-05-07",49.8,51.02,49.36,50.39,4704300,50.39
"2010-05-10",51.29,51.8,50.74,51.13,3245400,51.13
"2010-05-11",50.93,51.71,50.72,51.38,2877300,51.38
"2010-05-12",51.32,52.06,50.85,52.04,2375100,52.04
"2010-05-13",51.74,51.89,51.33,51.4,1659100,51.4
"2010-05-14",51.2,51.36,49.64,50.13,4030000,50.13
"2010-05-17",49.8,50.68,49.29,50.57,2257100,50.57
"2010-05-18",50.69,51.25,50.45,50.7,2410300,50.7
"2010-05-19",50.51,51.04,50.01,50.46,2533100,50.46
"2010-05-20",49.58,50.31,49.25,49.25,3899600,49.25
"2010-05-21",48.91,50.01,48.73,48.98,5046900,48.98
"2010-05-24",48.77,48.97,48.23,48.27,3856200,48.27
"2010-05-25",47.77,48.43,47.1,48.35,2739100,48.35
"2010-05-26",48.09,48.74,47.32,47.36,3773700,47.36
"2010-05-27",47.94,48.3,47.4,48.28,3515600,48.28
"2010-05-28",48.14,48.44,47.43,47.43,4610200,47.43
"2010-06-01",47.25,48.1,46.98,47.22,3682400,47.22
"2010-06-02",47.2,48.43,46.98,48.35,3027200,48.35
"2010-06-03",48.25,49.34,48.09,49.25,3064500,49.25
"2010-06-04",48.5,48.84,47.77,47.84,3961400,47.84
"2010-06-07",48.05,48.27,47.63,47.64,2879100,47.64
"2010-06-08",48.2,48.23,46.56,46.85,4041700,46.85
"2010-06-09",47.1,47.81,46.37,47.08,2906800,47.08
"2010-06-10",47.72,48.26,47.29,48.14,2922000,48.14
"2010-06-11",47.39,47.62,45.96,46.22,5927500,46.22
"2010-06-14",46.43,47.48,46.38,46.79,3087000,46.79
"2010-06-15",47.12,48.18,46.93,48.12,3091400,48.12
"2010-06-16",47.92,48.47,47.77,48.35,1993200,48.35
"2010-06-17",48.22,49.09,48.22,49.01,2752600,49.01
"2010-06-18",49.12,50.15,49.1,49.86,5777600,49.86
"2010-06-21",50.02,50.28,49.39,49.49,2623600,49.49
"2010-06-22",49.73,50.55,49.46,49.54,2456700,49.54
"2010-06-23",49.44,49.88,49.22,49.69,1805400,49.69
"2010-06-24",49.46,49.88,49.07,49.38,1879900,49.38
"2010-06-25",49.5,50.28,49.18,49.57,8681200,49.57
