"","BIIB.Open","BIIB.High","BIIB.Low","BIIB.Close","BIIB.Volume","BIIB.Adjusted"
"2014-01-02",279.44,282.52,276.21,280.33,902200,280.33
"2014-01-03",279.8,280.84,275.48,277.4,656000,277.4
"2014-01-06",278.03,279.36,270.62,274.97,1019000,274.97
"2014-01-07",275.83,277.17,273.45,273.52,819100,273.52
"2014-01-08",276.64,290.99,274.25,290.01,1436200,290.01
"2014-01-09",292.05,297,288,289.75,1318700,289.75
"2014-01-10",291.57,299.85,286.3,299.31,1866900,299.31
"2014-01-13",299.35,302.95,281.55,283.67,2305500,283.67
"2014-01-14",284.7,300.67,280.31,297.47,1651400,297.47
"2014-01-15",297.48,298.63,292.32,296.72,1038700,296.72
"2014-01-16",297.27,299.13,291.75,294,1051200,294
"2014-01-17",293.6,298.98,293.19,297.48,1413600,297.48
"2014-01-21",300.45,311.2,299.54,310.5,1793100,310.5
"2014-01-22",309.8,315,306.32,310.54,1125200,310.54
"2014-01-23",307.23,315.38,305.48,314.96,1578700,314.96
"2014-01-24",314.78,315.13,303.14,303.6,1926700,303.6
"2014-01-27",303.61,303.86,292.53,297.88,1515300,297.88
"2014-01-28",302.38,306,297.02,305.65,1723700,305.65
"2014-01-29",299.03,318.42,292.82,305.46,2773800,305.46
"2014-01-30",310.72,321.25,310,318.28,1812000,318.28
"2014-01-31",313.08,317.45,311.01,312.64,1312900,312.64
"2014-02-03",314.84,316.99,298.15,300.39,2205400,300.39
"2014-02-04",299.01,310.06,298.15,308.18,2141100,308.18
"2014-02-05",307.39,307.39,294.02,299.93,1887900,299.93
"2014-02-06",301.88,307.35,300.67,301.01,1384600,301.01
"2014-02-07",303.13,316.02,301.38,315.54,1504600,315.54
"2014-02-10",315.54,318.23,311.67,317.96,1249800,317.96
"2014-02-11",314.31,319.9,313,319.82,1564600,319.82
"2014-02-12",319.27,326.34,318.63,323.04,1461200,323.04
"2014-02-13",316.81,329.45,315,328.62,1311400,328.62
"2014-02-14",329.48,331.74,327.1,328.29,1054300,328.29
"2014-02-18",327.9,335.99,326.96,334.98,966900,334.98
"2014-02-19",334.12,335.39,326.65,328.45,825700,328.45
"2014-02-20",330.33,335.88,323.31,335.11,1317200,335.11
"2014-02-21",336.37,349.77,334.47,347.11,1814700,347.11
"2014-02-24",348.15,353.47,345.62,345.63,1668100,345.63
"2014-02-25",346.51,349.54,343.11,346.3,1350500,346.3
"2014-02-26",342.17,353,337.31,343.21,1192400,343.21
"2014-02-27",342.5,348.39,340.77,343.86,1149800,343.86
"2014-02-28",346.16,349.95,335.02,340.68,1861900,340.68
"2014-03-03",340.68,342.36,331.22,338.38,1340400,338.38
"2014-03-04",343.53,346.74,341.1,343.15,1107500,343.15
"2014-03-05",345.23,346.3,338.86,339,1003300,339
"2014-03-06",346.86,353,334.01,340.69,2233200,340.69
"2014-03-07",341.79,342.85,323.72,328.75,2785600,328.75
"2014-03-10",327.65,338.6,327.01,338,1471000,338
"2014-03-11",338.25,341.26,334.19,335.99,1025600,335.99
"2014-03-12",333.05,340.38,332.28,339.55,879300,339.55
"2014-03-13",341.04,342.59,329.03,332.05,1064900,332.05
"2014-03-14",333.4,340,329.23,332.49,1330400,332.49
"2014-03-17",334.83,349,334.32,345.6,1561000,345.6
