"","CHRW.Open","CHRW.High","CHRW.Low","CHRW.Close","CHRW.Volume","CHRW.Adjusted"
"2013-10-09",57.76,58.13,57.37,58,1316400,57.26
"2013-10-10",58.42,58.81,57.93,58.55,1331100,57.8
"2013-10-11",58.27,58.97,58.22,58.9,928400,58.15
"2013-10-14",58.75,59.61,58.7,59.46,824200,58.7
"2013-10-15",59.03,59.43,58.45,58.77,1546000,58.02
"2013-10-16",58.88,59.9,58.78,58.99,1324500,58.24
"2013-10-17",58.92,59.77,58.66,59.51,1250300,58.75
"2013-10-18",59.58,60.5,59.5,60.21,1534000,59.44
"2013-10-21",60.33,60.61,60.05,60.56,933200,59.79
"2013-10-22",60.68,61.09,60.24,60.72,1109100,59.94
"2013-10-23",60.56,61.02,60.51,60.9,786100,60.12
"2013-10-24",60.75,61.67,59.88,61.12,1826200,60.34
"2013-10-25",61.4,61.4,60.12,60.76,2152900,59.98
"2013-10-28",60.88,61.26,60.52,60.8,1214200,60.02
"2013-10-29",60.94,61,60.19,60.91,1199800,60.13
"2013-10-30",60.88,61.05,60.09,60.27,1545800,59.5
"2013-10-31",60.32,60.33,59.5,59.74,2419500,58.98
"2013-11-01",60.05,60.68,59.5,59.94,2066600,59.17
"2013-11-04",60.68,61.94,60.07,61.73,2904100,60.94
"2013-11-05",61.32,61.75,60.75,60.93,2871800,60.15
"2013-11-06",59,60.97,58.88,60.1,3286600,59.33
"2013-11-07",60.36,60.38,59.44,59.6,2042800,58.84
"2013-11-08",59.5,59.76,59.28,59.66,1440500,58.9
"2013-11-11",59.51,59.96,58.96,59.31,2224700,58.55
"2013-11-12",59.16,59.34,58.9,58.92,2187100,58.17
"2013-11-13",58.72,59.88,58.54,59.7,1881300,58.94
"2013-11-14",59.97,60.14,59.7,59.92,1390100,59.15
"2013-11-15",60.25,60.44,59.69,59.98,2131900,59.21
"2013-11-18",60.08,60.65,59.95,60.08,1949400,59.31
"2013-11-19",59.96,59.96,58.53,58.95,3040300,58.2
"2013-11-20",57.84,58.46,57.48,57.66,3949800,56.92
"2013-11-21",57.72,58.29,57.39,58.11,1417200,57.37
"2013-11-22",58.24,58.89,58.16,58.68,1345800,57.93
"2013-11-25",58.94,59.01,58.52,58.79,1072900,58.04
"2013-11-26",58.8,59.09,58.45,58.53,1961400,57.78
"2013-11-27",58.71,58.94,58.48,58.7,1153700,57.95
"2013-11-29",58.78,59.17,58.59,58.65,569500,57.9
"2013-12-02",58.81,59.11,58.27,58.48,1614000,57.73
"2013-12-03",58.22,58.47,57.86,58.14,1639600,57.4
"2013-12-04",57.87,58.38,57.47,58.25,2174700,57.5
"2013-12-05",58.19,58.45,58.05,58.27,1264400,57.52
"2013-12-06",58.48,58.48,57.34,57.89,2457300,57.15
"2013-12-09",58.08,58.36,57.75,57.91,1365200,57.17
"2013-12-10",57.97,58.12,57.52,57.72,1464800,56.98
"2013-12-11",57.56,57.82,57.13,57.37,1867500,56.64
"2013-12-12",57.34,57.56,57.01,57.13,2123100,56.4
"2013-12-13",56.93,57.14,56.11,56.4,2896800,56.02
"2013-12-16",56.64,56.76,55.92,56.2,1995900,55.82
"2013-12-17",56.19,56.49,55.95,56.37,1795400,55.99
"2013-12-18",56.39,56.61,55.93,56.49,2085900,56.11
"2013-12-19",56.47,56.73,56.28,56.48,1630000,56.1
"2013-12-20",56.4,57.1,56.35,56.54,5227500,56.16
"2013-12-23",56.87,57.16,56.51,57.04,2337800,56.66
"2013-12-24",57.22,57.27,56.8,57.04,999500,56.66
"2013-12-26",57.26,57.32,56.91,57.13,1938400,56.75
"2013-12-27",57.1,57.78,56.92,57.72,1412800,57.33
"2013-12-30",57.18,58.43,57.18,58.22,1267500,57.83
"2013-12-31",58.24,58.55,58.09,58.35,953900,57.96
"2014-01-02",58.21,58.48,57.61,57.82,1501000,57.43
"2014-01-03",58.01,58.05,57.07,57.28,1319600,56.9
"2014-01-06",57.65,57.76,56.52,56.61,2063900,56.23
"2014-01-07",56.64,57,56.39,56.68,1309800,56.3
"2014-01-08",56.69,56.74,56.1,56.27,1516900,55.89
"2014-01-09",56.47,56.7,56.12,56.55,1133300,56.17
"2014-01-10",56.62,58.27,56.6,57.7,2561500,57.31
"2014-01-13",57.45,58.14,57.35,57.45,1771000,57.06
"2014-01-14",57.67,57.99,57.03,57.74,1013300,57.35
"2014-01-15",57.97,59.45,57.74,59.34,3266200,58.94
"2014-01-16",58.35,59.69,58.35,59.52,1567000,59.12
"2014-01-17",59.11,59.49,58.74,59.13,1448900,58.73
"2014-01-21",59.49,59.7,58.8,59.66,1728600,59.26
"2014-01-22",59.84,60.31,59.73,60.23,1738200,59.83
"2014-01-23",59.27,59.73,58.21,59.05,2290000,58.65
"2014-01-24",58.87,58.92,57.18,57.21,2039400,56.83
"2014-01-27",57.36,57.86,56.52,57,1431900,56.62
"2014-01-28",56.92,57.49,56.84,57.45,1784500,57.06
"2014-01-29",56.96,58.43,56.87,57.63,2240800,57.24
"2014-01-30",57.94,58.68,57.69,58.28,1655100,57.89
"2014-01-31",57.53,58.91,57.53,58.54,2069000,58.15
"2014-02-03",57.91,58.54,57.11,57.73,2807400,57.34
"2014-02-04",58.11,58.88,57.46,58.64,3252400,58.25
"2014-02-05",53.47,54.5,52.5,53.16,10199900,52.8
"2014-02-06",53.06,53.15,52.04,52.48,3896100,52.13
"2014-02-07",52.91,53.15,52.01,52.39,2922600,52.04
"2014-02-10",52.38,53.43,52.3,52.93,2233700,52.57
"2014-02-11",52.84,54.01,52.73,53.87,2225300,53.51
"2014-02-12",53.94,54.54,53.67,53.79,1666000,53.43
"2014-02-13",53.59,54.08,53.5,54.03,1572800,53.67
"2014-02-14",53.89,54.68,53.84,54.64,1366400,54.27
"2014-02-18",54.72,55.17,54.33,54.42,1736000,54.05
"2014-02-19",54.4,54.86,53.69,53.77,1640400,53.41
"2014-02-20",53.72,54.36,53.45,54.16,1463600,53.8
"2014-02-21",54.27,54.67,54.1,54.12,1539300,53.76
"2014-02-24",54.19,54.48,53.33,53.34,1957500,52.98
"2014-02-25",53.11,53.53,52.2,52.42,2602900,52.07
"2014-02-26",52.47,52.77,52.25,52.52,1460500,52.17
"2014-02-27",52.41,52.55,52.04,52.36,1491300,52.01
"2014-02-28",52.37,52.4,51.62,51.86,1823100,51.51
"2014-03-03",51.67,51.99,51.32,51.75,1867700,51.4
"2014-03-04",52.1,52.43,51.97,52.18,1612900,51.83
"2014-03-05",51.69,51.92,51.39,51.76,1620500,51.76
"2014-03-06",52.04,52.54,51.77,52.45,1408100,52.45
"2014-03-07",52.67,52.81,52.08,52.27,1244700,52.27
"2014-03-10",52.35,52.67,52.04,52.57,1005000,52.57
"2014-03-11",52.65,52.74,52.19,52.38,1189000,52.38
"2014-03-12",52.24,52.54,51.95,52.45,1804500,52.45
"2014-03-13",52.71,52.81,51.86,52.08,1799300,52.08
"2014-03-14",51.85,52.22,51.02,51.14,2377900,51.14
"2014-03-17",51.49,51.56,50.98,51.07,1727500,51.07
