"","DNB.Open","DNB.High","DNB.Low","DNB.Close","DNB.Volume","DNB.Adjusted"
"2008-10-20",76.94,79.11,76.33,78.58,335400,70.94
"2008-10-21",78.01,78.01,74.93,75.18,411900,67.87
"2008-10-22",74.17,74.36,71.97,72.9,451300,65.81
"2008-10-23",73.29,74.23,68.52,70.61,400100,63.75
"2008-10-24",66.8,71.8,66.8,70.75,482800,63.87
"2008-10-27",70.06,70.06,65.68,65.68,347400,59.3
"2008-10-28",65.97,69.38,65.3,69.38,411200,62.64
"2008-10-29",69.06,70.35,66.99,68.03,301500,61.42
"2008-10-30",69.09,70.47,67.02,69.13,646100,62.41
"2008-10-31",68.94,74.7,68.78,73.69,413600,66.53
"2008-11-03",73.93,76.38,73.22,75.25,358200,67.94
"2008-11-04",76.1,76.74,74.87,75.78,292900,68.41
"2008-11-05",74.77,76.29,72.92,73.34,290500,66.21
"2008-11-06",73.03,74,71.83,72.19,355500,65.17
"2008-11-07",73.48,76.16,73.2,76.16,326000,68.76
"2008-11-10",77.36,78.2,73.76,74.56,227600,67.31
"2008-11-11",73.78,75.22,71.7,73.45,231300,66.31
"2008-11-12",72.49,73.14,70.88,71.41,219500,64.47
"2008-11-13",71.77,75.46,69.52,75.46,351600,68.13
"2008-11-14",74.43,76.01,72.33,72.73,268600,65.66
"2008-11-17",72.15,74.87,71.47,73.82,313600,66.64
"2008-11-18",73.85,74.22,69.05,71.73,387100,64.76
"2008-11-19",72.01,73.36,67.52,67.68,421400,61.1
"2008-11-20",66.87,68.71,64.38,64.4,464700,58.14
"2008-11-21",65,70.12,64,70.12,689200,63.3
"2008-11-24",70.21,73.65,70.19,73.36,347900,66.23
"2008-11-25",75.31,75.31,70.71,72.86,407300,66.05
"2008-11-26",71.67,76.64,71.55,76.52,282900,69.37
"2008-11-28",77.62,80,77.62,80,387900,72.52
"2008-12-01",78.49,79.81,77.41,78,9606700,70.71
"2008-12-02",78.46,78.94,74.7,77.33,1298800,70.1
"2008-12-03",74.99,78.63,74.99,78.63,745800,71.28
"2008-12-04",78.61,78.61,72.92,74.39,764200,67.43
"2008-12-05",73.33,75.78,72.09,75.59,511400,68.52
"2008-12-08",77.98,78.37,74.2,74.96,549300,67.95
"2008-12-09",74.38,76.18,72.91,73.4,675600,66.54
"2008-12-10",73.47,73.47,68.93,69.88,690200,63.35
"2008-12-11",69.02,71.4,69.02,69.76,607200,63.24
"2008-12-12",68.51,71.73,68.13,71.73,375600,65.02
"2008-12-15",71.71,71.81,69.87,70.98,533800,64.34
"2008-12-16",71.6,72.95,70.83,72.95,997100,66.13
"2008-12-17",71.26,74.91,71.14,73.68,528500,66.79
"2008-12-18",74.55,75.17,72.61,73.67,534400,66.78
"2008-12-19",74.13,75.37,72.85,73.59,486600,66.71
"2008-12-22",73.45,73.6,70.54,71.56,354900,64.87
"2008-12-23",72.1,73.19,71.55,72.58,532200,65.79
"2008-12-24",72.5,73.45,71.82,73.11,243600,66.27
"2008-12-26",73.16,73.54,72.2,73.21,186500,66.37
"2008-12-29",72.95,73.41,71.58,72.61,209100,65.82
"2008-12-30",72.98,74.34,72.68,74.31,328800,67.36
"2008-12-31",74.8,77.39,74.79,77.2,433000,69.98
"2009-01-02",77.4,78.01,76.33,77.81,340500,70.54
"2009-01-05",77.75,78.2,76.35,77.87,443000,70.59
"2009-01-06",77.78,78.65,76.67,77.17,420000,69.96
"2009-01-07",75.29,76.81,75.27,75.66,547800,68.59
"2009-01-08",75.43,77.15,74.81,76.78,354700,69.6
"2009-01-09",76.78,76.91,74.83,75.14,359000,68.11
"2009-01-12",74.83,75.13,74,74.58,351100,67.61
"2009-01-13",74.65,74.98,73.34,74.02,498700,67.1
"2009-01-14",72.93,73.31,71.14,72.13,411500,65.39
"2009-01-15",71.98,73.04,70.52,73.04,529000,66.21
"2009-01-16",75.67,75.67,72.78,74,505000,67.08
"2009-01-20",74.26,74.99,73.14,73.14,648400,66.3
"2009-01-21",73.41,75.14,72.13,75.14,657400,68.11
"2009-01-22",73.73,74.72,73.03,73.82,491300,66.92
"2009-01-23",72.03,73.26,71.67,71.98,499900,65.25
"2009-01-26",72.21,73.85,71.96,72.85,403200,66.04
"2009-01-27",72.9,74,72.7,73.79,378900,66.89
"2009-01-28",74.16,74.88,72.45,73.72,499500,66.83
"2009-01-29",73,75.02,72.56,74.91,807400,67.91
"2009-01-30",75.21,78.39,75.21,76,964000,68.89
"2009-02-02",75.67,78.47,75.32,78.15,603900,70.84
"2009-02-03",78.08,80,77.87,79.59,782600,72.15
"2009-02-04",79.77,80.44,78.72,79.56,685300,72.12
"2009-02-05",79,80.65,78.8,80.39,476900,72.87
"2009-02-06",80.27,81.53,79.89,81.4,461400,73.79
"2009-02-09",81,81.49,79.99,81.21,311200,73.62
"2009-02-10",80.45,81.21,78.01,78.49,620800,71.15
"2009-02-11",76.5,78.99,76.5,78.32,457700,71
"2009-02-12",77.31,78.64,76.21,78.56,446400,71.22
"2009-02-13",77.86,78.83,77.51,77.71,498300,70.44
"2009-02-17",78.48,79.38,74.17,75.43,726700,68.38
"2009-02-18",75.72,76.41,75.01,75.41,443700,68.36
"2009-02-19",75.84,76.42,74.48,74.61,441000,67.63
"2009-02-20",72.07,74.72,71.15,73.82,755100,66.92
"2009-02-23",74.49,74.87,72.22,72.81,690700,66
"2009-02-24",72.98,74.18,71.75,73.98,697900,67.06
"2009-02-25",73.76,74.9,72.91,73.81,610700,66.91
"2009-02-26",73.88,74.33,72.29,73.37,845600,66.51
"2009-02-27",72.92,75.34,72.59,73.97,656600,67.05
"2009-03-02",72.9,74.28,71.24,71.55,690400,64.86
"2009-03-03",72.3,72.56,71.31,71.72,1211100,65.01
"2009-03-04",71.71,73.52,71.63,72.57,921700,66.1
"2009-03-05",71.8,72.11,70.21,70.62,758300,64.32
"2009-03-06",70.95,71.83,70.18,71.76,1025200,65.36
"2009-03-09",71.01,71.85,69.49,69.8,708100,63.58
"2009-03-10",70.61,71.11,68.97,71.06,871300,64.72
"2009-03-11",71.51,72.59,70.48,71.93,847400,65.52
"2009-03-12",71.94,74.06,71.37,74.04,585200,67.44
"2009-03-13",74.05,74.78,73.13,74.57,542300,67.92
"2009-03-16",74.47,75.25,73.35,73.68,549200,67.11
"2009-03-17",73.46,74.5,72.96,74.5,447600,67.86
"2009-03-18",73.67,75.71,73.47,75.19,558000,68.48
"2009-03-19",75.13,75.4,73.55,73.65,602300,67.08
"2009-03-20",73.86,75.4,73.52,73.77,767300,67.19
"2009-03-23",74.96,77.12,74.46,77.09,590000,70.22
"2009-03-24",75.86,76.87,75.69,75.9,480100,69.13
"2009-03-25",76.49,77.62,74.78,75.99,704200,69.21
"2009-03-26",76.31,76.84,76.01,76.65,901200,69.81
"2009-03-27",75.89,76.54,75.39,75.97,643300,69.2
"2009-03-30",74.79,75.77,74.42,75.47,734100,68.74
"2009-03-31",76.3,77.7,75.32,77,651500,70.13
"2009-04-01",76.51,77.22,75.57,76.67,774900,69.83
"2009-04-02",77.76,79.4,77.24,78.74,849400,71.72
"2009-04-03",78.61,79.11,77.34,78.44,576300,71.45
"2009-04-06",77.42,78.74,77,78.51,512700,71.51
"2009-04-07",77.57,78.57,77.23,77.67,551700,70.74
"2009-04-08",77.94,79.18,77.49,79.03,454400,71.98
"2009-04-09",80.33,80.7,79.5,80.48,1003300,73.3
"2009-04-13",80.38,80.87,79.47,80.45,502600,73.28
"2009-04-14",80.55,80.58,77.55,77.68,993600,70.75
"2009-04-15",77.57,78.61,77.05,78.45,803900,71.45
"2009-04-16",79.18,81.76,78.87,81.53,632500,74.26
"2009-04-17",81.73,81.73,80.34,81.07,782900,73.84
"2009-04-20",80.09,81.02,79.67,80.16,816500,73.01
"2009-04-21",79.72,80.71,78.88,80.42,782700,73.25
"2009-04-22",79.68,81.15,78.96,79.59,771200,72.49
"2009-04-23",79.45,79.61,77.58,79.39,773200,72.31
"2009-04-24",79.82,81.08,79.46,80.67,673700,73.48
"2009-04-27",79.61,81.82,79.6,80.73,746500,73.53
"2009-04-28",80.2,81.52,79.78,80.83,508700,73.62
"2009-04-29",80.29,82.83,80.29,82.47,591100,75.12
"2009-04-30",83.22,84,80.55,81.4,1143600,74.14
"2009-05-01",80.97,81.21,79.02,80.72,650800,73.52
"2009-05-04",81.46,81.65,79.61,80.8,806900,73.59
"2009-05-05",80.8,81.66,79.8,81.54,488500,74.27
"2009-05-06",79.95,81.72,79.95,81.1,568200,73.87
"2009-05-07",81.28,81.54,80.16,81,700400,73.78
"2009-05-08",81.49,82.44,80.91,82.01,845700,74.7
"2009-05-11",80.94,81.76,80.43,80.94,696500,73.72
"2009-05-12",80.97,81.93,80.39,81.52,587400,74.25
"2009-05-13",80.57,81.49,80.23,80.42,629100,73.25
"2009-05-14",80.62,80.94,79.78,80.26,672700,73.1
"2009-05-15",80.16,80.93,79.3,80.48,602100,73.3
"2009-05-18",80.88,82.59,80.42,82.56,528500,75.2
"2009-05-19",82.78,82.94,81.82,82.36,442200,75.02
"2009-05-20",82.78,83.41,82.12,82.19,430000,74.86
"2009-05-21",81.44,81.77,80.13,80.8,336800,73.59
"2009-05-22",80.82,81.33,80.44,80.74,346200,73.54
"2009-05-26",80.4,83.33,80.04,83.24,415900,75.82
"2009-05-27",82.81,82.83,80.39,80.41,472300,73.54
"2009-05-28",81.15,81.54,79.76,81.53,852300,74.56
"2009-05-29",81.71,81.95,80.48,81.79,418900,74.8
"2009-06-01",82.39,83.34,81.94,82.9,657000,75.82
"2009-06-02",82.91,83.07,82.08,82.25,508700,75.22
"2009-06-03",82.11,83.51,81.84,83.13,645500,76.03
"2009-06-04",82.81,83.23,81.87,83.08,709000,75.98
"2009-06-05",83.31,84.36,83.31,84,492700,76.82
"2009-06-08",83.42,84.76,83.13,84.18,314300,76.99
"2009-06-09",81.25,84.21,81.25,83.91,458300,76.74
"2009-06-10",84.29,84.55,82.69,83.63,366400,76.48
"2009-06-11",83.75,84.51,83.38,83.86,376500,76.69
"2009-06-12",83.46,83.7,82.55,83.55,230000,76.41
"2009-06-15",82.93,83.2,81.71,81.93,346800,74.93
"2009-06-16",82.23,82.51,80.51,80.51,334600,73.63
"2009-06-17",80.63,81.27,80.18,80.5,690700,73.62
"2009-06-18",80,80.69,80,80,676200,73.16
"2009-06-19",80.73,80.73,79.62,80.11,600800,73.27
"2009-06-22",79.6,80.25,79.23,79.3,574600,72.52
"2009-06-23",79.29,79.59,78.54,79.25,438600,72.48
"2009-06-24",79.67,80.04,79.13,79.53,352500,72.73
"2009-06-25",79.53,80.62,79.23,80.6,476700,73.71
"2009-06-26",79.87,80.32,79.38,80.15,990500,73.3
"2009-06-29",80.06,81.66,79.61,81.28,593000,74.34
"2009-06-30",81.05,81.5,80.81,81.21,411400,74.27
"2009-07-01",81.23,81.72,80.88,81.4,350300,74.45
"2009-07-02",80.63,80.78,78.75,78.75,330700,72.02
"2009-07-06",78.78,79.75,78.33,79.67,490000,72.86
"2009-07-07",79.72,79.99,78.74,78.78,411000,72.05
"2009-07-08",78.78,79.17,78.38,78.77,593500,72.04
"2009-07-09",79.15,79.41,78.11,78.46,315200,71.76
"2009-07-10",78.53,78.8,78.07,78.33,259500,71.64
"2009-07-13",78.39,79.22,77.38,79.19,455000,72.42
"2009-07-14",79.03,79.18,78.59,79.14,255000,72.38
"2009-07-15",79.58,80.5,79.14,80.26,657300,73.4
"2009-07-16",79.76,80.31,79.17,79.89,631000,73.06
"2009-07-17",79.9,80.36,79.68,80.03,476100,73.19
"2009-07-20",80.57,81.63,80.42,81.61,297900,74.64
"2009-07-21",82.18,82.59,80.95,81.42,294200,74.46
"2009-07-22",80.8,81.75,80.73,81.01,336900,74.09
"2009-07-23",81.21,81.39,80.55,80.75,668500,73.85
"2009-07-24",80.54,81,80.36,80.9,410200,73.99
"2009-07-27",81.37,82.15,81.13,82.15,347900,75.13
"2009-07-28",81.7,82.54,81.65,82.15,275000,75.13
"2009-07-29",82.25,83.27,82.1,83.16,480800,76.05
"2009-07-30",83.72,84,82.58,82.78,522900,75.71
"2009-07-31",72.83,75.74,70.02,71.99,2786200,65.84
"2009-08-03",72.53,72.73,70.19,71.33,2296200,65.24
"2009-08-04",71.21,73.21,71.21,72.89,1099600,66.66
"2009-08-05",73.36,74.03,72.97,73.37,975400,67.1
"2009-08-06",73.5,73.84,72.97,73.25,548600,66.99
"2009-08-07",73.67,74.46,73.25,74.09,534600,67.76
"2009-08-10",74.09,74.5,73.5,74.43,750100,68.07
"2009-08-11",74.35,74.61,74.01,74.28,485900,67.93
"2009-08-12",74.52,75.77,74.27,75.41,695100,68.97
"2009-08-13",75.23,75.44,74.65,75.44,506800,68.99
"2009-08-14",75.89,75.89,74.4,74.94,307200,68.54
"2009-08-17",74.75,74.75,74.03,74.46,455200,68.1
"2009-08-18",74.48,74.87,73.82,74.04,562700,67.71
"2009-08-19",73.47,74.5,73.45,74.41,574300,68.05
"2009-08-20",74.12,74.26,73.67,73.95,507200,67.63
"2009-08-21",74.46,75.07,73.96,74.63,597500,68.25
"2009-08-24",75,75.05,74.23,74.34,403900,67.99
"2009-08-25",74.91,75.07,73.85,74.26,455900,67.92
"2009-08-26",73.99,74.32,73.46,73.85,420300,67.54
"2009-08-27",73.63,74.1,72.67,73.37,391800,67.41
"2009-08-28",73.49,73.7,72.76,72.95,550000,67.03
"2009-08-31",72.84,73.18,72.62,73.04,357900,67.11
"2009-09-01",72.82,73.55,72.6,72.97,813600,67.04
"2009-09-02",72.65,73.19,72.2,72.94,623900,67.02
"2009-09-03",72.85,74.24,71.15,74.24,522000,68.21
"2009-09-04",74.27,74.89,73.93,74.55,401800,68.5
"2009-09-08",74.71,74.71,73.8,74.49,305500,68.44
"2009-09-09",74.46,74.46,73.12,73.41,821300,67.45
"2009-09-10",73.4,73.78,72.89,73.39,775900,67.43
"2009-09-11",73.39,74.27,72.75,73.97,809500,67.96
"2009-09-14",73.93,74.9,73.74,74.67,547900,68.61
"2009-09-15",74.83,74.9,74.17,74.6,354200,68.54
"2009-09-16",74.46,74.82,74.02,74.76,370600,68.69
"2009-09-17",74.84,75.17,74.24,74.38,605800,68.34
"2009-09-18",74.86,74.86,74.02,74.26,484000,68.23
"2009-09-21",73.8,74.27,73.7,74.02,450100,68.01
"2009-09-22",73.83,74.41,73.78,74.32,354700,68.28
"2009-09-23",74.3,74.45,73.83,73.83,392100,67.83
"2009-09-24",74.19,74.37,73.76,74.03,409900,68.02
"2009-09-25",74,74.59,73.46,73.9,484200,67.9
"2009-09-28",73.87,74.69,73.69,74.42,382100,68.38
"2009-09-29",74.65,74.88,74.07,74.82,481100,68.74
"2009-09-30",74.47,75.49,74,75.32,517900,69.2
"2009-10-01",75,75,73.91,73.97,450200,67.96
"2009-10-02",73.45,74.09,73.18,73.26,343900,67.31
"2009-10-05",73.18,73.79,73.01,73.78,437900,67.79
"2009-10-06",73.98,74.86,73.59,74.58,289600,68.52
"2009-10-07",74.44,74.58,74.05,74.44,245600,68.39
"2009-10-08",74.87,75.76,74.64,75.3,245300,69.18
"2009-10-09",75.65,75.75,75.27,75.52,304200,69.39
"2009-10-12",75.51,75.74,74.93,75.33,173400,69.21
"2009-10-13",74.93,75.01,74.46,74.78,172100,68.71
"2009-10-14",75.27,75.84,74.72,75.71,393500,69.56
"2009-10-15",75.69,75.99,75.2,75.95,368200,69.78
"2009-10-16",75.74,76.32,75.37,75.99,276100,69.82
"2009-10-19",76.22,76.95,75.92,76.82,193400,70.58
"2009-10-20",76.56,77.8,75.94,77.66,808900,71.35
"2009-10-21",77.55,77.99,77.25,77.35,405400,71.07
"2009-10-22",77.72,78.84,76.99,78.7,396100,72.31
"2009-10-23",78.56,79.1,78.34,78.75,475600,72.35
"2009-10-26",78.64,80.41,78.49,80.11,655800,73.6
"2009-10-27",80.35,81.26,80.24,80.43,610700,73.9
"2009-10-28",80.49,80.73,78.16,78.41,785400,72.04
"2009-10-29",78.9,79.21,77.15,78.11,598600,71.77
"2009-10-30",78.08,78.34,76.4,76.56,768000,70.34
"2009-11-02",76.88,77.85,76.62,77.81,498200,71.49
"2009-11-03",77.8,78.23,77.18,77.78,343600,71.46
"2009-11-04",77.97,78.37,77.26,77.41,352500,71.12
"2009-11-05",77.53,79.35,77.53,79.31,369800,72.87
"2009-11-06",79.31,79.36,78.46,79.31,290200,72.87
"2009-11-09",79.42,81.36,79.22,81.34,316000,74.73
"2009-11-10",80.75,81.4,80.68,80.81,295600,74.25
"2009-11-11",81.13,81.43,80.46,80.81,242200,74.25
"2009-11-12",80.87,81.24,80.43,80.54,212800,74
"2009-11-13",80.82,81.77,80.33,80.8,174200,74.24
"2009-11-16",80.99,81.75,80.81,81.4,333900,74.79
"2009-11-17",81.4,81.68,81.2,81.4,291600,74.79
"2009-11-18",81.13,81.64,80.43,80.68,319700,74.13
"2009-11-19",80.61,80.88,79.44,79.99,282300,73.49
"2009-11-20",79.94,80,79.44,79.87,234900,73.38
"2009-11-23",80.1,81.03,80.1,80.5,199200,73.96
"2009-11-24",80.14,80.58,79.69,79.92,216900,73.74
"2009-11-25",79.92,80.21,79.7,79.96,250300,73.78
"2009-11-27",78.7,79.63,78.12,78.67,131400,72.59
"2009-11-30",78.66,78.81,77.89,78.59,427000,72.51
"2009-12-01",78.58,79.24,78.55,79,251200,72.89
"2009-12-02",79.07,79.64,78.75,79.05,317000,72.94
"2009-12-03",78.94,79.52,78.54,78.63,255500,72.55
"2009-12-04",79.61,79.99,79.24,79.93,307700,73.75
"2009-12-07",80.01,81.36,79.72,80.6,351900,74.37
"2009-12-08",80.16,81.41,79.9,80.38,347400,74.17
"2009-12-09",80.25,80.81,79.85,80.71,287200,74.47
"2009-12-10",81,82.54,80.92,82.29,421200,75.93
"2009-12-11",82.29,82.61,81.45,81.85,320200,75.52
"2009-12-14",82.36,82.53,81.91,82.45,264800,76.08
"2009-12-15",82.06,82.23,81.71,82.13,343300,75.78
"2009-12-16",82.27,82.55,81.97,82.25,301200,75.89
"2009-12-17",82.24,82.44,81.83,82.11,462900,75.76
"2009-12-18",82.3,82.3,81,82.02,691500,75.68
"2009-12-21",81.98,82.81,81.93,82.51,294200,76.13
"2009-12-22",82.37,82.81,82.37,82.79,282400,76.39
"2009-12-23",83,83.35,82.84,83.19,118700,76.76
"2009-12-24",83.22,83.68,83.22,83.68,49000,77.21
"2009-12-28",83.75,84.03,83.68,83.9,125900,77.41
"2009-12-29",84.29,84.83,84.18,84.54,160900,78
"2009-12-30",84.43,84.95,84.35,84.64,150700,78.1
"2009-12-31",84.5,84.91,84.31,84.37,220900,77.85
"2010-01-04",84.61,84.61,82.95,83.37,499500,76.92
"2010-01-05",83.16,83.41,82.7,83.29,413500,76.85
"2010-01-06",82.93,83.54,82.73,83.34,363700,76.9
"2010-01-07",83.01,83.52,82.33,82.6,356800,76.21
"2010-01-08",82.34,82.47,81.42,81.74,323400,75.42
"2010-01-11",82.17,82.32,81.66,82.15,261600,75.8
"2010-01-12",81.73,82.42,81.57,82.07,169400,75.72
"2010-01-13",82.09,82.48,81.96,82.29,225100,75.93
"2010-01-14",82.08,82.5,81.78,82.43,264700,76.06
"2010-01-15",82.54,82.54,82.09,82.15,339100,75.8
"2010-01-19",82.35,82.65,82.05,82.6,178200,76.21
"2010-01-20",82.06,82.25,81.36,81.39,285900,75.1
"2010-01-21",81.38,81.89,80.34,80.35,444000,74.14
"2010-01-22",80.09,80.74,79.67,79.77,357000,73.6
"2010-01-25",79.84,80.78,79.75,80.04,196700,73.85
"2010-01-26",80.07,80.3,79.32,79.35,303800,73.22
"2010-01-27",79.36,80.17,79.08,80.16,258900,73.96
"2010-01-28",80.2,80.42,78.99,79.22,235500,73.1
"2010-01-29",79.25,79.85,78.87,78.97,324100,72.86
"2010-02-01",79.16,79.98,79.13,79.96,241000,73.78
"2010-02-02",79.93,80.38,79.45,80.33,150200,74.12
"2010-02-03",80.37,80.58,78.89,78.95,704400,72.85
"2010-02-04",78.63,79.37,77.63,77.74,625000,71.73
"2010-02-05",75,75,71.21,73.92,1377500,68.2
"2010-02-08",71.98,72.41,71.35,71.35,815300,65.83
"2010-02-09",71.76,72.1,70.91,71.04,846200,65.55
"2010-02-10",71.19,71.48,70.67,70.72,585300,65.25
"2010-02-11",70.74,71.02,70.06,71.01,470800,65.52
"2010-02-12",70.75,71.19,70.32,70.39,833000,64.95
"2010-02-16",70.76,70.76,69.94,70.47,765500,65.02
"2010-02-17",70.57,71.18,70.36,71.09,524600,65.59
"2010-02-18",71.05,71.39,70.75,71.35,343900,65.83
"2010-02-19",71.42,71.45,70.91,71.32,553800,65.81
"2010-02-22",71.5,71.5,70.96,71.06,431200,65.57
"2010-02-23",71.13,71.13,70.11,70.25,583900,64.82
"2010-02-24",70.52,70.79,70.16,70.76,453300,65.29
"2010-02-25",70.35,70.49,69.79,70.43,480500,64.98
"2010-02-26",70.36,70.36,69.86,70.16,544800,64.74
"2010-03-01",70.11,70.43,69.48,70.21,325300,65.11
"2010-03-02",70.51,70.76,69.7,70.11,371100,65.01
"2010-03-03",70.25,70.59,70.08,70.24,367800,65.13
"2010-03-04",70.18,70.19,69.73,69.84,476400,64.76
"2010-03-05",70,70.04,69.65,69.95,524500,64.87
"2010-03-08",69.93,70.1,69.57,69.62,282300,64.56
"2010-03-09",69.6,69.78,69.13,69.31,398200,64.27
"2010-03-10",69.5,69.62,69.26,69.5,419600,64.45
"2010-03-11",69.35,69.71,69.1,69.69,329200,64.62
"2010-03-12",69.62,70.92,69.47,70.73,745300,65.59
"2010-03-15",70.65,71.58,70.65,71.25,503500,66.07
"2010-03-16",71.36,72.75,71.34,72.68,558800,67.4
"2010-03-17",72.61,73.87,72.5,73.59,524300,68.24
"2010-03-18",73.48,73.59,73.13,73.35,257100,68.02
"2010-03-19",73.58,74.43,73.51,74.25,857200,68.85
"2010-03-22",73.87,74.93,73.87,74.92,322100,69.47
"2010-03-23",75,75,74.2,74.75,318600,69.32
"2010-03-24",74.55,74.7,73.6,73.7,313600,68.34
"2010-03-25",74,74.14,73.44,73.58,363400,68.23
"2010-03-26",73.7,73.7,73.12,73.5,241600,68.16
"2010-03-29",73.81,74.32,73.69,74.22,392600,68.83
"2010-03-30",74.44,74.66,74.32,74.6,346500,69.18
"2010-03-31",74.41,74.94,74.08,74.42,472000,69.01
"2010-04-01",74.56,75.32,74.05,74.38,338300,68.97
"2010-04-05",74.67,75.19,74.42,74.69,227800,69.26
"2010-04-06",74.27,74.96,74.18,74.46,284600,69.05
"2010-04-07",74.45,74.54,73.9,74.04,254700,68.66
"2010-04-08",74.06,74.18,73.72,74.12,211300,68.73
"2010-04-09",74.09,74.5,73.99,74.49,173900,69.08
"2010-04-12",74.62,75,74.62,74.95,160100,69.5
"2010-04-13",75.08,75.8,75,75.53,246200,70.04
"2010-04-14",75.57,76.27,75.48,76.27,205000,70.73
"2010-04-15",75.91,76.8,75.84,76.7,226000,71.12
"2010-04-16",76.54,77,76.28,76.31,405800,70.76
"2010-04-19",76.38,76.6,75.79,76.4,217300,70.85
"2010-04-20",76.4,77.05,76.1,77.03,250100,71.43
"2010-04-21",77.19,77.19,76.6,77.08,173900,71.48
"2010-04-22",76.7,78,76.28,77.96,216700,72.29
"2010-04-23",77.95,78.98,77.85,78.82,340500,73.09
"2010-04-26",78.89,79.2,78.58,78.59,239300,72.88
"2010-04-27",78.42,78.99,77.7,78.2,329800,72.52
"2010-04-28",78.09,78.4,76.98,77.32,395200,71.7
"2010-04-29",77.89,77.96,76.98,77.2,447000,71.59
"2010-04-30",77.53,79.73,75.79,76.97,959900,71.38
"2010-05-03",77.37,78.01,76.92,77.53,482100,71.89
"2010-05-04",76.69,77.55,76.69,77.35,408200,71.73
"2010-05-05",77.24,77.8,76.87,77.29,403400,71.67
"2010-05-06",77.33,77.76,73.25,75.48,615000,69.99
"2010-05-07",75.43,75.75,73.87,74.1,636900,68.71
"2010-05-10",76.49,76.74,75.5,76.64,492500,71.07
"2010-05-11",75.76,76.39,75.56,75.8,538900,70.29
"2010-05-12",75.8,76.29,75.58,76.14,624000,70.61
"2010-05-13",75.88,77.13,75.64,76.1,330200,70.57
"2010-05-14",76,76.04,74.72,74.98,444300,69.53
"2010-05-17",75.15,75.95,74.89,75.76,357600,70.25
"2010-05-18",76.21,76.55,75.08,75.24,579200,69.77
"2010-05-19",74.83,75.05,74.42,74.76,415000,69.33
"2010-05-20",73.72,74.38,72.42,72.42,497800,67.16
"2010-05-21",71.62,73.33,71.53,73.33,606200,68
"2010-05-24",72.91,73.58,72.8,72.85,365300,67.55
"2010-05-25",71.9,72.76,71.68,72.69,431500,67.41
"2010-05-26",72.84,73.5,72.42,72.63,449300,67.68
"2010-05-27",73.46,73.74,72.91,73.74,382200,68.71
"2010-05-28",73.46,73.64,72.9,72.99,332600,68.01
"2010-06-01",72.72,73.09,71.58,71.67,357500,66.78
"2010-06-02",71.78,72.57,71.78,72.57,459700,67.62
"2010-06-03",72.78,73.15,72.16,72.99,517500,68.01
"2010-06-04",71.76,72.24,70.19,70.49,525100,65.68
"2010-06-07",70.43,70.98,69.9,69.96,362800,65.19
"2010-06-08",70,70.34,69.35,70.25,378100,65.46
"2010-06-09",70.49,71.03,70.04,70.21,318900,65.42
"2010-06-10",71.1,71.53,70.68,71.53,273100,66.65
"2010-06-11",70.84,71.85,70.61,71.84,216600,66.94
"2010-06-14",72.28,72.43,71.77,71.87,209200,66.97
"2010-06-15",72.17,73.5,72.17,73.48,239900,68.47
"2010-06-16",73.16,73.6,72.79,73.45,281800,68.44
"2010-06-17",73.5,73.56,73.12,73.48,181800,68.47
"2010-06-18",73.57,73.75,73.13,73.23,263100,68.24
"2010-06-21",73.81,73.87,72.47,72.67,202300,67.71
"2010-06-22",72.86,73.33,71.67,71.76,459900,66.87
"2010-06-23",71.76,71.8,71.03,71.3,273800,66.44
"2010-06-24",71.09,71.54,70.43,70.47,179500,65.66
"2010-06-25",70.68,71.07,70.22,70.48,299100,65.67
"2010-06-28",70.69,70.69,70.19,70.28,467900,65.49
"2010-06-29",69.6,69.61,67.81,68.08,583500,63.44
"2010-06-30",67.87,68.25,66.99,67.12,640900,62.54
"2010-07-01",67.04,67.52,66.48,66.87,549000,62.31
"2010-07-02",66.99,67.34,66.27,66.37,387600,61.84
"2010-07-06",67.04,67.11,65.5,65.92,412800,61.42
"2010-07-07",66.05,66.72,65.66,66.72,425800,62.17
"2010-07-08",67,67.41,66.71,67.29,622400,62.7
"2010-07-09",67.35,67.54,66.94,67.46,350600,62.86
"2010-07-12",67.44,67.79,67.21,67.39,387000,62.79
"2010-07-13",67.86,68.91,67.81,68.77,639000,64.08
"2010-07-14",68.54,68.93,68.26,68.5,221200,63.83
"2010-07-15",68.54,69.07,67.89,68.9,380700,64.2
"2010-07-16",68.62,68.72,67.88,67.94,582800,63.31
"2010-07-19",68.25,68.49,67.97,68.35,348300,63.69
"2010-07-20",68.15,70,67.97,69.94,420500,65.17
"2010-07-21",70.08,70.08,68.94,69.05,350700,64.34
"2010-07-22",69.67,70.55,69.52,70.18,386600,65.39
"2010-07-23",69.95,70.34,69.7,70.34,420600,65.54
"2010-07-26",70.33,71.65,70.33,71.64,206600,66.75
"2010-07-27",71.97,71.98,71.16,71.39,161600,66.52
"2010-07-28",71.2,71.44,70.17,70.38,218100,65.58
"2010-07-29",70.58,71.05,70,70.86,325700,66.03
"2010-07-30",69.75,69.75,66.32,68.36,1073700,63.7
"2010-08-02",68.54,69.46,68.43,69.43,410900,64.69
"2010-08-03",69.39,69.87,68.4,68.49,677600,63.82
"2010-08-04",68.73,69.26,68.4,69.26,366300,64.54
"2010-08-05",69,69.36,68.77,69.04,287900,64.33
"2010-08-06",68.64,69.06,68.31,68.96,348800,64.26
