"","ETN.Open","ETN.High","ETN.Low","ETN.Close","ETN.Volume","ETN.Adjusted"
"2010-06-25",69.54,70.39,68.62,70.2,4234800,31.56
"2010-06-28",70.72,70.72,69.12,69.23,2996400,31.12
"2010-06-29",67.61,68.12,65.38,65.99,4434000,29.66
"2010-06-30",65.81,67.17,65.31,65.44,6160200,29.42
"2010-07-01",65.29,65.57,63.73,64.56,4869600,29.02
"2010-07-02",64.86,65.47,63.36,63.7,4042200,28.63
"2010-07-06",65.2,65.43,62.95,63.58,3380000,28.58
"2010-07-07",63.9,65.78,63.53,65.76,3589200,29.56
"2010-07-08",66.28,66.81,65.44,66.55,2571000,29.91
"2010-07-09",66.74,67.54,66.37,67.5,1697600,30.34
"2010-07-12",67.1,67.32,66.25,66.6,3168000,29.94
"2010-07-13",67.59,68.88,67.49,68.52,3032600,30.8
"2010-07-14",68.12,68.96,67.66,68.7,2870800,30.88
"2010-07-15",68.79,69.08,67.71,68.95,3340600,30.99
"2010-07-16",68.23,68.82,66.96,67.2,3232800,30.21
"2010-07-19",67.4,67.84,66.27,67.51,2183600,30.35
"2010-07-20",66.3,69.23,66.1,69.06,3304200,31.04
"2010-07-21",72.26,73.99,71.5,73.14,9396800,32.88
"2010-07-22",74.44,75.62,73.7,74.75,6797000,33.6
"2010-07-23",74.6,77.47,74.29,77.23,5592800,34.72
"2010-07-26",77.77,78.25,76.46,77.42,5382600,34.8
"2010-07-27",78.11,78.25,77.12,77.59,4448400,34.88
"2010-07-28",77.59,78.56,76.56,77.06,4298800,34.64
"2010-07-29",77.85,78.2,76.13,77.45,3270600,34.81
"2010-07-30",76.15,78.9,75.83,78.46,4328800,35.27
"2010-08-02",79.94,79.98,78.77,79.65,3974800,35.8
"2010-08-03",79.74,79.88,78.6,79.4,3667000,35.69
"2010-08-04",79.48,80.75,79.4,80.65,2983800,36.25
"2010-08-05",79.81,79.89,79.07,79.75,3534000,36.11
"2010-08-06",79.15,79.64,77.88,79.15,2627400,35.84
"2010-08-09",79.98,79.98,78.76,79.12,1789000,35.82
"2010-08-10",78.32,79.6,77.96,79.07,3928600,35.8
"2010-08-11",77.94,77.94,76.34,76.45,4338000,34.61
"2010-08-12",74.9,76.16,74.53,75.68,3080400,34.27
"2010-08-13",75.2,75.97,75,75.27,1835000,34.08
"2010-08-16",74.84,76.02,73.94,75.41,1752800,34.14
"2010-08-17",76.26,77.84,76.26,76.76,2687600,34.75
"2010-08-18",76.79,76.93,75.44,75.46,4129600,34.17
"2010-08-19",75.06,75.54,73.06,73.38,4007400,33.22
"2010-08-20",72.66,73.14,71.75,73.04,3063400,33.07
"2010-08-23",73.3,73.55,72.23,72.49,3812200,32.82
"2010-08-24",71.48,71.95,70.2,70.65,4620000,31.99
"2010-08-25",70.01,70.65,69.06,69.97,4556400,31.68
"2010-08-26",70.28,71.37,69.78,70.16,5152800,31.77
"2010-08-27",70.79,72.14,70.07,71.86,3996600,32.54
"2010-08-30",71.75,71.94,70.07,70.07,2085800,31.73
"2010-08-31",69.53,70.28,68.73,69.48,3659600,31.46
"2010-09-01",70.66,75.2,70.61,74.86,6994200,33.89
"2010-09-02",74.87,76.06,74.54,76.06,3787000,34.44
"2010-09-03",77.29,77.8,75.61,76.5,3920400,34.64
"2010-09-07",75.76,76.32,75.31,75.37,2475600,34.12
"2010-09-08",75.44,77.45,75.44,77.06,2811000,34.89
"2010-09-09",77.86,78,76.94,77.31,3007800,35
"2010-09-10",77.69,78.73,77.47,78.56,2404400,35.57
"2010-09-13",78.9,80.66,78.9,80.19,4122600,36.31
"2010-09-14",80.31,81.68,79.51,80.43,4415800,36.42
"2010-09-15",79.85,80.15,78.67,79.23,3497400,35.87
"2010-09-16",78.64,80.23,78.59,79.72,2367200,36.09
"2010-09-17",79.99,80.53,79.38,79.85,2493200,36.15
"2010-09-20",80.35,81.5,79.93,81.23,2802400,36.78
"2010-09-21",81.31,82.74,81.31,81.84,3722800,37.05
"2010-09-22",81.49,82.31,80.58,81.14,4005000,36.74
"2010-09-23",80.47,81.09,79.75,80.03,3299200,36.23
"2010-09-24",81.27,82.85,81.27,82.42,2707800,37.32
"2010-09-27",81.52,82.5,81.21,81.91,2150600,37.09
"2010-09-28",82.25,82.63,80.83,82.48,3468200,37.34
"2010-09-29",82,82.9,81.8,82.67,2735400,37.43
"2010-09-30",83.41,84.34,82.08,82.49,3267400,37.35
"2010-10-01",84.41,84.58,82.25,82.53,4228400,37.37
"2010-10-04",82.31,82.79,81.1,81.29,2792400,36.81
"2010-10-05",82.45,83.98,82.31,83.42,3880400,37.77
"2010-10-06",83.3,83.9,82.36,83.09,2945200,37.62
"2010-10-07",83.47,83.69,82.27,82.98,1802800,37.57
"2010-10-08",83.14,83.58,82.59,83.21,2009000,37.67
"2010-10-11",83.13,83.23,82.31,82.68,1694400,37.43
"2010-10-12",82.61,82.97,80.97,82.79,2495000,37.48
"2010-10-13",83.12,84.95,83.12,84.09,2870000,38.07
"2010-10-14",84.09,84.4,83.21,83.64,1817200,37.87
"2010-10-15",84.63,84.93,82.9,83.88,2149400,37.98
"2010-10-18",83.6,84.43,83.3,84.3,2441600,38.17
"2010-10-19",85.25,85.25,82.87,83.41,6074600,37.76
"2010-10-20",85.2,86.96,83.15,86.82,6528800,39.31
"2010-10-21",86.66,88.46,86.42,88.09,3861600,39.88
"2010-10-22",88.43,88.5,87.43,87.87,2609600,39.78
"2010-10-25",88.18,89.5,88.13,88.25,2977800,39.96
"2010-10-26",87.65,87.79,86.71,87.53,2490400,39.63
"2010-10-27",86.91,87.46,85.88,87.34,1687600,39.54
"2010-10-28",88.22,88.39,87.14,88.06,2824800,39.87
"2010-10-29",87.79,88.88,87.56,88.83,2859800,40.22
"2010-11-01",89.25,89.9,87.88,88.47,2291000,40.06
"2010-11-02",89.5,90.68,89.32,90.5,3309000,40.97
"2010-11-03",90.54,91.95,90.33,91.71,4162400,41.52
"2010-11-04",92.15,93.56,91.9,93.25,3806200,42.49
"2010-11-05",91.56,94.03,91.56,93.88,3469400,42.78
"2010-11-08",93.22,93.82,92.84,93.36,2386400,42.54
"2010-11-09",93.7,93.88,92.63,93.15,2948600,42.44
"2010-11-10",93.47,94.12,92.69,93.6,2357400,42.65
"2010-11-11",92.67,94.15,92.67,94.11,2240800,42.88
"2010-11-12",94.71,95.48,92.77,94.26,5821200,42.95
"2010-11-15",94.3,95.32,93.55,94.2,3634800,42.92
"2010-11-16",93.75,94.35,91.88,93.24,3533600,42.48
"2010-11-17",93.4,93.66,92.1,92.43,3033200,42.12
"2010-11-18",93.97,96.3,93.75,95.77,4666400,43.64
"2010-11-19",96.19,96.5,95.37,96.48,3546800,43.96
"2010-11-22",95.73,97.56,95.6,97.44,2489000,44.4
"2010-11-23",96.05,96.63,94.77,95.81,3275000,43.66
"2010-11-24",96.33,98.31,96.33,98.11,2788600,44.7
"2010-11-26",97.17,98.34,97,97.99,1304200,44.65
"2010-11-29",97.1,97.1,95.4,96.62,2998800,44.02
"2010-11-30",95.36,96.85,95.04,96.4,2388400,43.92
"2010-12-01",98,99.61,97.94,98.89,3028000,45.06
"2010-12-02",98.68,100,98.4,99.75,3904000,45.45
"2010-12-03",99.17,99.95,98.97,99.64,2112600,45.4
"2010-12-06",99.21,100,98.86,99.75,1683200,45.45
"2010-12-07",100.42,101.79,100,100.51,3729400,45.8
"2010-12-08",100.78,100.86,99.24,99.67,2368000,45.41
"2010-12-09",100.04,100.86,99.1,99.37,2458800,45.28
"2010-12-10",99.82,100,98.86,98.91,3077400,45.07
"2010-12-13",99.84,99.97,98.28,98.42,3501800,44.84
"2010-12-14",98.39,99.46,98.3,98.9,2020200,45.06
"2010-12-15",98.8,100.34,98.68,99.24,2664200,45.22
"2010-12-16",100.15,101.26,99.37,100.9,3453800,45.97
"2010-12-17",101.07,101.23,99.68,100.04,3734800,45.58
"2010-12-20",100.53,101.24,99.22,101.03,3361200,46.03
"2010-12-21",101.03,102.56,101.03,102.16,2982400,46.55
"2010-12-22",102.04,102.7,101.58,102.18,1975600,46.56
"2010-12-23",102.08,102.13,101.11,101.47,920400,46.23
"2010-12-27",101.06,101.8,100.79,101.63,757000,46.31
"2010-12-28",101.9,101.96,101.04,101.37,792000,46.19
"2010-12-29",101.47,102.1,101.22,101.4,699000,46.2
"2010-12-30",101.14,101.61,100.85,101.16,1015000,46.09
"2010-12-31",101.09,102.02,100.85,101.51,1432200,46.25
"2011-01-03",102.47,104.26,102.18,103.67,3628400,47.24
"2011-01-04",103.72,103.87,101.08,103.22,3948800,47.03
"2011-01-05",102.55,104.45,102.55,103.95,2644200,47.36
"2011-01-06",103.84,104.16,102.27,102.59,1861000,46.74
"2011-01-07",102.61,104.31,101.95,102.6,2209400,46.75
"2011-01-10",101.89,102.85,101.55,102.68,2681200,46.79
"2011-01-11",102.97,104.43,102.51,103.98,1460800,47.38
"2011-01-12",104.98,105.8,104.43,105.44,1768400,48.04
"2011-01-13",105.5,105.79,103.48,103.78,2117600,47.29
"2011-01-14",103.67,104.55,103.57,104.15,2238800,47.46
"2011-01-18",104.27,106.2,104.27,106.1,2357800,48.34
"2011-01-19",105.92,106.75,104,104.21,2606600,47.48
"2011-01-20",103.33,103.39,100.01,100.21,4937600,45.66
"2011-01-21",104.03,104.03,101.14,102.45,4141200,46.68
"2011-01-24",102.56,103.52,102.01,102.7,2239800,46.79
"2011-01-25",102.85,103.54,101.79,103.24,2471800,47.04
"2011-01-26",103.75,105.58,103.43,104.61,4424800,47.66
"2011-01-27",103.24,107.11,102.77,106.46,8347200,48.51
"2011-01-28",106.95,107.81,104.06,104.26,3836200,47.51
"2011-01-31",106.21,109.08,105.51,107.96,4481600,49.19
"2011-02-01",109.01,109.72,107.69,109.15,3469600,49.73
"2011-02-02",108.73,109.56,108.22,108.85,2338400,49.6
"2011-02-03",108.16,109.18,107.79,109,2321600,49.98
"2011-02-04",108.93,109.82,108.74,109.56,1943800,50.23
"2011-02-07",109.48,109.99,108.81,109.23,2534800,50.08
"2011-02-08",109.58,111.14,109.14,111.14,2426800,50.96
"2011-02-09",110.84,110.94,109.47,110.78,2590800,50.79
"2011-02-10",110,112.1,110,111.93,1849200,51.32
"2011-02-11",111.32,112.98,111.05,112.44,1783400,51.55
"2011-02-14",111.69,112.92,111.53,111.67,1609600,51.2
"2011-02-15",111.39,111.49,109.66,109.89,2342200,50.39
"2011-02-16",110.6,111.99,110.3,111.41,2056400,51.08
"2011-02-17",110.78,111.25,110.08,110.87,1624400,50.83
"2011-02-18",111.11,111.42,110.1,110.92,3653800,50.86
"2011-02-22",109.45,110.33,107.22,107.42,2874200,49.25
"2011-02-23",106.93,107.39,103.96,105.52,4965000,48.38
"2011-02-24",104.8,105.82,103.39,104.9,5397800,48.1
"2011-02-25",106.85,108.1,106.5,106.93,4810600,49.03
"2011-02-28",107.85,110.89,107.54,110.78,9690800,50.79
"2011-03-01",55.82,56.15,53.5,53.55,2695400,49.11
"2011-03-02",53.38,54.83,53.35,54.08,2434400,49.59
"2011-03-03",54.87,56.21,54.67,55.84,2908300,51.21
"2011-03-04",55.78,55.84,54.13,54.35,2657000,49.84
"2011-03-07",54.8,54.84,52.65,53.03,3918800,48.63
"2011-03-08",53.04,53.99,52.57,53.76,3399200,49.3
"2011-03-09",53.55,53.6,52.55,52.67,2581800,48.3
"2011-03-10",51.95,52.07,51.16,51.24,3202500,46.99
"2011-03-11",50.95,51.78,50.75,51.62,3156000,47.34
"2011-03-14",51.21,51.65,50.78,51.53,2636300,47.25
"2011-03-15",49.71,51.48,48.57,51.02,2286300,46.79
"2011-03-16",50.9,51.55,50.03,50.3,2975100,46.13
"2011-03-17",51.12,51.72,50.56,51.35,2978400,47.09
"2011-03-18",52.08,52.52,51.51,51.75,3663100,47.46
"2011-03-21",52.75,53.23,52.14,53.17,2297300,48.76
"2011-03-22",53.51,53.51,52.43,52.48,2384900,48.13
"2011-03-23",52.3,52.65,51.55,52.38,1736800,48.03
"2011-03-24",52.87,53.54,52.21,53.42,1851700,48.99
"2011-03-25",53.59,54.25,53.36,54.01,2107900,49.53
"2011-03-28",54.2,54.22,53.92,54.01,2216900,49.53
"2011-03-29",53.82,54.4,53.51,54.39,1608800,49.88
"2011-03-30",54.85,54.89,54.57,54.82,2144600,50.27
"2011-03-31",54.7,55.62,54.51,55.44,2171200,50.84
"2011-04-01",55.97,56.2,55.67,55.91,1853400,51.27
"2011-04-04",56.27,56.42,55.2,55.6,1591200,50.99
"2011-04-05",55.39,55.88,55.18,55.22,1686300,50.64
"2011-04-06",55.3,55.66,54.56,55.1,1750400,50.53
"2011-04-07",54.91,55.19,54.39,54.99,1916100,50.43
"2011-04-08",55.34,55.42,53.75,54.26,1511800,49.76
"2011-04-11",54.25,54.32,53.17,53.58,2089200,49.13
"2011-04-12",53.1,53.22,51.98,52.5,2961500,48.14
"2011-04-13",53.03,53.06,51.91,52.3,1888800,47.96
"2011-04-14",51.93,52.62,51.37,52.37,2635600,48.02
"2011-04-15",52.41,52.8,51.99,52.35,2962100,48.01
"2011-04-18",51.49,51.83,50.63,51.57,2591200,47.29
"2011-04-19",52.77,53.11,52.41,52.63,2997800,48.26
"2011-04-20",52.7,53.61,51.61,53.5,6067600,49.06
"2011-04-21",53.99,54.23,53.25,53.89,3447600,49.42
"2011-04-25",54.01,54.4,53.15,53.61,1860700,49.16
"2011-04-26",54.31,55.28,54.24,54.91,2100000,50.35
"2011-04-27",55,55.76,54.27,55.55,2970000,50.94
"2011-04-28",55.46,55.64,54.48,54.59,2414900,50.06
"2011-04-29",54.65,54.88,53.41,53.56,4985600,49.12
"2011-05-02",53.76,53.96,52.79,53.13,2937000,48.72
"2011-05-03",53,53.1,52.16,52.39,2566300,48.04
"2011-05-04",52.56,52.82,51.84,52.27,4095800,47.93
"2011-05-05",51.73,52.46,51.03,51.55,3398600,47.58
"2011-05-06",52.43,53.15,51.56,51.78,2751400,47.79
"2011-05-09",51.9,52.06,51.44,51.76,2173000,47.78
"2011-05-10",51.72,52.25,51.67,52.02,3231700,48.02
"2011-05-11",52.05,52.43,51.64,52.04,3419800,48.03
"2011-05-12",52.04,53.03,51.72,52.66,3731900,48.61
"2011-05-13",52.72,53.14,51.72,51.92,2312400,47.92
"2011-05-16",51.62,52.5,51.32,51.54,2404300,47.57
"2011-05-17",51.17,51.19,49.5,49.65,5352900,45.83
"2011-05-18",49.82,50.4,49.5,50.08,4235300,46.22
"2011-05-19",51.5,51.75,50.96,51.38,4404400,47.42
"2011-05-20",51.27,51.6,50.82,50.97,4446900,47.05
"2011-05-23",50,50.09,49.45,49.79,2670500,45.96
"2011-05-24",49.93,50.37,49.6,49.71,1848200,45.88
"2011-05-25",50.41,50.73,49.22,50.41,2644000,46.53
"2011-05-26",50.17,50.9,49.94,50.67,1619100,46.77
"2011-05-27",50.93,51.53,50.72,51.38,1490800,47.42
"2011-05-31",51.77,51.99,50.92,51.67,2742100,47.69
"2011-06-01",51.58,51.85,49.17,49.22,3407000,45.43
"2011-06-02",49.39,50.78,49.36,50.04,4145500,46.19
"2011-06-03",49.25,49.73,48.7,48.91,3304500,45.14
"2011-06-06",48.8,48.8,47.28,48.29,5941400,44.57
"2011-06-07",48.45,48.58,47.53,47.57,6772200,43.91
"2011-06-08",47.55,47.71,46.13,46.25,5712400,42.69
"2011-06-09",46.3,47.01,46.26,46.81,3382100,43.21
"2011-06-10",46.57,46.65,45.79,45.81,2946400,42.28
"2011-06-13",46.3,46.62,45.85,46.3,3430300,42.74
"2011-06-14",46.62,47.76,46.48,47.41,3647200,43.76
"2011-06-15",46.82,47.09,46.34,46.52,2663300,42.94
"2011-06-16",46.47,47.26,46.05,46.71,3787900,43.11
"2011-06-17",47.33,47.62,46.95,47,5803900,43.38
"2011-06-20",46.78,47.62,46.68,47.41,2513700,43.76
"2011-06-21",47.86,49,47.66,48.69,7377400,44.94
"2011-06-22",48.57,49.07,48.19,48.38,3448100,44.66
"2011-06-23",47.62,49.02,47.16,48.85,4200900,45.09
"2011-06-24",48.77,49.01,48.02,48.19,3103000,44.48
"2011-06-27",48.13,48.48,47.56,48.23,2205700,44.52
"2011-06-28",48.5,49.65,48.15,49.47,3286000,45.66
"2011-06-29",49.65,50.38,49.05,50.15,3980400,46.29
"2011-06-30",50.25,51.71,50.25,51.45,4265100,47.49
"2011-07-01",51.26,52.86,50.99,52.65,3887300,48.6
"2011-07-05",52.55,52.76,52.17,52.32,2343500,48.29
"2011-07-06",52.1,52.35,51.64,51.94,3239700,47.94
"2011-07-07",52.49,53.15,52.47,52.88,2667200,48.81
"2011-07-08",52.13,52.58,51.79,52.53,2550000,48.49
"2011-07-11",51.59,52.02,51.2,51.6,3242200,47.63
"2011-07-12",51.53,52.15,51.32,51.47,4456500,47.51
"2011-07-13",51.8,52.74,51.61,52.11,4539800,48.1
"2011-07-14",52.31,52.47,50.87,51.05,3001800,47.12
"2011-07-15",51.5,51.62,50.77,51.33,2658300,47.38
"2011-07-18",51.12,51.21,50.24,50.59,2122000,46.7
"2011-07-19",50.91,51.59,50.81,51.45,1903600,47.49
"2011-07-20",51.68,51.73,50.87,51.1,2050900,47.17
"2011-07-21",51.49,51.86,50.83,51.55,2290800,47.58
"2011-07-22",51.4,51.64,50.98,51.16,2966900,47.22
"2011-07-25",51.77,53.23,51.09,52.59,4670200,48.54
"2011-07-26",53.04,53.1,50.69,50.83,4887200,46.92
"2011-07-27",50.43,50.47,49.14,49.3,7087300,45.5
"2011-07-28",49.34,49.62,48,48.02,4110000,44.32
"2011-07-29",47.58,48.73,47.32,47.95,4524900,44.26
"2011-08-01",48.86,48.98,46.86,47.54,4274600,43.88
"2011-08-02",47.05,47.57,45.19,45.2,5245300,41.72
"2011-08-03",45.5,45.69,44.01,45.48,5869400,41.98
"2011-08-04",44.46,44.46,41.87,41.94,7547200,39
"2011-08-05",42.75,43.19,40.66,42.35,9419200,39.38
"2011-08-08",40.67,41.4,37.95,37.97,14626800,35.31
"2011-08-09",38.87,40.78,37.89,40.75,8259300,37.9
"2011-08-10",39.81,40.63,38.89,39.01,10337200,36.28
"2011-08-11",39.1,41.23,38.65,40.65,6695200,37.8
"2011-08-12",41.21,41.95,40.71,41.81,4605700,38.88
"2011-08-15",42.24,42.8,41.85,42.68,3792800,39.69
"2011-08-16",42.25,42.86,41.97,42.24,4812600,39.28
"2011-08-17",42.43,42.93,41.23,41.54,2696700,38.63
"2011-08-18",39.92,40.16,38.3,38.7,7582400,35.99
"2011-08-19",38.2,39.49,37.83,37.9,4986500,35.25
"2011-08-22",39.48,39.58,37.72,37.86,3828300,35.21
"2011-08-23",38.23,39.33,37.79,39.33,3489900,36.58
"2011-08-24",39.28,40.78,39.05,40.7,4331700,37.85
"2011-08-25",40.95,41.27,39.3,39.42,2764000,36.66
"2011-08-26",39.15,40.43,38.3,40.23,3911900,37.41
"2011-08-29",41,42.15,40.96,42.1,2769400,39.15
"2011-08-30",41.94,43,41.57,42.75,3009900,39.76
"2011-08-31",43.11,44.17,42.5,42.95,4330800,39.94
"2011-09-01",42.8,43.07,41.72,42.05,4354200,39.11
"2011-09-02",40.82,41.16,40.04,40.32,4153200,37.5
"2011-09-06",39.04,40.17,38.81,40.05,4045600,37.25
"2011-09-07",40.71,41.28,40.6,41.23,6301000,38.34
"2011-09-08",40.85,41,39.47,39.86,7061900,37.07
"2011-09-09",39.24,39.32,38.1,38.66,5888600,35.95
"2011-09-12",37.95,38.46,37.26,38.46,6195000,35.77
"2011-09-13",38.45,39.46,38.22,39.31,4715400,36.56
"2011-09-14",39.64,40.84,38.78,40.19,5744300,37.38
"2011-09-15",40.75,41.32,40.1,41.22,4535800,38.33
"2011-09-16",41.22,41.48,39.55,39.74,6564000,36.96
"2011-09-19",39.08,39.96,38.67,39.77,4883100,36.98
"2011-09-20",39.84,40,38.49,38.56,3696100,35.86
"2011-09-21",38.44,38.82,36.18,36.21,5235500,33.67
"2011-09-22",35.06,35.36,34.26,34.81,7415800,32.37
"2011-09-23",34.67,35.2,33.97,34.73,4751700,32.3
"2011-09-26",35.01,35.94,34.01,35.85,4462200,33.34
"2011-09-27",37.11,38.57,36.47,37.13,5982200,34.53
"2011-09-28",37.34,38.21,36.28,36.39,4583800,33.84
"2011-09-29",37.44,37.82,36.05,36.81,4562100,34.23
"2011-09-30",36.1,36.57,35.5,35.5,3629200,33.01
"2011-10-03",35.3,35.98,34.13,34.16,3989700,31.77
"2011-10-04",33.68,35.83,33.09,35.75,6e+06,33.25
"2011-10-05",35.84,37.69,35.48,37.54,5992100,34.91
"2011-10-06",37.67,39,37.37,38.99,5326900,36.26
"2011-10-07",39.35,39.98,38.46,38.63,7038900,35.92
"2011-10-10",39.55,40,39.3,39.94,3432700,37.14
"2011-10-11",39.5,40.78,39.42,40.49,2909100,37.65
"2011-10-12",40.86,42.51,40.7,41.55,6084400,38.64
"2011-10-13",40.76,42.11,40.45,42,7315200,39.06
"2011-10-14",42.99,43.22,41.79,42.17,4858300,39.22
"2011-10-17",42.15,42.15,40.74,40.87,3325600,38.01
"2011-10-18",41.34,42.66,40.54,42.32,4541800,39.36
"2011-10-19",42.07,42.81,41.66,41.83,3109500,38.9
"2011-10-20",42.02,42.15,40.68,41.45,4081400,38.55
"2011-10-21",42.38,42.38,41.42,42.25,4249400,39.29
"2011-10-24",42.27,44.46,41.1,44.23,7424900,41.13
"2011-10-25",44.2,44.2,42.4,43.14,3721200,40.12
"2011-10-26",43.9,44.33,42.5,43.74,4408000,40.68
"2011-10-27",46.01,47.25,45.77,46.82,5867400,43.54
"2011-10-28",46.25,47.44,46.2,46.97,3382900,43.68
"2011-10-31",46.16,46.67,44.8,44.82,4996400,41.68
"2011-11-01",43.16,45.15,42.22,44.28,6454900,41.18
"2011-11-02",45.9,45.9,44.54,45.28,4474100,42.11
"2011-11-03",45.62,46.46,44.75,46.35,4179200,43.43
"2011-11-04",45.65,46.27,45,45.94,2871500,43.05
"2011-11-07",45.7,46.03,44.46,45.26,4521700,42.41
"2011-11-08",45.54,46.1,44.6,45.99,4245000,43.09
"2011-11-09",44.58,45.08,43.76,43.95,3525000,41.18
"2011-11-10",44.61,44.94,43.98,44.49,2861500,41.69
"2011-11-11",45.42,46.25,45.13,45.64,2245700,42.77
"2011-11-14",45.48,46.26,45.28,46.1,3856300,43.2
"2011-11-15",46.03,46.73,45.64,46.44,2539700,43.51
"2011-11-16",45.87,46.16,44.84,44.95,3766900,42.12
"2011-11-17",44.7,44.91,43.4,43.85,3522500,41.09
"2011-11-18",44.17,44.34,43.6,43.92,2078900,41.15
"2011-11-21",43.05,43.35,42.41,43.1,2485300,40.39
"2011-11-22",43.05,43.05,41.89,42.56,2630000,39.88
"2011-11-23",41.92,42.06,40.83,40.87,3159300,38.3
"2011-11-25",40.85,41.42,40.52,40.55,1337700,38
"2011-11-28",42.14,42.58,41.8,42.33,2299300,39.66
"2011-11-29",42.59,43.1,42.28,42.37,2118800,39.7
"2011-11-30",44.26,45.26,44.09,44.91,3967400,42.08
"2011-12-01",44.67,45.41,44.49,44.59,2258300,41.78
"2011-12-02",45.09,45.57,44.76,44.83,2634200,42.01
"2011-12-05",45.77,46.64,45.31,46.01,3477900,43.11
"2011-12-06",46.03,46.46,45.76,46.11,3080100,43.21
"2011-12-07",45.74,45.86,44.87,45.59,4217900,42.72
"2011-12-08",45.16,45.33,43.79,43.93,3210500,41.16
"2011-12-09",44.24,44.71,43.67,44.35,4163900,41.56
"2011-12-12",43.66,43.85,42.95,43.41,2577000,40.68
"2011-12-13",43.83,44.35,42.71,43.13,4723100,40.41
"2011-12-14",42.68,42.75,41.54,41.84,3968500,39.2
"2011-12-15",42.41,42.54,41.38,41.98,3760400,39.34
"2011-12-16",42.52,43.34,42.06,42.19,7261600,39.53
"2011-12-19",42.5,42.77,41.62,41.76,2212500,39.13
"2011-12-20",42.49,43.77,42.44,43.63,2655400,40.88
"2011-12-21",43.7,43.83,42.63,43.7,3862600,40.95
"2011-12-22",43.75,44.18,43.23,43.38,2804700,40.65
"2011-12-23",43.66,44.43,43.52,44.36,2196400,41.57
"2011-12-27",44.33,44.7,44.08,44.46,1071700,41.66
"2011-12-28",44.37,44.54,43.24,43.3,1770800,40.57
"2011-12-29",43.29,44.01,43.29,43.91,1939000,41.14
"2011-12-30",43.79,43.98,43.5,43.53,1722500,40.79
"2012-01-03",44.78,45.64,44.73,45.49,3382300,42.62
"2012-01-04",45.46,45.72,45.16,45.48,2456700,42.62
"2012-01-05",45.49,45.76,44.99,45.66,3620600,42.78
"2012-01-06",45.96,45.96,45.02,45.29,3010100,42.44
"2012-01-09",45.32,45.62,45.05,45.54,6210700,42.67
"2012-01-10",46.21,47.78,46.21,47.74,4055900,44.73
"2012-01-11",47.52,48.34,47.5,48.27,3545900,45.23
"2012-01-12",48.46,49.29,47.99,49.17,2476400,46.07
"2012-01-13",48.54,48.82,48.11,48.71,3139900,45.64
"2012-01-17",49.57,49.94,48.88,48.94,3330900,45.86
"2012-01-18",48.85,49.5,48.72,49.43,3489200,46.32
"2012-01-19",49.55,50.2,49.36,50.03,3542300,46.88
"2012-01-20",49.03,49.03,48.2,48.38,4948200,45.33
"2012-01-23",48.47,49.02,47.94,48.08,3279600,45.05
"2012-01-24",47.94,48.84,47.53,48.81,2283600,45.74
"2012-01-25",48.83,49.7,48.2,49.54,3016400,46.42
"2012-01-26",47.82,49.03,47.7,48.93,7389500,45.85
"2012-01-27",48.75,49.99,48.69,49.57,3880000,46.45
"2012-01-30",49.08,49.66,48.75,49.66,3028600,46.53
"2012-01-31",49.92,50.08,48.68,49.03,3460400,45.94
"2012-02-01",49.64,50.15,49.2,49.82,3653100,46.68
"2012-02-02",49.56,49.86,49.2,49.33,1919000,46.58
"2012-02-03",50.15,51.19,50.05,50.93,2897700,48.09
"2012-02-06",50.51,51.5,50.37,51.09,3860100,48.24
"2012-02-07",50.8,51.49,50.62,51.29,2377800,48.43
"2012-02-08",51.46,51.65,51.12,51.65,2077300,48.77
"2012-02-09",51.77,51.9,51.4,51.8,2042800,48.91
"2012-02-10",51.02,51.53,50.79,51.44,2510400,48.57
"2012-02-13",51.78,52.19,51.38,52.05,2284100,49.15
"2012-02-14",51.94,51.94,51.16,51.74,2713500,48.85
"2012-02-15",51.91,51.91,50.56,50.87,3833800,48.03
"2012-02-16",50.78,51.15,50.3,51.01,4861400,48.16
"2012-02-17",51.34,51.4,50.77,50.82,2662400,47.98
"2012-02-21",51.51,52.42,51.44,51.94,3294900,49.04
"2012-02-22",51.95,52.61,51.86,52.16,2615500,49.25
"2012-02-23",51.97,52.16,51.38,51.87,2246400,48.98
"2012-02-24",52.02,52.5,51.67,51.75,4729700,48.86
"2012-02-27",51.55,52.68,51.2,52.18,2933300,49.27
"2012-02-28",52.16,52.57,51.95,52.51,2584800,49.58
"2012-02-29",52.55,53.06,52.15,52.19,3906000,49.28
"2012-03-01",52.3,52.7,51.72,52.21,2521600,49.3
"2012-03-02",52.1,52.15,51.14,51.27,2024800,48.41
"2012-03-05",51.27,51.35,50.55,50.72,2171200,47.89
"2012-03-06",49.94,50.01,48.48,48.7,4229800,45.98
"2012-03-07",48.9,49.17,48.5,48.75,4340000,46.03
"2012-03-08",49.33,49.51,48.87,49.28,3475900,46.53
"2012-03-09",49.59,49.71,48.94,49.01,3345200,46.28
"2012-03-12",49.12,49.13,48.45,48.62,3781600,45.91
"2012-03-13",49.25,50.32,48.95,50.23,4630200,47.43
"2012-03-14",50.09,50.6,50.09,50.37,3202000,47.56
"2012-03-15",50.4,50.67,50.16,50.65,3015000,47.82
"2012-03-16",50.77,51.13,50.6,51.02,3148000,48.17
"2012-03-19",50.96,51.16,50.62,50.86,2762700,48.02
