"","WAT.Open","WAT.High","WAT.Low","WAT.Close","WAT.Volume","WAT.Adjusted"
"2013-04-02",94.02,95.5,93.93,95.5,519700,95.5
"2013-04-03",95.5,95.51,93.98,94.29,373000,94.29
"2013-04-04",94.37,94.9,93.85,94.57,275300,94.57
"2013-04-05",93.21,93.21,92.26,92.39,397600,92.39
"2013-04-08",92.31,93.03,92.09,93.03,287000,93.03
"2013-04-09",93.44,93.83,92.98,93.15,239800,93.15
"2013-04-10",93.6,95.33,93.48,95.12,442000,95.12
"2013-04-11",95.29,96.25,95.29,95.46,232300,95.46
"2013-04-12",94.65,95.25,93.46,94.33,584500,94.33
"2013-04-15",93.97,94.25,91.28,91.31,584800,91.31
"2013-04-16",91.97,92.46,91.3,91.69,499200,91.69
"2013-04-17",91.11,91.35,89.26,89.85,756000,89.85
"2013-04-18",89.53,89.57,87.9,88.24,806200,88.24
"2013-04-19",88.44,88.89,87.85,88.45,588900,88.45
"2013-04-22",88.68,89.26,87.95,89.23,604900,89.23
"2013-04-23",89.45,95.52,89.23,92.1,1856800,92.1
"2013-04-24",92.1,92.96,91.5,92.48,501500,92.48
"2013-04-25",92.77,93.48,92.64,92.88,370300,92.88
"2013-04-26",92.43,92.62,91.45,92.3,332800,92.3
"2013-04-29",92.42,92.58,91.67,92.45,408100,92.45
"2013-04-30",92.15,92.73,91.24,92.4,823900,92.4
"2013-05-01",92.29,93.13,92.04,92.38,486000,92.38
"2013-05-02",92.8,93.52,92.59,92.63,451900,92.63
"2013-05-03",93.63,94.04,92.96,93,301700,93
"2013-05-06",92.9,93.77,92.77,93.53,460900,93.53
"2013-05-07",93.52,94.87,93.15,94.47,616900,94.47
"2013-05-08",94.35,95.82,94.26,95.8,679200,95.8
"2013-05-09",95.59,97.12,95.59,96.42,653500,96.42
"2013-05-10",96.5,97.34,96.5,96.91,619900,96.91
"2013-05-13",96.52,97.19,96.06,96.5,371000,96.5
"2013-05-14",96.5,97.77,96.37,97.75,935700,97.75
"2013-05-15",97.53,98.99,97.2,98.49,528900,98.49
"2013-05-16",98.09,98.35,96.93,97.07,361500,97.07
"2013-05-17",97.5,98.38,97.09,98,344700,98
"2013-05-20",97.71,98.49,97.35,97.53,226800,97.53
"2013-05-21",97.75,98.87,97.7,98.08,243900,98.08
"2013-05-22",98.16,99.19,96.12,96.7,560300,96.7
"2013-05-23",95.89,97.28,95.52,97.17,518900,97.17
"2013-05-24",97.08,97.99,96.04,97.79,463200,97.79
"2013-05-28",98.66,99.66,98.66,99.27,617900,99.27
"2013-05-29",98.56,98.59,97.24,97.57,501400,97.57
"2013-05-30",97.8,98.56,97.17,97.72,681800,97.72
"2013-05-31",97.23,98.16,96.67,96.71,625500,96.71
"2013-06-03",97.09,97.28,95.88,97.01,665600,97.01
"2013-06-04",97,97.5,96.06,96.59,506000,96.59
"2013-06-05",96.36,96.94,95.45,96.22,526300,96.22
"2013-06-06",96.19,97.33,95.92,97.33,348900,97.33
"2013-06-07",97.97,98.44,97.36,98.38,559300,98.38
"2013-06-10",98.59,98.66,97.48,98.33,497400,98.33
"2013-06-11",96.98,98.05,96.84,97.18,314300,97.18
"2013-06-12",97.91,98.19,97.17,97.18,453100,97.18
"2013-06-13",97.24,99.24,96.76,99.02,319100,99.02
"2013-06-14",98.97,99.57,98.4,98.6,210100,98.6
"2013-06-17",99.53,100.56,99.26,100.21,295400,100.21
"2013-06-18",100.25,102.69,100.21,101.9,732500,101.9
"2013-06-19",102.01,102.38,100.2,100.22,373700,100.22
"2013-06-20",99.26,99.26,97.04,97.36,392700,97.36
"2013-06-21",98.11,99.75,97.89,99.26,688900,99.26
"2013-06-24",98.26,99.09,97.57,97.63,802000,97.63
"2013-06-25",99.62,101.65,98.89,99.73,603800,99.73
"2013-06-26",100.72,100.72,99,99.42,349600,99.42
"2013-06-27",99.85,100.51,99.41,100.38,312900,100.38
"2013-06-28",100.03,100.8,99.16,100.05,554000,100.05
"2013-07-01",100.55,104.24,100.55,102.37,1055100,102.37
"2013-07-02",102.27,103.52,99.92,100.36,561400,100.36
"2013-07-03",99.31,100.75,99.31,100.47,138900,100.47
"2013-07-05",101.21,102.02,100.82,102.01,288900,102.01
"2013-07-08",102.2,102.77,101.54,101.7,377400,101.7
"2013-07-09",102.16,102.72,101.6,102.19,523800,102.19
"2013-07-10",101.96,104.31,101.96,104.28,524100,104.28
"2013-07-11",105.11,105.23,103.62,104.49,319500,104.49
"2013-07-12",104.22,104.88,104.22,104.53,257800,104.53
"2013-07-15",104.76,105.51,104.49,104.64,240400,104.64
"2013-07-16",104.64,105.28,102.89,103.5,607700,103.5
"2013-07-17",104,104.07,103.14,103.25,401100,103.25
"2013-07-18",103.43,104.9,102.93,104.63,506200,104.63
"2013-07-19",105.34,105.34,104.22,104.74,403200,104.74
"2013-07-22",105.18,106,105,105.41,807200,105.41
"2013-07-23",98.29,101.4,97.85,99.17,2027200,99.17
"2013-07-24",99,100.65,98.67,100.31,611500,100.31
"2013-07-25",100.38,100.95,99.71,100.77,410400,100.77
"2013-07-26",99.94,100.53,99.44,100.16,488400,100.16
"2013-07-29",99.59,100.5,98.91,99.63,310700,99.63
"2013-07-30",100.38,101.09,100.24,100.51,396600,100.51
"2013-07-31",100.95,101.84,100.59,100.94,327400,100.94
"2013-08-01",101.93,102.98,101.79,102.93,552400,102.93
"2013-08-02",102.98,103.34,101.87,102.09,545800,102.09
"2013-08-05",102.01,102.83,101.28,102.64,151100,102.64
"2013-08-06",102.59,102.8,101.86,102.22,221300,102.22
"2013-08-07",101.84,102.38,101.51,101.89,211400,101.89
"2013-08-08",102.39,103.23,102.16,102.97,393200,102.97
"2013-08-09",102.77,103.95,101.92,103.41,393400,103.41
"2013-08-12",102.77,103.51,102.75,103.47,251900,103.47
"2013-08-13",103.5,103.79,102.78,103.53,210900,103.53
"2013-08-14",103.67,103.81,102.86,102.89,282800,102.89
"2013-08-15",101.9,102.29,99.56,99.76,627300,99.76
"2013-08-16",99.48,99.81,98.47,98.47,752200,98.47
"2013-08-19",98.79,99.15,98.1,98.16,517700,98.16
"2013-08-20",98.41,99.23,97.79,98.97,337000,98.97
"2013-08-21",98.66,99.31,98,98.59,465700,98.59
"2013-08-22",98.98,100.69,98.44,100.19,251000,100.19
"2013-08-23",100.29,100.58,99.2,99.63,184000,99.63
"2013-08-26",99.27,100.21,99.06,99.44,224400,99.44
"2013-08-27",98.2,98.97,97.53,98.45,437200,98.45
"2013-08-28",98.56,98.61,97.53,98.53,433000,98.53
"2013-08-29",98.32,99.52,98.13,98.93,209500,98.93
"2013-08-30",98.97,99.48,98.5,98.85,398400,98.85
"2013-09-03",100.21,100.82,99.41,99.98,383500,99.98
"2013-09-04",99.89,101.45,99.67,101.16,342000,101.16
"2013-09-05",100.98,101.71,100.79,101.7,162200,101.7
"2013-09-06",101.91,102.29,100.83,101.62,259800,101.62
"2013-09-09",101.72,103.18,101.72,103.09,327100,103.09
"2013-09-10",103.68,104.25,103.42,103.89,349000,103.89
"2013-09-11",103.86,105.24,103.34,104.93,593100,104.93
"2013-09-12",104.67,105.29,104.3,104.41,475200,104.41
"2013-09-13",104.41,104.8,104.02,104.19,256700,104.19
"2013-09-16",105.42,105.85,104.66,105.75,304200,105.75
"2013-09-17",106.03,106.49,105.53,105.98,186200,105.98
"2013-09-18",106.14,106.74,104.83,106.61,275100,106.61
"2013-09-19",107.1,107.55,106.13,106.44,363400,106.44
"2013-09-20",106.5,107.39,106.09,106.54,634400,106.54
"2013-09-23",106.2,106.4,105.38,105.96,204800,105.96
"2013-09-24",105.91,106.86,105.09,106.66,335200,106.66
"2013-09-25",106.54,107.29,106.43,106.72,567200,106.72
"2013-09-26",106.6,107.82,106.6,107.73,772100,107.73
"2013-09-27",107.86,108.89,106.86,107.28,419400,107.28
"2013-09-30",106.51,106.82,105.91,106.21,386600,106.21
"2013-10-01",106.58,107.13,105.45,105.7,898900,105.7
"2013-10-02",105.09,106.14,104.62,105.65,835100,105.65
"2013-10-03",105.59,105.6,104.25,104.59,420900,104.59
"2013-10-04",104.74,105.55,104.68,105,397500,105
"2013-10-07",104.06,104.62,103.7,103.81,388100,103.81
"2013-10-08",103.93,104.29,102.71,102.74,370000,102.74
"2013-10-09",102.81,103.18,101.82,102.34,578200,102.34
"2013-10-10",103.25,103.92,103.16,103.87,300500,103.87
"2013-10-11",103.84,104.49,103.6,104.48,359800,104.48
"2013-10-14",102.79,104.32,102.61,104.18,302300,104.18
"2013-10-15",103.88,104.19,102.84,103.11,260700,103.11
"2013-10-16",103.61,104.59,103.5,104.11,312500,104.11
"2013-10-17",103.86,106.43,103.53,106.35,368000,106.35
"2013-10-18",107.02,107.04,106.09,106.48,314900,106.48
"2013-10-21",106.47,106.82,105.92,106.21,556300,106.21
"2013-10-22",101.73,103.5,99.43,99.83,1762400,99.83
"2013-10-23",99.69,101.93,98.54,101.82,1011800,101.82
"2013-10-24",101.77,102.18,100.11,101.29,803000,101.29
"2013-10-25",101.61,102.09,101.38,101.99,589900,101.99
"2013-10-28",101.9,103.06,101.51,102.24,422200,102.24
"2013-10-29",102.28,102.92,101.8,102.15,528500,102.15
"2013-10-30",102.5,102.5,100.43,100.98,592100,100.98
"2013-10-31",101.14,101.46,100.38,100.92,473100,100.92
"2013-11-01",100.85,101.81,100.58,100.58,376500,100.58
"2013-11-04",101.2,101.24,100.33,100.8,342100,100.8
"2013-11-05",100.41,100.89,99.45,99.47,327700,99.47
"2013-11-06",99.58,100.06,98.83,99.69,277500,99.69
"2013-11-07",99.94,99.97,98.34,98.45,360100,98.45
"2013-11-08",98.42,100.19,98.42,100.12,421400,100.12
"2013-11-11",99.81,100.3,99.58,99.66,248700,99.66
"2013-11-12",99.5,99.78,99.02,99.52,289500,99.52
"2013-11-13",99.25,100.05,98.9,100.05,278300,100.05
"2013-11-14",100.06,100.99,99.73,100.62,264900,100.62
"2013-11-15",100.69,102.13,100.62,102.12,857000,102.12
"2013-11-18",102.35,102.35,101.01,101.25,239400,101.25
"2013-11-19",101.03,101.08,100.42,100.5,321600,100.5
"2013-11-20",100.5,101.25,100.3,100.4,458300,100.4
"2013-11-21",100.81,102.13,100.8,101.38,301800,101.38
"2013-11-22",101.58,101.8,100.84,101.09,267300,101.09
"2013-11-25",101.48,101.48,100.43,100.66,185400,100.66
"2013-11-26",99.14,100.2,98.46,99.67,484200,99.67
"2013-11-27",99.9,100.14,98.92,99.9,204300,99.9
"2013-11-29",99.91,99.99,99.02,99.53,121500,99.53
"2013-12-02",99.57,99.99,99.1,99.58,319000,99.58
"2013-12-03",99.17,99.59,98.93,99.34,356600,99.34
"2013-12-04",98.86,99.47,98.47,99.2,526500,99.2
"2013-12-05",99.19,99.19,98.34,98.49,287700,98.49
"2013-12-06",99.31,99.32,97.9,98.21,681100,98.21
"2013-12-09",98.55,98.64,98.08,98.49,622600,98.49
"2013-12-10",98.46,98.62,96.96,97.03,635900,97.03
"2013-12-11",96.91,97.2,94.5,95.25,1172900,95.25
"2013-12-12",95.25,96.47,95.11,96.01,622600,96.01
"2013-12-13",96.31,96.49,95.5,96.03,503400,96.03
"2013-12-16",96.27,97.08,96.27,96.72,288800,96.72
"2013-12-17",96.68,97.19,95.64,96.1,242100,96.1
"2013-12-18",96.11,98.82,95.87,98.8,570300,98.8
"2013-12-19",98.11,99.11,97.99,99.02,655300,99.02
"2013-12-20",99.45,99.98,99.02,99.58,700900,99.58
"2013-12-23",100.18,100.21,99.15,99.47,406100,99.47
"2013-12-24",99.4,99.75,99.31,99.6,104600,99.6
"2013-12-26",99.61,100.07,99.26,99.6,233100,99.6
"2013-12-27",99.63,100.18,99.12,99.36,267400,99.36
"2013-12-30",99.56,100.85,99.44,100.3,532700,100.3
"2013-12-31",100.5,100.5,99.65,100,322600,100
"2014-01-02",100,100.17,99,99.22,335600,99.22
"2014-01-03",99.13,99.78,97.9,98.04,1197500,98.04
"2014-01-06",98.37,98.87,98.05,98.39,551000,98.39
"2014-01-07",99.04,100.52,98.5,100.38,514200,100.38
"2014-01-08",100.49,101.36,100.13,100.48,595900,100.48
"2014-01-09",100.8,101.06,100.34,100.62,384400,100.62
"2014-01-10",100.62,101.48,100.42,101.46,288300,101.46
"2014-01-13",101.29,101.3,99.83,100.51,416400,100.51
"2014-01-14",100.56,103.52,100.56,103,893800,103
"2014-01-15",103.03,103.96,102.64,103.95,615600,103.95
"2014-01-16",103.9,105.33,103.75,105.25,612500,105.25
"2014-01-17",104.82,105.39,104.31,104.4,628300,104.4
"2014-01-21",104.84,105.28,104.38,105.05,727500,105.05
"2014-01-22",105.3,105.77,104.44,104.96,399000,104.96
"2014-01-23",104.07,104.95,103.92,104.58,531600,104.58
"2014-01-24",104.09,104.5,103.02,103.02,897600,103.02
"2014-01-27",103.65,104.04,102.16,102.9,1092600,102.9
"2014-01-28",109,111,107.9,110.41,1449700,110.41
"2014-01-29",110.01,110.73,108.57,108.81,1179700,108.81
"2014-01-30",109.42,110.37,109.4,109.81,1094800,109.81
"2014-01-31",108.61,108.91,107.59,108.27,733500,108.27
"2014-02-03",108.45,108.87,104.49,105.11,907500,105.11
"2014-02-04",105.47,105.75,104.6,105.22,618000,105.22
"2014-02-05",105.04,106.25,104.41,105.31,568600,105.31
"2014-02-06",105.64,106.97,104.95,106.9,335500,106.9
"2014-02-07",107.21,108.93,106.96,108.72,611700,108.72
"2014-02-10",108.5,109.2,107.87,109.19,347500,109.19
"2014-02-11",109.25,110.08,108.69,109.85,403500,109.85
"2014-02-12",109.79,110.8,109.39,110.79,415400,110.79
"2014-02-13",110.34,112.11,110.05,112.05,613500,112.05
"2014-02-14",111.05,112.68,110.98,112.48,652000,112.48
"2014-02-18",112.74,112.74,110.98,111.89,551800,111.89
"2014-02-19",111.39,112.86,111.18,112.12,580700,112.12
"2014-02-20",112,115.06,111.61,114.94,879200,114.94
"2014-02-21",115.02,115.02,113.26,113.31,440700,113.31
"2014-02-24",113.4,114.57,113.33,113.59,386600,113.59
"2014-02-25",113.63,114.05,112.24,112.59,671400,112.59
"2014-02-26",112.68,113.15,111.68,111.87,472700,111.87
"2014-02-27",111.92,112.32,111.51,112.21,357800,112.21
"2014-02-28",112.18,112.19,110.72,111.4,489000,111.4
"2014-03-03",110.7,111.5,110.15,110.54,452000,110.54
"2014-03-04",111.54,112.83,110.99,112.59,441800,112.59
"2014-03-05",112.78,113.52,112.04,112.89,393200,112.89
"2014-03-06",113.36,113.84,112.64,112.78,243900,112.78
"2014-03-07",113.23,113.65,111.53,112.72,359200,112.72
"2014-03-10",112.7,113.14,111.72,113.07,250300,113.07
"2014-03-11",113.09,113.93,112.84,113.36,586100,113.36
"2014-03-12",113,113.48,112.46,113.24,748700,113.24
"2014-03-13",113.5,113.85,112.46,112.7,500400,112.7
"2014-03-14",112.53,114.01,112.31,113.04,414100,113.04
"2014-03-17",113.38,114.5,113.32,113.65,348700,113.65
