"","SPG.Open","SPG.High","SPG.Low","SPG.Close","SPG.Volume","SPG.Adjusted"
"2010-06-30",81.83,83.47,80.49,80.75,3189200,72.41
"2010-07-01",80.92,81.52,78.87,81.05,2767300,72.67
"2010-07-02",81.63,82.11,78.7,79.08,2423900,70.91
"2010-07-06",80.71,81.2,76.47,77.28,3604500,69.29
"2010-07-07",77.8,81.33,77.28,81.24,3686700,72.84
"2010-07-08",82.24,82.44,80.21,81.71,2220900,73.27
"2010-07-09",81.86,82.74,81.2,82.66,1806200,74.12
"2010-07-12",82.58,83.26,81.3,82.96,1528800,74.39
"2010-07-13",84.11,85.49,83.75,85.07,3234900,76.28
"2010-07-14",84.4,85.48,83.76,84.57,2249600,75.83
"2010-07-15",84.42,85.08,82.73,84.89,2395200,76.12
"2010-07-16",84.54,84.54,81.71,82.23,3739900,73.73
"2010-07-19",82.59,83.72,81.27,83.36,2318900,74.75
"2010-07-20",82.04,84.55,81.69,84.38,2832600,75.66
"2010-07-21",85.45,85.45,81.84,82.36,2857800,73.85
"2010-07-22",83.74,86.9,83.52,86.33,3487500,77.41
"2010-07-23",85.62,87.48,84.85,87.31,2741200,78.29
"2010-07-26",87.02,89.25,86.32,89.07,2419800,79.87
"2010-07-27",89.25,90,87.78,89.28,2457800,80.05
"2010-07-28",89.02,90.35,88.33,89.13,2694000,79.92
"2010-07-29",89.64,90.29,87.59,87.93,2253100,78.84
"2010-07-30",87.74,89.57,86.7,89.22,2618400,80
"2010-08-02",90.93,93.79,90.5,93.53,4058500,83.86
"2010-08-03",93.16,93.64,92.41,93.16,2606800,83.53
"2010-08-04",93.22,94.49,92.6,94.45,2731800,84.69
"2010-08-05",93.61,94.44,92.94,93.13,2513000,83.51
"2010-08-06",92.2,93.14,91.56,92.84,2443300,83.25
"2010-08-09",93.55,93.94,92.83,93.67,2213600,83.99
"2010-08-10",92.58,93.57,91.45,92.57,2544500,83
"2010-08-11",90.86,91.87,89.96,90.64,2584900,81.27
"2010-08-12",89.51,91.11,89.18,89.63,2484500,80.37
"2010-08-13",88.57,90.47,88.57,89.26,1948000,80.57
"2010-08-16",88.89,90.25,88.32,89.4,1473000,80.7
"2010-08-17",90.27,92.46,89.64,91.71,2240000,82.79
"2010-08-18",91.92,92.41,91.01,91.86,1746100,82.92
"2010-08-19",91.54,91.62,89.08,89.39,2688000,80.69
"2010-08-20",89,89.57,88.46,88.97,2231600,80.31
"2010-08-23",89.37,89.76,88,88.03,1555400,79.46
"2010-08-24",86.92,88.96,86.62,88.25,2615200,79.66
"2010-08-25",87.38,89.87,87.38,89.43,2297900,80.73
"2010-08-26",89.94,90.47,88.48,88.9,2104900,80.25
"2010-08-27",89.36,90.62,87.89,90.52,2818800,81.71
"2010-08-30",89.94,91.26,89.71,89.77,1710500,81.04
"2010-08-31",89.55,90.79,88.78,90.45,2554900,81.65
"2010-09-01",92.07,93.79,91.61,93.56,3381000,84.46
"2010-09-02",93.79,95.49,93.53,95.36,2707700,86.08
"2010-09-03",96.61,97,95.82,96.48,2244300,87.09
"2010-09-07",95.35,95.79,94.44,94.53,2200700,85.33
"2010-09-08",94.86,95.51,94.32,94.91,1536700,85.68
"2010-09-09",96.43,96.43,93.91,94.22,1341100,85.05
"2010-09-10",94.63,95.12,93.76,94.85,1200400,85.62
"2010-09-13",94.82,95.77,94.44,94.98,2205600,85.74
"2010-09-14",94.54,95.26,93.98,94.34,1851900,85.16
"2010-09-15",93.98,95.87,93.72,95.42,2102700,86.14
"2010-09-16",95.31,95.44,94.19,94.59,1421700,85.39
"2010-09-17",94.85,95.42,94.01,95.32,1757200,86.05
"2010-09-20",95.89,97.48,95.62,97.24,2473800,87.78
"2010-09-21",97.65,98.39,96.18,96.28,2241700,86.91
"2010-09-22",96.21,96.66,94.95,95.3,1746600,86.03
"2010-09-23",94.66,94.76,92.71,92.78,2169600,83.75
"2010-09-24",93.83,95.41,93.75,95.24,2538300,85.97
"2010-09-27",95.03,95.26,93.63,93.84,1483500,84.71
"2010-09-28",93.91,94.18,92.35,93.87,2158100,84.74
"2010-09-29",93.5,93.72,92.73,93.04,1316500,83.99
"2010-09-30",93.93,94.79,92.31,92.74,2919700,83.72
"2010-10-01",93.47,93.67,92.13,93.59,2271000,84.48
"2010-10-04",93.41,94.44,93.39,94.32,1946600,85.14
"2010-10-05",95.32,95.94,94.31,95.62,2776000,86.32
"2010-10-06",95.11,95.69,94.71,95.46,1411600,86.17
"2010-10-07",95.84,96.33,95.1,95.68,1077700,86.37
"2010-10-08",95.45,96.2,94.81,95.56,1425800,86.26
"2010-10-11",95.68,96.2,95.34,95.73,1185800,86.42
"2010-10-12",95.26,97,94.91,96.44,1901600,87.06
"2010-10-13",97.22,98.09,96.56,97.14,1789900,87.69
"2010-10-14",96.99,97.81,96.16,96.74,1540900,87.33
"2010-10-15",97.82,98.09,96.76,97.48,2001000,88
"2010-10-18",97.64,98.32,96.97,98.22,1990500,88.66
"2010-10-19",97.25,97.88,95.88,96.12,2943200,86.77
"2010-10-20",96.35,98.97,96.35,98.2,3129100,88.65
"2010-10-21",98.48,99.46,97.37,97.97,1817300,88.44
"2010-10-22",98.11,98.69,97.26,97.69,1505900,88.18
"2010-10-25",98.55,98.59,97.48,97.9,1527600,88.37
"2010-10-26",97.1,97.7,96.46,97.17,1367900,87.72
"2010-10-27",96.6,97.27,95.97,96.78,1858800,87.36
"2010-10-28",97.46,97.81,95.27,96.4,1793900,87.02
"2010-10-29",96.37,96.98,96.02,96.02,2237900,86.68
"2010-11-01",97.01,98.98,96.35,98.62,2387100,89.02
"2010-11-02",99.48,100.72,98.93,100.57,2535400,90.78
"2010-11-03",100.57,101.27,99.81,100.88,1902300,91.06
"2010-11-04",101.88,103.95,100.62,103.84,3582900,93.74
"2010-11-05",104.26,105.95,103.25,105.77,3565500,95.48
"2010-11-08",106.45,106.5,105.09,106.25,2745900,95.91
"2010-11-09",106.41,106.54,100.47,101.18,4920800,91.34
"2010-11-10",101.5,103.14,101.31,103.14,2351900,93.1
"2010-11-11",102.54,103.02,100.9,101.46,2196500,91.59
"2010-11-12",100.09,101.19,99.46,100.4,2041400,91.35
"2010-11-15",100.75,101.83,99.65,99.73,1914000,90.74
"2010-11-16",99.26,99.7,95.5,96.14,3904300,87.48
"2010-11-17",96.43,97.29,96.04,96.94,1874700,88.2
"2010-11-18",98.4,98.87,97.62,97.95,1882100,89.12
"2010-11-19",97.65,98.39,96.63,98.17,1652300,89.32
"2010-11-22",97.77,99.05,97.63,98.58,1522500,89.7
"2010-11-23",97.03,97.82,97,97.57,1406500,88.78
"2010-11-24",98.37,100.31,98.33,100.27,1736400,91.23
"2010-11-26",99.42,99.42,98.1,98.84,1125700,89.93
"2010-11-29",98.13,98.91,97.18,98.73,1598100,89.83
"2010-11-30",97.24,99.68,97.14,98.5,2792700,89.62
"2010-12-01",99.94,100.22,98.68,99.84,1691300,90.84
"2010-12-02",100.16,102.04,99.83,101.93,1995300,92.74
"2010-12-03",101.23,102.27,101,102.08,1323200,92.88
"2010-12-06",101.58,102.21,100.6,101.9,1350600,92.72
"2010-12-07",102.71,103.18,101.37,101.5,2255800,92.35
"2010-12-08",101.61,102.17,99.03,99.83,1897300,90.83
"2010-12-09",100.25,100.55,98.35,98.43,2209200,89.56
"2010-12-10",98.84,99.58,98.53,98.95,1422400,90.03
"2010-12-13",99.18,99.59,98.64,98.93,1364600,90.01
"2010-12-14",98.81,100.3,97.55,97.67,1765500,88.87
"2010-12-15",97.28,97.43,95.2,95.28,2686700,86.69
"2010-12-16",95.34,95.95,94.3,94.71,2468100,86.17
"2010-12-17",94.74,95.68,94.44,95.43,2721600,86.83
"2010-12-20",95.43,97.06,95.36,96.89,1944700,88.16
"2010-12-21",97.49,98.76,96.65,98.62,1699400,89.73
"2010-12-22",98.51,100,98.23,98.64,1839800,89.75
"2010-12-23",98.45,98.81,97.72,97.78,1202800,88.97
"2010-12-27",97.47,99.53,97.29,99.49,1049800,90.52
"2010-12-28",99.54,99.92,98.7,98.96,971800,90.04
"2010-12-29",99.66,100.37,98.67,100.26,1306400,91.22
"2010-12-30",99.82,100.29,99.54,99.66,1086100,90.68
"2010-12-31",99.5,100.29,99.27,99.49,1220200,90.52
"2011-01-03",100.21,101.06,100.1,100.93,2303600,91.83
"2011-01-04",100.77,101,97.47,97.94,2478100,89.11
"2011-01-05",97.7,98.72,97.7,98.25,1958100,89.4
"2011-01-06",98.45,98.5,95.29,95.35,2384500,86.76
"2011-01-07",95.89,97.17,95.88,96.95,2322600,88.21
"2011-01-10",96.53,98.57,96.51,97.54,2616200,88.75
"2011-01-11",98.13,98.9,97.31,97.57,2394400,88.78
"2011-01-12",98.32,98.73,97.15,97.71,1779600,88.9
"2011-01-13",97.55,98.27,97.02,98.15,1066400,89.3
"2011-01-14",98.1,98.96,97.51,98.94,1279500,90.02
"2011-01-18",98.86,99.79,98.13,99.79,1405000,90.8
"2011-01-19",99.91,99.96,98.19,98.73,1725400,89.83
"2011-01-20",98.7,99.92,98.51,98.78,1342800,89.88
"2011-01-21",99.2,99.54,98.54,99.53,1433900,90.56
"2011-01-24",99.9,100.05,98.71,99.75,1460700,90.76
"2011-01-25",99.58,100.64,99.04,100.56,1784000,91.5
"2011-01-26",100.72,101.19,99.66,100.71,1440100,91.63
"2011-01-27",101.12,101.56,100,101.35,1566100,92.22
"2011-01-28",101.59,102.11,99.55,99.97,1678000,90.96
"2011-01-31",100.08,101.64,100.08,101.45,1337500,92.31
"2011-02-01",102.03,102.77,100.77,102.47,1664700,93.23
"2011-02-02",102.34,103.48,101.84,102.87,1669100,93.6
"2011-02-03",102.62,104.93,102.62,104.7,2134400,95.26
"2011-02-04",104.24,105,102.89,103.47,2424700,94.14
"2011-02-07",103.73,105.1,103.61,105.03,2746300,95.56
"2011-02-08",105.28,106.34,104.76,106.27,1641500,96.69
"2011-02-09",105.84,106.91,105.62,106.26,1260100,96.68
"2011-02-10",105.33,106.8,105.02,106.41,1736200,97.55
"2011-02-11",106.3,107.45,105.81,107.16,1248400,98.24
"2011-02-14",107.45,107.6,106.01,107.03,1199100,98.12
"2011-02-15",106.45,107.83,106.13,106.85,887600,97.96
"2011-02-16",107.46,108.39,107.1,107.81,1277800,98.84
"2011-02-17",107.54,108.29,107.32,108.13,843000,99.13
"2011-02-18",108.51,108.51,107.15,107.94,1407100,98.96
"2011-02-22",106.88,108.59,106.86,107.88,1791900,98.9
"2011-02-23",107.6,108.51,105.82,106.98,1972000,98.08
"2011-02-24",106.96,106.96,104.25,105.64,1555600,96.85
"2011-02-25",106.17,107.08,105.72,106.98,2110600,98.08
"2011-02-28",107.27,110.27,107.27,110.04,2069600,100.88
"2011-03-01",110.32,110.49,106.98,107.04,2218000,98.13
"2011-03-02",107.05,107.78,105.26,105.43,1859300,96.66
"2011-03-03",106.67,107.54,106.62,107.38,1337700,98.44
"2011-03-04",107.06,107.76,105.88,106.65,1094300,97.77
"2011-03-07",107.14,107.5,105.26,105.95,970400,97.13
"2011-03-08",106.34,107.9,106.14,107.23,1161200,98.31
"2011-03-09",106.88,107.78,106.04,106.52,1158400,97.65
"2011-03-10",105.58,106.32,105.19,105.39,1329000,96.62
"2011-03-11",105.46,107.03,105,106.86,1157200,97.97
"2011-03-14",106.07,106.73,105.36,105.63,1399800,96.84
"2011-03-15",102.66,105.85,102.66,104.88,1824900,96.15
"2011-03-16",104.61,104.82,102.18,102.91,1780400,94.35
"2011-03-17",104.39,104.59,102.31,103.24,1894900,94.65
"2011-03-18",104.58,105.06,103.49,103.88,2296200,95.23
"2011-03-21",105.19,106.11,104.75,105.3,1403600,96.54
"2011-03-22",105.16,105.46,104.32,104.91,1589100,96.18
"2011-03-23",104.66,104.7,102.67,102.88,1573600,94.32
"2011-03-24",103.37,104.05,102.36,103.68,1348700,95.05
"2011-03-25",103.74,105.03,103.41,104.64,1075800,95.93
"2011-03-28",104.76,105.72,104.7,105.14,1286000,96.39
"2011-03-29",105.22,106.05,103.84,105.93,1295600,97.11
"2011-03-30",106.32,106.81,105.77,106.68,1756600,97.8
"2011-03-31",106.23,107.77,106.23,107.16,1458500,98.24
"2011-04-01",107.51,108.04,106.63,107.11,1441900,98.2
"2011-04-04",107.32,107.88,106.68,106.95,1095000,98.05
"2011-04-05",106.75,107.85,106.56,107.15,1123800,98.23
"2011-04-06",107.41,107.47,106.63,107.32,746800,98.39
"2011-04-07",106.88,107.13,104.57,106.37,3341600,97.52
"2011-04-08",107.01,107.21,105.17,105.65,1496600,96.86
"2011-04-11",105.65,106.57,105.14,105.75,1338000,96.95
"2011-04-12",105.27,105.82,104.54,104.76,1326900,96.04
"2011-04-13",105,105.6,104.77,105.05,1017900,96.31
"2011-04-14",104.68,107.77,104.42,107.45,1705500,98.51
"2011-04-15",107.6,109.16,107.37,108.73,1757300,99.68
"2011-04-18",108.18,108.36,107.33,108.05,1206600,99.06
"2011-04-19",108.07,108.78,107.52,108.37,1204200,99.35
"2011-04-20",109.64,109.64,108.14,109.62,1260600,100.5
"2011-04-21",110,110.63,109.01,110.47,1237500,101.28
"2011-04-25",110.48,112.36,109.78,111.73,1211600,102.43
"2011-04-26",112.05,112.6,111.15,112.02,1302000,102.7
"2011-04-27",112.46,113.74,111.85,113.46,1469100,104.02
"2011-04-28",113.41,115.74,113.41,114.95,1920100,105.38
"2011-04-29",115.1,115.84,113.02,114.54,1400000,105.01
"2011-05-02",115.1,116.03,114.3,115.66,1288800,106.03
"2011-05-03",116,117.21,114.42,116.07,2222500,106.41
"2011-05-04",115.83,116.4,115.12,115.59,1793400,105.97
"2011-05-05",114.97,116.1,114.5,115.24,1309500,105.65
"2011-05-06",116.46,116.46,114.35,114.91,1580600,105.35
"2011-05-09",115.04,116.21,114.59,115.75,893200,106.12
"2011-05-10",116.13,117.46,115.87,117.4,1342200,107.63
"2011-05-11",117.03,117.47,116.59,116.7,1772900,106.99
"2011-05-12",116.12,117.01,115.41,116.95,1500000,107.22
"2011-05-13",116.67,116.69,115.23,115.27,1541800,106.4
"2011-05-16",115.28,116.76,114.95,115.84,952300,106.93
"2011-05-17",115.57,115.72,114.64,115.56,1364300,106.67
"2011-05-18",115.54,116.69,114.75,116.65,1108500,107.68
"2011-05-19",117.13,117.24,115.56,116.24,1401700,107.3
"2011-05-20",116.03,116.33,114.39,114.39,2346500,105.59
"2011-05-23",113.13,113.84,112.66,113,1873700,104.31
"2011-05-24",113.22,114.77,113.09,113.98,1349600,105.21
"2011-05-25",113.76,114.99,113.03,114.47,1389000,105.67
"2011-05-26",114.04,116.08,113.48,115.69,1334700,106.79
"2011-05-27",116.06,116.5,115.28,116.25,1082000,107.31
"2011-05-31",117.21,118.1,116.6,118.06,2439600,108.98
"2011-06-01",117.98,117.98,114.89,115.21,2485200,106.35
"2011-06-02",115.19,116.26,114.42,114.43,1641500,105.63
"2011-06-03",113.08,116.11,113.08,115.33,1554500,106.46
"2011-06-06",115.18,115.55,113.9,113.9,1296400,105.14
"2011-06-07",114.35,116.36,113.94,114.99,1600700,106.15
"2011-06-08",114.57,115.78,114.47,114.87,1531200,106.04
"2011-06-09",115.19,115.41,113.16,113.59,1883800,104.85
"2011-06-10",113.05,113.54,110.73,110.89,2494200,102.36
"2011-06-13",111.63,112.39,110.1,111.63,1650200,103.04
"2011-06-14",112.95,113.52,112.01,113.39,2009200,104.67
"2011-06-15",112.49,112.79,110.31,111.38,1871800,102.81
"2011-06-16",111.11,112.92,110.85,112.54,2201200,103.88
"2011-06-17",113.64,114.22,112.84,114,2520100,105.23
"2011-06-20",113.46,115.41,113.3,115.06,1190500,106.21
"2011-06-21",115.74,115.87,114.2,114.96,1430900,106.12
"2011-06-22",114.46,115.6,114.14,114.22,1239600,105.44
"2011-06-23",112.73,112.82,110.29,111.98,2390200,103.37
"2011-06-24",111.98,113.01,111.47,112.44,2045000,103.79
"2011-06-27",112.83,113.98,112.37,113.76,1154100,105.01
"2011-06-28",114.1,114.33,113.1,114.04,1576300,105.27
"2011-06-29",114.58,115.95,114.05,115.74,1266500,106.84
"2011-06-30",115.86,116.58,114.91,116.23,1804700,107.29
"2011-07-01",115.98,118.68,115.89,118.57,1549700,109.45
"2011-07-05",118.55,119.49,117.9,119.24,1555100,110.07
"2011-07-06",118.75,120.39,118.36,120.23,1628100,110.98
"2011-07-07",121.08,121.7,120.38,121.58,1587600,112.23
"2011-07-08",120.3,121.36,119.54,121.17,1188900,111.85
"2011-07-11",119.86,120.21,118.9,119.16,1180000,110
"2011-07-12",118.6,120.88,118.6,119.25,1275300,110.08
"2011-07-13",119.61,120.1,118.16,118.18,1440700,109.09
"2011-07-14",118.68,119,117.17,117.52,1139300,108.48
"2011-07-15",117.89,118.83,117.08,118.79,1258400,109.65
"2011-07-18",118.58,118.65,116.75,117.86,1295000,108.8
"2011-07-19",118.33,120.41,118.05,120.23,1660800,110.98
"2011-07-20",120.99,120.99,119.79,120.5,1268200,111.23
"2011-07-21",121.28,121.94,120.62,121.27,1471200,111.94
"2011-07-22",121.4,122.07,120.65,121.85,966400,112.48
"2011-07-25",120.3,121.15,119.82,120.47,1109900,111.2
"2011-07-26",120.76,123.48,120.27,122.39,1684600,112.98
"2011-07-27",121.83,122.29,119.04,119.21,1900800,110.04
"2011-07-28",119.48,121.76,118.34,120.64,1505200,111.36
"2011-07-29",119.61,120.66,118.11,120.51,2092700,111.24
"2011-08-01",121.82,122.67,118.66,119.74,2337100,110.53
"2011-08-02",118.89,119.58,115.78,115.79,2395200,106.88
"2011-08-03",115.72,115.97,112.29,115.41,1909200,106.53
"2011-08-04",114.01,114.53,110.67,110.9,3267100,102.37
"2011-08-05",112.31,112.34,106.88,108.84,3377900,100.47
"2011-08-08",105.78,107.35,99.6,99.74,5182000,92.07
"2011-08-09",101.22,111.23,99.97,111.08,6097600,102.54
"2011-08-10",107.98,113.05,106.82,107.89,4823400,99.59
"2011-08-11",108.19,116.58,107.96,114.53,4614600,105.72
"2011-08-12",115.2,117,113.28,114.26,2042200,105.47
"2011-08-15",114.73,116.11,113.98,116.03,2409100,107.86
"2011-08-16",114.02,117.81,113.13,117.25,3155400,109
"2011-08-17",118.06,118.88,116.64,117.58,2256500,109.3
"2011-08-18",114.19,115.07,111.37,112.71,4033400,104.78
"2011-08-19",111.57,113.81,110,110.26,3125400,102.5
"2011-08-22",112.65,112.65,109.26,110.47,2256600,102.69
"2011-08-23",110.6,113.7,110,113.66,1756300,105.66
"2011-08-24",113.28,115.95,112.35,115.45,2194400,107.32
"2011-08-25",116.17,117.71,112.05,113.34,2305400,105.36
"2011-08-26",112.79,115.39,109.98,115.16,2212500,107.05
"2011-08-29",116.67,117.34,115.01,117.22,1940500,108.97
"2011-08-30",116.79,117.34,114.79,116.33,2059000,108.14
"2011-08-31",116.97,117.97,115.63,117.5,2486300,109.23
"2011-09-01",117.87,118.94,116.78,117.46,2510300,109.19
"2011-09-02",114.77,116.49,114.28,114.59,2055700,106.52
"2011-09-06",111.55,116.96,111.14,116.14,2744500,107.96
"2011-09-07",118.2,119.48,116.19,119.38,3038600,110.98
"2011-09-08",118.82,119.99,117.64,118.71,1745600,110.35
"2011-09-09",117.16,118.17,114.25,115.84,2385900,107.68
"2011-09-12",114.06,116.16,113.25,116.06,2205100,107.89
"2011-09-13",116.31,116.61,114.3,116.35,2266600,108.16
"2011-09-14",117.04,117.31,114.42,116.5,2135400,108.3
"2011-09-15",117.38,119.12,116.64,119.08,2516100,110.7
"2011-09-16",119.33,120.76,117.53,120.7,2801900,112.2
"2011-09-19",118.65,120.04,117.97,118.83,2094800,110.46
"2011-09-20",119.41,121.18,118.41,119.58,1817000,111.16
"2011-09-21",119.91,120.17,112,112.5,3363700,104.58
"2011-09-22",110.05,112.8,109.28,110.82,4243100,103.02
"2011-09-23",109.8,113.43,109.01,112.71,2693000,104.78
"2011-09-26",113.03,113.67,111.17,113.5,2522700,105.51
"2011-09-27",115.33,116.24,112.85,113.6,2313100,105.6
"2011-09-28",113.86,114.59,111.07,111.27,2302200,103.44
"2011-09-29",113.28,113.5,110.99,112.58,1942400,104.65
"2011-09-30",111.19,113.4,109.94,109.98,3478000,102.24
"2011-10-03",109.06,112.2,106.49,106.5,5211600,99
"2011-10-04",105.09,111.1,103.32,110.79,4700000,102.99
"2011-10-05",110.34,110.57,106.14,109.4,3904000,101.7
"2011-10-06",109.23,112.72,107.33,112.56,2659000,104.64
"2011-10-07",113.14,113.45,109.38,109.5,2540400,101.79
"2011-10-10",111.8,114.68,111.5,114.6,2334000,106.53
"2011-10-11",113.74,114.49,112.06,112.84,1770800,104.9
"2011-10-12",113.62,116.48,112.72,115.23,1993100,107.12
"2011-10-13",114.28,114.35,111.83,113.19,1560400,105.22
"2011-10-14",114.41,116.21,113.99,115.89,1360100,107.73
"2011-10-17",115.4,115.63,112.76,112.94,2016400,104.99
"2011-10-18",113.34,117.65,112.97,117.21,2123500,108.96
"2011-10-19",117.19,117.75,115.13,115.56,2080500,107.42
"2011-10-20",115.38,116.94,113.8,116.74,1740100,108.52
"2011-10-21",118.28,120.76,117.27,120.7,2869400,112.2
"2011-10-24",120.62,123.26,119.73,122.87,2417300,114.22
"2011-10-25",122.02,123.27,120.82,121.11,2118500,112.58
"2011-10-26",121.77,124.26,121.43,123.59,2189800,114.89
"2011-10-27",125.98,130.1,125.52,129.1,2810700,120.01
"2011-10-28",127.48,129.5,126.96,129.43,2166700,120.32
"2011-10-31",127.63,129.84,127.3,128.44,2200800,119.4
"2011-11-01",125.13,129.35,124.21,125.35,3299200,116.53
"2011-11-02",127.47,128.48,124.84,127.68,2067000,118.69
"2011-11-03",128.38,129.89,125.84,129.4,1983700,120.29
"2011-11-04",128.43,129.18,125.91,128.84,1430000,119.77
"2011-11-07",128.95,130.67,127.56,129.79,1045700,120.65
"2011-11-08",130.26,131.21,127.36,130.8,1696600,121.59
"2011-11-09",128.34,128.5,124.8,125.19,2366100,116.38
"2011-11-10",127.07,127.2,124.57,125.84,1365600,116.98
"2011-11-11",127.63,128.24,126.04,127.97,1848000,118.96
"2011-11-14",126.43,127.06,124.18,124.99,1509400,117.01
"2011-11-15",124.75,127.32,124.48,126.28,1545300,118.22
"2011-11-16",125.3,126.4,123.73,123.85,1533900,115.95
"2011-11-17",123.58,124.11,121.38,122.11,1601600,114.32
"2011-11-18",122.93,123.52,121.45,123.21,1429300,115.35
"2011-11-21",120.47,121.92,119.08,119.5,1647400,111.87
"2011-11-22",119.15,120.16,117.91,119.1,1191000,111.5
"2011-11-23",117.79,118.05,115.71,115.78,1545100,108.39
"2011-11-25",115.63,118.54,115.21,116.33,777100,108.91
"2011-11-28",119.83,120.11,117.39,118.55,1824500,110.98
"2011-11-29",118.94,119.5,118.19,119.18,1435500,111.57
"2011-11-30",122.91,124.62,121.29,124.34,2908400,116.41
"2011-12-01",123.83,124.17,122.05,123,1269200,115.15
"2011-12-02",124.28,125,122.7,122.8,1599900,114.96
"2011-12-05",124.21,124.44,122.14,122.97,1550500,115.12
"2011-12-06",122.93,123.35,121.94,122.84,1250400,115
"2011-12-07",122.12,124.69,121.48,124.3,1210500,116.37
"2011-12-08",123.26,123.44,121.1,121.5,1395600,113.75
"2011-12-09",122.24,125.06,121.72,124.3,1708400,116.37
"2011-12-12",123.23,123.24,120.68,121.75,1643800,113.98
"2011-12-13",122.55,123.2,119.68,120.54,1518500,112.85
"2011-12-14",120.1,122,119.63,120.51,1652600,113.01
"2011-12-15",121.65,123.27,121.05,122.25,1344600,114.64
"2011-12-16",123.45,124.97,122.62,123.34,2273100,115.66
"2011-12-19",124.01,124.95,123.07,123.26,1364100,115.59
"2011-12-20",124.94,127.57,124.82,127.28,1885600,119.36
"2011-12-21",126.9,127.84,125.84,127.64,1533200,119.69
"2011-12-22",128.12,129.49,127.76,129.06,2302100,121.02
"2011-12-23",129.4,130.31,128.89,130.26,891300,122.15
"2011-12-27",130.34,131.92,129.55,131,1254900,122.84
"2011-12-28",131.52,131.52,128.97,129.03,1129200,121
"2011-12-29",129.03,130.5,128.76,129.83,1203900,121.75
"2011-12-30",130.22,130.71,128.94,128.94,1019000,120.91
"2012-01-03",131.2,132.29,127.71,129.38,2137500,121.32
"2012-01-04",128.4,129.1,126.96,127.14,1573700,119.22
"2012-01-05",126.86,129.12,126.53,127.81,2111200,119.85
"2012-01-06",127.79,128.23,126.67,126.82,1686400,118.92
"2012-01-09",126.42,127.54,126.27,126.72,1152700,118.83
"2012-01-10",127.82,128.55,127.32,127.48,1371600,119.54
"2012-01-11",126.78,128.28,126.62,128.04,1153600,120.07
"2012-01-12",128.65,128.68,125.95,127.01,1376000,119.1
"2012-01-13",125.79,126.93,125.53,126.92,1183700,119.02
"2012-01-17",127,129,127,128.2,1320000,120.22
"2012-01-18",128.29,129.25,127.93,128.48,1336000,120.48
"2012-01-19",128.77,131.53,128.31,131.22,2075400,123.05
"2012-01-20",131.36,131.9,130.49,131.66,2268800,123.46
"2012-01-23",131.64,132.62,130.83,131.63,1130500,123.43
"2012-01-24",131.08,133.74,130.82,133.74,1565200,125.41
"2012-01-25",133.3,135.86,132.87,135.8,1794500,127.34
"2012-01-26",136.29,137.29,135.44,136.53,1513500,128.03
"2012-01-27",136.23,137.02,135.36,136.69,1293500,128.18
"2012-01-30",135.7,136.01,134.6,135.51,1199400,127.07
"2012-01-31",135.94,136.24,134.71,135.86,2075100,127.4
"2012-02-01",136.81,137.39,135.58,136.5,1328200,128
"2012-02-02",136.54,137.72,135.65,137.45,1333800,128.89
"2012-02-03",138.95,139.63,136.88,138.73,1731200,130.09
"2012-02-06",138.45,138.52,136.6,137.52,1173900,128.96
"2012-02-07",137.22,137.89,136.83,137.48,1327500,128.92
"2012-02-08",137.31,138.14,136.17,137.64,1087100,129.07
"2012-02-09",137.56,138.3,135.69,137.9,1262300,129.31
"2012-02-10",136.41,137.46,135.72,136.76,1481200,128.25
"2012-02-13",137.38,137.46,136.12,136.88,772800,129.26
"2012-02-14",136.46,136.51,134.93,135.78,918400,128.22
"2012-02-15",136.28,137.03,135.4,136.07,1e+06,128.49
"2012-02-16",136.07,138.2,135.95,137.93,1538200,130.25
"2012-02-17",138.19,138.48,136.85,137.76,1135400,130.09
"2012-02-21",138.1,138.3,134.8,135.81,1373000,128.25
"2012-02-22",135.57,136.26,134.42,134.9,928700,127.39
"2012-02-23",135,135.79,134.34,135.77,1130700,128.21
"2012-02-24",136.2,137.34,135.03,136.66,805400,129.05
"2012-02-27",135.42,137.26,134.72,136.82,873300,129.2
"2012-02-28",137.05,137.6,135.8,136.3,1013400,128.71
"2012-02-29",136.67,137.75,135.2,135.48,1276000,127.93
"2012-03-01",135.78,136.55,135.2,136.4,914200,128.8
"2012-03-02",136.6,137.53,136.38,137.25,971000,129.6
"2012-03-05",137.27,138.46,136.51,138.41,1141900,130.7
"2012-03-06",137.34,138.19,136.62,136.74,1333200,129.12
"2012-03-07",137.72,138.33,136.09,138.22,1146800,130.52
"2012-03-08",137.74,138.31,135.23,138.24,2205900,130.54
"2012-03-09",137.05,137.24,136.39,136.45,4454800,128.85
"2012-03-12",136.93,139.96,136.44,139.15,3257600,131.4
"2012-03-13",140.43,141.64,139.32,140.95,2367700,133.1
"2012-03-14",141.11,141.89,140,141.12,1413700,133.26
"2012-03-15",141.53,141.89,140.61,141.2,1728500,133.33
"2012-03-16",141.49,142.13,140.95,141.9,4874500,134
"2012-03-19",141.65,144,141.33,143.58,1738800,135.58
"2012-03-20",142.71,144.01,142.42,143.5,1435200,135.51
"2012-03-21",143.63,144.89,143.13,144.22,1431400,136.19
"2012-03-22",143.27,143.27,141.69,142.77,1791500,134.82
"2012-03-23",143.19,144.37,142.3,143.62,1256100,135.62
"2012-03-26",144.89,145.1,143.48,144.54,1501300,136.49
