"","NBL.Open","NBL.High","NBL.Low","NBL.Close","NBL.Volume","NBL.Adjusted"
"2013-12-17",69.87,69.88,67.57,67.61,3601800,67.46
"2013-12-18",67.92,67.98,65.79,67.45,4136800,67.3
"2013-12-19",66.63,68.16,66.57,67.87,2349700,67.71
"2013-12-20",68.03,68.75,67.88,67.94,3057500,67.78
"2013-12-23",68.5,68.83,67.51,67.62,2266300,67.47
"2013-12-24",67.62,68.05,67.28,67.92,695800,67.76
"2013-12-26",68.04,68.34,67.73,68.05,674300,67.89
"2013-12-27",68,68.47,67.7,68.21,1107100,68.05
"2013-12-30",68.32,68.73,67.06,67.17,1452000,67.02
"2013-12-31",67.47,68.23,66.76,68.11,1624300,67.95
"2014-01-02",67.86,67.95,66.11,66.59,2281300,66.44
"2014-01-03",66.76,67.3,65.87,66.14,1755200,65.99
"2014-01-06",66.18,66.2,65.18,65.75,1555400,65.6
"2014-01-07",66,66.63,65.4,65.85,2469000,65.7
"2014-01-08",66.04,66.56,65.28,65.71,1957100,65.56
"2014-01-09",66.39,66.86,64.43,65.35,2735700,65.2
"2014-01-10",65.29,65.64,64.5,64.74,2699200,64.59
"2014-01-13",64.4,64.99,63,63.17,2340700,63.03
"2014-01-14",63.39,64.79,63.32,64.36,2240500,64.21
"2014-01-15",64.26,64.8,64.18,64.45,1556400,64.3
"2014-01-16",64.25,64.99,64.05,64.66,1506400,64.51
"2014-01-17",64.66,64.98,63.86,63.9,1874300,63.75
"2014-01-21",64.18,64.5,63.12,64.07,2342400,63.92
"2014-01-22",64.74,65.89,64.43,65.68,2383900,65.53
"2014-01-23",65.2,65.44,64.8,65.11,3224000,64.96
"2014-01-24",64.67,64.7,62.8,62.97,3256500,62.83
"2014-01-27",62.88,63.06,61.75,62.14,2238200,62
"2014-01-28",62.85,63.66,62.38,63.31,2001800,63.17
"2014-01-29",62.62,63.92,62.19,63.25,2592100,63.11
"2014-01-30",63.54,63.7,62.86,62.98,1645200,62.84
"2014-01-31",61.97,63.01,61.79,62.33,2496100,62.19
"2014-02-03",62.42,63.34,61.7,61.79,2684300,61.65
"2014-02-04",62.17,63.05,61.85,62.34,2753900,62.2
"2014-02-05",62.38,62.5,61.1,61.19,2700700,61.05
"2014-02-06",60.75,62.81,60.14,62.61,7679400,62.61
"2014-02-07",63.42,66.44,63.42,66.2,5992300,66.2
"2014-02-10",66.08,66.76,65.02,66.65,4255900,66.65
"2014-02-11",66.75,66.78,66.12,66.33,3814300,66.33
"2014-02-12",66.68,66.9,66.07,66.54,2005600,66.54
"2014-02-13",65.77,66.97,65.6,66.45,2303100,66.45
"2014-02-14",66.41,66.75,65.76,66.36,2069500,66.36
"2014-02-18",66.34,66.91,66.15,66.55,2646500,66.55
"2014-02-19",66.08,67.42,66.08,66.6,3994200,66.6
"2014-02-20",66.2,67.42,66.09,67.12,2835600,67.12
"2014-02-21",67.53,67.57,66.79,66.86,2117900,66.86
"2014-02-24",67.18,70.5,67.18,69.33,3729500,69.33
"2014-02-25",69.15,69.38,68.25,68.78,2326800,68.78
"2014-02-26",68.72,69.58,68.22,68.49,2398600,68.49
"2014-02-27",68.31,68.58,67.61,67.94,2285700,67.94
"2014-02-28",68.07,69.1,67.93,68.76,2200300,68.76
"2014-03-03",68.48,69.7,67.86,67.97,1878700,67.97
"2014-03-04",68.82,69.22,68.14,69.02,1598000,69.02
"2014-03-05",69.16,69.19,67.88,68.14,1560300,68.14
"2014-03-06",68.02,68.99,67.75,68.78,1426100,68.78
"2014-03-07",69.04,69.25,68.5,69.23,1321800,69.23
"2014-03-10",69.2,69.2,68.63,69.07,1439100,69.07
"2014-03-11",68.97,69.87,68.18,68.35,2543300,68.35
"2014-03-12",67.84,68.26,67,68.2,1292800,68.2
"2014-03-13",68.38,68.38,66.68,66.94,1502800,66.94
"2014-03-14",66.75,67.09,66.25,66.64,2384500,66.64
"2014-03-17",66.8,67.19,66.38,66.65,1116900,66.65
