"","CF.Open","CF.High","CF.Low","CF.Close","CF.Volume","CF.Adjusted"
"2008-10-03",60.62,63.5,55.36,56.48,6963300,54.19
"2008-10-06",51.3,54.82,47.11,54.08,8299700,51.88
"2008-10-07",56.99,58.58,51.23,51.39,7974100,49.3
"2008-10-08",47.99,61.55,47.39,57.31,9480800,54.98
"2008-10-09",60.29,67.83,54.16,55.83,7466100,53.56
"2008-10-10",51.45,61.94,49.51,57.67,7124800,55.33
"2008-10-13",63.8,64.65,58.2,64.65,4866300,62.02
"2008-10-14",67.01,69.49,60.69,64.17,5454800,61.56
"2008-10-15",61.2,61.2,55.43,55.96,4873900,53.69
"2008-10-16",57.49,60.26,51.6,58.05,6965200,55.69
"2008-10-17",55.89,60.96,53.11,55.35,4761300,53.1
"2008-10-20",58.03,61.09,56.8,60.97,4196300,58.49
"2008-10-21",59.15,59.73,55.53,55.93,4242300,53.66
"2008-10-22",52.46,53.65,47.43,49.88,5454200,47.85
"2008-10-23",50.69,51.19,42.6,44.55,8128200,42.74
"2008-10-24",38,45.88,37.71,44.39,5393900,42.59
"2008-10-27",44.26,47.5,43.58,45.25,5761600,43.41
"2008-10-28",48.51,54.17,46.08,54.16,6911400,51.96
"2008-10-29",54.12,57.43,51.95,53.78,5120100,51.6
"2008-10-30",56.75,61.57,56.41,60.13,6002200,57.69
"2008-10-31",58.64,65.46,58.64,64.19,5172900,61.58
"2008-11-03",64.05,65.69,61.57,62.67,4510400,60.12
"2008-11-04",65.81,67.83,63.84,64.89,5895200,62.25
"2008-11-05",63.71,64.2,59,59.48,5487100,57.06
"2008-11-06",57.66,58.37,53.66,55.22,5712700,52.98
"2008-11-07",56.19,60.98,54.78,60.84,4797300,58.37
"2008-11-10",63.47,66.43,61.02,62.29,4421500,59.76
"2008-11-11",60.16,61.54,57.19,58.91,4929900,56.52
"2008-11-12",56.88,56.88,52.15,52.23,5462100,50.19
"2008-11-13",52.79,60.51,50.3,60.45,9229500,58.09
"2008-11-14",58.52,60.83,54.95,54.97,5837700,52.83
"2008-11-17",51.56,53.68,50.21,50.44,5731400,48.47
"2008-11-18",51.28,52.5,48.03,50.39,3661500,48.43
"2008-11-19",49.94,50.37,44.44,44.49,4256500,42.76
"2008-11-20",42.65,44.13,39.14,39.38,6109800,37.84
"2008-11-21",41,46.97,41,46.64,6051100,44.82
"2008-11-24",47.95,49.44,45.4,46.16,3833000,44.36
"2008-11-25",48.74,50.31,46.78,48.7,4348600,46.8
"2008-11-26",47.18,53.52,46.16,53.13,2848400,51.06
"2008-11-28",53.09,53.61,51.73,52.63,947600,50.58
"2008-12-01",50.89,50.89,43.98,44.22,3136300,42.5
"2008-12-02",42.64,46.22,42.42,45.95,4014400,44.16
"2008-12-03",43.99,47.44,43.57,46.32,2483900,44.51
"2008-12-04",45.5,47.87,43.82,44.6,1994200,42.86
"2008-12-05",43.52,47.16,41.51,47.05,2710100,45.22
"2008-12-08",49.24,52.16,49.24,50.73,2571200,48.75
"2008-12-09",50,54.29,48.93,50.66,1769900,48.68
"2008-12-10",52.6,53.65,51.01,52.3,1637300,50.26
"2008-12-11",51.01,53.91,47.66,48.64,2334800,46.74
"2008-12-12",47,50.62,45.87,49.13,1542600,47.21
"2008-12-15",50.04,51.35,46.9,47.83,1814000,45.97
"2008-12-16",49.23,54,49.23,53.77,2812400,51.67
"2008-12-17",53.4,57.1,52.26,55.5,2882100,53.34
"2008-12-18",55.9,55.9,50.31,50.6,1789000,48.63
"2008-12-19",49.54,50.95,46.25,47.92,2091800,46.05
"2008-12-22",47.86,47.9,44.5,45.51,1424400,43.74
"2008-12-23",45.53,47.56,45.53,46.5,1988700,44.69
"2008-12-24",45.81,47.28,45.55,46.11,522100,44.31
"2008-12-26",46.76,47.1,45.12,46.8,771100,44.98
"2008-12-29",47.02,48.32,45.52,46.7,1250200,44.88
"2008-12-30",45.92,47.8,45.5,47.63,1547900,45.77
"2008-12-31",47.57,49.75,46.82,49.16,1298500,47.24
"2009-01-02",49.38,54.1,49.1,53.63,1845400,51.54
"2009-01-05",53.02,57.64,53.02,56.6,2677800,54.39
"2009-01-06",57.2,57.6,52.6,55.27,3788300,53.11
"2009-01-07",56,57.5,53.04,53.28,2579000,51.2
"2009-01-08",51.55,55.81,51.53,54.67,3388200,52.54
"2009-01-09",54.83,55.69,52.85,53.91,2479000,51.81
"2009-01-12",53.59,53.59,46.55,46.93,3408200,45.1
"2009-01-13",46.65,48.93,46.3,47.68,2599500,45.82
"2009-01-14",45.52,46.2,42.92,44.25,2916700,42.52
"2009-01-15",44.6,47.97,43.12,47.23,2862500,45.39
"2009-01-16",46.05,49.7,45.21,48.52,5093600,46.63
"2009-01-20",47.27,48.01,45.1,45.74,3125700,43.96
"2009-01-21",47.51,47.51,43.05,45.64,3948500,43.86
"2009-01-22",44.45,46.57,43.36,44.55,4081900,42.81
"2009-01-23",43,47.91,42.3,46.78,3325500,44.96
"2009-01-26",47.31,50,46.08,47.21,3453900,45.37
"2009-01-27",47.76,48.18,45.73,46.31,3598400,44.5
"2009-01-28",47.54,49.8,47.07,49.14,3789300,47.22
"2009-01-29",48.12,49,47.4,48.28,3374900,46.4
"2009-01-30",48.5,49.68,46.59,47,3627100,45.17
"2009-02-02",46.02,48.9,45.55,47.58,2896900,45.72
"2009-02-03",47.97,49.93,46.88,48.79,2839200,46.89
"2009-02-04",49.49,53.02,49.49,50.89,4096300,48.91
"2009-02-05",50.39,53,49.54,52.44,4434500,50.4
"2009-02-06",53.03,56.3,52.63,54.63,4831500,52.5
"2009-02-09",54.81,56.72,52.17,53.44,3593100,51.36
"2009-02-10",54.3,56.88,52.64,53.6,7070800,51.51
"2009-02-11",56.78,56.95,50.56,52.21,5888500,50.17
"2009-02-12",50.63,55.2,50.21,55.05,5052500,53.01
"2009-02-13",54.04,56.14,54.04,54.68,3229600,52.65
"2009-02-17",51.66,52.58,50.21,50.82,4151600,48.93
"2009-02-18",50.89,53.27,50.74,52.68,4917600,50.72
"2009-02-19",53.34,56.27,53.05,54.54,4321200,52.51
"2009-02-20",53.21,56.16,52.55,55.72,5116600,53.65
"2009-02-23",56.49,57.62,49.7,50,7210900,48.14
"2009-02-24",50.59,56.24,50.31,55.58,6054800,53.52
"2009-02-25",66.5,66.58,61.5,61.77,17369800,59.48
"2009-02-26",62.92,64.21,62.11,62.75,8241500,60.42
"2009-02-27",60.71,66.15,60.48,64.33,7049000,61.94
"2009-03-02",62.71,63.45,58.47,58.69,4735200,56.51
"2009-03-03",60.03,62.79,59.36,61.28,3884200,59
"2009-03-04",63.01,64.5,61.84,62.74,5766300,60.41
"2009-03-05",61.83,63.41,59.95,60.89,3885200,58.63
"2009-03-06",61.81,62.09,58.6,60.59,5110400,58.34
"2009-03-09",58.51,62.97,57.6,61.56,4680400,59.27
"2009-03-10",63.2,65.57,62.85,64.25,4519200,61.86
"2009-03-11",64.86,68.9,64.38,68.16,4929500,65.63
"2009-03-12",67.66,67.66,64.95,67.38,4104100,64.88
"2009-03-13",67.56,69.5,66.71,68.61,3187300,66.06
"2009-03-16",68.33,70.68,67.5,68.7,4149300,66.15
"2009-03-17",68.47,69.45,67,69.02,3226500,66.46
"2009-03-18",68.35,69.97,66.19,69.17,4489100,66.6
"2009-03-19",70.79,71.66,69.12,69.42,3387100,66.84
"2009-03-20",69.95,70.02,67.68,67.68,3280500,65.17
"2009-03-23",69.1,71.65,67.74,71.19,2336900,68.55
"2009-03-24",70.08,74.17,69.34,72.3,2901700,69.61
"2009-03-25",74.16,74.16,71.04,73.22,2924900,70.5
"2009-03-26",75.15,75.15,71.95,74,2742700,71.25
"2009-03-27",73.14,74.88,72.58,73.3,2920000,70.58
"2009-03-30",71.99,71.99,69.78,70.39,2819600,67.78
"2009-03-31",71.26,72.22,70.23,71.13,1891000,68.49
"2009-04-01",69.5,72.79,69.5,72.48,2669100,69.79
"2009-04-02",73,74.38,72.15,72.67,2933200,69.97
"2009-04-03",72.5,74.54,72,74.54,1796200,71.77
"2009-04-06",72.78,73.11,71.5,72.71,2398000,70.01
"2009-04-07",72.02,72.29,70.05,70.3,1771100,67.69
"2009-04-08",68.72,71.5,68.71,71.3,1829600,68.65
"2009-04-09",72.75,73.17,71.69,73.03,1485700,70.32
"2009-04-13",71.64,73.59,71.45,72.97,1372400,70.26
"2009-04-14",72.08,74.34,72.08,73.71,2086200,70.97
"2009-04-15",72.75,74.67,72.51,74.49,1734700,71.72
"2009-04-16",75.01,75.38,72.82,73.32,1569600,70.6
"2009-04-17",73.43,73.73,69.79,69.95,2932000,67.35
"2009-04-20",69,69,66.91,67.39,2224600,64.89
"2009-04-21",66.39,68.95,66.39,67.12,2205400,64.63
"2009-04-22",66.51,68.89,65.79,66.2,1600700,63.74
"2009-04-23",66.14,67.92,64.84,66.91,1833800,64.42
"2009-04-24",68.39,72.02,68.18,71.09,2125200,68.45
"2009-04-27",68.87,70.58,68.08,69.83,1335800,67.24
"2009-04-28",68.42,70.74,68.4,69.68,752700,67.09
"2009-04-29",70.25,72.91,70.1,72.36,1226000,69.67
"2009-04-30",73,73.84,71.37,72.05,1184800,69.37
"2009-05-01",72.04,76.25,71.73,74.86,1685500,72.08
"2009-05-04",75.98,76.5,74.65,75.35,1668700,72.55
"2009-05-05",75.37,76.06,73.59,75.22,1150700,72.43
"2009-05-06",76.01,76.01,72.23,73.91,1924000,71.16
"2009-05-07",75.01,75.32,71.8,72.22,2126000,69.54
"2009-05-08",73.43,73.99,71.66,73.81,1376700,71.07
"2009-05-11",76.71,77.58,74.31,75.92,3870300,73.1
"2009-05-12",76.33,78.05,75.52,77.3,3205200,74.53
"2009-05-13",76.72,78.33,74.29,77.13,2738400,74.36
"2009-05-14",75.68,77.84,75.64,77.68,2175900,74.89
"2009-05-15",77.5,80.5,77.5,79.75,2742100,76.89
"2009-05-18",80.48,82.62,79.87,82.34,2591600,79.39
"2009-05-19",81.95,83.53,81.3,81.56,2170200,78.63
"2009-05-20",83.05,84.61,81.28,81.4,2079000,78.48
"2009-05-21",80.03,80.23,78.28,79.92,2268400,77.05
"2009-05-22",81.03,82.34,79.92,80.76,1312000,77.86
"2009-05-26",79.51,83.19,79.51,83.06,1344700,80.08
"2009-05-27",82.25,83.22,79.22,79.22,2389400,76.38
"2009-05-28",80.53,81.24,78.12,78.39,2287600,75.58
"2009-05-29",79.34,79.67,77.01,77.64,3075400,74.85
"2009-06-01",79.44,80.99,79.22,80.31,1988200,77.43
"2009-06-02",80.11,81.31,78.92,79.91,1206800,77.04
"2009-06-03",77.95,78,74.14,77.86,3701400,75.07
"2009-06-04",78.43,80.34,77.9,79.46,1686400,76.61
"2009-06-05",80.14,80.2,77.44,78.35,1089700,75.54
"2009-06-08",77.85,78.72,76.15,78.49,815300,75.67
"2009-06-09",78.8,80.46,77.93,80.17,1023700,77.29
"2009-06-10",80.84,81.88,79,80.33,1277600,77.45
"2009-06-11",81.1,84.24,80.34,82.84,1494300,79.87
"2009-06-12",82.13,83.71,80.98,82.5,1108600,79.54
"2009-06-15",81.16,81.22,79.56,80.01,647700,77.14
"2009-06-16",80.74,81.22,78,78.7,1543400,75.88
"2009-06-17",76.57,76.94,74,74.48,2235800,71.81
"2009-06-18",75.27,75.5,73.11,74.33,2607500,71.66
"2009-06-19",75.07,76.01,74.3,74.99,1101500,72.3
"2009-06-22",73.78,75.01,69.32,69.32,2099500,66.83
"2009-06-23",71.77,73,70.72,72.88,3422100,70.27
"2009-06-24",74.14,74.52,73.15,73.96,1915100,71.31
"2009-06-25",73.49,76,72.93,76,1255800,73.27
"2009-06-26",74.58,76.42,74.49,76.19,1657100,73.46
"2009-06-29",74.91,76.12,74.4,75.65,1859200,72.94
"2009-06-30",74.95,75.33,74,74.14,982900,71.48
"2009-07-01",74.89,75.33,73.85,74.01,510500,71.35
"2009-07-02",72.57,75.5,72.57,74.29,744600,71.62
"2009-07-06",73.3,73.66,72.31,73.41,491200,70.78
"2009-07-07",72.92,73.64,71.59,71.7,797100,69.13
"2009-07-08",70.74,72.15,69.84,70.73,798000,68.19
"2009-07-09",71.71,72.45,70.97,71.93,452300,69.35
"2009-07-10",71.33,72.95,68.5,69.62,1396900,67.12
"2009-07-13",69.46,70.85,67.94,70.69,675300,68.15
"2009-07-14",70.93,71.74,69.19,69.73,984400,67.23
"2009-07-15",71.13,71.33,69.57,71.22,891900,68.66
"2009-07-16",72,73.77,72,73.27,1131400,70.64
"2009-07-17",73.4,74.53,72.03,72.98,1284200,70.36
"2009-07-20",73.05,73.99,72.17,73.66,804900,71.02
"2009-07-21",75.16,75.16,72.69,73.9,716000,71.25
"2009-07-22",72.91,74.46,72.91,73.73,800800,71.08
"2009-07-23",73.4,77.08,73.21,76.79,1869500,74.03
"2009-07-24",76.05,78.22,76.05,78.07,873900,75.27
"2009-07-27",78.27,79.86,77.6,78.81,1245200,75.98
"2009-07-28",80.22,80.66,76.83,79.35,2902300,76.5
"2009-07-29",79.12,79.12,77.17,77.9,1054000,75.11
"2009-07-30",79.54,80.23,78.85,79.07,623300,76.23
"2009-07-31",78.96,79.89,78.35,78.94,643900,76.11
"2009-08-03",80,81.81,79.79,81.55,743700,78.62
"2009-08-04",80.52,81.52,79.33,80.01,605500,77.14
"2009-08-05",80.9,83.9,79.55,82.74,1969600,79.77
"2009-08-06",83.23,83.55,82.32,83.14,824100,80.16
"2009-08-07",84.59,84.59,81.97,83.36,645700,80.37
"2009-08-10",82.96,83.48,81.51,82.03,889600,79.09
"2009-08-11",81.81,82.69,80.76,81.55,768500,78.62
"2009-08-12",81.06,83.07,81.06,82.43,353700,79.57
"2009-08-13",83.46,84,82.57,83.15,761100,80.27
"2009-08-14",83.37,83.44,81.85,82.87,561100,79.99
"2009-08-17",80.53,80.86,78.5,79.42,632300,76.66
"2009-08-18",79.99,81.98,79.67,81.48,604100,78.65
"2009-08-19",80.2,82.94,80.2,82.1,451900,79.25
"2009-08-20",81.8,82.84,81.37,81.87,449500,79.03
"2009-08-21",83.29,83.29,81.47,81.79,698800,78.95
"2009-08-24",82.91,84.08,82.29,83.12,1032700,80.24
"2009-08-25",84,84.48,81.78,82.19,483400,79.34
"2009-08-26",81.83,83.07,81.54,82.71,672700,79.84
"2009-08-27",82.7,82.88,81.81,82.18,499000,79.33
"2009-08-28",82.08,82.39,80.59,82.12,602400,79.27
"2009-08-31",80.81,81.95,80.79,81.66,580000,78.83
"2009-09-01",80.9,83.2,80,80,679900,77.22
"2009-09-02",79.61,81.92,79.14,81.66,728900,78.83
"2009-09-03",81.9,83.58,81.87,83.35,953500,80.46
"2009-09-04",83.27,86.95,83.06,85.93,891200,82.95
"2009-09-08",86.48,87.64,86.14,86.93,1021300,83.91
"2009-09-09",87.11,88.75,86.78,88.08,1063800,85.02
"2009-09-10",87.47,88.21,85.5,87.43,2106000,84.4
"2009-09-11",87.56,88.5,87,87.44,428000,84.41
"2009-09-14",86.11,87.7,86.04,87.25,786700,84.22
"2009-09-15",86.86,88.48,86.86,87.88,2017900,84.83
"2009-09-16",88.02,89.87,87.14,89.2,1321600,86.11
"2009-09-17",88.63,91.55,88.54,90.06,725400,86.94
"2009-09-18",91.93,91.93,89.93,90.19,744400,87.06
"2009-09-21",89.66,89.66,87.79,89.02,629600,85.93
"2009-09-22",89.99,89.99,88.42,88.89,1587300,85.81
"2009-09-23",89.4,89.43,87.52,87.59,752400,84.55
"2009-09-24",88.09,88.4,85.76,86.63,621000,83.62
"2009-09-25",85.94,86.62,84.2,84.29,868600,81.37
"2009-09-28",83.84,86.06,83.82,86.06,382900,83.07
"2009-09-29",86.51,87,85.38,85.84,410900,82.86
"2009-09-30",86.1,87.72,85.89,86.23,1313900,83.24
"2009-10-01",86.42,86.57,83.83,84.2,480600,81.28
"2009-10-02",82.89,84.26,82.09,82.95,775800,80.07
"2009-10-05",83.34,84.22,83.04,84.21,470600,81.29
"2009-10-06",85.34,87.39,84.6,86.93,991700,83.91
"2009-10-07",87.16,88.28,86.79,87.47,704800,84.44
"2009-10-08",87.9,89.56,87.62,89.56,569100,86.45
"2009-10-09",89.18,89.54,87.88,88.79,492100,85.71
"2009-10-12",89.08,89.47,87.97,88.46,268700,85.39
"2009-10-13",88.06,89.32,87.67,88.97,551900,85.88
"2009-10-14",89.83,90.87,89.03,90.51,530100,87.37
"2009-10-15",90.38,91.28,89.26,91.24,684400,88.07
"2009-10-16",90.15,91.4,90.15,90.63,933600,87.49
"2009-10-19",90.67,95.13,90.67,94.95,1959500,91.66
"2009-10-20",94,94.88,92.1,92.8,1093400,89.58
"2009-10-21",92.16,94.34,91.78,92.61,768100,89.4
"2009-10-22",91.74,94.45,91.15,93.82,705900,90.56
"2009-10-23",91.78,92.49,89.03,89.48,1085800,86.38
"2009-10-26",89.61,90.6,85.41,85.41,1609400,82.45
"2009-10-27",84,87.21,84,86.13,1116500,83.14
"2009-10-28",85.87,86.3,83.14,83.26,699900,80.37
"2009-10-29",84.35,86.71,83.49,86,1036600,83.02
"2009-10-30",85.53,86.05,82.92,83.25,1122300,80.36
"2009-11-02",82.23,84.67,81.88,84.09,3156500,81.17
"2009-11-03",83.56,85.5,82.42,85.43,1584700,82.47
"2009-11-04",85.43,87.55,85.05,86.39,2358300,83.39
"2009-11-05",80.88,81.37,78.77,79.9,6176500,77.13
"2009-11-06",79.57,82.31,78.9,79.05,2187800,76.31
"2009-11-09",80.4,80.94,79.86,80.41,1336400,77.62
"2009-11-10",80.59,80.59,76.95,78.48,2876400,75.76
"2009-11-11",79.31,80.92,77.19,79.72,2050600,76.95
"2009-11-12",79.5,83.83,77.57,80.93,3093300,78.22
"2009-11-13",80.35,82.4,78.7,80.36,2535200,77.67
"2009-11-16",80.57,82.15,80.19,81.29,1508300,78.57
"2009-11-17",81.55,84.95,80.36,83.89,1923100,81.08
"2009-11-18",84.2,86.63,84.08,86.29,1663500,83.4
"2009-11-19",83.6,84.48,81.84,82.87,2698500,80.1
"2009-11-20",82.35,84.18,80,82.73,4218500,79.96
"2009-11-23",84.1,84.37,82.5,83.04,1133100,80.26
"2009-11-24",82.75,83.49,81.87,82.75,780800,79.98
"2009-11-25",83,85.47,82.66,84.96,1071200,82.12
"2009-11-27",82.72,84.96,81.75,83.94,578200,81.13
"2009-11-30",83.99,85.8,83.5,85.36,1157900,82.5
"2009-12-01",87.21,87.21,85.73,85.9,1043900,83.02
"2009-12-02",85.5,90.78,85.5,90.27,2977900,87.25
"2009-12-03",90.49,90.58,88.85,89.78,1190900,86.77
"2009-12-04",91.11,91.51,87.5,88.55,895600,85.59
"2009-12-07",86.19,90.9,86.19,89.56,1841000,86.56
"2009-12-08",89.29,90,85.64,85.75,2138500,82.88
"2009-12-09",86.49,87.49,85.43,86.62,1245500,83.72
"2009-12-10",87.23,88.65,86.42,88.31,1232800,85.35
"2009-12-11",88.81,89.99,88.41,89.99,1013000,86.98
"2009-12-14",90.33,91.46,88.85,89.75,1012400,86.74
"2009-12-15",89.33,91.09,87.77,88.29,1362600,85.33
"2009-12-16",89.32,92.99,89.16,92.59,2449800,89.49
"2009-12-17",91.17,91.9,88.29,88.3,1646700,85.34
"2009-12-18",88.71,89.61,86.1,86.44,1486400,83.55
"2009-12-21",87.81,89.1,85.16,85.53,1141600,82.67
"2009-12-22",85.3,86.74,84.41,86.46,1536600,83.57
"2009-12-23",87.65,89.74,86.63,88.75,1340300,85.78
"2009-12-24",88.99,90.15,88.99,89.2,352100,86.21
"2009-12-28",89.98,93.31,89.69,92.91,1087900,89.8
"2009-12-29",92.83,93.48,92.3,93.31,1411400,90.19
"2009-12-30",92.56,93.22,91.71,92.21,540900,89.12
"2009-12-31",92.63,92.63,90.76,90.78,1105600,87.74
"2010-01-04",92.39,92.5,90.53,91.84,1234400,88.77
"2010-01-05",92.21,94.34,92.16,93.33,1332500,90.21
"2010-01-06",93.76,97.3,93.5,97.22,1295800,93.96
"2010-01-07",97,97,95.05,96.24,1458400,93.02
"2010-01-08",95.99,98.32,95.99,98.31,1225700,95.02
"2010-01-11",99.85,102.89,97.64,98.2,2103100,94.91
"2010-01-12",96.88,97.07,93.65,94.69,1796600,91.52
"2010-01-13",95.5,95.65,93.31,94.92,1021600,91.74
"2010-01-14",95.1,95.59,93.13,93.19,1229300,90.07
"2010-01-15",99.23,99.39,95.13,95.42,5470100,92.23
"2010-01-19",96.12,101.05,95.18,100.6,1986000,97.23
"2010-01-20",99.26,99.62,97.5,98.99,1261500,95.68
"2010-01-21",99.13,101.33,97.53,98.23,1277500,94.94
"2010-01-22",97.64,98.75,96.05,96.13,911200,92.91
"2010-01-25",97.26,98.47,96.03,96.14,634900,92.92
"2010-01-26",95.4,98.44,94.55,96.15,748100,92.93
"2010-01-27",96.39,97.05,95.1,96.4,487800,93.17
"2010-01-28",95.59,96.2,93.9,95.3,704700,92.11
"2010-01-29",96.52,97,92.86,92.86,856900,89.75
"2010-02-01",93.95,95.91,93.08,95.28,996800,92.09
"2010-02-02",95.4,96.62,94.49,96.28,559000,93.06
"2010-02-03",97.9,98.18,96.69,97.11,424700,93.86
"2010-02-04",96.4,96.4,93.01,93.57,892500,90.44
"2010-02-05",93.2,94.75,91.78,94.22,847400,91.07
"2010-02-08",95.71,95.71,92.3,92.32,573800,89.23
"2010-02-09",93.57,96.42,93.53,95.8,904300,92.59
"2010-02-10",96.13,97.91,95.84,97.29,708300,94.03
"2010-02-11",97.9,100.79,97.33,100.12,1012200,96.77
"2010-02-12",98.74,100.86,97.75,100.5,1446900,97.14
"2010-02-16",104.05,106.98,101.93,103.57,2388100,100.1
"2010-02-17",104.5,107.46,103.87,104.65,2245000,101.15
"2010-02-18",104.32,104.38,100.87,102.01,2330300,98.69
"2010-02-19",102.01,104.74,102.01,104.14,1506100,100.75
"2010-02-22",105.59,105.59,103.09,103.65,1065600,100.28
"2010-02-23",103.11,104.14,101.87,101.93,977900,98.61
"2010-02-24",102.24,103.3,100.58,100.79,1576000,97.51
"2010-02-25",99.56,106.4,99,105.39,2154000,101.96
"2010-02-26",105.7,106.45,104.11,106.24,729900,102.78
"2010-03-01",106.83,107.57,105.59,107.54,729000,104.04
"2010-03-02",101.83,106.78,101.33,106.42,6728400,102.96
"2010-03-03",105.2,110,104.55,106.78,3356600,103.3
"2010-03-04",107.5,108.41,106.51,108.23,1400300,104.71
"2010-03-05",107.7,107.7,103.14,104.74,3278000,101.33
"2010-03-08",104.33,105.65,102.66,102.98,1757100,99.63
"2010-03-09",102.5,102.97,100.02,100.63,2445600,97.35
"2010-03-10",99,104.78,98,103.55,3873000,100.18
"2010-03-11",102.51,102.54,100.21,100.61,2747100,97.33
"2010-03-12",97.08,98.15,94.86,96.73,13776400,93.58
"2010-03-15",95.3,97.26,94.91,96.38,3504000,93.24
"2010-03-16",97.29,97.42,95.1,95.62,3823800,92.51
"2010-03-17",95.9,96.55,93.82,94.5,2807700,91.42
"2010-03-18",94.09,94.5,90.6,93.12,4318100,90.09
"2010-03-19",93.34,93.7,90.82,91.4,2615200,88.42
"2010-03-22",90.28,93.08,90.28,92.55,3017800,89.54
"2010-03-23",92.55,93.59,90.62,91.7,2372200,88.71
"2010-03-24",91.39,93.55,90.66,92.41,1723200,89.4
"2010-03-25",92.47,93.7,90,90.03,1940000,87.1
"2010-03-26",91.2,93.47,90.6,93.17,2470600,90.14
"2010-03-29",94.22,94.65,92.64,92.93,1809800,89.9
"2010-03-30",93.27,93.27,91.65,92.42,825900,89.41
"2010-03-31",92.19,92.35,90.82,91.18,1426500,88.21
"2010-04-01",91.85,92.48,90.7,92.41,1648700,89.4
"2010-04-05",91.71,93,91.22,91.95,898100,88.96
"2010-04-06",91.53,92.5,91.22,92.43,1037600,89.42
"2010-04-07",91.82,92.54,90.8,91.23,1296200,88.26
"2010-04-08",91.74,92.38,90.85,91.5,1340000,88.52
"2010-04-09",92.14,93,91.65,92.9,2966800,89.88
"2010-04-12",92,92.8,91.78,92.03,1497000,89.03
"2010-04-13",90.39,90.39,87.61,88.91,3787800,86.02
"2010-04-14",88.44,89.19,87.15,88.83,2067700,85.94
"2010-04-15",88.72,91.07,88.64,90,4111500,87.07
"2010-04-16",90.4,91.95,89.4,90,12681400,87.07
"2010-04-19",89.72,89.77,85.79,86.89,4496300,84.06
"2010-04-20",87.28,88.23,86.33,87.28,3223600,84.44
"2010-04-21",87.5,88.52,86.15,87.64,2683600,84.79
"2010-04-22",87.22,87.96,85.98,87.67,2286300,84.82
"2010-04-23",87.8,87.83,84.75,85.1,3049900,82.33
"2010-04-26",86.44,86.47,84.75,84.89,2595100,82.13
"2010-04-27",84.7,84.81,80.4,81.04,4652600,78.4
"2010-04-28",81.87,84,81.31,83.88,2414800,81.15
"2010-04-29",83.99,85.09,83.27,84.88,3254700,82.12
"2010-04-30",87.97,87.97,82.98,83.67,3574800,80.95
"2010-05-03",85.18,85.18,79.83,80.37,3617000,77.75
"2010-05-04",79.41,79.76,76.35,77.97,4135400,75.43
"2010-05-05",77,79.86,76.53,78.26,2663300,75.71
"2010-05-06",78.05,78.95,68.99,74.16,3498300,71.75
"2010-05-07",75.15,76.5,72.55,73.3,3791900,70.91
"2010-05-10",76.74,76.86,74.55,76.12,2907800,73.64
"2010-05-11",75.07,75.29,71.75,71.87,3613100,69.53
"2010-05-12",73.16,74.88,72.93,74.41,2512400,72.09
"2010-05-13",74.03,74.79,72.06,72.24,1417600,69.99
"2010-05-14",71.59,72.74,70.33,72.45,2132500,70.19
"2010-05-17",73.95,74.2,69.13,71.14,1993100,68.92
"2010-05-18",71.91,74.14,71.07,71.37,3000100,69.14
"2010-05-19",71.63,72.28,69.51,70.36,2423600,68.16
"2010-05-20",68.77,68.77,66.34,66.54,2988500,64.46
"2010-05-21",64.95,68.61,63.8,68.15,3386200,66.02
"2010-05-24",69.6,69.71,67,67.46,2661000,65.35
"2010-05-25",65.54,67.17,64.69,67.04,3015300,64.95
"2010-05-26",68.02,68.02,65.91,66.43,2635800,64.36
"2010-05-27",67.83,70.27,67.15,70.26,2316900,68.07
"2010-05-28",70.23,71.63,67.88,68.59,2014700,66.45
"2010-06-01",68.42,69.35,65.83,65.94,1943400,63.88
"2010-06-02",66.2,67.67,64.37,67.67,2161500,65.56
"2010-06-03",68.49,68.49,64,65.33,2980800,63.29
"2010-06-04",64.2,65,60.58,60.93,3151200,59.03
"2010-06-07",61.16,61.93,59.08,59.13,2621100,57.28
"2010-06-08",59.28,60,57.56,58.56,2437000,56.73
"2010-06-09",59.41,60.74,58.53,58.97,2455400,57.13
"2010-06-10",61.34,64.65,59.79,64.28,3914800,62.27
"2010-06-11",64.25,65.35,63.88,65.35,2685300,63.31
"2010-06-14",65.5,65.99,62.06,62.08,3051400,60.14
"2010-06-15",62.54,64.83,62.2,64.75,2238800,62.73
"2010-06-16",64.43,65.59,63.91,65.21,2252500,63.17
"2010-06-17",65.65,65.76,63.44,65.05,2161400,63.02
"2010-06-18",64.9,64.99,63.29,64.25,2192500,62.24
"2010-06-21",65.42,66.18,63.34,63.99,1592900,61.99
"2010-06-22",64.18,66.1,64.18,64.46,2011900,62.45
"2010-06-23",64.68,66.28,64.18,65.98,2186300,63.92
"2010-06-24",65.67,66.24,64.02,64.73,1981600,62.71
"2010-06-25",65.03,67.88,64.29,67.6,3123500,65.49
"2010-06-28",67.22,67.51,64.28,64.58,2518200,62.56
"2010-06-29",63.25,63.69,61.46,61.96,1972800,60.03
"2010-06-30",63.06,65.86,63.01,63.45,3135200,61.47
"2010-07-01",64.13,65.97,63.06,65.49,2362400,63.45
"2010-07-02",65.64,69.27,64.95,68.42,3428000,66.28
"2010-07-06",69.53,71.15,66.51,67.34,2996500,65.24
"2010-07-07",67.93,70.04,67.57,69.94,2368800,67.76
"2010-07-08",70.29,74.9,70.25,73.52,3661700,71.23
