"","CMG.Open","CMG.High","CMG.Low","CMG.Close","CMG.Volume","CMG.Adjusted"
"2009-07-30",94.76,95.9,93.81,94.02,463800,94.02
"2009-07-31",94.05,95.39,93.45,93.83,296700,93.83
"2009-08-03",94.86,95.64,93.41,95,508500,95
"2009-08-04",94.96,97.15,94.86,96.88,443800,96.88
"2009-08-05",96.73,97.04,95.97,96.6,250100,96.6
"2009-08-06",96.31,96.85,92.55,93.26,622400,93.26
"2009-08-07",93.74,94.5,91.57,93.7,643300,93.7
"2009-08-10",93.23,93.76,92.3,93.63,296500,93.63
"2009-08-11",93.39,93.88,91.8,92.37,346400,92.37
"2009-08-12",90.71,92.53,89.59,91.11,450100,91.11
"2009-08-13",91.13,91.34,89.6,90.74,417400,90.74
"2009-08-14",90.75,90.91,86.8,87.95,638500,87.95
"2009-08-17",86.72,86.72,83.15,86.56,459800,86.56
"2009-08-18",86.44,86.94,84.98,86.26,360100,86.26
"2009-08-19",85.31,87.25,84.6,86.26,487400,86.26
"2009-08-20",86.41,89.8,86.2,88.45,485600,88.45
"2009-08-21",89.25,89.7,88.33,88.67,254300,88.67
"2009-08-24",89.49,89.49,86.81,87.05,362300,87.05
"2009-08-25",87.14,87.98,85.71,86.05,260900,86.05
"2009-08-26",85.85,86.94,85,85.1,400300,85.1
"2009-08-27",85.83,85.84,83.65,85.06,355800,85.06
"2009-08-28",85.47,85.99,84.16,85.06,203000,85.06
"2009-08-31",84.47,85.39,83.57,83.88,233600,83.88
"2009-09-01",83.51,85.1,80.86,81.22,643700,81.22
"2009-09-02",80.88,82.24,80.15,81.6,402800,81.6
"2009-09-03",82.16,84.51,81.13,84.5,553300,84.5
"2009-09-04",84.68,86.08,84,85.82,519800,85.82
"2009-09-08",86.14,88.62,85.6,87.42,563000,87.42
"2009-09-09",87.17,88.33,86.43,88.18,340000,88.18
"2009-09-10",88.16,89.85,87.63,88.85,357300,88.85
"2009-09-11",89.24,89.47,87,87.59,467500,87.59
"2009-09-14",87.12,88.3,86.81,87.98,286200,87.98
"2009-09-15",88.38,89.68,87.52,89.43,250900,89.43
"2009-09-16",90.01,91.56,89.3,89.77,391400,89.77
"2009-09-17",90,91.4,89.46,91.01,306200,91.01
"2009-09-18",91.49,95.18,90.91,93.67,679300,93.67
"2009-09-21",92.84,93.39,91.64,92.78,260700,92.78
"2009-09-22",93.16,93.49,92,92.92,283000,92.92
"2009-09-23",93.36,94,92.14,92.14,522500,92.14
"2009-09-24",92.98,93.53,91.57,92.8,365900,92.8
"2009-09-25",92.94,92.94,91.51,91.69,252500,91.69
"2009-09-28",92.03,92.99,91.7,92.65,167400,92.65
"2009-09-29",92.6,98.66,92.6,96.37,1013200,96.37
"2009-09-30",96.11,97.81,95.25,97.05,707700,97.05
"2009-10-01",96.75,97.11,93.07,93.25,949600,93.25
"2009-10-02",92.07,93.35,90.79,91.97,407900,91.97
"2009-10-05",92.52,94.1,91.79,92.46,331100,92.46
"2009-10-06",92.83,93.62,91.46,91.74,507500,91.74
"2009-10-07",91.99,93.2,90.57,91.4,354600,91.4
"2009-10-08",92.1,92.79,91.18,91.71,307100,91.71
"2009-10-09",91.85,92.27,91.11,91.78,187500,91.78
"2009-10-12",91.97,92.2,90.35,90.74,347400,90.74
"2009-10-13",90.69,92.2,89.41,91.72,434800,91.72
"2009-10-14",92.68,93,91.36,92.25,375700,92.25
"2009-10-15",91.99,92.48,90.33,91.03,573500,91.03
"2009-10-16",90.74,91.18,89.55,90.53,588900,90.53
"2009-10-19",90.88,91.76,90,91.45,490600,91.45
"2009-10-20",91.54,91.67,88.54,89.14,749100,89.14
"2009-10-21",89,89.02,85.06,85.48,1147200,85.48
"2009-10-22",82.82,90.33,82.58,89.52,2879100,89.52
"2009-10-23",87.1,88.74,81.72,82.35,2544200,82.35
"2009-10-26",82.68,84,81.13,81.57,826900,81.57
"2009-10-27",81.58,82.08,79.02,79.74,912600,79.74
"2009-10-28",80.09,81.76,79.61,80.24,814600,80.24
"2009-10-29",80.93,81.89,80.47,81.79,501900,81.79
"2009-10-30",81.74,83.7,81.48,81.49,907300,81.49
"2009-11-02",81.64,83.56,81.06,82.68,636600,82.68
"2009-11-03",82.51,83.2,81.88,82.72,500100,82.72
"2009-11-04",83.88,83.88,82.24,82.41,7e+05,82.41
"2009-11-05",83.02,85.86,82.98,85.86,713700,85.86
"2009-11-06",84.95,86.72,84.7,86.45,500100,86.45
"2009-11-09",86.97,88.35,86.37,88.26,458600,88.26
"2009-11-10",88.17,90,88.09,89.88,814300,89.88
"2009-11-11",89.94,90.9,89.3,90.09,612100,90.09
"2009-11-12",89.81,90.45,86.85,87.55,675700,87.55
"2009-11-13",87.77,89.16,87.7,88.86,514100,88.86
"2009-11-16",89.67,90.02,88.72,89.6,455800,89.6
"2009-11-17",89.62,89.62,88.58,88.96,294800,88.96
"2009-11-18",89.08,89.08,87.12,87.59,461400,87.59
"2009-11-19",86.88,87.1,84.8,85.47,529800,85.47
"2009-11-20",85,85.74,83.72,83.88,468900,83.88
"2009-11-23",84.51,86.07,84.51,85.14,336300,85.14
"2009-11-24",85,85.23,83.62,83.99,267600,83.99
"2009-11-25",84.05,84.62,83.62,84.45,245100,84.45
"2009-11-27",83.02,84.46,82.99,83.33,145600,83.33
"2009-11-30",83.09,84.16,82.42,83.45,295100,83.45
"2009-12-01",83.98,85.3,83.65,84.61,345000,84.61
"2009-12-02",84.78,85.84,84.64,85.5,314300,85.5
"2009-12-03",85.42,85.95,83.11,83.21,311200,83.21
"2009-12-04",84.23,85.6,82.67,84.82,259600,84.82
"2009-12-07",86.18,86.18,83.25,83.88,146100,83.88
"2009-12-08",83.21,84.41,81.85,83.89,173400,83.89
"2009-12-09",83.56,85.42,83.1,85.16,536900,85.16
"2009-12-10",85.74,86.74,85.12,86.09,357200,86.09
"2009-12-11",86.72,87.65,86.47,87.31,246700,87.31
"2009-12-14",87.99,89.87,87.57,89.87,354100,89.87
"2009-12-15",89.73,90.48,88.81,89.87,361100,89.87
"2009-12-16",90.46,90.46,88.62,88.86,238000,88.86
"2009-12-17",88.47,89.99,88.15,89.17,331300,89.17
"2009-12-18",90,90.17,88.58,89.49,362800,89.49
"2009-12-21",89.65,90.2,89.31,89.71,327200,89.71
"2009-12-22",89.89,91.4,89.89,90.85,263600,90.85
"2009-12-23",90.75,91,89.67,90.18,170300,90.18
"2009-12-24",90.18,90.34,89.91,90.34,33100,90.34
"2009-12-28",90.35,91.13,89.05,91.03,264300,91.03
"2009-12-29",91.02,92,90.64,91.29,158100,91.29
"2009-12-30",91.29,91.56,89.21,89.98,219600,89.98
"2009-12-31",90.19,90.34,87.92,88.16,313300,88.16
"2010-01-04",89.6,89.6,87.18,87.84,313900,87.84
"2010-01-05",87.52,90,87.11,89.02,511000,89.02
"2010-01-06",88.59,89.6,86.6,87.32,282900,87.32
"2010-01-07",87.34,88.11,86,86.43,422500,86.43
"2010-01-08",90.57,92.73,90,91.89,1196400,91.89
"2010-01-11",93.86,98,92.5,96.77,1406400,96.77
"2010-01-12",96.52,96.68,94.82,95.42,548000,95.42
"2010-01-13",95.27,95.96,94.25,95.64,367300,95.64
"2010-01-14",97.23,99.71,96.86,99.42,878500,99.42
"2010-01-15",99.56,99.58,96.83,98.06,595000,98.06
"2010-01-19",98,99.97,97.54,99.5,445000,99.5
"2010-01-20",98.61,99.8,97.38,97.85,448400,97.85
"2010-01-21",97.95,102.9,97.95,100.06,919700,100.06
"2010-01-22",100.02,100.79,97.64,97.77,293600,97.77
"2010-01-25",98.23,98.46,95.39,95.85,375900,95.85
"2010-01-26",95.53,98.73,95.53,97.5,410300,97.5
"2010-01-27",97.63,98.98,96.13,98.44,381200,98.44
"2010-01-28",98.78,99.64,96.63,98.62,494200,98.62
"2010-01-29",99.01,99.65,96.44,96.46,254500,96.46
"2010-02-01",96.89,100.41,96.86,100.38,433900,100.38
"2010-02-02",100.38,101.4,99.32,100.85,483800,100.85
"2010-02-03",100.65,101.13,100.01,100.38,223100,100.38
"2010-02-04",100,100,97.9,98.51,570700,98.51
"2010-02-05",98.11,98.68,93.81,95.2,793200,95.2
"2010-02-08",95.55,100.86,95.17,99.92,970000,99.92
"2010-02-09",100.54,100.88,99.17,100.65,551800,100.65
"2010-02-10",100.74,101.81,99.45,99.51,391000,99.51
"2010-02-11",99.5,101.48,98.39,101.12,952200,101.12
"2010-02-12",98.63,105.13,98,104.87,2192200,104.87
"2010-02-16",105.72,106.49,103.17,103.79,604500,103.79
"2010-02-17",103.8,104.7,103.49,104.46,362800,104.46
"2010-02-18",104.1,105,103.55,103.98,284900,103.98
"2010-02-19",103.56,105.46,103.56,104.99,330300,104.99
"2010-02-22",105,105,103,103.93,363200,103.93
"2010-02-23",103.94,104.6,102.88,103.64,307500,103.64
"2010-02-24",103.68,105.29,103.54,104.84,249400,104.84
"2010-02-25",103.69,104.36,102.93,103.82,217200,103.82
"2010-02-26",104.1,105.72,103.5,104.71,309500,104.71
"2010-03-01",105.53,108.5,105.33,107.93,689600,107.93
"2010-03-02",108.41,110.22,107.88,110.12,818300,110.12
"2010-03-03",110.15,111.75,109.4,110.08,424800,110.08
"2010-03-04",110.29,110.29,108.86,109.03,316900,109.03
"2010-03-05",109.16,111.55,109.07,110.63,328500,110.63
"2010-03-08",110.87,112.55,110.72,111.5,362700,111.5
"2010-03-09",111.5,113.22,110.9,112.01,414000,112.01
"2010-03-10",112.25,112.51,110.71,112.32,273000,112.32
"2010-03-11",111.46,113.17,111.31,112.96,235400,112.96
"2010-03-12",113.54,115.64,113,114.98,500700,114.98
"2010-03-15",114.09,115.63,112.93,114.18,3e+05,114.18
"2010-03-16",114.13,115.27,114,114.71,391600,114.71
"2010-03-17",115.11,115.53,114.3,115.02,333800,115.02
"2010-03-18",115.27,115.51,113.86,114.17,327900,114.17
"2010-03-19",114.33,115.36,113.36,113.63,321100,113.63
"2010-03-22",113.02,114.5,110.71,114.44,332600,114.44
"2010-03-23",114.76,115.61,114.25,115.27,275600,115.27
"2010-03-24",115.07,115.5,114.19,114.35,194900,114.35
"2010-03-25",114.65,117.11,114.05,114.98,495600,114.98
"2010-03-26",115.43,115.89,113.7,114.02,247300,114.02
"2010-03-29",114.62,115,114.04,114.6,143700,114.6
"2010-03-30",115.01,116.47,113.62,114.48,270100,114.48
"2010-03-31",114.15,114.91,112.53,112.67,314800,112.67
"2010-04-01",113.27,115.12,113,114.48,229600,114.48
"2010-04-05",115.12,119.82,114.87,119.3,705600,119.3
"2010-04-06",119.59,122.62,118.7,122.17,835500,122.17
"2010-04-07",122.88,124.56,121.46,122.47,650500,122.47
"2010-04-08",122.32,123.2,121.25,122.73,257600,122.73
"2010-04-09",123.31,123.43,120.78,122.52,528000,122.52
"2010-04-12",123.22,124.74,122.72,123.21,270100,123.21
"2010-04-13",123.24,125.99,123.22,125.54,448500,125.54
"2010-04-14",127.04,127.15,125.01,125.97,314100,125.97
"2010-04-15",126.13,127.2,124.71,125.08,226200,125.08
"2010-04-16",125.01,125.4,122.86,124.05,300500,124.05
"2010-04-19",123.78,124.95,120.25,123.43,411500,123.43
"2010-04-20",124.12,125.23,122,124.08,546700,124.08
"2010-04-21",123.79,126.75,123.56,126.75,993000,126.75
"2010-04-22",136.27,145.11,133.01,144.72,2786900,144.72
"2010-04-23",145,145,140.77,142.98,1001500,142.98
"2010-04-26",142.95,145.39,141.83,141.98,509600,141.98
"2010-04-27",141.87,143.5,139,139.04,636600,139.04
"2010-04-28",141.95,141.95,134.74,135.27,882500,135.27
"2010-04-29",136,140.23,136,139.13,658300,139.13
"2010-04-30",139.69,142.84,134.87,134.91,516100,134.91
"2010-05-03",135.27,139.79,134.91,138.9,720000,138.9
"2010-05-04",137.55,138.31,133,133.39,737000,133.39
"2010-05-05",131.33,137.15,128.02,135,730000,135
"2010-05-06",134.98,137.02,124,131.52,987800,131.52
"2010-05-07",130.39,133.35,126.36,128.83,938700,128.83
"2010-05-10",134.99,137.6,134.13,136.92,555700,136.92
"2010-05-11",136.07,141.24,135.75,138.06,603600,138.06
"2010-05-12",139.5,142.78,139.26,142.37,529800,142.37
"2010-05-13",143.9,148.87,141.19,141.85,1064500,141.85
"2010-05-14",141.42,141.99,136.08,138.61,667200,138.61
"2010-05-17",139.21,140.87,134.34,139.03,502500,139.03
"2010-05-18",140.25,144.49,137.39,139.66,704100,139.66
"2010-05-19",138.08,140.79,135.91,138.91,684600,138.91
"2010-05-20",134,137.04,132.77,133.84,703700,133.84
"2010-05-21",131.6,137.43,129.07,135.77,771500,135.77
"2010-05-24",136.77,140.94,135.78,137.48,561600,137.48
"2010-05-25",136,136.74,130.04,136.28,672000,136.28
"2010-05-26",139.29,142.4,137.47,138.09,660200,138.09
"2010-05-27",140.77,143.99,139.6,143.99,676400,143.99
"2010-05-28",144.8,146,142.05,142.28,510700,142.28
"2010-06-01",141.35,143.71,140.27,141.25,569400,141.25
"2010-06-02",142.36,147.68,140.4,147.61,778400,147.61
"2010-06-03",148.45,152.79,147.79,148.9,1198500,148.9
"2010-06-04",147.04,149.98,143.35,143.81,1035400,143.81
"2010-06-07",146.25,146.25,138.59,139.07,768400,139.07
"2010-06-08",139.72,142.21,135.36,142.03,981100,142.03
"2010-06-09",143.59,146.97,142.58,143.37,683500,143.37
"2010-06-10",145.99,146.5,142.48,146.14,643000,146.14
"2010-06-11",144.88,149.5,144.02,149.48,753100,149.48
"2010-06-14",151.63,153.7,148.35,148.77,787300,148.77
"2010-06-15",150.74,154.25,148.76,152.92,872600,152.92
"2010-06-16",153.28,155.42,152,152.52,618600,152.52
"2010-06-17",153.84,153.99,149.6,151.85,658200,151.85
"2010-06-18",153.14,153.45,150.73,152.74,494400,152.74
"2010-06-21",154.5,155,150.4,151.59,579900,151.59
"2010-06-22",152.2,152.84,145,145.15,775400,145.15
"2010-06-23",144.44,148.71,144.31,147.3,779200,147.3
"2010-06-24",147.67,147.67,144.32,144.76,560900,144.76
"2010-06-25",145.53,148.89,142.95,146.84,593400,146.84
"2010-06-28",147.12,148.67,145.75,145.96,328900,145.96
"2010-06-29",144,144,137.37,138.44,946100,138.44
"2010-06-30",138.5,141.3,136.57,136.81,622600,136.81
"2010-07-01",136.15,139.59,133.6,138.67,869300,138.67
"2010-07-02",138.65,140.53,136.4,137.24,362600,137.24
"2010-07-06",138.8,142.13,134.56,135.26,641000,135.26
"2010-07-07",135.82,138.6,133.4,138.45,906800,138.45
"2010-07-08",139.55,141.23,137.5,139.57,599100,139.57
"2010-07-09",139.98,141.3,138.7,140.41,455600,140.41
"2010-07-12",139.42,141.15,137.32,139.93,396500,139.93
"2010-07-13",140.35,143.94,140.3,142.76,596500,142.76
"2010-07-14",142.62,144.97,141.69,143.72,482200,143.72
"2010-07-15",144.17,144.17,139.88,142.46,483000,142.46
"2010-07-16",141.91,142.21,136.62,136.82,1032400,136.82
"2010-07-19",136.17,137.79,128.53,130.24,1571300,130.24
"2010-07-20",128.45,134.3,127.3,133.97,1181600,133.97
"2010-07-21",135.75,135.75,129.48,129.6,942200,129.6
"2010-07-22",131.49,133.53,130.43,133.16,1202400,133.16
"2010-07-23",137.01,145.99,137,145.5,3137000,145.5
"2010-07-26",145.6,148.63,144.06,148.57,937600,148.57
"2010-07-27",149.67,150,146.67,148.28,903100,148.28
"2010-07-28",147.68,148.46,146.27,147.94,746700,147.94
"2010-07-29",148.89,149.48,144.1,146.01,704500,146.01
"2010-07-30",144,147.92,143.31,147.9,516800,147.9
"2010-08-02",150.06,150.98,148.99,150.51,629900,150.51
"2010-08-03",150.29,152.56,147.5,151.24,717900,151.24
"2010-08-04",150.94,154.43,150.73,152.54,763800,152.54
"2010-08-05",151.21,152.48,149.5,150.93,494700,150.93
"2010-08-06",148.29,152,148.19,151.6,432700,151.6
"2010-08-09",152.1,152.88,150.06,151.34,417900,151.34
"2010-08-10",150.03,152.08,149,150.03,444300,150.03
"2010-08-11",147.01,147.92,145.2,146.32,495100,146.32
"2010-08-12",144.31,147.3,143.02,146.23,361900,146.23
"2010-08-13",146.16,146.16,142.3,142.63,507700,142.63
"2010-08-16",142.27,146.06,141.01,144.97,394900,144.97
"2010-08-17",146.64,149.71,145.36,147.87,483500,147.87
"2010-08-18",147.71,150.68,146.69,149.42,446800,149.42
"2010-08-19",149.01,150.51,147.09,147.92,367500,147.92
"2010-08-20",147.11,149.91,146.52,149.84,342200,149.84
"2010-08-23",150.92,152.3,149.25,149.56,469600,149.56
"2010-08-24",147.22,148.87,144.79,145.69,573800,145.69
"2010-08-25",144.4,147.89,142.82,147.61,510400,147.61
"2010-08-26",148.43,151.34,147.17,148.48,551600,148.48
"2010-08-27",150.35,153.13,147.06,153.03,583000,153.03
"2010-08-30",153.68,153.87,148.84,148.84,532300,148.84
"2010-08-31",148.39,151.85,148.2,150.83,445200,150.83
"2010-09-01",152.88,159.54,151.63,159.41,1573000,159.41
"2010-09-02",161.49,164.19,159.98,164.19,1117500,164.19
"2010-09-03",165.88,166.52,162.29,163.51,726000,163.51
"2010-09-07",163.21,164.99,161.13,164.78,608700,164.78
"2010-09-08",165.67,167.04,164.41,166.05,538600,166.05
"2010-09-09",165.05,166.29,162.09,162.82,625300,162.82
"2010-09-10",163.4,167.28,162.24,166.01,596700,166.01
"2010-09-13",167.5,169.18,167,168.37,689400,168.37
"2010-09-14",167.69,170,166.45,168.52,785200,168.52
"2010-09-15",167.71,169.8,167.17,169.66,477300,169.66
"2010-09-16",168.53,169.61,165.01,167.03,828300,167.03
"2010-09-17",167.54,168.72,165.5,168.31,514200,168.31
"2010-09-20",168.66,170.95,167.04,170.13,507400,170.13
"2010-09-21",170.54,171.46,167.85,168.31,457700,168.31
"2010-09-22",167.59,169.17,165.18,165.74,461600,165.74
"2010-09-23",164.66,168.25,164.26,166.66,484300,166.66
"2010-09-24",168.5,173.19,168.5,173.19,871300,173.19
"2010-09-27",173.58,176.41,172.83,175.83,662600,175.83
"2010-09-28",176.4,176.99,172.06,176.67,787500,176.67
"2010-09-29",175.94,177.18,175.2,176.03,677200,176.03
"2010-09-30",177.11,177.69,172,172,695800,172
"2010-10-01",173.8,175,172.26,174.5,689900,174.5
"2010-10-04",173.77,174.72,171.24,172.96,565300,172.96
"2010-10-05",174.37,179.5,174.37,178.98,734500,178.98
"2010-10-06",177.2,178.24,173.55,174.82,984700,174.82
"2010-10-07",176.01,177.5,174.38,177.01,641800,177.01
"2010-10-08",177,177.79,174.84,176.56,523900,176.56
"2010-10-11",176.56,180.55,176.29,178.6,544600,178.6
"2010-10-12",178.36,181.4,176.5,180.91,586000,180.91
"2010-10-13",181.91,182.96,180.05,180.98,737500,180.98
"2010-10-14",180.65,181.33,179.41,181.27,374700,181.27
"2010-10-15",182.47,182.67,179.21,181.87,625600,181.87
"2010-10-18",182.96,184.47,182.18,183.69,585300,183.69
"2010-10-19",181.56,183.98,180.18,181.86,690300,181.86
"2010-10-20",182.76,182.99,180.46,180.75,738700,180.75
"2010-10-21",181.72,182.99,178.09,179.25,1230100,179.25
"2010-10-22",188.98,207.94,188.5,205.77,4101200,205.77
"2010-10-25",207,208.37,203.52,205.65,1442700,205.65
"2010-10-26",205,215.38,204.6,212.86,1652400,212.86
"2010-10-27",210.7,212.35,209.11,212.3,814800,212.3
"2010-10-28",213.78,213.8,207.55,210.42,633000,210.42
"2010-10-29",209.82,211.98,208.75,210.21,380700,210.21
"2010-11-01",211.89,213.25,209,211.08,444800,211.08
"2010-11-02",212.5,215.21,211.13,215.21,576700,215.21
"2010-11-03",215.68,219.32,215.09,219.32,815900,219.32
"2010-11-04",221.24,223.32,220.03,222.86,843500,222.86
"2010-11-05",223,232.33,222.5,230.56,1382000,230.56
"2010-11-08",228.98,232,227.43,229.9,707800,229.9
"2010-11-09",231.44,231.5,225.2,227.34,874600,227.34
"2010-11-10",227.31,236.55,225.35,236.55,1154700,236.55
"2010-11-11",234.97,240.78,234.36,237.76,1132400,237.76
"2010-11-12",236.51,239.88,230.7,234.02,1082400,234.02
"2010-11-15",236.14,236.65,230.02,230.37,705000,230.37
"2010-11-16",229.58,232.95,223.01,225.09,935000,225.09
"2010-11-17",225,231.8,224.5,230.96,650500,230.96
"2010-11-18",230.69,231.99,226.8,227.64,1097800,227.64
"2010-11-19",229.94,232.96,228.01,232.27,748000,232.27
"2010-11-22",232.04,243.98,231.09,242.92,1331900,242.92
"2010-11-23",240.74,244.1,238.66,243.9,892000,243.9
"2010-11-24",248.02,250.51,247.22,250.19,957200,250.19
"2010-11-26",249,256.49,248.41,255.65,784500,255.65
"2010-11-29",254.74,257.79,250.13,257.01,970700,257.01
"2010-11-30",256.14,262.77,255.36,258.49,2382400,258.49
"2010-12-01",261.54,262,255,258.82,1266800,258.82
"2010-12-02",258.33,258.75,249.18,250.96,1657000,250.96
"2010-12-03",244.14,247.38,231,235.95,4049700,235.95
"2010-12-06",235.28,242.22,233.42,241.06,1457700,241.06
"2010-12-07",245.97,245.97,239.04,241.54,1014300,241.54
"2010-12-08",242.39,242.79,234.25,236.17,828600,236.17
"2010-12-09",238.75,238.89,232.02,235.63,818400,235.63
"2010-12-10",236.21,239,234.39,238.22,494200,238.22
"2010-12-13",239.67,239.74,225.73,226.11,1209000,226.11
"2010-12-14",225.56,230.6,221.41,227.9,1316800,227.9
"2010-12-15",227.32,234.85,225.5,226.79,1096400,226.79
"2010-12-16",229.57,235.64,229.23,234.77,1029900,234.77
"2010-12-17",236.18,239.95,233.23,238.02,1099600,238.02
"2010-12-20",239.85,240.4,233.5,236.1,685100,236.1
"2010-12-21",236.77,237.7,232.68,234.36,645800,234.36
"2010-12-22",234.17,234.61,231.3,231.78,541300,231.78
"2010-12-23",231.7,233.96,227.36,228.29,520700,228.29
"2010-12-27",223.5,225.46,219.37,222.73,1154800,222.73
"2010-12-28",222.72,224.99,219.03,220.04,921400,220.04
"2010-12-29",220.7,223.52,219.41,221.06,554400,221.06
"2010-12-30",220.14,221.98,217.05,217.77,521000,217.77
"2010-12-31",217.41,217.91,212.58,212.66,653400,212.66
"2011-01-03",215.26,224.84,214.16,223.63,1217000,223.63
"2011-01-04",222.61,228.47,216.96,222.37,1324800,222.37
"2011-01-05",221.47,224.17,220.03,221,530600,221
"2011-01-06",227.21,229.8,225.43,226.5,1047500,226.5
"2011-01-07",227.98,227.98,220,224.26,593200,224.26
"2011-01-10",223.4,224.94,219.04,223.67,490700,223.67
"2011-01-11",226.15,227.36,218.56,220.79,1039700,220.79
"2011-01-12",222.83,223.3,217,217.67,772600,217.67
"2011-01-13",220.01,229.74,219.05,229.64,1421800,229.64
"2011-01-14",229.35,234.91,228.22,234.89,1218000,234.89
"2011-01-18",235.96,237.12,230.11,232.7,581900,232.7
"2011-01-19",232.45,233.3,228,229.33,632900,229.33
"2011-01-20",227.34,227.63,222.01,223.04,657700,223.04
"2011-01-21",225.51,225.99,221.7,223.63,543700,223.63
"2011-01-24",224.83,224.85,217.36,220.46,515200,220.46
"2011-01-25",220,222,217.81,221.99,380100,221.99
"2011-01-26",217.53,219.28,213.06,217.74,834000,217.74
"2011-01-27",218.08,227.49,216.06,225.52,797400,225.52
"2011-01-28",226.91,227.98,217,219.43,620400,219.43
"2011-01-31",221.14,224.45,218.09,218.92,482000,218.92
"2011-02-01",219.94,223.81,217.2,221.9,602600,221.9
"2011-02-02",221.62,229.25,220.1,228.9,689500,228.9
"2011-02-03",228.35,240,228.35,239.22,1119900,239.22
"2011-02-04",240.41,251.69,239.55,246.31,1711900,246.31
"2011-02-07",248.27,251.75,245.11,247.55,912800,247.55
"2011-02-08",244.5,248.69,243.3,247.26,886600,247.26
"2011-02-09",247.6,256.9,247.02,252.51,1153000,252.51
"2011-02-10",253.45,258.42,252.28,256.63,2081100,256.63
"2011-02-11",248.91,274.85,243.36,268.73,7349100,268.73
"2011-02-14",269.42,275,265.9,272.95,1430200,272.95
"2011-02-15",270.8,273.27,264.4,265.58,1228400,265.58
"2011-02-16",267.51,270.51,262.45,264.01,1333700,264.01
"2011-02-17",264.43,268,262.84,265.54,789700,265.54
"2011-02-18",265.73,266.81,258.78,260.15,1234400,260.15
"2011-02-22",256.27,259.55,251.17,251.9,893200,251.9
"2011-02-23",251.06,251.88,235,244.19,1648700,244.19
"2011-02-24",242.5,246.98,238.14,245.3,1014800,245.3
"2011-02-25",247,255,246.29,248.36,836100,248.36
"2011-02-28",250.85,252.73,243.64,245,710600,245
"2011-03-01",243,244.44,238.67,241.15,673500,241.15
"2011-03-02",242.16,243.38,234.48,242.82,1008300,242.82
"2011-03-03",246.11,250.95,246,246.85,774400,246.85
"2011-03-04",247.6,255.94,247,255,1192000,255
"2011-03-07",255.48,258.64,246.66,252.56,1080500,252.56
"2011-03-08",245.42,252.55,242.19,249.67,1014400,249.67
"2011-03-09",248.7,253.09,245.1,251.41,686500,251.41
"2011-03-10",247.35,256.27,244,253.22,1232600,253.22
"2011-03-11",251.55,255.66,248.33,252.76,687300,252.76
"2011-03-14",251.06,256.85,248.6,255.25,759700,255.25
"2011-03-15",249.85,259.99,249,258,1123400,258
"2011-03-16",258.84,264.1,255.4,258.22,1284000,258.22
"2011-03-17",263,263,251.02,251.66,1003300,251.66
"2011-03-18",256,256.02,243.71,246.81,1065300,246.81
"2011-03-21",250,250.78,245.04,247.5,667800,247.5
"2011-03-22",248.5,250,243.09,243.89,932600,243.89
"2011-03-23",244.32,247.46,240.09,246.98,713400,246.98
"2011-03-24",249.21,251,245.45,250.98,791300,250.98
"2011-03-25",251.82,259,250.01,256.74,882600,256.74
"2011-03-28",258.27,263.53,254.05,257.96,1012400,257.96
"2011-03-29",256.99,266.54,256.21,266.12,1166500,266.12
"2011-03-30",271.52,272.95,266.55,272.2,1198800,272.2
"2011-03-31",270.3,273.92,268.32,272.37,642200,272.37
"2011-04-01",273.26,278,271,274,1073900,274
"2011-04-04",276,277.77,270.21,273.91,662600,273.91
"2011-04-05",272.14,280.58,271.03,278.02,918700,278.02
"2011-04-06",280.05,282,272.07,275.76,846100,275.76
"2011-04-07",273,277.88,272.16,274.7,566000,274.7
"2011-04-08",275.97,277.18,267.31,269.24,880100,269.24
"2011-04-11",268.6,271.59,265,268.41,475000,268.41
"2011-04-12",265.88,277.15,265.07,274.3,1151200,274.3
"2011-04-13",277.72,282.76,275.12,281.31,1113400,281.31
"2011-04-14",280.11,285.97,278.55,282.91,935800,282.91
"2011-04-15",283.99,285.45,280.5,285.13,910700,285.13
"2011-04-18",282.06,285.08,279,283.37,787100,283.37
"2011-04-19",283.31,285.95,279.27,279.85,861800,279.85
"2011-04-20",283.49,289.35,280.45,288.1,2219000,288.1
"2011-04-21",282.48,283,270.81,277.3,3514000,277.3
"2011-04-25",275.54,276.91,271.39,272.65,934700,272.65
"2011-04-26",273,273.88,264.01,264.94,1200000,264.94
"2011-04-27",265.6,268.9,263,263,8272000,263
"2011-04-28",261.9,267.87,260.12,265.64,1111000,265.64
"2011-04-29",265.66,268,264.29,266.79,664000,266.79
"2011-05-02",268.8,270,264.05,267.08,761800,267.08
"2011-05-03",266.14,267.76,257.79,260.41,914100,260.41
"2011-05-04",257.1,261.4,249.58,260.53,1393000,260.53
"2011-05-05",258.4,269.08,257.39,265.77,1076400,265.77
"2011-05-06",270.11,272.46,266.51,268.1,850800,268.1
"2011-05-09",268.1,268.82,264.04,266.41,651000,266.41
"2011-05-10",266.35,269.98,266.28,269.85,504500,269.85
"2011-05-11",270,275.9,269,274.3,1163300,274.3
"2011-05-12",272.07,278.91,271.33,275.88,922000,275.88
"2011-05-13",276.16,281.98,275.9,280.4,1024800,280.4
"2011-05-16",278.7,279.88,272.12,272.69,806900,272.69
"2011-05-17",271,275.11,268.25,274.51,790800,274.51
"2011-05-18",275.17,280.03,274.38,278.75,513800,278.75
