"","ROP.Open","ROP.High","ROP.Low","ROP.Close","ROP.Volume","ROP.Adjusted"
"2008-10-16",42.62,42.62,38.97,41.77,2464700,40.45
"2008-10-17",40.42,45.33,40.13,42.7,1159700,41.35
"2008-10-20",43.27,45.45,43.14,45.21,1013400,43.78
"2008-10-21",44,45.2,43.21,43.39,815600,42.02
"2008-10-22",43.35,43.35,39.88,40.89,951200,39.6
"2008-10-23",41.12,42.72,39.3,42.04,1458800,40.71
"2008-10-24",35.5,41.99,35.22,37.11,1598600,35.94
"2008-10-27",36.41,39.45,35.75,37.94,1017300,36.74
"2008-10-28",38.46,41.47,36.91,41.44,1288500,40.13
"2008-10-29",41.27,45.07,40.64,42.84,1057200,41.49
"2008-10-30",43.06,44.99,43.06,44.5,1046300,43.1
"2008-10-31",44.24,46.16,43.7,45.35,1020300,43.92
"2008-11-03",45.2,46.43,44.46,45.1,659800,43.68
"2008-11-04",46.23,47.65,45.26,46.31,642100,44.85
"2008-11-05",45.85,46.12,43.33,43.43,1051000,42.06
"2008-11-06",42.9,43.64,40.05,40.53,1364000,39.25
"2008-11-07",40.87,42.38,40.56,41.77,701800,40.45
"2008-11-10",43.04,43.81,40.71,41.2,694300,39.9
"2008-11-11",40.59,42.17,39.45,40.57,873300,39.29
"2008-11-12",39.71,39.92,38.33,38.56,816800,37.34
"2008-11-13",38.68,43.02,37.9,43.02,1190100,41.66
"2008-11-14",41.99,42.99,39.39,39.71,998400,38.46
"2008-11-17",39.4,41.09,38.71,39.64,553900,38.39
"2008-11-18",39.71,41.49,39.68,41.49,897200,40.18
"2008-11-19",41.48,41.96,38.23,38.36,829500,37.15
"2008-11-20",38.14,38.31,34.85,35.19,1675100,34.08
"2008-11-21",36.11,38.69,35.31,37.2,2326900,36.03
"2008-11-24",37.2,40,37.19,39.03,1536500,37.8
"2008-11-25",39.4,41.48,38.76,41.3,884400,40
"2008-11-26",40.41,46,40,45.58,1279600,44.14
"2008-11-28",45.04,45.77,44.01,45.77,451900,44.33
"2008-12-01",45.5,45.5,40.49,40.7,1202300,39.42
"2008-12-02",41.38,43.2,40.52,42.94,826900,41.58
"2008-12-03",41.85,44.14,41.07,43.82,931300,42.44
"2008-12-04",42.77,44.36,40.03,40.95,855900,39.66
"2008-12-05",40.36,43.41,39.1,43.27,1070400,41.9
"2008-12-08",45,47.41,44.85,45.66,1315900,44.22
"2008-12-09",41.7,43.83,39.8,42.22,2003600,40.89
"2008-12-10",42.62,43.15,40.83,41.26,1439900,39.96
"2008-12-11",41.08,41.61,38.55,39.12,1514400,37.89
"2008-12-12",38.37,40.48,37.53,39.59,1037800,38.34
"2008-12-15",39.59,39.94,38.1,38.53,898200,37.31
"2008-12-16",38.25,41.53,38.25,41.25,1001900,39.95
"2008-12-17",40.7,42.89,40.14,42.12,486200,40.79
"2008-12-18",42.85,43.25,40.84,41.61,626700,40.3
"2008-12-19",41.91,42.25,41.1,41.6,1030900,40.29
"2008-12-22",40,41.3,38.74,39.72,1075500,38.47
"2008-12-23",40.12,40.81,39.1,39.5,772300,38.25
"2008-12-24",39.06,39.9,38.51,39.73,333300,38.48
"2008-12-26",39.74,40.45,39.49,40.41,361100,39.13
"2008-12-29",40.56,41.06,39.7,40.23,576900,38.96
"2008-12-30",40.77,42.3,40.57,42.25,844400,40.92
"2008-12-31",42.25,43.9,42.25,43.41,592700,42.04
"2009-01-02",43.59,45.08,42.71,44.8,518600,43.39
"2009-01-05",45.01,45.45,44.35,44.89,715300,43.47
"2009-01-06",45.11,46.48,45.11,45.73,614800,44.29
"2009-01-07",45.2,45.2,42.75,42.99,870900,41.71
"2009-01-08",42.9,43.65,42.55,43.56,442200,42.26
"2009-01-09",43.41,43.81,41.39,42.82,571100,41.54
"2009-01-12",42.51,42.65,41.77,42.36,803500,41.1
"2009-01-13",42.2,42.84,41.23,41.79,732800,40.54
"2009-01-14",41.4,41.65,39.96,40.32,635900,39.12
"2009-01-15",39.92,41.91,39.64,41.76,904900,40.52
"2009-01-16",42.63,43.14,40.94,42.08,777600,40.83
"2009-01-20",41.67,41.99,39.86,40.1,747900,38.91
"2009-01-21",40.67,42.13,40.25,42.07,882800,40.82
"2009-01-22",40.98,41.82,39.8,40.92,700200,39.7
"2009-01-23",40.38,42.06,39.76,41.22,556700,39.99
"2009-01-26",41.03,42.55,41.02,41.69,497500,40.45
"2009-01-27",41.85,42.86,41.54,42.71,426600,41.44
"2009-01-28",43.45,44.06,42.83,43.67,833200,42.37
"2009-01-29",42.94,43.07,41.52,42.03,570800,40.78
"2009-01-30",42.29,42.42,40.54,41.14,1197700,39.91
"2009-02-02",40.56,41.3,39.77,40.6,1015800,39.39
"2009-02-03",40.66,41.11,40.07,40.7,1093100,39.49
"2009-02-04",40.54,41.53,39.92,40.25,1041600,39.05
"2009-02-05",39.98,40.94,39.02,39.5,1575600,38.32
"2009-02-06",42.09,45.45,41.51,43.71,2786600,42.41
"2009-02-09",43.66,44.59,43.22,43.8,1132000,42.49
"2009-02-10",43.29,44.3,42.29,42.59,1338200,41.32
"2009-02-11",42.81,43.27,41.57,41.83,1173300,40.58
"2009-02-12",41.53,42.17,40.57,41.95,1362600,40.7
"2009-02-13",42.12,44.29,41.91,43.75,1533800,42.45
"2009-02-17",41.41,43.52,41.41,43.05,1842600,41.77
"2009-02-18",43.48,43.65,42.03,42.85,1297500,41.57
"2009-02-19",43.3,43.82,42.61,42.82,1252400,41.54
"2009-02-20",41.95,43.63,41.95,43.26,1843100,41.97
"2009-02-23",43.38,43.82,40.58,40.65,1144200,39.44
"2009-02-24",40.97,42.42,40.5,42.19,894200,40.93
"2009-02-25",42.01,42.79,40.71,42.11,1150700,40.86
"2009-02-26",42.5,42.97,41.49,41.85,932800,40.6
"2009-02-27",41.21,42.58,40.62,41.35,905100,40.12
"2009-03-02",40.33,40.33,37.89,37.99,1122200,36.86
"2009-03-03",38.56,39.48,38.14,39.01,1253800,37.85
"2009-03-04",39.31,40.66,39.28,40.05,1027000,38.86
"2009-03-05",38.92,39.73,38.28,38.56,950100,37.41
"2009-03-06",38.83,39.23,37.15,38.11,1126800,36.97
"2009-03-09",37.59,38.12,36.82,36.96,719200,35.86
"2009-03-10",37.71,39.74,36.87,39.72,748200,38.54
"2009-03-11",39.9,40.72,39.56,40.21,614400,39.01
"2009-03-12",39.94,41.92,39.08,41.81,599600,40.56
"2009-03-13",42.17,42.29,41.04,41.58,526500,40.34
"2009-03-16",42.24,42.37,41.31,41.42,552300,40.19
"2009-03-17",41.5,42.74,40.87,42.74,484300,41.47
"2009-03-18",42.5,44.79,41.96,44.17,741100,42.85
"2009-03-19",44.67,44.67,42.75,43.08,782500,41.8
"2009-03-20",43.16,43.21,41.36,41.67,728300,40.43
"2009-03-23",42.43,44.39,42.14,44.39,463500,43.07
"2009-03-24",43.41,44.4,43.41,43.44,579500,42.15
"2009-03-25",43.79,44.41,41.61,42.62,887100,41.35
"2009-03-26",43.18,44.33,42.21,44.19,1040400,42.87
"2009-03-27",43.56,43.84,41.79,43.56,981800,42.26
"2009-03-30",42.57,42.57,40.8,41.78,1001600,40.54
"2009-03-31",42.15,43.24,42.03,42.45,667800,41.19
"2009-04-01",41.49,43.22,41.07,43.11,476000,41.83
"2009-04-02",44.07,46.1,43.37,45.81,1101400,44.45
"2009-04-03",45.68,46.55,45.37,45.92,959300,44.55
"2009-04-06",45.97,45.97,44.63,45.21,655500,43.86
"2009-04-07",44.11,44.7,43.2,43.83,809400,42.6
"2009-04-08",44.16,44.52,43.35,44,435300,42.77
"2009-04-09",44.98,46.49,44.54,46.38,584000,45.08
"2009-04-13",46.02,46.29,44.7,45.91,568400,44.62
"2009-04-14",44.63,44.69,42.5,43.88,758500,42.65
"2009-04-15",43.57,44,42.53,43.42,1008300,42.2
"2009-04-16",43.75,46.39,43.36,46.12,856000,44.83
"2009-04-17",46.21,46.43,45.25,46.2,494000,44.91
"2009-04-20",42.88,43.57,40.37,41.03,2179900,39.88
"2009-04-21",40.66,42.36,40.43,42.35,945900,41.16
"2009-04-22",41.67,44.44,41.67,43.4,652900,42.18
"2009-04-23",43.14,43.21,41.32,41.49,1474800,40.33
"2009-04-24",43.07,48.09,42.89,46.48,2012000,45.18
"2009-04-27",45.65,46.53,44.81,45.33,1251700,44.06
"2009-04-28",44.66,45.12,43.71,44.58,874500,43.33
"2009-04-29",44.78,46.23,44.38,45.46,726800,44.19
"2009-04-30",46.04,47.2,45.31,45.59,753200,44.31
"2009-05-01",45.25,46.18,44.43,45.55,724500,44.27
"2009-05-04",45.59,47.44,45.31,47.44,803400,46.11
"2009-05-05",47.36,47.36,46.35,46.91,850200,45.6
"2009-05-06",46.89,47.6,46.2,46.8,513200,45.49
"2009-05-07",47.19,47.24,45.29,45.67,448000,44.39
"2009-05-08",46.59,47.51,46.45,47.01,889600,45.69
"2009-05-11",46.13,47.47,45.81,45.97,430800,44.68
"2009-05-12",46.26,46.6,44.73,45.2,640300,43.93
"2009-05-13",44.46,44.56,42.54,43.25,597800,42.04
"2009-05-14",43.26,43.84,42.89,43.42,509400,42.2
"2009-05-15",43.3,44.13,42.67,42.98,904300,41.78
"2009-05-18",43.58,44.88,43.13,44.88,1008500,43.62
"2009-05-19",44.7,45.67,44.26,44.92,538000,43.66
"2009-05-20",45.3,45.73,43.51,43.64,648900,42.42
"2009-05-21",43.26,43.64,41.88,42.39,558000,41.2
"2009-05-22",42.77,43.19,41.94,42.65,555800,41.46
"2009-05-26",42.15,43.95,41.9,43.75,693300,42.52
"2009-05-27",43.71,43.92,42.69,42.79,785500,41.59
"2009-05-28",43,43.32,41.72,42.25,511200,41.07
"2009-05-29",42.47,42.98,41.74,42.98,537000,41.78
"2009-06-01",43.71,45.04,43.71,44.33,697700,43.09
"2009-06-02",44.3,45.01,44.11,44.27,596000,43.03
"2009-06-03",45.09,46,44.55,44.87,756900,43.61
"2009-06-04",45.04,46.81,44.98,46.76,648300,45.45
"2009-06-05",46.61,47.78,46.61,47.2,719000,45.88
"2009-06-08",46.63,47.95,46.3,47.41,1187000,46.08
"2009-06-09",47.33,47.82,46.37,47.39,886000,46.06
"2009-06-10",47.05,47.66,46.43,47.61,605800,46.28
"2009-06-11",47.7,48.47,47.66,47.99,325400,46.65
"2009-06-12",46.68,47.09,44.75,47.07,841500,45.75
"2009-06-15",46.56,46.62,45.34,45.95,487400,44.66
"2009-06-16",46.26,46.36,45.03,45.16,409900,43.9
"2009-06-17",44.97,46.01,44.69,45.64,679500,44.36
"2009-06-18",45.35,46.29,44.91,45.99,541300,44.7
"2009-06-19",46.42,46.8,45.7,46.16,363000,44.87
"2009-06-22",45.8,45.81,44.08,44.08,505400,42.85
"2009-06-23",44.33,44.41,43.17,43.47,470300,42.25
"2009-06-24",43.87,44.22,42.86,43,890600,41.8
"2009-06-25",42.96,43.81,42.85,43.79,768000,42.56
"2009-06-26",43.65,44.62,43.17,44.21,888400,42.97
"2009-06-29",44.52,45.53,44.1,45.43,1021700,44.16
"2009-06-30",45.17,45.61,44.39,45.31,848400,44.04
"2009-07-01",45.82,46.59,45.59,46.09,763200,44.8
"2009-07-02",45.51,45.6,44.4,45.6,591300,44.32
"2009-07-06",45.15,45.15,43.26,43.63,1255100,42.41
"2009-07-07",43.46,43.75,42.53,42.81,853100,41.61
"2009-07-08",42.8,42.85,41.54,42.27,736200,41.17
"2009-07-09",42.36,42.77,42.07,42.38,366300,41.27
"2009-07-10",42.14,43.04,41.93,42.78,480300,41.66
"2009-07-13",43.09,43.41,41.92,43.41,391700,42.28
"2009-07-14",43.36,43.52,42.83,43.34,563400,42.21
"2009-07-15",44.19,45.07,44.01,44.94,423000,43.77
"2009-07-16",44.83,46.43,44.66,46.22,354100,45.01
"2009-07-17",46.12,46.28,45.34,45.52,450800,44.33
"2009-07-20",45.95,46.45,45.79,46.15,404700,44.94
"2009-07-21",46.67,47.06,45.77,46.33,489200,45.12
"2009-07-22",46.25,47.37,46.09,46.87,468000,45.65
"2009-07-23",46.69,48.3,46.69,48.11,384800,46.85
"2009-07-24",47.5,48.43,47.14,47.17,1132400,45.94
"2009-07-27",47.14,47.3,45.93,46.62,981400,45.4
"2009-07-28",46.54,47.42,45.95,46.71,1051900,45.49
"2009-07-29",46.41,47.04,45.98,46.87,607900,45.65
"2009-07-30",47.48,48.33,47.02,47.94,631300,46.69
"2009-07-31",47.52,48.07,47.46,47.82,492900,46.57
"2009-08-03",48.2,48.3,47.54,48.3,709300,47.04
"2009-08-04",47.86,48.57,47.58,48.37,358700,47.11
"2009-08-05",48.32,48.55,47.22,47.42,349200,46.18
"2009-08-06",47.39,47.75,46.63,46.72,398700,45.5
"2009-08-07",47.22,47.57,46.83,46.97,493300,45.74
"2009-08-10",47.11,47.11,46.23,46.55,220500,45.33
"2009-08-11",46.3,46.47,45.63,46.2,316200,44.99
"2009-08-12",46.08,47.26,46.04,46.68,536200,45.46
"2009-08-13",46.79,46.97,46.37,46.71,279400,45.49
"2009-08-14",46.53,46.78,45.38,45.74,283700,44.55
"2009-08-17",45.11,45.31,44.36,44.5,376100,43.34
"2009-08-18",44.59,45.32,44.48,45.21,498700,44.03
"2009-08-19",44.78,45.82,44.71,45.48,536500,44.29
"2009-08-20",45.54,46.04,45,45.49,375800,44.3
"2009-08-21",46.09,46.32,45.6,46.2,361000,44.99
"2009-08-24",46.2,46.63,46.01,46.11,253700,44.91
"2009-08-25",46.17,47.24,46.09,47.03,463200,45.8
"2009-08-26",47.03,47.94,46.87,47.61,486000,46.37
"2009-08-27",47.72,48.47,46.84,48.28,501800,47.02
"2009-08-28",48.73,49.12,48.29,48.74,473500,47.47
"2009-08-31",48.39,48.39,47.19,47.38,487300,46.14
"2009-09-01",47.23,47.98,46.28,46.45,421800,45.24
"2009-09-02",46.4,47,46.2,46.69,292400,45.47
"2009-09-03",47.12,47.21,46.32,46.78,217300,45.56
"2009-09-04",46.87,47.5,46.6,47.43,294700,46.19
"2009-09-08",48,48.1,47.43,47.84,332000,46.59
"2009-09-09",47.6,48.78,47.56,48.69,491300,47.42
"2009-09-10",48.72,50.15,48.62,50.14,409900,48.83
"2009-09-11",50.11,50.81,49.84,50.63,897300,49.31
"2009-09-14",50.37,51.18,50.36,51.15,755100,49.81
"2009-09-15",51.4,52.36,51.28,52.25,930000,50.89
"2009-09-16",52.67,53.21,52.25,53.05,671200,51.66
"2009-09-17",53.06,53.33,52.11,52.33,529200,50.96
"2009-09-18",52.51,52.62,51.51,51.78,489700,50.43
"2009-09-21",51.48,51.95,51.1,51.82,555800,50.47
"2009-09-22",51.8,52.69,51.8,51.91,676900,50.55
"2009-09-23",51.95,52.07,50.61,50.71,734500,49.39
"2009-09-24",50.72,51.02,49.63,50.21,599200,48.9
"2009-09-25",50.2,51.03,50.05,50.65,477000,49.33
"2009-09-28",51,51.36,50.58,50.98,278000,49.65
"2009-09-29",51.21,51.83,51.07,51.45,316700,50.11
"2009-09-30",51.66,51.79,50.45,50.98,380400,49.65
"2009-10-01",50.66,50.92,48.74,48.84,1e+06,47.56
"2009-10-02",48.24,48.64,47.31,47.5,1025200,46.26
"2009-10-05",47.6,48.29,47.56,48.05,597000,46.79
"2009-10-06",48.4,49.07,48.03,48.64,468200,47.37
"2009-10-07",48.27,48.73,48.05,48.38,557400,47.2
"2009-10-08",48.76,49.97,48.7,49.95,705900,48.73
"2009-10-09",50,50.72,49.97,50.66,386100,49.42
"2009-10-12",50.65,51.12,50.63,50.91,221800,49.66
"2009-10-13",50.98,51.56,50.63,51.12,646200,49.87
"2009-10-14",51.76,52.34,51.5,52.07,426200,50.8
"2009-10-15",51.62,52.2,51.6,52.16,465200,50.88
"2009-10-16",51.06,51.86,50.99,51.61,355700,50.35
"2009-10-19",51.52,52.53,51.36,52.44,434600,51.16
"2009-10-20",52.66,52.66,51.14,51.57,546200,50.31
"2009-10-21",51.5,52.41,51.23,51.36,683400,50.1
"2009-10-22",51.36,52.25,51,52.06,398900,50.79
"2009-10-23",52.39,52.46,51.34,52.21,669000,50.93
"2009-10-26",50.03,52.39,48.67,52.06,2747100,50.79
"2009-10-27",52.34,52.45,50,50.8,1217400,49.56
"2009-10-28",50.72,50.92,50,50.8,1491300,49.56
"2009-10-29",51.01,51.53,50.66,51.45,880800,50.19
"2009-10-30",51.37,52.78,50.34,50.55,2035200,49.31
"2009-11-02",50.68,51.07,49.53,50.22,880800,48.99
"2009-11-03",49.76,50.75,49.76,50.67,969700,49.43
"2009-11-04",51.13,51.36,50.43,50.46,688000,49.23
"2009-11-05",50.96,52.18,50.96,52.13,856400,50.86
"2009-11-06",51.69,52.45,51.49,52.35,691600,51.07
"2009-11-09",52.83,53.22,52.26,53.17,1073800,51.87
"2009-11-10",53.07,53.81,52.77,53.12,561000,51.82
"2009-11-11",53.58,53.69,52.56,53.03,407500,51.73
"2009-11-12",52.87,53.5,51.92,52.16,471600,50.88
"2009-11-13",52.29,53.21,51.89,52.78,408000,51.49
"2009-11-16",53,54.32,52.8,54,618700,52.68
"2009-11-17",53.75,54.02,53.6,53.98,625500,52.66
"2009-11-18",53.93,54.06,53.48,53.63,555700,52.32
"2009-11-19",53.25,53.43,51.56,52.49,952800,51.21
"2009-11-20",52.2,53,52.12,52.88,528500,51.59
"2009-11-23",53.38,54.11,53.08,53.59,501200,52.28
"2009-11-24",53.77,53.8,52.84,53.12,352100,51.82
"2009-11-25",53.18,53.5,52.79,52.9,373100,51.61
"2009-11-27",52.01,52.65,51.27,52.24,188500,50.96
"2009-11-30",52.01,52.18,51.31,52.04,416400,50.77
"2009-12-01",52.52,53.84,52.39,53.35,668200,52.05
"2009-12-02",53.29,54.1,52.95,53.12,612100,51.82
"2009-12-03",53.2,53.73,52.75,52.75,253300,51.46
"2009-12-04",53.35,54.1,53.14,53.73,447000,52.42
"2009-12-07",53.82,54.17,53.31,53.57,289600,52.26
"2009-12-08",53.11,53.34,52.4,52.74,424900,51.45
"2009-12-09",52.71,53.04,51.89,53,610500,51.7
"2009-12-10",53.45,53.93,53.03,53.79,785500,52.47
"2009-12-11",54.19,54.35,53.62,54.35,474900,53.02
"2009-12-14",54.54,54.58,53.94,54.03,519600,52.71
"2009-12-15",53.73,53.8,53.19,53.28,583300,51.98
"2009-12-16",54.8,55.5,54.65,55.04,1424200,53.69
"2009-12-17",54.41,54.59,53.97,54.12,661400,52.8
"2009-12-18",54.39,54.6,54.01,54.19,978900,52.86
"2009-12-21",54.06,55.32,53.9,54.67,618400,53.33
"2009-12-22",54.73,55.04,53.25,53.25,15940700,51.95
"2009-12-23",53.55,53.62,52.27,53,2543400,51.7
"2009-12-24",53.27,53.57,53.04,53.21,377400,51.91
"2009-12-28",53.42,54.12,53.31,53.56,771900,52.25
"2009-12-29",53.5,53.92,53.34,53.79,554000,52.47
"2009-12-30",53.71,53.79,52.95,53.19,500400,51.89
"2009-12-31",53.17,53.39,52.36,52.37,355900,51.09
"2010-01-04",53.02,53.24,52.38,52.54,927900,51.25
"2010-01-05",52.59,52.59,51.62,51.87,1102500,50.6
"2010-01-06",51.66,52.3,51.43,52.27,1099800,51.09
"2010-01-07",51.39,52.24,51.11,52.07,1394200,50.89
"2010-01-08",52.05,52.51,51.7,52.44,720400,51.25
"2010-01-11",52.66,53.07,52.3,52.66,507000,51.47
"2010-01-12",52.24,52.8,52.24,52.62,773500,51.43
"2010-01-13",52.59,52.71,51.86,52.43,575300,51.24
"2010-01-14",52.14,52.58,51.95,52.5,540700,51.31
"2010-01-15",52.4,52.45,51.48,51.71,403900,50.54
"2010-01-19",53.33,54.18,53.22,53.84,1100800,52.62
"2010-01-20",53.28,53.94,52.42,53.3,819600,52.09
"2010-01-21",53.03,53.32,52.24,52.26,566200,51.08
"2010-01-22",51.9,52.23,51.05,51.11,761200,49.95
"2010-01-25",51.57,51.84,51,51.26,446300,50.1
"2010-01-26",51.27,51.93,50.95,51,480700,49.84
"2010-01-27",50.82,51.03,49.84,50.67,506900,49.52
"2010-01-28",50.68,50.83,49.9,50.35,337700,49.21
"2010-01-29",50.61,51.27,50.03,50.08,675400,48.94
"2010-02-01",50.31,50.8,50.23,50.49,493100,49.35
"2010-02-02",50.71,51.48,50.64,51.39,690700,50.23
"2010-02-03",53.98,54.2,53.06,53.6,1381400,52.39
"2010-02-04",52.99,53.92,52.74,53.08,1150200,51.88
"2010-02-05",52.99,53.29,51.24,52.52,811100,51.33
"2010-02-08",52.45,52.6,51.72,51.8,460300,50.63
"2010-02-09",52.2,52.91,51.81,52.24,747000,51.06
"2010-02-10",51.99,52.33,51.01,51.75,662700,50.58
"2010-02-11",51.53,53.03,51.12,52.96,794100,51.76
"2010-02-12",52.1,52.96,51.79,52.9,1039200,51.7
"2010-02-16",53.06,53.9,53.05,53.84,479800,52.62
"2010-02-17",54.35,54.42,53.61,53.91,433100,52.69
"2010-02-18",53.72,54.93,53.72,54.84,489400,53.6
"2010-02-19",54.72,56.11,54.61,55.52,1145000,54.26
"2010-02-22",55.59,56.03,54.99,55.2,735600,53.95
"2010-02-23",55.13,55.22,54.17,54.48,514700,53.25
"2010-02-24",54.53,55.11,54.44,55.06,700900,53.81
"2010-02-25",54.14,54.95,53.7,54.82,580400,53.58
"2010-02-26",54.86,55.63,54.13,55.44,855500,54.18
"2010-03-01",55.59,55.96,55.41,55.7,531500,54.44
"2010-03-02",55.85,56.1,55.57,55.69,408300,54.43
"2010-03-03",56.02,56.29,55.72,55.76,678700,54.5
"2010-03-04",55.98,55.98,55.41,55.7,343300,54.44
"2010-03-05",56.03,56.5,55.78,56.4,336600,55.12
"2010-03-08",56.4,56.97,56.16,56.77,607300,55.48
"2010-03-09",56.5,57,56.36,56.68,540400,55.4
"2010-03-10",56.55,57.08,56.52,56.94,501900,55.65
"2010-03-11",56.73,57.67,56.37,57.66,831600,56.35
"2010-03-12",57.92,58.06,57.25,58.05,491900,56.73
"2010-03-15",58.09,58.24,56.99,57.25,1081700,55.95
"2010-03-16",57.41,57.98,57.31,57.91,445200,56.6
"2010-03-17",57.95,58.46,57.91,58.34,462900,57.02
"2010-03-18",58.23,58.42,57.64,57.8,463800,56.49
"2010-03-19",57.92,58.22,57.12,57.26,1176200,55.96
"2010-03-22",57.1,57.85,56.96,57.49,459200,56.19
"2010-03-23",57.5,57.99,57.3,57.92,329200,56.61
"2010-03-24",57.83,58.06,57.2,57.3,340200,56
"2010-03-25",57.59,57.64,56.75,56.85,316500,55.56
"2010-03-26",56.94,57.46,56.66,56.87,321200,55.58
"2010-03-29",57.01,57.09,56.3,56.96,578400,55.67
"2010-03-30",57.04,58.26,56.87,57.75,775500,56.44
"2010-03-31",57.48,58.25,57.48,57.84,520100,56.53
"2010-04-01",58.04,58.6,58.04,58.6,514800,57.27
"2010-04-05",58.87,59.29,58.69,58.97,373900,57.63
"2010-04-06",58.66,59.52,58.4,59.47,545500,58.12
"2010-04-07",59.15,59.85,58.9,59.52,672400,58.26
"2010-04-08",59.47,60.23,59.21,60.05,653300,58.78
"2010-04-09",60.1,60.47,59.83,60.38,399000,59.11
"2010-04-12",60.52,60.98,60.4,60.87,469900,59.59
"2010-04-13",60.69,61.04,60.36,60.97,429000,59.68
"2010-04-14",61.13,61.42,60.69,61.41,543600,60.11
"2010-04-15",61.15,61.71,60.98,61.68,450700,60.38
"2010-04-16",61.24,61.5,60.36,60.8,488600,59.52
"2010-04-19",60.68,60.88,59.96,60.65,394100,59.37
"2010-04-20",61.05,61.42,60.85,61.29,336100,60
"2010-04-21",61.21,61.61,60.96,61.49,339500,60.19
"2010-04-22",61.18,62.63,60.8,62.46,512700,61.14
"2010-04-23",62.17,63.95,61.88,63.91,705700,62.56
"2010-04-26",63.16,63.5,60.71,61.03,1325000,59.74
"2010-04-27",61.04,62.71,60.86,61.02,854900,59.73
"2010-04-28",61.26,61.46,60.33,60.56,681500,59.28
"2010-04-29",60.88,62.6,60.88,62.41,882100,61.09
"2010-04-30",62.48,62.84,60.92,61.02,688500,59.73
"2010-05-03",61.15,62.38,61.15,62.35,364500,61.03
"2010-05-04",61.48,61.48,60.12,60.53,523200,59.25
"2010-05-05",60.06,60.32,59.53,59.98,737800,58.71
"2010-05-06",59.81,60.56,55.08,57.98,1012800,56.76
"2010-05-07",57.72,59,56.71,57.48,1310500,56.27
"2010-05-10",59.9,61.3,59.22,61.08,735400,59.79
"2010-05-11",60.37,61.3,60.19,60.65,608800,59.37
"2010-05-12",60.79,61.99,60.79,61.94,490500,60.63
"2010-05-13",61.68,62.25,61.43,61.58,287200,60.28
"2010-05-14",61.26,61.33,59.64,60.3,461200,59.03
"2010-05-17",60.45,61.37,59.85,60.75,866100,59.47
"2010-05-18",61.3,61.68,60.1,60.16,627900,58.89
"2010-05-19",59.84,60.49,57.98,59.12,890200,57.87
"2010-05-20",57.59,58.23,56.8,56.85,845000,55.65
"2010-05-21",56.92,58.29,56.05,58.04,913200,56.82
"2010-05-24",57.97,58.08,57.26,57.29,696800,56.08
"2010-05-25",55.81,56.74,54.91,56.74,838500,55.54
"2010-05-26",56.87,57.91,56.72,56.9,665100,55.7
"2010-05-27",57.91,58.87,57.74,58.87,510500,57.63
"2010-05-28",58.75,58.89,57.51,58.02,778500,56.8
"2010-06-01",57.38,57.98,56.62,56.62,673500,55.43
"2010-06-02",56.78,58.47,56.41,58.42,646600,57.19
"2010-06-03",58.41,59.27,58.41,59.19,612700,57.94
"2010-06-04",58.09,58.45,56.32,56.52,585300,55.33
"2010-06-07",56.64,56.8,55.4,55.47,709900,54.3
"2010-06-08",55.43,56.06,54.88,55.95,569500,54.77
"2010-06-09",56.33,57.07,55.88,56.1,554900,54.92
"2010-06-10",57.13,58.13,57.04,58.1,495700,56.87
"2010-06-11",57.45,58.35,57.41,58.28,295200,57.05
"2010-06-14",58.53,59.45,58.53,58.86,832900,57.62
"2010-06-15",59.1,60.52,58.97,60.44,432900,59.16
"2010-06-16",59.97,60.55,59.93,60.18,633300,58.91
"2010-06-17",60.25,60.49,59.61,60.42,320000,59.14
"2010-06-18",59.82,60.86,59.82,60.62,475000,59.34
"2010-06-21",61.34,61.47,60.05,60.3,389900,59.03
"2010-06-22",60.43,60.97,58.97,59.05,411300,57.8
"2010-06-23",59.28,59.64,58.43,59.21,398000,57.96
"2010-06-24",58.64,59.24,57.84,57.94,364700,56.72
"2010-06-25",57.97,58.17,57.2,57.97,1051900,56.75
"2010-06-28",58.18,58.49,57.45,57.85,470800,56.63
"2010-06-29",57,57.12,55.48,55.84,665700,54.66
"2010-06-30",55.58,56.97,55.42,55.96,823800,54.78
"2010-07-01",55.9,56.02,54.25,55.07,964700,53.91
"2010-07-02",55.23,55.44,54.37,54.78,722400,53.62
"2010-07-06",55.39,55.82,54.21,54.79,507900,53.63
"2010-07-07",54.72,56.11,54.58,56.11,593200,55.02
"2010-07-08",56.52,56.85,55.99,56.76,536700,55.66
"2010-07-09",56.88,57.12,56.52,56.9,470200,55.8
"2010-07-12",56.62,56.9,56.1,56.58,288200,55.48
"2010-07-13",57.22,58.14,57.06,57.88,342900,56.76
"2010-07-14",57.58,58.41,57.51,58.3,490300,57.17
"2010-07-15",58.19,58.61,57.22,58.49,491800,57.36
"2010-07-16",58.16,58.16,56.76,56.93,511400,55.83
"2010-07-19",57.03,57.33,56.47,57.21,208400,56.1
"2010-07-20",56.64,58.27,56.45,58.15,290800,57.02
"2010-07-21",58.64,58.93,58.03,58.32,956300,57.19
"2010-07-22",59.17,60.36,59,60.12,757500,58.95
"2010-07-23",60.08,62.31,59.96,62.01,980900,60.81
"2010-07-26",62.14,65.17,62.02,63.49,1445400,62.26
"2010-07-27",64.22,65.77,62.69,62.83,1073000,61.61
"2010-07-28",62.77,62.92,61.83,62.12,658000,60.91
"2010-07-29",62.7,62.75,61.41,62.08,498800,60.88
