"","NEM.Open","NEM.High","NEM.Low","NEM.Close","NEM.Volume","NEM.Adjusted"
"2009-03-13",38.01,38.83,37.5,38.54,6228600,34.77
"2009-03-16",38.1,38.51,37.35,37.47,8265800,33.8
"2009-03-17",36.92,37.87,36.1,36.61,9066900,33.02
"2009-03-18",36,40.3,35.46,40.14,18763400,36.21
"2009-03-19",40.92,43.4,40.6,42.9,14591600,38.7
"2009-03-20",42.51,44.8,42.35,44.19,14016300,39.86
"2009-03-23",43.75,45.25,43.29,44.67,9924400,40.3
"2009-03-24",43.59,44.55,42.4,43.88,7890400,39.58
"2009-03-25",43.9,46.2,43.44,45.86,10589900,41.37
"2009-03-26",46.09,47.31,45.7,46.9,9241400,42.31
"2009-03-27",46.07,46.23,45.07,45.65,6442100,41.18
"2009-03-30",44.82,46.52,44.4,45.3,7145500,40.86
"2009-03-31",45.88,45.88,44.2,44.76,7216000,40.38
"2009-04-01",45.22,47.45,44.57,47.4,9106800,42.76
"2009-04-02",46.53,46.53,45.16,46.24,10071800,41.71
"2009-04-03",46.18,46.72,43.22,43.89,9755600,39.59
"2009-04-06",42.66,42.95,41.06,42.8,8946700,38.61
"2009-04-07",43.35,43.69,42.4,42.62,6430100,38.45
"2009-04-08",43.31,43.31,41.2,41.9,5561000,37.8
"2009-04-09",42,42.47,41.5,41.78,4523400,37.69
"2009-04-13",42.71,42.91,41.5,42.08,5241000,37.96
"2009-04-14",42.09,42.83,41.81,41.85,5720900,37.75
"2009-04-15",41.87,42.72,41.52,42.3,5393400,38.16
"2009-04-16",41.84,42.15,39.57,39.8,7242300,35.9
"2009-04-17",39.8,39.99,37.54,38.14,9811400,34.4
"2009-04-20",38.78,40,38.5,39.06,8265100,35.23
"2009-04-21",39.91,40,38,38.87,5972800,35.06
"2009-04-22",38.75,39.28,38.17,38.37,6815300,34.61
"2009-04-23",38.43,39.6,37.9,38.73,8077100,34.94
"2009-04-24",39.29,41.46,39.05,41.29,8118700,37.25
"2009-04-27",40.85,42.05,40.46,41.68,7794300,37.6
"2009-04-28",40.52,41.03,39.79,40.02,5385200,36.1
"2009-04-29",41.09,41.16,40.01,40.71,4085500,36.72
"2009-04-30",39.86,40.36,39.02,40.24,6856700,36.3
"2009-05-01",40.02,40.02,38.35,38.73,6034800,34.94
"2009-05-04",39.07,40.99,38.91,40.95,5804400,36.94
"2009-05-05",41.38,41.75,40.61,41.14,5221900,37.11
"2009-05-06",41.82,42.81,41.48,42.67,6100500,38.49
"2009-05-07",43.14,44.16,42.3,42.75,7173800,38.56
"2009-05-08",42.78,43.92,42.28,43.78,5925600,39.49
"2009-05-11",43.41,43.52,41.75,42.71,5330400,38.53
"2009-05-12",43.26,44.73,43.09,44.32,7097400,39.98
"2009-05-13",43.53,44.75,42.63,42.96,6897400,38.75
"2009-05-14",42.82,43.93,41.92,43.67,6416400,39.39
"2009-05-15",43.62,44.06,42.16,42.64,6595800,38.46
"2009-05-18",42.99,43,41.61,42.39,6133100,38.24
"2009-05-19",42.59,44.2,42.14,43.57,5640100,39.3
"2009-05-20",44.06,46.22,44.06,45.55,7317000,41.09
"2009-05-21",45.42,46.75,44.21,46.62,9385200,42.05
"2009-05-22",47.06,47.59,46.62,47.04,6810900,42.43
"2009-05-26",45.79,47.42,45.29,47.19,7669400,42.57
"2009-05-27",47.14,47.84,45.81,45.87,7241100,41.38
"2009-05-28",46.31,48.02,46.31,47.35,6584900,42.71
"2009-05-29",48.4,49.18,47.96,48.87,8569700,44.08
"2009-06-01",48.88,49.84,47.78,47.99,9924700,43.29
"2009-06-02",48.03,48.81,47.3,48.52,9158400,43.77
"2009-06-03",47.94,48.19,45.67,46.42,8627500,41.96
"2009-06-04",46.92,47.85,46.59,47.44,6096300,42.88
"2009-06-05",46.04,46.32,44.43,44.84,9232400,40.53
"2009-06-08",44.21,44.84,43.4,44.66,6491300,40.37
"2009-06-09",45.1,45.5,44.26,44.89,5337500,40.58
"2009-06-10",45.35,45.61,43.81,44.45,6794900,40.18
"2009-06-11",43.95,44.88,43.67,44.11,6733000,39.87
"2009-06-12",43.2,43.36,42.15,42.71,6272100,38.61
"2009-06-15",42.4,42.43,41.39,41.58,6558300,37.59
"2009-06-16",42.1,42.63,41.4,41.88,5992100,37.86
"2009-06-17",41.87,42.26,41.06,41.98,5722500,37.95
"2009-06-18",42.05,42.81,41.31,41.41,6659100,37.43
"2009-06-19",41.86,42.23,41.04,41.88,9234100,37.86
"2009-06-22",40.55,40.98,39.81,39.87,6549700,36.04
"2009-06-23",40.03,41.5,39.93,41.32,6296400,37.35
"2009-06-24",42,42.41,41.42,42.02,6110900,37.98
"2009-06-25",42.17,43.1,42,43.08,5766400,38.94
"2009-06-26",43.35,43.36,42.13,42.5,4896500,38.42
"2009-06-29",42.54,42.88,42.08,42.33,5277600,38.26
"2009-06-30",42.24,42.45,40.65,40.87,6791200,36.94
"2009-07-01",41.78,42.73,41.44,42.18,6946000,38.13
"2009-07-02",41.17,41.58,40.21,40.26,6293800,36.39
"2009-07-06",39.64,39.8,38.7,39.46,6888200,35.67
"2009-07-07",39.76,40.29,39.2,39.37,5340600,35.59
"2009-07-08",39.17,39.63,37.5,37.95,8888900,34.3
"2009-07-09",38.44,39.13,37.95,38.04,6670300,34.39
"2009-07-10",37.66,38.26,37.22,37.89,6750700,34.25
"2009-07-13",37.69,38.5,36.77,38.45,6504900,34.76
"2009-07-14",38.97,39.31,38.51,39.11,5044600,35.35
"2009-07-15",39.98,40.68,39.98,40.45,6239900,36.56
"2009-07-16",40.17,41.03,39.73,40.86,4387000,36.93
"2009-07-17",40.92,41.34,40.52,41.14,4570300,37.19
"2009-07-20",42.43,42.61,41.48,42.14,4628900,38.09
"2009-07-21",42.4,42.71,41.11,42.25,5762300,38.19
"2009-07-22",41.88,42.72,41.34,41.98,6072500,37.95
"2009-07-23",41.29,42.55,41.16,41.76,6389800,37.75
"2009-07-24",41.69,42.2,41.37,41.76,3296800,37.75
"2009-07-27",42,42.22,41.38,41.58,3546700,37.59
"2009-07-28",40.99,41.05,39.5,40.34,5731100,36.46
"2009-07-29",39.84,39.98,38.71,39.37,6263800,35.59
"2009-07-30",40.27,40.55,39.7,39.81,5745000,35.99
"2009-07-31",39.66,41.79,39.46,41.35,6329600,37.38
"2009-08-03",42,42.75,41.5,41.84,6621300,37.82
"2009-08-04",41.81,42.83,41.53,42.05,5648000,38.01
"2009-08-05",42.14,42.29,40.97,41.91,5303900,37.88
"2009-08-06",42.15,42.36,41.28,42.32,5788500,38.25
"2009-08-07",42.34,42.5,41.45,41.54,5359000,37.55
"2009-08-10",41.08,41.24,40.56,40.74,4208000,36.83
"2009-08-11",40.58,40.79,39.89,40.2,4162000,36.34
"2009-08-12",39.99,40.88,39.95,40.47,4271800,36.58
"2009-08-13",41.13,42,40.84,41.47,4910900,37.49
"2009-08-14",41.73,41.78,40.34,40.63,5329800,36.73
"2009-08-17",39.26,39.43,38.7,38.77,6909900,35.05
"2009-08-18",38.97,39.48,38.79,39.23,4522000,35.46
"2009-08-19",38.86,40.02,38.53,39.68,5781400,35.87
"2009-08-20",39.59,40.27,39.5,40.04,3969600,36.19
"2009-08-21",41.13,41.15,40.43,40.84,5964800,36.92
"2009-08-24",40.88,41.49,39.88,39.94,6511200,36.1
"2009-08-25",40.62,41.14,40.12,40.3,4716800,36.43
"2009-08-26",40.27,40.27,39.51,39.88,4136200,36.05
"2009-08-27",39.83,40.73,39.06,40.57,4781500,36.67
"2009-08-28",41.09,41.44,40.52,41.42,6983400,37.44
"2009-08-31",40.63,40.64,39.7,40.19,7517800,36.33
"2009-09-01",40.14,40.9,39.7,40.18,10278000,36.32
"2009-09-02",40.7,44.09,40.7,43.9,13715600,39.68
"2009-09-03",44.37,46.25,43.7,45.77,14893600,41.47
"2009-09-04",45.22,46.93,44.76,46.23,7955800,41.88
"2009-09-08",47.79,48,45.49,45.7,13139300,41.4
"2009-09-09",45.98,46.37,44.37,44.88,11607900,40.66
"2009-09-10",44.79,46.58,44.66,46.12,8219000,41.78
"2009-09-11",47.3,47.4,46.25,46.53,9405700,42.16
"2009-09-14",45.69,46.67,45.27,45.76,6943800,41.46
"2009-09-15",45.53,47.25,45.53,46.73,8873900,42.34
"2009-09-16",47.85,47.98,46.91,47.12,8310900,42.69
"2009-09-17",46.84,47.53,45.14,45.83,9543400,41.52
"2009-09-18",46.11,46.17,44.82,44.96,9982000,40.73
"2009-09-21",43.77,44.69,43.17,44.41,8654400,40.24
"2009-09-22",45.63,46.39,45.11,45.22,9490200,40.97
"2009-09-23",45.03,45.54,43.48,43.59,8935200,39.49
"2009-09-24",44.28,44.45,42.75,43.28,10454700,39.21
"2009-09-25",42.78,43.45,42.34,42.83,8591400,38.8
"2009-09-28",42.92,43.81,42.59,42.67,6381200,38.66
"2009-09-29",42.78,44.46,42.64,43.73,9394000,39.62
"2009-09-30",44.23,44.64,43.2,44.02,9607700,39.88
"2009-10-01",44.18,44.18,42.31,42.4,8613200,38.41
"2009-10-02",42.22,43.35,41.95,42.12,8343600,38.16
"2009-10-05",42.54,43.59,42.16,43.2,7172200,39.14
"2009-10-06",44.78,46.67,44.66,46.21,13969600,41.87
"2009-10-07",46.74,46.9,45.63,46.58,8182400,42.2
"2009-10-08",47.03,47.7,46.1,47.01,11192900,42.59
"2009-10-09",46.46,47.19,45.9,46.5,6658500,42.13
"2009-10-12",47.02,47.4,46.04,46.48,5223700,42.11
"2009-10-13",46.88,48.2,46.69,47.68,9646200,43.2
"2009-10-14",47.92,48,47.2,47.35,7121200,42.9
"2009-10-15",46.52,47.13,46.24,46.56,7091400,42.18
"2009-10-16",46.56,47.3,46.22,46.64,7113500,42.26
"2009-10-19",46.67,47.06,45.96,46.97,8133000,42.55
"2009-10-20",47.05,47.05,45.14,45.99,6763600,41.67
"2009-10-21",45.42,46.91,45.31,45.57,7407800,41.29
"2009-10-22",45.48,45.74,44.65,45.52,6195700,41.24
"2009-10-23",46.22,46.41,44.77,44.91,5786500,40.69
"2009-10-26",44.81,45.52,42.97,43.34,9238300,39.27
"2009-10-27",43.33,43.78,42.75,43.28,7466100,39.21
"2009-10-28",43.12,43.59,41.45,41.5,9629900,37.6
"2009-10-29",42.98,43.6,41.91,43,13358000,38.96
"2009-10-30",42.61,43.9,42.03,43.46,11243900,39.37
"2009-11-02",44.15,44.89,42.51,43.57,11030400,39.47
"2009-11-03",43.12,46.62,43.09,46.48,14008700,42.11
"2009-11-04",46.67,48.05,46.65,47.37,14633600,42.92
"2009-11-05",47.49,47.7,46.79,47.25,7235100,42.81
"2009-11-06",47.41,49.56,47.35,49.04,11746700,44.43
"2009-11-09",50.07,51.3,50.01,50.56,11733700,45.81
"2009-11-10",50.35,50.99,49.56,50.46,8253900,45.72
"2009-11-11",51.61,51.97,51,51.24,10316200,46.42
"2009-11-12",50.81,51.15,49.42,49.64,9969500,44.97
"2009-11-13",49.76,51.58,49.7,50.99,8744600,46.2
"2009-11-16",51.99,53,51.64,52.39,8988200,47.47
"2009-11-17",51.69,52.82,51.43,52.82,6679200,47.85
"2009-11-18",53.3,53.81,52.26,52.7,9697000,47.75
"2009-11-19",52.01,52.79,51.09,52.66,7612700,47.71
"2009-11-20",52.01,52.6,51.55,52.26,6994100,47.35
"2009-11-23",53.82,54.87,53.17,53.34,9617900,48.33
"2009-11-24",53.54,53.56,52.66,53.35,7877600,48.33
"2009-11-25",53.94,54.94,53.74,54.9,8111200,49.74
"2009-11-27",52.35,54.15,52.18,53.35,5970100,48.33
"2009-11-30",53,54.06,52.8,53.64,6409400,48.6
"2009-12-01",54.9,56.45,54.84,55.66,10244200,50.43
"2009-12-02",56.02,56.41,55.34,55.83,10496000,50.58
"2009-12-03",55.2,55.82,54.27,54.58,8852000,49.45
"2009-12-04",53.18,53.26,50.65,52.05,16680500,47.24
"2009-12-07",51,52.9,50.61,51.83,9528600,47.04
"2009-12-08",51.05,51.4,50.04,50.33,8272400,45.68
"2009-12-09",50.63,51.82,50.56,51.74,9282600,46.96
"2009-12-10",51.9,52.38,51.17,51.69,7389400,46.92
"2009-12-11",51.6,52.23,50.79,51.18,7973100,46.45
"2009-12-14",51.55,52.12,51.25,51.57,5767400,46.81
"2009-12-15",51.13,51.98,50.39,50.59,5902200,45.92
"2009-12-16",50.95,51.62,50.37,50.71,5985400,46.03
"2009-12-17",49.84,50.17,47.5,47.63,15988600,43.23
"2009-12-18",47.77,48.66,47.53,48.26,14602700,43.8
"2009-12-21",48.66,48.66,46.6,46.98,10587700,42.64
"2009-12-22",47,47.45,46.34,46.75,9596600,42.43
"2009-12-23",47.1,48.5,46.83,48.04,6834000,43.6
"2009-12-24",48.41,48.71,47.87,47.98,2099400,43.55
"2009-12-28",48.22,48.43,47.02,47.81,4610300,43.4
"2009-12-29",47.94,48.16,47.32,47.76,4149000,43.35
"2009-12-30",47.37,47.83,47.06,47.59,3405100,43.2
"2009-12-31",47.92,48.19,47.26,47.31,3026500,42.94
"2010-01-04",48.9,49.18,48.19,48.45,5625400,43.98
"2010-01-05",48.48,49.13,47.77,48.58,7190500,44.09
"2010-01-06",49.17,50.09,49.12,49.61,8018700,45.03
"2010-01-07",49.51,49.51,48.69,49.29,7620300,44.74
"2010-01-08",49.51,49.79,48.56,49.62,5953700,45.04
"2010-01-11",50.99,51.25,49.92,50.18,6421400,45.55
"2010-01-12",49.65,49.82,47.93,48.52,8458000,44.04
"2010-01-13",48.79,48.99,47.72,48.75,5554900,44.25
"2010-01-14",48.8,48.94,47.86,48.42,5055000,43.95
"2010-01-15",47.94,48.07,47.14,47.61,9045000,43.21
"2010-01-19",47.54,48.49,47.48,48.44,6408300,43.97
"2010-01-20",47.14,47.33,45.22,46.41,12139900,42.12
"2010-01-21",46.04,46.2,44.35,44.44,15469500,40.34
"2010-01-22",44.06,45.69,43.86,44.43,13058700,40.33
"2010-01-25",45.06,45.06,44.02,44.13,8405600,40.05
"2010-01-26",43.71,45.04,43.62,44.24,8376100,40.15
"2010-01-27",44.25,44.55,43.41,44.19,8942000,40.11
"2010-01-28",44.69,44.87,43.01,43.99,10195200,39.93
"2010-01-29",43.87,44.44,42.8,42.86,8932100,38.9
"2010-02-01",43.48,45.54,43.4,45.54,11549200,41.33
"2010-02-02",45.9,46.05,45,45.27,8713400,41.09
"2010-02-03",45.26,46.28,45.25,45.87,10948900,41.63
"2010-02-04",44.81,45.04,43.39,43.54,12661700,39.52
"2010-02-05",43.39,46.29,43.11,46.23,17170600,41.96
"2010-02-08",45.82,45.97,44.38,44.41,10289000,40.31
"2010-02-09",45.17,46.07,44.85,45.82,12685300,41.59
"2010-02-10",45.32,45.83,44.33,45.33,8631200,41.14
"2010-02-11",45.54,46.93,45.19,46.76,11208700,42.44
"2010-02-12",45.97,46.68,45.49,46.53,8136000,42.23
"2010-02-16",47.74,47.97,46.89,47.42,11204300,43.04
"2010-02-17",47.32,47.86,46.92,47.24,12083800,42.88
"2010-02-18",47.3,48.95,47.3,48.41,10410600,43.94
"2010-02-19",47.76,49,47.47,48.54,8567900,44.06
"2010-02-22",48.57,48.69,47.46,47.73,6265300,43.32
"2010-02-23",47.56,47.96,46.09,46.58,8061600,42.28
"2010-02-24",46.34,47.01,46.07,46.48,8617800,42.19
"2010-02-25",46.79,49.59,45.58,49.02,16562300,44.49
"2010-02-26",49.19,49.5,48.3,49.28,7766600,44.73
"2010-03-01",49.46,50.43,48.85,50.28,8046300,45.64
"2010-03-02",50.56,52.4,50.52,51.7,11242500,46.93
"2010-03-03",52.03,52.57,51.71,51.94,7710600,47.14
"2010-03-04",51.61,51.84,50.31,50.86,10462900,46.16
"2010-03-05",51.15,51.77,50.86,51.55,7407700,46.79
"2010-03-08",51.66,52,50.89,51.06,5581200,46.34
"2010-03-09",50.52,51.72,50.52,51.17,6957900,46.44
"2010-03-10",51.12,51.59,49.94,50.27,9014400,45.72
"2010-03-11",49.9,50.51,49.41,50.42,6454000,45.85
"2010-03-12",50.56,50.69,49.53,50.04,5657200,45.51
"2010-03-15",50.05,50.24,49.34,49.73,6028800,45.23
"2010-03-16",50.7,51.5,50.41,51.34,8537300,46.69
"2010-03-17",51.18,51.83,51.03,51.23,6066100,46.59
"2010-03-18",51.42,52.19,50.94,51.27,6426500,46.63
"2010-03-19",51.64,51.78,50.44,50.76,7823000,46.16
"2010-03-22",50.07,51.44,49.87,51.4,6020300,46.74
"2010-03-23",51.18,52.06,50.6,51.45,6236300,46.79
"2010-03-24",50.51,50.72,49.63,49.72,8770300,45.22
"2010-03-25",50.04,50.28,48.28,48.35,9640200,43.97
"2010-03-26",48.67,49.59,48.2,49.38,6884300,44.91
"2010-03-29",49.69,50.47,49.45,50.37,6441200,45.81
"2010-03-30",50.49,50.95,50.29,50.74,6862500,46.14
"2010-03-31",51.64,51.84,50.82,50.93,5625600,46.32
"2010-04-01",51.5,53.16,51.19,52.91,7787200,48.12
"2010-04-05",53.37,53.98,52.86,53.81,5516600,48.94
"2010-04-06",53.62,54.07,53.1,53.27,6919200,48.45
"2010-04-07",53.77,54.82,53.47,54.09,9056700,49.19
"2010-04-08",53.75,54.3,53.25,53.9,6428700,49.02
"2010-04-09",54.24,54.48,53.55,54.21,7144700,49.3
"2010-04-12",54.18,54.35,53.34,53.55,5685200,48.7
"2010-04-13",53.41,53.86,52.36,53.78,5534900,48.91
"2010-04-14",53.89,54.12,53.23,53.55,4762700,48.7
"2010-04-15",53.16,53.61,52.82,53.03,4097100,48.23
"2010-04-16",52.41,52.69,51.19,52.15,10958600,47.43
"2010-04-19",51.75,52.28,51.4,52.22,6581400,47.49
"2010-04-20",52.47,52.75,51.35,51.53,5645700,46.86
"2010-04-21",51.76,52.37,51.22,51.91,5226700,47.21
"2010-04-22",51.28,52.62,51.01,52.44,5450100,47.69
"2010-04-23",52.14,53.2,51.62,53.1,4940400,48.29
"2010-04-26",52.96,53.57,52.86,53.19,4315200,48.37
"2010-04-27",53.22,53.89,52.13,53.26,10748600,48.44
"2010-04-28",53.48,55.54,53.3,54.77,11713700,49.81
"2010-04-29",55.1,56.52,54.83,55.8,9360800,50.75
"2010-04-30",56.56,57.05,55.89,56.08,7932800,51
"2010-05-03",56.13,56.26,53.92,54.93,7583800,49.96
"2010-05-04",54.82,55.35,53.28,54.28,8713700,49.36
"2010-05-05",53.28,54.4,52.72,53.52,10603200,48.67
"2010-05-06",53.77,55.69,52.28,54.64,16843100,49.69
"2010-05-07",54.29,55.19,53,53.39,16292200,48.55
"2010-05-10",53.44,55.7,53.29,55.49,10687000,50.46
"2010-05-11",56.66,59.06,56.37,58.2,17782700,52.93
"2010-05-12",58.85,59.58,58.26,58.71,13758200,53.39
"2010-05-13",58.68,58.81,56.94,57.13,10198700,51.96
"2010-05-14",58.39,58.53,56.5,57.68,13355900,52.46
"2010-05-17",57.68,58.09,56.12,57.04,9074100,51.87
"2010-05-18",56.64,57.14,55.53,56.06,11699200,50.98
"2010-05-19",55.35,55.96,53.59,54.51,13683400,49.57
"2010-05-20",53.48,54.5,52.07,52.07,16627100,47.35
"2010-05-21",50.87,52.65,50.86,52.34,10800100,47.6
"2010-05-24",53.13,53.8,52.34,52.34,7565600,47.6
"2010-05-25",51.52,53.65,51.4,53.54,12299900,48.69
"2010-05-26",54.1,54.79,53.15,53.16,8086000,48.35
"2010-05-27",53.59,55.18,53.34,54.93,7712200,49.96
"2010-05-28",53.98,54.78,53.64,53.82,6981000,48.95
"2010-06-01",54.49,55.88,54.46,54.64,11191100,49.69
"2010-06-02",54.83,55.74,54.3,55.71,7098200,50.66
"2010-06-03",55.68,55.78,53.84,54.32,6484700,49.4
"2010-06-04",53.78,55.04,53.43,53.72,8098500,48.85
"2010-06-07",53.7,56.06,53.3,55.16,8728200,50.16
"2010-06-08",55.69,57.61,55.57,56.45,11666200,51.34
"2010-06-09",55.78,56.48,55.18,55.7,9132800,50.66
"2010-06-10",55.95,56.57,55.42,56.11,7368200,51.03
"2010-06-11",56.37,56.66,55.74,56.25,4793800,51.25
"2010-06-14",55.43,56.01,54.77,54.94,7452200,50.05
"2010-06-15",55.35,56.54,55.13,56.33,7307200,51.32
"2010-06-16",55.99,58.55,55.96,58.33,11104600,53.14
"2010-06-17",59.38,59.98,59.09,59.68,10187900,54.37
"2010-06-18",60.74,61.78,60.03,61.25,11941200,55.8
"2010-06-21",61.2,61.5,58.85,59.48,9978500,54.19
"2010-06-22",59.6,60.39,59.41,59.52,6333600,54.23
"2010-06-23",59.01,59.43,58.43,59.08,8806700,53.83
"2010-06-24",58.84,60.2,58.83,58.95,9650100,53.71
"2010-06-25",59.55,62.11,59.29,61.67,12202500,56.18
"2010-06-28",61.7,62.62,60.61,61.46,12335600,55.99
"2010-06-29",60.84,62.01,60.28,61.15,11602100,55.71
"2010-06-30",61.19,62.37,60.77,61.74,11125700,56.25
"2010-07-01",61.05,61.65,58.03,58.99,14453400,53.74
"2010-07-02",59.32,59.76,58.64,58.76,6293400,53.53
"2010-07-06",59.05,59.65,57.9,58.62,9416700,53.41
"2010-07-07",58.62,59.99,57.89,59.99,8445400,54.65
"2010-07-08",60.2,60.48,58.47,60.34,8286700,54.97
"2010-07-09",61.53,63.38,61.39,61.93,8343600,56.42
"2010-07-12",62.18,62.5,60.96,61.58,6303100,56.1
"2010-07-13",62.73,62.99,61.6,61.68,6789200,56.19
"2010-07-14",61.61,62.66,61.2,61.72,5525100,56.23
"2010-07-15",61.81,62.2,60.11,60.7,7640700,55.3
"2010-07-16",59.73,59.95,58.76,58.9,7822000,53.66
"2010-07-19",58.58,58.6,56.27,58.02,10812100,52.86
"2010-07-20",57.15,59.26,57.13,58.99,7606000,53.74
"2010-07-21",59.29,59.62,57.82,58.17,6348900,53
"2010-07-22",58.2,59.52,58.19,59.01,6279300,53.76
"2010-07-23",59,59.59,58.75,59.05,5926900,53.8
"2010-07-26",59.41,59.5,57.62,58.1,6309600,52.93
"2010-07-27",57.27,57.36,54.77,55.78,14340800,50.82
"2010-07-28",54.62,55.8,54.3,55.4,10937200,50.47
"2010-07-29",55.68,56.07,55.21,55.72,6113700,50.76
"2010-07-30",55.79,56.25,55.23,55.9,5176800,50.93
"2010-08-02",56.86,56.88,54.98,55.6,6434700,50.65
"2010-08-03",55.73,56.17,55.36,55.47,5999300,50.54
"2010-08-04",56.31,56.48,55.92,56.25,7184700,51.25
"2010-08-05",56.3,56.74,55.8,56.71,5252300,51.67
"2010-08-06",57.31,58,56.94,57.04,5925000,51.97
"2010-08-09",56.98,57.39,56.22,57.24,3673600,52.15
"2010-08-10",56.62,57.83,56.15,57.4,5021000,52.29
"2010-08-11",57.36,57.72,55.95,56.04,5593200,51.06
"2010-08-12",56.83,58.16,56.76,57.75,6823500,52.61
"2010-08-13",57.66,57.9,56.56,56.72,4437500,51.68
"2010-08-16",57.36,57.83,57.02,57.71,3540900,52.58
"2010-08-17",58.1,58.6,57.3,58.38,4984000,53.19
"2010-08-18",57.84,59.86,57.68,59.49,6197200,54.2
"2010-08-19",59.79,60.23,58.15,58.44,5396600,53.24
"2010-08-20",57.95,58.24,57.22,58.02,4290800,52.86
"2010-08-23",57.9,58.05,57.06,57.58,3697500,52.46
"2010-08-24",56.54,58.38,55.81,57.12,7954200,52.04
"2010-08-25",57.6,58.98,57.06,58.74,7057900,53.52
"2010-08-26",58.92,59.65,58.74,59.44,5587700,54.15
"2010-08-27",59.83,60,58.36,59.95,6290300,54.62
"2010-08-30",59.6,60.54,59.4,59.92,3880600,54.59
"2010-08-31",60.4,61.92,60.37,61.32,7704400,55.87
"2010-09-01",61.82,61.92,60.13,60.32,8179100,54.96
"2010-09-02",61.09,61.55,60.18,61.53,5216400,56.06
"2010-09-03",60.16,61,59.99,60.87,4527800,55.59
"2010-09-07",61.45,62.55,61.37,62.07,5205000,56.69
"2010-09-08",62.01,62.7,61.49,61.57,4655400,56.23
"2010-09-09",61.72,61.86,59.86,60.22,4849600,55
"2010-09-10",59.98,61.13,59.98,60.68,3276500,55.42
"2010-09-13",60.69,61.1,60.1,60.42,4157700,55.18
"2010-09-14",61.39,64.03,61.39,62.85,12097700,57.4
"2010-09-15",62.9,63.3,62.18,62.9,6725900,57.45
"2010-09-16",63.62,63.85,62.55,63.18,6283900,57.7
"2010-09-17",63.55,63.63,62.71,63.01,6148800,57.55
"2010-09-20",63.09,63.5,62.71,63.27,4615700,57.78
"2010-09-21",63.1,64.4,61.96,64.13,9340600,58.57
"2010-09-22",64.5,65.5,64.35,64.94,7509700,59.31
"2010-09-23",64.98,65.25,63.78,63.85,5909000,58.31
"2010-09-24",64.52,64.87,63.16,63.4,5446900,57.9
"2010-09-27",63.82,63.88,62.47,62.65,4877300,57.22
"2010-09-28",61.81,64.45,61.3,64.23,8573200,58.66
"2010-09-29",64.38,64.46,63.5,63.9,6368900,58.36
"2010-09-30",63.9,64.05,61.81,62.81,7981500,57.36
"2010-10-01",63.73,64.24,63.34,63.68,4762800,58.16
"2010-10-04",63.44,63.49,62,62.74,4473800,57.3
"2010-10-05",64.12,64.98,63.57,63.67,9484800,58.15
"2010-10-06",63.94,64.96,63.46,64.72,5567300,59.11
"2010-10-07",65.17,65.17,62.14,63.03,10353700,57.56
"2010-10-08",63.16,63.32,62.62,62.89,6188000,57.44
"2010-10-11",62.43,63,61.35,62.54,6223000,57.12
"2010-10-12",61.94,62.13,61.11,62,5984600,56.62
"2010-10-13",62.64,63.62,62.54,63.18,10258700,57.7
"2010-10-14",63.21,63.3,62.12,62.54,7102000,57.12
"2010-10-15",62.08,62.19,61.1,61.88,7883200,56.51
"2010-10-18",61.67,62.82,61.2,62.49,5375300,57.07
"2010-10-19",60.5,60.96,59.64,59.93,9397000,54.73
"2010-10-20",60.04,61.53,59.91,60.48,5107800,55.24
"2010-10-21",60.38,60.98,58.41,59.22,8737700,54.08
"2010-10-22",59.36,59.5,58.75,59.37,5845300,54.22
"2010-10-25",60.48,60.87,59.07,59.37,6353400,54.22
"2010-10-26",58.97,60.07,58.51,59.46,5398700,54.3
"2010-10-27",59.06,59.06,57.52,58.4,8498000,53.34
"2010-10-28",58.89,60.06,58.71,59.81,6303000,54.62
"2010-10-29",60.37,61.13,59.77,60.86,5248800,55.58
"2010-11-01",61.42,61.43,60.57,61.23,5188500,55.92
"2010-11-02",61.87,61.95,59.25,59.89,9117100,54.7
"2010-11-03",59.59,59.74,57.9,59.11,9250300,53.98
"2010-11-04",60.73,61.57,60.16,61.52,8650200,56.19
"2010-11-05",61.04,61.66,60.67,61.62,7572600,56.28
"2010-11-08",61.35,62.83,61.15,62.63,6699200,57.2
"2010-11-09",63.36,63.78,59.91,60.51,12398100,55.26
"2010-11-10",60.9,62.46,60.25,62.31,9321700,56.91
"2010-11-11",62.63,63.3,61.71,63.02,5451400,57.56
"2010-11-12",62.03,62.8,60.71,61.55,6020700,56.21
"2010-11-15",61.41,61.98,60.58,60.66,4904800,55.4
"2010-11-16",60.35,60.9,58.76,59.39,10433000,54.24
"2010-11-17",59.51,60.67,59.33,59.59,5865600,54.42
"2010-11-18",60.47,61,60.19,60.35,5990300,55.12
"2010-11-19",60.2,61.16,60.06,60.34,5766000,55.11
"2010-11-22",60.33,61.1,59.65,60.94,5580500,55.66
"2010-11-23",60.95,61.83,60.53,60.59,6441500,55.34
"2010-11-24",60.91,61.11,59.75,59.94,5007600,54.74
"2010-11-26",59,59.29,58.33,58.54,3722300,53.46
"2010-11-29",58.17,58.3,57.31,58.09,9757400,53.05
"2010-11-30",58.61,59.57,58.33,58.83,8222100,53.73
"2010-12-01",58.93,59.78,58.18,59.65,8669600,54.48
"2010-12-02",59.82,61.34,59.8,60.51,5690600,55.26
"2010-12-03",61.18,62.65,61.17,62.36,5974500,56.95
"2010-12-06",62.53,63.48,62.45,63.45,5602100,58.09
