"","AMP.Open","AMP.High","AMP.Low","AMP.Close","AMP.Volume","AMP.Adjusted"
"2008-09-30",37.01,42.5,34.85,38.2,2567300,33.83
"2008-10-01",37.5,39.45,36.67,38.83,2425300,34.38
"2008-10-02",38.63,39.48,31.43,33.53,3413000,29.69
"2008-10-03",33.87,35.47,32.03,32.95,2869400,29.18
"2008-10-06",31.61,33.88,29.49,31.79,2829400,28.15
"2008-10-07",30.9,32.11,28.28,28.34,2795800,25.09
"2008-10-08",27.33,28,23.63,25.81,5633300,22.85
"2008-10-09",26.35,26.91,20.6,20.6,6517900,18.24
"2008-10-10",19.89,22.67,16.51,21.62,6966200,19.14
"2008-10-13",22.87,25.79,22.19,25.52,4248800,22.6
"2008-10-14",26.02,30.88,26.02,30.3,6684200,26.83
"2008-10-15",29,29.31,25.57,25.79,3971600,22.84
"2008-10-16",25.56,26.5,21.77,23.85,5242900,21.12
"2008-10-17",23.27,26.41,23.13,24.79,3168900,21.95
"2008-10-20",25.01,26.82,24.6,26.63,3265600,23.58
"2008-10-21",26.11,27.1,25.14,25.75,2599100,22.8
"2008-10-22",24.87,24.87,21,21.82,3730900,19.32
"2008-10-23",21.92,22.59,19.97,21.79,3713400,19.29
"2008-10-24",19.53,21.83,19.08,21.43,3727300,18.98
"2008-10-27",20.44,21.98,20.11,20.15,3400100,17.84
"2008-10-28",20.93,24.04,20.12,23.83,3994900,21.1
"2008-10-29",23.83,24,21.57,21.79,3326600,19.29
"2008-10-30",22.99,23.5,18.61,19,6133200,16.82
"2008-10-31",18.87,21.64,17.04,21.6,7211700,19.13
"2008-11-03",21.49,21.89,21,21.72,4546800,19.23
"2008-11-04",22.2,23.57,22.1,23.46,3874000,20.77
"2008-11-05",23.04,24.26,21.59,21.75,2646500,19.4
"2008-11-06",21.51,22.35,19.4,19.65,3142500,17.53
"2008-11-07",20.09,21.21,19.71,21.03,2211600,18.76
"2008-11-10",21.38,21.38,18.89,19.44,2556900,17.34
"2008-11-11",19.13,19.17,17.37,17.91,2972100,15.97
"2008-11-12",18,19.33,17.19,17.39,5439600,15.51
"2008-11-13",17.97,19.81,16.43,19.74,6380200,17.61
"2008-11-14",19.21,20.1,17.7,18,5301200,16.05
"2008-11-17",17.76,17.99,16.19,16.31,4082300,14.55
"2008-11-18",16.37,16.56,15.2,16,5303800,14.27
"2008-11-19",15.68,16.01,13.74,13.96,4366800,12.45
"2008-11-20",13.6,14.66,12.57,12.92,4991900,11.52
"2008-11-21",12.99,13.72,11.74,12.37,6927100,11.03
"2008-11-24",14.4,16.04,13.17,15.81,5537000,14.1
"2008-11-25",16.23,17.43,15.15,16.98,5340400,15.15
"2008-11-26",15.94,17.9,15.65,17.81,3490200,15.89
"2008-11-28",17.73,18.5,17.7,18.46,1143800,16.47
"2008-12-01",17.36,17.52,14.85,15.44,5310200,13.77
"2008-12-02",15.8,17.25,15.2,17.01,4677000,15.17
"2008-12-03",16.29,17.62,15.82,17.39,3825200,15.51
"2008-12-04",16.88,17.84,16.3,16.8,3401300,14.98
"2008-12-05",16.5,21.77,16.28,21.31,7294900,19.01
"2008-12-08",22.04,22.79,19.65,20.57,5288900,18.35
"2008-12-09",20.13,21.26,19.81,20.34,3954400,18.14
"2008-12-10",20.5,21.42,20.33,21.21,2767700,18.92
"2008-12-11",20.95,21.87,19.99,20.23,3788000,18.04
"2008-12-12",19.31,20.86,19.1,20.47,2543500,18.26
"2008-12-15",20.59,20.82,18.47,18.78,2352000,16.75
"2008-12-16",19.3,22.04,19.06,21.8,4625600,19.44
"2008-12-17",21.21,22.33,20.49,21.94,3373600,19.57
"2008-12-18",21.82,22.46,20.95,21.04,3407100,18.77
"2008-12-19",21.48,22.94,21.06,22.85,3193800,20.38
"2008-12-22",22.82,22.82,20.08,20.56,3532800,18.34
"2008-12-23",20.97,21.13,19.93,19.99,1840200,17.83
"2008-12-24",20.25,20.57,19.74,20.56,626300,18.34
"2008-12-26",20.7,20.87,19.7,20.05,1105300,17.88
"2008-12-29",20,20.04,19.01,19.75,1540600,17.62
"2008-12-30",19.81,22.03,19.81,21.91,2383700,19.54
"2008-12-31",22.1,23.51,21.9,23.36,2869300,20.84
"2009-01-02",23.4,24.21,22.43,24,3214400,21.41
"2009-01-05",23.82,24.44,23.09,24.14,3226900,21.53
"2009-01-06",24.36,25.61,24.08,25.1,4051200,22.39
"2009-01-07",24.34,24.58,22.8,23,3699300,20.51
"2009-01-08",22.76,23.82,22.48,23.8,2986300,21.23
"2009-01-09",24.04,24.12,22.67,22.8,3198600,20.34
"2009-01-12",23.22,23.22,20.64,20.94,3179400,18.68
"2009-01-13",20.59,22.05,20.38,21.6,2652100,19.27
"2009-01-14",20.8,20.94,19.44,20.08,3789900,17.91
"2009-01-15",20.1,21.04,18.88,19.97,4128300,17.81
"2009-01-16",20.75,21.58,19.93,21.31,5900100,19.01
"2009-01-20",20.14,21.29,17.58,17.58,5735400,15.68
"2009-01-21",18.1,20.82,17.62,20.51,6885300,18.29
"2009-01-22",19.75,20.85,18.82,19.18,4716600,17.11
"2009-01-23",18.09,20.07,18.09,19.46,5137400,17.36
"2009-01-26",19.64,21.1,19.27,19.92,4014200,17.77
"2009-01-27",20.35,20.7,19.5,20.48,2946200,18.27
"2009-01-28",21.59,22.8,21.23,22.12,6232000,19.73
"2009-01-29",21.28,22.13,20,21.24,4245400,18.94
"2009-01-30",21.6,21.84,19.9,20.15,3454900,17.97
"2009-02-02",19.49,21.54,19.22,21.34,3895400,19.03
"2009-02-03",21.64,21.72,19.8,20.83,3921200,18.58
"2009-02-04",20.99,21.56,20.46,20.78,3855400,18.69
"2009-02-05",20.58,22.43,20.27,21.87,4015000,19.67
"2009-02-06",22.27,22.66,21.35,21.68,6629300,19.5
"2009-02-09",21.66,22.61,21.13,21.83,4051500,19.63
"2009-02-10",21.55,22.06,19.65,19.87,5162300,17.87
"2009-02-11",20.33,20.85,19.63,20.81,2879200,18.71
"2009-02-12",19.76,21.12,19.54,20.94,3308400,18.83
"2009-02-13",20.75,21.13,20.32,20.46,2866500,18.4
"2009-02-17",19.31,19.64,17.98,18.04,4961300,16.22
"2009-02-18",18.33,18.91,17.49,18.61,5745400,16.74
"2009-02-19",18.7,19,16.97,17.09,4688000,15.37
"2009-02-20",16.43,17.72,15.91,17.15,6031400,15.42
"2009-02-23",17.47,17.7,15.88,15.99,4746400,14.38
"2009-02-24",16.11,17.79,15.93,17.75,4529500,15.96
"2009-02-25",17.44,17.64,16.32,16.88,5049800,15.18
"2009-02-26",17.58,17.69,16.35,16.7,3881900,15.02
"2009-02-27",16.04,16.59,15.55,15.94,3879500,14.33
"2009-03-02",15.24,15.91,14.86,14.99,4579900,13.48
"2009-03-03",15.21,15.22,14.31,14.57,4221700,13.1
"2009-03-04",15.2,15.88,14.32,15.47,4287700,13.91
"2009-03-05",15.02,15.4,13.84,14.21,4978600,12.78
"2009-03-06",14.45,14.72,13.5,14.2,4953300,12.77
"2009-03-09",14.24,14.72,13.53,13.8,3871700,12.41
"2009-03-10",14.26,15.71,14.01,15.69,5233900,14.11
"2009-03-11",15.79,16.97,15.25,16.67,4642200,14.99
"2009-03-12",16.33,17.87,16.02,17.74,4289600,15.95
"2009-03-13",17.94,18.44,17.17,17.91,3380600,16.11
"2009-03-16",18.35,18.75,16.76,16.87,4591300,15.17
"2009-03-17",17.02,18.31,16.84,18.28,4812100,16.44
"2009-03-18",17.7,20.3,17.6,20.17,6902500,18.14
"2009-03-19",20.55,20.55,19.22,19.39,4788600,17.44
"2009-03-20",19.21,19.69,18.57,18.73,4340000,16.84
"2009-03-23",19.59,21.89,19.43,21.86,4805800,19.66
"2009-03-24",20.69,21.82,20.14,20.6,4236800,18.53
"2009-03-25",20.62,21.52,19.91,21.3,3550600,19.15
"2009-03-26",21.7,21.77,20.82,21.5,4202000,19.33
"2009-03-27",20.78,21.36,20.6,20.71,3022600,18.62
"2009-03-30",19.21,20.35,18.76,18.89,3650000,16.99
"2009-03-31",19.37,20.73,19.21,20.49,4187300,18.43
"2009-04-01",19.76,21.15,19.76,21,2829200,18.88
"2009-04-02",21.78,22.26,21.36,21.77,4404500,19.58
"2009-04-03",21.92,22.89,21.52,22.84,2788500,20.54
"2009-04-06",22.36,22.62,21.61,22.11,3071100,19.88
"2009-04-07",21.39,21.39,20.63,20.63,2786700,18.55
"2009-04-08",21.32,22.08,21.32,22.01,3203900,19.79
"2009-04-09",22.99,24.26,22.5,24.18,4115500,21.74
"2009-04-13",22.95,24.68,22.94,24.31,3054300,21.86
"2009-04-14",23.61,23.96,21.99,22.15,4245400,19.92
"2009-04-15",21.47,23.59,21.41,23.51,3345900,21.14
"2009-04-16",23.69,24.84,23.11,24.62,4572200,22.14
"2009-04-17",24.78,25.26,23.95,24.86,3980800,22.36
"2009-04-20",25.51,25.56,23.72,23.77,6104200,21.38
"2009-04-21",23.03,24.23,22.21,24.2,6732900,21.76
"2009-04-22",24.37,26.45,23.82,25.35,8391100,22.8
"2009-04-23",25.3,26.36,24.66,26.17,3807600,23.53
"2009-04-24",26.18,26.88,25.37,26.44,3844500,23.78
"2009-04-27",25.66,26.55,25.65,25.88,2869000,23.27
"2009-04-28",25.12,26.23,24.72,24.86,4098800,22.36
"2009-04-29",25.1,26.44,24.96,26.32,4339100,23.67
"2009-04-30",26.44,26.89,25.98,26.35,2905900,23.85
"2009-05-01",26.34,26.46,25.83,26.45,3387700,23.94
"2009-05-04",25.93,26.9,25.26,26.86,4851200,24.31
"2009-05-05",26.35,26.69,26,26.23,2903500,23.74
"2009-05-06",26.93,27.91,26.11,27.6,3817100,24.98
"2009-05-07",28.43,29.55,26.74,26.9,4206000,24.35
"2009-05-08",27.39,29.05,27.28,29.02,4867300,26.27
"2009-05-11",27.87,28.15,25.97,26.11,4334300,23.63
"2009-05-12",26.29,26.62,24.91,25.66,4236800,23.23
"2009-05-13",25.29,25.54,24.29,24.46,3666000,22.14
"2009-05-14",24.39,25.48,24.14,25.06,2676500,22.68
"2009-05-15",25.11,26.08,24.56,25.4,3024500,22.99
"2009-05-18",25.94,27.61,25.46,27.44,4330300,24.84
"2009-05-19",27.3,29.48,26.89,28.94,6921600,26.19
"2009-05-20",29.42,29.84,27.58,28.06,4554800,25.4
"2009-05-21",27.6,28.43,27.26,28.37,3012000,25.68
"2009-05-22",28.48,29.08,28.17,28.73,2911300,26
"2009-05-26",28.46,29.79,28.06,29.72,3590000,26.9
"2009-05-27",29.8,30.08,28.5,28.65,4094200,25.93
"2009-05-28",29.04,29.5,28.42,29.48,2790500,26.68
"2009-05-29",29.35,30.25,28.59,30.2,2991300,27.33
"2009-06-01",30.55,31.16,30,30.93,4380900,28
"2009-06-02",30.77,31.13,29.88,29.97,4823600,27.13
"2009-06-03",29.42,29.88,28.96,29.39,3839500,26.6
"2009-06-04",29.67,30.65,29.33,30.55,3749600,27.65
"2009-06-05",30.96,30.97,29.3,29.65,4173900,26.84
"2009-06-08",29.34,29.52,28.27,28.54,4702900,25.83
"2009-06-09",28.69,29.11,28.32,28.39,4113500,25.7
"2009-06-10",27.02,27.54,25.65,26.33,7788300,23.83
"2009-06-11",26.19,26.53,25.62,25.69,6102200,23.25
"2009-06-12",24.99,25.01,24.25,24.32,34678200,22.01
"2009-06-15",24.24,24.8,24.08,24.78,9249200,22.43
"2009-06-16",24.79,24.85,24.19,24.41,5218900,22.09
"2009-06-17",24.3,24.4,23.76,23.85,5617400,21.59
"2009-06-18",23.93,24.19,23.75,23.84,4392400,21.58
"2009-06-19",24.05,24.08,23.44,24,6816300,21.72
"2009-06-22",23.63,23.86,22.75,22.79,6262000,20.63
"2009-06-23",22.97,23.21,22.55,23.01,4763800,20.83
"2009-06-24",23.22,24.15,23.09,23.95,4715400,21.68
"2009-06-25",23.71,24.17,23.53,24.03,3155000,21.75
"2009-06-26",23.95,24.1,23.66,23.89,2909300,21.62
"2009-06-29",23.63,24.3,23.56,24.15,3662600,21.86
"2009-06-30",24.18,24.41,23.78,24.27,5417800,21.97
"2009-07-01",24.4,24.87,24,24.61,3113900,22.28
"2009-07-02",24.27,24.49,23.34,23.34,3091600,21.13
"2009-07-06",23.19,23.73,22.95,23.73,3191900,21.48
"2009-07-07",23.49,23.7,22.53,22.57,2765400,20.43
"2009-07-08",22.77,22.84,21.6,22.01,3929500,19.92
"2009-07-09",22.35,22.84,22.23,22.53,2108300,20.39
"2009-07-10",22.29,22.45,21.96,22.14,2001400,20.04
"2009-07-13",22.52,23.43,22.02,23.43,2996000,21.21
"2009-07-14",23.37,23.53,22.86,23.51,1946900,21.28
"2009-07-15",23.82,24.66,23.78,24.4,2977800,22.08
"2009-07-16",24.09,24.91,23.85,24.69,2331300,22.35
"2009-07-17",24.69,24.84,24.25,24.63,1986200,22.29
"2009-07-20",24.73,25.05,24.58,24.95,2407800,22.58
"2009-07-21",24.97,25.15,24.63,25.1,3301700,22.72
"2009-07-22",24.74,25.15,24.65,24.99,2641100,22.62
"2009-07-23",25.08,26.48,24.86,26.17,4818900,23.69
"2009-07-24",24.66,26.29,24.09,25.77,6799300,23.32
"2009-07-27",25.81,27.29,25.78,27.22,4364700,24.64
"2009-07-28",26.91,27.22,26.27,26.69,4063600,24.16
"2009-07-29",26.63,26.74,25.99,26.58,2565700,24.06
"2009-07-30",26.72,28.29,26.59,28.04,4240600,25.54
"2009-07-31",27.97,28.25,27.73,27.8,3983200,25.32
"2009-08-03",28.51,28.51,27.52,27.72,3531300,25.25
"2009-08-04",27.6,28.34,27.35,28.31,2570200,25.79
"2009-08-05",28.19,28.98,27.59,28.79,2793700,26.23
"2009-08-06",29.16,29.41,27.8,28,3938300,25.51
"2009-08-07",28.43,29.93,28.19,29.6,3962300,26.96
"2009-08-10",29.55,29.74,28.73,29.12,1676400,26.53
"2009-08-11",28.99,29.13,27.71,27.82,2673800,25.34
"2009-08-12",27.9,29.25,27.6,28.72,2108200,26.16
"2009-08-13",28.93,29.34,28.61,29.17,1825700,26.57
"2009-08-14",29,29.16,28.59,28.86,2389900,26.29
"2009-08-17",28.24,28.5,27.33,27.36,2148000,24.92
"2009-08-18",27.53,28.1,27.52,28.04,2003900,25.54
"2009-08-19",27.6,28.11,27.4,28.03,1397700,25.53
"2009-08-20",28.09,29.18,28.05,29.15,2451500,26.55
"2009-08-21",29.25,29.87,29,29.82,2318700,27.16
"2009-08-24",29.98,30.45,29.46,29.66,2301900,27.02
"2009-08-25",29.99,30.62,29.79,30.36,2695900,27.66
"2009-08-26",30.19,30.32,29.68,29.82,2594500,27.16
"2009-08-27",29.99,30.08,29.19,30.06,1952700,27.38
"2009-08-28",30.36,30.39,29.65,30.2,1351900,27.51
"2009-08-31",29.71,30.18,29.53,30.03,2616300,27.36
"2009-09-01",30,30.04,28.07,28.25,3623700,25.73
"2009-09-02",28.43,28.43,27.74,28.01,2362400,25.52
"2009-09-03",28.41,28.93,28.03,28.91,2224900,26.34
"2009-09-04",28.91,29.12,28.59,29,1770900,26.42
"2009-09-08",29.39,29.6,28.88,29.57,1986900,26.94
"2009-09-09",29.55,30.12,29.19,30.1,1907100,27.42
"2009-09-10",30.03,31.03,29.39,31,2625500,28.24
"2009-09-11",31.08,31.14,30.23,30.25,2617100,27.56
"2009-09-14",29.86,31.66,29.83,31.63,2966100,28.81
"2009-09-15",31.75,31.98,31.39,31.72,2571600,28.9
"2009-09-16",31.85,33.31,31.69,33.06,3723500,30.12
"2009-09-17",33,33.66,32.59,32.63,2322200,29.72
"2009-09-18",32.84,33.02,32.24,32.76,2769100,29.84
"2009-09-21",32.47,32.7,32.17,32.27,2088400,29.4
"2009-09-22",32.7,33.16,32.49,32.88,3200400,29.95
"2009-09-23",32.75,33.13,32.02,32.09,2005600,29.23
"2009-09-24",32.26,32.26,30.92,31.27,2259700,28.49
"2009-09-25",30.95,31.39,30.41,30.94,2704500,28.18
"2009-09-28",31.12,32.74,31.06,32.73,1762200,29.82
"2009-09-29",32.97,33.39,32.28,32.34,1978000,29.46
"2009-09-30",36.15,37.36,34.39,36.33,11595000,33.09
"2009-10-01",35.79,37.72,35.79,36.97,8959200,33.68
"2009-10-02",36.23,37.8,36.12,36.43,5499100,33.19
"2009-10-05",36.82,36.82,35.65,36.2,5405800,32.98
"2009-10-06",36.69,36.93,35.82,36.48,3094400,33.23
"2009-10-07",36.29,36.75,35.99,36.75,2384800,33.48
"2009-10-08",37,37.15,36.61,36.92,3077300,33.63
"2009-10-09",36.94,37.06,36.51,36.67,2893100,33.4
"2009-10-12",37.11,37.47,36.73,36.91,2079900,33.62
"2009-10-13",35.83,36.26,35.55,35.83,3547900,32.64
"2009-10-14",36.37,37.71,36.3,37.63,3584500,34.28
"2009-10-15",37.24,37.59,36.43,37.26,2144700,33.94
"2009-10-16",36.49,36.72,35.64,36.1,2846400,32.89
"2009-10-19",36.37,36.68,36.1,36.5,1673200,33.25
"2009-10-20",36.35,36.72,35.55,35.68,2473800,32.5
"2009-10-21",35.55,36.6,35.43,35.49,3450200,32.33
"2009-10-22",37.36,38.35,36.42,38.24,5944100,34.83
"2009-10-23",38.35,38.35,36.69,37.07,4643700,33.77
"2009-10-26",37.03,37.81,36.27,36.63,3147400,33.37
"2009-10-27",36.77,36.84,35.93,36.06,3139400,32.85
"2009-10-28",35.89,36.32,35.22,35.23,6646200,32.09
"2009-10-29",35.72,35.72,34.91,35.49,7018900,32.49
"2009-10-30",35.11,35.47,34.49,34.67,6102400,31.74
"2009-11-02",34.97,35.83,34.14,35.2,3238600,32.22
"2009-11-03",34.79,35.9,34.67,35.24,3439500,32.26
"2009-11-04",35.82,38,35.74,36.99,5664800,33.86
"2009-11-05",36.83,37.7,36.56,37.23,3458000,34.08
"2009-11-06",36.68,37.92,36.25,37.83,2623900,34.63
"2009-11-09",38.25,39.21,37.98,39.17,2274100,35.85
"2009-11-10",39.02,39.02,38.52,38.68,2503200,35.41
"2009-11-11",39.12,39.8,38.93,39.14,1852400,35.83
"2009-11-12",38.72,39.33,38.33,38.43,1494900,35.18
"2009-11-13",38.49,39.66,38.47,39.09,2531800,35.78
"2009-11-16",39.63,40,38.65,38.8,3641200,35.52
"2009-11-17",38.59,39.09,38.18,38.32,2961400,35.08
"2009-11-18",38.25,38.6,38.12,38.46,3054700,35.2
"2009-11-19",38,38.3,37.37,37.8,3037900,34.6
"2009-11-20",37.51,37.91,37.36,37.57,2170500,34.39
"2009-11-23",38,38.55,37.95,38.31,1840500,35.07
"2009-11-24",38.26,38.31,37.75,38.14,1868200,34.91
"2009-11-25",38.26,38.43,38.05,38.14,1127700,34.91
"2009-11-27",36.77,37.61,36.17,37.05,1229600,33.91
"2009-11-30",37.14,38.21,37.05,38.12,2427600,34.89
"2009-12-01",38.49,39.09,38.04,38.92,3230900,35.63
"2009-12-02",39.01,39.11,38.5,38.87,2282500,35.58
"2009-12-03",39.29,39.56,38.13,38.22,2533900,34.99
"2009-12-04",38.67,38.9,37.73,38.39,1846300,35.14
"2009-12-07",38.19,38.77,37.86,37.97,1478200,34.76
"2009-12-08",37.69,37.99,37.3,37.42,1714700,34.25
"2009-12-09",37.41,37.43,36.95,37.28,2150600,34.12
"2009-12-10",37.5,37.98,37.35,37.69,3147400,34.5
"2009-12-11",37.7,38.58,37.7,38.44,2585700,35.19
"2009-12-14",38.69,39.11,38.41,39.04,1456100,35.74
"2009-12-15",38.94,39.45,38.32,38.4,3189500,35.15
"2009-12-16",38.49,39.05,37.97,38,3121700,34.78
"2009-12-17",37.73,38.34,37.7,37.81,1864700,34.61
"2009-12-18",38.14,38.38,37.76,37.99,3313300,34.77
"2009-12-21",38.11,38.74,38.04,38.42,2673900,35.17
"2009-12-22",38.42,38.95,38.39,38.86,1111400,35.57
"2009-12-23",38.88,39.35,38.69,39.22,1292700,35.9
"2009-12-24",39.34,39.57,39.19,39.52,414400,36.18
"2009-12-28",39.53,39.65,39.2,39.48,831600,36.14
"2009-12-29",39.69,39.69,39.11,39.14,941500,35.83
"2009-12-30",38.87,39.09,38.85,39.06,1053200,35.75
"2009-12-31",39.11,39.24,38.8,38.82,1196700,35.53
"2010-01-04",39.1,39.97,38.92,39.88,2238700,36.5
"2010-01-05",39.77,40.81,39.73,40.81,2782200,37.36
"2010-01-06",41.37,41.55,40.86,41.38,3575200,37.88
"2010-01-07",41.3,41.95,41.1,41.69,2992900,38.16
"2010-01-08",41.38,41.9,41.34,41.84,1463600,38.3
"2010-01-11",41.98,42.98,41.91,42.38,3510700,38.79
"2010-01-12",42.06,42.43,41.32,41.7,2711400,38.17
"2010-01-13",41.91,42.28,41.42,42.21,2946700,38.64
"2010-01-14",41.99,42.19,41.59,42.02,1698400,38.46
"2010-01-15",41.8,41.85,41.45,41.62,2017600,38.1
"2010-01-19",41.49,42.2,41.29,42.06,2086500,38.5
"2010-01-20",41.75,41.95,41.32,41.9,1721200,38.35
"2010-01-21",41.88,42.15,40.34,40.75,2616500,37.3
"2010-01-22",40.68,40.92,39.67,39.76,2967100,36.39
"2010-01-25",40.28,40.96,40.07,40.43,1541200,37.01
"2010-01-26",40.18,40.88,39.89,40.1,1996400,36.71
"2010-01-27",40.14,40.93,39.88,40.91,1991000,37.45
"2010-01-28",41.18,41.28,39.22,39.97,2013300,36.59
"2010-01-29",40.1,40.15,38.01,38.24,4036600,35
"2010-02-01",38.5,39.83,38.41,39.76,2153600,36.39
"2010-02-02",39.97,40.52,39.57,39.98,2020400,36.6
"2010-02-03",39.75,40,39.03,39.19,2333500,35.87
"2010-02-04",39.36,39.55,37.62,37.62,4183000,34.44
"2010-02-05",37.52,38.1,36.14,37.93,3264200,34.72
"2010-02-08",37.62,38.02,37.23,37.23,2631600,34.08
"2010-02-09",37.65,38.07,36.99,37.93,3471500,34.72
"2010-02-10",37.55,38.76,37.55,38.54,3022800,35.44
"2010-02-11",38.41,38.5,37.91,38.06,2574500,35
"2010-02-12",37.7,38.32,37.14,38.26,2551400,35.18
"2010-02-16",38.61,39.27,38.32,39.26,1964000,36.1
"2010-02-17",39.45,39.97,39.21,39.82,2164500,36.61
"2010-02-18",39.76,39.89,39.53,39.78,1631000,36.58
"2010-02-19",39.61,40.38,39.56,40.14,2382300,36.91
"2010-02-22",40.19,40.77,40.11,40.48,1535900,37.22
"2010-02-23",40.31,40.49,39.59,39.77,1826000,36.57
"2010-02-24",39.92,40.69,39.75,40.65,2459600,37.38
"2010-02-25",39.9,40.26,39.58,40.17,4720200,36.94
"2010-02-26",40.36,40.36,39.84,40.03,2232700,36.81
"2010-03-01",40.18,40.5,39.82,40.29,1734100,37.05
"2010-03-02",40.42,40.63,40.28,40.5,2380300,37.24
"2010-03-03",40.74,40.99,40.47,40.66,1492800,37.39
"2010-03-04",40.73,41.3,40.65,41.26,2376500,37.94
"2010-03-05",41.59,43,41.58,42.9,3868200,39.45
"2010-03-08",43.01,43.13,42.44,43.04,2299500,39.57
"2010-03-09",42.8,43.03,42.38,42.8,2724500,39.35
"2010-03-10",42.92,43.23,42.59,42.85,3196000,39.4
"2010-03-11",42.71,42.85,42.24,42.85,1802700,39.4
"2010-03-12",43.03,43.58,43,43.33,1792300,39.84
"2010-03-15",43.17,43.54,42.81,43.45,1927300,39.95
"2010-03-16",43.56,44.04,43.36,43.97,1468200,40.43
"2010-03-17",44.28,45.05,44.05,44.88,1715900,41.27
"2010-03-18",44.71,45.1,44.54,44.82,1364700,41.21
"2010-03-19",45.06,45.22,44.06,44.18,2563400,40.62
"2010-03-22",43.75,44.45,43.16,44.39,1705700,40.82
"2010-03-23",44.28,44.84,44.05,44.69,1620800,41.09
"2010-03-24",44.44,44.91,44.25,44.68,1722400,41.08
"2010-03-25",45,45.88,44.68,44.7,2345800,41.1
"2010-03-26",44.56,44.76,43.72,43.96,2515300,40.42
"2010-03-29",44.18,44.55,43.95,44.5,1734600,40.92
"2010-03-30",44.5,45.45,44.34,45.27,2377000,41.63
"2010-03-31",44.96,45.63,44.9,45.36,2482200,41.71
"2010-04-01",45.91,46.17,45.55,46.17,2242800,42.45
"2010-04-05",46.27,46.6,45.82,46.24,2876000,42.52
"2010-04-06",46.02,46.09,45.55,45.99,2856400,42.29
"2010-04-07",45.73,45.97,45.05,45.29,3277600,41.64
"2010-04-08",45.18,46.07,45.03,46.01,1671600,42.31
"2010-04-09",46.32,46.32,45.85,46.16,1471400,42.44
"2010-04-12",46.12,46.79,46.12,46.72,2185400,42.96
"2010-04-13",46.53,47.67,46.42,47.59,2746000,43.76
"2010-04-14",47.89,48.4,47.6,48.33,2236000,44.44
"2010-04-15",48.23,48.35,47.93,48.22,2665600,44.34
"2010-04-16",47.93,48.26,46.51,47.12,2397500,43.33
"2010-04-19",46.81,47.92,46.54,47.67,2155900,43.83
"2010-04-20",48.03,48.46,47.58,48.45,1436500,44.55
"2010-04-21",48.39,48.57,47.78,48.37,1574100,44.48
"2010-04-22",47.94,48.71,47.44,48.58,1687300,44.67
"2010-04-23",48.4,49.31,48.22,49.05,2765500,45.1
"2010-04-26",49,49.54,48.45,48.51,2936000,44.6
"2010-04-27",46.89,47.26,44.68,44.93,5477600,41.31
"2010-04-28",45.44,46.9,45.44,46.47,4197500,42.73
"2010-04-29",46.94,48.25,46.8,48.1,2174000,44.23
"2010-04-30",47.92,48.13,46.35,46.36,2658000,42.63
"2010-05-03",46.67,47.62,46.62,47.5,1720300,43.68
"2010-05-04",46.6,47.08,45.6,45.92,1935200,42.22
"2010-05-05",44.98,46.4,44.86,45.51,2192500,42.01
"2010-05-06",45.28,46.02,40.56,43.68,4470100,40.32
"2010-05-07",43.67,44.11,42.07,42.54,2687800,39.27
"2010-05-10",44.43,45.68,44.18,45.65,2967100,42.14
"2010-05-11",45.07,47.17,45.07,46.18,4691500,42.63
"2010-05-12",46.34,46.46,45.74,46.32,2392600,42.76
"2010-05-13",46.09,46.14,45.25,45.25,1513500,41.77
"2010-05-14",44.75,44.75,42.84,43.39,3407500,40.05
"2010-05-17",43.4,44.02,42.24,43.18,2938400,39.86
"2010-05-18",43.66,43.94,41.12,41.41,4728600,38.23
"2010-05-19",41.01,41.8,40.55,41.24,4360200,38.07
"2010-05-20",40.14,40.41,38.14,38.51,7622200,35.55
"2010-05-21",37.83,40.47,37.39,40.41,5193100,37.3
"2010-05-24",40.45,40.45,38.92,39.01,3253200,36.01
"2010-05-25",37.85,38.53,36.82,38.45,8755500,35.49
"2010-05-26",39.08,39.83,38.66,38.72,4479000,35.74
"2010-05-27",39.49,40.99,39.13,40.94,3462300,37.79
"2010-05-28",40.79,40.86,39.54,39.79,2133800,36.73
"2010-06-01",39.38,39.68,38.72,38.79,2327700,35.81
"2010-06-02",39.11,40.34,38.46,40.3,2735400,37.2
"2010-06-03",40.31,40.57,39.61,40.24,2268300,37.15
"2010-06-04",39.22,39.51,38.26,38.41,3077600,35.46
"2010-06-07",38.59,38.98,37.5,37.53,2805600,34.64
"2010-06-08",37.69,38.23,36.73,38.12,3765300,35.19
"2010-06-09",38.42,39.32,37.75,37.89,2507900,34.98
"2010-06-10",38.4,39.15,38.13,39.07,2253000,36.07
"2010-06-11",38.64,39.53,38.62,39.47,1666100,36.43
"2010-06-14",39.78,40.45,39.44,39.48,2278600,36.44
"2010-06-15",39.9,40.63,39.65,40.55,1855600,37.43
"2010-06-16",40.24,41.06,40.03,40.74,2184300,37.61
"2010-06-17",40.96,40.96,39.41,39.93,1924800,36.86
"2010-06-18",40.09,40.09,39.55,39.76,1916200,36.7
"2010-06-21",40.36,40.72,39.58,39.75,1576600,36.69
"2010-06-22",39.74,40.28,39.05,39.11,1766400,36.1
"2010-06-23",39.24,39.35,38.45,38.65,1592200,35.68
"2010-06-24",38.41,38.56,37.65,37.76,1732900,34.86
"2010-06-25",38.16,38.72,37.49,38.49,2959100,35.53
