"","SRCL.Open","SRCL.High","SRCL.Low","SRCL.Close","SRCL.Volume","SRCL.Adjusted"
"2008-10-16",49.9,54.66,49.32,54.52,1057800,54.52
"2008-10-17",52.99,58.03,52.28,55.27,1270900,55.27
"2008-10-20",56,57.94,55.08,56.44,914500,56.44
"2008-10-21",55.15,56.13,53.35,53.38,778800,53.38
"2008-10-22",52.94,53.7,51.01,52.1,620300,52.1
"2008-10-23",51.32,54.91,50.52,51.98,1088900,51.98
"2008-10-24",47.45,51.34,46.45,50.4,1199900,50.4
"2008-10-27",49.46,52.22,49,49.38,714200,49.38
"2008-10-28",51.34,52.28,48.52,52.08,1253500,52.08
"2008-10-29",52.07,54.97,51.15,53.28,1091300,53.28
"2008-10-30",54.96,57.06,53.53,56.82,879400,56.82
"2008-10-31",56.41,58.9,55.46,58.43,957900,58.43
"2008-11-03",58.5,58.97,57.17,57.91,754400,57.91
"2008-11-04",58.54,59.41,56.61,57.95,876200,57.95
"2008-11-05",57.82,58.31,56.13,56.2,583400,56.2
"2008-11-06",55.84,56.71,54.53,54.6,872100,54.6
"2008-11-07",54.95,55.95,54.11,55.95,809500,55.95
"2008-11-10",57.17,57.69,55.07,56.06,947600,56.06
"2008-11-11",55.48,57.56,55.23,56.61,677200,56.61
"2008-11-12",55.78,56.96,54.81,54.99,968700,54.99
"2008-11-13",55,58.75,52.74,58.72,1400200,58.72
"2008-11-14",57.63,60,56.96,58.01,1331800,58.01
"2008-11-17",57.45,59.95,57.34,58.87,1475100,58.87
"2008-11-18",60.5,61.87,60.36,61.13,17403000,61.13
"2008-11-19",61.13,61.85,59.22,59.24,2720600,59.24
"2008-11-20",59.05,59.05,54.65,54.99,2803600,54.99
"2008-11-21",55.18,56.67,52.85,55.19,2989600,55.19
"2008-11-24",55.58,56.61,54.43,56.15,2438000,56.15
"2008-11-25",57.61,58.7,55.61,57.3,4032000,57.3
"2008-11-26",56.93,57.05,54.11,55.51,1476400,55.51
"2008-11-28",56.3,57.99,55.52,57.3,393100,57.3
"2008-12-01",56.14,57.15,51.17,51.17,1359500,51.17
"2008-12-02",52.67,53.61,51.59,53.22,1473100,53.22
"2008-12-03",52.03,54.26,52.03,53.19,872800,53.19
"2008-12-04",52.33,53.64,50.77,51.22,1016000,51.22
"2008-12-05",51,53.48,50.07,53.23,1205600,53.23
"2008-12-08",53.43,55.32,53.07,54.14,942200,54.14
"2008-12-09",53.44,54.51,52.22,52.61,825900,52.61
"2008-12-10",52.64,54.17,52.64,53.28,626200,53.28
"2008-12-11",53.23,54.5,51.84,52.13,868800,52.13
"2008-12-12",52.87,53.23,50.91,52.8,712600,52.8
"2008-12-15",52.87,53.31,51.52,52.2,623500,52.2
"2008-12-16",53,54.83,51.59,54.79,1266500,54.79
"2008-12-17",53.3,55.23,53.3,54.49,1116600,54.49
"2008-12-18",55.17,55.57,53.64,54.35,800600,54.35
"2008-12-19",54.91,55.31,52.54,52.87,1296600,52.87
"2008-12-22",52.75,53.35,50.86,51.42,1210100,51.42
"2008-12-23",51.92,52.1,50.62,50.99,597800,50.99
"2008-12-24",51.31,51.7,50.89,51.59,233900,51.59
"2008-12-26",52.2,52.21,50.81,51.16,182800,51.16
"2008-12-29",51.19,51.43,50.5,51.01,493900,51.01
"2008-12-30",51.13,51.91,50.63,51.58,859600,51.58
"2008-12-31",51.77,52.82,51.45,52.08,623100,52.08
"2009-01-02",52.02,52.86,51.22,52.66,691600,52.66
"2009-01-05",52.66,53.11,51.81,52.46,751200,52.46
"2009-01-06",52.78,53.34,50.81,51.24,898600,51.24
"2009-01-07",50.51,51.15,50.25,51.1,907600,51.1
"2009-01-08",51.14,51.79,50.97,51.59,764500,51.59
"2009-01-09",51.45,51.57,50.12,50.3,839600,50.3
"2009-01-12",50.77,51.07,48.55,48.75,1481700,48.75
"2009-01-13",48.76,49.05,47.9,48.23,1291400,48.23
"2009-01-14",47.5,47.62,45.43,45.82,2127500,45.82
"2009-01-15",46.13,48.82,45.18,48.45,1918200,48.45
"2009-01-16",49.14,50.85,49.04,50.69,1445300,50.69
"2009-01-20",50.7,51.07,48.4,48.58,1095000,48.58
"2009-01-21",49.44,49.72,47.7,49.09,1305600,49.09
"2009-01-22",48.32,48.9,47.65,48.67,1353200,48.67
"2009-01-23",47.73,49.3,47.73,48.65,946900,48.65
"2009-01-26",48.5,49.83,48.35,49.06,668000,49.06
"2009-01-27",49.48,50.07,48.93,49.46,676300,49.46
"2009-01-28",50.03,50.23,49.42,49.99,708600,49.99
"2009-01-29",49.47,50.15,48.96,49.64,771100,49.64
"2009-01-30",49.65,50.23,48.55,48.92,738700,48.92
"2009-02-02",48.58,48.77,47.79,48.62,728500,48.62
"2009-02-03",48.3,49.79,48.18,49.67,763300,49.67
"2009-02-04",49.89,51.45,49.53,49.73,774400,49.73
"2009-02-05",48.96,51.15,48.65,50.9,948500,50.9
"2009-02-06",51.06,51.13,47.76,47.98,2179400,47.98
"2009-02-09",48.43,48.43,47.25,48.38,1193700,48.38
"2009-02-10",47.88,48.46,46.66,46.83,964000,46.83
"2009-02-11",46.7,47.31,45.79,46.06,1151900,46.06
"2009-02-12",45.56,46.96,44.36,46.82,1634700,46.82
"2009-02-13",46.65,47.46,46.35,46.87,771800,46.87
"2009-02-17",44.97,46.87,44.59,46.19,1423400,46.19
"2009-02-18",46.45,47.34,46.01,46.88,1148500,46.88
"2009-02-19",46.95,47.74,46.39,47.13,1559100,47.13
"2009-02-20",46.93,48.79,46.5,48.35,1476600,48.35
"2009-02-23",48.56,48.76,46.46,46.56,1549500,46.56
"2009-02-24",46.7,47.55,45.96,47.36,1260600,47.36
"2009-02-25",46.99,48.74,46.56,48.04,1688200,48.04
"2009-02-26",48.2,48.5,47.42,47.57,1218600,47.57
"2009-02-27",47.65,48.4,47.1,47.98,1485500,47.98
"2009-03-02",47.28,47.61,46.51,47.24,1764800,47.24
"2009-03-03",47.72,48.34,47.31,47.64,1599200,47.64
"2009-03-04",48,49.69,47.65,49.18,1485300,49.18
"2009-03-05",48.13,48.97,47.05,47.68,1354100,47.68
"2009-03-06",48.06,49.15,46.84,47.74,1017500,47.74
"2009-03-09",47.76,48.02,46.32,46.57,1038200,46.57
"2009-03-10",47.19,47.86,46.6,47.74,986300,47.74
"2009-03-11",47.96,48.7,47.13,48.38,938400,48.38
"2009-03-12",48.49,50.71,48.14,50.58,982900,50.58
"2009-03-13",50.71,50.78,48.13,48.42,1843300,48.42
"2009-03-16",48.7,49,47.32,47.55,994000,47.55
"2009-03-17",47.52,48.65,47.32,48.56,1138600,48.56
"2009-03-18",48.4,48.65,47.06,48.27,1138000,48.27
"2009-03-19",48.72,48.97,47.65,48.11,899800,48.11
"2009-03-20",47.55,49.17,47.14,47.16,1405600,47.16
"2009-03-23",47.71,48.09,47.15,48.04,1549500,48.04
"2009-03-24",47.76,48.14,46.96,47.3,1232700,47.3
"2009-03-25",47.33,48.61,46,47,1513500,47
"2009-03-26",47.61,49.01,47.5,49.01,1362900,49.01
"2009-03-27",48.93,48.93,47.84,47.91,626700,47.91
"2009-03-30",47.33,47.51,46.58,47.14,671300,47.14
"2009-03-31",47.66,48.33,47.14,47.73,799200,47.73
"2009-04-01",47.33,49.25,47.33,48.96,774700,48.96
"2009-04-02",49.6,50.99,49.01,50.41,1126900,50.41
"2009-04-03",49.56,51.18,49.56,51.15,852600,51.15
"2009-04-06",50.84,52.25,50.43,52.05,1073400,52.05
"2009-04-07",51.5,51.8,50.82,51.27,662500,51.27
"2009-04-08",51.7,52.02,51.05,51.8,459600,51.8
"2009-04-09",52.36,52.36,49.54,49.7,1227100,49.7
"2009-04-13",49.7,50.06,48.79,49.58,732800,49.58
"2009-04-14",49.48,50.85,49.18,50.59,1210900,50.59
"2009-04-15",50.74,51.53,50.49,51.32,894200,51.32
"2009-04-16",51.52,51.52,50.45,51.03,948000,51.03
"2009-04-17",51.09,51.33,50.59,50.89,695400,50.89
"2009-04-20",50.13,50.66,49.87,50.19,534500,50.19
"2009-04-21",50.26,51.1,50.26,50.89,539200,50.89
"2009-04-22",50.75,50.96,49.37,49.49,822800,49.49
"2009-04-23",49.1,49.44,47.27,48.03,1223200,48.03
"2009-04-24",48.14,48.8,47.82,48.4,1110800,48.4
"2009-04-27",48,49.43,47.81,48.84,753600,48.84
"2009-04-28",48.37,50.21,48.35,49.51,831500,49.51
"2009-04-29",49.6,50.87,46.4,46.74,2446100,46.74
"2009-04-30",47.19,47.78,46.51,47.08,1873900,47.08
"2009-05-01",47.06,48.08,46.71,47.78,961600,47.78
"2009-05-04",48.27,48.27,47.37,47.85,1190400,47.85
"2009-05-05",47.7,47.8,47.17,47.42,949100,47.42
"2009-05-06",47.8,47.89,46.62,47.1,1443600,47.1
"2009-05-07",47.5,47.85,45.96,46.11,1247800,46.11
"2009-05-08",46.24,47.48,45.96,46.76,1138200,46.76
"2009-05-11",47.3,49.91,47.18,49.34,1536200,49.34
"2009-05-12",50.14,50.14,48.06,48.43,626300,48.43
"2009-05-13",48.23,48.9,48.03,48.13,707400,48.13
"2009-05-14",48.24,50.86,48.24,50.06,1258000,50.06
"2009-05-15",49.82,52.32,49.02,52.09,1674300,52.09
"2009-05-18",52.25,52.63,51.13,52.54,1032800,52.54
"2009-05-19",52.12,52.64,51.8,51.94,916100,51.94
"2009-05-20",51.85,52.15,51.35,51.45,733300,51.45
"2009-05-21",51.17,51.45,49.88,50.28,750400,50.28
"2009-05-22",50.68,51.13,49.94,50.17,553700,50.17
"2009-05-26",49.66,51.54,49.37,51.13,798900,51.13
"2009-05-27",51.17,51.33,49.84,49.89,783900,49.89
"2009-05-28",49.89,49.96,48.59,49.76,981700,49.76
"2009-05-29",49.91,50.13,49.38,49.98,916800,49.98
"2009-06-01",50.26,51.09,49.41,51.04,712700,51.04
"2009-06-02",50.68,51.33,50.28,50.59,1021800,50.59
"2009-06-03",50.2,50.92,50.06,50.65,632900,50.65
"2009-06-04",50.52,50.82,50.23,50.44,698600,50.44
"2009-06-05",50.77,50.91,49.77,50.08,942400,50.08
"2009-06-08",50.07,50.17,48.92,49.47,817200,49.47
"2009-06-09",49.18,50.16,48.61,49.87,841100,49.87
"2009-06-10",49.56,50.12,48.29,48.96,1026000,48.96
"2009-06-11",49.06,50.53,49.05,50.12,571000,50.12
"2009-06-12",49.83,50.1,49.31,49.69,608800,49.69
"2009-06-15",49.49,49.49,48.73,49.28,827600,49.28
"2009-06-16",49.87,50.07,49.22,49.65,772100,49.65
"2009-06-17",49.76,50.55,49.67,50.2,597200,50.2
"2009-06-18",50.02,50.86,49.83,50.73,589900,50.73
"2009-06-19",51.16,51.51,50.67,51.2,893800,51.2
"2009-06-22",50.86,50.97,49.59,49.67,525700,49.67
"2009-06-23",49.73,49.98,49.15,49.48,475700,49.48
"2009-06-24",49.66,50.54,49.27,49.97,771100,49.97
"2009-06-25",50,51.25,49.68,51.19,519500,51.19
"2009-06-26",50.96,51.19,50.38,50.71,697700,50.71
"2009-06-29",51.03,51.9,50.82,51.8,712300,51.8
"2009-06-30",51.92,52.06,51.27,51.53,887700,51.53
"2009-07-01",51.77,51.78,50.16,50.75,684000,50.75
"2009-07-02",50.6,50.75,49.94,50.22,572500,50.22
"2009-07-06",50.05,50.38,49.76,50.38,475400,50.38
"2009-07-07",50.16,50.25,49.19,49.62,732300,49.62
"2009-07-08",49.65,49.96,49.02,49.32,456900,49.32
"2009-07-09",49.33,49.45,48.52,49.07,380000,49.07
"2009-07-10",48.67,49.28,48.5,48.98,382900,48.98
"2009-07-13",48.99,49.59,48.46,49.57,504300,49.57
"2009-07-14",49.37,50,49.36,49.95,365600,49.95
"2009-07-15",50.3,50.9,49.9,50.85,463700,50.85
"2009-07-16",50.57,50.91,50.12,50.77,668700,50.77
"2009-07-17",50.9,51.15,50.19,51.12,447200,51.12
"2009-07-20",51.05,51.21,50.45,50.49,492100,50.49
"2009-07-21",50.9,50.95,49.69,50.04,625200,50.04
"2009-07-22",50.05,50.17,49.73,50.02,436900,50.02
"2009-07-23",49.84,51.63,49.66,51.59,747800,51.59
"2009-07-24",51.37,51.88,50.87,51.58,505200,51.58
"2009-07-27",52.05,53.15,51.58,53.02,795100,53.02
"2009-07-28",52.9,53.37,52.7,53.18,831700,53.18
"2009-07-29",51.81,52.01,50.29,51.97,1390100,51.97
"2009-07-30",52.45,52.59,51,51.41,827700,51.41
"2009-07-31",51.62,52.2,51.11,51.2,636200,51.2
"2009-08-03",51.08,51.77,50.8,51.75,459500,51.75
"2009-08-04",51.36,52.09,51.13,51.86,555400,51.86
"2009-08-05",52.2,52.2,51,51.27,651300,51.27
"2009-08-06",51.7,51.7,49.84,49.91,838700,49.91
"2009-08-07",50.53,51.12,50.05,51.09,511100,51.09
"2009-08-10",50.31,50.93,49.93,50.43,496100,50.43
"2009-08-11",50.07,50.44,49.66,50.3,413400,50.3
"2009-08-12",50.59,51.69,50.03,51.27,590000,51.27
"2009-08-13",51.12,51.56,49.67,50.03,822700,50.03
"2009-08-14",49.93,49.98,49,49.84,766900,49.84
"2009-08-17",49.51,49.7,49.22,49.27,694700,49.27
"2009-08-18",49.27,49.64,48.76,49.37,469000,49.37
"2009-08-19",49.07,49.75,49.03,49.6,470800,49.6
"2009-08-20",49.47,50.24,49.12,50.15,437900,50.15
"2009-08-21",50.7,51.65,50.24,51.5,653100,51.5
"2009-08-24",51.18,51.69,51.08,51.29,492700,51.29
"2009-08-25",51.38,51.58,50.63,50.82,571700,50.82
"2009-08-26",50.58,50.72,49.65,49.97,749600,49.97
"2009-08-27",50.06,50.4,49.2,50.31,477500,50.31
"2009-08-28",50.46,50.73,49.5,49.83,511800,49.83
"2009-08-31",49.46,50.06,49.25,49.52,481900,49.52
"2009-09-01",49.28,50.29,48.95,48.97,664500,48.97
"2009-09-02",49.13,49.55,48.69,49.14,620000,49.14
"2009-09-03",48.8,49.6,48.55,49.49,701500,49.49
"2009-09-04",49.37,49.69,48.99,49.62,400300,49.62
"2009-09-08",49.37,50.07,49.25,49.48,540700,49.48
"2009-09-09",49.82,49.82,48.94,49,710700,49
"2009-09-10",49.08,49.2,48.77,49.08,670800,49.08
"2009-09-11",48.93,49.1,48.25,48.43,1244400,48.43
"2009-09-14",48.24,49.41,48.24,49.19,738100,49.19
"2009-09-15",49.11,49.11,48.5,48.57,1004800,48.57
"2009-09-16",48.85,48.85,47.88,48.04,1515100,48.04
"2009-09-17",48.14,48.52,47.69,47.94,1073700,47.94
"2009-09-18",48.17,48.25,47.7,48.03,791400,48.03
"2009-09-21",48.17,48.87,47.75,48.46,720700,48.46
"2009-09-22",48.41,48.49,47.71,47.91,594900,47.91
"2009-09-23",47.91,48.16,47.33,47.61,1151400,47.61
"2009-09-24",47.28,47.66,46.86,47.48,921000,47.48
"2009-09-25",47.53,47.7,46.97,47.46,1037500,47.46
"2009-09-28",47.62,49.19,47.62,48.56,806100,48.56
"2009-09-29",48.59,48.98,48.36,48.51,692300,48.51
"2009-09-30",48.43,48.71,47.86,48.44,754900,48.44
"2009-10-01",48.66,48.84,47.58,47.58,563700,47.58
"2009-10-02",47.55,47.94,47.24,47.73,605900,47.73
"2009-10-05",47.62,47.88,47.08,47.84,621200,47.84
"2009-10-06",47.89,48.49,47.53,48.39,626900,48.39
"2009-10-07",48.49,48.49,47.72,48.03,597600,48.03
"2009-10-08",48.39,48.73,48.19,48.28,560000,48.28
"2009-10-09",48.35,48.55,48.17,48.35,627700,48.35
"2009-10-12",48.72,48.72,48.22,48.55,448900,48.55
"2009-10-13",48.3,48.63,48.3,48.6,501000,48.6
"2009-10-14",48.78,49.64,48.6,49.63,675100,49.63
"2009-10-15",50,52.19,49.99,52.12,1331300,52.12
"2009-10-16",52.04,52.43,51.16,52.24,837700,52.24
"2009-10-19",52.5,53.01,52.36,52.67,770700,52.67
"2009-10-20",51.99,52.85,51.99,52.48,748300,52.48
"2009-10-21",52.18,53.47,51.8,52.89,1198700,52.89
"2009-10-22",53,53.27,52.43,53.21,927400,53.21
"2009-10-23",53.35,54.32,52.78,53.17,881300,53.17
"2009-10-26",51.25,52.75,51,52.27,1924100,52.27
"2009-10-27",52.02,53.4,52,53.35,1389800,53.35
"2009-10-28",52.05,53.44,51.65,53.16,1389800,53.16
"2009-10-29",52.97,52.98,52.34,52.96,956600,52.96
"2009-10-30",52.96,53.5,52.37,52.37,1057400,52.37
"2009-11-02",51.8,53,51.8,52.64,1029900,52.64
"2009-11-03",52.73,53.08,52.03,52.97,927500,52.97
"2009-11-04",53.1,53.37,52.32,53.04,1190800,53.04
"2009-11-05",53.42,53.94,53.29,53.87,762100,53.87
"2009-11-06",53.79,54.36,53.26,54.3,748800,54.3
"2009-11-09",54.45,55.42,54.35,55.34,771400,55.34
"2009-11-10",54.98,55.2,54.01,54.56,1025000,54.56
"2009-11-11",54.91,55.25,53,54.49,510000,54.49
"2009-11-12",54.4,54.86,53.9,54.05,416600,54.05
"2009-11-13",53.88,54.83,53.33,54.39,524000,54.39
"2009-11-16",54.69,55.43,54.69,55.2,592800,55.2
"2009-11-17",55.07,55.43,54.68,55.29,377000,55.29
"2009-11-18",55.29,55.3,54.58,54.94,536100,54.94
"2009-11-19",54.61,54.88,53.8,54.15,727300,54.15
"2009-11-20",53.87,54.44,53.87,54.1,466200,54.1
"2009-11-23",54.63,55.87,54.58,55,544500,55
"2009-11-24",55.22,55.22,54.33,54.79,453200,54.79
"2009-11-25",54.65,55.49,54.64,55.15,672800,55.15
"2009-11-27",53.54,54.82,53.54,54.13,329000,54.13
"2009-11-30",53.99,54.84,53.56,54.73,583000,54.73
"2009-12-01",55.03,56.25,54.77,55.86,817800,55.86
"2009-12-02",55.78,56.42,55.66,56.02,435700,56.02
"2009-12-03",56.13,56.45,55.83,55.91,481600,55.91
"2009-12-04",56.24,57.24,56.19,56.91,732400,56.91
"2009-12-07",57.71,58.34,57.48,58.1,1166000,58.1
"2009-12-08",57.63,58.19,57.27,57.62,859200,57.62
"2009-12-09",57.39,57.94,57.15,57.85,594600,57.85
"2009-12-10",57.42,57.92,57.3,57.64,865100,57.64
"2009-12-11",57.78,57.86,57.14,57.24,709000,57.24
"2009-12-14",57.93,57.93,57.15,57.69,563400,57.69
"2009-12-15",57.35,57.61,56.71,56.84,691200,56.84
"2009-12-16",55.15,57.14,55.15,56.06,663400,56.06
"2009-12-17",55.78,55.82,55.24,55.25,463200,55.25
"2009-12-18",55.47,55.76,54.87,55.16,1095300,55.16
"2009-12-21",55.44,55.98,55.29,55.51,572000,55.51
"2009-12-22",56.29,56.29,55.3,55.56,626700,55.56
"2009-12-23",55.6,55.93,55.41,55.72,485900,55.72
"2009-12-24",55.95,55.95,55.53,55.72,164500,55.72
"2009-12-28",55.87,55.9,55.34,55.6,321500,55.6
"2009-12-29",55.5,55.6,55.1,55.37,392400,55.37
"2009-12-30",55.07,55.51,54.96,55.33,319700,55.33
"2009-12-31",55.53,55.55,55.17,55.17,302300,55.17
"2010-01-04",55.56,55.9,55.08,55.16,465900,55.16
"2010-01-05",54.98,55.05,54.2,54.67,647600,54.67
"2010-01-06",54.42,54.92,54.38,54.63,649600,54.63
"2010-01-07",54.35,54.75,54.3,54.72,357100,54.72
"2010-01-08",54.84,55.5,54.3,55.34,542500,55.34
"2010-01-11",55.25,55.59,54.7,55.35,445600,55.35
"2010-01-12",55.26,55.26,54.73,54.87,370500,54.87
"2010-01-13",55.07,55.83,54.55,55.78,361500,55.78
"2010-01-14",55.41,55.87,55.41,55.52,243700,55.52
"2010-01-15",54.98,55.89,54.59,54.81,652100,54.81
"2010-01-19",54.88,56.19,54.88,56.12,565300,56.12
"2010-01-20",55.85,55.85,54.65,55.19,407900,55.19
"2010-01-21",55.84,56.03,54.75,55.01,612700,55.01
"2010-01-22",54.99,55.4,54.7,54.8,608400,54.8
"2010-01-25",54.93,54.93,54.13,54.27,537700,54.27
"2010-01-26",54.26,54.65,53.69,53.81,353000,53.81
"2010-01-27",53.92,54.14,53.13,53.77,484400,53.77
"2010-01-28",54.06,54.06,52.97,53.42,543500,53.42
"2010-01-29",53.69,54.03,52.9,52.91,691600,52.91
"2010-02-01",52.91,53.58,52.7,53.48,451200,53.48
"2010-02-02",53.66,53.66,52.99,53.59,486400,53.59
"2010-02-03",53.25,54.65,53,54.48,861500,54.48
"2010-02-04",54.11,54.93,52.82,52.99,1325700,52.99
"2010-02-05",53.76,53.82,51.5,52,1974800,52
"2010-02-08",52.21,52.39,50.97,51.16,929700,51.16
"2010-02-09",51.63,52.02,51.22,51.55,652500,51.55
"2010-02-10",50.98,51.75,50.88,51.2,370600,51.2
"2010-02-11",50.95,51.88,50.62,51.65,603600,51.65
"2010-02-12",51.54,51.54,50.91,51.36,545400,51.36
"2010-02-16",51.77,52.45,51.61,52.45,627700,52.45
"2010-02-17",52.43,53.2,52.08,53.02,620100,53.02
"2010-02-18",53.14,53.6,53.03,53.5,557700,53.5
"2010-02-19",53.29,54.55,53.29,54.3,806100,54.3
"2010-02-22",54.27,54.64,53.99,54.6,932100,54.6
"2010-02-23",54.46,54.68,53.96,53.98,866100,53.98
"2010-02-24",54.34,54.93,53.96,54.83,845400,54.83
"2010-02-25",54.26,56,54.13,55.93,973800,55.93
"2010-02-26",56.09,56.09,54.96,55.18,774000,55.18
"2010-03-01",55.32,55.57,55.2,55.57,410700,55.57
"2010-03-02",56.5,56.5,55.43,56.14,997600,56.14
"2010-03-03",56.31,56.41,55.58,55.78,361800,55.78
"2010-03-04",55.75,55.83,55.2,55.3,542500,55.3
"2010-03-05",55.3,55.71,55.26,55.35,364300,55.35
"2010-03-08",55.15,55.16,54.57,54.68,392500,54.68
"2010-03-09",54.57,54.91,54.36,54.65,382700,54.65
"2010-03-10",54.57,54.7,54.27,54.38,622600,54.38
"2010-03-11",54.38,54.56,54.03,54.56,514200,54.56
"2010-03-12",54.6,54.86,54.2,54.49,299600,54.49
"2010-03-15",54.59,55.04,54.16,54.93,373700,54.93
"2010-03-16",54.82,55.36,54.82,55.27,271300,55.27
"2010-03-17",55.25,55.62,55.08,55.49,326200,55.49
"2010-03-18",55.29,55.57,55.16,55.49,312000,55.49
"2010-03-19",55.94,56.55,55.16,55.61,978700,55.61
"2010-03-22",55.53,56.25,55.14,56.1,457000,56.1
"2010-03-23",56.07,56.44,56.02,56.38,264200,56.38
"2010-03-24",55.49,55.86,54.34,54.71,756500,54.71
"2010-03-25",54.78,54.93,54.41,54.5,514700,54.5
"2010-03-26",54.7,54.7,54.29,54.5,415900,54.5
"2010-03-29",54.72,55.37,54.52,55.04,358500,55.04
"2010-03-30",55.2,55.2,54.57,54.9,302000,54.9
"2010-03-31",54.26,54.85,54.26,54.5,350900,54.5
"2010-04-01",54.67,55.03,54.27,54.77,378900,54.77
"2010-04-05",54.77,55.17,54.68,55.08,385400,55.08
"2010-04-06",54.75,55.25,54.75,55.14,379100,55.14
"2010-04-07",54.88,54.91,54.46,54.57,420200,54.57
"2010-04-08",54.5,54.5,54.06,54.35,431800,54.35
"2010-04-09",54.29,54.58,53.83,54.58,329800,54.58
"2010-04-12",54.7,55.68,54.49,55.57,539300,55.57
"2010-04-13",55.38,56,55.18,55.81,498500,55.81
"2010-04-14",55.8,55.93,54.94,55.9,1100400,55.9
"2010-04-15",55.16,56,55.14,55.75,569200,55.75
"2010-04-16",55.61,55.94,55.46,55.66,674800,55.66
"2010-04-19",55.66,55.86,55.3,55.86,765100,55.86
"2010-04-20",55.95,56.12,55.48,56.12,392500,56.12
"2010-04-21",55.91,55.99,55.36,55.75,613000,55.75
"2010-04-22",55.63,56.64,55.28,56.56,424600,56.56
"2010-04-23",56.99,57.34,56.59,57,666600,57
"2010-04-26",56.87,57.45,56.82,57.16,519200,57.16
"2010-04-27",56.95,57.18,55.91,56,474300,56
"2010-04-28",56.09,57.22,55.82,57.07,569700,57.07
"2010-04-29",57.5,58.2,57.14,58.1,763600,58.1
"2010-04-30",58.33,59.53,58.14,58.9,901700,58.9
"2010-05-03",58.91,59.15,58.37,58.61,1095900,58.61
"2010-05-04",58.23,58.26,56.87,57.44,594200,57.44
"2010-05-05",57.28,57.84,57.05,57.44,515000,57.44
"2010-05-06",57.43,57.57,54.58,56.03,915000,56.03
"2010-05-07",55.62,56.42,55.26,55.53,825500,55.53
"2010-05-10",56.86,57.8,56.78,57.64,613600,57.64
"2010-05-11",57,58.16,56.78,57.57,396000,57.57
"2010-05-12",57.58,57.93,57.25,57.77,595400,57.77
"2010-05-13",57.71,57.77,57.09,57.19,402700,57.19
"2010-05-14",57.05,57.17,56.34,56.7,504000,56.7
"2010-05-17",56.94,57.6,56.62,57.44,611200,57.44
"2010-05-18",57.8,58.84,57.75,58.06,1033900,58.06
"2010-05-19",58.05,59.02,57.73,58.36,1134500,58.36
"2010-05-20",57.42,58.07,56.74,56.91,931400,56.91
"2010-05-21",56.1,57.57,56.03,57.54,990000,57.54
"2010-05-24",56.84,57.72,56.72,56.76,532100,56.76
"2010-05-25",56.01,56.82,55.66,56.7,826400,56.7
"2010-05-26",57.23,58.25,56.18,56.44,1108900,56.44
"2010-05-27",57.18,57.94,56.91,57.94,910900,57.94
"2010-05-28",57.6,58.9,57.29,58.62,1040400,58.62
"2010-06-01",58.28,59.22,57.72,58.43,1188600,58.43
"2010-06-02",58.85,59.52,58.13,59.52,804100,59.52
"2010-06-03",59.62,60.02,59.53,59.94,762100,59.94
"2010-06-04",59.05,59.74,58.13,58.25,885900,58.25
"2010-06-07",58.18,58.31,57.2,57.3,577400,57.3
"2010-06-08",57.26,58.99,57,58.79,748000,58.79
"2010-06-09",59.32,61.57,59.2,61.46,1933300,61.46
"2010-06-10",62.2,64.07,61.93,63.19,2318000,63.19
"2010-06-11",62.8,63.6,62.48,63.57,983000,63.57
"2010-06-14",64,64.08,63.56,63.72,986700,63.72
"2010-06-15",63.98,64.55,63.79,64.51,918400,64.51
"2010-06-16",64.17,64.85,63.99,64.68,837500,64.68
"2010-06-17",64.88,65.16,64.4,65.08,736400,65.08
"2010-06-18",65.09,66.12,65.02,65.44,1408900,65.44
"2010-06-21",65.76,65.93,64.88,65.27,814600,65.27
"2010-06-22",65.52,66.3,64.68,64.8,1081900,64.8
"2010-06-23",64.93,65.18,63.98,64.46,875100,64.46
"2010-06-24",64.5,65.05,64.22,64.59,766600,64.59
"2010-06-25",64.87,66.19,64.67,66,1101800,66
"2010-06-28",66.12,67.03,65.38,66.57,849500,66.57
"2010-06-29",65.02,66.75,65.02,65.94,1294700,65.94
"2010-06-30",65.68,66.33,65.27,65.58,1160200,65.58
"2010-07-01",65.78,65.83,64.71,65.24,1074700,65.24
"2010-07-02",65.28,65.83,64.27,64.52,834200,64.52
"2010-07-06",64.93,65.09,63.5,63.97,959600,63.97
"2010-07-07",64.04,65.25,63.74,65.25,1084900,65.25
"2010-07-08",65.6,65.74,64.62,65.31,670300,65.31
"2010-07-09",65.5,67,65.2,65.54,569000,65.54
"2010-07-12",65.64,66.11,65.25,65.95,454000,65.95
"2010-07-13",66.32,66.88,65.81,66.23,785800,66.23
"2010-07-14",66.15,66.26,65.64,66.21,568500,66.21
"2010-07-15",66.15,66.77,65.35,65.87,711500,65.87
"2010-07-16",65.86,65.9,64.21,64.57,926500,64.57
"2010-07-19",64.87,65.54,64.29,64.96,465400,64.96
"2010-07-20",64.46,65.82,64.37,65.82,778300,65.82
"2010-07-21",64.31,65.31,63.1,63.91,1386100,63.91
"2010-07-22",64.26,64.84,63.25,63.45,1171900,63.45
"2010-07-23",63.51,64.8,63.17,64.77,768600,64.77
"2010-07-26",64.73,65.44,64.54,65.41,672200,65.41
"2010-07-27",65.5,65.82,63.71,64.51,838700,64.51
"2010-07-28",64.5,64.53,63.33,63.89,774700,63.89
