"","PRU.Open","PRU.High","PRU.Low","PRU.Close","PRU.Volume","PRU.Adjusted"
"2008-09-29",74.52,74.52,64.75,64.75,4902900,55.04
"2008-09-30",66.57,74.15,66.52,72,3946400,61.21
"2008-10-01",70.35,70.41,61.7,64.8,5611300,55.09
"2008-10-02",65.49,65.49,57.23,57.65,6062900,49.01
"2008-10-03",62,64.37,55.3,55.87,6018400,47.49
"2008-10-06",56,56,48.21,52.2,4889600,44.37
"2008-10-07",52.47,53.88,46.51,46.51,5878400,39.54
"2008-10-08",45.94,47.79,41.16,43.29,7826700,36.8
"2008-10-09",44.31,50.99,25.51,33.27,29541900,28.28
"2008-10-10",31.42,39.02,31.3,36.13,17118500,30.71
"2008-10-13",40.84,51.41,39.78,49.95,12518500,42.46
"2008-10-14",52.99,56.91,51.23,54.1,9546500,45.99
"2008-10-15",52.67,54,44.59,46.03,7794400,39.13
"2008-10-16",47.06,48.23,35.47,41.25,14096400,35.07
"2008-10-17",39.01,44.3,37.5,41.78,7362700,35.52
"2008-10-20",38.96,41.55,37.18,41.15,8832800,34.98
"2008-10-21",40.23,40.83,37.96,37.96,6901500,32.27
"2008-10-22",36.97,37.25,32.41,33.75,6754200,28.69
"2008-10-23",33.36,34.4,30.25,32.45,7185000,27.59
"2008-10-24",29.1,35.91,28.81,34.46,10037300,29.29
"2008-10-27",33.97,35.76,32.25,32.25,6857000,27.42
"2008-10-28",34.46,36.69,31.05,36.5,6365400,31.03
"2008-10-29",35.61,37.89,33.49,35.25,5896600,29.97
"2008-10-30",36.2,37.78,26.11,28.87,20114100,24.54
"2008-10-31",29.66,30.94,23.06,30,20491500,25.5
"2008-11-03",30.64,35.13,30.27,34.5,9501300,29.33
"2008-11-04",36.35,41.18,35,41.03,11759800,34.88
"2008-11-05",40.27,42.63,38.5,39.01,7956500,33.16
"2008-11-06",37.85,40.77,31.9,32.53,9889200,27.65
"2008-11-07",33.03,34.98,31.08,34.82,6535700,29.6
"2008-11-10",35.52,36.76,30.41,30.95,7147100,26.31
"2008-11-11",28.37,28.9,26.69,27.61,14533000,23.47
"2008-11-12",26.28,28.91,25.59,26.54,12185000,22.56
"2008-11-13",26.98,27.12,20.14,25.14,17958600,21.37
"2008-11-14",23.16,27.88,23.01,25.24,12425700,21.46
"2008-11-17",24.86,25.11,20.44,20.89,10696700,17.76
"2008-11-18",21.07,21.75,17.8,19.91,16324600,16.93
"2008-11-19",19.17,19.89,16.85,17.01,11989400,14.46
"2008-11-20",16.1,17.12,13.1,13.73,15421200,12.08
"2008-11-21",15.22,16.45,13.53,16.3,15876500,14.35
"2008-11-24",17.33,19.55,15.33,18.95,16317200,16.68
"2008-11-25",19.49,20.72,18.39,19.99,11962700,17.59
"2008-11-26",19.25,20.4,18.38,20.22,9921900,17.8
"2008-11-28",20.2,21.88,20.18,21.7,4143300,19.1
"2008-12-01",20.89,21.26,17.15,17.15,10502900,15.09
"2008-12-02",17.89,19.29,16.31,19.11,11115500,16.82
"2008-12-03",18.05,20.74,17.6,20.54,9316100,18.08
"2008-12-04",19.44,22.67,19.27,21.17,12591800,18.63
"2008-12-05",22.43,29.28,21.68,28.52,21715800,25.1
"2008-12-08",30.87,32.86,25.64,28.14,19648600,24.77
"2008-12-09",27.62,31.35,27.5,28.64,9942500,25.21
"2008-12-10",29.76,30.14,27.36,28.29,6612600,24.9
"2008-12-11",27.72,29.49,26.95,27.28,6873000,24.01
"2008-12-12",26.2,27,24.63,26.8,8879600,23.59
"2008-12-15",26.86,27.63,24.61,24.61,6866200,21.66
"2008-12-16",25.56,29.97,25.1,29.8,11059100,26.23
"2008-12-17",29.21,31.25,28.05,29.18,7908100,25.68
"2008-12-18",29.88,33.97,29.75,30.74,13464800,27.05
"2008-12-19",29.62,31.49,28.23,29.23,10933800,25.73
"2008-12-22",28.32,28.59,25.55,26.35,8731000,23.19
"2008-12-23",26.9,28.75,26.5,26.93,6123100,23.7
"2008-12-24",26.97,27.12,26.14,26.85,1583200,23.63
"2008-12-26",27.05,27.68,26.41,26.78,1943200,23.57
"2008-12-29",26.85,27.26,25.61,27.13,3214000,23.88
"2008-12-30",27.46,29.42,27.24,29.25,4826500,25.74
"2008-12-31",29.18,30.57,28.72,30.26,4619800,26.63
"2009-01-02",30.29,31.17,28.78,30.77,4334500,27.08
"2009-01-05",30.37,31.27,29.55,30.57,6363000,26.9
"2009-01-06",31.06,35.95,31.06,35.11,11742000,30.9
"2009-01-07",34.2,34.33,31.67,32.06,7921700,28.22
"2009-01-08",31.72,33.44,31.21,32.88,5340400,28.94
"2009-01-09",32.67,33.8,31.36,31.88,4405000,28.06
"2009-01-12",31.67,31.84,27.25,27.75,9519500,24.42
"2009-01-13",27.58,29.96,27.22,29.06,6012400,25.58
"2009-01-14",27.98,28,26,26.59,6771400,23.4
"2009-01-15",26.5,27.44,23.87,26.5,10317500,23.32
"2009-01-16",27.43,28.97,25.67,26.66,7845800,23.46
"2009-01-20",26.06,26.46,21.73,21.92,10463700,19.29
"2009-01-21",23.04,25.84,22.01,25.56,9878000,22.5
"2009-01-22",23.93,24.91,21.49,23.85,9853800,20.99
"2009-01-23",22.18,26.58,21.53,25.47,9565800,22.42
"2009-01-26",25.91,27.92,24.31,25.02,6431700,22.02
"2009-01-27",25.58,27.25,25.06,27.13,5572700,23.88
"2009-01-28",28.8,34.22,28.8,33.74,16244300,29.69
"2009-01-29",31.82,32,28.09,28.62,11542900,25.19
"2009-01-30",28.65,29.43,25.35,25.75,10862500,22.66
"2009-02-02",24.96,26.97,24.63,26.46,6933900,23.29
"2009-02-03",26.96,27.15,25.15,26.61,6548000,23.42
"2009-02-04",27.07,27.57,25.81,26.34,7094600,23.18
"2009-02-05",25.95,29.38,25.4,27.93,9843300,24.58
"2009-02-06",27.77,30.33,27.53,30.05,8634200,26.45
"2009-02-09",30.96,31.87,29.66,30.3,6605000,26.67
"2009-02-10",29.68,29.73,24.63,25.3,11181200,22.27
"2009-02-11",25.6,26.98,25,25.9,7141900,22.79
"2009-02-12",25.25,26.96,24.32,26.76,8975300,23.55
"2009-02-13",26.01,27.5,25.62,26.66,6786600,23.46
"2009-02-17",24.81,25.38,22.47,22.59,14763800,19.88
"2009-02-18",23.32,23.32,21.56,22.61,10103400,19.9
"2009-02-19",23.14,23.64,18.54,19.02,27233300,16.74
"2009-02-20",18.09,19.41,17.09,18.51,17778300,16.29
"2009-02-23",19.18,19.52,17.1,17.17,10998800,15.11
"2009-02-24",17.46,20.45,16.52,20.4,14256300,17.95
"2009-02-25",20.07,20.68,17.62,19.86,13292600,17.48
"2009-02-26",20.9,21.45,18.39,18.87,13835600,16.61
"2009-02-27",17.36,17.66,15.72,16.41,14326100,14.44
"2009-03-02",15.79,16.27,14.67,14.76,12820500,12.99
"2009-03-03",15.19,15.74,12.71,12.9,18816600,11.35
"2009-03-04",13.58,14.75,11.58,13.82,22540500,12.16
"2009-03-05",13,13.4,10.88,11.29,17016100,9.94
"2009-03-06",11.37,12.1,10.65,11.38,13772600,10.02
"2009-03-09",11,12.58,10.63,11.61,11707600,10.22
"2009-03-10",12.49,14,12.12,14,16575300,12.32
"2009-03-11",14.5,15.18,13.08,14.16,12972300,12.46
"2009-03-12",13.71,18.91,13.32,17.95,21998200,15.8
"2009-03-13",18.08,20.24,17.59,18.76,23008700,16.51
"2009-03-16",19.17,21.4,18.96,19.1,16845900,16.81
"2009-03-17",19.31,20.97,18.42,20.94,11874900,18.43
"2009-03-18",20.5,25.3,20,24.92,21552600,21.93
"2009-03-19",25.07,25.25,18.44,18.76,24503800,16.51
"2009-03-20",19.08,19.08,16.65,16.69,19662500,14.69
"2009-03-23",18.1,21.15,18.1,21.11,19749100,18.58
"2009-03-24",20.39,22.18,19.6,20.85,15078300,18.35
"2009-03-25",21.28,22.44,19.6,21.33,13565700,18.77
"2009-03-26",20.94,21.91,20.27,21.77,11383600,19.16
"2009-03-27",20.82,22.75,20.82,22.18,10693500,19.52
"2009-03-30",20.67,20.84,17.9,18,14705500,15.84
"2009-03-31",18.75,19.69,18.5,19.02,14322200,16.74
"2009-04-01",18.66,20.71,18.2,20.5,10462700,18.04
"2009-04-02",22,23,21.55,22.62,16515800,19.91
"2009-04-03",22.31,23.84,21.64,23.84,12400900,20.98
"2009-04-06",22.47,23.13,22.2,22.81,8635100,20.08
"2009-04-07",21.82,22.75,21.5,22.1,10231900,19.45
"2009-04-08",24.77,25.3,22.78,23.81,17644000,20.96
"2009-04-09",24.97,27.54,24.75,27.5,15493600,24.2
"2009-04-13",26.72,29.48,26.21,28.97,9877700,25.5
"2009-04-14",28.63,29.02,25.84,26.18,11334600,23.04
"2009-04-15",25.87,27.78,24.9,27.66,9949600,24.34
"2009-04-16",28,28.3,26.66,27.2,9092400,23.94
"2009-04-17",27.31,28.19,26,27.52,11495900,24.22
"2009-04-20",26.51,27,23.32,23.38,10682900,20.58
"2009-04-21",22.17,25.87,21.65,25.79,11019200,22.7
"2009-04-22",24.44,25.75,23.25,24.32,10762000,21.4
"2009-04-23",24.86,25.82,23.67,25.58,8599700,22.51
"2009-04-24",26.64,28.9,26.05,28.33,12421600,24.93
"2009-04-27",27.29,28.15,26.28,26.63,9011300,23.44
"2009-04-28",25.84,26.77,25.65,25.9,7528200,22.79
"2009-04-29",26.32,28.65,26.32,28.15,7740300,24.77
"2009-04-30",28.71,29.95,28.55,28.88,8348000,25.42
"2009-05-01",28.15,29.19,27.9,28.18,6401200,24.8
"2009-05-04",28.85,31.1,28.33,30.78,10821000,27.09
"2009-05-05",29.81,31.6,29.81,31,8501100,27.28
"2009-05-06",31.83,37.49,31.49,35.57,20198400,31.31
"2009-05-07",37.88,44.1,37.75,42.87,34635500,37.73
"2009-05-08",43.51,46.39,41.41,46,15893000,40.48
"2009-05-11",44.3,44.35,39.75,40.33,16593500,35.49
"2009-05-12",41.05,41.79,38.29,39.31,12789600,34.6
"2009-05-13",37.8,39.75,36.61,37.02,16224400,32.58
"2009-05-14",37.38,39.97,36.3,39.37,10096400,34.65
"2009-05-15",40.99,40.99,37.26,37.75,13661600,33.22
"2009-05-18",38.26,41.93,38,41.64,10304800,36.65
"2009-05-19",40.81,43.63,40.04,41.95,10441400,36.92
"2009-05-20",42.95,44.15,40.36,40.76,8980400,35.87
"2009-05-21",40,41.7,39.33,40.59,7160400,35.72
"2009-05-22",40.94,41.2,39.51,39.6,5840000,34.85
"2009-05-26",39.55,40.04,38.49,39.59,9438800,34.84
"2009-05-27",40.33,40.95,38.53,38.56,9094800,33.94
"2009-05-28",39.01,39.7,38.22,39.46,7143500,34.73
"2009-05-29",39.45,40,38.5,39.91,5851100,35.12
"2009-06-01",39.51,39.97,38.51,39.52,10707300,34.78
"2009-06-02",39.89,42.57,39.58,41.7,11885100,36.7
"2009-06-03",40.94,41.25,40.16,40.51,33227400,35.65
"2009-06-04",41.05,42.85,40.88,42.06,10462700,37.02
"2009-06-05",43.6,43.69,40.44,40.95,9181700,36.04
"2009-06-08",40.51,40.73,39.25,40.1,7693500,35.29
"2009-06-09",40.33,40.33,38.95,39.51,6694500,34.77
"2009-06-10",39.9,40.27,37.87,38.67,8014000,34.03
"2009-06-11",38.38,39.57,37.99,38.3,6987300,33.71
"2009-06-12",38.1,38.42,36.7,37.15,5736300,32.7
"2009-06-15",36.66,37.13,36.17,36.6,5595000,32.21
"2009-06-16",36.94,37.23,36,36.15,4805000,31.82
"2009-06-17",35.99,36.59,35.08,35.73,7012100,31.45
"2009-06-18",36.06,38.03,36.06,37.08,7701000,32.63
"2009-06-19",38.29,38.46,37.5,38.22,8202600,33.64
"2009-06-22",37.67,37.67,34.91,34.96,7468700,30.77
"2009-06-23",35.28,36.19,34.7,35.68,4839200,31.4
"2009-06-24",36.07,37.32,35.8,36.3,4141100,31.95
"2009-06-25",35.72,37.16,35.2,37.02,5199700,32.58
"2009-06-26",37,37.19,36.16,36.75,5182600,32.34
"2009-06-29",36.97,38.06,36.8,37.78,4566800,33.25
"2009-06-30",37.71,37.81,36.3,37.22,5269600,32.76
"2009-07-01",37.53,38,37.13,37.2,5120300,32.74
"2009-07-02",36.48,37.2,34.94,34.94,4742500,30.75
"2009-07-06",34.93,35.99,34.67,35.73,5349200,31.45
"2009-07-07",35.42,36.19,34.1,34.22,5928800,30.12
"2009-07-08",34.42,34.67,32.25,33.28,7244200,29.29
"2009-07-09",34.05,34.94,33.94,34.34,4525700,30.22
"2009-07-10",34.5,34.51,33.49,33.83,4426600,29.77
"2009-07-13",34.36,37.02,34.25,36.99,6226400,32.56
"2009-07-14",37.76,37.93,36.49,37.32,5579000,32.85
"2009-07-15",37.65,40.03,37.5,39.45,10687700,34.72
"2009-07-16",39.19,39.83,38.38,39.46,4411300,34.73
"2009-07-17",38.93,39.19,38.25,39.03,4220900,34.35
"2009-07-20",39.74,40.19,39.26,39.74,3693200,34.98
"2009-07-21",39.96,40.5,38.95,39.49,3773600,34.76
"2009-07-22",38.87,39.61,38.58,39.53,4544000,34.79
"2009-07-23",39.54,42.36,39.51,41.94,7031600,36.91
"2009-07-24",41.57,42.85,41.19,42.83,3502300,37.69
"2009-07-27",42.92,44.4,42.7,43.59,3492900,38.36
"2009-07-28",43.17,43.2,41.67,42.79,4649500,37.66
"2009-07-29",42.2,42.84,41.84,42.44,3370900,37.35
"2009-07-30",43.81,44.98,43.63,43.86,5701000,38.6
"2009-07-31",43.73,44.61,43.23,44.27,3922500,38.96
"2009-08-03",45.17,46.4,44.64,46.34,5228800,40.78
"2009-08-04",46.12,46.39,44.56,46.22,5762900,40.68
"2009-08-05",46.29,47.3,45.09,46.88,5551700,41.26
"2009-08-06",47,47,44.61,45.63,6823300,40.16
"2009-08-07",47.04,48.76,46.92,47.86,5952100,42.12
"2009-08-10",47.62,47.81,46.14,46.94,3506400,41.31
"2009-08-11",47,47.08,45.21,45.25,4530300,39.82
"2009-08-12",45.06,47.74,44.91,47.28,4922900,41.61
"2009-08-13",48,48.24,46.63,47.57,3808800,41.87
"2009-08-14",47.49,47.84,45.8,46.58,3869200,41
"2009-08-17",45.12,45.33,43.84,44.18,5707100,38.88
"2009-08-18",44.54,46.02,44.42,45.75,4245000,40.26
"2009-08-19",44.88,46.6,44.46,46.1,4114400,40.57
"2009-08-20",47.18,48.41,47.18,48.1,5172600,42.33
"2009-08-21",48.72,50.25,48.33,49.94,5063100,43.95
"2009-08-24",50.74,51.46,49.12,49.46,4225400,43.53
"2009-08-25",50.1,51.93,49.99,51.7,4889200,45.5
"2009-08-26",51.56,51.65,50.44,51.02,4203300,44.9
"2009-08-27",50.99,51.35,48.59,51.27,4647000,45.12
"2009-08-28",51.8,52.27,50.9,52.21,3576800,45.95
"2009-08-31",51.19,51.74,50.21,50.58,6292400,44.52
"2009-09-01",50.34,50.55,46.62,46.78,6728200,41.17
"2009-09-02",46.92,47.79,45.5,47.11,5782500,41.46
"2009-09-03",47.67,48.59,47.04,47.76,4020100,42.03
"2009-09-04",48.05,48.3,47.04,47.89,2364700,42.15
"2009-09-08",48.54,49.26,48.06,48.44,3416300,42.63
"2009-09-09",48.44,48.95,47.31,48.27,5465700,42.48
"2009-09-10",48.3,49.69,47.15,49.34,4635000,43.42
"2009-09-11",49.6,49.79,48.12,48.7,4039300,42.86
"2009-09-14",47.92,51.13,47.7,50.89,6358400,44.79
"2009-09-15",51.06,51.42,49.71,50.89,6066000,44.79
"2009-09-16",51.16,54.65,50.83,54.63,6821200,48.08
"2009-09-17",53.92,55.99,53.02,54.02,5335000,47.54
"2009-09-18",54.45,54.54,52.5,52.69,5708100,46.37
"2009-09-21",51.85,52,51.27,51.71,4541800,45.51
"2009-09-22",52.55,52.67,51.88,52.02,3371800,45.78
"2009-09-23",50.82,51.7,49.24,49.3,6432900,43.39
"2009-09-24",49.92,50.14,47.94,48.17,4992600,42.39
"2009-09-25",48.19,48.96,47.39,47.77,3842600,42.04
"2009-09-28",48.51,50.82,47.82,50.69,3451600,44.61
"2009-09-29",50.75,51.38,49.91,49.96,3086400,43.97
"2009-09-30",50.35,51.35,49.26,49.91,4757200,43.93
"2009-10-01",49.56,50,47,47.27,6587000,41.6
"2009-10-02",46.33,48.23,45.89,46.74,6186800,41.14
"2009-10-05",47.84,49.54,47.24,49.39,5243600,43.47
"2009-10-06",50.19,51.43,48.53,50.03,5394700,44.03
"2009-10-07",49.88,50.61,49.19,50.44,3065200,44.39
"2009-10-08",51.24,52.16,50.65,50.84,4371100,44.74
"2009-10-09",50.71,51.5,50.5,51.01,2647900,44.89
"2009-10-12",51.51,51.65,50.42,50.81,2047600,44.72
"2009-10-13",50.44,50.49,48.95,49.81,4173400,43.84
"2009-10-14",51.73,52.95,50.91,52.78,5054300,46.45
"2009-10-15",52.28,52.86,51.43,52.82,4169400,46.49
"2009-10-16",52.05,52.06,50.68,51.16,3800300,45.03
"2009-10-19",51.53,52.49,51.14,52.09,2982800,45.84
"2009-10-20",52.16,52.16,50.12,50.61,2974800,44.54
"2009-10-21",50.63,51.54,49.68,49.9,4333100,43.92
"2009-10-22",50.14,51.66,49.7,51.58,3793900,45.4
"2009-10-23",51.29,51.35,49.41,49.73,3189400,43.77
"2009-10-26",50.42,50.57,47.53,47.94,4595600,42.19
"2009-10-27",48.02,48.71,46.88,47.12,5421600,41.47
"2009-10-28",46.67,47.1,44.53,44.69,7474300,39.33
"2009-10-29",46.28,48.4,46.05,48.25,6631500,42.47
"2009-10-30",47.71,47.71,45.04,45.23,6421300,39.81
"2009-11-02",45.75,46.97,44.5,46.31,6104700,40.76
"2009-11-03",45.47,47.43,45.05,47.01,4905300,41.37
"2009-11-04",47.99,48.48,46.01,46.56,5814900,40.98
"2009-11-05",46.48,46.51,43.41,44.64,12815500,39.29
"2009-11-06",43.87,45.85,43.53,45.38,6137200,39.94
"2009-11-09",46.09,48.09,45.35,48,6483100,42.24
"2009-11-10",47.59,47.87,47.01,47.48,4577600,41.79
"2009-11-11",48.03,49.5,48,48.76,4421700,42.91
"2009-11-12",48.44,48.87,47.11,47.44,3545000,41.75
"2009-11-13",47.69,48.45,47.28,47.8,3167900,42.07
"2009-11-16",48.41,49.54,48.39,48.96,3372500,43.09
"2009-11-17",48.84,50.09,48.43,49.95,3591000,43.96
"2009-11-18",49.51,50.95,49.51,50.34,4351400,44.3
"2009-11-19",49.91,50.09,48.21,48.67,4475200,42.83
"2009-11-20",47.9,48.32,47.45,47.67,4379000,42.57
"2009-11-23",48.68,49.56,48.28,49.08,2974100,43.83
"2009-11-24",50.14,50.75,49.08,50.51,4399400,45.1
"2009-11-25",50.81,51.09,49.97,50.28,2808600,44.9
"2009-11-27",48.09,49.48,47.82,48.2,2734100,43.04
"2009-11-30",48.68,49.98,48.28,49.85,5140600,44.51
"2009-12-01",50.39,50.65,49.32,49.73,4159000,44.41
"2009-12-02",49.94,50.95,49.37,50.24,3144900,44.86
"2009-12-03",50.62,51.57,48,48.19,7104600,43.03
"2009-12-04",49.15,49.37,47.47,48.59,5089900,43.39
"2009-12-07",48.41,49.38,47.05,47.49,4132700,42.41
"2009-12-08",47.04,47.46,46.44,46.88,4040200,41.86
"2009-12-09",47.12,48.03,46.2,47.89,5169000,42.76
"2009-12-10",48.37,49.35,47.45,48.54,6650400,43.34
"2009-12-11",48.8,49.03,47.91,48.89,3207400,43.66
"2009-12-14",48.99,49.49,48.62,49.45,2259600,44.16
"2009-12-15",49.15,49.93,48.94,49.15,3654700,43.89
"2009-12-16",49.74,51.98,49.5,51.01,7167600,45.55
"2009-12-17",50.74,50.8,49.07,49.21,4848600,43.94
"2009-12-18",49.76,50,49.09,49.92,4943900,44.58
"2009-12-21",50.49,50.77,50.21,50.63,2612300,45.21
"2009-12-22",50.63,51.71,50.5,51.51,2858900,46
"2009-12-23",51.5,52.27,51.4,52.12,2427500,46.54
"2009-12-24",52.57,52.62,51.6,51.71,947600,46.17
"2009-12-28",51.75,52.24,51.25,51.59,1411000,46.07
"2009-12-29",51.84,51.97,50.72,50.74,2043400,45.31
"2009-12-30",50.54,50.74,50.17,50.54,1633100,45.13
"2009-12-31",50.62,50.98,49.75,49.76,1992500,44.43
"2010-01-04",50.43,51.9,50.19,51.77,3001500,46.23
"2010-01-05",51.84,52.89,51.61,52.79,3238500,47.14
"2010-01-06",53.01,53.49,52.11,53.41,2848700,47.69
"2010-01-07",53.4,54.47,52.78,54.27,3068100,48.46
"2010-01-08",53.91,54.18,52.9,53.56,2406500,47.83
"2010-01-11",54.15,54.38,52.99,53.49,2452900,47.76
"2010-01-12",54.65,54.98,52.61,53.05,4279000,47.37
"2010-01-13",53.19,53.89,52.3,53.8,3145300,48.04
"2010-01-14",53.53,54.29,52.98,54.08,2394600,48.29
"2010-01-15",53.78,53.88,52.99,53.46,3701200,47.74
"2010-01-19",53.22,54.44,52.88,54.18,3343500,48.38
"2010-01-20",53.98,53.98,53.04,53.62,2742400,47.88
"2010-01-21",53.09,53.48,51.55,51.59,5922000,46.07
"2010-01-22",51.58,51.86,49.78,50.05,4867700,44.69
"2010-01-25",51.07,51.44,50.21,50.71,2779500,45.28
"2010-01-26",50.26,51.35,49.26,49.47,2804500,44.17
"2010-01-27",49.6,51.67,49.19,51.63,4747700,46.1
"2010-01-28",51.8,52.1,49.9,50.59,3262800,45.17
"2010-01-29",51.04,51.46,49.58,49.99,3453900,44.64
"2010-02-01",50.47,51.58,50.33,51.22,2694000,45.74
"2010-02-02",51.38,51.99,50.85,51.94,2524100,46.38
"2010-02-03",51.53,51.76,50.16,50.36,3103700,44.97
"2010-02-04",50.02,50.12,48.16,48.21,4758300,43.05
"2010-02-05",48.35,49.17,46.33,48.53,4757900,43.33
"2010-02-08",48.55,48.88,47.01,47.02,3007500,41.99
"2010-02-09",47.81,49.28,47.26,48.36,4967100,43.18
"2010-02-10",48.45,49.28,47.97,48.88,3037400,43.65
"2010-02-11",47.97,48.98,47.78,48.59,5745200,43.39
"2010-02-12",48.34,48.48,47.12,48.14,4265900,42.99
"2010-02-16",48.49,49.95,48.15,49.93,3373400,44.58
"2010-02-17",51.01,51.31,50.22,50.57,4228400,45.16
"2010-02-18",50.18,51.24,50.18,51.08,2723400,45.61
"2010-02-19",50.63,51.74,50.12,51.5,3498200,45.99
"2010-02-22",51.63,51.92,50.75,51.7,3299900,46.17
"2010-02-23",51.38,51.99,50.02,50.51,3093500,45.1
"2010-02-24",50.79,51.95,50.54,51.9,3760200,46.34
"2010-02-25",51.08,52.29,50.56,52.24,4623000,46.65
"2010-02-26",52.35,52.53,51.49,52.41,3370700,46.8
"2010-03-01",52.74,53.55,52.74,53.46,3211100,47.74
"2010-03-02",53.68,53.85,52.9,53.21,3171800,47.51
"2010-03-03",53.33,53.42,52.73,52.83,2525300,47.17
"2010-03-04",52.83,53.79,52.71,53.77,3400000,48.01
"2010-03-05",53.98,54.75,53.79,54.58,3010900,48.74
"2010-03-08",54.96,55.68,54.56,55.32,3581600,49.4
"2010-03-09",54.88,56,54.65,55.42,2955200,49.49
"2010-03-10",55.5,56.6,55.14,55.81,4523500,49.84
"2010-03-11",55.27,56.1,54.71,55.82,3145700,49.84
"2010-03-12",56.25,56.56,55.61,55.91,2590100,49.92
"2010-03-15",55.48,56.61,55.39,55.88,3084600,49.9
"2010-03-16",56.27,57.13,55.76,57.09,3063800,50.98
"2010-03-17",57.4,58.24,57.31,57.59,3611400,51.42
"2010-03-18",57.38,57.98,56.9,57.79,3713800,51.6
"2010-03-19",57.93,58.52,57.46,57.96,5373200,51.76
"2010-03-22",57.35,58.14,56.9,58.08,3403800,51.86
"2010-03-23",58.23,58.43,57.18,58.35,2915200,52.1
"2010-03-24",57.49,59,57.47,58.39,2591800,52.14
"2010-03-25",58.99,60.22,58.39,58.5,3812000,52.24
"2010-03-26",58.83,60.2,58.55,59.21,4069900,52.87
"2010-03-29",59.59,60,59.12,59.91,2407900,53.5
"2010-03-30",59.93,60.4,59.4,59.67,2843900,53.28
"2010-03-31",59.38,60.52,59.25,60.5,3258000,54.02
"2010-04-01",60.98,61.7,60.72,61.29,2567400,54.73
"2010-04-05",61.65,63.16,61.45,63,3848600,56.26
"2010-04-06",62.74,64.23,62.74,63.81,3874000,56.98
"2010-04-07",63.76,64,62.45,62.84,4861100,56.11
"2010-04-08",62.6,63.72,61.95,63.48,3162000,56.68
"2010-04-09",63.73,64,62.86,63.52,2198900,56.72
"2010-04-12",63.91,64.21,62.98,63.09,3079400,56.34
"2010-04-13",62.78,63.55,62.27,63.38,2796700,56.59
"2010-04-14",63.66,65.18,63.3,65.11,2996600,58.14
"2010-04-15",64.84,65.05,63.89,64.46,2317900,57.56
"2010-04-16",64.18,64.74,61.77,62.84,4410200,56.11
"2010-04-19",62.33,63.76,61.97,63.67,2748200,56.85
"2010-04-20",64.39,65.46,64.14,65.28,3029600,58.29
"2010-04-21",65.32,65.74,63.86,64.85,2190600,57.91
"2010-04-22",64.15,64.77,63.34,64.58,2526400,57.67
"2010-04-23",64.86,65.93,64.31,65.82,2589300,58.77
"2010-04-26",65.78,66.8,65.32,65.49,2593400,58.48
"2010-04-27",65.05,65.16,61.5,61.66,3851500,55.06
"2010-04-28",62.64,63.87,62.09,62.77,4419700,56.05
"2010-04-29",63.53,65.7,63.29,65.23,3035700,58.25
"2010-04-30",64.73,65.13,63.42,63.56,3563700,56.76
"2010-05-03",64.16,64.45,63.18,64.36,2635700,57.47
"2010-05-04",63.66,63.66,61.03,61.66,4650900,55.06
"2010-05-05",60.55,62.36,59.46,61.35,3625400,54.78
"2010-05-06",60.63,63.59,55.75,60.03,8545900,53.6
"2010-05-07",60.01,60.87,57,58.15,8733100,51.92
"2010-05-10",60.27,62.81,60.11,62.62,5838800,55.92
"2010-05-11",61.94,64.38,61.45,63.16,4585000,56.4
"2010-05-12",63.72,64.13,63.17,63.98,2988300,57.13
"2010-05-13",63.66,63.83,61.8,61.85,3561000,55.23
"2010-05-14",61.18,61.29,59.16,60.46,4687200,53.99
"2010-05-17",60.33,61.51,59.02,60.86,3635100,54.34
"2010-05-18",61.73,61.98,59.23,59.73,4582600,53.34
"2010-05-19",58.32,60.07,56.7,58.44,4957800,52.18
"2010-05-20",56.85,56.93,54.58,54.6,7151300,48.75
"2010-05-21",52.63,56.75,52.57,56.39,7629200,50.35
"2010-05-24",56.5,56.64,54.83,54.92,4260100,49.04
"2010-05-25",52.46,55.79,52.42,55.68,4889200,49.72
"2010-05-26",56.13,57.52,55.37,55.7,4392700,49.74
"2010-05-27",57.42,59.25,56.99,59.14,4744700,52.81
"2010-05-28",59.14,59.15,57.27,57.71,3424100,51.53
"2010-06-01",56.76,58.28,56.58,56.72,3326300,50.65
"2010-06-02",57.07,59.06,56.7,58.95,3215300,52.64
"2010-06-03",59.82,60.37,58.72,59.31,3343000,52.96
"2010-06-04",57.67,57.83,55.28,55.66,4587500,49.7
"2010-06-07",56.09,56.58,54.48,54.59,3388200,48.75
"2010-06-08",55.1,56.1,53.63,55.95,4508200,49.96
"2010-06-09",56.4,57.32,54.9,55.16,3785200,49.25
"2010-06-10",56.66,58.35,56.29,58.19,4127300,51.96
"2010-06-11",56.97,59.05,56.89,58.81,4195200,52.51
"2010-06-14",59.7,59.9,57.93,57.98,5193300,51.77
"2010-06-15",58.79,59.28,58.18,58.98,4879200,52.67
"2010-06-16",58.4,59.1,58.03,58.48,4293500,52.22
"2010-06-17",58.48,59.09,57.74,59.02,4131000,52.7
"2010-06-18",59.1,59.49,58.62,59.05,3723500,52.73
"2010-06-21",60,60.46,58.38,58.79,3331800,52.5
"2010-06-22",58.98,59.15,57.6,57.7,3695200,51.52
"2010-06-23",57.72,58.09,56.6,57.03,2737000,50.92
"2010-06-24",56.47,57,55.61,55.81,3779500,49.84
"2010-06-25",56.6,58,55.8,57.55,7665100,51.39
