"","CL.Open","CL.High","CL.Low","CL.Close","CL.Volume","CL.Adjusted"
"2009-03-26",59.6,60.35,58.82,60.29,8249600,26.66
"2009-03-27",59.58,60.22,59.1,59.51,4654600,26.31
"2009-03-30",59,59.11,57.9,58.79,5664200,25.99
"2009-03-31",59.06,59.79,58.58,58.98,5539200,26.08
"2009-04-01",58.13,59.06,57,58.8,10762400,26
"2009-04-02",59.15,61.85,59.15,61.23,11422400,27.07
"2009-04-03",61.43,61.51,59.8,60.44,7900400,26.72
"2009-04-06",60.21,61.21,60.02,61.11,5404600,27.02
"2009-04-07",60.46,60.86,59.94,60.33,5179600,26.67
"2009-04-08",60.39,60.92,59.75,60.62,6959600,26.8
"2009-04-09",60.84,61.28,58.86,59.8,8280600,26.44
"2009-04-13",59.79,59.79,58.25,58.49,7106400,25.86
"2009-04-14",58.45,58.46,57.17,57.29,7471600,25.33
"2009-04-15",57.15,58.05,57.15,58.03,7496000,25.66
"2009-04-16",58.39,59.52,58.16,59.22,8947600,26.18
"2009-04-17",59.44,61.32,58.92,60.82,9646600,26.89
"2009-04-20",60.6,61.13,60.23,60.48,6097000,26.74
"2009-04-21",60.16,61.33,60.1,60.6,5864000,26.79
"2009-04-22",60.06,60.21,59.13,59.23,7943800,26.38
"2009-04-23",59.06,59.47,58.37,58.97,6511000,26.26
"2009-04-24",59.29,59.57,58.41,59.16,5394600,26.35
"2009-04-27",59.08,60.2,58.79,59.37,6155200,26.44
"2009-04-28",59.24,59.69,58.63,58.98,4782200,26.27
"2009-04-29",59.31,60.06,58.93,59.71,7450200,26.59
"2009-04-30",60.44,60.44,58.18,59,11936200,26.28
"2009-05-01",59.12,61.98,58.83,61.4,14063000,27.35
"2009-05-04",61.81,62.5,61.49,62.27,8247400,27.73
"2009-05-05",62.58,62.58,61.02,61.56,8345800,27.42
"2009-05-06",62.13,62.3,60.85,61.35,8936400,27.32
"2009-05-07",61.7,62.15,61.21,61.87,9419400,27.56
"2009-05-08",62.34,62.45,61.11,61.82,6750400,27.53
"2009-05-11",61.22,62.39,61,62.19,7236000,27.7
"2009-05-12",62.34,63.59,62,63.46,9083000,28.26
"2009-05-13",63.05,64.41,62.5,64.14,12716800,28.57
"2009-05-14",64.25,64.41,63.15,63.44,8056600,28.25
"2009-05-15",63.43,64.02,63.19,63.49,6349600,28.28
"2009-05-18",64.05,64.48,63.57,64.48,6383200,28.72
"2009-05-19",64.22,64.5,63.9,64.21,6902400,28.6
"2009-05-20",63.76,64.39,63.26,63.9,9370800,28.46
"2009-05-21",63.2,63.92,62.75,63.9,7062800,28.46
"2009-05-22",63.9,64.64,63.59,64.11,6333000,28.55
"2009-05-26",63.82,64.92,63.56,64.76,7397000,28.84
"2009-05-27",64.65,64.76,63.3,63.5,6959800,28.28
"2009-05-28",63.68,64.1,62.9,63.97,7615000,28.49
"2009-05-29",64.03,65.96,63.92,65.95,9748800,29.37
"2009-06-01",66.29,69.56,66.29,69.42,14844800,30.92
"2009-06-02",69.12,70.52,69.08,70.24,15511400,31.28
"2009-06-03",69.82,70.89,69.54,70.84,13098200,31.55
"2009-06-04",70.69,71.32,70.15,71.32,10542800,31.76
"2009-06-05",71.27,71.7,70.5,70.9,7664600,31.58
"2009-06-08",70.24,71.33,69.93,70.88,6432600,31.57
"2009-06-09",70.89,70.9,69.97,70.17,6111000,31.25
"2009-06-10",70.15,70.8,69.95,70.36,8693400,31.34
"2009-06-11",70.35,71.19,70.19,70.26,5168400,31.29
"2009-06-12",69.96,72,69.79,71.38,6137200,31.79
"2009-06-15",70.82,70.82,69.76,69.96,5656000,31.16
"2009-06-16",70.3,70.3,68.32,68.6,9194400,30.55
"2009-06-17",68.53,69.99,68.5,69.52,5595200,30.96
"2009-06-18",69.71,71.08,69.43,70.81,5114000,31.54
"2009-06-19",71.39,71.68,70.2,70.57,8596400,31.43
"2009-06-22",69.99,71.16,69.96,70.55,4858800,31.42
"2009-06-23",70.59,70.8,69.88,70.36,4324400,31.34
"2009-06-24",70.74,70.86,69.82,70.19,5642200,31.26
"2009-06-25",70.07,71.74,69.65,71.44,6864600,31.82
"2009-06-26",71.24,72.19,71.12,71.76,5538600,31.96
"2009-06-29",71.77,72.49,71.48,71.74,5767200,31.95
"2009-06-30",71.46,71.89,70.1,70.74,7424200,31.51
"2009-07-01",70.93,72.38,70.93,72.14,5827400,32.13
"2009-07-02",71.69,72.44,71.45,72.08,5853200,32.1
"2009-07-06",72.18,74.49,71.58,74.38,10624800,33.13
"2009-07-07",74.28,74.28,72.91,73.12,7122000,32.57
"2009-07-08",72.92,73.63,72.7,73.34,6205400,32.66
"2009-07-09",73.72,73.87,72.85,73.06,4157600,32.54
"2009-07-10",72.84,72.84,70.99,71.23,8419400,31.72
"2009-07-13",71.35,73.24,71.27,72.84,5881000,32.44
"2009-07-14",73.01,73.36,72.67,73.34,3790600,32.66
"2009-07-15",74,74,72.9,73.1,6244200,32.56
"2009-07-16",72.77,74.14,72.77,73.54,4793800,32.75
"2009-07-17",73.6,73.99,73.25,73.52,4821400,32.74
"2009-07-20",73.74,73.85,72.67,73.43,4901000,32.7
"2009-07-21",73.9,74.43,73.05,73.8,5915000,32.87
"2009-07-22",73.43,74.28,73.2,73.44,6398400,32.9
"2009-07-23",73.48,75.26,73.31,74.58,5858400,33.41
"2009-07-24",74.46,75.24,74.42,75.1,4331200,33.65
"2009-07-27",75.24,75.26,74.61,75.1,4093000,33.65
"2009-07-28",74.84,75.48,74.84,75.37,3867600,33.77
"2009-07-29",74.9,76,74.7,75.85,4886600,33.98
"2009-07-30",74.2,74.3,71.09,71.83,23081800,32.18
"2009-07-31",72.23,73.05,71.13,72.44,9985400,32.46
"2009-08-03",72.64,72.64,71.44,72.13,9429600,32.32
"2009-08-04",72.1,72.71,71.97,72.21,5950800,32.35
"2009-08-05",72.28,72.28,71.19,71.6,5519800,32.08
"2009-08-06",71.69,71.73,71.02,71.5,5720600,32.03
"2009-08-07",71.66,72.1,70.88,71.02,5716800,31.82
"2009-08-10",70.91,71.36,70.52,71.3,5451600,31.95
"2009-08-11",71.28,72.18,71.1,71.77,5185000,32.16
"2009-08-12",71.61,72.42,71.17,71.82,5017400,32.18
"2009-08-13",71.77,72.07,71,72.03,3523000,32.27
"2009-08-14",72.14,72.38,71.21,71.75,3252200,32.15
"2009-08-17",70.89,71.48,70.71,71.34,3826600,31.96
"2009-08-18",71.33,71.42,70.71,71.27,2967400,31.93
"2009-08-19",70.87,72.14,70.73,71.97,3865000,32.25
"2009-08-20",71.94,72.93,71.54,72.77,5105600,32.6
"2009-08-21",73.3,73.62,72.68,73.16,5911200,32.78
"2009-08-24",73.29,73.48,72.35,72.82,3456600,32.63
"2009-08-25",72.95,73.42,72.63,73.09,4257200,32.75
"2009-08-26",73.06,73.49,72.71,73.3,3808400,32.84
"2009-08-27",73.41,73.48,72.8,73.23,3550200,32.81
"2009-08-28",73.19,73.71,72.67,72.76,3375000,32.6
"2009-08-31",72.46,73.28,72.36,72.7,3920800,32.57
"2009-09-01",72.4,72.75,71.57,71.78,4819600,32.16
"2009-09-02",71.71,72.24,71.27,72,3995800,32.26
"2009-09-03",72.28,72.28,70.45,71.17,6738000,31.89
"2009-09-04",71.08,71.15,70.7,71.08,3965000,31.85
"2009-09-08",71.44,71.91,71.2,71.49,4430000,32.03
"2009-09-09",71.46,72.08,70.62,72.04,5466400,32.28
"2009-09-10",72.16,73.23,71.94,73.23,8159000,32.81
"2009-09-11",74.25,75.69,74.25,75.23,9739400,33.71
"2009-09-14",74.57,75.47,74.4,75.05,7033800,33.63
"2009-09-15",75.1,75.1,74.36,74.45,5164800,33.36
"2009-09-16",74.62,75.58,74.4,75.51,5084400,33.83
"2009-09-17",75.53,76.26,75.14,75.26,4281000,33.72
"2009-09-18",75.7,76.64,75.6,76.1,8068600,34.1
"2009-09-21",76.01,76.22,75.48,75.7,2862600,33.92
"2009-09-22",75.68,75.91,75.25,75.66,5748400,33.9
"2009-09-23",75.5,77.44,75.5,76.36,5430000,34.21
"2009-09-24",76.42,77.25,76.09,76.38,4650600,34.22
"2009-09-25",76.37,77.19,76.2,76.5,4824800,34.28
"2009-09-28",76.87,77.08,76.3,76.38,3635800,34.22
"2009-09-29",76.5,76.92,75.8,76.55,5111800,34.3
"2009-09-30",76.56,76.7,75.92,76.28,5721200,34.18
"2009-10-01",76.6,76.6,75.46,75.82,6378800,33.97
"2009-10-02",75.54,77.14,75.2,76.84,6175800,34.43
"2009-10-05",76.83,77.06,75.66,76.86,6034800,34.44
"2009-10-06",77.13,78.12,77.08,77.92,4391200,34.91
"2009-10-07",77.66,77.83,77.27,77.76,3057000,34.84
"2009-10-08",78.13,79.03,77.82,78.71,4960000,35.27
"2009-10-09",78.84,78.85,78.3,78.71,3933200,35.27
"2009-10-12",79.02,80.02,78.52,79.62,4450200,35.67
"2009-10-13",79.5,79.5,78.28,78.66,4809600,35.24
"2009-10-14",79.03,79.03,78.21,78.66,5493200,35.24
"2009-10-15",78.53,78.92,78.21,78.77,5157200,35.29
"2009-10-16",78.53,79.69,78.35,79.26,4797800,35.51
"2009-10-19",79.24,79.69,78.57,79.47,4479800,35.61
"2009-10-20",79.39,80.41,78.98,79.44,4260200,35.59
"2009-10-21",79.38,80.15,78.82,78.92,4405000,35.36
"2009-10-22",78.42,79.59,78.23,79.38,5971600,35.76
"2009-10-23",79.64,79.8,77.43,77.72,6374000,35.02
"2009-10-26",77.92,78.58,77.18,77.42,5445000,34.88
"2009-10-27",77.35,78.35,77.24,77.85,5342800,35.08
"2009-10-28",77.92,78.7,77.25,77.68,6507400,35
"2009-10-29",76.85,79.47,76.07,78.94,8522400,35.57
"2009-10-30",78.98,80.1,78.08,78.63,9892600,35.43
"2009-11-02",78.91,79.5,77.88,78.7,6205000,35.46
"2009-11-03",78.46,78.65,77.26,77.55,6450400,34.94
"2009-11-04",77.67,79.02,77.43,78.33,5717600,35.29
"2009-11-05",78.59,79.65,78.2,79.6,4308200,35.86
"2009-11-06",79.28,80.3,79.09,79.87,4932800,35.99
"2009-11-09",80.04,81.31,79.15,81.23,6299400,36.6
"2009-11-10",81.17,82.04,80.83,81.47,4930600,36.71
"2009-11-11",81.84,82.08,81.27,81.72,4315800,36.82
"2009-11-12",81.59,81.95,80.36,80.5,6447600,36.27
"2009-11-13",80.71,81.67,80.71,81.49,5465800,36.72
"2009-11-16",81.85,82.52,81.66,82.4,3756200,37.13
"2009-11-17",82.36,82.89,82.05,82.84,4297400,37.32
"2009-11-18",82.62,87.39,82.12,85.87,27909800,38.69
"2009-11-19",85,85,83.58,84.42,10827800,38.04
"2009-11-20",84.12,85.02,83.88,83.97,8190400,37.83
"2009-11-23",84.62,85.1,84.36,84.57,4478200,38.1
"2009-11-24",84.93,85.14,84,85.06,4345600,38.32
"2009-11-25",85.28,85.48,84.37,84.46,3835000,38.05
"2009-11-27",83.35,84.16,82.1,83.63,2629200,37.68
"2009-11-30",83.68,84.68,83.14,84.19,5738200,37.93
"2009-12-01",84.19,85.99,84.15,85.75,6139800,38.63
"2009-12-02",85.87,86.59,85.35,86.32,6133000,38.89
"2009-12-03",86.47,86.77,85.49,85.65,4573800,38.59
"2009-12-04",86.02,86.73,84.75,85.21,4195400,38.39
"2009-12-07",84.19,84.58,82.16,82.98,8540800,37.39
"2009-12-08",82.58,82.62,81.78,82,6224600,36.95
"2009-12-09",82.14,83.22,82.14,82.5,6148200,37.17
"2009-12-10",82.94,83.29,82.64,82.82,4766400,37.31
"2009-12-11",83.18,84.63,82.9,83.92,4226800,37.81
"2009-12-14",84.34,84.87,84.04,84.49,3478800,38.07
"2009-12-15",84.4,84.67,83.62,84.5,4503800,38.07
"2009-12-16",84.69,85.04,84.33,84.62,4721600,38.13
"2009-12-17",84.15,84.22,82.5,82.88,4363600,37.34
"2009-12-18",82.98,82.99,81,82.62,8689200,37.22
"2009-12-21",82.78,83.82,82.74,83.23,4686200,37.5
"2009-12-22",83.21,83.72,82.84,83.24,3145400,37.5
"2009-12-23",83.31,83.68,83.05,83.44,3231600,37.59
"2009-12-24",83.37,83.66,82.9,83.15,1893000,37.46
"2009-12-28",83.44,83.44,82.52,82.95,5156400,37.37
"2009-12-29",82.9,83.36,82.78,82.86,3511200,37.33
"2009-12-30",82.67,83.23,82.5,82.85,3206000,37.33
"2009-12-31",82.94,83.07,82.12,82.15,2650600,37.01
"2010-01-04",82.49,82.88,81.86,82.85,4874200,37.33
"2010-01-05",82.61,83.67,81.96,83.52,5296800,37.63
"2010-01-06",83.62,83.75,82.4,83.33,7195200,37.54
"2010-01-07",83.06,83.07,82.25,83,3752200,37.4
"2010-01-08",80.21,81.66,80.1,81.51,8150200,36.72
"2010-01-11",80.64,81.33,79.51,81.15,7054200,36.56
"2010-01-12",79.63,81.2,79.63,80.68,5733800,36.35
"2010-01-13",80.53,81.4,80.43,81.06,4570600,36.52
"2010-01-14",80.78,80.98,80.15,80.42,5403800,36.23
"2010-01-15",80.54,81.21,79.58,80,7913200,36.04
"2010-01-19",80.03,80.73,79.79,80.59,4460400,36.31
"2010-01-20",80.12,80.12,78.4,79.21,7762000,35.69
"2010-01-21",80.24,80.96,78.26,79.07,9020200,35.82
"2010-01-22",79.05,81.18,78.36,80.71,10959000,36.57
"2010-01-25",81.13,81.45,79.83,80.47,6220000,36.46
"2010-01-26",79.86,80.76,79.5,80.38,5581400,36.42
"2010-01-27",80.39,80.82,79.66,80.39,6222200,36.42
"2010-01-28",80.71,81.73,79.67,79.99,8153400,36.24
"2010-01-29",80.47,80.86,79.3,80.03,6692600,36.26
"2010-02-01",80.42,80.42,79.02,79.94,6400400,36.22
"2010-02-02",79.84,81.07,79.48,81.05,5937400,36.72
"2010-02-03",80.95,81.23,80.44,80.82,5777600,36.62
"2010-02-04",80.46,80.75,79.61,79.67,7284000,36.1
"2010-02-05",79.64,80.05,78.07,79.26,6091800,35.91
"2010-02-08",79.53,79.79,78.95,79.09,3262400,35.83
"2010-02-09",79.51,80.6,79.1,80.17,4059600,36.32
"2010-02-10",80.28,80.28,79.06,79.82,3793400,36.16
"2010-02-11",79.57,80.39,79.25,80.33,3524000,36.4
"2010-02-12",80.11,80.26,79.09,79.66,4864600,36.09
"2010-02-16",79.92,80.79,79.3,80.62,3914400,36.53
"2010-02-17",80.82,81.38,80.55,81.2,3467800,36.79
"2010-02-18",81.05,82.73,81.03,82.44,4855200,37.35
"2010-02-19",82.42,82.42,81.23,81.75,4863000,37.04
"2010-02-22",81.85,82.35,81.5,82.08,4043400,37.19
"2010-02-23",82.13,82.49,81.24,81.89,4416600,37.1
"2010-02-24",82.08,83.04,81.85,82.96,4016000,37.59
"2010-02-25",81.74,83.31,80.87,83.11,5434400,37.65
"2010-02-26",83.38,83.39,82.51,82.94,3667400,37.58
"2010-03-01",83.22,83.84,82.9,83.79,3972200,37.96
"2010-03-02",84.15,84.25,83.59,83.86,5687800,37.99
"2010-03-03",83.76,84.26,83.6,83.86,3841400,37.99
"2010-03-04",83.92,84.64,83.56,84.16,3954800,38.13
"2010-03-05",84.38,84.39,83.65,84.21,5870000,38.15
"2010-03-08",84.06,84.28,83.44,83.95,3466000,38.04
"2010-03-09",83.62,84.93,83.48,84.5,4540800,38.28
"2010-03-10",84.69,84.71,83.21,83.58,5145400,37.87
"2010-03-11",83.25,84.08,82.78,84.08,4436200,38.09
"2010-03-12",83.75,84.3,83.71,84.15,4126400,38.13
"2010-03-15",83.98,84.45,83.84,84.37,3536800,38.23
"2010-03-16",84.44,84.83,84.09,84.62,3490600,38.34
"2010-03-17",84.73,84.73,83.8,84.63,4796600,38.34
"2010-03-18",84.51,84.87,83.91,84.77,2695800,38.41
"2010-03-19",84.92,85.09,84.29,84.84,5987200,38.44
"2010-03-22",84.37,85.61,84.37,84.95,4573800,38.49
"2010-03-23",84.95,85.57,84.48,85.34,4531200,38.66
"2010-03-24",85.16,85.18,84.09,84.34,4359600,38.21
"2010-03-25",84.47,84.54,83.37,83.41,5516600,37.79
"2010-03-26",83.49,84.68,83.49,84.44,5112200,38.26
"2010-03-29",84.35,85.23,84.25,84.98,2998400,38.5
"2010-03-30",84.92,85.63,84.64,85.46,3925800,38.72
"2010-03-31",85.19,85.55,84.97,85.26,3754600,38.63
"2010-04-01",85.35,85.93,85.27,85.81,3489200,38.88
"2010-04-05",85.99,86.15,85.39,85.62,3914400,38.79
"2010-04-06",85.29,85.32,84.31,84.93,4068200,38.48
"2010-04-07",84.8,85.35,84.5,85.11,4380000,38.56
"2010-04-08",85.07,85.25,84.41,84.56,4190600,38.31
"2010-04-09",84.55,84.75,84.01,84.27,5346000,38.18
"2010-04-12",84.49,84.84,84.17,84.79,3557000,38.42
"2010-04-13",84.78,84.99,84.21,84.55,3755000,38.31
"2010-04-14",84.39,84.73,83.93,84.64,2644800,38.35
"2010-04-15",84.55,84.56,83.52,84.25,5188400,38.17
"2010-04-16",83.99,84.74,83.7,84.25,5536400,38.17
"2010-04-19",83.25,84.2,83.01,84.15,5416000,38.13
"2010-04-20",84.33,84.66,83.82,84.54,3439600,38.3
"2010-04-21",84.62,84.92,84.21,84.7,4145000,38.38
"2010-04-22",83.84,84.3,83.65,83.98,3404000,38.29
"2010-04-23",83.89,83.89,82.58,83.27,6383600,37.96
"2010-04-26",83.54,84.4,83.32,84.2,4110600,38.39
"2010-04-27",83.8,84.56,83.5,83.59,4482200,38.11
"2010-04-28",83.96,85.14,83.17,85,6286000,38.75
"2010-04-29",84.5,85.82,84.36,84.8,6213200,38.66
"2010-04-30",85.24,85.46,84.02,84.1,5243600,38.34
"2010-05-03",84.3,84.46,83.52,84.27,4227200,38.42
"2010-05-04",83.84,83.93,82.72,82.87,5942000,37.78
"2010-05-05",82.91,83.66,82.45,82.72,5291000,37.71
"2010-05-06",82.73,83.51,79.5,81.77,9461800,37.28
"2010-05-07",81.6,81.92,79.7,80.21,8095800,36.57
"2010-05-10",81.8,83.34,81.53,83.18,5709200,37.92
"2010-05-11",82.6,83.51,82.23,82.83,5098000,37.76
"2010-05-12",82.8,83.68,82.46,83.55,4711400,38.09
"2010-05-13",84.01,84.01,83.08,83.13,3443000,37.9
"2010-05-14",83.4,83.75,82.46,82.76,5933600,37.73
"2010-05-17",82.98,84.18,82.89,83.81,5550400,38.21
"2010-05-18",84.09,84.25,82.98,83.15,4739600,37.91
"2010-05-19",82.85,83.24,81.71,82.15,6132000,37.45
"2010-05-20",81.06,81.65,80.3,80.3,6360200,36.61
"2010-05-21",79.87,80.23,78.71,79.59,10941400,36.29
"2010-05-24",79.23,79.53,78.48,78.73,5781800,35.89
"2010-05-25",77.14,78.39,76.54,78.33,5927800,35.71
"2010-05-26",78.73,79.14,77.88,77.98,8645000,35.55
"2010-05-27",78.81,79.22,78.27,78.77,5342000,35.91
"2010-05-28",78.13,78.89,78.01,78.09,5300600,35.6
"2010-06-01",77.77,78.23,76.85,76.93,6696000,35.07
"2010-06-02",77.27,78.24,76.64,78.22,9404000,35.66
"2010-06-03",78.77,79.05,77.84,78.88,4201000,35.96
"2010-06-04",77.99,78.39,77.03,77.24,5903800,35.22
"2010-06-07",77.21,78.5,77.21,77.64,5416600,35.4
"2010-06-08",77.64,78.89,77.5,78.76,4894400,35.91
"2010-06-09",78.83,79.21,78.41,78.72,5436600,35.89
"2010-06-10",79.18,79.74,79.15,79.47,3870200,36.23
"2010-06-11",78.93,79.2,78.27,79.15,3579400,36.09
"2010-06-14",79.27,79.9,79.27,79.32,3712200,36.16
"2010-06-15",79.74,80.86,79.68,80.81,4172200,36.84
"2010-06-16",80.18,80.75,80.18,80.63,2863400,36.76
"2010-06-17",80.82,80.94,80.17,80.9,3043600,36.88
"2010-06-18",80.96,81.22,80.52,80.59,5187800,36.74
"2010-06-21",81.15,81.55,80.84,81.16,5114400,37
"2010-06-22",81.17,81.95,80.84,80.94,5446200,36.9
"2010-06-23",80.71,81.08,80.05,80.33,4431200,36.62
"2010-06-24",80.3,81,79.94,80.32,4429800,36.62
"2010-06-25",80.5,80.59,79,79.03,9237400,36.03
"2010-06-28",79.12,79.57,78.56,79.24,3760200,36.13
"2010-06-29",78.7,78.84,77.42,78,6413600,35.56
"2010-06-30",78.01,79.25,77.73,78.76,7761200,35.91
"2010-07-01",78.62,78.98,77.6,78.84,7912800,35.94
"2010-07-02",79.34,79.34,78.39,78.72,3917800,35.89
"2010-07-06",79.2,79.34,78.17,78.77,4166000,35.91
"2010-07-07",79.14,80.99,78.67,80.98,5472000,36.92
"2010-07-08",81.27,82.07,81.12,81.96,4827200,37.37
"2010-07-09",81.76,82.45,81.69,82.15,4259400,37.45
"2010-07-12",81.86,82.98,81.77,82.84,6071000,37.77
"2010-07-13",83.3,83.49,82.85,83.15,4135800,37.91
"2010-07-14",82.97,83.36,82.48,83.31,2638200,37.98
"2010-07-15",83.15,83.46,82.51,83.09,3370600,37.88
"2010-07-16",82.88,83.23,82.2,82.83,4734600,37.76
"2010-07-19",83.15,83.59,82.77,83.11,3807400,37.89
"2010-07-20",82.63,84.01,82.57,83.97,3872000,38.28
"2010-07-21",84.11,84.2,82.68,83.03,4568800,37.86
"2010-07-22",83.09,83.36,82.34,82.57,5431600,37.89
"2010-07-23",82.55,83.5,82.27,83.47,3247400,38.3
"2010-07-26",83.39,83.98,83.18,83.74,2953800,38.42
"2010-07-27",83.85,84.71,83.3,84.59,4770200,38.81
"2010-07-28",84.59,84.67,83.53,83.86,5583400,38.48
"2010-07-29",79,79.62,76.66,78.12,32939000,35.85
"2010-07-30",77.82,79.48,77.81,78.98,17946000,36.24
"2010-08-02",79.57,79.57,78.1,78.25,11233600,35.91
"2010-08-03",77.9,78.34,77.63,78.14,7014800,35.85
"2010-08-04",78.1,78.55,78,78.06,4265200,35.82
"2010-08-05",78.05,78.18,76.95,77.13,6605600,35.39
"2010-08-06",76.62,76.97,76.04,76.5,7069600,35.1
"2010-08-09",76.85,76.95,75.83,76.27,6702600,35
"2010-08-10",75.81,78.59,75.8,77.97,10654000,35.78
"2010-08-11",77.2,77.36,76.47,76.47,5965000,35.09
"2010-08-12",76.07,77.3,75.9,77.02,5652800,35.34
"2010-08-13",76.74,77.17,76.3,76.39,4805400,35.05
"2010-08-16",75.91,76.31,75.51,76.17,4632400,34.95
"2010-08-17",76.44,76.78,76,76.45,3880600,35.08
"2010-08-18",76.29,77.09,76.12,76.8,3802200,35.24
"2010-08-19",76.65,76.93,76.13,76.75,5859000,35.22
"2010-08-20",76.42,76.74,75.89,76.03,5389200,34.89
"2010-08-23",76.18,76.58,75.44,75.52,4743600,34.65
"2010-08-24",74.65,75.94,74.65,75.47,4310400,34.63
"2010-08-25",75.03,75.57,74.92,75.28,4848600,34.54
"2010-08-26",75.61,75.7,73.92,73.99,7080400,33.95
"2010-08-27",74.18,74.47,73.12,74.25,6941600,34.07
"2010-08-30",74.12,74.62,73.86,73.86,4520800,33.89
"2010-08-31",73.77,74.83,73.7,73.84,7446600,33.88
"2010-09-01",74.74,75.31,74.4,74.92,5829800,34.38
"2010-09-02",74.88,75.1,74.51,74.83,5507000,34.34
"2010-09-03",75.01,75.24,74.12,74.85,7356800,34.35
"2010-09-07",74.7,75.75,74.51,74.76,7220000,34.3
"2010-09-08",74.97,75,74.17,74.59,5151400,34.23
"2010-09-09",75.05,75.21,74.39,74.56,4286000,34.21
"2010-09-10",74.74,75.4,74.69,75.18,7164200,34.5
"2010-09-13",75.5,75.59,74.9,75.05,4388000,34.44
"2010-09-14",75.03,75.79,75.03,75.43,5886600,34.61
"2010-09-15",75.44,76.55,75.13,76.27,5240800,35
"2010-09-16",76.32,76.58,75.75,76.58,5804200,35.14
"2010-09-17",76.68,77.43,76.68,77.37,9000400,35.5
"2010-09-20",77.18,78.45,77.15,78.25,6515400,35.91
"2010-09-21",78.15,79,77.88,78.55,8600200,36.04
"2010-09-22",78.5,78.86,78.36,78.45,5327400,36
"2010-09-23",77.94,78.43,77.64,78.06,5026800,35.82
"2010-09-24",78.64,78.99,78.13,78.52,5762800,36.03
"2010-09-27",78.25,79.19,78.14,78.93,4768000,36.22
"2010-09-28",79.16,79.19,78.33,78.81,6266000,36.16
"2010-09-29",78.74,79,78.14,78.31,4592400,35.93
"2010-09-30",76.8,77.89,76.35,76.86,11758800,35.27
"2010-10-01",77.11,77.38,76.44,76.57,9056800,35.13
"2010-10-04",76.46,77.24,76.25,76.42,5963200,35.07
"2010-10-05",75.9,76.1,74.4,74.92,15187600,34.38
"2010-10-06",74.73,75.04,73.75,73.96,9862400,33.94
"2010-10-07",74.44,74.5,73.67,73.75,7566800,33.84
"2010-10-08",73.77,75.04,73.62,74.9,6490400,34.37
"2010-10-11",75.15,75.73,74.55,74.85,4662600,34.35
"2010-10-12",74.94,75.34,74.58,74.94,6356200,34.39
"2010-10-13",75.35,76.01,75.13,75.73,5276600,34.75
"2010-10-14",75.71,76.46,75.55,75.84,4183200,34.8
"2010-10-15",76.15,76.38,75.59,75.89,5683000,34.82
"2010-10-18",76.2,76.94,76.1,76.73,5691400,35.21
"2010-10-19",76.3,76.89,75.95,76.25,4975000,34.99
"2010-10-20",76.47,77.52,76.3,77.18,6251600,35.41
"2010-10-21",77.33,77.55,76.31,76.7,4943600,35.44
"2010-10-22",76.94,77.5,76.6,76.84,2964000,35.5
"2010-10-25",77.14,77.29,76.6,76.87,3994800,35.52
"2010-10-26",76.54,76.54,75.69,76.45,7292600,35.32
"2010-10-27",75.92,76.12,75.17,75.5,5880600,34.88
"2010-10-28",75.9,76,74.39,74.92,15811800,34.61
"2010-10-29",75.36,77.44,74.9,77.12,8847000,35.63
"2010-11-01",76.93,77.27,76.83,77.26,5421400,35.7
"2010-11-02",77.37,78.25,77.37,78.05,6532200,36.06
"2010-11-03",78.26,78.46,77.43,78.46,6120800,36.25
