"","BLK.Open","BLK.High","BLK.Low","BLK.Close","BLK.Volume","BLK.Adjusted"
"2009-09-25",206.27,206.27,203,203.75,262500,180.36
"2009-09-28",205.39,213.92,205.25,213.92,406400,189.36
"2009-09-29",213.94,216.66,213.27,214.12,417000,189.54
"2009-09-30",216.35,218.61,212.64,216.82,410100,191.93
"2009-10-01",214.87,217.69,208.73,208.8,393700,184.83
"2009-10-02",207.24,212.03,206,206.93,364300,183.18
"2009-10-05",208.35,213.26,207.01,213.1,349700,188.64
"2009-10-06",215.98,219.06,210.3,213.11,558700,188.65
"2009-10-07",214.01,214.39,210.58,213.5,325100,188.99
"2009-10-08",214.9,217.25,213.21,213.86,318400,189.31
"2009-10-09",214.5,217.19,213.52,216.55,321300,191.69
"2009-10-12",216.47,218.5,216.07,217.73,330800,192.74
"2009-10-13",216.84,216.9,212.65,213.79,228500,189.25
"2009-10-14",216.5,227,216.15,226.06,514400,200.11
"2009-10-15",224.84,227.86,223.6,226.16,289000,200.2
"2009-10-16",224.5,227.12,222.77,225.55,183300,199.66
"2009-10-19",229.6,233.91,228.47,230.43,515800,203.98
"2009-10-20",235.8,240,233.65,236.6,736600,209.44
"2009-10-21",234.25,237.77,233.04,233.81,480400,206.97
"2009-10-22",233.41,235.21,229.16,233.8,285400,206.96
"2009-10-23",233.78,235.13,230.26,231.2,294100,204.66
"2009-10-26",233.07,233.52,226.84,227.99,257900,201.82
"2009-10-27",226.31,227.95,221.08,221.9,256900,196.43
"2009-10-28",222.63,227.76,220,221.62,458800,196.18
"2009-10-29",223.72,225.76,222.15,225.26,342700,199.4
"2009-10-30",224.41,224.41,214.55,216.49,414000,191.64
"2009-11-02",217.02,221.77,216.11,220.71,429300,195.37
"2009-11-03",218.6,221.32,216.12,221.03,253200,195.66
"2009-11-04",222.02,224.58,219.69,220.35,174100,195.05
"2009-11-05",220.73,226.67,220.65,226.61,148200,200.6
"2009-11-06",225.38,229.62,224.58,227.51,172200,201.39
"2009-11-09",228.56,237.6,228.2,235.5,434400,208.47
"2009-11-10",236.05,236.69,231.79,232.08,273400,205.44
"2009-11-11",231.96,235.33,231.65,233.26,341100,206.48
"2009-11-12",231.9,234.17,230.22,231.25,240400,204.7
"2009-11-13",231.31,233.78,229.56,233.1,127000,206.34
"2009-11-16",233.98,240.19,233.98,238.95,236900,211.52
"2009-11-17",238.99,240.5,236.58,239.01,224300,211.57
"2009-11-18",239.7,239.7,233.1,235.8,160000,208.73
"2009-11-19",234.65,235.63,228.89,231.12,174100,204.59
"2009-11-20",229,229.81,225.36,225.66,267200,199.76
"2009-11-23",227.34,230.51,226.12,228.39,237000,202.17
"2009-11-24",228.04,229.64,225.29,229.19,228200,203.58
"2009-11-25",227.75,231.43,227.75,230.35,205800,204.61
"2009-11-27",221.02,225.99,220.94,221.19,166700,196.47
"2009-11-30",223.44,227.19,222.22,227.08,357000,201.7
"2009-12-01",227.96,229.88,224.9,226.74,257600,201.4
"2009-12-02",227,229.25,226.26,227.71,218000,202.26
"2009-12-03",227.48,228.51,224.23,225,274100,199.85
"2009-12-04",229.01,229.01,216.3,223.49,880400,198.51
"2009-12-07",222.65,225.91,220,221.53,548300,196.77
"2009-12-08",220,225.62,219.5,223.87,313100,198.85
"2009-12-09",224.49,227.49,222.05,227,229000,201.63
"2009-12-10",226.63,230,226.63,227.53,194500,202.1
"2009-12-11",227.54,228.32,225.23,226.01,189400,200.75
"2009-12-14",226.1,228.19,224.23,226.17,156500,200.89
"2009-12-15",226.76,227.49,223.72,226.92,375600,201.56
"2009-12-16",228.5,235.58,228.5,234.55,404400,208.34
"2009-12-17",232.75,236.98,231.81,234.9,355300,208.65
"2009-12-18",235.31,239.67,234.47,238.81,878500,212.12
"2009-12-21",239.4,240.87,237.97,240.8,259400,213.89
"2009-12-22",240.68,241.42,238.39,239.35,223000,212.6
"2009-12-23",239.35,240.35,237.86,238.68,191200,212
"2009-12-24",238.13,240.43,238.13,239.65,77300,212.87
"2009-12-28",240,240,237.71,239.37,214200,212.62
"2009-12-29",239.7,241.66,238.72,238.9,332200,212.2
"2009-12-30",239.69,239.78,236.97,237.27,166500,210.75
"2009-12-31",237.99,238.04,232.2,232.2,260300,206.25
"2010-01-04",236.05,239.6,233.52,238.58,238700,211.92
"2010-01-05",239.05,239.67,236.76,239.61,198800,212.83
"2010-01-06",238.51,238.65,234.06,234.67,278500,208.44
"2010-01-07",234.66,237.7,234,237.25,218300,210.73
"2010-01-08",237.46,239.41,236.75,238.92,224400,212.22
"2010-01-11",239.95,243.8,239.95,242.81,207900,215.67
"2010-01-12",241.24,243.19,238.47,238.47,208100,211.82
"2010-01-13",234.22,239.95,234.22,239.42,203400,212.66
"2010-01-14",239.17,240.29,237,237.9,163900,211.31
"2010-01-15",237.85,238.7,236.16,238.09,197000,211.48
"2010-01-19",237.69,240.86,234.23,240.01,187600,213.19
"2010-01-20",239,239.39,235.33,238.26,203000,211.63
"2010-01-21",240.02,240.02,229.88,230.24,354700,204.51
"2010-01-22",229.49,235.68,222.61,225,282600,199.85
"2010-01-25",225.44,228.29,223.86,226.46,195600,201.15
"2010-01-26",224.55,228.89,223.5,224.71,203100,199.6
"2010-01-27",228.36,231.13,218.55,226.77,560200,201.43
"2010-01-28",227,228.45,215.74,219.64,632900,195.09
"2010-01-29",224.81,224.81,212.66,213.82,483100,189.92
"2010-02-01",215.25,219.23,215.02,216.57,426400,192.37
"2010-02-02",212.85,216.38,209.29,216,716700,191.86
"2010-02-03",215.81,221.89,215.05,220.64,601700,195.98
"2010-02-04",216.79,217.62,210.5,211.25,540500,187.64
"2010-02-05",210.44,212.5,200.56,208.79,884900,185.46
"2010-02-08",209.4,209.96,204.61,204.66,356400,181.79
"2010-02-09",206.87,209.37,205.15,208.88,564800,185.54
"2010-02-10",208.13,212.91,208.13,211.13,619400,187.53
"2010-02-11",210.77,211.25,206.11,207.3,437100,184.13
"2010-02-12",205.38,207.16,202.82,207.16,396400,184.01
"2010-02-16",208.3,210.41,207,210.41,277100,186.89
"2010-02-17",210.4,213.68,209.95,213.09,372500,189.27
"2010-02-18",214.4,215.24,211.26,213.73,350900,189.84
"2010-02-19",214.25,216.19,213.6,215.51,294800,191.42
"2010-02-22",217.52,219.3,216.04,217.23,374900,192.95
"2010-02-23",217.56,219.21,214.77,214.87,276000,190.86
"2010-02-24",217.25,218.98,216.5,218.36,280500,193.96
"2010-02-25",216.5,219.12,214.59,218.3,359100,193.9
"2010-02-26",217.5,219.85,217.5,218.8,302500,194.35
"2010-03-01",217.91,219.81,216.36,218,389700,193.64
"2010-03-02",219.89,220.32,216.41,216.41,568200,192.22
"2010-03-03",218.16,219.22,214.59,216.08,500900,191.93
"2010-03-04",217.91,217.91,212.28,215.84,300600,192.61
"2010-03-05",217,219.88,215.46,219.83,557200,196.17
"2010-03-08",219.83,219.83,216.44,218.12,293900,194.64
"2010-03-09",216.99,218.88,215.86,216.97,323100,193.62
"2010-03-10",217.8,218.88,215.39,215.7,502000,192.48
"2010-03-11",214.29,215.46,209.65,210.41,730900,187.76
"2010-03-12",211.98,213.74,208.35,210,601600,187.4
"2010-03-15",209.02,213.21,208.65,212.17,384800,189.33
"2010-03-16",213.51,213.51,210.59,212.35,290400,189.49
"2010-03-17",220,226.65,219.49,222.8,895300,198.82
"2010-03-18",223.01,227,222.27,225.66,406000,201.37
"2010-03-19",225.45,225.99,221.16,224.35,514700,200.2
"2010-03-22",223,225.8,222.01,225.7,296900,201.41
"2010-03-23",225.68,227.77,224.8,227,301200,202.57
"2010-03-24",226.01,226.92,223.75,225,327500,200.78
"2010-03-25",225.01,227.7,224.35,225.41,486500,201.15
"2010-03-26",225.93,225.94,218.08,219.27,538100,195.67
"2010-03-29",219,220.43,215.43,220.05,314600,196.37
"2010-03-30",220.01,220.12,217.72,219.13,222800,195.54
"2010-03-31",218.77,221.78,216.71,217.76,324800,194.32
"2010-04-01",211.44,211.98,206.95,211.05,1632300,188.33
"2010-04-05",210.69,210.69,205.57,206,645300,183.83
"2010-04-06",203.62,205.09,198.06,198.55,1399900,177.18
"2010-04-07",198.75,201.41,197.86,199.02,1117600,177.6
"2010-04-08",197.56,204.59,197.4,204.56,1329100,182.54
"2010-04-09",203.98,208.9,203.98,206.11,774700,183.93
"2010-04-12",205.37,207,204.65,205.8,561300,183.65
"2010-04-13",205.69,207.72,204.54,206.9,335900,184.63
"2010-04-14",208.2,211.43,207.51,211.38,586400,188.63
"2010-04-15",212,212.27,206.62,206.7,579800,184.45
"2010-04-16",206.1,206.68,199.23,200.75,821200,179.14
"2010-04-19",199.52,203.63,199.42,202.61,454800,180.8
"2010-04-20",204.85,204.85,201.77,203.18,319500,181.31
"2010-04-21",202.4,205.35,199.28,201.2,386700,179.54
"2010-04-22",202,208.33,200.66,207.79,698700,185.43
"2010-04-23",206.91,211.89,206.91,211.02,591600,188.31
"2010-04-26",204.3,204.3,192.4,192.95,1816800,172.18
"2010-04-27",192,193.78,185.01,185.5,1042000,165.53
"2010-04-28",187.79,190.99,181.18,184.44,1106400,164.59
"2010-04-29",186.85,191.17,185.52,190.39,699500,169.9
"2010-04-30",189.43,189.92,182.48,184,846600,164.2
"2010-05-03",185.61,187.41,184.26,185.76,421000,165.77
"2010-05-04",184.04,184.5,176.96,177.68,668200,158.56
"2010-05-05",174.4,178.44,173.49,174.8,766600,155.99
"2010-05-06",173.8,179.42,167.24,171.62,1279100,153.15
"2010-05-07",171.6,175.99,169.53,172.12,1232400,153.59
"2010-05-10",176.52,181.11,174.61,176.57,597500,157.57
"2010-05-11",174.62,174.62,169.76,170.99,940400,152.59
"2010-05-12",171.53,174.18,171.01,173.97,463900,155.25
"2010-05-13",174.24,175.26,172.05,172.37,314000,153.82
"2010-05-14",171.6,172.73,168.65,169.72,517100,151.45
"2010-05-17",169.54,172.7,167.14,171,552400,152.59
"2010-05-18",172.26,175.81,167.52,168.49,582900,150.36
"2010-05-19",167.92,169.65,164,167.95,535600,149.87
"2010-05-20",165.77,165.77,160.1,160.1,657800,142.87
"2010-05-21",159.18,167.05,158,166.47,1070800,148.55
"2010-05-24",167.51,169.68,161.95,161.96,586400,144.53
"2010-05-25",158.02,162.57,155.5,162.44,701800,144.96
"2010-05-26",164.75,165.78,162.34,164.04,1075000,146.38
"2010-05-27",168.64,172.48,166.35,172.39,725200,153.84
"2010-05-28",172.49,174.08,166.73,167.88,575900,149.81
"2010-06-01",165.09,167.88,162.9,163.2,338500,145.63
"2010-06-02",165.4,165.7,162.56,164.77,495900,147.04
"2010-06-03",167.88,167.88,162.22,163.84,353600,147.1
"2010-06-04",160.99,162.38,159.06,159.49,580600,143.19
"2010-06-07",160.62,162.18,157.32,157.5,546200,141.41
"2010-06-08",156.92,158.38,151.81,156.49,992100,140.5
"2010-06-09",158.85,158.85,154.39,154.91,507800,139.08
"2010-06-10",156.18,158.52,153.96,156.98,580800,140.94
"2010-06-11",154.11,159.26,154.11,159.14,328900,142.88
"2010-06-14",158.96,161.2,157.95,158.77,421400,142.55
"2010-06-15",159.99,163.29,158.84,163.28,342900,146.6
"2010-06-16",161.31,163.42,160.31,161.52,331800,145.02
"2010-06-17",162.26,162.39,157.69,159.37,341500,143.09
"2010-06-18",158.85,160.45,158.4,158.77,329100,142.55
"2010-06-21",160.78,161.85,157.02,157.92,406600,141.78
"2010-06-22",156.9,158.81,155.83,155.84,246100,139.92
"2010-06-23",155.46,156.6,153.95,155.05,296600,139.21
"2010-06-24",154.58,154.79,150.55,150.74,301200,135.34
"2010-06-25",150.66,155.67,150.28,152.34,676800,136.77
"2010-06-28",152.8,153.84,151.53,152.14,243400,136.59
"2010-06-29",149.47,149.93,145.2,145.6,470000,130.72
"2010-06-30",144.86,147.05,143.01,143.4,311400,128.75
"2010-07-01",145.35,145.35,138.42,140.32,639800,125.98
"2010-07-02",140.44,144.02,139.28,142.79,533600,128.2
"2010-07-06",144.18,147.61,143.35,145.21,473100,130.37
"2010-07-07",145.2,148.61,144.62,148.48,332600,133.31
"2010-07-08",149.91,152.25,148.88,152.25,462800,136.69
"2010-07-09",151.94,155.26,150.55,154.97,373300,139.13
"2010-07-12",153.92,155.69,152.94,154.15,194300,138.4
"2010-07-13",155.24,158.45,155.1,156.9,366900,140.87
"2010-07-14",156.68,156.76,153.11,155.25,267000,139.39
"2010-07-15",154.77,155.38,151.02,153.99,278700,138.25
"2010-07-16",152.95,152.97,148.96,149.14,360400,133.9
"2010-07-19",150,150.21,146.84,148.13,201900,132.99
"2010-07-20",146.36,149.47,145.2,149.36,443100,134.1
"2010-07-21",150.25,150.99,141.01,143.33,1127600,128.68
"2010-07-22",144.65,152.2,144,151.21,587200,135.76
"2010-07-23",150.28,155.59,150.01,154.49,466000,138.7
"2010-07-26",155.25,159.89,155.01,159.65,439300,143.34
"2010-07-27",160.29,162.64,157.19,157.58,388500,141.48
"2010-07-28",158.2,159.99,155.43,157,308600,140.96
"2010-07-29",158,159.96,155.71,158.24,438100,142.07
"2010-07-30",156.6,159.24,156,157.49,313700,141.4
"2010-08-02",160,163.51,160,162.85,369200,146.21
"2010-08-03",162.85,162.94,160.35,160.84,345300,144.4
"2010-08-04",160.64,161.25,157.19,160.43,489400,144.04
"2010-08-05",159.5,161.57,159.06,160.52,222000,144.12
"2010-08-06",159.83,159.83,154.24,157.16,542700,141.1
"2010-08-09",158.31,160.36,157.61,159.65,294200,143.34
"2010-08-10",158.89,161.01,157.5,159.41,329600,143.12
"2010-08-11",154.78,156.29,152.73,152.95,336700,137.32
"2010-08-12",151.75,151.75,149.34,149.5,423300,134.22
"2010-08-13",149,153.91,148.99,151.58,295200,136.09
"2010-08-16",150.35,151.25,148.99,150.82,303100,135.41
"2010-08-17",152.25,153.4,151.37,151.9,203300,136.38
"2010-08-18",151.71,152.74,149.51,150.48,227500,135.1
"2010-08-19",149.95,151.43,147,147.33,411100,132.28
"2010-08-20",147,147.5,144.5,145.4,536800,130.54
"2010-08-23",145.71,146,142.64,143.15,433800,128.52
"2010-08-24",141.47,142.2,140.08,141.39,434900,126.94
"2010-08-25",140.02,141.64,139.36,141.2,428400,126.77
"2010-08-26",141.77,142.25,139.44,139.44,265500,125.19
"2010-08-27",140.42,141.73,139.16,141.15,302900,126.73
"2010-08-30",141.34,143.3,140.88,142.17,337700,127.64
"2010-08-31",141.33,142.18,140.25,141.95,360800,128.35
"2010-09-01",144.63,147.12,143.21,146.57,318600,132.53
"2010-09-02",145.5,149.61,145.5,149.3,317300,134.99
"2010-09-03",150.2,151.59,150.09,151.55,300400,137.03
"2010-09-07",150.9,151.83,150.34,150.78,220600,136.33
"2010-09-08",150.25,152.83,150.25,151.94,367300,137.38
"2010-09-09",154.05,156,148.54,150.74,463300,136.3
"2010-09-10",150.78,151.57,149.75,151.16,292600,136.68
"2010-09-13",152.71,154,149.98,150.69,385900,136.25
"2010-09-14",150.93,160.5,149.95,159.55,1011900,144.26
"2010-09-15",158.31,165.81,158.31,164.9,735900,149.1
"2010-09-16",163.37,164.39,160.54,162.54,429600,146.96
"2010-09-17",163.24,165.45,161.06,165.05,544100,149.23
"2010-09-20",165.78,172.19,165.78,171.68,749500,155.23
"2010-09-21",172.67,172.87,166.68,167.75,764700,151.68
"2010-09-22",168.21,169.4,164.76,165.74,469400,149.86
"2010-09-23",165.74,165.74,160.86,161.67,676200,146.18
"2010-09-24",164.21,167.4,164,167.23,299300,151.21
"2010-09-27",163.58,167.25,163.41,165.9,377200,150
"2010-09-28",167,168.79,164.79,168.67,394600,152.51
"2010-09-29",167.61,170.26,167.61,168.76,561300,152.59
"2010-09-30",169.99,172,169.5,170.25,728700,153.94
"2010-10-01",171.8,171.8,169.35,171.34,416400,154.92
"2010-10-04",171.56,171.56,169.06,170.91,453400,154.53
"2010-10-05",167,172.47,166.17,171.31,846400,154.89
"2010-10-06",170.06,171.37,169.59,171.35,439900,154.93
"2010-10-07",171.6,172.86,170.8,170.95,306000,154.57
"2010-10-08",172,174.84,170.92,174.5,406600,157.78
"2010-10-11",175.72,177.8,175.2,177.24,566900,160.26
"2010-10-12",176.22,178.75,174.63,178.61,454000,161.49
"2010-10-13",179.4,181,178.02,179.24,401600,162.06
"2010-10-14",178.61,180.13,177.28,177.75,724500,160.72
"2010-10-15",176.5,177.85,175,175.74,339600,158.9
"2010-10-18",175.12,177.33,175.12,176.5,447500,159.59
"2010-10-19",174.75,176,173,174.63,380800,157.9
"2010-10-20",174.48,174.93,168.07,169.51,1435400,153.27
"2010-10-21",169.98,170.07,165.17,166.26,923300,150.33
"2010-10-22",167.35,170.04,166.92,167.56,593300,151.5
"2010-10-25",167.71,169.63,167.71,168.39,765300,152.25
"2010-10-26",167.85,169.24,167,168.62,329600,152.46
"2010-10-27",167.72,168.69,166.21,168.5,314300,152.35
"2010-10-28",169.15,169.85,167.7,168.13,319600,152.02
"2010-10-29",168.58,171.25,168.25,170.99,578400,154.61
"2010-11-01",171.74,174.47,170.16,171.85,302900,155.38
"2010-11-02",173.83,174.35,172.6,173.04,211500,156.46
"2010-11-03",166.48,168.9,164.01,165.66,1959200,149.79
"2010-11-04",167.49,169.96,166.71,169.01,2337800,152.81
"2010-11-05",169.09,173.96,169.03,173.15,1184600,156.56
"2010-11-08",171.99,172.28,168.89,169.09,2274300,152.89
"2010-11-09",165.61,167.5,164.34,164.51,16343600,148.75
"2010-11-10",165.63,168.95,165.11,168.48,5091100,152.34
"2010-11-11",168,172.41,166.04,171.2,3135500,154.79
"2010-11-12",170.32,173.08,167.5,173.07,3350200,156.49
"2010-11-15",173.72,173.75,170.92,173.08,1715400,156.49
"2010-11-16",170.86,172.35,165.78,167.28,2319400,151.25
"2010-11-17",168.25,170.01,167.04,168.93,1929800,152.74
"2010-11-18",171.33,171.92,168.87,169.15,2262700,152.94
"2010-11-19",169.63,170,166.81,168.98,842100,152.79
"2010-11-22",168.56,169.8,166.26,166.87,1077000,150.88
"2010-11-23",166,166.07,162.55,163.03,1200500,147.41
"2010-11-24",165.06,166.45,164.43,165.89,948900,149.99
"2010-11-26",165.14,165.97,164.01,164.6,230900,148.83
"2010-11-29",164.14,164.43,161.53,163.1,1046000,147.47
"2010-11-30",162.28,164,162,163,1147600,147.38
"2010-12-01",164.5,167.75,163.75,167.62,1506800,152.49
"2010-12-02",168.12,171.88,168.09,171.85,1048400,156.34
"2010-12-03",170.54,172.76,168.06,172.35,719600,156.8
"2010-12-06",172.69,172.95,169.95,171.48,747600,156.01
"2010-12-07",173.01,174.47,169.6,171.39,1323500,155.92
"2010-12-08",171.51,174.3,171.25,173.7,848900,158.02
"2010-12-09",178.13,179.9,175.13,179.82,1489600,163.59
"2010-12-10",179.8,183.11,178.5,183.05,1982000,166.53
"2010-12-13",184,185.28,181.57,181.88,925700,165.47
"2010-12-14",181.94,184.23,181.34,182.66,713800,166.18
"2010-12-15",183.09,184.13,180.65,180.9,753100,164.58
"2010-12-16",181.65,183.3,178.23,183.11,937900,166.59
"2010-12-17",182.72,189.03,181.25,187.2,3979700,170.31
"2010-12-20",187.53,189,185.46,188.5,1502200,171.49
"2010-12-21",189.44,192.58,188.74,192.51,888800,175.14
"2010-12-22",193.39,193.74,190.31,190.96,678600,173.73
"2010-12-23",190.72,191.74,188.41,188.67,356200,171.64
"2010-12-27",188.56,189.97,187.03,189.26,387900,172.18
"2010-12-28",189.2,190,187.35,189.41,304400,172.32
"2010-12-29",190.54,191.47,189.36,190.82,379600,173.6
"2010-12-30",189.8,190.6,187.72,188.02,379000,171.05
"2010-12-31",188.3,190.6,187.36,190.58,480700,173.38
"2011-01-03",191.52,195,189.53,190.19,1085200,173.03
"2011-01-04",191.26,191.5,188.71,190.04,794400,172.89
"2011-01-05",190.03,192.84,189.25,192,925300,174.67
"2011-01-06",192.68,192.79,188.36,189.93,727300,172.79
"2011-01-07",191.52,191.52,185.46,188.36,886200,171.36
"2011-01-10",188.11,191.54,187.43,191.17,898300,173.92
"2011-01-11",191.87,195.68,190.72,193.42,734000,175.97
"2011-01-12",194.7,195.24,191.04,193.84,818100,176.35
"2011-01-13",193.84,196.09,192.49,195.81,609000,178.14
"2011-01-14",195.33,199.1,193.67,199.06,808200,181.1
"2011-01-18",199.31,199.99,193.75,196.52,812000,178.79
"2011-01-19",195.76,196.94,191,191.56,774300,174.27
"2011-01-20",192.74,193.01,189.25,190.87,806800,173.65
"2011-01-21",192.46,194.65,191.3,193.07,627400,175.65
"2011-01-24",194.23,194.9,191.31,193.58,789900,176.11
"2011-01-25",199.34,199.87,194.92,198.01,1361900,180.14
"2011-01-26",199.16,200.83,196.92,199.96,1313700,181.92
"2011-01-27",200.76,202.06,198.75,201.73,729600,183.53
"2011-01-28",201.38,201.47,193.95,194.28,1041700,176.75
"2011-01-31",194.6,198.2,194.54,198.02,699800,180.15
"2011-02-01",199.23,202,198.5,201.23,639200,183.07
"2011-02-02",199.57,199.99,197.03,197.64,778200,179.8
"2011-02-03",197,197.82,194.51,196.82,462100,179.06
"2011-02-04",197.1,197.65,194.06,194.35,702200,176.81
"2011-02-07",195.26,198.5,195,196,808400,178.31
"2011-02-08",196.78,199.45,195.06,199.37,727600,181.38
"2011-02-09",198.27,200.65,197.26,199.62,447000,181.61
"2011-02-10",198.01,201.59,198.01,200.71,486900,182.6
"2011-02-11",200.01,203.6,199,203.42,473000,185.06
"2011-02-14",203.5,206.44,202.59,205.01,672500,186.51
"2011-02-15",203.61,206,202.54,205.66,457800,187.1
"2011-02-16",206.03,207,204,205.34,458200,186.81
"2011-02-17",205.02,205.48,202.8,204.59,379000,186.13
"2011-02-18",205.45,207.47,202.9,206.67,516900,188.02
"2011-02-22",203.41,204.16,197.91,198.41,537500,180.51
"2011-02-23",199,199.83,194.38,195.13,682900,177.52
"2011-02-24",195.79,201.44,193.58,201.2,832500,183.04
"2011-02-25",202.99,204.55,201.44,203.92,863900,185.52
"2011-02-28",203.11,205.61,200.51,203.99,685300,185.58
"2011-03-01",209.77,209.77,200.9,201.43,748100,183.25
"2011-03-02",200.73,202.03,198.74,198.85,710100,180.91
"2011-03-03",199.37,207.16,199.21,207.06,704800,189.69
"2011-03-04",207.18,207.44,201.01,201.89,537400,184.95
"2011-03-07",202.5,203.11,196.64,198.24,654600,181.61
"2011-03-08",199.08,200.39,196.85,198.83,564300,182.15
"2011-03-09",198.07,198.78,195.65,196.9,552300,180.38
"2011-03-10",194.38,196.21,188.91,190.38,944700,174.41
"2011-03-11",190.75,191.92,188.32,189.98,593700,174.04
"2011-03-14",188.68,189.18,185.59,188.43,584400,172.62
"2011-03-15",183.29,186.78,180.29,185.7,792200,170.12
"2011-03-16",185.2,186.23,179.52,179.77,924900,164.69
"2011-03-17",183.29,184.54,181.71,183.96,675100,168.52
"2011-03-18",185.28,186.76,183.09,184.55,748500,169.06
"2011-03-21",185.01,187.13,185,186,461800,170.39
"2011-03-22",185.63,186.34,184.68,185.03,509900,169.5
"2011-03-23",184.78,185.14,181.37,183.7,525700,168.29
"2011-03-24",183.95,186.5,183.95,185.55,1010400,169.98
"2011-03-25",186.59,189.02,185.55,188.24,592500,172.45
"2011-03-28",189.3,190.68,187.19,187.47,570300,171.74
"2011-03-29",187.26,187.87,185.2,186.5,975700,170.85
"2011-03-30",196.34,200.1,194.88,198.84,4569000,182.16
"2011-03-31",198.1,201.04,198.1,201.01,2705100,184.14
"2011-04-01",202.05,204.5,202,202.43,18680000,185.44
"2011-04-04",201.4,202.8,199.82,200.99,1768900,184.13
"2011-04-05",200.25,202.2,198.93,199.48,1303700,182.74
"2011-04-06",200.74,200.75,198.7,199.22,1058800,182.5
"2011-04-07",199.65,199.79,196.8,197.99,959400,181.38
"2011-04-08",199,199.91,195.31,196.1,817000,179.65
"2011-04-11",195.85,197.29,195.52,195.95,797900,179.51
"2011-04-12",197.21,197.21,193.92,194.78,904900,178.44
"2011-04-13",196.03,196.93,193.28,194.68,1179600,178.34
"2011-04-14",193.16,194.29,192.15,193.38,679400,177.15
"2011-04-15",194.98,195.09,192.55,193.24,681600,177.03
"2011-04-18",191.08,192.99,189.06,190.55,971100,174.56
"2011-04-19",191.32,192.03,189.35,192.03,708700,175.92
"2011-04-20",194.37,196.48,192.8,193.72,984100,177.47
"2011-04-21",195.8,199.21,194.12,198.88,959000,182.19
"2011-04-25",198.77,199.99,195.9,197.13,803400,180.59
"2011-04-26",197.41,199.5,196.74,198.93,565700,182.24
"2011-04-27",199.14,200.41,196.78,199.9,746400,183.13
"2011-04-28",198.9,199.34,196.53,198,534200,181.39
"2011-04-29",197.85,198.27,194.88,195.94,454000,179.5
"2011-05-02",196.86,197.5,195.32,195.53,462900,179.12
"2011-05-03",197.61,197.61,192.01,194.07,570700,177.79
"2011-05-04",197.06,197.85,192.62,194.01,574300,177.73
"2011-05-05",193.22,193.88,190.74,191.47,516700,175.4
"2011-05-06",194.09,197.56,193.89,195.74,746600,179.32
"2011-05-09",197.32,197.32,194.23,196.67,431600,180.17
"2011-05-10",197.01,198.16,195.67,198,423100,181.39
"2011-05-11",197.15,197.15,194.17,194.52,503200,178.2
"2011-05-12",194.16,196,192.08,195.88,485000,179.44
"2011-05-13",196.22,196.67,193.89,194.24,299600,177.94
"2011-05-16",192.26,195.9,191.73,191.95,457900,175.84
"2011-05-17",191.08,191.95,187.47,190.54,608300,174.55
"2011-05-18",190.48,193.75,189.5,193.25,361900,177.03
"2011-05-19",198.03,199.86,196.03,198.1,916100,181.48
"2011-05-20",198,199.99,197.33,197.51,566300,180.94
"2011-05-23",195.57,196.2,193.51,194.74,542500,178.4
"2011-05-24",192.54,194.23,191.52,193.05,1056300,176.85
"2011-05-25",193,195.86,193,195.41,625500,179.01
"2011-05-26",195.42,198.22,194,197.54,629900,180.96
"2011-05-27",198,201.18,197.7,200.67,663000,183.83
"2011-05-31",202.5,205.56,201.38,205.56,897700,188.31
"2011-06-01",207.25,207.42,199.29,199.35,1055300,182.62
"2011-06-02",199.43,201.03,197.89,199.58,600600,182.83
"2011-06-03",196.28,196.33,193.54,193.63,753800,178.61
"2011-06-06",192.88,193.98,187.51,187.85,795600,173.28
"2011-06-07",189.04,191.57,188.48,189.64,678000,174.93
"2011-06-08",189.26,190.86,188.94,189.69,600300,174.98
"2011-06-09",190.19,193.15,187.44,192.32,440500,177.41
"2011-06-10",190.11,191.69,185.27,185.82,896000,171.41
"2011-06-13",188.93,189.22,186,188.93,762100,174.28
"2011-06-14",191.71,193,191.12,192.56,516900,177.63
"2011-06-15",190.53,191.38,185.51,186.32,826600,171.87
"2011-06-16",186.99,189,185.19,188.13,826800,173.54
"2011-06-17",190.95,191,186.9,187.34,659200,172.81
"2011-06-20",186.85,189.79,186.14,189.4,407300,174.71
"2011-06-21",190.35,191.85,188.67,190.73,543000,175.94
"2011-06-22",189.69,191.41,189.08,189.14,590300,174.47
"2011-06-23",186.18,187.99,184.71,187.37,690500,172.84
"2011-06-24",187.48,187.86,183.51,184.39,771700,170.09
"2011-06-27",184.56,187.42,184.1,187.07,434200,172.56
"2011-06-28",187.47,189.28,186.2,189.26,593300,174.58
"2011-06-29",190.48,192.5,189.23,191.89,829200,177.01
"2011-06-30",192.81,193.28,189.84,191.81,782100,176.93
"2011-07-01",192.05,196.64,191.1,196.42,741100,181.19
"2011-07-05",195.44,196.35,194.18,194.51,402300,179.43
"2011-07-06",194.19,195.78,193.09,195.55,570600,180.38
"2011-07-07",197.76,199.1,197.05,198.49,414300,183.1
"2011-07-08",195.25,195.85,193.86,195.45,618200,180.29
"2011-07-11",190.17,192.45,185.82,186.38,835600,171.93
"2011-07-12",185.4,188.56,183.5,183.69,943500,169.44
"2011-07-13",185.23,187,184.5,185.05,765300,170.7
"2011-07-14",186.35,186.81,181.76,182.27,672400,168.13
"2011-07-15",187.79,187.8,182.35,184.54,745700,170.23
