"","BF.B.Open","BF.B.High","BF.B.Low","BF.B.Close","BF.B.Volume","BF.B.Adjusted"
"2009-02-27",42.28,43.58,42,42.98,1650800,25.53
"2009-03-02",42.58,43.43,42.17,42.8,984900,25.43
"2009-03-03",42.99,43.66,42.39,42.67,1145000,25.35
"2009-03-04",43.15,43.15,41.72,42.27,905600,25.28
"2009-03-05",41.57,41.95,40.63,40.84,874600,24.43
"2009-03-06",41.11,41.77,40.39,41.34,647600,24.73
"2009-03-09",40.71,41.35,40.51,41.06,893800,24.56
"2009-03-10",39.72,39.72,36.27,37,2659500,22.13
"2009-03-11",36.73,37.47,34.97,37.07,1866900,22.17
"2009-03-12",36.93,39.56,36.51,38.67,2336400,23.13
"2009-03-13",38.9,39.04,38.07,38.66,1290300,23.12
"2009-03-16",38.52,39.49,38.52,39.29,1740600,23.5
"2009-03-17",39.09,39.18,38.6,39.02,716800,23.34
"2009-03-18",38.8,39.78,38.2,39.44,1329400,23.59
"2009-03-19",39.52,39.74,38.78,39.13,557100,23.4
"2009-03-20",39.62,39.62,38.45,38.47,956600,23.01
"2009-03-23",38.72,40.17,38.72,40.17,651900,24.03
"2009-03-24",40.14,40.25,39.37,39.7,591300,23.74
"2009-03-25",39.79,40.16,38.5,40.16,1090400,24.02
"2009-03-26",40.3,41.22,39.69,40.84,1216400,24.43
"2009-03-27",40.25,40.36,38.66,38.86,858400,23.24
"2009-03-30",38.32,39.36,37.9,38.32,1000200,22.92
"2009-03-31",38.7,39.4,38.5,38.83,817800,23.22
"2009-04-01",38.5,39.36,38.31,39.01,544600,23.33
"2009-04-02",39.47,40.46,39.23,40.06,907400,23.96
"2009-04-03",40.41,41.59,40.18,41.57,978600,24.86
"2009-04-06",41.62,41.62,40.11,40.22,807900,24.06
"2009-04-07",39.45,41.03,39.45,40.65,778200,24.31
"2009-04-08",40.87,40.87,40.1,40.43,412200,24.18
"2009-04-09",41.73,42.15,40.8,41.5,1253100,24.82
"2009-04-13",41.15,41.88,40.83,40.93,772800,24.48
"2009-04-14",40.87,41.02,40.18,40.7,513800,24.34
"2009-04-15",40.75,41.39,40.55,41.39,684200,24.76
"2009-04-16",41.77,42,41.11,41.52,625400,24.83
"2009-04-17",41.58,42.18,40.97,41.35,753800,24.73
"2009-04-20",40.94,44.16,40.94,42.51,2962000,25.43
"2009-04-21",42.41,43.91,42.41,43.79,858900,26.19
"2009-04-22",43.55,44.68,43.12,44.1,1101000,26.38
"2009-04-23",43.86,45.33,43.86,45.23,1210400,27.05
"2009-04-24",45.23,45.66,44.82,45.44,1161900,27.18
"2009-04-27",45.26,46.42,44.94,45.67,861400,27.32
"2009-04-28",38.01,44.41,38.01,44.12,1205100,26.39
"2009-04-29",44.1,46.43,43.47,46.09,815800,27.57
"2009-04-30",46.47,46.85,46.19,46.5,652500,27.81
"2009-05-01",46.4,46.83,45.85,46.76,551400,27.97
"2009-05-04",46.65,46.96,46.5,46.96,396000,28.09
"2009-05-05",46.62,48.1,46.62,47.3,389700,28.29
"2009-05-06",48.08,48.49,46.86,47.63,680800,28.49
"2009-05-07",48.41,48.41,47.07,47.3,604800,28.29
"2009-05-08",47.67,48.22,46.75,47.16,1101800,28.21
"2009-05-11",47.31,47.36,46.8,47.03,626100,28.13
"2009-05-12",47.31,48.18,47.13,47.81,499600,28.6
"2009-05-13",46.95,47.7,46.38,46.42,604400,27.76
"2009-05-14",46.67,46.96,45.84,46.24,783300,27.66
"2009-05-15",46.01,46.4,45.55,46.03,499800,27.53
"2009-05-18",46.23,46.46,45.86,46.3,758400,27.69
"2009-05-19",46.25,46.82,46.15,46.32,816000,27.7
"2009-05-20",46.89,46.89,45.65,45.66,709000,27.31
"2009-05-21",45.16,45.41,44.28,44.64,869000,26.7
"2009-05-22",44.53,45.62,44.53,44.89,435400,26.85
"2009-05-26",44.83,46.37,44.39,45.75,730800,27.36
"2009-05-27",45.65,46.21,44.7,44.76,859500,26.77
"2009-05-28",45.11,45.24,43.76,44.79,798000,26.79
"2009-05-29",44.83,45.9,43.74,43.85,2158800,26.23
"2009-06-01",44.18,46.48,43.97,46.39,1001000,27.75
"2009-06-02",46.46,47.38,46.33,46.86,860000,28.03
"2009-06-03",46.56,46.76,45.54,46.12,591400,27.58
"2009-06-04",45.98,46.4,45.51,45.99,495600,27.68
"2009-06-05",46.45,47.11,45.45,45.54,6e+05,27.41
"2009-06-08",45.44,46.12,45.16,45.69,439600,27.5
"2009-06-09",45.5,46.23,44.81,45.27,657900,27.25
"2009-06-10",45.69,50,45.69,46.74,852900,28.13
"2009-06-11",46.85,47.7,46.32,46.53,501200,28
"2009-06-12",46.46,46.57,45.87,46.31,375600,27.87
"2009-06-15",45.73,45.88,44.25,44.31,587000,26.67
"2009-06-16",44.28,44.28,43.22,43.27,565400,26.04
"2009-06-17",43.27,44,42.98,43.11,432800,25.95
"2009-06-18",43.01,43.65,42.45,43.41,473800,26.13
"2009-06-19",43.76,44.07,43.19,43.97,935600,26.46
"2009-06-22",43.36,43.62,42.65,42.82,758000,25.77
"2009-06-23",42.61,43,42.23,42.35,716000,25.49
"2009-06-24",42.5,42.59,41.54,41.9,551100,25.22
"2009-06-25",41.84,42.75,41.45,42.54,739400,25.6
"2009-06-26",42.51,43.66,42.19,43.6,1738600,26.24
"2009-06-29",43.55,44.14,43.17,43.9,588800,26.42
"2009-06-30",44,44.25,42.91,42.98,871400,25.87
"2009-07-01",43.08,44.43,43,43.91,573400,26.43
"2009-07-02",43.49,43.82,43,43.6,565000,26.24
"2009-07-06",43.52,44.29,43.23,43.41,527700,26.13
"2009-07-07",43.69,43.69,42.11,42.19,758200,25.39
"2009-07-08",42.56,42.56,41.85,42.26,813000,25.43
"2009-07-09",42.09,42.65,42.09,42.22,427800,25.41
"2009-07-10",41.94,42.31,41.5,41.75,460200,25.13
"2009-07-13",41.91,42.69,41.63,42.36,601600,25.49
"2009-07-14",42.32,43.08,42.28,43.08,529500,25.93
"2009-07-15",43.29,43.9,43.06,43.84,472200,26.39
"2009-07-16",43.63,43.9,43.06,43.54,386200,26.2
"2009-07-17",43.6,43.78,42.94,43.11,494200,25.95
"2009-07-20",42.95,42.95,41.72,42.48,933200,25.57
"2009-07-21",42.74,43.05,42.28,42.89,548400,25.81
"2009-07-22",42.88,43.18,42.07,42.48,571000,25.57
"2009-07-23",42.67,44,42.67,43.72,454400,26.31
"2009-07-24",43.64,44.4,43.52,43.83,350700,26.38
"2009-07-27",43.83,44.21,43.25,43.73,276600,26.32
"2009-07-28",43.42,44.13,43.42,43.97,323700,26.46
"2009-07-29",43.57,43.91,43.3,43.67,314700,26.28
"2009-07-30",44.14,44.52,43.23,44.15,549600,26.57
"2009-07-31",44.01,44.53,43.8,43.95,362400,26.45
"2009-08-03",44.37,44.8,43.64,44.53,361600,26.8
"2009-08-04",44.52,45.15,44.42,44.62,603000,26.85
"2009-08-05",44.72,44.83,42.49,42.57,981300,25.62
"2009-08-06",42.7,43.04,42.22,42.36,791600,25.49
"2009-08-07",42.84,43.12,42.63,42.84,412000,25.78
"2009-08-10",42.8,43.19,42.41,43.07,433800,25.92
"2009-08-11",42.67,43.19,42.59,42.95,274000,25.85
"2009-08-12",42.73,43.29,42.51,42.97,419700,25.86
"2009-08-13",42.81,43.71,42.81,43.66,699600,26.28
"2009-08-14",43.72,44.34,43.66,44.27,540200,26.64
"2009-08-17",44,44.15,43.3,43.48,755800,26.17
"2009-08-18",43.25,43.74,43.15,43.29,403200,26.05
"2009-08-19",43.18,43.98,42.99,43.11,956000,25.95
"2009-08-20",43.3,43.98,42.94,43.31,862200,26.07
"2009-08-21",43.54,44.92,43.54,44.77,688800,26.95
"2009-08-24",44.75,45.34,44.55,44.99,477900,27.08
"2009-08-25",44.96,45.5,44.87,45.12,378600,27.16
"2009-08-26",44.95,45.24,43.9,43.97,877800,26.46
"2009-08-27",43.95,44.35,43.44,44.23,376000,26.62
"2009-08-28",44.3,45.05,43.93,44.91,594200,27.03
"2009-08-31",44.75,45.31,44.43,44.72,478500,26.92
"2009-09-01",44.29,45.25,43.32,43.82,1097800,26.37
"2009-09-02",44.49,47.88,44.29,46.39,2479400,27.92
"2009-09-03",46.54,46.84,44.7,45.31,1235200,27.44
"2009-09-04",45,45.87,45,45.81,564800,27.74
"2009-09-08",45.93,46.55,45.93,46.23,1084400,28
"2009-09-09",46.4,46.98,45.34,45.55,998000,27.59
"2009-09-10",45.55,47.35,45.39,47.35,977800,28.68
"2009-09-11",47.51,47.84,47.12,47.36,822000,28.68
"2009-09-14",47.28,49.75,47.06,49.44,1427800,29.94
"2009-09-15",49.8,49.84,48.84,49.07,1139800,29.72
"2009-09-16",49.28,49.78,48.47,49.73,694000,30.12
"2009-09-17",49.67,49.75,48.81,49.32,956100,29.87
"2009-09-18",49.7,50.62,48.1,48.1,4247700,29.13
"2009-09-21",47.85,49.16,47.56,48.99,1264600,29.67
"2009-09-22",48.84,49.28,48.82,49.02,844000,29.69
"2009-09-23",49,49.62,48.83,48.93,649000,29.63
"2009-09-24",49.02,49.3,48.69,49.03,746000,29.69
"2009-09-25",49.21,49.7,48.53,48.67,503000,29.48
"2009-09-28",49,49.42,48.32,48.75,562200,29.52
"2009-09-29",49,49.22,48.35,48.7,554100,29.49
"2009-09-30",48.51,48.71,47.55,48.22,612200,29.2
"2009-10-01",48.18,48.87,47.69,48.47,836600,29.35
"2009-10-02",48.75,49.27,48.04,48.2,752100,29.19
"2009-10-05",48.21,48.28,47.55,48.24,759900,29.22
"2009-10-06",48.19,49.05,47.6,48.77,424000,29.54
"2009-10-07",48.94,53.78,48,48.56,302700,29.41
"2009-10-08",48.83,48.93,48.23,48.75,521000,29.52
"2009-10-09",48.64,49.24,48.16,48.79,376800,29.55
"2009-10-12",50.32,50.76,48.74,49.34,316600,29.88
"2009-10-13",49.37,49.82,49.04,49.64,465200,30.06
"2009-10-14",49.74,50.56,49.06,49.18,494100,29.78
"2009-10-15",47.14,50.53,47.14,50.44,774800,30.55
"2009-10-16",50.27,50.51,48.42,48.62,948400,29.45
"2009-10-19",48.78,50.2,48.77,49.36,608200,29.89
"2009-10-20",49.21,49.89,49.05,49.3,411000,29.86
"2009-10-21",49.27,50.2,49.11,49.18,361000,29.78
"2009-10-22",49.06,49.56,48.63,49.45,440000,29.95
"2009-10-23",49.25,49.33,48.15,48.33,446400,29.27
"2009-10-26",48.33,49.38,47.63,48.09,481400,29.12
"2009-10-27",48.22,48.8,47.9,48.27,435600,29.23
"2009-10-28",48.38,48.61,47.68,47.74,323100,28.91
"2009-10-29",47.84,48.76,47.4,48.71,435400,29.5
"2009-10-30",48.48,49.65,48.48,48.81,662100,29.56
"2009-11-02",48.71,49.63,48.46,49.13,967400,29.75
"2009-11-03",49.02,49.18,47.98,48.58,469000,29.42
"2009-11-04",48.42,49.1,47.77,48.37,579400,29.29
"2009-11-05",48.64,49.47,48.64,49.17,408900,29.78
"2009-11-06",49,49.76,49,49.43,309000,29.94
"2009-11-09",49.79,50.36,49.7,50.34,448600,30.49
"2009-11-10",50.48,50.83,50.33,50.63,471800,30.66
"2009-11-11",50.75,51.13,50.45,50.98,342900,30.87
"2009-11-12",51.16,51.18,50.52,50.67,3e+05,30.69
"2009-11-13",50.78,51.3,50.53,50.99,345000,30.88
"2009-11-16",51.15,51.52,50.86,51.3,285400,31.07
"2009-11-17",51.04,51.55,50.97,51.45,204000,31.16
"2009-11-18",51.32,51.56,50.76,50.97,259800,30.87
"2009-11-19",50.66,50.66,49.76,50.46,255800,30.56
"2009-11-20",50.28,51.06,49.01,50.91,451500,30.83
"2009-11-23",51.37,52,51.14,51.96,285600,31.47
"2009-11-24",51.9,52,51.09,51.38,640200,31.12
"2009-11-25",51.39,51.5,50.52,51.1,672200,30.95
"2009-11-27",50.26,50.75,49.65,50.39,276900,30.52
"2009-11-30",50.26,51.24,50.01,51.17,665100,30.99
"2009-12-01",51.66,51.77,51.07,51.08,689600,30.94
"2009-12-02",50.94,51.33,50.34,50.55,666000,30.61
"2009-12-03",50.38,51.03,50.18,50.29,503800,30.64
"2009-12-04",51.88,52.25,51.1,52.07,665700,31.72
"2009-12-07",52.26,52.81,51.66,52.23,1160800,31.82
"2009-12-08",53.69,55.47,51.83,52.12,1404200,31.75
"2009-12-09",52.33,52.71,50.98,51.85,635600,31.59
"2009-12-10",52.02,52.61,51.86,52.33,428800,31.88
"2009-12-11",52.46,53.36,52.36,52.99,574400,32.28
"2009-12-14",53.4,54.04,53.26,53.32,759300,32.48
"2009-12-15",53.42,53.9,53.36,53.54,521200,32.62
"2009-12-16",53.89,54.02,53.04,53.1,454000,32.35
"2009-12-17",53.1,53.23,52.5,52.51,507800,31.99
"2009-12-18",52.97,52.97,52.12,52.47,738600,31.97
"2009-12-21",52.39,52.8,52.17,52.35,357900,31.89
"2009-12-22",52.29,52.56,51.98,52.48,394000,31.97
"2009-12-23",52.75,53.1,52.42,52.98,569600,32.28
"2009-12-24",53.15,53.48,53.03,53.42,117200,32.55
"2009-12-28",53.41,53.8,53.18,53.75,320200,32.75
"2009-12-29",53.75,54.5,53.63,54.21,425800,33.03
"2009-12-30",54.03,54.46,53.91,54.03,417800,32.92
"2009-12-31",54.29,54.46,53.55,53.57,342900,32.64
"2010-01-04",53.57,54.23,53.54,53.8,467700,32.78
"2010-01-05",53.64,53.87,52.62,53.24,603200,32.44
"2010-01-06",53.33,54.08,53.24,53.98,599200,32.89
"2010-01-07",54.08,54.08,53.2,53.45,321200,32.56
"2010-01-08",53.47,53.48,52.85,53.44,324600,32.56
"2010-01-11",53.71,53.87,53.21,53.64,335600,32.68
"2010-01-12",53.5,54.03,53.38,54.02,388600,32.91
"2010-01-13",53.97,55.56,53.84,55.14,421600,33.59
"2010-01-14",54.99,55.18,54.46,54.69,262000,33.32
"2010-01-15",54.76,54.97,53.64,53.84,477200,32.8
"2010-01-19",53.81,53.94,53.27,53.87,365600,32.82
"2010-01-20",53.47,53.47,52.56,53.43,332400,32.55
"2010-01-21",53.81,53.86,52.35,52.66,386200,32.08
"2010-01-22",52.39,52.6,51.59,51.71,351300,31.5
"2010-01-25",52.17,52.17,51.35,51.76,273000,31.53
"2010-01-26",51.67,51.77,50.94,51.58,245800,31.42
"2010-01-27",51.58,51.58,50.85,51.42,347000,31.33
"2010-01-28",51.61,52.01,51.09,51.22,284400,31.21
"2010-01-29",51.64,51.64,50.8,51.32,462600,31.27
"2010-02-01",51.68,51.76,51.32,51.69,262000,31.49
"2010-02-02",51.83,52.07,51.01,52.03,316600,31.7
"2010-02-03",51.79,52.19,51.26,51.38,254600,31.3
"2010-02-04",51.23,51.48,49.45,49.49,343400,30.15
"2010-02-05",49.41,49.76,48.93,49.5,369800,30.16
"2010-02-08",49.87,50.25,49.5,49.56,517400,30.19
"2010-02-09",50.2,51.44,50.11,50.8,440800,30.95
"2010-02-10",50.71,51.28,50.34,50.75,251800,30.92
"2010-02-11",50.78,50.87,49.88,50.75,444200,30.92
"2010-02-12",50.54,50.95,50.06,50.65,519200,30.86
"2010-02-16",50.64,51.16,50.56,51.15,418400,31.16
"2010-02-17",51.2,52.1,50.99,52,297300,31.68
"2010-02-18",52.08,52.87,52.08,52.77,226000,32.15
"2010-02-19",52.73,53.25,52.27,52.94,296200,32.25
"2010-02-22",53.11,53.23,52.69,52.83,184800,32.19
"2010-02-23",52.84,52.85,51.96,52.39,252400,31.92
"2010-02-24",52.76,53.46,52.4,53.22,405600,32.42
"2010-02-25",52.7,53.2,51.94,53.07,482100,32.33
"2010-02-26",53.27,53.27,52.21,52.36,633000,31.9
"2010-03-01",52.61,54.61,52.61,53.43,517000,32.55
"2010-03-02",53.55,54.05,53.34,53.94,532400,32.86
"2010-03-03",53.94,54.43,53.83,54.02,459400,32.91
"2010-03-04",53.92,54.84,53.8,54.62,407800,33.46
"2010-03-05",55.03,55.55,55.03,55.51,420400,34.01
"2010-03-08",55.31,55.74,55.11,55.47,328000,33.98
"2010-03-09",55.33,56.06,55.07,55.89,671100,34.24
"2010-03-10",55.62,55.86,54.06,54.79,524400,33.57
"2010-03-11",54.77,55.38,54.21,55.36,412800,33.92
"2010-03-12",55.25,55.74,55.06,55.39,721400,33.93
"2010-03-15",55.46,55.68,54.86,55.05,339200,33.73
"2010-03-16",55.1,55.75,54.94,55.56,331800,34.04
"2010-03-17",55.63,56.57,55.52,56.46,444900,34.59
"2010-03-18",56.75,58.01,56.46,57.37,481400,35.15
"2010-03-19",57.4,58.01,57.09,57.57,852300,35.27
"2010-03-22",57.45,57.97,56.9,57.66,323000,35.32
"2010-03-23",57.79,58.08,57.26,58.01,249200,35.54
"2010-03-24",57.81,58,57.4,57.57,280000,35.27
"2010-03-25",57.87,57.87,57.42,57.44,288300,35.19
"2010-03-26",57.47,57.91,57.17,57.29,352000,35.1
"2010-03-29",57.56,58.79,57.4,58.78,456900,36.01
"2010-03-30",59.14,59.62,59.08,59.4,496800,36.39
"2010-03-31",59.25,59.62,58.95,59.45,565400,36.42
"2010-04-01",59.65,60,59.65,60,299000,36.76
"2010-04-05",60.09,60.44,60.01,60.16,501900,36.86
"2010-04-06",59.9,59.95,59.19,59.94,385200,36.72
"2010-04-07",59.93,59.93,59.1,59.32,282900,36.34
"2010-04-08",59.23,59.44,59.03,59.41,228600,36.4
"2010-04-09",59.26,59.96,59.26,59.86,341700,36.67
"2010-04-12",59.9,60.23,59.8,60.13,319400,36.84
"2010-04-13",60.13,60.29,59.58,60.18,145000,36.87
"2010-04-14",60.06,60.24,59.28,59.75,374800,36.61
"2010-04-15",59.57,59.68,58.98,59.67,433200,36.56
"2010-04-16",59.53,59.81,58.52,58.62,501400,35.91
"2010-04-19",58.69,59.21,58.6,59.15,299000,36.24
"2010-04-20",59.42,59.42,58.48,59.29,374100,36.32
"2010-04-21",59.25,59.68,59.18,59.32,276800,36.34
"2010-04-22",58.94,59.5,58.83,59.43,278100,36.41
"2010-04-23",59.39,59.51,59.03,59.51,209400,36.46
"2010-04-26",59.37,60.2,59.37,59.53,228200,36.47
"2010-04-27",59.21,59.47,58.1,58.17,350400,35.64
"2010-04-28",58.3,58.31,57.27,58.05,408300,35.56
"2010-04-29",58.37,59.18,58.2,58.76,397400,36
"2010-04-30",58.64,59.34,58.16,58.18,473200,35.64
"2010-05-03",58.57,58.67,58.16,58.47,400200,35.82
"2010-05-04",58.14,58.14,55.84,56.52,773400,34.63
"2010-05-05",56.38,56.97,56.24,56.79,703400,34.79
"2010-05-06",56.81,57.87,53.89,56.06,959600,34.34
"2010-05-07",56.06,56.2,54.63,55.16,755200,33.79
"2010-05-10",56.47,57.4,55.7,57.26,745500,35.08
"2010-05-11",56.83,57.81,56.5,57.58,364500,35.28
"2010-05-12",57.57,58.95,57.56,58.89,533800,36.08
"2010-05-13",58.75,59.14,58.45,58.46,397400,35.81
"2010-05-14",58.36,58.43,56.9,57.25,485800,35.07
"2010-05-17",57.5,58.02,56.99,57.75,364600,35.38
"2010-05-18",58.61,59.23,57.38,57.58,555200,35.28
"2010-05-19",57.3,57.74,56.98,57.41,357600,35.17
"2010-05-20",56.35,56.42,55.04,55.04,626000,33.72
"2010-05-21",54.3,55.62,53.82,55.62,565500,34.07
"2010-05-24",55.21,55.65,55,55.06,342600,33.73
"2010-05-25",53.44,54.61,53.22,54.58,600900,33.44
"2010-05-26",54.64,55.21,54.3,54.45,810400,33.36
"2010-05-27",55,56.53,54.95,56.45,576800,34.58
"2010-05-28",56.39,56.51,55.46,55.46,729800,33.98
"2010-06-01",55.1,55.95,54.73,55.08,466600,33.74
"2010-06-02",55.27,56.98,54.86,56.98,613400,34.91
"2010-06-03",56.88,57.32,56.38,57.12,423300,35.18
"2010-06-04",56.06,56.8,55.55,55.87,694800,34.41
"2010-06-07",56,56.42,55.53,55.54,539400,34.21
"2010-06-08",55.48,57.26,55.31,57.18,803100,35.22
"2010-06-09",57.3,58.21,56.01,58.11,880200,35.79
"2010-06-10",58.79,59.6,58.08,59.17,713000,36.44
"2010-06-11",58.81,58.85,57.91,58.75,570800,36.18
"2010-06-14",58.84,59.85,58.82,59.39,545700,36.58
"2010-06-15",59.4,60,58.93,59.98,486900,36.94
"2010-06-16",59.56,60.16,59.28,60.13,458400,37.03
"2010-06-17",60.34,60.39,59.38,60.12,456900,37.03
"2010-06-18",60.09,60.3,59.43,59.47,541400,36.63
"2010-06-21",59.94,60.48,59.39,59.74,393300,36.79
"2010-06-22",59.82,60.44,59.69,59.74,613800,36.79
"2010-06-23",59.67,59.91,58.68,59.39,582000,36.58
"2010-06-24",59.36,59.83,58.93,59.49,665800,36.64
"2010-06-25",59.5,60.05,58.1,58.32,1634400,35.92
"2010-06-28",58.64,59.43,58.37,58.99,552000,36.33
"2010-06-29",58.42,58.57,57.14,57.73,776600,35.55
"2010-06-30",57.73,57.81,56.97,57.23,486300,35.25
"2010-07-01",57.34,57.48,56.21,57.22,764400,35.24
"2010-07-02",57.36,59.02,57.36,57.91,657000,35.67
"2010-07-06",58.36,59.35,58.16,58.68,633600,36.14
"2010-07-07",58.68,60.1,58.68,60.1,602800,37.01
"2010-07-08",60.36,61.61,60.21,61.61,847600,37.94
"2010-07-09",61.61,61.75,60.88,61.21,536100,37.7
"2010-07-12",60.95,61.11,60.34,60.64,437100,37.35
"2010-07-13",60.96,61.43,60.74,60.92,475800,37.52
"2010-07-14",60.66,61.58,60.59,61.25,401600,37.72
"2010-07-15",61.14,62.06,60.98,61.77,415600,38.04
"2010-07-16",61.7,61.75,60.5,60.74,474400,37.41
"2010-07-19",61.03,61.04,60.42,60.81,214600,37.45
