"","FDX.Open","FDX.High","FDX.Low","FDX.Close","FDX.Volume","FDX.Adjusted"
"2008-09-30",81.36,81.56,78.79,79.04,3242000,76.38
"2008-10-01",78.39,81.47,78.1,80.74,3392600,78.03
"2008-10-02",80.45,80.6,76.72,77.5,3844500,74.9
"2008-10-03",78.44,81.05,77.61,78,3577500,75.38
"2008-10-06",76.27,78.24,74.62,77.34,4936800,74.74
"2008-10-07",78.61,78.61,74.5,74.66,3934600,72.15
"2008-10-08",71.75,75.3,70.32,70.97,7845100,68.59
"2008-10-09",71.76,72.89,66,66.8,5116700,64.56
"2008-10-10",64.09,70.5,61.68,68.36,7481800,66.06
"2008-10-13",70,73.87,68.95,73.7,4282100,71.22
"2008-10-14",75.25,75.8,69.56,70.75,4516300,68.37
"2008-10-15",69.19,70.23,65,65.26,3358000,63.07
"2008-10-16",64.5,66.82,60.9,66.24,4197400,64.01
"2008-10-17",64.87,66.27,62.17,62.55,4505600,60.45
"2008-10-20",63.22,64.87,62.08,64.16,2865200,62
"2008-10-21",63.1,65.56,61.97,62.44,3122400,60.34
"2008-10-22",61.98,62.04,56.36,58,5151000,56.05
"2008-10-23",58.26,61.45,57.66,60,5891300,57.98
"2008-10-24",56.59,59.03,56.03,56.81,4015500,54.9
"2008-10-27",56.45,57.96,54.94,54.94,2788800,53.09
"2008-10-28",56.29,58.28,53.9,58.16,3483200,56.21
"2008-10-29",58.16,61.07,57.73,58.08,4070600,56.13
"2008-10-30",59.38,61.24,59.01,61.01,3864900,58.96
"2008-10-31",60,65.79,59.12,65.37,5287000,63.17
"2008-11-03",65.37,66.27,64.68,66,2447800,63.78
"2008-11-04",66.33,69.05,66.09,68.82,3169500,66.51
"2008-11-05",68.13,68.72,63.78,63.92,2645700,61.77
"2008-11-06",63.47,65.11,62.03,62.54,4151900,60.44
"2008-11-07",62.84,64.93,62.5,64.58,2700300,62.41
"2008-11-10",65.58,67.98,65.08,66.29,3180300,64.06
"2008-11-11",64.57,67.51,64.1,66.5,3064500,64.27
"2008-11-12",65.47,65.76,62.56,63.1,3199300,60.98
"2008-11-13",63.7,67.26,60.63,67.14,4639000,64.88
"2008-11-14",64.78,67.53,63.5,64.37,2892900,62.21
"2008-11-17",63.72,65.47,61.68,62.76,3169700,60.65
"2008-11-18",62.25,66.54,62.23,64.79,3980300,62.61
"2008-11-19",63.32,65.4,59.66,60.58,3524200,58.54
"2008-11-20",60.02,61.83,56,56.75,5085600,54.84
"2008-11-21",57.76,61.33,55.42,60.91,4663900,58.86
"2008-11-24",61.8,67.25,61.45,66.43,4359400,64.2
"2008-11-25",67.42,68.38,57.3,67.12,3182500,64.86
"2008-11-26",66.14,69.9,66.06,69.23,3013600,66.9
"2008-11-28",69.04,70.65,68.6,70.65,1035700,68.28
"2008-12-01",69.5,69.5,63.31,63.45,3510100,61.32
"2008-12-02",64.54,67.21,63.62,67.08,2418300,64.83
"2008-12-03",65.3,70.27,64.93,70.08,2880600,67.72
"2008-12-04",68.95,73.7,68.72,70.93,3616500,68.55
"2008-12-05",70,73.85,66.72,73.71,3392400,71.23
"2008-12-08",75.2,76.94,72.52,74.43,3399500,71.93
"2008-12-09",66.88,67.42,62.31,63.65,14149600,61.51
"2008-12-10",63.47,63.53,59.76,61.02,6284000,59.07
"2008-12-11",60.65,62.02,58.16,58.61,4390500,56.74
"2008-12-12",57.5,61.47,57.33,61.34,4098200,59.38
"2008-12-15",61.55,61.55,59.37,60.21,2764600,58.29
"2008-12-16",60.64,63.56,60.19,63.39,3406800,61.37
"2008-12-17",62.55,65.15,62.4,63.97,2477000,61.93
"2008-12-18",64.99,65.4,61.66,62.6,4110900,60.6
"2008-12-19",63.1,64.49,62.62,63.59,3218000,61.56
"2008-12-22",63.75,64,62,62.96,2019800,60.95
"2008-12-23",63.18,63.18,60.27,60.86,2424600,58.92
"2008-12-24",60.27,61.46,60.27,61.2,1151400,59.25
"2008-12-26",61.3,61.4,59.46,60.97,1402800,59.02
"2008-12-29",60.7,60.95,59.53,60.14,1901100,58.22
"2008-12-30",60.39,62.33,60.23,62.22,1925200,60.23
"2008-12-31",62.25,64.58,62.25,64.15,2237700,62.1
"2009-01-02",64.16,64.67,62.9,64.44,2368800,62.38
"2009-01-05",63.95,64.34,63.57,63.95,3766500,61.91
"2009-01-06",64.5,64.75,63.45,64.08,4064900,62.03
"2009-01-07",63.51,64.25,62.32,62.65,2474600,60.65
"2009-01-08",62.52,63.13,61.35,62.09,2054500,60.11
"2009-01-09",62.4,62.4,60.01,60.32,1879600,58.39
"2009-01-12",60.31,60.99,60.01,60.31,2002200,58.38
"2009-01-13",60.22,61.52,59.6,60.47,2413400,58.54
"2009-01-14",59.61,59.65,57.19,57.9,3050900,56.05
"2009-01-15",57.93,59.03,56.2,58.56,2945300,56.69
"2009-01-16",59.38,59.71,57.01,58.58,2864800,56.71
"2009-01-20",58.38,58.49,54.92,54.98,3107300,53.22
"2009-01-21",55.7,57.01,54.94,56.88,2694500,55.06
"2009-01-22",56,57.25,55.34,56.33,2028600,54.53
"2009-01-23",55.06,55.75,53.45,54.12,3673800,52.39
"2009-01-26",53.94,55.64,53.8,54.57,2369200,52.83
"2009-01-27",55,55.84,53.76,55.57,2466000,53.8
"2009-01-28",56.49,57.77,55.51,56.75,2894100,54.94
"2009-01-29",56.1,56.41,54.29,54.53,2479500,52.79
"2009-01-30",55.09,55.09,50.55,50.94,4660300,49.31
"2009-02-02",50.57,50.74,48.76,49.15,4418500,47.58
"2009-02-03",49.68,53.1,49.5,52.83,4663900,51.14
"2009-02-04",52.88,53.6,51.12,51.25,3718300,49.61
"2009-02-05",50.78,52.69,50.45,52.58,3157900,50.9
"2009-02-06",52.73,55.73,52.53,55.27,3918500,53.51
"2009-02-09",55.35,56.72,54.88,55.66,2757900,53.88
"2009-02-10",54.76,55.66,50.98,52.03,5126600,50.37
"2009-02-11",52.41,53.08,51.76,52.54,2371600,50.86
"2009-02-12",51.84,52.31,50.45,52.23,3040600,50.56
"2009-02-13",52.21,54.12,51.72,51.81,3556800,50.16
"2009-02-17",50.74,50.98,48.94,49.2,3870100,47.63
"2009-02-18",49.49,50.38,47.47,48,3965600,46.47
"2009-02-19",48.12,49.35,47.3,47.67,3257900,46.15
"2009-02-20",47,47.5,45.54,46.96,3945600,45.46
"2009-02-23",47.33,47.33,44.32,44.55,3984100,43.13
"2009-02-24",44.89,47.23,43.84,46.87,4670700,45.37
"2009-02-25",46.72,46.72,43.64,44.32,5631600,42.9
"2009-02-26",44.73,44.84,43.21,43.33,4420400,41.95
"2009-02-27",42.68,44.01,42.37,43.21,4057900,41.83
"2009-03-02",42.41,42.96,40.3,40.3,5048500,39.01
"2009-03-03",40.76,41.46,39.94,40.08,3437600,38.8
"2009-03-04",40.6,43.15,40.26,42.58,5179000,41.22
"2009-03-05",41.6,41.6,38.49,39,6425100,37.75
"2009-03-06",39.57,39.85,35.06,35.76,9541200,34.62
"2009-03-09",35.15,35.89,34.02,34.28,6793000,33.29
"2009-03-10",35,37.18,34.55,37.09,6848000,36.02
"2009-03-11",37.28,38.4,36.6,37.56,5591600,36.47
"2009-03-12",37.42,38.69,36.15,38.56,4248000,37.44
"2009-03-13",38.81,39.03,37.49,38,4126000,36.9
"2009-03-16",38.72,41.56,38.55,40.16,6162800,39
"2009-03-17",40.73,42.05,40.33,41.98,5130400,40.76
"2009-03-18",42,44.21,41.1,43.05,7503100,41.8
"2009-03-19",43.96,46.84,43.93,45.1,11256900,43.79
"2009-03-20",44.99,45.49,41.41,41.9,9224600,40.69
"2009-03-23",43.48,44.57,42.01,44.54,4125800,43.25
"2009-03-24",44.1,44.9,43.36,43.57,3940600,42.31
"2009-03-25",44.88,44.88,42.05,43.27,4345900,42.02
"2009-03-26",43.75,47.18,43.6,46.98,4954900,45.62
"2009-03-27",46.44,46.69,45.33,45.68,3643000,44.36
"2009-03-30",45,45,43.47,44.08,3883900,42.8
"2009-03-31",44.57,45.46,43.07,44.49,4408900,43.2
"2009-04-01",44.26,45.24,43.94,44.96,3278500,43.66
"2009-04-02",45.97,50.48,45.81,49.08,9218100,47.66
"2009-04-03",48.31,50.15,48.09,50.02,4319000,48.57
"2009-04-06",49.53,49.71,47.14,48.31,5286900,46.91
"2009-04-07",47.45,47.5,46.3,46.49,2613200,45.14
"2009-04-08",46.59,48.34,46.2,47.97,2812300,46.58
"2009-04-09",49.17,51.14,48.93,50.92,3456900,49.45
"2009-04-13",50.39,51.25,49.24,50.98,2756200,49.5
"2009-04-14",50,52.23,50,50.67,3209800,49.2
"2009-04-15",50.52,50.75,49.2,50.04,2978900,48.59
"2009-04-16",50.25,54.52,50.04,54.24,5094200,52.67
"2009-04-17",53.21,53.61,51.17,53.25,5406900,51.71
"2009-04-20",52.25,52.43,50.9,51.08,3631600,49.6
"2009-04-21",50.67,52.67,50.27,52.53,2908500,51.01
"2009-04-22",52.16,55.75,52.16,53.24,4474800,51.7
"2009-04-23",52.25,55.19,51.6,55.04,5572500,53.45
"2009-04-24",55.04,56.75,54.71,56.06,3050700,54.44
"2009-04-27",54.45,55.13,52.65,52.82,3006100,51.29
"2009-04-28",52.11,54.23,52,53.31,2889900,51.77
"2009-04-29",53.96,55.93,53.88,55.27,2442900,53.67
"2009-04-30",55.9,57.73,55.56,55.96,3892100,54.34
"2009-05-01",55.9,56.27,54.33,55.13,2670000,53.53
"2009-05-04",55.32,59.65,55.06,59.51,4228800,57.79
"2009-05-05",59.44,61,59.28,60.76,3995300,59
"2009-05-06",61.19,61.84,60,61.71,3633000,59.92
"2009-05-07",62.05,62.16,58.61,59.32,4220500,57.6
"2009-05-08",60.11,60.97,59,60.06,3158900,58.32
"2009-05-11",58.46,59.09,57.01,57.17,4256400,55.52
"2009-05-12",57,57.29,54.48,55.12,4108600,53.52
"2009-05-13",54.46,54.46,52.27,52.71,3978100,51.18
"2009-05-14",52.72,54.12,52.62,53.41,2720200,51.86
"2009-05-15",53.61,54.59,52.58,52.98,3618800,51.45
"2009-05-18",53.58,54.21,52.76,54.06,3608600,52.5
"2009-05-19",54.1,55.33,54,54.64,2927000,53.06
"2009-05-20",55.5,57.3,54.9,55.68,4441400,54.07
"2009-05-21",54.92,54.92,52.64,53.43,2960600,51.88
"2009-05-22",53.45,53.65,51.72,52.84,3033300,51.31
"2009-05-26",52.38,55.68,52.35,55.35,3030500,53.75
"2009-05-27",55.45,55.95,53.18,53.36,2437300,51.82
"2009-05-28",54.08,54.49,52.16,53.58,2887200,52.03
"2009-05-29",53.71,55.46,53.42,55.43,2832900,53.83
"2009-06-01",57.29,58.24,55.78,57.88,2574900,56.2
"2009-06-02",57.99,59.38,57.18,57.65,2331600,55.98
"2009-06-03",57.24,57.42,55.7,56.3,2678700,54.67
"2009-06-04",56.39,57.04,55.69,57,1907100,55.35
"2009-06-05",57.72,58.88,56.88,57.11,3813400,55.46
"2009-06-08",56.84,56.94,55.68,56.46,2491000,54.83
"2009-06-09",56.31,57.57,56.11,57.06,2259400,55.41
"2009-06-10",58.43,58.43,56.04,57.25,2479300,55.59
"2009-06-11",56.85,57.54,56,56.16,3519600,54.53
"2009-06-12",55.75,56.22,53.63,54.39,3844400,52.82
"2009-06-15",53.69,53.99,51.73,52.01,4062300,50.5
"2009-06-16",52.3,53.27,50.74,51.42,5007800,50.04
"2009-06-17",50.28,51.7,49.76,50.7,9119400,49.34
"2009-06-18",51.63,52.33,50.6,51.96,4140000,50.56
"2009-06-19",52.3,52.57,51,51.45,2993500,50.07
"2009-06-22",50.58,51.25,49.86,50.05,4424100,48.7
"2009-06-23",51.31,52,50.55,50.75,4792200,49.39
"2009-06-24",51.17,54.02,50.8,52.89,6542000,51.47
"2009-06-25",52.74,56.38,52.56,56.29,6434200,54.78
"2009-06-26",55.62,56.1,55.06,55.41,3304400,53.92
"2009-06-29",55.55,56.28,54.75,55.63,2513500,54.13
"2009-06-30",56.93,56.95,55.12,55.62,4147600,54.12
"2009-07-01",55.81,57.18,55.75,56.18,2311100,54.67
"2009-07-02",55.15,55.55,54.07,54.32,3090800,52.86
"2009-07-06",54.12,56.14,53.98,56.04,5143300,54.53
"2009-07-07",55.93,55.93,54.31,54.32,2809400,52.86
"2009-07-08",54.79,55.91,52.58,53.36,5429400,51.93
"2009-07-09",53.59,54.5,53.36,53.93,2427300,52.48
"2009-07-10",53.67,55.2,53.67,54.88,2348800,53.4
"2009-07-13",55.34,55.8,53.79,55.8,2598700,54.3
"2009-07-14",55.77,56.09,54.59,55.54,2247300,54.05
"2009-07-15",56.31,57.44,56.06,57.36,4688000,55.82
"2009-07-16",57.14,62.51,57.07,61.79,9769600,60.13
"2009-07-17",61.32,62.23,60.17,60.47,5463400,58.84
"2009-07-20",60.67,61.79,60.26,61.69,3228200,60.03
"2009-07-21",62,62.13,59.62,60.47,3403600,58.84
"2009-07-22",59.85,62.22,59.52,61.8,2966600,60.14
"2009-07-23",61.29,64.66,61,64.24,4584000,62.51
"2009-07-24",63.69,65,63.46,64.98,3360100,63.23
"2009-07-27",65.04,66.63,64.5,66.59,3011200,64.8
"2009-07-28",65.93,66.72,65.1,65.61,2914000,63.85
"2009-07-29",65.15,66.67,64.63,65.75,2575500,63.98
"2009-07-30",66.54,68.61,66.05,67.38,3500400,65.57
"2009-07-31",67.38,68.5,67.1,67.84,2534300,66.02
"2009-08-03",68.35,69.38,67.51,68.94,2601000,67.09
"2009-08-04",68.51,68.81,67.82,68.44,3109500,66.6
"2009-08-05",68.54,68.82,66.89,67.38,3416900,65.57
"2009-08-06",67.79,67.79,66.17,66.37,3207500,64.59
"2009-08-07",67.2,68.77,66.93,67.86,4829800,66.04
"2009-08-10",66.66,67.84,66.66,67.12,2741000,65.32
"2009-08-11",66.68,67,65.61,65.97,3195100,64.2
"2009-08-12",66,67.19,65.53,66.38,2448700,64.6
"2009-08-13",67.35,67.35,65.77,66.91,2111700,65.11
"2009-08-14",66.79,67.14,64.99,66.01,1830500,64.24
"2009-08-17",65.35,65.35,63.54,63.88,2355800,62.16
"2009-08-18",64.28,66,64.17,65.77,2699700,64
"2009-08-19",65.2,66.05,64.2,65.65,2066700,63.88
"2009-08-20",65.43,66.39,65.33,66.1,1713200,64.32
"2009-08-21",66.71,68.15,66.29,67.87,2966900,66.05
"2009-08-24",67.99,68.77,67.64,67.84,1828100,66.02
"2009-08-25",68.4,69.3,68.1,68.26,2719800,66.42
"2009-08-26",68.23,68.68,67.39,67.76,2058500,65.94
"2009-08-27",67.87,68.88,66.36,68.53,2784800,66.69
"2009-08-28",69.14,70.27,68.85,69.86,3296300,67.98
"2009-08-31",69.16,69.4,68.3,68.71,1822300,66.86
"2009-09-01",68.85,71.34,68.68,69.04,5406900,67.18
"2009-09-02",68.75,69.65,68.06,68.51,3041100,66.67
"2009-09-03",69.24,69.82,68.23,69.74,1957900,67.86
"2009-09-04",69.88,70.95,69.82,70.86,1961200,68.95
"2009-09-08",71.67,71.95,69.93,70.93,3067200,69.13
"2009-09-09",71.72,72.36,70.96,72.04,3530000,70.21
"2009-09-10",72.17,72.7,71.37,72.66,2418300,70.82
"2009-09-11",75.95,78.3,75.92,77.32,11095300,75.36
"2009-09-14",77,78.99,76.7,78.88,5064200,76.88
"2009-09-15",79.36,80,78.53,79.53,4658700,77.51
"2009-09-16",80.01,80.01,77.4,78.2,4444600,76.22
"2009-09-17",76.45,78.49,75.55,76.46,6004400,74.52
"2009-09-18",76.84,76.9,75.5,76.17,4293400,74.24
"2009-09-21",75.72,76,74.25,75.59,2897600,73.67
"2009-09-22",76.13,76.83,76,76.16,2928000,74.23
"2009-09-23",76.47,77,75.23,75.28,2938400,73.37
"2009-09-24",75.3,76.22,74.29,75.39,3120900,73.48
"2009-09-25",74.87,75.53,72.9,73.38,2992600,71.52
"2009-09-28",73.52,76.33,73.43,75.87,3308100,73.94
"2009-09-29",76.04,76.33,74.86,75.04,2580500,73.14
"2009-09-30",74.99,76.11,73.72,75.22,3547100,73.31
"2009-10-01",75.54,76.1,73.46,73.68,4169600,71.81
"2009-10-02",73.2,74.18,72.45,73.58,3360100,71.71
"2009-10-05",73.78,75.66,73.28,75.45,3142900,73.54
"2009-10-06",75.57,76.97,74.4,75.08,3080700,73.17
"2009-10-07",74.96,76.33,74.48,76.21,2461000,74.28
"2009-10-08",76.74,78.9,76.21,78.17,6976800,76.19
"2009-10-09",78.11,78.5,77.1,77.48,2443800,75.51
"2009-10-12",78.04,78.27,77.08,77.62,1518400,75.65
"2009-10-13",77.59,78.21,76.58,78.19,2520900,76.21
"2009-10-14",79.17,80.4,78.91,80.29,3034200,78.25
"2009-10-15",79.82,81.13,79.45,80.92,2996200,78.87
"2009-10-16",80.1,80.67,79.5,80.05,2865800,78.02
"2009-10-19",80.31,80.66,79.71,79.99,2085100,77.96
"2009-10-20",80.03,81.83,79.68,81.68,3419900,79.61
"2009-10-21",81.49,82.34,79.46,79.61,2193900,77.59
"2009-10-22",79.57,79.58,77.4,78.96,2318100,76.96
"2009-10-23",79.29,79.8,76.73,77.1,2864100,75.14
"2009-10-26",77.14,79.08,76.53,76.86,2095500,74.91
"2009-10-27",76.96,77.15,74.67,74.78,3497200,72.88
"2009-10-28",74.5,75.44,73.29,73.54,2856500,71.67
"2009-10-29",74.39,75.71,73.78,74.95,2737000,73.05
"2009-10-30",74.74,75.57,72.41,72.69,2969200,70.85
"2009-11-02",73.01,73.81,71.78,72.87,2745900,71.02
"2009-11-03",73.06,75.09,72.59,74.83,3519500,72.93
"2009-11-04",75.44,75.47,72.77,72.92,2659600,71.07
"2009-11-05",73.53,75.32,73.51,75,2204600,73.1
"2009-11-06",74.45,77.36,74.45,77.12,2895000,75.16
"2009-11-09",77.82,81.24,77.02,81.22,4110800,79.16
"2009-11-10",80.68,82.28,80.3,82.13,3469800,80.05
"2009-11-11",82.54,83.77,81.91,82.5,3882000,80.41
"2009-11-12",82.31,82.8,80.52,80.76,2516600,78.71
"2009-11-13",81.02,82.22,80.76,81.97,1938200,79.89
"2009-11-16",83.54,84.92,83.08,84.8,3197100,82.65
"2009-11-17",84.68,85.43,84.07,85.26,3673100,83.1
"2009-11-18",85.01,85.24,83.34,83.71,2333000,81.59
"2009-11-19",83.35,83.59,81.45,82.48,1967300,80.39
"2009-11-20",81.93,82.6,80.6,81.78,2422600,79.7
"2009-11-23",83,83.81,82.11,82.61,2233000,80.51
"2009-11-24",82.43,83.16,81.55,81.79,1504300,79.71
"2009-11-25",81.89,83.55,81.85,83.5,2101000,81.38
"2009-11-27",81.29,83.54,80.84,82.65,1495500,80.55
"2009-11-30",82.86,84.72,82.08,84.45,2605500,82.31
"2009-12-01",85.39,86.57,84.82,85.88,3194300,83.7
"2009-12-02",85.88,87.28,85.54,87.1,2475200,84.89
"2009-12-03",87.61,87.88,85.78,85.94,3246400,83.76
"2009-12-04",87.08,88.04,86.06,87.93,2926800,85.7
"2009-12-07",88.01,88.44,87.39,87.52,2271000,85.3
"2009-12-08",89.47,90.62,89.01,89.88,6866400,87.6
"2009-12-09",90.35,90.35,88.1,89,3389600,86.74
"2009-12-10",89.26,90.01,87.67,88.04,2376300,85.91
"2009-12-11",87.93,88.95,87.59,87.94,1815400,85.81
"2009-12-14",88.25,90.65,88.19,90.56,2644500,88.37
"2009-12-15",90.46,91.99,90,91.36,4924000,89.15
"2009-12-16",91.94,92.59,89.75,89.95,3494500,87.78
"2009-12-17",86.49,87.1,84.39,84.47,8399100,82.43
"2009-12-18",85.09,85.76,83.53,84.95,4804000,82.9
"2009-12-21",85.43,86.2,84.11,84.72,3637700,82.67
"2009-12-22",84.63,85.41,83.28,83.5,3554900,81.48
"2009-12-23",83.26,84,82.86,83.76,2171200,81.74
"2009-12-24",84,84.39,82.35,82.57,1458100,80.57
"2009-12-28",82.54,83.45,82.35,83.02,2124300,81.01
"2009-12-29",83.03,85.34,82.85,85.16,2916200,83.1
"2009-12-30",85,85.24,84.35,85.17,1589000,83.11
"2009-12-31",84.21,84.74,83.3,83.45,1984200,81.43
"2010-01-04",84.21,85,83.11,83.45,3215100,81.43
"2010-01-05",83.44,84.59,82.64,84.54,2493300,82.5
"2010-01-06",84.33,85.12,83.61,83.84,2491000,81.81
"2010-01-07",83.85,83.85,82.4,82.93,3093200,80.93
"2010-01-08",84.08,85.26,82.95,84.99,4351200,82.94
"2010-01-11",85.59,88.29,85.4,87.25,6131900,85.14
"2010-01-12",86.44,88.68,85.6,86.58,3345100,84.49
"2010-01-13",86.95,87.33,85.15,85.82,2855700,83.75
"2010-01-14",85.58,86.45,85.09,86.29,2104300,84.2
"2010-01-15",86.34,86.8,84.93,85.11,4369700,83.05
"2010-01-19",84.97,86.26,84.97,85.9,2289200,83.82
"2010-01-20",84.75,84.8,83.08,84.06,2793100,82.03
"2010-01-21",84.35,84.48,81.3,81.6,2865500,79.63
"2010-01-22",81.32,81.86,80.19,80.29,2551800,78.35
"2010-01-25",81.22,81.22,79.15,80.69,1878500,78.74
"2010-01-26",80.46,81.23,79.51,80.76,2272300,78.81
"2010-01-27",80.75,80.77,78.61,80.42,3523900,78.48
"2010-01-28",80.98,80.98,78.39,79.07,1974200,77.16
"2010-01-29",79.68,80.7,78.3,78.35,3139500,76.46
"2010-02-01",78.81,80.73,78.76,80.67,3056600,78.72
"2010-02-02",81.07,82.55,80.36,82.33,3217400,80.34
"2010-02-03",81.66,82.85,80.91,82.12,2593700,80.14
"2010-02-04",81.36,81.74,78.75,78.85,3830100,76.94
"2010-02-05",78.85,79.25,75.17,76.69,5535300,74.84
"2010-02-08",76.82,77.77,75.31,76.69,2966800,74.84
"2010-02-09",77.27,79.72,76.96,79.22,4694400,77.31
"2010-02-10",79.16,79.29,77.52,78.29,2196800,76.4
"2010-02-11",78.38,79.78,77.44,79.53,2272800,77.61
"2010-02-12",78.4,78.68,77.51,78.55,2902000,76.65
"2010-02-16",78.92,80.2,78.92,79.97,2649200,78.04
"2010-02-17",79.9,80.49,78.93,79.94,2484400,78.01
"2010-02-18",79.63,80.39,79.37,80.1,1714300,78.16
"2010-02-19",80.1,82.44,80.1,81.76,3e+06,79.78
"2010-02-22",82.25,83.14,81.52,82.36,2218800,80.37
"2010-02-23",82.06,83.12,80.92,81.49,2217300,79.52
"2010-02-24",81.73,83.61,81.73,83.08,3083400,81.07
"2010-02-25",81.54,83.27,80.27,83.18,3007100,81.17
"2010-02-26",83.13,84.98,82.32,84.76,3030000,82.71
"2010-03-01",84.92,86.45,84.83,85.81,2419000,83.74
"2010-03-02",86.44,87.12,85.21,85.41,3169300,83.35
"2010-03-03",85.82,87.8,85.66,86.14,3579600,84.06
"2010-03-04",87.23,87.48,85.47,86.36,2448200,84.27
"2010-03-05",87.02,87.75,86.63,86.95,1817600,84.85
"2010-03-08",87.26,87.54,86.14,86.67,1924700,84.58
"2010-03-09",86.48,87.34,85.64,86.85,2023300,84.86
"2010-03-10",87.01,88.34,86.88,87.26,2557400,85.26
"2010-03-11",86.61,87,85.64,86.49,4330500,84.51
"2010-03-12",86.53,86.69,84.8,86.18,3605200,84.2
"2010-03-15",86.2,87.83,86.15,87.83,2509100,85.82
"2010-03-16",88.04,88.94,87.68,88.63,2798400,86.6
"2010-03-17",89.05,90.51,89.05,89.8,4885800,87.74
"2010-03-18",87.85,92.96,87,92.67,13233200,90.55
"2010-03-19",92.02,92.17,90.36,91.05,5613000,88.96
"2010-03-22",90.5,91,89.52,89.68,3904200,87.62
"2010-03-23",89.66,92.01,89.64,91.63,4116000,89.53
"2010-03-24",91.42,91.5,90.1,90.24,4458000,88.17
"2010-03-25",91.18,91.94,90.01,90.94,5720000,88.85
"2010-03-26",91.19,91.88,90.34,91.35,3777100,89.26
"2010-03-29",91.75,92.43,90.84,92.23,3423400,90.12
"2010-03-30",92.52,93.23,91.68,92.82,3979900,90.69
"2010-03-31",92.17,93.66,91.6,93.4,4168500,91.26
"2010-04-01",94.01,94.53,91.69,92.17,2527800,90.06
"2010-04-05",92.12,92.63,91.66,92.46,2091900,90.34
"2010-04-06",92.09,92.84,91.76,92.37,1794300,90.25
"2010-04-07",92.03,92.35,90.2,90.67,2522400,88.59
"2010-04-08",90.45,90.94,89.82,90.72,2344000,88.64
"2010-04-09",90.48,91.64,90.28,91.26,1876000,89.17
"2010-04-12",91.07,91.7,90.57,90.82,1542300,88.74
"2010-04-13",90.69,90.95,89.92,90.72,1358600,88.64
"2010-04-14",91.12,94.23,90.77,94.01,4753400,91.85
"2010-04-15",95.3,97.75,95.3,95.62,4342800,93.43
"2010-04-16",95.24,95.39,93.41,93.87,3812200,91.72
"2010-04-19",93.32,94.27,91.93,92.55,2866100,90.43
"2010-04-20",93.34,93.56,91.55,92.04,3546600,89.93
"2010-04-21",91.98,92.5,91.12,91.5,2628500,89.4
"2010-04-22",91.01,91.94,89.9,91.71,3302100,89.61
"2010-04-23",91.93,92.83,91.3,92.81,2879700,90.68
"2010-04-26",93.03,93.99,92.27,92.5,2075900,90.38
"2010-04-27",91.73,92.71,89.43,89.72,2996400,87.66
"2010-04-28",90.37,91.42,89.66,90.84,2439400,88.76
"2010-04-29",91.47,92.8,91.28,92.58,2325600,90.46
"2010-04-30",92.42,93.8,89.9,90.01,2653600,87.95
"2010-05-03",90.68,92.74,90.32,92.47,2985000,90.35
"2010-05-04",91.03,91.24,88.34,89.37,3572300,87.32
"2010-05-05",88.45,89.64,87.85,88.56,2224600,86.53
"2010-05-06",87.95,89.28,81.5,85.99,4072400,84.02
"2010-05-07",86.16,86.16,81.8,83.14,4864000,81.23
"2010-05-10",87.03,88.46,86.1,87.72,3517000,85.71
"2010-05-11",86.93,89.62,86.32,88.11,2894900,86.09
"2010-05-12",88.62,89.92,88,89.76,1779400,87.7
"2010-05-13",89.35,89.62,87.67,87.98,1891100,85.96
"2010-05-14",87.3,87.42,85.01,85.91,2682100,83.94
"2010-05-17",86.13,86.96,84,85.89,2356000,83.92
"2010-05-18",85.96,86.82,83.77,84.06,3215000,82.13
"2010-05-19",83.27,84.71,82.12,84.09,2960600,82.16
"2010-05-20",82.55,83.17,81.02,81.1,3747500,79.24
"2010-05-21",80.14,83.35,79.41,83.06,4250000,81.16
"2010-05-24",82.66,83.47,81.41,81.47,2364300,79.6
"2010-05-25",79.11,80.89,78.29,80.71,4349900,78.86
"2010-05-26",81.44,82.71,81.01,81.64,3179400,79.77
"2010-05-27",83.16,84.29,82.13,84.16,2609600,82.23
"2010-05-28",84.04,84.63,82.67,83.49,2313900,81.58
"2010-06-01",82.49,83.41,81.2,81.29,2904400,79.43
"2010-06-02",81.93,83.41,81.49,83.32,2242000,81.41
"2010-06-03",83.84,84.85,82.66,83.98,2195100,82.05
"2010-06-04",82.21,82.62,78.84,79.37,3875300,77.55
"2010-06-07",79.93,79.93,76.45,76.52,4042700,74.77
"2010-06-08",77.07,79.01,76.03,78.68,3405300,76.88
"2010-06-09",79.38,80.25,77.12,77.55,3436000,75.77
"2010-06-10",79.14,80.34,78.65,80.26,2725300,78.42
"2010-06-11",79.53,80.74,78.82,80.63,2406100,78.78
"2010-06-14",81.18,82.5,80.75,81.47,3507100,79.6
"2010-06-15",82.1,83.15,81.63,83.01,3561500,81.23
"2010-06-16",81.4,82.05,77.92,78.07,15058000,76.39
"2010-06-17",78.5,78.52,77.13,78.11,7910200,76.43
"2010-06-18",78.47,78.82,77.91,78.7,3733300,77.01
"2010-06-21",79.69,80.09,78.02,78.58,3346100,76.89
"2010-06-22",78.52,78.96,75.88,76.2,4665900,74.56
"2010-06-23",76.43,77.22,75.44,76.59,4015900,74.94
"2010-06-24",76.22,77.33,75.69,75.96,4112700,74.33
"2010-06-25",76.12,76.24,74.42,75.96,8014300,74.33
"2010-06-28",75.8,76.55,74.93,75.13,3176200,73.52
