"","JNJ.Open","JNJ.High","JNJ.Low","JNJ.Close","JNJ.Volume","JNJ.Adjusted"
"2010-06-24",59.03,59.94,59.03,59.6,18216100,52.49
"2010-06-25",59.86,59.87,58.63,58.7,45006900,51.69
"2010-06-28",59.01,59.79,58.81,59.45,15834300,52.35
"2010-06-29",58.98,59.42,58.68,59.24,20236500,52.17
"2010-06-30",59.04,59.61,58.94,59.06,15802100,52.01
"2010-07-01",59.07,59.25,58.65,59.07,17973500,52.02
"2010-07-02",59.42,59.59,58.85,59.08,10534400,52.03
"2010-07-06",59.5,59.6,58.67,59.08,15461100,52.03
"2010-07-07",59.33,60.7,59.04,60.61,17280000,53.37
"2010-07-08",60.93,61.73,60.64,61.38,15895900,54.05
"2010-07-09",60.97,61.07,60.38,60.54,12174000,53.31
"2010-07-12",60.48,60.54,60.06,60.21,10797200,53.02
"2010-07-13",60.59,60.96,60.44,60.5,10924500,53.28
"2010-07-14",60.16,60.68,60.05,60.62,9668500,53.38
"2010-07-15",60.62,60.75,59.9,60.26,12839300,53.07
"2010-07-16",60,60.19,59.25,59.44,17569900,52.34
"2010-07-19",59.72,59.79,59.37,59.57,10277500,52.46
"2010-07-20",58.45,58.77,58,58.58,22304800,51.59
"2010-07-21",58.8,58.8,56.87,57.12,25707600,50.3
"2010-07-22",57.43,57.62,56.86,57.02,17972900,50.21
"2010-07-23",57.28,57.64,57,57.63,15076600,50.75
"2010-07-26",57.65,58.01,57.48,57.74,11775200,50.85
"2010-07-27",57.95,58.44,57.62,58.1,16964000,51.16
"2010-07-28",58.14,58.25,57.65,57.83,13502100,50.93
"2010-07-29",58.1,58.27,57.71,57.83,13031000,50.93
"2010-07-30",57.63,58.36,57.27,58.09,12978000,51.16
"2010-08-02",58.5,58.88,58.41,58.72,11455600,51.71
"2010-08-03",58.75,59.6,58.71,59.35,10855100,52.27
"2010-08-04",59.37,59.93,59.23,59.74,10508800,52.61
"2010-08-05",59.53,59.89,59.51,59.76,9796700,52.63
"2010-08-06",59.52,60,59.25,59.96,8524100,52.8
"2010-08-09",60,60.25,59.79,60.05,6674700,52.88
"2010-08-10",59.41,59.81,58.9,59.43,13550800,52.34
"2010-08-11",58.92,58.95,58.3,58.5,11470100,51.52
"2010-08-12",58.15,58.71,58.1,58.52,8240500,51.53
"2010-08-13",58.49,58.49,58.06,58.15,8546700,51.21
"2010-08-16",57.99,58.11,57.47,58.01,8751200,51.09
"2010-08-17",58.93,59.48,58.5,59.22,13479100,52.15
"2010-08-18",59.46,59.82,59.03,59.35,10534900,52.27
"2010-08-19",59.17,59.18,58.4,58.72,11949700,51.71
"2010-08-20",58.7,58.91,58.49,58.74,11286200,51.73
"2010-08-23",58.98,59.35,58.81,58.87,8842900,51.84
"2010-08-24",58.5,58.69,57.86,58.01,14930400,51.09
"2010-08-25",58,58.2,57.84,57.98,11675000,51.06
"2010-08-26",58.2,58.22,57.78,57.8,12834100,50.9
"2010-08-27",57.45,57.88,56.99,57.6,11674800,51.2
"2010-08-30",57.6,57.8,57.26,57.3,9240100,50.94
"2010-08-31",57.25,57.44,57,57.02,14563100,50.69
"2010-09-01",57.67,58.36,57.44,58.29,11603700,51.82
"2010-09-02",58.52,58.79,58.3,58.61,8079700,52.1
"2010-09-03",58.85,59,58.5,58.93,7533400,52.38
"2010-09-07",58.8,58.97,58.63,58.7,5625100,52.18
"2010-09-08",58.42,59.03,58.42,58.85,8412500,52.31
"2010-09-09",59.39,60.03,59.26,59.82,14077700,53.18
"2010-09-10",59.94,60,59.77,59.98,8358800,53.32
"2010-09-13",60.06,60.38,59.92,60.32,10706600,53.62
"2010-09-14",60.43,60.97,60.25,60.58,9912900,53.85
"2010-09-15",60.67,61.15,60.5,61.05,9111500,54.27
"2010-09-16",60.82,61.39,60.76,61.29,10496300,54.48
"2010-09-17",61.59,61.72,61.13,61.57,12240600,54.73
"2010-09-20",61.65,62.23,61.51,62.09,10991500,55.19
"2010-09-21",61.86,62.23,61.8,61.94,9449200,55.06
"2010-09-22",61.98,62.5,61.9,61.97,9353300,55.09
"2010-09-23",61.63,62,61.57,61.81,8393800,54.94
"2010-09-24",61.98,62.4,61.83,62.14,12636900,55.24
"2010-09-27",62.22,62.32,61.93,62.03,7687600,55.14
"2010-09-28",61.96,62.6,61.69,62.43,12132800,55.5
"2010-09-29",62.31,62.55,62.13,62.31,9590000,55.39
"2010-09-30",62.49,62.7,61.55,61.96,12845600,55.08
"2010-10-01",62.09,62.25,61.57,61.75,9773200,54.89
"2010-10-04",61.54,61.98,61.3,61.67,8703600,54.82
"2010-10-05",62.08,62.94,62.01,62.8,12439400,55.82
"2010-10-06",62.89,63.26,62.5,63.21,11339800,56.19
"2010-10-07",63.29,63.5,63,63.22,9826600,56.2
"2010-10-08",63.38,63.39,63.03,63.23,7354800,56.21
"2010-10-11",63.26,63.31,63.04,63.3,6172100,56.27
"2010-10-12",63.13,63.44,62.97,63.29,8707400,56.26
"2010-10-13",63.43,63.79,63.29,63.58,10104700,56.52
"2010-10-14",63.79,63.8,63.39,63.74,8632700,56.66
"2010-10-15",63.98,64,63.14,63.57,13265100,56.51
"2010-10-18",63.69,63.98,63.25,63.86,10814100,56.77
"2010-10-19",62.89,63.67,62.5,63.29,17235400,56.26
"2010-10-20",63.32,64.03,63.06,63.6,10206800,56.54
"2010-10-21",63.86,64.22,63.52,63.99,11111700,56.88
"2010-10-22",64.08,64.12,63.64,63.81,6774800,56.72
"2010-10-25",64.04,64.23,63.85,63.98,7794700,56.87
"2010-10-26",63.85,63.95,63.61,63.84,7122900,56.75
"2010-10-27",63.58,63.69,63.28,63.57,11916100,56.51
"2010-10-28",63.94,64.11,63.51,63.56,10116000,56.5
"2010-10-29",63.64,63.84,63.32,63.74,9309900,56.66
"2010-11-01",63.88,64.09,63.31,63.69,9356000,56.62
"2010-11-02",63.94,64.2,63.72,63.88,8632100,56.78
"2010-11-03",63.99,64.2,63.55,64.19,9322100,57.06
"2010-11-04",64.32,64.92,64.24,64.76,11337400,57.57
"2010-11-05",64.75,64.84,64.1,64.65,9276500,57.47
"2010-11-08",64.56,64.61,64.1,64.33,8484400,57.18
"2010-11-09",64.47,64.5,64.1,64.31,9218500,57.17
"2010-11-10",64.24,64.34,63.55,63.95,10795400,56.85
"2010-11-11",63.7,63.95,63.58,63.92,9109500,56.82
"2010-11-12",63.69,64.09,63.51,63.67,12944800,56.6
"2010-11-15",64.11,64.69,63.98,64.14,12729400,57.02
"2010-11-16",63.65,63.95,62.65,63.14,15651000,56.13
"2010-11-17",63.13,63.29,62.92,63.06,7416900,56.06
"2010-11-18",63.47,64,63.3,63.83,9400100,56.74
"2010-11-19",63.89,64.22,63.65,63.83,12889800,56.74
"2010-11-22",63.5,63.82,63.09,63.62,11179200,56.55
"2010-11-23",62.99,63.25,62.65,62.87,14766500,55.89
"2010-11-24",63.03,63.49,62.93,63.29,9591400,56.26
"2010-11-26",62.5,62.57,62.14,62.3,4638800,55.86
"2010-11-29",61.81,62.01,61.39,61.91,12019300,55.51
"2010-11-30",61.48,61.82,61.25,61.55,12633500,55.18
"2010-12-01",62.18,62.48,61.82,62.42,15364700,55.96
"2010-12-02",62.39,62.88,62.27,62.6,10160400,56.13
"2010-12-03",62.51,62.77,62.23,62.56,9882800,56.09
"2010-12-06",62.31,62.48,62.2,62.2,8989000,55.77
"2010-12-07",62.56,62.74,62.25,62.31,9528800,55.87
"2010-12-08",62.22,62.56,62.14,62.45,7871900,55.99
"2010-12-09",62.43,62.96,61.75,62.06,12965600,55.64
"2010-12-10",62.19,62.33,61.69,61.91,11457300,55.51
"2010-12-13",61.83,61.97,61.56,61.86,13672100,55.46
"2010-12-14",62.03,62.94,61.89,62.77,13491200,56.28
"2010-12-15",62.93,63.16,62.44,62.57,11534100,56.1
"2010-12-16",62.75,62.79,62.04,62.4,11141100,55.95
"2010-12-17",62.25,62.54,61.98,62.54,15961000,56.07
"2010-12-20",62.54,62.65,62.23,62.49,8907000,56.03
"2010-12-21",62.79,62.8,62.28,62.34,7908200,55.89
"2010-12-22",62.33,62.4,61.92,62.02,8850100,55.61
"2010-12-23",62.02,62.46,62.02,62.25,7229500,55.81
"2010-12-27",62.19,62.24,61.82,61.93,5163700,55.53
"2010-12-28",62.06,62.3,61.9,62.05,6354200,55.63
"2010-12-29",62.12,62.44,62.11,62.13,4968700,55.7
"2010-12-30",62.1,62.19,61.9,61.94,5770100,55.53
"2010-12-31",61.9,62.09,61.75,61.85,4981400,55.45
"2011-01-03",62.63,63.18,62.53,62.82,14894800,56.32
"2011-01-04",63.13,63.35,62.75,63.35,12346300,56.8
"2011-01-05",63.41,63.54,62.95,63.31,11837900,56.76
"2011-01-06",63.43,63.53,62.9,63.21,7606000,56.67
"2011-01-07",63.2,63.25,62.56,62.6,11084800,56.13
"2011-01-10",62.29,62.4,62,62.16,9775000,55.73
"2011-01-11",62.22,62.35,62,62.27,7372800,55.83
"2011-01-12",62.45,62.88,62.32,62.5,8312700,56.04
"2011-01-13",62.56,62.98,62.35,62.91,9489700,56.4
"2011-01-14",62.95,62.97,62.25,62.55,11274700,56.08
"2011-01-18",62.22,62.59,62.01,62.1,13944900,55.68
"2011-01-19",62.05,62.61,62.01,62.56,9596700,56.09
"2011-01-20",62.73,63.1,62.54,62.86,11518600,56.36
"2011-01-21",63.25,63.25,62.46,62.66,12932200,56.18
"2011-01-24",62.56,62.72,62.16,62.22,11373000,55.79
"2011-01-25",60.89,61.63,60.71,61.08,28056700,54.76
"2011-01-26",61.18,61.25,60.6,60.6,20262100,54.33
"2011-01-27",60.64,61.04,60.6,60.68,11219500,54.4
"2011-01-28",60.91,61,60,60.01,15298800,53.8
"2011-01-31",60.16,60.22,59.69,59.77,19056200,53.59
"2011-02-01",59.7,60.74,59.7,60.63,14780500,54.36
"2011-02-02",60.46,60.76,60.28,60.62,9994200,54.35
"2011-02-03",60.66,60.97,60.59,60.8,10078900,54.51
"2011-02-04",60.94,60.99,60.65,60.84,9725500,54.55
"2011-02-07",60.88,60.99,60.65,60.87,8217000,54.57
"2011-02-08",60.94,60.99,60.75,60.94,7867600,54.64
"2011-02-09",60.93,60.94,60.64,60.88,8541500,54.58
"2011-02-10",60.64,61.07,60.42,60.93,8627500,54.63
"2011-02-11",60.74,61.17,60.51,60.7,9630800,54.42
"2011-02-14",60.69,60.98,60.65,60.7,8130800,54.42
"2011-02-15",60.6,60.7,60.48,60.62,8572800,54.35
"2011-02-16",60.61,60.74,60.5,60.52,9426400,54.26
"2011-02-17",60.37,60.93,60.33,60.79,7133700,54.5
"2011-02-18",60.89,61.22,60.55,61.11,12393000,54.79
"2011-02-22",60.68,60.99,60.45,60.65,11050500,54.38
"2011-02-23",60.76,61.08,60.37,60.39,12100300,54.14
"2011-02-24",60.47,60.5,60.03,60.25,11766700,54.02
"2011-02-25",59.92,59.95,59.36,59.64,11863700,53.96
"2011-02-28",59.93,61.45,59.77,61.44,20031000,55.58
"2011-03-01",61.25,61.5,60.6,60.7,14035300,54.91
"2011-03-02",60.5,60.93,60.36,60.81,10264600,55.01
"2011-03-03",61.12,61.2,60.81,61.05,7802700,55.23
"2011-03-04",61.29,61.29,60.34,61.06,11432700,55.24
"2011-03-07",61.09,61.1,60.3,60.4,9584000,54.64
"2011-03-08",60.48,60.99,60.34,60.71,8881800,54.92
"2011-03-09",60.74,61.06,60.32,60.4,10082600,54.64
"2011-03-10",60.14,60.3,59.4,59.61,14852300,53.93
"2011-03-11",59.24,59.87,59.11,59.69,10426600,54
"2011-03-14",59.49,59.49,58.92,59.13,11775000,53.49
"2011-03-15",58.79,58.84,58.02,58.48,16016800,52.91
"2011-03-16",58.57,58.57,57.5,57.66,16995600,52.16
"2011-03-17",58.21,58.38,57.9,58.13,12456000,52.59
"2011-03-18",58.56,58.69,58.1,58.57,14371900,52.99
"2011-03-21",58.67,59.16,58.67,58.83,10692700,53.22
"2011-03-22",58.8,59.15,58.7,58.79,10151800,53.19
"2011-03-23",58.72,58.89,58.5,58.72,9899800,53.12
"2011-03-24",58.98,59.08,58.73,59.03,8655800,53.4
"2011-03-25",59.01,59.09,58.65,58.98,8077400,53.36
"2011-03-28",58.98,59.3,58.98,59.24,8382500,53.59
"2011-03-29",58.98,59.31,58.93,59.22,9280300,53.58
"2011-03-30",59.34,59.73,59.24,59.38,10736400,53.72
"2011-03-31",59.21,59.7,59.21,59.25,9680200,53.6
"2011-04-01",59.63,59.64,59.06,59.49,9908000,53.82
"2011-04-04",59.5,60.18,59.46,60.15,9415100,54.42
"2011-04-05",59.75,59.96,59.48,59.8,10600000,54.1
"2011-04-06",59.7,59.9,59.6,59.66,10011200,53.97
"2011-04-07",59.72,59.76,59.25,59.48,9232900,53.81
"2011-04-08",59.73,59.78,59.31,59.46,7853200,53.79
"2011-04-11",59.54,60.17,59.5,59.86,9845800,54.15
"2011-04-12",59.66,60.08,59.66,59.94,9208000,54.23
"2011-04-13",59.66,59.95,59.51,59.6,10509000,53.92
"2011-04-14",59.55,60.12,59.49,60.02,10436200,54.3
"2011-04-15",60.24,60.95,59.98,60.56,18608500,54.79
"2011-04-18",60.45,61.19,60.1,60.46,20034800,54.7
"2011-04-19",62,62.87,61.8,62.69,26083100,56.71
"2011-04-20",63.21,64.54,63.18,64.39,26732100,58.25
"2011-04-21",63.81,64.3,63.77,64.07,11688100,57.96
"2011-04-25",63.65,64.2,63.51,64.11,7226900,58
"2011-04-26",64.07,65.3,64.07,64.95,14500000,58.76
"2011-04-27",63.45,65.6,63.4,65.57,23777500,59.32
"2011-04-28",65.39,65.74,64.93,65.38,13091400,59.15
"2011-04-29",65.59,65.97,65.4,65.72,12100000,59.46
"2011-05-02",65.92,66.31,65.81,66.21,15456200,59.9
"2011-05-03",66.11,66.46,66.01,66.26,13105500,59.94
"2011-05-04",66,66.32,65.37,65.67,13408900,59.41
"2011-05-05",65.45,65.61,64.8,65.01,14925200,58.81
"2011-05-06",65.25,65.5,65.12,65.27,11904600,59.05
"2011-05-09",65.11,65.76,65.07,65.63,9003100,59.37
"2011-05-10",65.61,65.8,65.28,65.76,9693100,59.49
"2011-05-11",66.32,66.74,65.81,66.57,19986100,60.23
"2011-05-12",66.04,67.37,65.82,67.19,15622200,60.79
"2011-05-13",67.09,67.25,65.95,66.62,11700900,60.27
"2011-05-16",66.41,66.79,66.19,66.37,11513200,60.04
"2011-05-17",66.23,66.48,65.86,66.4,10784100,60.07
"2011-05-18",66.17,66.51,65.94,66.5,9028400,60.16
"2011-05-19",66.53,66.53,65.85,66.39,9685100,60.06
"2011-05-20",66.25,66.33,65.28,65.69,12367000,59.43
"2011-05-23",65.19,65.69,65.08,65.56,12020200,59.31
"2011-05-24",65.74,66.23,65.5,65.78,11017700,59.51
"2011-05-25",66.29,66.59,66.07,66.29,14767100,59.97
"2011-05-26",65.59,65.78,65.28,65.51,12044100,59.78
"2011-05-27",65.79,66.97,65.6,66.77,16385700,60.93
"2011-05-31",67.31,67.34,66.99,67.29,16473800,61.4
"2011-06-01",67.02,67.29,66.46,66.48,11003400,60.67
"2011-06-02",66.44,66.76,66.28,66.48,9582900,60.67
"2011-06-03",65.84,66.36,65.8,66.09,10364900,60.31
"2011-06-06",65.87,66.22,65.84,66.05,8397400,60.27
"2011-06-07",66,66.28,65.5,65.5,10426800,59.77
"2011-06-08",65.49,66.23,65.18,66.14,10020300,60.36
"2011-06-09",66.33,67.28,66.17,66.78,14054500,60.94
"2011-06-10",66.49,66.68,66.09,66.09,9312900,60.31
"2011-06-13",66.59,66.96,66.26,66.59,8146200,60.77
"2011-06-14",66.95,67.36,66.75,67.1,11389100,61.23
"2011-06-15",67,67,65.71,66.16,12623500,60.37
"2011-06-16",65.7,66.35,65.47,66.32,11683900,60.52
"2011-06-17",66.63,66.95,66.19,66.29,14336400,60.49
"2011-06-20",66.08,66.74,66.07,66.51,9309200,60.69
"2011-06-21",66.52,66.75,66.16,66.49,9811500,60.67
"2011-06-22",66.47,66.62,66.05,66.07,7988100,60.29
"2011-06-23",65.54,65.74,64.69,65.67,16234800,59.93
"2011-06-24",65.57,65.61,64.83,65.06,13186200,59.37
"2011-06-27",65.29,65.61,65,65.25,7199500,59.54
"2011-06-28",65.59,66.12,65.38,65.91,7724600,60.15
"2011-06-29",66.23,66.59,65.93,66.31,9227000,60.51
"2011-06-30",66.42,66.91,66.25,66.52,9747200,60.7
"2011-07-01",66.48,67.36,66.27,67.3,9216500,61.41
"2011-07-05",67.29,67.67,67.25,67.62,9773600,61.71
"2011-07-06",67.63,67.75,67.37,67.55,7100400,61.64
"2011-07-07",67.82,68.05,67.4,67.92,8415200,61.98
"2011-07-08",67.81,67.99,67.19,67.57,7866100,61.66
"2011-07-11",66.88,67.41,66.83,67.27,8918900,61.39
"2011-07-12",66.9,67.68,66.83,67.03,10528700,61.17
"2011-07-13",67.39,67.98,67.21,67.63,9031700,61.71
"2011-07-14",67.6,67.93,67.47,67.66,9636500,61.74
"2011-07-15",67.73,67.95,66.99,67.45,10245100,61.55
"2011-07-18",67.17,67.35,66.55,67.09,10361000,61.22
"2011-07-19",67.1,67.22,66.15,66.72,13677400,60.88
"2011-07-20",66.57,66.9,66.06,66.24,8912600,60.45
"2011-07-21",66.45,66.79,66.13,66.47,11394100,60.66
"2011-07-22",66.69,66.79,66.49,66.72,7721000,60.88
"2011-07-25",66.21,66.43,66.01,66.25,10247700,60.46
"2011-07-26",66.17,66.32,65.87,65.92,10008300,60.15
"2011-07-27",65.76,65.87,65.14,65.23,12810400,59.52
"2011-07-28",65.23,65.62,64.78,65.08,9920400,59.39
"2011-07-29",64.74,64.93,64.13,64.79,16829000,59.12
"2011-08-01",65.28,65.33,63.66,64.41,15842200,58.78
"2011-08-02",64.11,64.35,63.43,63.43,17118300,57.88
"2011-08-03",63.37,63.53,61.86,63.41,17660300,57.86
"2011-08-04",62.61,63.16,61.81,61.84,23485600,56.43
"2011-08-05",62.12,63.43,61.05,62.71,24037800,57.23
"2011-08-08",61.8,62.58,61.05,61.12,32423200,55.77
"2011-08-09",61.71,62.37,59.08,62.2,36288000,56.76
"2011-08-10",61.62,61.96,60.01,60.2,32688900,54.93
"2011-08-11",60.18,64.19,60.13,63.44,33514400,57.89
"2011-08-12",63.61,63.99,62.9,63.36,42324600,57.82
"2011-08-15",63.85,64.62,63.61,64.59,39362000,58.94
"2011-08-16",63.77,64.71,63.69,64.36,13142100,58.73
"2011-08-17",64.56,64.85,63.8,64.26,11847600,58.64
"2011-08-18",63.19,63.58,62.02,63.16,23376400,57.64
"2011-08-19",62.91,63.78,62.74,63.14,19394800,57.62
"2011-08-22",63.99,64.1,63.01,63.29,13689300,57.75
"2011-08-23",63.52,64.99,63.42,64.97,14879000,59.29
"2011-08-24",65.38,65.7,64.84,65.53,14523000,59.8
"2011-08-25",65.49,65.49,64.2,64.55,13134400,58.9
"2011-08-26",63.55,64.57,62.5,64.28,14150600,59.18
"2011-08-29",64.64,65.92,64.56,65.86,12867900,60.63
"2011-08-30",65.82,66.04,65.19,65.77,11183000,60.55
"2011-08-31",66.03,66.23,65.34,65.8,14555300,60.58
"2011-09-01",65.66,66.14,65.11,65.33,11141100,60.15
"2011-09-02",64.83,65,63.91,64.07,13713600,58.99
"2011-09-06",63.17,64.75,62.5,64.64,15848300,59.51
"2011-09-07",65.04,65.45,64.69,65.43,10759700,60.24
"2011-09-08",64.96,65.93,64.84,64.95,15551500,59.8
"2011-09-09",64.39,64.41,63.29,63.64,17008200,58.59
"2011-09-12",63.1,63.61,62.3,63.59,13448200,58.55
"2011-09-13",63.99,64.05,63.18,63.61,11595300,58.56
"2011-09-14",63.95,64.47,62.98,63.73,13429500,58.67
"2011-09-15",64.28,64.63,63.92,64.4,10625800,59.29
"2011-09-16",64.52,64.74,63.96,64.59,15688800,59.47
"2011-09-19",64.05,64.39,63.63,64.14,8571800,59.05
"2011-09-20",64.42,64.85,63.79,64.22,10874800,59.13
"2011-09-21",64.19,64.6,63.1,63.13,10041300,58.12
"2011-09-22",62.16,62.6,61.14,61.92,19456900,57.01
"2011-09-23",61.3,61.9,61,61.59,10983700,56.7
"2011-09-26",62.05,62.85,62.01,62.69,10561700,57.72
"2011-09-27",63.37,64.35,62.71,63.82,13118200,58.76
"2011-09-28",63.9,64.45,63.14,63.25,8964200,58.23
"2011-09-29",63.92,64.24,63.02,63.9,8923300,58.83
"2011-09-30",63.22,64.74,63.15,63.69,14556100,58.64
"2011-10-03",63.65,64.21,62.05,62.08,16891100,57.15
"2011-10-04",61.55,62.33,60.83,62.17,18192000,57.24
"2011-10-05",62.21,62.51,61.6,62.35,15405200,57.4
"2011-10-06",62.52,62.83,62.1,62.81,9595400,57.83
"2011-10-07",63.01,63.72,63,63.13,12361600,58.12
"2011-10-10",63.89,64.43,63.64,64.43,7104000,59.32
"2011-10-11",64.26,64.36,63.85,63.96,7628700,58.89
"2011-10-12",64.13,64.69,63.87,64.33,9375100,59.23
"2011-10-13",64.45,64.45,63.57,64.23,7781100,59.13
"2011-10-14",64.69,64.74,64.17,64.72,6678800,59.59
"2011-10-17",64.4,64.84,63.62,63.79,10797900,58.73
"2011-10-18",63.76,64.74,63.4,64.42,11705300,59.31
"2011-10-19",64.51,64.51,62.16,62.64,19964600,57.67
"2011-10-20",62.96,63.13,62.31,62.53,11562600,57.57
"2011-10-21",63.11,63.84,62.89,63.78,13175400,58.72
"2011-10-24",63.9,64.79,63.6,64.73,12552700,59.59
"2011-10-25",64.56,64.83,63.56,63.69,10324800,58.64
"2011-10-26",64.19,64.6,63.79,64.49,9932100,59.37
"2011-10-27",64.99,65.69,64.71,65.5,16450700,60.3
"2011-10-28",65.64,65.85,65.03,65.6,10390800,60.4
"2011-10-31",65.17,65.86,64.38,64.39,13720400,59.28
"2011-11-01",63.68,64.1,63.18,63.38,14749900,58.35
"2011-11-02",64.39,64.39,63.41,63.64,10136200,58.59
"2011-11-03",64.07,64.52,63.67,64.34,10466000,59.24
"2011-11-04",64,64.54,63.41,64.12,9725200,59.03
"2011-11-07",63.96,64.34,63.25,64,8783900,58.92
"2011-11-08",64.09,64.99,63.95,64.86,7989500,59.71
"2011-11-09",64.07,64.13,63.1,63.53,11072500,58.49
"2011-11-10",64.13,64.42,63.66,64.12,7597500,59.03
"2011-11-11",64.62,65.49,64.62,65.25,9086800,60.07
"2011-11-14",64.97,65.33,64.65,64.91,8276100,59.76
"2011-11-15",64.97,65.29,64.51,64.99,10726300,59.83
"2011-11-16",64.53,65.16,64.3,64.4,8398100,59.29
"2011-11-17",64.17,64.51,63.3,63.94,13924700,58.87
"2011-11-18",64.19,64.2,63.56,63.85,12659600,58.78
"2011-11-21",63.27,63.34,62.88,62.94,32806700,57.95
"2011-11-22",62.95,63.2,62.7,62.9,8680000,57.91
"2011-11-23",62.59,62.65,61.99,61.99,10362800,57.07
"2011-11-25",61.31,61.64,61.05,61.27,5838800,56.93
"2011-11-28",61.88,62.71,61.78,62.37,11678000,57.95
"2011-11-29",62.82,63.13,62.46,62.78,8923600,58.34
"2011-11-30",63.92,64.74,63.8,64.72,15032600,60.14
"2011-12-01",64.68,64.95,64.35,64.45,9852700,59.89
"2011-12-02",64.87,64.89,63.3,63.47,15792800,58.98
"2011-12-05",64.1,64.25,62.85,63.36,15294500,58.87
"2011-12-06",63.61,63.93,63.26,63.49,10417800,59
"2011-12-07",63.57,64.81,63.37,64.45,11504700,59.89
"2011-12-08",64.14,64.45,63.56,63.78,9566800,59.26
"2011-12-09",64.32,64.68,63.98,64.53,8835700,59.96
"2011-12-12",63.87,64.2,63.35,63.51,10808700,59.01
"2011-12-13",64.08,64.08,63.14,63.36,14215500,58.87
"2011-12-14",63.38,63.78,62.93,63.18,9802400,58.71
"2011-12-15",63.65,64.1,63.57,64,9656700,59.47
"2011-12-16",64.36,64.37,63.55,64.3,19214300,59.75
"2011-12-19",64.18,64.28,63.36,63.53,9024700,59.03
"2011-12-20",64.02,64.73,64.01,64.52,12247700,59.95
"2011-12-21",64.81,65,64.58,64.96,8517800,60.36
"2011-12-22",65.06,65.26,64.62,65.18,7428000,60.57
"2011-12-23",65.23,66,65.18,65.98,6503300,61.31
"2011-12-27",65.99,66.32,65.9,66.02,4995100,61.35
"2011-12-28",65.97,66.03,65.3,65.45,5943900,60.82
"2011-12-29",65.31,66.03,65.25,65.88,5702400,61.22
"2011-12-30",65.59,65.93,65.53,65.58,4959700,60.94
"2012-01-03",65.59,66,65.25,65.88,16116200,61.22
"2012-01-04",65.75,65.88,65.11,65.48,9243100,60.84
"2012-01-05",65.32,65.6,64.83,65.4,11886900,60.77
"2012-01-06",65.44,65.46,64.61,64.83,15359900,60.24
"2012-01-09",64.96,65.09,64.41,64.93,7934600,60.33
"2012-01-10",65.11,65.4,65,65.2,8476600,60.58
"2012-01-11",65.11,65.54,64.84,65.13,6784600,60.52
"2012-01-12",65.28,65.41,64.93,65.23,7402900,60.61
"2012-01-13",64.97,65.28,64.36,65.26,8978800,60.64
"2012-01-17",65.54,65.69,64.5,65.12,8359900,60.51
"2012-01-18",65.26,65.37,65,65.28,8095600,60.66
"2012-01-19",65.16,65.25,64.79,65.19,11699800,60.58
"2012-01-20",65.28,65.55,64.54,65.27,14715500,60.65
"2012-01-23",65.23,65.33,64.88,65,10125000,60.4
"2012-01-24",64.34,65.45,64.34,65,12367900,60.4
"2012-01-25",64.83,65.3,64.76,65.22,10531400,60.6
"2012-01-26",65.53,65.88,65.22,65.7,12546100,61.05
"2012-01-27",65.62,65.87,65.46,65.56,10466300,60.92
"2012-01-30",65.33,65.71,65.13,65.71,7482100,61.06
"2012-01-31",65.86,65.95,65.56,65.91,13562900,61.24
"2012-02-01",65.97,66.32,65.65,65.69,12275900,61.04
"2012-02-02",65.94,65.97,65.35,65.59,8282400,60.95
"2012-02-03",65.9,66.02,65.53,65.64,9036200,60.99
"2012-02-06",65.46,65.58,65.05,65.19,9535700,60.58
"2012-02-07",65.16,65.39,65.02,65.26,9248100,60.64
"2012-02-08",65.2,65.35,65.09,65.24,6889400,60.62
"2012-02-09",65.16,65.35,64.82,64.89,10936200,60.3
"2012-02-10",64.71,64.77,64.25,64.6,13954200,60.03
"2012-02-13",64.9,64.95,64.6,64.68,9662500,60.1
"2012-02-14",64.75,64.86,64.33,64.61,8978500,60.04
"2012-02-15",64.51,64.95,64.47,64.65,9023400,60.07
"2012-02-16",64.6,65.16,64.44,64.92,8194500,60.32
"2012-02-17",65.22,65.28,64.81,64.99,9057500,60.39
"2012-02-21",65.23,65.24,64.75,65.04,8081700,60.44
"2012-02-22",65.08,65.34,64.87,65,8150600,60.4
"2012-02-23",65.19,66.05,64.9,65.1,8991500,60.49
"2012-02-24",64.79,64.79,64.19,64.46,10478200,60.43
"2012-02-27",64.26,64.64,64.02,64.45,8523000,60.42
"2012-02-28",64.6,65.42,64.5,65.18,11581400,61.1
"2012-02-29",65.22,65.26,64.71,65.08,11489100,61.01
"2012-03-01",65.11,65.26,64.64,64.83,8813800,60.77
"2012-03-02",64.74,64.87,64.57,64.77,6063900,60.72
"2012-03-05",64.69,64.96,64.54,64.91,7601000,60.85
"2012-03-06",64.46,64.73,64.19,64.35,9511100,60.32
"2012-03-07",64.27,64.46,64.12,64.3,8591800,60.28
"2012-03-08",64.95,65.08,64.74,64.85,11311100,60.79
"2012-03-09",64.83,65,64.59,64.74,8410600,60.69
"2012-03-12",64.55,65.15,64.54,65.1,7284700,61.03
"2012-03-13",65.42,65.44,65.03,65.33,9884100,61.24
"2012-03-14",65.21,65.38,65.02,65.08,9612200,61.01
"2012-03-15",64.93,65.38,64.85,65.07,11372900,61
"2012-03-16",65.2,65.46,64.81,65.12,17707000,61.04
"2012-03-19",64.95,65.27,64.9,65.21,7321800,61.13
