"","KMB.Open","KMB.High","KMB.Low","KMB.Close","KMB.Volume","KMB.Adjusted"
"2008-09-29",65.42,66.13,63.59,63.59,4250900,51.24
"2008-09-30",64.4,64.87,63.04,64.84,4316400,52.25
"2008-10-01",64.42,65.32,63.85,65.21,2606500,52.54
"2008-10-02",65.23,66.37,64.47,65.45,4024700,52.74
"2008-10-03",66.31,66.31,64.09,64.39,4808000,51.88
"2008-10-06",62.56,64.05,61.24,62.46,5287700,50.33
"2008-10-07",62.97,63.62,61.17,61.35,4357800,49.43
"2008-10-08",61,62.69,60,61.93,7180700,49.9
"2008-10-09",62.53,62.53,56.78,57.01,6459000,45.94
"2008-10-10",54.47,59.63,54.01,56.62,8298400,45.62
"2008-10-13",58.77,60.19,57.51,60.11,4057300,48.43
"2008-10-14",61.55,62.63,58.57,60,4622300,48.35
"2008-10-15",59.4,59.6,56,56.18,3768900,45.27
"2008-10-16",56.57,61.05,55,60.17,7336700,48.48
"2008-10-17",59.49,61.45,56.56,59.99,4709600,48.34
"2008-10-20",59.31,62.09,59.31,62,3457700,49.96
"2008-10-21",61.9,62.9,61.01,61.67,4547500,49.69
"2008-10-22",59.19,59.23,55.83,57.22,6009500,46.11
"2008-10-23",57.99,58.05,54.78,57.18,5278000,46.07
"2008-10-24",54.99,56.26,54.01,55.01,4260700,44.32
"2008-10-27",54.96,56.6,54.01,55.21,4119500,44.49
"2008-10-28",56.24,60.07,54.29,59.97,5147700,48.32
"2008-10-29",59.9,61.84,58.89,59.09,3772100,47.61
"2008-10-30",61.46,61.5,59.14,60.94,4171500,49.1
"2008-10-31",60.52,62.19,60.5,61.29,2902900,49.38
"2008-11-03",61.12,61.89,60.65,60.83,2325200,49.01
"2008-11-04",61.98,62.05,60.83,61.88,2608900,49.86
"2008-11-05",61.17,61.82,58.87,59.11,3047600,47.63
"2008-11-06",58.01,59.59,57.28,57.47,3102400,46.31
"2008-11-07",57.99,58.33,56.85,57.94,2912300,46.69
"2008-11-10",59.02,59.54,57.2,58.28,3153600,46.96
"2008-11-11",57.74,58.51,56.76,57.59,2334100,46.4
"2008-11-12",56.76,57.45,56.14,56.53,2790200,45.55
"2008-11-13",56.82,59.07,54.61,58.92,4755400,47.48
"2008-11-14",58.3,59.84,56.79,57.37,3109900,46.23
"2008-11-17",56.77,58.5,56.23,56.81,2156300,45.78
"2008-11-18",56.81,58.15,55.59,58.15,3034000,46.85
"2008-11-19",57.83,58.91,55.94,56.08,3176300,45.19
"2008-11-20",55.66,57.48,53.67,54.07,5162000,43.57
"2008-11-21",55.09,55.6,52.79,55.56,5242300,44.77
"2008-11-24",56.4,58.04,55.48,56.94,3804500,45.88
"2008-11-25",58.42,58.79,56.11,56.89,3662600,45.84
"2008-11-26",56.11,56.75,55.2,56.33,3255300,45.39
"2008-11-28",56.17,57.98,56.17,57.79,1159600,46.56
"2008-12-01",57.05,57.12,54.95,55.02,2730800,44.33
"2008-12-02",55.73,57.16,55.01,57.13,2737700,46.03
"2008-12-03",56.12,56.88,55.07,56.11,3617700,45.67
"2008-12-04",55.94,56.34,54.22,54.71,2756000,44.54
"2008-12-05",54.12,55.07,53.57,54.95,3799000,44.73
"2008-12-08",56.07,56.26,54.71,55.21,3225300,44.94
"2008-12-09",55,55.25,51.62,51.86,4161000,42.22
"2008-12-10",52.18,53.04,51.35,51.85,3136000,42.21
"2008-12-11",51.75,53.13,51.33,51.48,2428100,41.91
"2008-12-12",51.24,51.86,50.27,51.53,2281000,41.95
"2008-12-15",51.73,52.26,50.98,51.8,2798600,42.17
"2008-12-16",52.05,52.66,51.78,52.4,3614100,42.65
"2008-12-17",51.93,52.45,50.62,50.74,3835500,41.3
"2008-12-18",50.92,53.29,50.85,52.68,3646500,42.88
"2008-12-19",52.7,53.29,51.03,51.11,4693000,41.6
"2008-12-22",51.19,52.63,50.62,52.44,2694600,42.69
"2008-12-23",52.92,52.92,51.1,51.25,1967300,41.72
"2008-12-24",51.55,52.36,51.34,52.14,733700,42.44
"2008-12-26",52.49,52.49,51.82,52.04,761000,42.36
"2008-12-29",52.15,52.15,51.27,51.91,1169400,42.26
"2008-12-30",52.32,52.77,51.8,52.7,1331200,42.9
"2008-12-31",52.7,53.06,51.97,52.74,2461100,42.93
"2009-01-02",53,53.9,52.58,53.65,2365900,43.67
"2009-01-05",53.51,53.74,52.6,52.98,2316700,43.13
"2009-01-06",53.18,53.9,52.25,52.75,2432500,42.94
"2009-01-07",52.01,52.73,51.35,51.62,3781800,42.02
"2009-01-08",51.49,51.71,50.65,51.16,2762900,41.65
"2009-01-09",50.87,51.45,49.99,50.45,3659900,41.07
"2009-01-12",50.46,50.76,49.88,50.56,2324700,41.16
"2009-01-13",51.78,52.67,51.3,52.23,4485600,42.52
"2009-01-14",51.51,52.04,51,51.36,2656400,41.81
"2009-01-15",51.18,52.64,50.81,52.39,3097800,42.65
"2009-01-16",52.98,53.5,52.76,53.22,4995000,43.32
"2009-01-20",53.22,53.9,51.98,52.04,3392900,42.36
"2009-01-21",52.32,52.86,51.29,52.76,2837900,42.95
"2009-01-22",52.21,53.48,51.58,53.31,3779800,43.4
"2009-01-23",53,53.08,51.51,51.99,4118900,42.32
"2009-01-26",50.96,52.59,50.77,51.66,5170300,42.05
"2009-01-27",51.86,52.5,51.38,52.09,3024400,42.4
"2009-01-28",52.84,52.84,51.56,52.17,3804900,42.47
"2009-01-29",51.98,53,51.9,52.34,2919200,42.61
"2009-01-30",52.33,52.67,50.94,51.47,3514100,41.9
"2009-02-02",51.06,51.42,50.37,50.98,2780200,41.5
"2009-02-03",51.05,51.73,50.1,51.52,3547100,41.94
"2009-02-04",51.87,51.87,50.29,50.56,2477300,41.16
"2009-02-05",50.64,51.56,49.28,51.29,3583100,41.75
"2009-02-06",51.13,52,50,51.48,4604100,41.91
"2009-02-09",51.22,51.64,50.52,50.98,2477500,41.5
"2009-02-10",50.68,51.03,49.02,49.32,3348500,40.15
"2009-02-11",49.67,50.35,49.44,50.25,2455700,40.9
"2009-02-12",50.11,50.44,49,50.44,2814300,41.06
"2009-02-13",50.25,50.97,49.69,49.76,2392100,40.51
"2009-02-17",48.92,49.96,48.5,48.8,3179500,39.72
"2009-02-18",49.02,49.3,48.12,48.43,2454300,39.42
"2009-02-19",48.41,49.16,48.41,48.77,2881700,39.7
"2009-02-20",48.03,48.64,47.53,47.99,2950000,39.06
"2009-02-23",48.34,48.41,46.92,47.01,2806300,38.27
"2009-02-24",47.29,48.38,47.01,48.17,3775400,39.21
"2009-02-25",48.03,48.37,46.97,47.54,3115500,38.7
"2009-02-26",47.91,47.97,46.65,46.66,2961900,37.98
"2009-02-27",46.43,47.52,46.03,47.11,3495000,38.35
"2009-03-02",46.88,46.96,45.8,45.87,3265400,37.34
"2009-03-03",45.96,46.48,45.15,46.1,4710900,37.53
"2009-03-04",46.02,46.69,45.11,46.1,3106600,38.02
"2009-03-05",45.81,45.81,43.73,44.17,3695900,36.43
"2009-03-06",44.48,44.99,43.05,43.92,3664600,36.22
"2009-03-09",43.52,43.98,43.06,43.41,2760500,35.8
"2009-03-10",44.06,44.54,43.58,44.32,3450800,36.55
"2009-03-11",44.76,45.09,43.95,44.26,3446600,36.5
"2009-03-12",44.27,45.11,43.78,45.02,3133600,37.13
"2009-03-13",45.29,46.3,45.02,46.02,2700500,37.96
"2009-03-16",46.46,47.59,46.35,46.78,2884700,38.58
"2009-03-17",46.9,47.24,46.37,46.87,2688000,38.66
"2009-03-18",46.68,47.84,46.34,47.04,2853600,38.8
"2009-03-19",47.45,47.55,46.12,46.5,2615900,38.35
"2009-03-20",46.54,46.99,45.81,45.98,3439100,37.92
"2009-03-23",46.82,46.83,45.65,46.83,5176100,38.62
"2009-03-24",46.25,47.23,46.07,46.15,3592000,38.06
"2009-03-25",46.51,47.09,45.93,46.65,3853200,38.47
"2009-03-26",47.12,47.23,46.34,47.17,2816000,38.9
"2009-03-27",46.71,47.82,46.71,47.54,2518100,39.21
"2009-03-30",46.69,47.16,46,46.39,2302900,38.26
"2009-03-31",46.82,46.82,45.79,46.11,4086400,38.03
"2009-04-01",45.65,47.46,45.19,47.32,3306300,39.03
"2009-04-02",48.28,49.72,47.57,49.26,3888200,40.63
"2009-04-03",49.35,49.53,48.44,49,2540900,40.41
"2009-04-06",48.68,49.27,48.44,48.99,2527700,40.4
"2009-04-07",48.37,48.92,47.93,47.98,2849200,39.57
"2009-04-08",48.06,48.3,47.24,47.72,3007300,39.36
"2009-04-09",47.96,48.53,47.53,48.2,2699100,39.75
"2009-04-13",47.93,48.55,47.52,48.3,2641600,39.84
"2009-04-14",47.98,48.63,47.75,48.29,2412300,39.83
"2009-04-15",48.17,49.24,47.99,49.13,2008000,40.52
"2009-04-16",49.37,49.94,48.76,49.78,1871800,41.06
"2009-04-17",50.01,50.55,49.4,50.24,3259900,41.44
"2009-04-20",49.78,50.75,49.64,49.92,3101700,41.17
"2009-04-21",49.79,50.72,49.46,49.95,2276300,41.2
"2009-04-22",49.79,50.39,49.01,49.78,3027300,41.06
"2009-04-23",49.65,49.87,48.65,49.37,3455900,40.72
"2009-04-24",49.5,49.6,48.6,49.31,2923500,40.67
"2009-04-27",49.56,49.86,49.09,49.6,3164000,40.91
"2009-04-28",49.19,50.33,49.19,49.84,2102400,41.11
"2009-04-29",50.29,50.37,49.32,49.61,2334400,40.92
"2009-04-30",50.11,50.43,48.91,49.14,3095700,40.53
"2009-05-01",49.24,49.79,49.01,49.75,2061900,41.03
"2009-05-04",49.99,50.33,49.68,50.33,2399000,41.51
"2009-05-05",50.16,50.35,49.75,49.92,1769500,41.17
"2009-05-06",50.35,51.14,49.87,50.98,2988300,42.05
"2009-05-07",51.3,51.8,50.92,51.71,3671300,42.65
"2009-05-08",52.11,52.39,51.55,51.95,2898600,42.85
"2009-05-11",51.59,52,51.27,51.65,2448800,42.6
"2009-05-12",51.89,52.05,51.3,51.9,2253900,42.8
"2009-05-13",51.6,52,51.28,51.53,2258800,42.5
"2009-05-14",51.65,51.77,50.5,50.54,2560000,41.68
"2009-05-15",50.53,51,50.33,50.49,2940100,41.64
"2009-05-18",50.88,52.05,50.64,52.04,2548500,42.92
"2009-05-19",51.96,52.03,51.13,51.19,3346600,42.22
"2009-05-20",51.49,51.98,51.28,51.39,1970800,42.38
"2009-05-21",50.99,51.28,50.35,50.79,2185300,41.89
"2009-05-22",50.84,51.65,50.79,51.15,1686600,42.19
"2009-05-26",51.1,52.57,50.88,52.57,2667800,43.36
"2009-05-27",52.57,52.69,50.97,51.13,2289300,42.17
"2009-05-28",51.1,51.67,50.73,51.56,2191500,42.52
"2009-05-29",51.68,51.89,50.98,51.89,2365000,42.8
"2009-06-01",52.31,53.61,51.97,53.48,2907400,44.11
"2009-06-02",53.53,54.31,53.12,53.89,3037200,44.45
"2009-06-03",53.13,53.58,52.62,52.99,2206700,44.2
"2009-06-04",53,53.14,52.36,52.65,1899600,43.91
"2009-06-05",52.97,53.09,52.12,52.41,1999900,43.71
"2009-06-08",52.16,53.18,52.16,52.78,3102300,44.02
"2009-06-09",53.04,53.09,52.34,52.58,2295900,43.85
"2009-06-10",52.97,53.12,51.98,52.49,2073500,43.78
"2009-06-11",52.5,52.97,52.37,52.42,1916200,43.72
"2009-06-12",52.16,52.95,52.15,52.73,1480400,43.98
"2009-06-15",51.51,51.95,51,51.42,2852400,42.89
"2009-06-16",51.53,51.53,50.76,50.86,2985400,42.42
"2009-06-17",51,51.62,50.82,50.97,3139900,42.51
"2009-06-18",51.15,51.6,51.14,51.33,2403200,42.81
"2009-06-19",51.58,51.58,50.58,50.67,3311400,42.26
"2009-06-22",50.42,51.4,50.42,51.06,2728700,42.59
"2009-06-23",51.27,51.53,50.99,51.12,2443100,42.64
"2009-06-24",51.4,51.92,51.26,51.77,3097300,43.18
"2009-06-25",51.7,52.8,51.17,52.75,3078100,44
"2009-06-26",52.71,52.95,51.75,52.35,5323100,43.66
"2009-06-29",52.49,53.22,52.02,53.22,2167700,44.39
"2009-06-30",53.12,53.22,52.09,52.43,2252000,43.73
"2009-07-01",52.57,53.98,52.42,53.79,2531900,44.86
"2009-07-02",53.23,53.42,52.65,52.93,2654900,44.15
"2009-07-06",52.77,53.52,52.77,53.26,2672200,44.42
"2009-07-07",53.05,53.39,52.7,52.85,2813200,44.08
"2009-07-08",53,53.04,52.41,52.54,2731600,43.82
"2009-07-09",52.74,52.78,51.91,52.14,2520200,43.49
"2009-07-10",52.27,52.38,51.71,51.95,1906400,43.33
"2009-07-13",52.1,53.25,51.98,53.14,2354400,44.32
"2009-07-14",52.94,53.19,52.71,53.08,2927700,44.27
"2009-07-15",53.5,53.97,53.04,53.96,2430600,45
"2009-07-16",53.87,54.52,53.69,54.38,2111500,45.36
"2009-07-17",54.45,54.61,54.25,54.47,1486100,45.43
"2009-07-20",54.66,54.88,54.04,54.83,1587400,45.73
"2009-07-21",54.99,55.25,53.86,54.29,2213700,45.28
"2009-07-22",54.15,54.8,54.11,54.46,2325300,45.42
"2009-07-23",55.9,57.94,55.61,57.8,5173600,48.21
"2009-07-24",57.41,58.33,57.38,58.02,2470400,48.39
"2009-07-27",57.85,58.57,57.77,58.55,2221200,48.83
"2009-07-28",58.34,58.95,58.16,58.83,2608200,49.07
"2009-07-29",58.47,59.17,58.18,58.58,2080100,48.86
"2009-07-30",58.66,58.97,57.92,58.37,2418300,48.68
"2009-07-31",58.37,59.16,58.3,58.45,2181200,48.75
"2009-08-03",58.82,58.82,57.66,58.27,2248700,48.6
"2009-08-04",58.05,59.23,58.05,59.15,2534500,49.33
"2009-08-05",58.9,58.94,58.14,58.54,2117900,48.82
"2009-08-06",58.63,58.89,57.64,57.81,1779400,48.22
"2009-08-07",58.06,58.18,57.41,57.56,2980700,48.01
"2009-08-10",57.47,57.86,57.2,57.79,1896000,48.2
"2009-08-11",57.48,58.28,57.48,58.12,1956900,48.47
"2009-08-12",58.05,58.83,57.78,58.41,1769700,48.72
"2009-08-13",58.33,58.91,58.04,58.91,2566600,49.13
"2009-08-14",58.96,59.24,58.46,58.94,2624200,49.16
"2009-08-17",58.44,58.58,58.15,58.38,2260600,48.69
"2009-08-18",58.38,58.49,57.92,58.44,1850900,48.74
"2009-08-19",58.1,58.97,58.08,58.95,2023300,49.17
"2009-08-20",58.99,59.09,58.35,58.82,1917600,49.06
"2009-08-21",59.05,59.67,58.67,59.53,2394300,49.65
"2009-08-24",59.6,59.75,59.06,59.27,2096700,49.43
"2009-08-25",59.26,59.75,59.11,59.56,1842200,49.68
"2009-08-26",59.57,60.25,59.38,60.16,2349600,50.18
"2009-08-27",60.17,60.26,59.49,59.8,1584800,49.88
"2009-08-28",59.88,60.18,59.4,59.76,1695700,49.84
"2009-08-31",59.58,60.48,59.58,60.46,2303800,50.43
"2009-09-01",60.46,60.47,59,59.1,2681100,49.29
"2009-09-02",58.62,58.88,58.07,58.3,2639600,49.12
"2009-09-03",58.47,58.48,57.52,58.04,1654800,48.9
"2009-09-04",58.31,58.31,57.85,58.2,1954900,49.04
"2009-09-08",58.36,58.36,57.54,57.82,3546000,48.72
"2009-09-09",57.79,58.08,57.62,57.93,2256100,48.81
"2009-09-10",58.01,58.56,57.84,58.45,2257800,49.25
"2009-09-11",58.52,58.76,58.18,58.5,1995200,49.29
"2009-09-14",58.32,58.46,57.9,58.04,2789300,48.9
"2009-09-15",58.02,58.03,57.54,57.69,3143600,48.61
"2009-09-16",57.76,57.85,57.38,57.5,4038100,48.45
"2009-09-17",57.51,57.62,57.1,57.16,3147100,48.16
"2009-09-18",57.31,58.07,57.15,57.88,3107200,48.77
"2009-09-21",57.8,57.8,57.29,57.5,1943700,48.45
"2009-09-22",57.75,57.84,57.38,57.63,1860000,48.56
"2009-09-23",57.72,58.87,57.43,58.12,3444300,48.97
"2009-09-24",58.22,58.6,57.86,57.88,2371000,48.77
"2009-09-25",57.72,58.29,57.6,57.7,2057300,48.62
"2009-09-28",57.78,58.8,57.59,58.47,1775700,49.27
"2009-09-29",58.71,58.71,57.6,57.62,2489300,48.55
"2009-09-30",57.64,59.26,57.6,58.98,4828500,49.7
"2009-10-01",58.9,58.9,58.02,58.21,3355900,49.05
"2009-10-02",58.22,58.97,57.91,58.87,3076500,49.6
"2009-10-05",58.97,59.05,57.67,58.34,3465400,49.16
"2009-10-06",58.49,58.93,58.34,58.82,3192100,49.56
"2009-10-07",58.85,58.91,58.22,58.68,2249700,49.44
"2009-10-08",58.79,59.11,58.65,59.06,3304200,49.76
"2009-10-09",58.92,59.27,58.72,59.26,1353100,49.93
"2009-10-12",59.27,59.95,59.1,59.53,1653000,50.16
"2009-10-13",59.38,59.52,58.76,59.01,1810100,49.72
"2009-10-14",59.33,59.35,58.73,58.88,2338400,49.61
"2009-10-15",58.65,59.45,58.65,59.38,2063200,50.03
"2009-10-16",59.2,59.82,58.79,59.07,2612400,49.77
"2009-10-19",59.08,59.94,58.84,59.65,1741900,50.26
"2009-10-20",59.59,60,59.24,59.56,3011100,50.18
"2009-10-21",59.54,60.5,59.54,59.69,3403100,50.29
"2009-10-22",61.92,63.57,61.79,63.09,6523200,53.16
"2009-10-23",63.06,63.23,61.16,61.57,5624200,51.88
"2009-10-26",61.82,62.45,61.09,61.47,2931500,51.79
"2009-10-27",61.63,61.94,61.08,61.53,3061000,51.84
"2009-10-28",61.37,62.07,60.98,61.03,3135600,51.42
"2009-10-29",61.43,61.78,60.93,61.73,2327400,52.01
"2009-10-30",61.79,62.1,60.98,61.16,3229600,51.53
"2009-11-02",61.23,62.75,61.2,62.74,3722700,52.86
"2009-11-03",62.5,62.5,61.53,62,2665500,52.24
"2009-11-04",62.09,63,62.09,62.65,3297800,52.79
"2009-11-05",63.1,63.68,62.72,63.55,2960000,53.55
"2009-11-06",63.19,63.71,62.89,63.71,2155700,53.68
"2009-11-09",63.71,64.14,63.43,64.1,3103800,54.01
"2009-11-10",64.07,64.45,63.86,64.26,1967600,54.15
"2009-11-11",64.42,64.49,63.65,64.01,2562400,53.93
"2009-11-12",63.93,64.14,63.38,63.58,1821500,53.57
"2009-11-13",63.66,64.04,63.14,64.04,2555700,53.96
"2009-11-16",64.07,64.83,64.02,64.83,2859900,54.63
"2009-11-17",64.56,65.38,64.56,65.28,2630800,55
"2009-11-18",65.13,65.91,64.51,65.13,3331000,54.88
"2009-11-19",64.83,64.93,64.18,64.75,1653500,54.56
"2009-11-20",64.71,64.9,64.29,64.75,1752600,54.56
"2009-11-23",64.98,66.07,64.96,65.68,2813800,55.34
"2009-11-24",65.85,65.99,65.17,65.76,1865900,55.41
"2009-11-25",65.89,66.1,65.72,66.01,1882600,55.62
"2009-11-27",65.24,66.2,64.76,65.56,1167400,55.24
"2009-11-30",65.69,66.27,65.16,65.97,2336800,55.59
"2009-12-01",66.58,66.99,66.4,66.82,2106600,56.3
"2009-12-02",66.42,67.03,66.26,66.79,2167400,56.79
"2009-12-03",66.91,66.93,65.91,66.03,1957300,56.14
"2009-12-04",66.57,66.81,65.72,65.87,2462700,56
"2009-12-07",65.44,65.44,64.57,65.19,2771400,55.43
"2009-12-08",64.99,65.16,64.49,64.91,2207500,55.19
"2009-12-09",64.31,64.37,63.41,64.12,3641700,54.52
"2009-12-10",64.27,65.06,64.04,64.61,2529900,54.93
"2009-12-11",64.98,65.24,64.58,64.71,2806800,55.02
"2009-12-14",65,65.32,64.87,65.03,1810400,55.29
"2009-12-15",65.16,65.28,64.75,65.01,2009700,55.27
"2009-12-16",65.23,65.63,64.84,64.96,1972900,55.23
"2009-12-17",64.95,64.95,64,64.09,2500200,54.49
"2009-12-18",64.29,64.47,62.78,63.33,3551200,53.85
"2009-12-21",63.51,64.73,63.51,64.49,1890200,54.83
"2009-12-22",64.66,64.83,63.9,64.23,1663800,54.61
"2009-12-23",64.48,64.48,63.95,64.24,1589900,54.62
"2009-12-24",64.4,64.54,63.75,64.01,656200,54.42
"2009-12-28",64.06,64.39,63.87,64.38,951100,54.74
"2009-12-29",64.36,64.83,64.26,64.41,1235700,54.76
"2009-12-30",64.35,64.75,64.25,64.39,1044000,54.75
"2009-12-31",64.29,64.42,63.66,63.71,1212600,54.17
"2010-01-04",64.29,64.52,63.59,64.27,1567500,54.64
"2010-01-05",64.31,64.62,63.66,64.32,2364200,54.69
"2010-01-06",64.35,64.35,63.48,63.53,2352500,54.02
"2010-01-07",63.68,63.68,62.62,63.11,3113000,53.66
"2010-01-08",62.87,62.96,61.79,62.71,2942800,53.32
"2010-01-11",62.69,62.7,61.2,62.63,2870100,53.25
"2010-01-12",62.53,63.41,62.4,63.02,2451600,53.58
"2010-01-13",63.27,63.7,63,63.62,1825700,54.09
"2010-01-14",63.68,63.68,62.91,63.02,1936100,53.58
"2010-01-15",62.84,62.96,62.13,62.22,3538200,52.9
"2010-01-19",62.38,63.25,62.31,62.8,3209200,53.39
"2010-01-20",62.61,62.61,61.22,62.09,2669100,52.79
"2010-01-21",62.23,62.52,61,61.11,3384500,51.96
"2010-01-22",59.9,61.48,59.58,60.23,4188900,51.21
"2010-01-25",60.75,60.8,59.75,60.45,2948400,51.4
"2010-01-26",60.75,60.75,59.78,60.11,3995900,51.11
"2010-01-27",60.12,60.45,59.19,59.5,3795800,50.59
"2010-01-28",59.82,60.08,59.07,59.11,4226800,50.26
"2010-01-29",59.48,60.18,59.08,59.39,3658900,50.5
"2010-02-01",59.93,59.93,59.01,59.51,3274500,50.6
"2010-02-02",59.67,60.87,59.27,60.68,3177900,51.59
"2010-02-03",60.59,60.59,59.77,60.39,3336100,51.35
"2010-02-04",60.01,60.25,59.18,59.23,2515200,50.36
"2010-02-05",59.22,59.53,58.25,58.96,3078200,50.13
"2010-02-08",59.16,59.58,58.58,58.95,2727200,50.12
"2010-02-09",59.46,59.94,59.06,59.62,2277900,50.69
"2010-02-10",59.47,59.61,58.66,58.93,2516900,50.1
"2010-02-11",59.1,59.4,58.72,59.19,2252700,50.33
"2010-02-12",58.95,59.15,58.54,58.86,2622600,50.04
"2010-02-16",59,59.26,58.7,59.26,2782100,50.38
"2010-02-17",59.41,59.64,59.25,59.35,2582600,50.46
"2010-02-18",59.3,60.54,59.25,60.4,2238700,51.35
"2010-02-19",60.35,60.59,59.9,60.25,2128600,51.23
"2010-02-22",60.38,60.63,59.8,59.9,2405700,50.93
"2010-02-23",59.8,60.62,59.6,60.38,3110400,51.34
"2010-02-24",60.58,60.63,60.1,60.3,2964900,51.27
"2010-02-25",60.02,60.44,59.57,60.4,2574200,51.35
"2010-02-26",60.64,61.05,60.33,60.74,2662600,51.64
"2010-03-01",61.44,61.44,60.54,60.75,3103900,51.65
"2010-03-02",59.94,60.6,59.18,60.34,6422800,51.3
"2010-03-03",59.95,60.39,59.9,60.02,2595900,51.6
"2010-03-04",60.3,60.45,59.61,60.04,3115600,51.61
"2010-03-05",60.24,60.46,59.78,60.11,2982400,51.67
"2010-03-08",60.21,60.26,59.7,60.12,2692300,51.68
"2010-03-09",60.01,60.32,59.99,60.01,2145400,51.59
"2010-03-10",60.1,60.1,59.25,59.48,3764000,51.13
"2010-03-11",59.62,59.75,59.23,59.71,3012600,51.33
"2010-03-12",59.81,60.22,59.58,60.08,3690000,51.65
"2010-03-15",60.15,60.35,59.86,60.35,2505100,51.88
"2010-03-16",59.78,60.54,59.75,60.53,4344300,52.03
"2010-03-17",60.61,61.02,60.25,60.93,2897100,52.38
"2010-03-18",61.02,61.34,60.82,61.29,2946600,52.69
"2010-03-19",61.39,61.59,61.08,61.43,3711000,52.81
"2010-03-22",61.46,63.06,61.46,63,4773400,54.16
"2010-03-23",63.28,63.6,62.85,63.51,3225200,54.6
"2010-03-24",63.49,63.49,62.7,62.89,1952400,54.06
"2010-03-25",63.11,63.35,62.58,63.04,3214400,54.19
"2010-03-26",63.07,63.3,62.5,62.81,2598200,53.99
"2010-03-29",62.88,63.42,62.71,63.22,2052100,54.35
"2010-03-30",63.33,63.44,62.95,63.14,1604300,54.28
"2010-03-31",62.92,63.13,62.51,62.88,2035500,54.05
"2010-04-01",63.18,63.18,61.98,62.5,3240500,53.73
"2010-04-05",62.85,62.88,62.09,62.26,2332700,53.52
"2010-04-06",62.25,62.44,61.65,62.2,2370100,53.47
"2010-04-07",61.85,61.98,61.39,61.54,2845100,52.9
"2010-04-08",61.37,61.62,61.18,61.33,2358600,52.72
"2010-04-09",61.32,61.68,61.1,61.68,1870000,53.02
"2010-04-12",61.94,62,61.18,61.39,2420500,52.77
"2010-04-13",61.37,61.42,60.9,61.06,2436400,52.49
"2010-04-14",61.12,61.34,60.78,61.24,2618900,52.64
"2010-04-15",61.1,61.9,60.97,61.59,2455100,52.94
"2010-04-16",61.31,62.23,61.31,61.82,2748100,53.14
"2010-04-19",61.68,62.19,61.68,62.15,3304600,53.43
"2010-04-20",62.42,62.57,61.97,62.53,3139800,53.75
"2010-04-21",62.69,63.04,62.5,62.95,2797100,54.11
"2010-04-22",62.68,62.75,61.6,62.12,3411300,53.4
"2010-04-23",62.28,62.28,60.51,60.93,4286600,52.38
"2010-04-26",61.55,61.55,60.65,60.94,3846900,52.39
"2010-04-27",60.87,61.47,60.69,60.72,3805200,52.2
"2010-04-28",61.03,61.41,60.53,61.02,2818000,52.45
"2010-04-29",61.31,61.62,60.84,61.28,2413200,52.68
"2010-04-30",61.43,62.04,61.25,61.26,2975900,52.66
"2010-05-03",61.34,61.48,60.94,61.15,2483100,52.57
"2010-05-04",60.78,61.42,60.54,61.19,4255700,52.6
"2010-05-05",61.13,62.02,61.13,61.52,3273300,52.88
"2010-05-06",61.36,61.82,59.78,61.09,6548300,52.51
"2010-05-07",60.91,61.26,60.16,61,8649400,52.44
"2010-05-10",62.42,63.14,62.31,62.93,6533800,54.1
"2010-05-11",62.63,63.24,62.48,62.79,3222500,53.98
"2010-05-12",62.99,63.1,62.29,62.8,3518100,53.98
"2010-05-13",62.85,62.91,62.14,62.18,2338300,53.45
"2010-05-14",61.96,62.2,61.39,61.61,2750700,52.96
"2010-05-17",61.81,62.45,61.45,62.29,2974200,53.55
"2010-05-18",62.65,62.84,61.85,62,3571300,53.3
"2010-05-19",61.8,62.41,61.29,62,4221000,53.3
"2010-05-20",61.01,62.12,60.94,61.23,5906000,52.64
"2010-05-21",60.51,61.65,60.02,61.62,4582800,52.97
"2010-05-24",61.39,61.65,60.94,60.98,2717400,52.42
"2010-05-25",60.24,60.69,59.57,60.55,4467800,52.05
"2010-05-26",60.85,61.18,60.21,60.25,3116400,51.79
"2010-05-27",60.88,61.19,60.53,61.18,2341800,52.59
"2010-05-28",61.36,61.37,60.6,60.7,3015200,52.18
"2010-06-01",60.42,61.88,60.11,61.12,4701200,52.54
"2010-06-02",60.64,61.1,60.01,61.1,3102100,53.1
"2010-06-03",61.24,61.45,60.92,61.28,2505000,53.25
"2010-06-04",60.73,60.83,59.98,60.18,6271200,52.3
"2010-06-07",60.19,61.25,60.19,60.88,4194600,52.91
"2010-06-08",60.88,61.73,60.74,61.66,3759700,53.58
"2010-06-09",61.79,62.16,61.43,61.77,2956000,53.68
"2010-06-10",62.33,62.64,62.07,62.22,2885100,54.07
"2010-06-11",61.96,62.2,61.41,62.15,2294900,54.01
"2010-06-14",62.51,62.86,62.42,62.45,2536500,54.27
"2010-06-15",62.74,63.06,62.63,63.03,2421300,54.77
"2010-06-16",62.77,63.18,62.7,62.83,2605000,54.6
"2010-06-17",63.17,63.24,62.51,63.13,2392400,54.86
"2010-06-18",63.3,63.39,62.73,62.78,2553900,54.56
"2010-06-21",63.33,63.49,62.47,62.69,2110500,54.48
"2010-06-22",62.69,63.15,62.31,62.37,2512000,54.2
"2010-06-23",62.31,62.53,61.97,62.33,2352600,54.17
"2010-06-24",62.11,62.39,61.76,61.89,3360500,53.78
