"","ROK.Open","ROK.High","ROK.Low","ROK.Close","ROK.Volume","ROK.Adjusted"
"2013-12-31",117.97,118.81,117.79,118.16,346200,117.57
"2014-01-02",117.62,117.99,116.01,116.38,479100,115.8
"2014-01-03",116.61,118.01,116.45,117.83,606600,117.24
"2014-01-06",118.2,118.74,116.12,116.52,662300,115.94
"2014-01-07",117.57,117.57,115.78,117.04,556200,116.45
"2014-01-08",117.28,117.28,115.71,116.47,785500,115.89
"2014-01-09",116.75,117.33,115.03,116.43,537700,115.85
"2014-01-10",116.82,117.3,115.96,116.96,503500,116.37
"2014-01-13",116.46,117.32,114.77,115.07,657700,114.49
"2014-01-14",115.43,118.83,115.03,118.24,1203600,117.65
"2014-01-15",118.32,119.03,118.2,118.86,889200,118.26
"2014-01-16",117.68,119.71,117.64,119.66,985300,119.06
"2014-01-17",119.66,119.66,118.66,119.23,735700,118.63
"2014-01-21",120.18,121.01,118.3,119.83,665100,119.23
"2014-01-22",119.37,119.76,118.06,119.06,636800,118.46
"2014-01-23",118.22,118.5,116.49,117.01,576500,116.42
"2014-01-24",116.61,116.72,112.87,112.99,941500,112.42
"2014-01-27",114.21,114.72,111.79,112.96,1131200,112.39
"2014-01-28",113.7,115.31,113.32,115.01,1232800,114.43
"2014-01-29",117.03,118.03,114.18,115.09,1788800,114.51
"2014-01-30",115.5,116.32,114.61,115.1,1284200,114.52
"2014-01-31",113.1,115.43,113.1,114.84,1032100,114.26
"2014-02-03",114.9,115.66,111.77,111.97,1758300,111.41
"2014-02-04",111.94,112.06,110.18,111.18,1435100,110.62
"2014-02-05",110.82,111.05,108.83,109.91,1576100,109.36
"2014-02-06",110.28,111.31,110.09,110.64,935400,110.08
"2014-02-07",111.38,112.59,110.64,112.35,1239200,111.79
"2014-02-10",112.58,112.68,111.6,112.04,543100,111.48
"2014-02-11",112.44,114.01,112.33,113.48,937100,112.91
"2014-02-12",113.5,115.8,113.43,115.56,1074100,114.98
"2014-02-13",114.32,116.47,113.71,116.45,1040400,116.45
"2014-02-14",116.37,117.12,115.54,117,777700,117
"2014-02-18",116.89,118.72,116.89,118.5,897700,118.5
"2014-02-19",117.99,119.07,117.65,118,1174700,118
"2014-02-20",117.96,119.3,117.5,118.99,932700,118.99
"2014-02-21",119.04,120.4,118.5,119.32,1019600,119.32
"2014-02-24",119.35,120.97,119.06,120.56,828900,120.56
"2014-02-25",120.38,121.48,119.66,120.85,831400,120.85
"2014-02-26",121.03,122.58,120.63,121.73,677400,121.73
"2014-02-27",121.5,122.4,121.18,122.18,473000,122.18
"2014-02-28",122.18,124.11,121.9,122.84,830100,122.84
"2014-03-03",119.9,122.12,119.9,121.59,721500,121.59
"2014-03-04",123.31,124.18,123.11,124,680100,124
"2014-03-05",123.81,123.86,123.22,123.49,611400,123.49
"2014-03-06",124.11,124.36,122.7,123.46,695300,123.46
"2014-03-07",124.18,124.78,123.76,124.72,1075200,124.72
"2014-03-10",125.2,125.2,123.25,123.74,612300,123.74
"2014-03-11",125.6,125.6,121.39,122.07,603700,122.07
"2014-03-12",121.22,121.82,120.6,121.8,693500,121.8
"2014-03-13",122.29,122.68,119.19,120.25,1076300,120.25
"2014-03-14",120.14,121.16,119.57,120,1081800,120
"2014-03-17",120.94,122.67,120.94,122.25,601800,122.25
