"","WYNN.Open","WYNN.High","WYNN.Low","WYNN.Close","WYNN.Volume","WYNN.Adjusted"
"2014-01-06",198.29,198.84,195.2,195.86,1289100,194.76
"2014-01-07",196.65,202.88,196.65,201.51,1686500,200.38
"2014-01-08",202.67,205.4,201.37,205.29,1406000,204.14
"2014-01-09",205.75,206.49,203.15,204.77,1228300,203.62
"2014-01-10",204.35,207.24,202.26,206.86,1151000,205.7
"2014-01-13",206.1,209.74,203.36,203.47,1618900,202.33
"2014-01-14",203.94,207.94,202.54,207.6,1587500,206.43
"2014-01-15",207.9,210.41,207.09,210.1,1025100,208.92
"2014-01-16",209.06,210.12,207.84,210.09,904400,208.91
"2014-01-17",209.28,215.99,209.28,215.7,1706000,214.49
"2014-01-21",216.56,216.99,209.98,212.27,1815600,211.08
"2014-01-22",209.42,209.5,206.03,208.79,1767000,207.62
"2014-01-23",206.5,206.9,203.72,205.26,1758400,204.11
"2014-01-24",203.89,204.34,192.96,193.14,3080100,192.05
"2014-01-27",195.07,195.79,189.03,191.83,2996300,190.75
"2014-01-28",193,198.8,193,197.15,1595600,196.04
"2014-01-29",195.56,196.54,193.12,193.87,1716800,192.78
"2014-01-30",196.39,202.73,195.48,201.51,2480400,200.38
"2014-01-31",205.27,219.91,204.31,217.42,4801300,216.2
"2014-02-03",216.06,216.62,205.8,209.47,3341200,208.29
"2014-02-04",211.51,214.16,208.31,213.55,2158900,212.35
"2014-02-05",202.99,211,202.2,209.55,3297900,208.37
"2014-02-06",212.88,217.5,211,216.7,1956900,215.48
"2014-02-07",217.92,222.45,216.04,221.95,1663700,220.7
"2014-02-10",222.18,224.62,221.34,222.37,1905000,221.12
"2014-02-11",222.01,224.94,220.17,224.29,1631500,224.29
"2014-02-12",224.89,226,220,221.12,1415200,221.12
"2014-02-13",219.02,223.76,218.01,221.28,1550100,221.28
"2014-02-14",220.3,222.45,219.6,222.34,943300,222.34
"2014-02-18",222.21,225.86,221.51,224.1,1269800,224.1
"2014-02-19",223.32,223.99,219.21,220.92,1520700,220.92
"2014-02-20",220.95,225.92,220.94,223.5,1742800,223.5
"2014-02-21",224.5,228.75,221.84,228.35,1790600,228.35
"2014-02-24",229.57,236.61,229.19,235.59,1759100,235.59
"2014-02-25",236.76,240.52,233.61,235.15,1688800,235.15
"2014-02-26",235.86,240.03,234.46,236.89,1431800,236.89
"2014-02-27",237.6,242.22,236.22,241.96,1448900,241.96
"2014-02-28",242.06,244,239.5,242.49,1485400,242.49
"2014-03-03",239.57,244.58,238.07,242.88,1727100,242.88
"2014-03-04",245.26,248,244.44,247.95,1159600,247.95
"2014-03-05",248.72,249.31,245.6,247.76,904800,247.76
"2014-03-06",248.99,249.1,247,247.83,1134000,247.83
"2014-03-07",248.85,249.25,244.97,246.65,848200,246.65
"2014-03-10",246.71,246.88,239.64,240.57,1329500,240.57
"2014-03-11",241.99,245.21,238.9,240.13,1123500,240.13
"2014-03-12",238.75,240.14,236.08,239.54,1281000,239.54
"2014-03-13",240,240.97,230.82,232.23,1428600,232.23
"2014-03-14",230.31,231.54,227.18,229.65,1704600,229.65
"2014-03-17",230.57,235.36,229.52,233.28,1217000,233.28
