"","CELG.Open","CELG.High","CELG.Low","CELG.Close","CELG.Volume","CELG.Adjusted"
"2008-10-01",63.48,63.5,61.93,63.31,3285800,63.31
"2008-10-02",62.54,63.79,59.22,60.31,4452500,60.31
"2008-10-03",60.62,63.09,60.11,60.46,5159400,60.46
"2008-10-06",59.91,61.17,54.1,55.93,8582900,55.93
"2008-10-07",56.58,57.68,54.79,55.88,6630400,55.88
"2008-10-08",54.69,59.99,54.33,57.95,7502600,57.95
"2008-10-09",59.29,60.04,55.61,56.55,6911300,56.55
"2008-10-10",54.08,59.73,49.47,54.52,12627300,54.52
"2008-10-13",56.66,61.94,56.07,61.46,6604700,61.46
"2008-10-14",62.19,63,57.78,57.8,8229400,57.8
"2008-10-15",57.34,57.67,52.5,52.71,7108100,52.71
"2008-10-16",53.46,56.62,50,56.54,7934000,56.54
"2008-10-17",54.59,59.91,54.37,55.18,6790200,55.18
"2008-10-20",56.46,57,53.12,56.83,5604000,56.83
"2008-10-21",55.3,57.92,54.22,54.5,5264100,54.5
"2008-10-22",53.5,54,52,53.29,6239500,53.29
"2008-10-23",52.8,58.29,52.25,58.05,11269300,58.05
"2008-10-24",53.77,58.51,53.66,57.47,6456200,57.47
"2008-10-27",55.62,59.2,54.89,54.95,5057000,54.95
"2008-10-28",56.06,61.17,55.02,61.05,7372700,61.05
"2008-10-29",61.21,64.06,59.95,62.22,6908100,62.22
"2008-10-30",63.55,64.71,62.24,63.99,5615300,63.99
"2008-10-31",63.97,64.63,62.3,64.26,5227400,64.26
"2008-11-03",64.37,65.35,63.65,65.23,4432300,65.23
"2008-11-04",65.25,66.5,63.19,64.33,5069100,64.33
"2008-11-05",63.77,64.68,63.17,63.18,4102100,63.18
"2008-11-06",62.2,63.3,59.68,61.11,5053200,61.11
"2008-11-07",61.73,63.09,59,60.31,5166400,60.31
"2008-11-10",62.03,62.5,59.38,60.35,3898400,60.35
"2008-11-11",59.55,60.15,57.26,57.48,5223800,57.48
"2008-11-12",57.05,58.25,55.89,55.97,4450400,55.97
"2008-11-13",56.86,60.89,55.18,60.87,6189400,60.87
"2008-11-14",60.54,61.77,58.52,58.86,4240000,58.86
"2008-11-17",57.7,60.42,56.82,58.56,4838200,58.56
"2008-11-18",59.03,59.35,55.82,57.57,6023300,57.57
"2008-11-19",57.66,58.34,55.75,55.76,4761000,55.76
"2008-11-20",55.03,55.95,50.12,51.04,8197100,51.04
"2008-11-21",51.46,51.73,45.44,47.5,12934200,47.5
"2008-11-24",48.88,50.75,47.7,50.3,6509600,50.3
"2008-11-25",50.91,51.83,48.8,50.74,6531500,50.74
"2008-11-26",49.96,52.98,49.8,52.98,3638500,52.98
"2008-11-28",52.6,53.96,51.59,52.1,2054400,52.1
"2008-12-01",50.51,50.99,47.81,47.82,5826400,47.82
"2008-12-02",48.74,51,47.86,50.84,5029800,50.84
"2008-12-03",49.66,52.71,49.27,52.6,4207500,52.6
"2008-12-04",52.84,54.91,52.07,52.78,6431900,52.78
"2008-12-05",52.63,54,49.87,53.98,6937300,53.98
"2008-12-08",54.92,55,51.83,52.68,6106900,52.68
"2008-12-09",52.04,52.64,48.8,50.36,8881800,50.36
"2008-12-10",50.74,51.5,48.8,49.33,5493100,49.33
"2008-12-11",49.33,49.65,46.66,47.25,7444700,47.25
"2008-12-12",46.15,50.13,45.77,49.58,7641400,49.58
"2008-12-15",49.94,49.94,47.63,47.83,4200600,47.83
"2008-12-16",48.28,52.75,48.12,52.73,8188400,52.73
"2008-12-17",52.05,54,51.97,53.04,4733000,53.04
"2008-12-18",53.39,54.65,53.15,54.09,5197900,54.09
"2008-12-19",54.27,55.8,54.09,54.67,7597000,54.67
"2008-12-22",54.47,54.7,51.34,52.77,3859900,52.77
"2008-12-23",53.28,53.95,52.75,53.48,3452600,53.48
"2008-12-24",53.44,54.24,53.44,53.72,1330100,53.72
"2008-12-26",54.02,54.35,53.42,54.01,1252600,54.01
"2008-12-29",53.6,53.91,51.95,52.48,2532600,52.48
"2008-12-30",53.01,54.71,52,54.62,2838900,54.62
"2008-12-31",54.64,55.91,54,55.28,3687000,55.28
"2009-01-02",54.94,56.6,53.64,56.49,3363300,56.49
"2009-01-05",56.47,56.49,54.02,54.36,4776400,54.36
"2009-01-06",54.05,54.25,50.18,50.47,11071700,50.47
"2009-01-07",50.1,51.87,50.01,51.5,6529400,51.5
"2009-01-08",49.87,51.11,48.51,51.11,6672500,51.11
"2009-01-09",51.07,51.63,49.1,50.27,6407600,50.27
"2009-01-12",50.29,51.39,48.39,49.67,9992600,49.67
"2009-01-13",49.21,51.68,49.21,50.36,5658700,50.36
"2009-01-14",50.11,50.39,48.37,48.62,5414400,48.62
"2009-01-15",48.56,50.2,47.91,49.92,5286900,49.92
"2009-01-16",50.7,50.71,49.15,50.25,5853100,50.25
"2009-01-20",49.82,50.75,48.33,48.33,5394600,48.33
"2009-01-21",48.82,49.9,47.58,49.8,5024400,49.8
"2009-01-22",48.6,50.13,48.17,49.19,4576100,49.19
"2009-01-23",48.5,50.14,48.07,49.55,4256400,49.55
"2009-01-26",49.6,51.18,49.39,50.34,3388300,50.34
"2009-01-27",51,51.65,50.01,51.25,3714600,51.25
"2009-01-28",51.62,52.5,50.76,52.2,4386100,52.2
"2009-01-29",51.59,53.37,51.46,52.13,3853700,52.13
"2009-01-30",52.9,53.95,51.69,52.95,5704300,52.95
"2009-02-02",52.84,53.88,52.46,53.47,3856100,53.47
"2009-02-03",53.18,53.59,52.28,53.16,5097400,53.16
"2009-02-04",53.18,54.25,52.5,53.51,4706600,53.51
"2009-02-05",52.96,55.2,52.5,55.08,5245900,55.08
"2009-02-06",55.19,56.05,54.46,55.35,5837300,55.35
"2009-02-09",55.06,55.35,53.77,54.29,3537800,54.29
"2009-02-10",54,54.84,52.18,52.48,5071000,52.48
"2009-02-11",52.86,53.35,51.63,52.48,3619700,52.48
"2009-02-12",52.12,53.3,51.52,53.3,4221500,53.3
"2009-02-13",52.86,53.5,52.05,52.31,2484100,52.31
"2009-02-17",51.49,52.67,50.12,51.87,5218600,51.87
"2009-02-18",52.38,53.24,51.8,52.94,4548900,52.94
"2009-02-19",53.44,54.24,53.09,53.48,4229500,53.48
"2009-02-20",53.34,54.5,52.96,53.99,6731700,53.99
"2009-02-23",54.26,54.61,52.44,52.75,5250400,52.75
"2009-02-24",52.8,54,51.37,52.79,7122600,52.79
"2009-02-25",52.85,52.85,50.87,51.36,6052300,51.36
"2009-02-26",51.27,51.81,48.73,48.74,6928900,48.74
"2009-02-27",46.59,47.62,44.33,44.73,12686500,44.73
"2009-03-02",43.72,44.39,41.34,42.15,10437400,42.15
"2009-03-03",42.72,43.52,42.02,42.32,8014700,42.32
"2009-03-04",42.82,43.51,41.8,42.44,6666300,42.44
"2009-03-05",41.8,41.82,39.6,39.95,9217000,39.95
"2009-03-06",40.04,41.29,39.32,41.16,8099600,41.16
"2009-03-09",40.07,42.06,39.67,39.96,5927400,39.96
"2009-03-10",40.79,42.84,40.4,42.31,8605300,42.31
"2009-03-11",42.31,44.36,41.96,42.23,7284300,42.23
"2009-03-12",42.07,47.68,42.02,47.16,10916600,47.16
"2009-03-13",47.71,48.56,46.62,48.2,6930900,48.2
"2009-03-16",48.26,48.62,46.41,46.41,4912900,46.41
"2009-03-17",46.53,48.55,46.33,48.42,4224900,48.42
"2009-03-18",47.78,48.4,46.65,47.17,6052500,47.17
"2009-03-19",47.52,47.52,45.38,45.7,5055900,45.7
"2009-03-20",46,46.89,45.25,45.52,6143800,45.52
"2009-03-23",46.24,48.18,45.31,48.04,5901600,48.04
"2009-03-24",47.19,47.81,46.19,46.24,4036900,46.24
"2009-03-25",47.12,47.46,44.29,45.93,6318100,45.93
"2009-03-26",46.15,46.72,44.92,46.45,7136500,46.45
"2009-03-27",45.63,46.86,45.25,46.04,4873800,46.04
"2009-03-30",45.57,45.83,44.45,45.35,4465800,45.35
"2009-03-31",45.74,45.81,44.14,44.4,5126500,44.4
"2009-04-01",38.72,39.25,36.9,38.47,39982300,38.47
"2009-04-02",39.09,40.99,39.08,40.77,14431400,40.77
"2009-04-03",41.12,42.25,40.9,42.15,10860400,42.15
"2009-04-06",41.29,42.43,41.29,42.31,7342300,42.31
"2009-04-07",42,42.09,40.36,40.48,7999700,40.48
"2009-04-08",40.92,41.05,40.05,40.68,5541200,40.68
"2009-04-09",41.25,41.48,40.5,40.8,5048300,40.8
"2009-04-13",40.45,41.77,40.35,40.96,4910200,40.96
"2009-04-14",40.46,40.69,38.91,39.01,7366800,39.01
"2009-04-15",38.79,39.09,38.22,38.7,6516700,38.7
"2009-04-16",39.29,39.5,38.1,38.33,5616100,38.33
"2009-04-17",38.41,38.9,37.62,38.3,6672600,38.3
"2009-04-20",38.01,38.68,37.75,38.01,4733300,38.01
"2009-04-21",38.12,38.41,37.62,38.14,4693500,38.14
"2009-04-22",39.29,40.55,39.12,39.85,7009500,39.85
"2009-04-23",39.87,40.25,38.93,39.45,6191800,39.45
"2009-04-24",39.4,40,39.05,39.86,5774800,39.86
"2009-04-27",39,41.25,39,40.81,5194400,40.81
"2009-04-28",40.91,42.2,40.48,41.74,4694000,41.74
"2009-04-29",42.2,42.98,41.37,42.4,5299300,42.4
"2009-04-30",43.08,43.76,41.5,42.72,8516600,42.72
"2009-05-01",41.85,41.94,39.25,39.54,7818000,39.54
"2009-05-04",39.99,40.1,38.5,39.14,8037700,39.14
"2009-05-05",38.92,39.93,38.88,39.44,3779000,39.44
"2009-05-06",39.63,39.75,38.5,39.11,4833900,39.11
"2009-05-07",39.47,42.07,39.35,41.8,9254200,41.8
"2009-05-08",40.17,42.54,40.1,41.42,9082100,41.42
"2009-05-11",40.4,42.76,40.4,41.61,4845100,41.61
"2009-05-12",41.59,42.06,40.66,41.71,4373500,41.71
"2009-05-13",40.81,41.69,40.08,40.58,4422100,40.58
"2009-05-14",40,41.5,40,40.7,4512100,40.7
"2009-05-15",40.1,40.71,39.42,39.79,6070000,39.79
"2009-05-18",39.93,40,39.03,39.98,4795300,39.98
"2009-05-19",39.65,39.84,39.07,39.46,5099800,39.46
"2009-05-20",40.38,40.75,39.82,40.32,4116900,40.32
"2009-05-21",39.8,40.3,39.34,39.66,3507000,39.66
"2009-05-22",39.86,40.16,39.36,39.43,3015700,39.43
"2009-05-26",38.9,40.6,38.55,40.45,3781100,40.45
"2009-05-27",40.5,41.44,40.02,40.91,4755600,40.91
"2009-05-28",40.82,42.17,40.82,41.77,5500700,41.77
"2009-05-29",41.5,42.24,41,42.24,3657300,42.24
"2009-06-01",42.41,43,42.12,42.6,3633600,42.6
"2009-06-02",42.61,44.58,42.51,44.28,6194200,44.28
"2009-06-03",44.11,45.65,44,45.28,4831200,45.28
"2009-06-04",45.74,46.08,44.5,45.11,4616400,45.11
"2009-06-05",45.24,45.24,43.53,44.35,4895200,44.35
"2009-06-08",44.54,45.29,43.74,44.01,4227600,44.01
"2009-06-09",44.38,44.68,43.67,44.25,3170700,44.25
"2009-06-10",44.36,44.55,42.69,43.23,5061600,43.23
"2009-06-11",43.31,43.7,42.48,43.32,4938700,43.32
"2009-06-12",43.64,43.64,42.68,43.23,3608900,43.23
"2009-06-15",42.62,43,42,42.23,3088400,42.23
"2009-06-16",42.59,43.31,42.13,43.12,5113300,43.12
"2009-06-17",42.98,45.75,42.98,44.94,7268800,44.94
"2009-06-18",45.2,46.39,44.87,46.21,5322800,46.21
"2009-06-19",46.45,47.93,46.42,46.94,6787500,46.94
"2009-06-22",46.5,46.86,46.02,46.46,4598000,46.46
"2009-06-23",46.43,47.78,46.4,46.84,4477900,46.84
"2009-06-24",46.72,47.29,46.53,47.03,3892200,47.03
"2009-06-25",46.89,47.98,46.51,47.97,3664900,47.97
"2009-06-26",47.95,48.08,47.27,48.03,3263100,48.03
"2009-06-29",47.92,48.54,46.77,48.33,3773800,48.33
"2009-06-30",48.11,48.77,47.43,47.84,3881100,47.84
"2009-07-01",48.25,48.52,47.68,48.1,3158600,48.1
"2009-07-02",47.4,47.59,46.5,46.73,3753500,46.73
"2009-07-06",46.6,47.66,46.33,47.32,3192200,47.32
"2009-07-07",47.13,47.56,45.75,46.24,3813600,46.24
"2009-07-08",46.24,47.2,45.84,46.22,6330700,46.22
"2009-07-09",46.19,46.73,45.71,46.49,3058300,46.49
"2009-07-10",46.13,46.59,45.62,46.1,2675800,46.1
"2009-07-13",46.04,47.25,45.27,47.15,4633200,47.15
"2009-07-14",46.96,47.41,45.86,46.02,4093200,46.02
"2009-07-15",46.4,46.51,45.31,46.32,4344200,46.32
"2009-07-16",46.29,47.15,46.09,47.04,2867500,47.04
"2009-07-17",47.06,47.37,46.64,46.83,3214100,46.83
"2009-07-20",46.84,47.24,46.15,47.11,3079300,47.11
"2009-07-21",47.35,47.64,46.54,47.39,3459200,47.39
"2009-07-22",47.59,48.4,47.14,47.18,4976500,47.18
"2009-07-23",53.58,56.11,53.5,55.97,15924100,55.97
"2009-07-24",55.79,55.94,53.95,54.64,6384200,54.64
"2009-07-27",54.68,55.29,53.89,54.99,3932200,54.99
"2009-07-28",54.55,57.17,54.41,57.05,5454500,57.05
"2009-07-29",56.9,57.53,56.15,57.32,4249800,57.32
"2009-07-30",57.91,58.31,57.16,57.68,3888600,57.68
"2009-07-31",57.95,58,56.81,56.96,3609300,56.96
"2009-08-03",57.3,57.39,56.22,57.28,3418900,57.28
"2009-08-04",56.92,58.02,56.84,57.79,2530400,57.79
"2009-08-05",57.92,58.16,56.17,56.5,2510800,56.5
"2009-08-06",55.5,55.55,54.22,54.8,5522100,54.8
"2009-08-07",55.4,55.5,54.17,54.92,2804200,54.92
"2009-08-10",54.2,54.3,52.81,53.15,5256300,53.15
"2009-08-11",53.06,53.69,52.59,53.35,3433100,53.35
"2009-08-12",52.87,54.89,52.87,53.91,3224400,53.91
"2009-08-13",53.91,54.13,52.45,52.74,3741300,52.74
"2009-08-14",52.92,52.94,51.31,52.74,3562800,52.74
"2009-08-17",52.1,52.24,51.45,52.09,2987200,52.09
"2009-08-18",52,52.49,51.62,51.99,2431300,51.99
"2009-08-19",52.06,53.19,51.6,53.06,2509500,53.06
"2009-08-20",53.25,53.26,52.35,52.63,3397600,52.63
"2009-08-21",53.04,53.84,52.47,53.15,3082800,53.15
"2009-08-24",53.15,53.38,52.49,53,2684000,53
"2009-08-25",53.33,54.07,52.91,53.39,3405000,53.39
"2009-08-26",53.31,54.77,53.21,54.07,2716600,54.07
"2009-08-27",53.75,53.98,52.45,53.53,3169900,53.53
"2009-08-28",53.72,53.98,52.02,52.72,2186500,52.72
"2009-08-31",52.3,52.81,51.69,52.17,2160800,52.17
"2009-09-01",51.84,53.39,50.88,50.97,3760300,50.97
"2009-09-02",50.74,51.71,50.6,51.05,2604800,51.05
"2009-09-03",50.74,51.12,50.12,50.99,2914900,50.99
"2009-09-04",51.15,51.89,50.94,51.74,2107200,51.74
"2009-09-08",51.74,51.89,50.93,51.65,2372000,51.65
"2009-09-09",51.2,52.06,51.16,51.84,2804500,51.84
"2009-09-10",51.51,51.83,51.18,51.5,3629900,51.5
"2009-09-11",51.58,52.07,51.18,52.02,3453300,52.02
"2009-09-14",51.74,52.6,51.71,52.06,3016400,52.06
"2009-09-15",51.81,53.18,51.55,52.32,2916100,52.32
"2009-09-16",52.5,53.98,52.16,53.68,4242600,53.68
"2009-09-17",53.65,53.65,52.48,53.03,3624700,53.03
"2009-09-18",53.08,53.31,52.48,52.54,4118100,52.54
"2009-09-21",53.53,55.95,53.28,55.19,6092800,55.19
"2009-09-22",55.4,55.54,54.11,54.47,2842100,54.47
"2009-09-23",54.66,54.83,53.56,53.58,2969700,53.58
"2009-09-24",54.08,54.31,53.4,53.87,2012500,53.87
"2009-09-25",53.46,54.99,53.36,54.54,3157500,54.54
"2009-09-28",55.03,56.19,54.86,55.68,2457800,55.68
"2009-09-29",55.64,55.65,54.65,55.11,2426200,55.11
"2009-09-30",55.07,56.12,54.55,55.9,4247600,55.9
"2009-10-01",55.54,56.66,54.71,54.99,4458500,54.99
"2009-10-02",54.43,55,53.95,54,2513000,54
"2009-10-05",53.59,54.02,53.11,53.42,3196000,53.42
"2009-10-06",53.42,54.79,53.24,54.04,3266300,54.04
"2009-10-07",53.85,54.09,53.21,53.69,2162600,53.69
"2009-10-08",54.36,55.16,54.25,54.54,3781800,54.54
"2009-10-09",54.57,55.23,54.17,54.78,1715000,54.78
"2009-10-12",54.97,55.44,54.5,55.12,2072600,55.12
"2009-10-13",54.94,55.57,54.26,54.55,2908500,54.55
"2009-10-14",54.79,55.49,54.62,55.34,2260500,55.34
"2009-10-15",55.11,56.5,54.8,56.47,3255200,56.47
"2009-10-16",56.35,56.97,55.75,56.42,3444500,56.42
"2009-10-19",56.57,56.91,55.93,56.56,2763400,56.56
"2009-10-20",56.36,56.63,55.5,55.71,2926600,55.71
"2009-10-21",55.64,55.64,54.28,54.58,4349200,54.58
"2009-10-22",56.46,57.45,55,55.91,8008200,55.91
"2009-10-23",55.23,56.74,54.02,54.21,4304500,54.21
"2009-10-26",54.38,55.04,51.51,52.62,7003600,52.62
"2009-10-27",52.68,53.15,51.35,51.79,5029800,51.79
"2009-10-28",51.62,51.99,50.33,50.45,3139400,50.45
"2009-10-29",50.49,51.63,50.09,51.27,3329600,51.27
"2009-10-30",51.09,52.33,50.85,51.05,4846900,51.05
"2009-11-02",51.06,51.96,49.74,50.21,4572600,50.21
"2009-11-03",49.91,50.83,49.77,50.7,3276200,50.7
"2009-11-04",51.19,51.62,50.66,50.89,3707100,50.89
"2009-11-05",51.99,52.14,51.06,51.83,3009600,51.83
"2009-11-06",51.67,53.26,51.55,53.05,3221000,53.05
"2009-11-09",52.77,54.17,52.48,54.14,5488900,54.14
"2009-11-10",54.22,54.84,53.23,53.65,5560100,53.65
"2009-11-11",54.6,54.89,53.23,53.86,2313400,53.86
"2009-11-12",53.96,54.12,53.25,53.73,1876900,53.73
"2009-11-13",53.93,54.06,53.08,53.48,1751000,53.48
"2009-11-16",53.5,54.14,53.25,54.01,2198300,54.01
"2009-11-17",53.65,55.63,53.53,55.25,4256200,55.25
"2009-11-18",55.24,55.37,54.67,55.27,3028000,55.27
"2009-11-19",55,55.19,54.31,54.55,2887000,54.55
"2009-11-20",54.67,55.12,54.28,54.91,3146600,54.91
"2009-11-23",55.32,55.87,54.98,55.65,2951300,55.65
"2009-11-24",55.7,55.8,54.89,55.37,2949500,55.37
"2009-11-25",55.28,55.8,55.17,55.75,2174200,55.75
"2009-11-27",53.93,55.68,53.72,54.97,1325800,54.97
"2009-11-30",54.81,55.55,54.62,55.45,3345100,55.45
"2009-12-01",56.02,56.5,55.7,56.3,3718900,56.3
"2009-12-02",56.5,57.33,56.25,57.32,3877100,57.32
"2009-12-03",57.5,57.79,56.35,56.53,3230200,56.53
"2009-12-04",57.17,57.49,55.15,55.97,4348000,55.97
"2009-12-07",56.16,57.07,54.55,55.53,11119400,55.53
"2009-12-08",53.03,54.64,53,54.32,9962500,54.32
"2009-12-09",54,54,52.75,53.73,4360400,53.73
"2009-12-10",54.19,54.24,53.05,53.39,4240700,53.39
"2009-12-11",53.45,53.58,52.36,52.76,4108700,52.76
"2009-12-14",52.89,54.18,52.81,53.88,3568500,53.88
"2009-12-15",53.78,53.99,52.5,52.87,3854100,52.87
"2009-12-16",52.95,53.25,51.61,51.78,4370500,51.78
"2009-12-17",51.62,51.77,50.59,50.62,3816000,50.62
"2009-12-18",54.36,56.16,54.02,55.95,14039900,55.95
"2009-12-21",56.28,56.6,55.92,56.09,3747200,56.09
"2009-12-22",55.98,56.51,55.71,56.29,3154100,56.29
"2009-12-23",56.41,57.14,56.38,56.8,2185700,56.8
"2009-12-24",56.6,56.95,56.09,56.38,787900,56.38
"2009-12-28",56.6,56.79,56.4,56.74,1468600,56.74
"2009-12-29",56.73,56.79,56.1,56.12,1717800,56.12
"2009-12-30",56.13,56.72,56.05,56.42,1168600,56.42
"2009-12-31",56.55,56.6,55.63,55.68,1373400,55.68
"2010-01-04",56.64,56.64,55.33,55.74,2416000,55.74
"2010-01-05",55.51,55.73,54.6,55.09,3352900,55.09
"2010-01-06",55.4,56.96,55.39,56.39,4135700,56.39
"2010-01-07",56.11,56.74,55.75,55.89,2500300,55.89
"2010-01-08",56.06,57.43,55.42,57.27,4614400,57.27
"2010-01-11",57.59,58.66,54.38,57.27,9027900,57.27
"2010-01-12",57.05,57.49,55.61,56.99,5379100,56.99
"2010-01-13",57.33,57.98,56.86,57.68,3908300,57.68
"2010-01-14",57.47,58.76,57.4,58.13,3422900,58.13
"2010-01-15",58.4,58.94,56.87,57.52,4493600,57.52
"2010-01-19",57.28,59.25,57.17,58.74,3996400,58.74
"2010-01-20",58.68,59.67,57.21,58.02,3485000,58.02
"2010-01-21",58.49,58.49,57.14,57.79,3796600,57.79
"2010-01-22",58.02,59.08,57.45,58.57,5742900,58.57
"2010-01-25",58.66,58.81,58,58.31,4290800,58.31
"2010-01-26",57.71,58.42,57.57,57.86,2920200,57.86
"2010-01-27",57.45,58.19,57.35,58.11,3622700,58.11
"2010-01-28",57.52,58,56.59,56.8,4925500,56.8
"2010-01-29",57.07,57.6,56.31,56.78,3243600,56.78
"2010-02-01",56.85,57.4,56.42,56.96,2381700,56.96
"2010-02-02",56.85,57.92,56.31,57.75,2776600,57.75
"2010-02-03",57.35,58.57,57.15,58.31,3445200,58.31
"2010-02-04",57.5,57.77,55.55,55.83,4317900,55.83
"2010-02-05",55.94,56.14,54.03,55.16,4711600,55.16
"2010-02-08",55.18,55.31,54.1,54.77,2335600,54.77
"2010-02-09",55.34,56.33,55.01,55.5,2926800,55.5
"2010-02-10",55.69,57.21,55.48,56.62,4060700,56.62
"2010-02-11",56.3,57.5,55.68,57.17,3158600,57.17
"2010-02-12",56.33,57,55.9,56.89,2942000,56.89
"2010-02-16",57.22,57.93,56.22,57.93,2798200,57.93
"2010-02-17",58.1,59.38,57.71,59.08,2876900,59.08
"2010-02-18",58.99,60.5,58.98,59.89,5662000,59.89
"2010-02-19",59.94,60.43,59.2,60.04,3791400,60.04
"2010-02-22",60.37,60.37,59.34,59.68,2516200,59.68
"2010-02-23",59.41,60.49,58.78,59.14,2861200,59.14
"2010-02-24",59.71,60.19,59.09,59.49,2240600,59.49
"2010-02-25",58.79,59.3,58.15,59.29,2364900,59.29
"2010-02-26",59.26,59.66,58.68,59.52,1580600,59.52
"2010-03-01",60.1,61.5,59.71,61.3,3031600,61.3
"2010-03-02",61.32,61.85,61.12,61.49,2100600,61.49
"2010-03-03",61.77,62.09,61.09,61.22,2320100,61.22
"2010-03-04",61.09,61.6,60.67,60.99,1984500,60.99
"2010-03-05",61.06,61.96,61.02,61.91,1621700,61.91
"2010-03-08",61.87,61.94,61.34,61.59,1579700,61.59
"2010-03-09",61.5,62.15,61.32,61.76,1586800,61.76
"2010-03-10",61.91,62.16,61.44,61.91,1928800,61.91
"2010-03-11",61.55,61.92,60.74,61.3,3000100,61.3
"2010-03-12",61.79,61.91,60.96,61.37,2140500,61.37
"2010-03-15",61.33,62.19,61.31,61.95,2307400,61.95
"2010-03-16",62.3,63.1,61.91,62.82,2568100,62.82
"2010-03-17",62.76,64.93,62.59,64.71,4998000,64.71
"2010-03-18",64.77,65.07,64.35,65.02,3161200,65.02
"2010-03-19",65.79,65.79,63.56,64.32,5389200,64.32
"2010-03-22",64.45,65.46,63.67,64.4,3693800,64.4
"2010-03-23",64.56,64.61,63.74,64.41,2693700,64.41
"2010-03-24",64.3,64.64,63.19,63.35,3018300,63.35
"2010-03-25",63.67,63.75,62.7,62.7,3081000,62.7
"2010-03-26",62.99,63.04,61.45,62.14,3498600,62.14
"2010-03-29",62.31,62.79,62,62.48,2627300,62.48
"2010-03-30",62.85,63.11,61.98,62.49,3426400,62.49
"2010-03-31",62.2,62.37,61.74,61.96,2582800,61.96
"2010-04-01",62.12,62.4,61.67,62.08,2240500,62.08
"2010-04-05",62.09,62.67,61.75,62.03,2433100,62.03
"2010-04-06",62.72,63.76,62.72,63.4,3549500,63.4
"2010-04-07",63.57,64,63.04,63.24,4048000,63.24
"2010-04-08",63.53,63.72,62.05,63.12,4317800,63.12
"2010-04-09",62.07,62.5,61.22,61.89,4775000,61.89
"2010-04-12",61.8,61.89,60.11,60.39,5031100,60.39
"2010-04-13",60.59,61.78,60.45,61.48,2943700,61.48
"2010-04-14",61.3,61.42,59.81,60.29,4440400,60.29
"2010-04-15",60.28,60.91,60.12,60.62,2714100,60.62
"2010-04-16",60.31,61.03,60.18,60.88,4108300,60.88
"2010-04-19",60.83,61.1,60.16,60.67,2132500,60.67
"2010-04-20",61.02,61.21,60.6,61.11,2526200,61.11
"2010-04-21",60.9,60.95,58.45,59.07,7219200,59.07
"2010-04-22",58.7,58.93,57,58.66,5766400,58.66
"2010-04-23",58.75,59.82,58.55,59.81,3292100,59.81
"2010-04-26",60.4,60.59,58.95,59.01,3070700,59.01
"2010-04-27",58.9,60.02,58.21,58.39,3506300,58.39
"2010-04-28",58.4,60.04,57.95,59.63,5018500,59.63
"2010-04-29",63.43,63.47,60.64,61.62,7358600,61.62
"2010-04-30",62.06,62.32,61.3,61.99,4880700,61.99
"2010-05-03",61.75,62.32,61.4,61.89,3669700,61.89
"2010-05-04",61.11,61.6,59.49,59.81,4443600,59.81
"2010-05-05",59.83,60.42,58.69,60.24,5191300,60.24
"2010-05-06",59.77,60.12,53.39,58.1,8114200,58.1
"2010-05-07",57.91,58.9,56.35,57.49,4775700,57.49
"2010-05-10",58.94,59.73,58.24,58.86,4213700,58.86
"2010-05-11",58.72,59.48,58.16,59.07,3046000,59.07
"2010-05-12",59.7,60.2,59.16,59.89,4377100,59.89
"2010-05-13",59.68,59.96,59.02,59.02,2590700,59.02
"2010-05-14",58.96,59.63,58.11,59.42,7123800,59.42
"2010-05-17",59.45,59.95,58.58,59.76,6889700,59.76
"2010-05-18",59.69,59.98,57.85,58,5383900,58
"2010-05-19",57.63,59.07,57.51,58.29,2618500,58.29
"2010-05-20",57.4,57.49,55.76,55.81,4246300,55.81
"2010-05-21",54.81,57.71,54.36,56.15,8458500,56.15
"2010-05-24",55.99,56.12,54.29,55.36,3597000,55.36
"2010-05-25",54.41,54.89,52.77,53.4,8539700,53.4
"2010-05-26",53.46,53.88,51.63,51.66,10265900,51.66
"2010-05-27",52.79,53.59,52.56,53.42,4273800,53.42
"2010-05-28",53.36,53.6,51.83,52.76,5383600,52.76
"2010-06-01",52.56,53.12,51.75,51.88,3114400,51.88
"2010-06-02",51.9,53.65,51.57,53.62,4366400,53.62
"2010-06-03",53.39,53.9,52.5,53.63,3244200,53.63
"2010-06-04",52.78,53.35,51.31,51.55,4697300,51.55
"2010-06-07",54.24,54.97,53.25,53.82,8864100,53.82
"2010-06-08",53.72,53.81,51.92,52.59,5135600,52.59
"2010-06-09",52.8,52.98,51.21,51.47,4277600,51.47
"2010-06-10",51.88,52.67,51.65,52.4,4407700,52.4
"2010-06-11",51.74,53.52,51.64,53.44,3895400,53.44
"2010-06-14",53.4,54.16,52.93,52.99,3646200,52.99
"2010-06-15",53.38,54.86,53.25,54.84,3763300,54.84
"2010-06-16",54.27,55.93,54.27,55.38,3664800,55.38
"2010-06-17",55.96,55.96,54.85,55.37,3271700,55.37
"2010-06-18",55.28,55.87,55.02,55.35,3336100,55.35
"2010-06-21",55.68,56,54.53,54.88,2449100,54.88
"2010-06-22",55.17,56.05,54.52,54.61,3286300,54.61
"2010-06-23",54.5,55.53,54.02,55.38,3985300,55.38
"2010-06-24",55.03,55.45,54.55,54.79,2953600,54.79
"2010-06-25",54.79,56.58,54.47,56.07,4264900,56.07
"2010-06-28",56.07,56.74,55.12,55.89,3000800,55.89
"2010-06-29",55.08,55.49,52.9,53.24,4833100,53.24
