"","FSLR.Open","FSLR.High","FSLR.Low","FSLR.Close","FSLR.Volume","FSLR.Adjusted"
"2008-10-09",132.43,139.91,115.71,118.1,3743500,118.1
"2008-10-10",105.99,124.44,102.5,117.45,4813300,117.45
"2008-10-13",130.27,143.97,126.68,143.97,4223300,143.97
"2008-10-14",158.91,160.7,141.67,143.11,4960000,143.11
"2008-10-15",135.97,140.39,123.11,123.52,3720200,123.52
"2008-10-16",128.25,144.42,120.05,141.7,6440400,141.7
"2008-10-17",134.79,149.5,133,135,4590800,135
"2008-10-20",139.9,144.92,132.84,143.98,3776500,143.98
"2008-10-21",139.25,146.99,138,141.16,3691200,141.16
"2008-10-22",137.12,141.63,131.54,137.24,6455800,137.24
"2008-10-23",137.97,139,119.01,124.74,6367000,124.74
"2008-10-24",107.03,125.99,106,120.53,4131800,120.53
"2008-10-27",116.37,119.61,106,107.91,3843400,107.91
"2008-10-28",112.82,115.53,95.32,114.09,6742900,114.09
"2008-10-29",116.49,131.58,111.8,115.75,7053200,115.75
"2008-10-30",134.43,144.07,131,144.07,8104100,144.07
"2008-10-31",141.61,148.06,137.61,143.7,4959700,143.7
"2008-11-03",146.84,162.95,143.5,161.91,5350600,161.91
"2008-11-04",169.99,179.6,166.34,177.52,8686200,177.52
"2008-11-05",168.23,172.21,151.85,152.09,8079200,152.09
"2008-11-06",146,148.76,135.77,143.6,6937600,143.6
"2008-11-07",146.93,154.45,142.3,149.67,4998200,149.67
"2008-11-10",149.85,151,134.47,138.5,4167400,138.5
"2008-11-11",132,137.64,123,130.9,5094400,130.9
"2008-11-12",121.01,122.34,110,110.06,6231200,110.06
"2008-11-13",113.49,127.7,105.05,125.31,8172400,125.31
"2008-11-14",120.86,124.97,115,116.78,4794500,116.78
"2008-11-17",110.9,117.83,107.02,115.55,5048600,115.55
"2008-11-18",114.31,118.24,105,110.56,5794700,110.56
"2008-11-19",107.03,107.4,100,101.13,7751300,101.13
"2008-11-20",93.54,96.8,86,87.23,7611200,87.23
"2008-11-21",90.01,93.4,85.28,92.81,6140300,92.81
"2008-11-24",98.69,116,98.63,112.62,6696100,112.62
"2008-11-25",115.94,118.75,106.61,117.19,4644800,117.19
"2008-11-26",115.3,130.8,113.05,127.77,5273000,127.77
"2008-11-28",125.58,127.39,122.1,124.84,1447600,124.84
"2008-12-01",118.72,118.73,109.75,110.2,3653300,110.2
"2008-12-02",113.34,117.23,111.14,116.12,3081600,116.12
"2008-12-03",111.1,134.24,110,133.72,6059700,133.72
"2008-12-04",130.82,138.11,117.53,122,5502400,122
"2008-12-05",118.52,128.55,115,128.54,3945100,128.54
"2008-12-08",136.1,138.9,133.06,134.84,4701300,134.84
"2008-12-09",127.08,130.7,116.78,117.11,5654300,117.11
"2008-12-10",116.39,123.2,112.78,119.68,5179200,119.68
"2008-12-11",117.13,126.45,115.37,117.57,4169700,117.57
"2008-12-12",113.53,120.35,110.99,116.92,3861600,116.92
"2008-12-15",118.67,119.42,111,111.2,3940600,111.2
"2008-12-16",115.53,127.96,114.9,126.61,5285200,126.61
"2008-12-17",124.58,144.93,123.5,141.94,8388600,141.94
"2008-12-18",147.86,149,135.22,137.88,5820200,137.88
"2008-12-19",140.41,142.2,135,140.68,5833500,140.68
"2008-12-22",141.01,141.44,130.74,133.01,3503400,133.01
"2008-12-23",134.92,140.43,133.81,137.37,3001100,137.37
"2008-12-24",135.5,137.8,133.41,133.73,1139100,133.73
"2008-12-26",135.15,136.1,131.77,135.01,1566700,135.01
"2008-12-29",136.11,139.68,134.03,135.99,2495100,135.99
"2008-12-30",136.57,137.3,131.5,135.65,2367200,135.65
"2008-12-31",135.3,138.66,134.61,137.96,2581300,137.96
"2009-01-02",137,151.99,137,151.5,3935700,151.5
"2009-01-05",149.05,163.76,148.47,157.8,5865300,157.8
"2009-01-06",157.46,160,150.19,153.71,4678500,153.71
"2009-01-07",151.15,152.15,145.79,148.5,3649500,148.5
"2009-01-08",146.61,157.24,145.62,155.36,3878800,155.36
"2009-01-09",159.48,165.2,155.77,162.54,4754100,162.54
"2009-01-12",159.45,159.53,148.16,149.93,4018800,149.93
"2009-01-13",141.97,146.97,136.17,141.1,5164700,141.1
"2009-01-14",137.01,138.49,130.88,133.38,4555500,133.38
"2009-01-15",137.01,146.48,134.88,142.58,4260200,142.58
"2009-01-16",146.95,150.45,139.55,145.42,4817000,145.42
"2009-01-20",145.01,146.37,137.76,137.76,3542300,137.76
"2009-01-21",141.38,143.84,135.5,141.42,3624800,141.42
"2009-01-22",138.31,139.97,132.03,137.3,3182400,137.3
"2009-01-23",131.75,142.31,128.89,137.51,3473500,137.51
"2009-01-26",139.89,145.5,136.72,139.05,3153000,139.05
"2009-01-27",143.46,145,139.38,141.08,2882100,141.08
"2009-01-28",145,148.41,142.53,145.88,2942300,145.88
"2009-01-29",143.23,143.98,135.88,136.89,3351000,136.89
"2009-01-30",142.69,146.44,137.75,142.8,4629400,142.8
"2009-02-02",140.23,140.59,135.29,138.27,3246600,138.27
"2009-02-03",141,143.84,138.27,140.46,3023500,140.46
"2009-02-04",142.35,148.08,141.69,144.91,3495200,144.91
"2009-02-05",143.9,151.91,142.76,149.79,3956600,149.79
"2009-02-06",150.5,152.72,145.26,146.3,3268200,146.3
"2009-02-09",145.54,150.49,142.58,148.94,2546900,148.94
"2009-02-10",149.3,154.92,144.12,145.23,3984000,145.23
"2009-02-11",148,149.8,140.63,146.86,3403900,146.86
"2009-02-12",144.99,146.37,139.78,145.6,3462300,145.6
"2009-02-13",145.6,147.9,144.37,144.45,2396000,144.45
"2009-02-17",138.2,142.87,133.18,133.63,4379200,133.63
"2009-02-18",135.75,135.78,128.71,129.22,3912300,129.22
"2009-02-19",132.68,135,130.59,131.3,3494800,131.3
"2009-02-20",128.23,134.75,123.76,134.01,4587800,134.01
"2009-02-23",138.06,138.3,124.75,124.84,3545700,124.84
"2009-02-24",127.39,137.93,124.89,137.68,6269200,137.68
"2009-02-25",115.77,117.38,105.1,107.65,14161400,107.65
"2009-02-26",109.59,110.5,101.53,105,7793500,105
"2009-02-27",101.48,108.31,101.1,105.74,4859600,105.74
"2009-03-02",103.53,107.5,100.9,103.97,5156500,103.97
"2009-03-03",109.19,114.8,105.48,110.44,6028800,110.44
"2009-03-04",116.19,117.79,110.82,113.25,4873500,113.25
"2009-03-05",110.52,111.7,106.81,109.79,4484000,109.79
"2009-03-06",110.89,113.5,105.61,108.49,3006400,108.49
"2009-03-09",107.08,112.01,106.72,108.36,2148700,108.36
"2009-03-10",110.45,123.65,110.13,120.24,5735600,120.24
"2009-03-11",120.44,127,116.5,119.48,6103300,119.48
"2009-03-12",117,127.99,115.05,126.5,4837700,126.5
"2009-03-13",129.4,133.6,126.83,129.55,4324800,129.55
"2009-03-16",131.65,132.37,124.07,124.86,3302400,124.86
"2009-03-17",118.77,118.79,109.84,115.96,6033300,115.96
"2009-03-18",114.9,123.2,112.37,118.64,4539700,118.64
"2009-03-19",121.23,127.78,119,124.8,4030900,124.8
"2009-03-20",125.5,127.75,119.93,120.37,3284400,120.37
"2009-03-23",124,131.65,122.39,131.02,3868900,131.02
"2009-03-24",130.17,133.92,128.02,128.8,3042100,128.8
"2009-03-25",132.46,137.8,128,133.98,3329800,133.98
"2009-03-26",136.95,158.49,135.65,150.39,9169200,150.39
"2009-03-27",143.51,154.16,141,147.36,4749800,147.36
"2009-03-30",137.51,141.79,136.28,136.76,3927000,136.76
"2009-03-31",132.7,140.02,129.78,132.7,5567300,132.7
"2009-04-01",130,137.4,130,135.5,3146500,135.5
"2009-04-02",138.47,142.93,136.5,138.02,3423500,138.02
"2009-04-03",137.27,137.65,130.51,134.38,3927700,134.38
"2009-04-06",130.5,139.24,129.88,138.16,3450600,138.16
"2009-04-07",134.1,137.02,132.35,133.12,2440600,133.12
"2009-04-08",134.78,138.28,133.17,135.69,2398000,135.69
"2009-04-09",139.36,144.29,139.23,142.05,3133300,142.05
"2009-04-13",140.58,148.11,139.5,144.1,2525400,144.1
"2009-04-14",143.75,151,142.1,148.1,3610600,148.1
"2009-04-15",151.45,151.6,147.17,149.25,2557500,149.25
"2009-04-16",151.48,151.99,145.56,146.93,2263300,146.93
"2009-04-17",146.65,147.25,142.61,143.8,2204600,143.8
"2009-04-20",140.64,142.38,138.07,138.48,2119100,138.48
"2009-04-21",136,142.33,135.6,140.14,1761300,140.14
"2009-04-22",139.4,151.44,138.5,145.87,3063300,145.87
"2009-04-23",147.04,147.65,140.75,143.5,2563300,143.5
"2009-04-24",143,150.5,142.64,147.46,2723100,147.46
"2009-04-27",144.62,154.1,144.62,152,2971900,152
"2009-04-28",152.97,154.47,146.04,146.66,3244700,146.66
"2009-04-29",149.62,156.36,147.82,151.67,5545700,151.67
"2009-04-30",175,190.63,174.9,187.29,11742100,187.29
"2009-05-01",187.92,190,176.36,180.89,5603100,180.89
"2009-05-04",181.61,195.18,179.09,193.64,4763900,193.64
"2009-05-05",192.69,195.66,188.83,192.21,2871800,192.21
"2009-05-06",194.7,200.46,194.13,199.1,3379400,199.1
"2009-05-07",205.9,207.51,190.5,195.05,3830500,195.05
"2009-05-08",198.49,199,187,191.05,2665600,191.05
"2009-05-11",188.09,196.48,185.39,193.63,3176100,193.63
"2009-05-12",195.25,197.25,188.78,190.65,2380800,190.65
"2009-05-13",186.61,187.05,177.5,179.5,3530900,179.5
"2009-05-14",179.37,184.63,177.65,180.43,2833400,180.43
"2009-05-15",181.6,183.63,176.84,177.43,2186600,177.43
"2009-05-18",178.99,184.98,176.87,184.9,2505100,184.9
"2009-05-19",183.28,194.29,181.75,189.7,3593000,189.7
"2009-05-20",193.85,205.43,193.01,202.4,6070500,202.4
"2009-05-21",198.01,199.98,190.77,193.2,2838400,193.2
"2009-05-22",196,196.86,191.47,191.72,1970400,191.72
"2009-05-26",182.18,185.75,176.26,179.51,6118100,179.51
"2009-05-27",180.49,186.25,177.67,180.69,3723000,180.69
"2009-05-28",184,186,179.99,183.75,2838400,183.75
"2009-05-29",186,191.75,184.5,190.29,2962100,190.29
"2009-06-01",194.48,196.25,185,189.06,3596200,189.06
"2009-06-02",187.61,188.8,183.21,184.5,2686500,184.5
"2009-06-03",182.5,183.48,175,178.51,3124600,178.51
"2009-06-04",179.85,185.1,178.25,184.25,2820600,184.25
"2009-06-05",187,187.28,179.5,182.1,2345400,182.1
"2009-06-08",179,185.3,173.58,183.97,3124800,183.97
"2009-06-09",185,185.72,182.4,182.88,2519800,182.88
"2009-06-10",184.41,186.85,180.16,186.75,3440500,186.75
"2009-06-11",186.71,187.5,183.5,184.1,2338000,184.1
"2009-06-12",182.95,184.73,180.5,183.8,1900600,183.8
"2009-06-15",180.25,182,177.51,178.98,1868400,178.98
"2009-06-16",180.41,182.75,171.51,172.04,3102700,172.04
"2009-06-17",171.48,174.78,164.45,168.31,3423000,168.31
"2009-06-18",169.71,172.42,165.62,170.25,2237200,170.25
"2009-06-19",173.32,175.71,171.69,173.46,2466000,173.46
"2009-06-22",170.8,171.78,161.88,162.3,3312000,162.3
"2009-06-23",164.23,166.98,158.77,164.42,3562500,164.42
"2009-06-24",166.44,174.69,164.25,171.19,4981200,171.19
"2009-06-25",163.92,168.8,158.15,159.48,6656400,159.48
"2009-06-26",158.33,163.66,156.8,160.72,3526000,160.72
"2009-06-29",162.74,164.5,156.85,157.2,2947600,157.2
"2009-06-30",159,162.5,155.73,162.2,3472700,162.2
"2009-07-01",163.82,164.11,154.55,155.29,4672500,155.29
"2009-07-02",151.9,157.99,151.4,154.2,3340000,154.2
"2009-07-06",152.04,152.64,145.2,149.6,3955800,149.6
"2009-07-07",149.98,152.26,144.67,144.74,3085200,144.74
"2009-07-08",146.76,150.44,143.36,149.58,3727000,149.58
"2009-07-09",150.7,151.86,145.55,146.11,3542800,146.11
"2009-07-10",147,147.69,142.78,143.1,2011200,143.1
"2009-07-13",144,145.96,139.9,145.79,2641900,145.79
"2009-07-14",142.76,145.02,140.09,141.54,2949700,141.54
"2009-07-15",143,150.3,142.13,148.61,3576700,148.61
"2009-07-16",148.4,150.47,144.73,145.18,2945500,145.18
"2009-07-17",145.05,147.44,143,144.55,2676100,144.55
"2009-07-20",145.8,149.47,145.5,146.64,1996600,146.64
"2009-07-21",150.41,157.83,150,155.4,4282000,155.4
"2009-07-22",153.49,153.49,149.55,151.36,2912100,151.36
"2009-07-23",154.63,159.9,152.73,157.78,3094000,157.78
"2009-07-24",164.69,173.1,162.76,169.43,4784200,169.43
"2009-07-27",172.55,176.05,170.35,171.5,2945500,171.5
"2009-07-28",168.25,170.61,163.8,167.9,2560800,167.9
"2009-07-29",166,171.7,163.5,167.99,3121600,167.99
"2009-07-30",174.83,175.88,171.11,173.55,6316700,173.55
"2009-07-31",155,158.94,153.14,154.39,9400600,154.39
"2009-08-03",156.25,158.5,153.76,155.58,3897200,155.58
"2009-08-04",154.48,156.38,146.11,147.98,4636400,147.98
"2009-08-05",146.5,151,146,149.54,3044000,149.54
"2009-08-06",152.02,152.02,142.03,142.76,3888200,142.76
"2009-08-07",145.52,146.95,141.76,146.47,2705400,146.47
"2009-08-10",146.25,147.87,144.63,147.34,1950900,147.34
"2009-08-11",146.51,149.83,145.12,146.53,2010600,146.53
"2009-08-12",145.48,147.4,144.72,144.99,2026000,144.99
"2009-08-13",144.78,148.4,142.5,144.76,2851700,144.76
"2009-08-14",144.3,144.63,140.63,141.78,2635600,141.78
"2009-08-17",135.88,138.41,132.51,134.43,3598800,134.43
"2009-08-18",138.52,138.81,132.61,133.12,3536200,133.12
"2009-08-19",130.75,131.5,127.84,131.43,5025800,131.43
"2009-08-20",130.36,135,129.98,130.42,3492300,130.42
"2009-08-21",129.5,129.5,121.5,121.54,7197200,121.54
"2009-08-24",123.5,127,120.43,124.08,6066500,124.08
"2009-08-25",124.45,128.24,124.08,128.18,4591100,128.18
"2009-08-26",127.16,128.8,124.6,126.75,3452200,126.75
"2009-08-27",124.99,125.88,122.18,125.88,4040200,125.88
"2009-08-28",126.99,127.85,123.28,124.21,2181700,124.21
"2009-08-31",121.89,122.97,118.85,121.58,2741300,121.58
"2009-09-01",121.15,122.35,114.47,114.98,3884600,114.98
"2009-09-02",114.35,119.79,112.09,118.32,3661600,118.32
"2009-09-03",121.25,121.79,118.16,119.94,2378300,119.94
"2009-09-04",121.01,121.47,117.69,121.47,1774700,121.47
"2009-09-08",123.9,134.64,123.43,134.41,7208900,134.41
"2009-09-09",136.6,144.82,134.79,136.61,8004700,136.61
"2009-09-10",138.55,140.96,136.61,140.15,3321400,140.15
"2009-09-11",141.47,143.5,136.14,136.75,3445700,136.75
"2009-09-14",131.78,133.4,130.12,133.09,3312600,133.09
"2009-09-15",134,142.81,133.57,140.1,4417900,140.1
"2009-09-16",143.89,147.8,143.53,146.99,4242200,146.99
"2009-09-17",150.63,157.1,149.45,151.08,4314100,151.08
"2009-09-18",155.48,156.81,153,156.15,3061600,156.15
"2009-09-21",153.6,157.5,151.5,157.25,2077200,157.25
"2009-09-22",160.01,163.32,155.7,156.3,2701700,156.3
"2009-09-23",157.51,157.53,152.21,152.71,2899900,152.71
"2009-09-24",154.61,155.56,147.14,150.62,2595800,150.62
"2009-09-25",148.1,154.13,146.43,152.87,2375300,152.87
"2009-09-28",148.24,150.74,146.64,148.08,2992900,148.08
"2009-09-29",148.1,153.05,147.21,152.05,2565800,152.05
"2009-09-30",153.71,157.15,151.77,152.86,3198900,152.86
"2009-10-01",147.6,150.35,143.47,143.76,3387900,143.76
"2009-10-02",148.02,154.43,147.5,150,4430700,150
"2009-10-05",151.01,152.3,148.43,148.58,2248700,148.58
"2009-10-06",149.84,154.04,149,150.65,2371500,150.65
"2009-10-07",150.58,155,150.5,154.84,2104400,154.84
"2009-10-08",155.26,158,155.09,156.73,2582000,156.73
"2009-10-09",155.52,157.28,154.35,156.69,1744200,156.69
"2009-10-12",156.67,162.2,156.67,160,2633400,160
"2009-10-13",158.25,158.98,154.32,154.32,2838800,154.32
"2009-10-14",155.89,157.45,146.92,154.32,6983200,154.32
"2009-10-15",154,156.09,149.6,152.76,13439500,152.76
"2009-10-16",150.9,151.68,147.17,147.54,4176500,147.54
"2009-10-19",147.25,152.7,145.5,152.19,3608100,152.19
"2009-10-20",151.65,156,151.57,155.02,2849600,155.02
"2009-10-21",154.19,157,153.64,153.94,1909200,153.94
"2009-10-22",150.6,156.87,150.54,156.08,2313100,156.08
"2009-10-23",152.93,154.92,151.72,152.39,1974800,152.39
"2009-10-26",155.2,158.14,153.06,154.87,2549500,154.87
"2009-10-27",153.94,156,148.45,150.22,2099600,150.22
"2009-10-28",148.91,154.37,148.8,151.58,5374200,151.58
"2009-10-29",127.66,129.23,122.75,126.47,12498800,126.47
"2009-10-30",129.44,130.03,121.32,121.93,5590700,121.93
"2009-11-02",121.24,123.99,120,121.7,3001900,121.7
"2009-11-03",120.5,125.26,120.09,124.51,2608700,124.51
"2009-11-04",126.09,127.1,121,121.59,2745500,121.59
"2009-11-05",122.55,123.7,119.6,120.76,2836900,120.76
"2009-11-06",120,120.37,117.14,117.93,2949100,117.93
"2009-11-09",120.5,120.5,117.75,119.5,2789000,119.5
"2009-11-10",119.28,123.85,119,119.9,2281900,119.9
"2009-11-11",121.89,122,118.23,119.85,2032900,119.85
"2009-11-12",118.56,118.75,115.09,115.37,3761400,115.37
"2009-11-13",116.14,119.54,115.78,118.3,2860500,118.3
"2009-11-16",120.03,125.22,120.02,123.41,3166800,123.41
"2009-11-17",125.87,127.54,123.44,123.99,2349400,123.99
"2009-11-18",127.19,127.99,123.1,124.67,2839600,124.67
"2009-11-19",124,124,120.05,121.13,2047400,121.13
"2009-11-20",119.14,121.79,118.9,121.18,1654900,121.18
"2009-11-23",123.65,124.93,120.8,121.42,1593600,121.42
"2009-11-24",121.1,121.42,118.35,119.25,1474300,119.25
"2009-11-25",120.49,121.38,118.54,120.97,1245600,120.97
"2009-11-27",117.12,121.74,116.51,120.3,1081400,120.3
"2009-11-30",120.79,121.99,118.06,119.11,1599500,119.11
"2009-12-01",121.09,123.86,119.11,122.02,2125000,122.02
"2009-12-02",122.5,123.15,121.16,121.71,1101700,121.71
"2009-12-03",122.95,130.27,122.19,128.12,5304900,128.12
"2009-12-04",131.69,133.44,126.3,129.62,3730400,129.62
"2009-12-07",131.2,135.94,130.69,135.18,3331300,135.18
"2009-12-08",134.22,137.3,133.51,133.54,2330600,133.54
"2009-12-09",132.79,136.2,131.52,135.36,2169700,135.36
"2009-12-10",135,135.88,132.55,132.94,1750600,132.94
"2009-12-11",134.65,135.46,132.65,133.1,1601500,133.1
"2009-12-14",134.84,139.98,134.11,138.65,3491100,138.65
"2009-12-15",137.98,142.66,137.54,138.99,3215900,138.99
"2009-12-16",139.7,141.5,136.51,136.74,3793800,136.74
"2009-12-17",137.41,138.8,133.37,135.73,3769600,135.73
"2009-12-18",135.64,136.56,133.25,135.67,2671800,135.67
"2009-12-21",135.74,138.3,133.73,136.99,1945000,136.99
"2009-12-22",137.1,138.7,134.66,135.5,1640300,135.5
"2009-12-23",135.2,136.39,132,132.58,1967400,132.58
"2009-12-24",132.8,134.32,132.19,133.8,583700,133.8
"2009-12-28",134.78,135.43,133.5,134.83,849800,134.83
"2009-12-29",135.5,136.45,134.41,135.54,870400,135.54
"2009-12-30",134.64,136.91,134.07,136.79,994800,136.79
"2009-12-31",137.1,137.11,135.07,135.4,795400,135.4
"2010-01-04",136,136.83,133.57,135.46,1636000,135.46
"2010-01-05",135.43,140.6,135.1,137.4,2520900,137.4
"2010-01-06",138.43,140.25,137.65,140.02,2195800,140.02
"2010-01-07",141,142.46,138.91,140.48,2040000,140.48
"2010-01-08",139.7,141.5,137.01,139.68,1582700,139.68
"2010-01-11",141,141.24,137.77,138.24,1575400,138.24
"2010-01-12",137,137,132.66,132.98,2087900,132.98
"2010-01-13",133.52,134,129.42,132.12,1805600,132.12
"2010-01-14",131.52,136.23,124.72,124.84,8294100,124.84
"2010-01-15",125.89,126.5,122.5,124.07,3771900,124.07
"2010-01-19",123.13,124.68,120,123.94,3574400,123.94
"2010-01-20",120.61,122,118.25,119.5,3931300,119.5
"2010-01-21",119.08,121.45,118.19,119.12,2870600,119.12
"2010-01-22",119.54,119.54,109.77,112.39,4926800,112.39
"2010-01-25",114.68,115.75,111.1,111.72,2802300,111.72
"2010-01-26",112.02,117.88,111.35,115.13,4067700,115.13
"2010-01-27",115.06,115.98,111.02,114.14,2191000,114.14
"2010-01-28",115.3,115.78,112.07,114.35,2436800,114.35
"2010-01-29",114.64,120.03,113,113.3,2927700,113.3
"2010-02-01",114.89,119.84,114.25,117.49,1797000,117.49
"2010-02-02",117.49,118.68,115.29,117.37,2174800,117.37
"2010-02-03",117.86,120.3,117.74,119.07,1314900,119.07
"2010-02-04",116.56,117.86,113.25,113.46,1578800,113.46
"2010-02-05",113.92,114.4,110.84,114.19,1965700,114.19
"2010-02-08",111.98,113.32,110.57,111.21,1931600,111.21
"2010-02-09",112.94,114.9,111.25,113.29,2518500,113.29
"2010-02-10",112.65,113.04,107.25,109.33,2673700,109.33
"2010-02-11",110.65,114.45,110.21,113.81,2273800,113.81
"2010-02-12",113.21,115.9,110.44,115.1,1874900,115.1
"2010-02-16",116.84,122.79,116.04,121.36,2546600,121.36
"2010-02-17",123.47,124.75,121.7,124.22,2602900,124.22
"2010-02-18",125.63,127,124.05,126.29,4205800,126.29
"2010-02-19",116.68,118.49,115.12,116,5671700,116
"2010-02-22",114.76,115.12,110.32,113.09,5790400,113.09
"2010-02-23",109,109.64,105.08,105.78,5722200,105.78
"2010-02-24",106.6,107.7,103.58,105.13,3706200,105.13
"2010-02-25",100.55,103.46,98.71,102.97,5220500,102.97
"2010-02-26",105.26,105.98,102.53,105.75,2717900,105.75
"2010-03-01",107.59,107.9,104.36,105.62,1756700,105.62
"2010-03-02",106.28,109.34,104.7,107.26,2900100,107.26
"2010-03-03",108.5,110.15,107.46,107.64,1782400,107.64
"2010-03-04",108.8,109.7,107.95,108.05,1393700,108.05
"2010-03-05",108.73,109.5,108.11,108.62,1352000,108.62
"2010-03-08",109.2,109.49,106.52,108.64,1496400,108.64
"2010-03-09",105.9,107.28,104.83,106.22,2619300,106.22
"2010-03-10",106.25,112.25,106.11,110.95,3146300,110.95
"2010-03-11",110.7,115.7,109.95,113.69,3096400,113.69
"2010-03-12",114.5,117.44,114.29,115.53,2104300,115.53
"2010-03-15",115.53,118.64,114.21,114.92,2010200,114.92
"2010-03-16",115.81,116.7,114.4,115.24,948300,115.24
"2010-03-17",116.25,116.49,114.39,114.53,1220300,114.53
"2010-03-18",114.05,115.82,113.45,115.13,1500700,115.13
"2010-03-19",114.5,114.9,112.55,113.3,2220900,113.3
"2010-03-22",110.22,110.93,108.97,109.36,2446200,109.36
"2010-03-23",109.93,112.68,109.52,112.02,1519400,112.02
"2010-03-24",111.15,111.97,109.36,109.45,1766900,109.45
"2010-03-25",112.81,113.7,111.77,112.05,2080100,112.05
"2010-03-26",113.59,118.58,113.06,116.5,3825100,116.5
"2010-03-29",118.22,120.5,117.3,119.37,2148800,119.37
"2010-03-30",120,122.89,119.41,122.18,2153500,122.18
"2010-03-31",121.68,123.4,121.31,122.65,1670400,122.65
"2010-04-01",122.33,123.35,118.88,121.3,1638400,121.3
"2010-04-05",122.48,124,120.83,122.28,1095600,122.28
"2010-04-06",122.26,122.26,120.11,120.53,1101600,120.53
"2010-04-07",122.98,126.73,122.51,126.6,2682400,126.6
"2010-04-08",125.4,127.56,124.15,126.25,1633200,126.25
"2010-04-09",126.45,127,123.78,124.09,1477300,124.09
"2010-04-12",123.94,129.95,123.76,127.86,1964800,127.86
"2010-04-13",128,128.5,126.31,126.75,1057100,126.75
"2010-04-14",128.25,132.64,128,132.6,2477400,132.6
"2010-04-15",133.33,139.46,132.49,137.9,2887300,137.9
"2010-04-16",138.02,138.09,132.17,134.32,1765100,134.32
"2010-04-19",132.1,134.9,130.15,132.8,1615200,132.8
"2010-04-20",134.88,135.72,131.9,134.12,1198400,134.12
"2010-04-21",132,132.08,128,130.49,2200500,130.49
"2010-04-22",129.5,134.29,129.36,133.94,1493200,133.94
"2010-04-23",132.48,133.88,130.27,133.87,1419600,133.87
"2010-04-26",132.96,135.42,130.88,131.95,1141000,131.95
"2010-04-27",131.94,133.79,127.78,128.36,1927500,128.36
"2010-04-28",128.39,131.56,128.05,128.13,3146100,128.13
"2010-04-29",141.83,152.53,141.69,150.87,9799000,150.87
"2010-04-30",148.65,150.79,143.49,143.98,3459300,143.98
"2010-05-03",145.75,148.11,144,146.91,1898000,146.91
"2010-05-04",143.55,143.72,137.91,139.73,2390900,139.73
"2010-05-05",135.19,137.5,132,133.95,2850800,133.95
"2010-05-06",132.5,136.24,118.01,122.24,4540700,122.24
"2010-05-07",123.34,127.2,117.27,122.55,3443300,122.55
"2010-05-10",129.2,134.24,128.29,130.18,2252700,130.18
"2010-05-11",129.8,129.8,126.61,127.45,1557900,127.45
"2010-05-12",128.91,129.06,125.25,128.62,1726300,128.62
"2010-05-13",126.86,129.45,125.93,126,1085700,126
"2010-05-14",123.5,124.5,118.75,120.31,2088600,120.31
"2010-05-17",119.71,120.31,110.12,113.17,4791700,113.17
"2010-05-18",115.89,115.89,108.24,110.06,3281000,110.06
"2010-05-19",108.15,110.93,105.35,110,4500500,110
"2010-05-20",107.99,114,105.5,109.62,4391100,109.62
"2010-05-21",107.42,115.88,106.36,113.95,3281400,113.95
"2010-05-24",115.41,115.41,108.72,109.21,2047400,109.21
"2010-05-25",106,112.98,103.7,112.62,2685800,112.62
"2010-05-26",115.18,117,109.61,110.35,2292200,110.35
"2010-05-27",114.71,115.9,112.2,115.8,2038600,115.8
"2010-05-28",115.64,115.95,110.56,112.36,1649100,112.36
"2010-06-01",112.22,112.51,107.05,107.11,2141100,107.11
"2010-06-02",108.38,110.99,106.67,110.98,1863500,110.98
"2010-06-03",112.67,114.5,110.57,112.96,1911400,112.96
"2010-06-04",109.97,115.34,108.59,109.84,2639100,109.84
"2010-06-07",110.03,110.08,104.56,104.98,2195400,104.98
"2010-06-08",105.31,106.85,100.19,104.38,3653500,104.38
"2010-06-09",105.96,108.97,102.5,103.07,2024800,103.07
"2010-06-10",106.3,109.62,104.5,109.36,2135700,109.36
"2010-06-11",105.75,108.96,105.31,107.27,2318100,107.27
"2010-06-14",109.03,110,107.2,107.53,1761200,107.53
"2010-06-15",109.29,117.55,109.26,117.27,3813600,117.27
"2010-06-16",115.8,120.44,114.61,118.77,3447300,118.77
"2010-06-17",124.93,125.88,122.52,123.45,3229000,123.45
"2010-06-18",125.1,125.37,121.68,123.68,2388600,123.68
"2010-06-21",125.5,126.49,121.52,122.45,2096700,122.45
"2010-06-22",122.67,124.5,119.7,119.84,1779200,119.84
"2010-06-23",120.08,121.9,116.75,120.75,1397100,120.75
"2010-06-24",120,120.36,116.26,116.88,1544800,116.88
"2010-06-25",116.88,119.46,115.16,119.26,2264400,119.26
"2010-06-28",121.85,123.91,119.22,119.23,1869600,119.23
"2010-06-29",116.22,117.41,113.55,114.42,2243400,114.42
"2010-06-30",114.48,118,113.67,113.83,1937300,113.83
"2010-07-01",113.61,117.96,112.06,117.45,2078200,117.45
"2010-07-02",118.46,121.68,118.33,120.52,2082800,120.52
"2010-07-06",123.51,126.6,121.12,121.88,2506700,121.88
"2010-07-07",122.56,128.73,122.56,128.48,2553400,128.48
"2010-07-08",129.96,131.81,127.5,130.65,2176900,130.65
"2010-07-09",130,132.26,129.23,132.13,1265400,132.13
"2010-07-12",131.6,132.51,128.35,129.71,1204400,129.71
"2010-07-13",131.34,131.86,129.5,130.64,1418200,130.64
"2010-07-14",129.77,135.4,129.58,133.21,2208800,133.21
"2010-07-15",133.01,133.46,129.42,131.46,1760400,131.46
