"","MA.Open","MA.High","MA.Low","MA.Close","MA.Volume","MA.Adjusted"
"2013-01-30",516.64,521.6,513.9,516,11601000,51.37
"2013-01-31",532,535.35,513,518.4,20412000,51.61
"2013-02-01",520.81,522.54,513.69,518.71,9949000,51.64
"2013-02-04",516.29,518,512.09,514.22,6152000,51.2
"2013-02-05",520.37,522.02,516.8,520.69,7983000,51.84
"2013-02-06",520.15,523.87,518.1,523.55,6016000,52.13
"2013-02-07",521.9,523.3,516.25,519.55,6517000,51.73
"2013-02-08",518.46,524.47,518.31,524.47,5214000,52.22
"2013-02-11",525.62,526.16,519.23,520.85,5616000,51.86
"2013-02-12",520.86,522.13,518.51,519.64,3379000,51.74
"2013-02-13",521.25,521.9,516.18,519.21,4096000,51.69
"2013-02-14",516.15,523.26,516.15,522.16,6656000,51.99
"2013-02-15",516.31,524.94,516.31,523.13,7032000,52.08
"2013-02-19",525,526.49,520.96,522.86,4234000,52.06
"2013-02-20",522,524.21,512.91,512.91,5377000,51.07
"2013-02-21",514,520.93,510.56,519.59,6814000,51.73
"2013-02-22",522.91,524.43,517.29,523.83,6591000,52.15
"2013-02-25",525.34,526,510.9,510.9,8672000,50.87
"2013-02-26",513.54,515.77,507.36,509.7,7955000,50.75
"2013-02-27",510.96,516.17,507.97,515.19,6994000,51.29
"2013-02-28",515.19,521.37,513.39,517.82,6148000,51.56
"2013-03-01",515,519.51,513.29,518.3,4142000,51.6
"2013-03-04",515.98,522.41,515.76,521.41,3486000,51.91
"2013-03-05",522.53,530.78,521.85,527.1,5895000,52.48
"2013-03-06",525.52,531.23,523.35,527.58,5179000,52.53
"2013-03-07",527.72,530,525.7,526.67,6685000,52.44
"2013-03-08",530.05,530.32,524.46,529.23,5068000,52.69
"2013-03-11",529.58,532.47,528.41,530.89,4091000,52.86
"2013-03-12",529.87,530.99,522.23,523.16,4798000,52.09
"2013-03-13",522.33,528.37,521.12,527.48,4715000,52.52
"2013-03-14",528.55,531.25,526.71,527.18,5567000,52.49
"2013-03-15",525.99,528.83,518.22,519.37,11598000,51.71
"2013-03-18",515.31,519.66,514.73,515.01,5626000,51.28
"2013-03-19",516.22,517.84,508.16,511.6,6309000,50.94
"2013-03-20",516,518.7,514.35,518.62,4552000,51.64
"2013-03-21",516.44,517.72,513.22,514.01,5505000,51.18
"2013-03-22",515.82,518.78,515.53,517.5,5052000,51.52
"2013-03-25",520.25,523.96,518.77,519.99,5420000,51.77
"2013-03-26",523,537.19,522.22,535.47,9106000,53.31
"2013-03-27",532.21,540.73,530.38,538.03,6483000,53.57
"2013-03-28",538.4,541.96,536.9,541.13,6689000,53.88
"2013-04-01",542.44,546.9,536,537.23,5501000,53.49
"2013-04-02",540.7,543.99,539.02,540.59,3696000,53.82
"2013-04-03",540.85,542.96,530.39,533.25,5330000,53.09
"2013-04-04",532.75,535.64,530.14,534.22,4432000,53.19
"2013-04-05",527.04,532.4,526.99,531.6,5783000,52.99
"2013-04-08",530.69,535.66,529.78,534.37,3631000,53.26
"2013-04-09",534,534.35,523.15,527.64,9011000,52.59
"2013-04-10",529.67,537.98,528.43,534.43,4839000,53.27
"2013-04-11",534.42,542.32,532.57,541.24,5679000,53.95
"2013-04-12",534.65,536.42,529.61,532.99,6794000,53.13
"2013-04-15",530.23,533.85,521.71,521.71,5281000,52
"2013-04-16",523.11,531.58,522.06,531.58,5494000,52.99
"2013-04-17",527.25,530.86,524.68,525.76,6310000,52.41
"2013-04-18",525.75,526.48,521,521,6434000,51.93
"2013-04-19",522.83,523.71,518.56,521.96,5106000,52.03
"2013-04-22",522.05,523.69,518.79,522.11,4398000,52.04
"2013-04-23",525.94,531.19,523.59,531,3569000,52.93
"2013-04-24",531.97,534.75,531.23,532.02,2663000,53.03
"2013-04-25",534.13,539,525.15,535.14,3787000,53.34
"2013-04-26",534.22,538.16,533.47,535.33,4543000,53.36
"2013-04-29",537.48,539.99,535.35,539.01,3809000,53.73
"2013-04-30",539.79,552.93,539.57,552.93,7987000,55.11
"2013-05-01",538.77,544.85,536.02,539.82,10110000,53.81
"2013-05-02",536,547.33,535.69,545.53,9470000,54.38
"2013-05-03",551.74,557.66,550.63,553.55,7941000,55.18
"2013-05-06",553.6,556.77,547.03,547.73,6063000,54.6
"2013-05-07",548.08,551.93,545.44,551.26,4333000,54.95
"2013-05-08",551.17,554.96,548.28,553.72,4391000,55.19
"2013-05-09",552.95,556.17,549.89,551.88,4387000,55.01
"2013-05-10",553.79,557.54,533.79,555.13,4670000,55.33
"2013-05-13",553,558.41,553,555.84,3441000,55.4
"2013-05-14",557.86,571.25,556.42,569.68,6568000,56.78
"2013-05-15",570.34,574.95,569.16,574.36,6555000,57.25
"2013-05-16",572.87,573.66,570.14,570.14,4409000,56.83
"2013-05-17",574.36,585,572.25,584.78,6242000,58.29
"2013-05-20",583.14,588.54,582.02,583.34,4466000,58.14
"2013-05-21",584.53,589,582.4,584.85,3918000,58.3
"2013-05-22",587,588.29,576.14,576.71,5612000,57.48
"2013-05-23",569.77,576.99,568.38,569.73,6476000,56.79
"2013-05-24",566.75,572.87,563.32,571.46,3910000,56.96
"2013-05-28",580,585.27,575.72,575.74,4709000,57.39
"2013-05-29",572.32,576.21,570.45,573.01,3508000,57.12
"2013-05-30",573.55,582.64,572.01,576.16,3784000,57.43
"2013-05-31",575.2,580.6,569.61,570.25,6107000,56.84
"2013-06-03",571.34,575.91,568.66,575.91,5822000,57.4
"2013-06-04",575.48,576.9,563.99,568.22,6460000,56.64
"2013-06-05",565,568.21,559.28,559.57,5421000,55.78
"2013-06-06",557.75,565.16,557.1,564.95,4399000,56.31
"2013-06-07",567.75,569.37,563.67,566.25,7163000,56.44
"2013-06-10",567.6,569.09,562.66,565.78,4113000,56.39
"2013-06-11",562.17,565.24,560,560.44,4334000,55.86
"2013-06-12",564.77,565.11,557.98,557.98,5816000,55.62
"2013-06-13",557.56,575.54,557.06,573.72,8606000,57.19
"2013-06-14",574.01,574.78,569.2,571.16,6231000,56.93
"2013-06-17",574.07,580.98,574.07,578.19,7248000,57.63
"2013-06-18",581.55,584.88,580.23,584.41,5495000,58.25
"2013-06-19",585.54,591.89,585.28,586.37,7661000,58.45
"2013-06-20",579.6,585.7,572.19,572.72,9215000,57.09
"2013-06-21",579.19,579.9,568.88,573.29,12178000,57.14
"2013-06-24",563.37,569.58,557.48,562.6,9427000,56.08
"2013-06-25",567.27,567.63,561.62,564.58,8312000,56.27
"2013-06-26",568,572.75,563.79,570,5343000,56.82
"2013-06-27",571.53,577.43,570,570.68,5942000,56.88
"2013-06-28",569.17,574.5,566.47,574.5,10396000,57.26
"2013-07-01",578.61,590,577.55,583.21,8534000,58.13
"2013-07-02",581.9,588.95,579.71,583.06,5605000,58.12
"2013-07-03",579.78,587.65,579.78,586.18,2434000,58.43
"2013-07-05",590,595.03,586,595.03,5465000,59.37
"2013-07-08",597.18,602.74,589.17,589.29,7052000,58.8
"2013-07-09",593.72,596.49,591.87,593.59,5922000,59.23
"2013-07-10",593.6,595.14,587.38,590.91,5330000,58.96
"2013-07-11",596.82,601.62,592.16,601.02,4652000,59.97
"2013-07-12",600.75,601.82,596.36,598.86,4498000,59.75
"2013-07-15",599.24,600,594,595.87,4306000,59.45
"2013-07-16",596.22,597.91,589.38,589.79,4682000,58.85
"2013-07-17",583,593.94,582.95,593.35,9218000,59.2
"2013-07-18",596.03,600.74,594.52,596.92,3487000,59.56
"2013-07-19",598.78,600.95,592.66,593.33,8235000,59.2
"2013-07-22",594.34,603.85,593.06,602.6,5362000,60.13
"2013-07-23",603.83,604.85,597.5,598,4649000,59.67
"2013-07-24",598.33,600,589.65,590.99,7752000,58.97
"2013-07-25",594.2,601.86,594.14,598.98,7277000,59.76
"2013-07-26",596.61,599.73,592.92,598.15,3848000,59.68
"2013-07-29",598.87,600.99,594.53,597.02,3266000,59.57
"2013-07-30",599.65,603.9,599.07,601.42,6028000,60.01
"2013-07-31",624.49,626.23,567.02,610.61,40090000,60.93
"2013-08-01",618.74,649.65,618.74,646.38,30337000,64.49
"2013-08-02",644.28,647.02,640.4,645.57,6684000,64.41
"2013-08-05",641.22,645.86,640.43,642.45,5878000,64.1
"2013-08-06",642.21,656.98,639.95,654,8199000,65.25
"2013-08-07",653,653,645.04,646.32,5860000,64.49
"2013-08-08",649.06,650,641.49,645.84,4532000,64.44
"2013-08-09",647.37,647.37,637.68,637.96,3933000,63.65
"2013-08-12",639.61,639.61,629.2,630.72,5240000,62.93
"2013-08-13",636.81,636.81,630.21,633.33,3245000,63.19
"2013-08-14",635.61,637.13,628.07,629.98,3943000,62.86
"2013-08-15",623.86,624.79,615.63,618.74,5329000,61.74
"2013-08-16",618.3,624.23,616.12,618.21,4834000,61.68
"2013-08-19",619.15,626.01,617.5,619.89,3907000,61.85
"2013-08-20",621.15,625.08,618.98,622.41,2985000,62.1
"2013-08-21",619.61,627.59,618.01,619.31,9306000,61.79
"2013-08-22",623,623,616.86,621.08,3926000,61.97
"2013-08-23",622.03,626.58,618.01,626.11,4587000,62.47
"2013-08-26",625.75,625.75,614.54,615.18,5829000,61.38
"2013-08-27",608.18,612.59,605.87,607.92,5471000,60.66
"2013-08-28",605.9,613.22,605.42,610.61,6406000,60.93
"2013-08-29",610.5,618.4,610.45,612.57,5060000,61.12
"2013-08-30",613.95,614.98,603.59,606.08,6123000,60.47
"2013-09-03",612,624.82,610.49,623.45,11390000,62.21
"2013-09-04",623.45,627.67,617.5,623.4,4018000,62.2
"2013-09-05",623,631.63,622.47,629,3822000,62.76
"2013-09-06",632,639.74,627.12,636.62,5874000,63.52
"2013-09-09",638.01,640.89,635.53,640.4,6169000,63.9
"2013-09-10",643.98,652.1,643.63,651.5,7172000,65.01
"2013-09-11",652.5,663.23,644.78,658.46,7539000,65.7
"2013-09-12",661.75,672.3,654.5,667.52,10857000,66.6
"2013-09-13",666.8,669.8,664.69,666.41,6090000,66.49
"2013-09-16",673.8,675,668.65,671,7003000,66.95
"2013-09-17",673.31,680.85,671.53,679.17,4810000,67.77
"2013-09-18",679,688.52,676.44,687.64,4670000,68.61
"2013-09-19",691.75,695.01,685.11,686.37,5099000,68.48
"2013-09-20",689.67,689.67,682.48,685.74,6726000,68.42
"2013-09-23",685.36,689.99,680.11,682.99,5171000,68.15
"2013-09-24",682.5,691.66,678.34,685.37,6e+06,68.38
"2013-09-25",683.68,686.04,671.74,671.94,8780000,67.04
"2013-09-26",675.23,679.77,672.49,677.58,3815000,67.61
"2013-09-27",677.43,682.61,675.13,681.85,3133000,68.03
"2013-09-30",677.66,677.81,670.18,672.78,4362000,67.13
"2013-10-01",674.42,679.58,672.48,677.79,4121000,67.63
"2013-10-02",675.43,676.42,671.34,676.31,4632000,67.48
"2013-10-03",673.18,675.9,664.05,669.06,5547000,66.76
"2013-10-04",668.06,674.72,667.44,673.33,4077000,67.18
"2013-10-07",667.78,671,665.17,666.07,5289000,66.52
"2013-10-08",666.3,667.35,651.44,653.87,7294000,65.3
"2013-10-09",655.73,664.47,647.44,657.23,6541000,65.64
"2013-10-10",668.34,678.59,666.88,678.59,4913000,67.77
"2013-10-11",678.85,685.54,675.74,684.18,5458000,68.33
"2013-10-14",679.42,690.05,674.3,689.1,3598000,68.82
"2013-10-15",687.25,693.24,682.66,686.39,9156000,68.55
"2013-10-16",689.46,699.59,687.77,695.5,5440000,69.46
"2013-10-17",692.69,705,692.61,704.64,5420000,70.37
"2013-10-18",707,716.39,701.1,715.19,5959000,71.42
"2013-10-21",717.02,719.87,709.18,717.84,4799000,71.69
"2013-10-22",721.76,727.4,716.61,718.68,4306000,71.77
"2013-10-23",716,716.62,707.01,710.97,4414000,71
"2013-10-24",714.55,726.99,714.01,724.69,4020000,72.37
"2013-10-25",725,732.45,720.05,723.78,4640000,72.28
"2013-10-28",724.03,731.6,721.36,729.94,4411000,72.9
"2013-10-29",733.44,737.83,727.55,732.44,4655000,73.15
"2013-10-30",733.99,734.6,721.35,725.68,5562000,72.47
"2013-10-31",730.04,734.62,707.39,717.1,10221000,71.61
"2013-11-01",723.95,739.24,723.18,737.48,8304000,73.65
"2013-11-04",738.33,739.82,726.24,728.4,4568000,72.74
"2013-11-05",727.31,738.24,723.23,736.38,6120000,73.54
"2013-11-06",738,738.36,730.09,733.87,4849000,73.29
"2013-11-07",737.36,737.55,719.63,721.32,4743000,72.04
"2013-11-08",720.49,734.5,720.49,734.47,4558000,73.35
"2013-11-11",734.11,743.42,732.23,741.16,4068000,74.02
"2013-11-12",739.47,740.7,731.53,737.68,4520000,73.67
"2013-11-13",735,737.45,731.9,735.48,4843000,73.45
"2013-11-14",735,744,734.56,743.53,3384000,74.25
"2013-11-15",743.55,753.6,743.55,752.26,4843000,75.13
"2013-11-18",753.72,759.7,751.21,754.55,6949000,75.35
"2013-11-19",754.5,757.5,745.01,746.95,3141000,74.6
"2013-11-20",748,753.99,743.45,745.93,3059000,74.49
"2013-11-21",744.84,749.59,744.84,747,3685000,74.6
"2013-11-22",747.52,755.87,746.52,754.45,3796000,75.34
"2013-11-25",759.17,759.5,752.4,756.49,4461000,75.55
"2013-11-26",756.93,765.15,755,757.04,5048000,75.6
"2013-11-27",761,764.48,756.1,760.4,2596000,75.94
"2013-11-29",761.43,765,759.63,760.81,2388000,75.98
"2013-12-02",760.81,763.75,754,756.12,4185000,75.51
"2013-12-03",752.9,755.16,747.25,754.1,4184000,75.31
"2013-12-04",752,753.75,744.06,748.17,5091000,74.72
"2013-12-05",750.25,754.9,747.01,751.5,3597000,75.05
"2013-12-06",757.74,759.65,752.72,758.47,3310000,75.75
"2013-12-09",762.9,766.48,758,758.86,4348000,75.79
"2013-12-10",758.5,769.1,758.5,763.61,6168000,76.26
"2013-12-11",793.74,801.63,789.47,790.57,25460000,78.95
"2013-12-12",791.5,791.5,781.33,782.54,10075000,78.15
"2013-12-13",785.5,791.79,783.46,787.97,6828000,78.69
"2013-12-16",793,800.46,791.7,796.75,7478000,79.57
"2013-12-17",799.8,803.54,796.12,797.95,9610000,79.69
"2013-12-18",797.87,803.51,788.63,802.06,10444000,80.1
"2013-12-19",802,809.21,799.03,805.38,9530000,80.43
"2013-12-20",808.55,823.21,807.04,817.05,13154000,81.6
"2013-12-23",825.06,825.63,812.56,815.1,8946000,81.4
"2013-12-24",814.52,815.82,811.05,813.2,4048000,81.21
"2013-12-26",815.05,821.9,814.17,821.9,5940000,82.08
"2013-12-27",822,828.34,820.04,827.87,5710000,82.68
"2013-12-30",830.12,838.92,828.55,833.3,7068000,83.22
"2013-12-31",839.37,839.38,830.62,835.46,6759000,83.43
"2014-01-02",837.41,837.97,830.1,834.14,7214000,83.3
"2014-01-03",834.14,835.8,826,830.81,6438000,82.97
"2014-01-06",831.96,833.88,824.66,826.69,7022000,82.56
"2014-01-07",831.01,839.19,831,837.09,7635000,83.71
"2014-01-08",837.32,844.01,836.01,836.84,6936000,83.68
"2014-01-09",840,844.24,836.25,843.6,7025000,84.36
"2014-01-10",846.84,847.48,831.6,834.76,8211000,83.48
"2014-01-13",835.46,838,807.63,810,12354000,81
"2014-01-14",812.82,822.97,804.14,821.71,10869000,82.17
"2014-01-15",825.11,829.78,821.24,823.37,7750000,82.34
"2014-01-16",824.82,827.99,822.42,825.5,4965000,82.55
"2014-01-17",825,834.02,807.88,818.42,13330000,81.84
"2014-01-21",823.02,826.56,814.03,818.48,10103000,81.85
"2014-01-22",82.21,83.9,82,83.3,7207800,83.3
"2014-01-23",83.8,83.81,81.92,82.36,6590300,82.36
"2014-01-24",81.78,81.98,78.5,78.51,9460200,78.51
"2014-01-27",78.95,78.98,74.95,76.05,13707500,76.05
"2014-01-28",76.7,79.09,76.58,78.83,7735000,78.83
"2014-01-29",78.19,78.67,77.01,77.7,7908500,77.7
"2014-01-30",80.45,80.55,78.24,79.76,8702200,79.76
"2014-01-31",75.51,76.99,71.75,75.68,23252800,75.68
"2014-02-03",76.05,76.41,73.85,73.91,9828200,73.91
"2014-02-04",74.22,74.35,72.8,73.12,11378100,73.12
"2014-02-05",72.76,73.5,72.11,72.84,7768100,72.84
"2014-02-06",73.23,74.91,73.14,74.9,6804600,74.9
"2014-02-07",75.67,76.93,75.13,76.31,8437500,76.31
"2014-02-10",76.66,77.34,75.85,76.35,4885600,76.35
"2014-02-11",76.8,76.83,76,76.19,5322900,76.19
"2014-02-12",76.44,76.93,75.67,75.97,4775200,75.97
"2014-02-13",75.48,76.64,75.13,76.53,4912300,76.53
"2014-02-14",76.58,77.66,76.48,77.39,4731900,77.39
"2014-02-18",78.46,78.49,77.2,77.49,5811700,77.49
"2014-02-19",77.34,78.01,76.53,76.65,6032800,76.65
"2014-02-20",76.88,76.88,74.85,75.86,8711100,75.86
"2014-02-21",75.86,76.35,75.5,75.7,6551800,75.7
"2014-02-24",75.57,76.97,75.56,75.96,7942200,75.96
"2014-02-25",76,76.97,75.52,76.74,7435800,76.74
"2014-02-26",76.83,77.41,76.61,77.36,7437200,77.36
"2014-02-27",77.34,78.01,77,77.76,4931400,77.76
"2014-02-28",78.2,78.67,76.95,77.72,5916500,77.72
"2014-03-03",76.53,77.09,75.65,76.73,6154600,76.73
"2014-03-04",77.81,78.8,77.41,78.5,5302700,78.5
"2014-03-05",78.67,78.88,77.83,78.2,4230200,78.2
"2014-03-06",78.4,78.71,77.57,77.63,4593400,77.63
"2014-03-07",78.07,78.25,77.52,77.94,4133600,77.94
"2014-03-10",77.8,77.94,77.27,77.39,3314700,77.39
"2014-03-11",77.49,78.45,76.89,77.9,4834400,77.9
"2014-03-12",77.22,78.34,76.8,78.34,4739700,78.34
"2014-03-13",78.38,78.77,76.54,76.62,6505400,76.62
"2014-03-14",76.51,77.22,76.23,76.34,4856900,76.34
"2014-03-17",76.75,77.84,76.74,77.83,3910900,77.83
