"","RL.Open","RL.High","RL.Low","RL.Close","RL.Volume","RL.Adjusted"
"2008-10-06",56.28,56.86,52.16,56.33,2719200,54.28
"2008-10-07",57.38,58.21,53.88,54.15,2736500,52.18
"2008-10-08",52.94,55.16,50.07,51.4,2738700,49.53
"2008-10-09",52.2,53.52,47.06,47.55,2956100,45.82
"2008-10-10",45.2,52.16,42.17,49.55,4401000,47.75
"2008-10-13",52.74,54.65,51.11,54.65,1529600,52.66
"2008-10-14",57,57.45,49.67,51.57,1804000,49.69
"2008-10-15",49.09,50.31,44.06,44.19,2221700,42.58
"2008-10-16",44.12,47.63,42.09,47.34,2758600,45.62
"2008-10-17",45.94,48.99,45.5,46.8,1269300,45.1
"2008-10-20",47.25,48.87,46.51,48.77,1508200,46.99
"2008-10-21",48.7,50.26,47.17,47.5,1969500,45.77
"2008-10-22",46.41,46.47,42.36,44.01,1701500,42.41
"2008-10-23",45.01,45.11,39.89,42.39,2405700,40.85
"2008-10-24",39.1,41.13,38.78,39.65,1949600,38.21
"2008-10-27",39.27,41.3,38.45,38.93,1022900,37.51
"2008-10-28",40.04,43.62,38.79,43.62,1638700,42.03
"2008-10-29",43.33,44.65,41.09,42.17,2041400,40.63
"2008-10-30",43.4,44.5,42.73,44.29,1643600,42.68
"2008-10-31",44.38,48.45,44.34,47.17,2184400,45.45
"2008-11-03",47,48.04,46.38,47.55,2042100,45.82
"2008-11-04",48.15,50,46.46,49.51,2564900,47.71
"2008-11-05",50.29,51.55,47.58,48,4876700,46.25
"2008-11-06",46.67,47.08,44.05,45.91,2737600,44.24
"2008-11-07",46.37,47.34,44.32,45.8,1989200,44.13
"2008-11-10",46.71,47.66,42.18,42.75,2023200,41.19
"2008-11-11",41.58,42.09,39.19,39.72,3055900,38.27
"2008-11-12",38.95,41.06,38.05,39.72,3112700,38.27
"2008-11-13",40.09,44.09,37.93,43.98,3355300,42.38
"2008-11-14",42.94,44.11,41.55,42.15,2519600,40.62
"2008-11-17",41.59,43.45,40.01,40.15,2323100,38.69
"2008-11-18",40,40,34.61,36.31,4712700,34.99
"2008-11-19",36.11,37.51,32.46,32.8,3360600,31.61
"2008-11-20",32.29,35.84,31.22,32.66,3379000,31.47
"2008-11-21",33.91,36.07,32.49,36.04,3488300,34.73
"2008-11-24",36.6,41.94,35.67,40.83,3053100,39.34
"2008-11-25",41.76,42.24,36.6,39.33,3156700,37.9
"2008-11-26",38.68,43.55,37.86,43.23,2096600,41.66
"2008-11-28",42.83,43.44,41.2,43.2,661500,41.63
"2008-12-01",41.98,42.22,39,39.15,1455600,37.72
"2008-12-02",39.93,41.68,38.58,40.71,2111300,39.23
"2008-12-03",39.79,44.81,39.36,44.53,2640100,42.91
"2008-12-04",43.75,46.46,43.37,45.08,2134600,43.44
"2008-12-05",44.41,48.6,43.16,48.56,1899700,46.79
"2008-12-08",48.67,50.62,48.43,49,2452600,47.22
"2008-12-09",48.33,49,45.87,46.16,2018800,44.48
"2008-12-10",46.54,47.67,45.59,46.44,1959200,44.75
"2008-12-11",45.96,46.44,42.97,43.43,2021300,41.85
"2008-12-12",41.62,44.87,41.62,44.29,1640800,42.68
"2008-12-15",44.41,44.64,41.67,42.74,1932100,41.18
"2008-12-16",43.13,47.38,42.89,47.12,1967400,45.4
"2008-12-17",46.33,48.84,45.7,47.45,1623900,45.72
"2008-12-18",48.47,49,46.71,47.48,1300500,45.75
"2008-12-19",47.93,48.27,45.94,46.73,1739900,45.03
"2008-12-22",46.72,46.92,42.2,43.15,1588400,41.58
"2008-12-23",43.71,43.78,42,42.78,1243200,41.27
"2008-12-24",42.89,43.29,42.33,42.77,464800,41.26
"2008-12-26",42.58,43.87,42.58,43.55,420000,42.01
"2008-12-29",42.6,43.64,41.49,42.2,871600,40.71
"2008-12-30",42.35,44.71,42.08,44.61,1215600,43.04
"2008-12-31",44.5,46.32,44.38,45.41,938600,43.81
"2009-01-02",46.65,47.7,44.83,47.43,1075000,45.76
"2009-01-05",47.51,47.69,45.98,47.52,1557900,45.84
"2009-01-06",48.14,48.29,46.04,47.3,1272600,45.63
"2009-01-07",46.82,46.82,45.55,46.06,1083400,44.43
"2009-01-08",45.72,45.72,43.78,45.33,1333800,43.73
"2009-01-09",45.25,45.25,41.49,41.74,1560300,40.27
"2009-01-12",41.71,42.18,40.34,40.78,1541900,39.34
"2009-01-13",40.39,41.58,40.16,41.02,1761500,39.57
"2009-01-14",40.2,40.39,39,39.96,1976100,38.55
"2009-01-15",39.97,41.1,38.5,40.39,2130100,38.96
"2009-01-16",41.17,41.79,40.26,41.13,1839000,39.68
"2009-01-20",38.83,39.36,36.79,37.25,3160200,35.94
"2009-01-21",37.44,38.41,36.29,38.31,2176000,36.96
"2009-01-22",37.72,38.86,37.17,38.44,2678600,37.08
"2009-01-23",37.43,39.23,37.29,38.06,1258500,36.72
"2009-01-26",38.44,40.6,38.15,39.98,2235300,38.57
"2009-01-27",40.03,41.01,39.67,40.62,1949300,39.19
"2009-01-28",41.94,44.27,41.52,43.21,2522200,41.69
"2009-01-29",42.75,42.75,40.38,40.45,2383900,39.02
"2009-01-30",41.23,41.79,40.07,41.03,3535900,39.58
"2009-02-02",39.67,40.9,38.13,38.87,2997900,37.5
"2009-02-03",39.05,41.13,38.57,39.7,3859200,38.3
"2009-02-04",40.47,40.52,36.92,38.63,4676600,37.27
"2009-02-05",38.54,40.88,38.54,40.37,2575400,38.95
"2009-02-06",40.9,43.16,40.5,42.01,2533800,40.53
"2009-02-09",41.85,41.95,39.67,40.14,3098000,38.72
"2009-02-10",39.27,40.35,38.4,38.91,2606700,37.54
"2009-02-11",39.09,39.6,37.81,38.27,2369300,36.92
"2009-02-12",37.59,38.46,36.88,38.29,1848500,36.94
"2009-02-13",38.3,38.8,37.01,37.27,1370300,35.95
"2009-02-17",35.8,36.63,35.65,35.97,2808500,34.7
"2009-02-18",35.77,36.36,34.98,36.12,2072300,34.85
"2009-02-19",36.51,37.35,35.64,35.94,1536600,34.67
"2009-02-20",35.13,36.61,34.98,35.56,1884600,34.31
"2009-02-23",35.76,35.92,33.7,33.82,2320700,32.63
"2009-02-24",34.26,36.09,33.88,35.95,2230300,34.68
"2009-02-25",35.72,36.36,34.59,35.48,2040700,34.23
"2009-02-26",35.88,35.89,33.76,33.88,2279600,32.68
"2009-02-27",33.39,35.23,33.21,34.47,1522700,33.25
"2009-03-02",33.49,34.25,32.77,32.85,1807800,31.69
"2009-03-03",33.36,33.52,32,32.27,2282700,31.13
"2009-03-04",33.01,34.59,32.48,34.01,1741300,32.81
"2009-03-05",33.23,33.55,31.64,32.39,2137700,31.25
"2009-03-06",33.37,33.53,31.65,32.54,2367100,31.39
"2009-03-09",32.12,32.92,31.77,31.94,1422300,30.81
"2009-03-10",32.47,35.08,32.47,34.82,1899400,33.59
"2009-03-11",34.9,36.28,34.39,35.55,1303900,34.3
"2009-03-12",35.51,36.07,34.68,35.96,2128600,34.69
"2009-03-13",35.71,36.81,35.25,36.73,1318800,35.43
"2009-03-16",36.93,37.29,35.8,35.88,1365300,34.61
"2009-03-17",35.93,37.53,35.92,37.52,1238400,36.2
"2009-03-18",37.15,40.59,37.01,40.17,4006900,38.75
"2009-03-19",40.63,41.03,38.78,39.49,2154700,38.1
"2009-03-20",39.57,39.77,37.27,37.8,1525800,36.47
"2009-03-23",38.91,41,38.3,40.99,1459200,39.54
"2009-03-24",40.59,42.27,40.28,41.18,2065300,39.73
"2009-03-25",41.12,42.89,40.73,42.27,1719700,40.83
"2009-03-26",43,45.58,42.72,44.62,1826700,43.1
"2009-03-27",43.38,44.56,43.08,44.28,1563900,42.77
"2009-03-30",43.09,43.27,41.87,42.57,1238100,41.12
"2009-03-31",42.94,43.32,41.53,42.25,1025800,40.81
"2009-04-01",41.64,43.17,40.79,43.03,1311900,41.56
"2009-04-02",43.8,47.19,43.51,46.08,1824100,44.51
"2009-04-03",45.96,47.23,45.48,47.22,912300,45.61
"2009-04-06",46.26,46.96,44.31,45.06,2066400,43.52
"2009-04-07",44.14,44.28,42.51,42.81,1305000,41.35
"2009-04-08",43.11,45.28,42.89,45.26,1184500,43.72
"2009-04-09",46.93,48.73,46.29,48.73,1668200,47.07
"2009-04-13",48.24,51.75,47.75,51.51,2444600,49.75
"2009-04-14",50.35,50.92,49.2,50.1,1676000,48.39
"2009-04-15",49.22,50.46,47.92,49.2,2457700,47.52
"2009-04-16",49.34,50.36,48.22,49.84,1222000,48.14
"2009-04-17",50.1,51.39,49.46,51.09,922300,49.35
"2009-04-20",50.06,50.08,46.92,47.52,1434700,45.9
"2009-04-21",47.16,50.2,47.16,49.78,1607000,48.08
"2009-04-22",49.19,54.68,49.19,53.37,2389500,51.55
"2009-04-23",53.1,54.15,50.87,51.68,1880700,49.92
"2009-04-24",52.31,54.25,51.44,53.68,1861800,51.85
"2009-04-27",52.81,53.33,51.26,52.27,1095900,50.49
"2009-04-28",52.3,54.58,51.64,53.09,951000,51.28
"2009-04-29",51.74,53.95,51.53,52.72,1295100,50.92
"2009-04-30",53.43,56.62,53.33,53.84,1711100,52
"2009-05-01",53.49,54.9,53.04,53.95,1517200,52.11
"2009-05-04",53,55.03,52.5,53.36,2009700,51.54
"2009-05-05",53.01,54.74,52.28,54.48,1501200,52.62
"2009-05-06",55.47,55.47,52.7,53.9,2063200,52.06
"2009-05-07",54.55,54.97,51.77,52,1978200,50.23
"2009-05-08",52.82,53.15,50.38,51.6,1241600,49.84
"2009-05-11",50.54,51.2,48.99,49.38,2579400,47.7
"2009-05-12",50.14,51.46,47.77,48.92,2081900,47.25
"2009-05-13",47.6,48,45.25,45.47,2806900,43.92
"2009-05-14",45.5,47.15,45.37,46.14,1869400,44.57
"2009-05-15",46.14,47.7,45.76,46.73,1596400,45.14
"2009-05-18",47.37,49.94,46.88,49.86,2040400,48.16
"2009-05-19",50.05,51.34,49.08,50.52,1606400,48.8
"2009-05-20",50.61,52.23,49.65,50.04,1946800,48.33
"2009-05-21",49,50.33,48.17,48.95,1650400,47.28
"2009-05-22",49.67,50.67,48.07,50.02,1467900,48.31
"2009-05-26",49.76,54.69,49.76,54.38,3206300,52.52
"2009-05-27",55.26,58.72,53.27,54.03,7165000,52.19
"2009-05-28",54.36,55.35,52.12,53.16,2731200,51.35
"2009-05-29",52.88,54.3,52.25,53.82,2381800,51.98
"2009-06-01",55.54,59.21,54.15,58.58,3651400,56.58
"2009-06-02",58.11,59.51,57.98,58.6,2591200,56.6
"2009-06-03",57.94,59.1,57.74,58.55,2102100,56.55
"2009-06-04",57.73,58,55.65,56.86,2213200,54.92
"2009-06-05",57.73,58.28,56.03,56.39,1857000,54.47
"2009-06-08",56.38,56.47,54.64,55.86,1945400,53.95
"2009-06-09",56.57,57.09,55.46,56.63,1457900,54.7
"2009-06-10",57.96,57.96,54.95,55.93,1368400,54.02
"2009-06-11",56.21,56.24,54.37,54.52,1383400,52.66
"2009-06-12",53.91,54.25,52.33,53.45,1468600,51.63
"2009-06-15",52.64,54.34,51.55,54.1,2113100,52.25
"2009-06-16",54.36,54.63,51.68,51.98,1632900,50.21
"2009-06-17",51.43,51.99,50.61,51.23,1796900,49.48
"2009-06-18",50.63,51.65,50.14,50.82,1067300,49.09
"2009-06-19",51.1,52.57,51.1,52.28,1526300,50.5
"2009-06-22",51.29,52.19,50.58,51.12,1607100,49.38
"2009-06-23",51.28,51.39,49.57,49.91,1147700,48.21
"2009-06-24",50.6,51.88,50.13,50.99,1504400,49.3
"2009-06-25",51.43,54.5,51.43,54.19,2742700,52.39
"2009-06-26",54.08,54.99,53.68,53.83,1194300,52.05
"2009-06-29",53.8,54.82,53.1,54.13,960700,52.34
"2009-06-30",53.86,55.35,53.12,53.54,1268600,51.77
"2009-07-01",53.9,54.76,53.5,53.64,887800,51.86
"2009-07-02",52.96,53.4,51.18,51.6,981100,49.89
"2009-07-06",51.05,51.51,49.6,50.58,1247500,48.9
"2009-07-07",50.3,50.53,49.2,49.36,1375300,47.72
"2009-07-08",49.4,50.8,49.24,50.58,1527000,48.9
"2009-07-09",50.7,51.33,50.02,50.24,1131700,48.57
"2009-07-10",50.1,51.29,50.1,50.54,908800,48.86
"2009-07-13",50.4,51.4,49.57,51.12,1097200,49.43
"2009-07-14",51.01,52.18,50.44,52.14,826800,50.41
"2009-07-15",53.2,54.4,52.16,54.28,1197100,52.48
"2009-07-16",53.99,55.15,53.14,54.97,1167400,53.15
"2009-07-17",55.21,55.63,54.89,55.53,1548400,53.69
"2009-07-20",55.49,56.47,55.19,56.43,967500,54.56
"2009-07-21",56.8,57.09,55.8,57.05,1364800,55.16
"2009-07-22",56.95,58.92,56.6,58.13,1400200,56.2
"2009-07-23",58.03,61.5,57.62,61.22,1864300,59.19
"2009-07-24",60.66,61.68,60.09,61.52,881300,59.48
"2009-07-27",61.21,62.06,60.3,62.02,1184800,59.96
"2009-07-28",61.2,61.7,60.24,61.53,1165000,59.49
"2009-07-29",61.26,62.59,60.54,61.41,1034900,59.37
"2009-07-30",62.4,63.59,62.13,63.05,1132000,60.96
"2009-07-31",62.68,64.15,62.39,63.05,930500,60.96
"2009-08-03",63.44,64.58,62.41,64.58,800300,62.44
"2009-08-04",64.46,64.62,63.05,63.79,1791100,61.68
"2009-08-05",65.63,68.61,65.02,68.31,3235700,66.05
"2009-08-06",67.83,68.93,67.25,68.81,2140200,66.53
"2009-08-07",69.14,71.3,68.94,71.09,2667100,68.73
"2009-08-10",70.4,71.12,68.1,68.24,2354900,65.98
"2009-08-11",67.93,69.38,67.6,68.68,2150900,66.4
"2009-08-12",68.47,69.3,68.02,68.41,1117700,66.14
"2009-08-13",68.2,68.2,66.01,66.94,1590500,64.72
"2009-08-14",67.03,67.33,65.04,65.46,1213800,63.29
"2009-08-17",64.27,64.73,63.13,64.38,1931200,62.25
"2009-08-18",64.71,66.91,64.6,66.78,1525200,64.57
"2009-08-19",65.78,67.61,65.42,67.16,1787000,64.93
"2009-08-20",67.13,68.21,66.25,67,1838600,64.78
"2009-08-21",67.74,67.84,66.62,67.03,1591500,64.81
"2009-08-24",67.03,67.87,66.11,66.22,1236700,64.03
"2009-08-25",66.93,68.24,66.22,67.53,718100,65.29
"2009-08-26",67.33,68.64,67.15,68.17,1168200,65.91
"2009-08-27",68.15,69.53,66.57,69.13,1181600,66.84
"2009-08-28",70,70,68.29,68.72,671600,66.44
"2009-08-31",68.14,68.49,65.97,66.38,1220000,64.18
"2009-09-01",66.02,67.63,64.51,64.67,1419700,62.53
"2009-09-02",64.04,65.09,64,64.16,1053400,62.03
"2009-09-03",64.74,66.01,64.35,65.94,925200,63.75
"2009-09-04",65.94,67.28,65.43,66.75,675300,64.54
"2009-09-08",67.48,68.72,67.35,68.67,1455200,66.39
"2009-09-09",68.47,69.65,68.12,69.24,901700,66.94
"2009-09-10",69.33,69.85,68.17,69.11,641600,66.82
"2009-09-11",69.1,69.8,68.85,69.5,951400,67.2
"2009-09-14",68.8,69.94,68.26,69.48,677900,67.18
"2009-09-15",69.39,70,68.43,69.61,871000,67.3
"2009-09-16",70.2,74.92,69.42,74.43,2551900,71.96
"2009-09-17",74.4,76.01,74.4,75.52,1775300,73.02
"2009-09-18",75.85,76.28,75.32,75.5,1249100,73
"2009-09-21",75,76.87,74.61,76.34,1140400,73.81
"2009-09-22",76.66,78.44,76.47,77.4,1441400,74.83
"2009-09-23",77.45,77.96,75.46,75.65,998400,73.19
"2009-09-24",75.8,75.87,73.15,73.62,1223100,71.23
"2009-09-25",73.61,73.62,71.93,72.22,1105700,69.87
"2009-09-28",72.68,74.5,72.51,74.23,583100,71.82
"2009-09-29",77.18,78.54,76.39,77.38,1965500,74.86
"2009-09-30",77.84,77.87,76,76.62,857400,74.13
"2009-10-01",76.13,76.66,73.71,73.81,893000,71.41
"2009-10-02",72.9,74.35,72.35,73.28,969200,70.9
"2009-10-05",73.77,75.91,73.57,75.75,643600,73.29
"2009-10-06",76.2,76.58,74.19,74.82,1238500,72.39
"2009-10-07",74.58,75.98,74.37,75.25,749300,72.8
"2009-10-08",75.84,76,74.85,75.6,1150600,73.14
"2009-10-09",75.7,76.32,74.69,76.21,723200,73.73
"2009-10-12",76.57,77.31,74.76,74.94,1173200,72.5
"2009-10-13",75.55,76.42,74.54,76.03,775200,73.56
"2009-10-14",76.97,78.3,76.85,77.91,812400,75.38
"2009-10-15",77.4,78.48,76.89,77.7,905400,75.17
"2009-10-16",76.81,77.59,76.28,76.91,575600,74.41
"2009-10-19",77,79.8,77,79.1,938300,76.53
"2009-10-20",77.89,79.12,77.11,78.22,1076700,75.68
"2009-10-21",77.94,78.81,75.81,75.95,768800,73.48
"2009-10-22",76.18,79.19,76,78.8,1231700,76.24
"2009-10-23",79.01,79.19,77.29,78.05,781600,75.51
"2009-10-26",78.19,80.45,77.89,78.29,1170500,75.74
"2009-10-27",77.69,77.69,74.59,74.93,1406300,72.49
"2009-10-28",74.47,75.51,71.71,71.82,1710000,69.48
"2009-10-29",73.21,76.24,72.83,75.94,1585800,73.47
"2009-10-30",75.64,77.24,74,74.42,1764900,72
"2009-11-02",75.15,77.77,74.07,76.71,1985300,74.22
"2009-11-03",78.51,79.98,76.34,78.47,3979700,75.92
"2009-11-04",78.67,78.89,75.05,75.3,2362100,72.85
"2009-11-05",77.22,77.77,75.32,77.72,1597700,75.19
"2009-11-06",77.36,78.59,76.56,77.99,1653500,75.45
"2009-11-09",78.81,82.07,78.44,81.68,2510300,79.02
"2009-11-10",83.28,83.5,80.39,80.64,2104600,78.02
"2009-11-11",81.4,83,80.7,81.51,1378700,78.86
"2009-11-12",81.1,81.42,78.88,79.12,1348500,76.55
"2009-11-13",79.6,81.34,78.92,80.84,1077700,78.21
"2009-11-16",81.77,82.49,81.16,81.79,1169900,79.13
"2009-11-17",81.82,81.82,78.98,80.28,1435700,77.67
"2009-11-18",80.27,80.99,78.86,79.46,1197000,76.88
"2009-11-19",78.86,79,77.34,78.71,1301600,76.15
"2009-11-20",78.39,79.29,77.91,78.57,1172900,76.01
"2009-11-23",79.81,80.61,78.46,78.91,1103200,76.34
"2009-11-24",79.32,79.77,77.32,77.62,1327700,75.1
"2009-11-25",78.17,79.5,78.03,79.16,1184600,76.59
"2009-11-27",77.28,78.48,75.37,77.11,982600,74.6
"2009-11-30",77.99,78.6,76.09,76.85,1332500,74.35
"2009-12-01",78.03,79.33,77.8,78.8,1463400,76.24
"2009-12-02",79,81.47,78.54,81.18,1907000,78.54
"2009-12-03",80.87,81.1,79.89,80.18,1222200,77.57
"2009-12-04",81.14,82.51,80.25,81.56,1655900,78.91
"2009-12-07",81.54,81.71,79.96,80.25,858200,77.64
"2009-12-08",79.38,79.94,78.8,79.31,510400,76.73
"2009-12-09",78.99,79.22,78.07,79.16,516100,76.59
"2009-12-10",79.55,81.02,79.51,80.12,639400,77.51
"2009-12-11",80.83,81.49,79.65,81.2,911700,78.56
"2009-12-14",82.04,82.04,80.7,81.87,446000,79.21
"2009-12-15",81.78,81.78,79.59,79.94,734900,77.34
"2009-12-16",80.4,81.1,79.73,79.83,536000,77.23
"2009-12-17",79.13,79.65,78.85,78.92,685200,76.35
"2009-12-18",79.3,80.18,78.23,79.71,1124700,77.12
"2009-12-21",80.03,81.3,79.94,81.05,469800,78.41
"2009-12-22",80.94,81.72,80.41,81.38,623600,78.83
"2009-12-23",81.79,82.28,80.99,81.89,540200,79.32
"2009-12-24",81.87,82.56,81.64,82.41,265000,79.83
"2009-12-28",82.84,83.26,81.67,82.06,484100,79.49
"2009-12-29",82.47,82.56,81.24,82.41,498900,79.83
"2009-12-30",82.07,82.65,81.88,82.54,289100,79.95
"2009-12-31",82.66,82.66,80.98,80.98,371300,78.44
"2010-01-04",81.84,81.9,80.18,81.56,899700,79
"2010-01-05",81.37,84.99,80.83,84.76,2044900,82.1
"2010-01-06",84.74,85.23,83.78,84.12,873000,81.48
"2010-01-07",84.15,86.49,84.12,85.74,1106900,83.05
"2010-01-08",85.3,86.49,84.72,86.37,1202100,83.66
"2010-01-11",86.48,86.97,84.99,85.56,1094600,82.88
"2010-01-12",84.98,85.66,83.2,83.82,867100,81.19
"2010-01-13",84.25,85.97,83.76,85.7,827200,83.02
"2010-01-14",85.16,85.64,84.66,85.11,496900,82.44
"2010-01-15",84.51,85.53,82.88,83.83,977500,81.2
"2010-01-19",83.9,84.94,83.82,84.77,596000,82.11
"2010-01-20",84.12,86.51,83.76,86.4,1948000,83.69
"2010-01-21",86.24,86.95,84.1,84.48,1307100,81.83
"2010-01-22",84.6,84.99,81.88,82.04,1015500,79.47
"2010-01-25",82.78,83.42,82.02,82.77,819500,80.18
"2010-01-26",82.47,83.61,82.05,82.57,666700,79.98
"2010-01-27",82.41,83.3,81.76,83.01,575200,80.41
"2010-01-28",83.21,83.51,81.74,81.92,874400,79.35
"2010-01-29",82.12,84.38,81.73,82,1681900,79.43
"2010-02-01",82.8,83.67,82.63,83.14,792600,80.54
"2010-02-02",83.51,86.28,83.03,85.67,1426600,82.99
"2010-02-03",79.45,81.21,76.9,78.51,7881700,76.05
"2010-02-04",77.65,78.51,76.88,77.14,2692400,74.72
"2010-02-05",77.38,77.57,75.06,76.65,3109400,74.25
"2010-02-08",76.5,78.97,76.14,77.63,1848500,75.2
"2010-02-09",78.29,79.44,78.13,78.59,1514300,76.13
"2010-02-10",78.59,79.4,77.64,77.99,1132600,75.55
"2010-02-11",77.79,79.34,77.77,79.03,1194100,76.55
"2010-02-12",78.05,78.78,77.75,78.69,908400,76.22
"2010-02-16",79.03,79.77,78,79.72,1097400,77.22
"2010-02-17",79.74,80.72,79.74,80.3,885700,77.78
"2010-02-18",79.76,80.66,79.56,80.57,562500,78.05
"2010-02-19",80.48,81.18,80,80.6,1147000,78.08
"2010-02-22",80.75,81.7,80.28,81.31,1112600,78.76
"2010-02-23",80.96,81.31,79.89,80.28,1175000,77.77
"2010-02-24",80.55,80.67,79.87,80.15,1887400,77.64
"2010-02-25",79.58,79.89,78.73,79.64,1833800,77.15
"2010-02-26",79.7,80.92,79.3,79.93,1103000,77.43
"2010-03-01",79.23,81.05,79.16,80.76,740500,78.23
"2010-03-02",81.12,81.73,80.41,80.63,1398800,78.1
"2010-03-03",80.64,80.94,80.02,80.35,834100,77.83
"2010-03-04",80.8,81.91,80.68,80.99,1528200,78.45
"2010-03-05",81.43,82.76,81.09,82.63,984500,80.04
"2010-03-08",82.81,83.74,82.45,82.78,662900,80.19
"2010-03-09",82.4,83.45,82.19,82.93,704100,80.33
"2010-03-10",82.69,83.07,81.89,82.35,1066800,79.77
"2010-03-11",81.75,82.76,81.39,82.67,869900,80.08
"2010-03-12",83.09,83.17,81.94,82.16,721500,79.59
"2010-03-15",82,82.05,79.92,81.12,1813500,78.58
"2010-03-16",81.11,81.5,80.69,81.37,671800,78.82
"2010-03-17",81.42,82.47,81.27,81.99,608900,79.42
"2010-03-18",81.91,83.48,81.63,83.32,1050900,80.71
"2010-03-19",83.43,83.95,82.43,82.86,1056700,80.26
"2010-03-22",82.05,84.28,81.86,83.86,676100,81.23
"2010-03-23",84.33,85.48,84.19,84.9,951500,82.24
"2010-03-24",84.7,85.15,84.11,84.72,717900,82.07
"2010-03-25",85.28,85.83,84.57,84.65,671600,82
"2010-03-26",84.64,86.7,84.64,86.07,972700,83.37
"2010-03-29",86.5,86.67,84.88,85.69,680200,83.01
"2010-03-30",85.67,86.38,85.22,85.77,443500,83.18
"2010-03-31",85.35,85.84,84.74,85.04,396500,82.47
"2010-04-01",85.6,86.83,85.59,86.53,1655900,83.92
"2010-04-05",86.86,88.38,86.66,88.14,624200,85.48
"2010-04-06",87.94,88.22,87.42,88.09,519900,85.43
"2010-04-07",88.54,89.84,88.34,88.86,1105400,86.18
"2010-04-08",88.49,89.21,87.62,88.84,465300,86.16
"2010-04-09",89.02,89.76,88.4,89.73,430700,87.02
"2010-04-12",89.75,89.94,88.91,89.47,429200,86.77
"2010-04-13",89.36,90.89,88.61,90.39,758200,87.66
"2010-04-14",90.63,91.36,90.08,91.18,1186800,88.43
"2010-04-15",91.28,91.28,89.97,90.62,740200,87.88
"2010-04-16",90.44,90.95,89.29,90.01,1225100,87.29
"2010-04-19",89.62,90.88,88.7,90.76,982100,88.02
"2010-04-20",91.17,91.8,90.92,91.36,867800,88.6
"2010-04-21",91.3,93.08,91.14,92.9,795800,90.09
"2010-04-22",91.84,95.45,91.81,94.94,927600,92.07
"2010-04-23",94.8,95.55,94,95,592300,92.13
"2010-04-26",94.7,95.59,94.3,94.49,367700,91.64
"2010-04-27",94.22,94.68,91.65,92.02,752500,89.24
"2010-04-28",92.62,93.42,91.89,92.35,554000,89.56
"2010-04-29",92.82,94.13,92.82,93.85,418900,91.02
"2010-04-30",93.98,94.88,89.83,89.9,1040800,87.19
"2010-05-03",90.7,93.38,89.9,92.37,714500,89.58
"2010-05-04",91.34,91.81,90.21,90.65,1225100,87.91
"2010-05-05",89.52,91.66,88.46,89.41,1179000,86.71
"2010-05-06",88.8,89.33,80.34,85.28,1865900,82.7
"2010-05-07",84.46,86.2,80.83,82.74,1892200,80.24
"2010-05-10",86.41,89.83,86.41,89.59,1198800,86.88
"2010-05-11",88.1,90.31,88.1,89.03,1543800,86.34
"2010-05-12",89.75,92.07,89.37,91.92,611100,89.14
"2010-05-13",91.92,92.42,89.71,90.18,757500,87.46
"2010-05-14",89.22,90.51,88.05,89.32,1559300,86.62
"2010-05-17",89.42,90.01,84.52,86.98,2332800,84.35
"2010-05-18",87.92,89.48,85.48,85.78,1802600,83.19
"2010-05-19",82.99,89.26,82.7,88.1,5850700,85.44
"2010-05-20",85.72,86.82,84.65,85.01,4014100,82.44
"2010-05-21",83.42,86.52,83.42,84.27,2539100,81.73
"2010-05-24",83.77,85.73,83.63,84.92,1571100,82.36
"2010-05-25",83.15,85.94,81.3,85.6,1942600,83.02
"2010-05-26",86.53,87.19,85.17,85.23,1604400,82.66
"2010-05-27",86.78,88.35,86.59,88.28,901000,85.61
"2010-05-28",87.92,88.94,86.39,86.86,722300,84.24
"2010-06-01",86.13,87.66,84.48,84.55,917600,82
"2010-06-02",82.58,85.9,82.56,85.84,1667000,83.25
"2010-06-03",85.63,87.49,85.52,86.34,1036700,83.73
"2010-06-04",85.13,85.13,81.05,81.78,1419400,79.31
"2010-06-07",82.23,82.3,78.42,78.6,2051600,76.23
"2010-06-08",78.9,79.89,77.2,79.41,1557000,77.01
"2010-06-09",79.89,82.46,79.75,80.27,1697800,77.85
"2010-06-10",81.7,83.57,81.64,83.2,1081600,80.69
"2010-06-11",82.12,84.2,82.05,83.45,1048300,80.93
"2010-06-14",84,85,83.71,84.17,1038000,81.63
"2010-06-15",82.94,83.1,81.11,82.44,2485100,79.95
"2010-06-16",80.14,80.81,80,80.12,7336900,77.7
"2010-06-17",80.4,81,80.11,80.85,2294900,78.41
"2010-06-18",80.93,81.3,80.32,80.45,1713900,78.02
"2010-06-21",81.21,82.01,79.42,79.88,2430200,77.47
"2010-06-22",79.95,81,77.93,78.18,2187400,75.82
"2010-06-23",78.44,79.58,76.68,78.83,2945700,76.45
"2010-06-24",78.43,78.53,76.08,76.52,2142600,74.21
"2010-06-25",76.72,78.18,76.41,77.27,1731500,74.94
"2010-06-28",77.29,78.31,76.7,77.04,900600,74.71
"2010-06-29",75.71,75.71,72.91,73.4,2137400,71.18
"2010-06-30",73.4,74.61,72.51,72.96,1503900,70.85
"2010-07-01",73.32,74.32,71.14,73.95,2331500,71.81
"2010-07-02",74.34,74.9,72.61,73.12,1119900,71.01
"2010-07-06",74,74.61,71.12,71.93,1281800,69.85
"2010-07-07",72.54,75.15,71.77,74.96,1369000,72.8
"2010-07-08",75.94,77.49,75.68,77.22,2080400,74.99
"2010-07-09",77.88,77.9,76.12,77.16,866200,74.93
