"","RL.Open","RL.High","RL.Low","RL.Close","RL.Volume","RL.Adjusted"
"2014-02-05",163.82,164.13,146,148.71,11478400,148.71
"2014-02-06",150.02,154.33,149.67,152.23,2158400,152.23
"2014-02-07",153.2,156.98,151.65,155.89,1941200,155.89
"2014-02-10",155.7,156.32,154.55,155.25,1095700,155.25
"2014-02-11",157.5,158.33,155.07,156.8,1382200,156.8
"2014-02-12",157.34,157.93,154.26,154.5,1787700,154.5
"2014-02-13",154.05,156.5,153.45,156.15,1253300,156.15
"2014-02-14",154.56,159.97,154.56,158.39,1659600,158.39
"2014-02-18",158.6,158.96,156.18,157.15,863800,157.15
"2014-02-19",156.4,158.32,156.4,156.97,1049900,156.97
"2014-02-20",157.12,159.13,157.12,157.66,961300,157.66
"2014-02-21",157.66,158.84,157.66,158.4,791500,158.4
"2014-02-24",157.65,161.33,157.65,159.27,1163600,159.27
"2014-02-25",159.21,160.57,157.85,159.99,779200,159.99
"2014-02-26",164.31,164.4,161.08,162.12,1473000,162.12
"2014-02-27",160.15,161.81,159.91,161.79,2939000,161.79
"2014-02-28",161.9,162.2,160.31,161.08,1202200,161.08
"2014-03-03",159.13,160.97,159.13,160.27,987600,160.27
"2014-03-04",161.81,162.45,160.9,161.94,967600,161.94
"2014-03-05",161.93,162.39,160.84,161.45,986900,161.45
"2014-03-06",161.63,162.26,160.69,162.16,1054800,162.16
"2014-03-07",162.5,165,162.21,164.05,1026200,164.05
"2014-03-10",163.85,164.38,162.17,164.29,1315200,164.29
"2014-03-11",164.27,165,161.81,162.23,1341900,162.23
"2014-03-12",161.73,162.6,161.01,162.57,674900,162.57
"2014-03-13",162.94,163.35,158.79,159.41,897200,159.41
"2014-03-14",159.39,161.21,159.39,160.08,796400,160.08
"2014-03-17",161.15,162.03,160.04,161.51,744800,161.51
