"","GS.Open","GS.High","GS.Low","GS.Close","GS.Volume","GS.Adjusted"
"2014-01-02",176.95,178.38,176.36,176.89,1982100,176.29
"2014-01-03",176.35,178.85,176.22,178.15,2147400,177.55
"2014-01-06",179.15,181.13,178.88,179.37,2954000,178.77
"2014-01-07",180.73,180.98,177.52,178.29,2734700,177.69
"2014-01-08",178.5,178.9,177.26,178.44,2208600,177.84
"2014-01-09",179.08,179.08,176.61,177.4,2149500,176.8
"2014-01-10",177.4,178.71,177,178.39,2506500,177.79
"2014-01-13",178.3,178.3,175.69,175.88,2823800,175.29
"2014-01-14",176.26,177.5,175.71,176.6,2208800,176.01
"2014-01-15",177,179.74,177,178.75,3540200,178.15
"2014-01-16",178.75,178.79,174.5,175.17,4712200,174.58
"2014-01-17",175.01,177.28,174.5,176.28,3451000,175.69
"2014-01-21",175.1,175.59,171.34,173.2,5141200,172.62
"2014-01-22",173.45,174.64,172.78,173.68,2476900,173.1
"2014-01-23",172.42,172.42,169.02,170.75,3977700,170.18
"2014-01-24",168.53,169.96,167.22,167.64,4156200,167.08
"2014-01-27",167.08,167.6,163.43,164.69,5589600,164.14
"2014-01-28",165.03,166.55,164.59,166.25,3170400,165.69
"2014-01-29",163.97,166.1,163.62,163.9,3473700,163.35
"2014-01-30",165.33,166.17,164.57,165.84,2829400,165.28
"2014-01-31",163.8,165.98,163.3,164.12,3415500,163.57
"2014-02-03",165.15,165.52,159.77,159.82,5079700,159.28
"2014-02-04",160.9,162.57,159.85,161.76,3346600,161.22
"2014-02-05",160.59,162.65,160.32,160.42,3212900,159.88
"2014-02-06",161.16,162,160.1,161.75,3798000,161.21
"2014-02-07",162.78,162.9,160.27,161.93,4879900,161.39
"2014-02-10",161.02,161.77,160.28,161,4321700,160.46
"2014-02-11",161.21,164.96,160.31,164.39,4996300,163.84
"2014-02-12",164.5,165.23,163.23,163.5,3046600,162.95
"2014-02-13",162.55,164.4,162.1,164.06,3119600,163.51
"2014-02-14",163.33,164.5,162.93,163.72,3287900,163.17
"2014-02-18",164.04,165.59,163.72,164.65,3399900,164.1
"2014-02-19",163.91,166.18,162.98,163.26,3669700,162.71
"2014-02-20",163.49,164.97,162.67,164.5,2631900,163.95
"2014-02-21",164.3,165.65,164.15,164.5,2594500,163.95
"2014-02-24",164.08,167.41,164.08,166.54,3242900,165.98
"2014-02-25",166.11,166.3,163.16,163.48,3682300,162.93
"2014-02-26",163.26,163.9,160.77,162.8,3978300,162.8
"2014-02-27",162.66,165.79,162.34,165.38,3806600,165.38
"2014-02-28",164.81,167.82,164.57,166.45,4291500,166.45
"2014-03-03",164.22,165.31,163.66,164.74,3122900,164.74
"2014-03-04",166.64,168.76,166.2,168.73,3400500,168.73
"2014-03-05",168.8,172.9,168.25,171.9,4451200,171.9
"2014-03-06",172.71,174,172.49,172.6,3403500,172.6
"2014-03-07",173.98,175.59,173.11,174.26,4088900,174.26
"2014-03-10",173.6,174.49,172.47,173.51,2179100,173.51
"2014-03-11",173.96,173.96,169.85,169.89,3832300,169.89
"2014-03-12",169.13,169.99,167.81,169.72,2550000,169.72
"2014-03-13",170.48,171.24,166.57,166.7,3400600,166.7
"2014-03-14",166.9,167.4,165.03,165.35,2751500,165.35
"2014-03-17",166.38,168.8,166.33,166.84,3198000,166.84
