"","DO.Open","DO.High","DO.Low","DO.Close","DO.Volume","DO.Adjusted"
"2014-01-02",56.8,57.29,56.11,56.12,1257000,55.09
"2014-01-03",56.28,56.94,56.28,56.47,1097200,55.43
"2014-01-06",56.7,56.99,56.36,56.71,1076000,55.67
"2014-01-07",56.53,56.79,55.89,56.7,1070900,55.66
"2014-01-08",56.7,56.7,55.25,55.74,1610900,54.71
"2014-01-09",55.27,55.68,54.98,55.3,1162600,54.28
"2014-01-10",55.35,56.08,55.33,55.91,888100,54.88
"2014-01-13",55.58,55.98,54.44,54.57,1155600,53.57
"2014-01-14",54.65,55.52,54.64,55.25,943800,54.23
"2014-01-15",54.86,55.29,54.55,54.93,1147500,53.92
"2014-01-16",54.62,54.83,53.3,54.32,2079100,53.32
"2014-01-17",54.49,54.53,53.74,54.1,1116600,53.11
"2014-01-21",54.53,54.92,54.05,54.49,1006900,53.49
"2014-01-22",54.55,54.83,53.94,54.75,1289100,53.74
"2014-01-23",53.87,53.98,51.69,51.88,3373800,50.93
"2014-01-24",50.81,51.33,50.43,51.04,2345800,50.1
"2014-01-27",51.03,51.61,50.63,51.49,1694000,50.54
"2014-01-28",51.31,51.43,50.47,50.69,1795000,49.76
"2014-01-29",50.05,50.09,48.79,49.16,2130000,48.26
"2014-01-30",49.39,49.39,48.59,49,2436300,48.1
"2014-01-31",48.27,49.01,48.21,48.54,2234800,47.65
"2014-02-03",48.6,48.74,47.3,47.7,2100900,46.82
"2014-02-04",47.5,48.17,47.22,48.06,1996600,47.18
"2014-02-05",47.75,47.97,46.42,46.51,2769400,45.65
"2014-02-06",46.79,47.75,45.54,47.31,4399500,46.44
"2014-02-07",47.06,47.22,45.24,46.07,4549700,45.22
"2014-02-10",46.5,47.55,46.07,46.77,3463700,45.91
"2014-02-11",46.68,47.85,46.68,47.55,2266800,46.68
"2014-02-12",47.82,48.21,47.17,47.2,1539200,46.33
"2014-02-13",47.04,47.62,46.83,47.58,1767600,46.71
"2014-02-14",47,47.12,46.26,47.04,1487400,47.04
"2014-02-18",47.54,47.55,45.32,46.95,5044300,46.95
"2014-02-19",47.07,48.48,47,47.73,2934300,47.73
"2014-02-20",47.82,48.48,47.81,48.07,1766000,48.07
"2014-02-21",48.16,48.41,47.88,48.01,1699100,48.01
"2014-02-24",48.32,48.99,48.21,48.35,1848800,48.35
"2014-02-25",48.07,48.15,47.05,47.99,3324700,47.99
"2014-02-26",48.01,48.18,47.28,47.51,1903100,47.51
"2014-02-27",47.72,47.75,46.71,47.19,2104500,47.19
"2014-02-28",47.34,47.54,46.89,47.3,2051700,47.3
"2014-03-03",47.15,47.91,46.79,46.92,2078700,46.92
"2014-03-04",47.29,47.46,46.63,46.82,2414200,46.82
"2014-03-05",46.84,47.66,46.68,47.3,2700800,47.3
"2014-03-06",47.55,48.03,47.16,47.96,1675100,47.96
"2014-03-07",48.05,48.48,47.69,48.45,2499000,48.45
"2014-03-10",48.4,48.4,47.38,47.91,2304600,47.91
"2014-03-11",48,48.65,47.5,47.53,2110600,47.53
"2014-03-12",47.04,47.37,46.07,46.38,2340900,46.38
"2014-03-13",46.51,46.51,43.95,44.39,4050600,44.39
"2014-03-14",44.35,44.77,43.82,44.2,2978600,44.2
"2014-03-17",44.25,44.52,43.69,43.91,2065500,43.91
