"","LH.Open","LH.High","LH.Low","LH.Close","LH.Volume","LH.Adjusted"
"2008-10-09",60.74,61.44,55.33,56.25,2131700,56.25
"2008-10-10",54.87,57.61,52.93,54.34,3373900,54.34
"2008-10-13",55.82,60.3,54.45,60.3,1968700,60.3
"2008-10-14",62.21,62.21,59.89,59.99,2085300,59.99
"2008-10-15",59.14,59.57,57.81,58,1555800,58
"2008-10-16",58.17,59.74,56.04,59.73,1855200,59.73
"2008-10-17",58.71,61.81,57.67,59.62,1629500,59.62
"2008-10-20",58.94,61.35,58.94,61.3,1573200,61.3
"2008-10-21",62.5,63.64,61.24,61.24,2253900,61.24
"2008-10-22",59.75,60.7,57.65,58.48,1524600,58.48
"2008-10-23",58.16,61.26,57.85,59.9,2502600,59.9
"2008-10-24",57.1,62.24,57.1,60.15,2200400,60.15
"2008-10-27",59.47,60.65,57.83,58.04,1241200,58.04
"2008-10-28",59.08,60.28,56.44,60.28,2545500,60.28
"2008-10-29",59.15,61.98,59.15,60.05,1253500,60.05
"2008-10-30",61.12,62.28,60.15,60.96,1273000,60.96
"2008-10-31",61.33,62.18,60.05,61.49,1382300,61.49
"2008-11-03",61.49,63.25,60.27,61.43,667200,61.43
"2008-11-04",62.2,63.24,61.7,63.23,2038000,63.23
"2008-11-05",62.6,64.18,61.78,62.1,886900,62.1
"2008-11-06",61.75,62.98,61.54,62.06,1734300,62.06
"2008-11-07",62.66,63.74,62.04,63.66,1231800,63.66
"2008-11-10",64.26,65,62.69,63.5,945700,63.5
"2008-11-11",62.88,63.48,61.81,62.62,872300,62.62
"2008-11-12",62.1,63.32,61.67,62.66,1263400,62.66
"2008-11-13",62.95,64.63,61.37,64.63,1394900,64.63
"2008-11-14",63.68,65.84,63.31,64.62,1897400,64.62
"2008-11-17",63.99,64.97,63.26,63.44,1898900,63.44
"2008-11-18",62.94,64.05,62.27,63.6,1328000,63.6
"2008-11-19",63.91,64.75,60.36,60.36,1238000,60.36
"2008-11-20",60,61.25,58.63,58.89,2113500,58.89
"2008-11-21",58.86,60.09,55.75,59.71,2593100,59.71
"2008-11-24",60.24,62,59.84,61.41,1872800,61.41
"2008-11-25",61.78,62.52,60.32,61.56,1422700,61.56
"2008-11-26",60.73,62.88,60.23,62.51,834900,62.51
"2008-11-28",62.43,63.51,62.12,63.36,526900,63.36
"2008-12-01",62.17,63.04,58.79,59.56,1456400,59.56
"2008-12-02",60.21,60.45,58.11,59.42,1621200,59.42
"2008-12-03",59,61.27,58.89,61.09,1743200,61.09
"2008-12-04",60.45,62.86,60.45,61.64,1401600,61.64
"2008-12-05",60.36,63.9,59.74,63.78,1516000,63.78
"2008-12-08",64.15,64.69,62.57,63.05,1117500,63.05
"2008-12-09",62.79,63.24,61,61.76,1651400,61.76
"2008-12-10",62.39,62.99,61.79,62.73,921300,62.73
"2008-12-11",62.31,64.06,62.04,62.54,1038100,62.54
"2008-12-12",61.53,62.3,59.06,62.2,859500,62.2
"2008-12-15",62.24,62.4,60.72,61.33,1008400,61.33
"2008-12-16",61.79,63.74,61.47,63.64,1286900,63.64
"2008-12-17",63.14,64.05,62.47,63.65,923500,63.65
"2008-12-18",63.49,65,63.31,63.78,1306900,63.78
"2008-12-19",64.1,64.61,62.57,63.1,1688800,63.1
"2008-12-22",63,63.78,62.47,63.54,1605200,63.54
"2008-12-23",63.92,64.06,62,62.25,1454800,62.25
"2008-12-24",62.25,62.4,61.22,61.86,593100,61.86
"2008-12-26",61.84,62.94,61.77,62.93,545400,62.93
"2008-12-29",63.11,63.74,62.7,63.51,881900,63.51
"2008-12-30",63.75,64.17,63.12,64.17,815200,64.17
"2008-12-31",64.38,64.64,63.85,64.41,733300,64.41
"2009-01-02",64.99,65.12,63.32,64.93,737200,64.93
"2009-01-05",64.56,65.9,64.09,65.66,1278900,65.66
"2009-01-06",60.73,62.53,59,61.4,6281200,61.4
"2009-01-07",60.3,60.97,59.59,60.59,2527700,60.59
"2009-01-08",60.35,60.88,59.9,60.72,1321800,60.72
"2009-01-09",60.72,61.16,59.93,60.85,1437100,60.85
"2009-01-12",61.27,61.27,59.87,60.62,1162700,60.62
"2009-01-13",60.61,61.98,60.2,61.49,880700,61.49
"2009-01-14",60.65,60.88,59.79,59.92,1707700,59.92
"2009-01-15",59.45,60.11,58.86,59.93,1111100,59.93
"2009-01-16",60.49,61.12,60.04,60.8,928900,60.8
"2009-01-20",60.19,61.17,58.17,58.56,1326000,58.56
"2009-01-21",59.05,59.13,56.6,58.41,2322500,58.41
"2009-01-22",57.84,58.77,57.33,58.05,1643500,58.05
"2009-01-23",57.75,58.22,56.71,57.56,985700,57.56
"2009-01-26",57.72,60.2,57.72,59.46,1642800,59.46
"2009-01-27",59.7,60.6,59.25,60.4,893900,60.4
"2009-01-28",61.08,61.55,60.57,60.99,1265200,60.99
"2009-01-29",60.74,61.46,59.97,60.2,1195500,60.2
"2009-01-30",60.01,60.28,58.71,59.2,1225200,59.2
"2009-02-02",58.33,60,58.33,59.7,795000,59.7
"2009-02-03",59.78,60.75,59.44,60.44,1160200,60.44
"2009-02-04",60.47,60.5,58.96,59.32,1130500,59.32
"2009-02-05",58.92,60.33,58.85,60.17,1234600,60.17
"2009-02-06",60.31,62.24,60.08,61.75,1308700,61.75
"2009-02-09",61.71,62,60.85,61.52,731400,61.52
"2009-02-10",61.48,61.69,59.84,60.04,1079800,60.04
"2009-02-11",60.44,60.44,59.47,59.75,2319900,59.75
"2009-02-12",59.03,62.74,58.66,62.42,2687600,62.42
"2009-02-13",62.44,63.48,61.99,62.85,1197500,62.85
"2009-02-17",61.42,62.96,61.42,62.15,1426600,62.15
"2009-02-18",62.65,62.66,61.46,61.93,1368700,61.93
"2009-02-19",62.82,63.85,62.25,62.51,1192600,62.51
"2009-02-20",61.96,62.71,60.31,62.12,1156500,62.12
"2009-02-23",62.55,62.55,60.39,60.56,1257500,60.56
"2009-02-24",60.78,61.4,60.29,61.15,1177900,61.15
"2009-02-25",60.98,61.29,59.48,59.57,1037800,59.57
"2009-02-26",60,60.39,57.11,57.14,1661000,57.14
"2009-02-27",56.16,56.66,55,55.01,2533300,55.01
"2009-03-02",53.3,55.09,53.3,54.44,2400100,54.44
"2009-03-03",55.02,56.21,54.46,55.05,1777500,55.05
"2009-03-04",55.53,56.86,55.18,55.99,938700,55.99
"2009-03-05",55.18,55.68,54.38,54.68,1193500,54.68
"2009-03-06",54.79,55.92,53.66,54.99,2241200,54.99
"2009-03-09",54.48,54.8,53.25,53.51,1405900,53.51
"2009-03-10",54.25,55.31,53.48,55.08,1239400,55.08
"2009-03-11",55.47,56,53.29,53.57,1362500,53.57
"2009-03-12",53.43,55.94,53.27,55.74,973200,55.74
"2009-03-13",55.85,57.5,55.39,57.14,1169500,57.14
"2009-03-16",57.28,58.61,57.06,57.5,1177500,57.5
"2009-03-17",57.42,58.12,57,58.11,542000,58.11
"2009-03-18",57.59,59.1,57.36,57.81,1055900,57.81
"2009-03-19",58.13,58.13,56.04,56.68,996500,56.68
"2009-03-20",57.06,57.71,56.59,56.76,1427700,56.76
"2009-03-23",57.35,58.08,56.3,58.08,1133200,58.08
"2009-03-24",57.59,58.58,57.31,57.69,724600,57.69
"2009-03-25",57.68,59.02,57.24,58.69,1308600,58.69
"2009-03-26",58.86,59.63,58.23,59.52,1209200,59.52
"2009-03-27",59.12,59.15,58.05,58.11,831300,58.11
"2009-03-30",57.55,58.19,57.08,57.99,997300,57.99
"2009-03-31",58.58,59.25,58.01,58.49,1171700,58.49
"2009-04-01",58.54,58.71,57.08,58.61,1176100,58.61
"2009-04-02",59.49,60.13,58.74,59.65,1235800,59.65
"2009-04-03",60,60,58.18,59.17,1142800,59.17
"2009-04-06",58.96,60.12,58.69,59.91,954000,59.91
"2009-04-07",58.99,59.92,58.78,59.18,775000,59.18
"2009-04-08",59.28,59.81,58.38,59.08,690100,59.08
"2009-04-09",60.11,60.27,59.04,59.7,730400,59.7
"2009-04-13",59.41,59.85,59.23,59.6,602100,59.6
"2009-04-14",59.07,60.07,58.94,59.84,629800,59.84
"2009-04-15",59.71,60.91,59.71,60.89,869400,60.89
"2009-04-16",60.88,61.87,60.55,61.57,1071000,61.57
"2009-04-17",62.1,62.55,61.73,62.43,1516400,62.43
"2009-04-20",62,63.08,61.73,61.76,1379400,61.76
"2009-04-21",62.06,63.43,62.06,63.32,1931500,63.32
"2009-04-22",62.96,63.39,62.29,62.77,1274000,62.77
"2009-04-23",63.06,63.95,59.59,61.58,3321300,61.58
"2009-04-24",61.65,62.07,60.75,61.12,1587500,61.12
"2009-04-27",60.89,62.82,60.83,62.35,1638900,62.35
"2009-04-28",62.24,63.65,61.68,63.08,1150300,63.08
"2009-04-29",63.7,64.03,62.78,63.55,1025800,63.55
"2009-04-30",63.88,64.58,63.73,64.15,1310900,64.15
"2009-05-01",64.03,64.08,62.64,62.95,1471400,62.95
"2009-05-04",63.44,64,62.5,64,1315400,64
"2009-05-05",63.95,64.96,63.46,64.64,1159300,64.64
"2009-05-06",64.85,65,63.69,64.42,967200,64.42
"2009-05-07",64.53,65.68,64.48,64.8,1195400,64.8
"2009-05-08",64.65,65.99,60.56,65.26,1596100,65.26
"2009-05-11",64.67,65.75,64.37,64.83,1323700,64.83
"2009-05-12",64.99,65.35,63.81,64.53,1323400,64.53
"2009-05-13",63.98,64.77,63.52,63.99,1099200,63.99
"2009-05-14",64.1,64.45,62.93,63.32,1935800,63.32
"2009-05-15",63.14,63.3,61.48,61.66,2087000,61.66
"2009-05-18",61.97,62.27,61.06,62,1635700,62
"2009-05-19",62.4,62.75,61.82,61.9,1010800,61.9
"2009-05-20",62.19,62.46,61.38,61.48,1154900,61.48
"2009-05-21",61.27,61.54,59.8,60.21,1660100,60.21
"2009-05-22",60.21,60.8,59.79,59.81,996400,59.81
"2009-05-26",59.68,61.23,59.16,61,1486500,61
"2009-05-27",61,61.28,60.49,60.65,935100,60.65
"2009-05-28",61.14,61.6,60.54,61.18,1623800,61.18
"2009-05-29",61.35,61.5,60.62,60.96,2532600,60.96
"2009-06-01",61.47,62.06,61.35,61.9,1659000,61.9
"2009-06-02",61.65,62.5,61.21,61.84,1622200,61.84
"2009-06-03",61.53,61.94,61.08,61.4,1396800,61.4
"2009-06-04",61.39,61.63,60.91,61.59,1503700,61.59
"2009-06-05",61.73,62.15,61.07,61.25,1406800,61.25
"2009-06-08",61.25,61.25,60.64,60.86,823200,60.86
"2009-06-09",61.19,61.4,60.08,60.49,872600,60.49
"2009-06-10",60.85,60.95,59.76,60.24,1222700,60.24
"2009-06-11",60.56,61.35,60.32,61.04,1395300,61.04
"2009-06-12",60.6,62.39,60.48,62.36,1985800,62.36
"2009-06-15",61.9,62.34,61.11,62.2,1976600,62.2
"2009-06-16",62.2,62.95,61.75,62.51,1911300,62.51
"2009-06-17",62.52,65.07,61.9,64.98,2590400,64.98
"2009-06-18",65.01,67.05,64.93,66.88,2073300,66.88
"2009-06-19",66.8,67.54,66,66.76,1686000,66.76
"2009-06-22",66.26,66.26,65.3,65.71,1534000,65.71
"2009-06-23",65.9,66.06,64.65,65.45,1488200,65.45
"2009-06-24",65.68,66.2,65.06,66.2,1555200,66.2
"2009-06-25",65.96,67.76,65.71,67.35,1965700,67.35
"2009-06-26",67.3,67.63,66.41,67.03,1080000,67.03
"2009-06-29",67.1,67.41,66.12,67.25,1490300,67.25
"2009-06-30",67.01,68.09,67.01,67.79,1518900,67.79
"2009-07-01",68,68.28,67.21,67.65,1028800,67.65
"2009-07-02",67.08,67.57,65.7,66.71,1256700,66.71
"2009-07-06",66.18,67.43,66.04,67.36,1233900,67.36
"2009-07-07",67.22,68.1,67.21,67.75,2069000,67.75
"2009-07-08",68.06,68.15,66.63,67.58,1561600,67.58
"2009-07-09",68,68,66.37,67.38,960500,67.38
"2009-07-10",67.23,67.42,65.89,66.26,1078600,66.26
"2009-07-13",66.16,67.15,65.7,67,776400,67
"2009-07-14",66.96,67.38,66.21,66.74,1097800,66.74
"2009-07-15",67,67.25,66.49,67.15,1596000,67.15
"2009-07-16",67.16,67.69,66.51,67.34,1027000,67.34
"2009-07-17",67.07,67.34,66.45,66.97,1396900,66.97
"2009-07-20",67.13,67.13,66.2,66.79,1078800,66.79
"2009-07-21",67.34,68.02,67.03,67.81,1736900,67.81
"2009-07-22",67.39,68.11,67.39,67.81,1048000,67.81
"2009-07-23",67.96,68.98,67.18,68.36,1635700,68.36
"2009-07-24",68.25,68.77,67.94,68.59,719200,68.59
"2009-07-27",68.54,68.89,67.69,68.26,1219300,68.26
"2009-07-28",68.31,69.01,65.13,66.27,4892700,66.27
"2009-07-29",66.82,68.61,66.69,67.89,3315200,67.89
"2009-07-30",68.67,68.76,67.24,67.41,1239500,67.41
"2009-07-31",67.45,68.07,66.89,67.19,1401700,67.19
"2009-08-03",67.73,67.78,66.59,67.6,1180200,67.6
"2009-08-04",67.41,68.04,67.18,67.83,750400,67.83
"2009-08-05",67.6,67.83,66.71,66.79,788200,66.79
"2009-08-06",66.78,66.79,66.02,66.65,727600,66.65
"2009-08-07",66.77,67.58,66.77,67.29,917200,67.29
"2009-08-10",67.21,67.74,66.85,67.74,782600,67.74
"2009-08-11",67.44,68.31,67.37,68.11,1230900,68.11
"2009-08-12",67.75,68.99,67.41,68.51,922500,68.51
"2009-08-13",68.62,68.82,67.81,68.75,748900,68.75
"2009-08-14",68.65,69.22,67.76,68.36,597500,68.36
"2009-08-17",68.15,69.56,68.14,69.09,860700,69.09
"2009-08-18",69.07,69.26,68.02,68.46,620300,68.46
"2009-08-19",67.76,68.92,67.76,68.91,972300,68.91
"2009-08-20",68.96,69.54,68.46,69.42,575400,69.42
"2009-08-21",69.7,69.99,69.06,69.84,832400,69.84
"2009-08-24",70.18,70.18,69.56,69.87,494800,69.87
"2009-08-25",70.08,70.88,69.73,70.49,744100,70.49
"2009-08-26",70.56,71.29,70.27,70.75,1115000,70.75
"2009-08-27",70.8,71.1,70.2,70.75,578300,70.75
"2009-08-28",71.01,71.01,70.15,70.46,806900,70.46
"2009-08-31",70.32,70.75,69.43,69.79,856000,69.79
"2009-09-01",68.83,69.35,67.87,68.74,1775500,68.74
"2009-09-02",68.54,69.31,68.4,68.87,1259300,68.87
"2009-09-03",68.84,70.33,68.28,69.09,1957200,69.09
"2009-09-04",68.98,69.84,68.77,69.5,741200,69.5
"2009-09-08",69.66,69.77,68.1,68.39,1226300,68.39
"2009-09-09",68.39,68.77,67.57,68.45,1732300,68.45
"2009-09-10",68.34,68.83,67.81,68.8,874300,68.8
"2009-09-11",68.85,69.58,68.64,69.23,933400,69.23
"2009-09-14",69.23,69.75,69.02,69.35,994000,69.35
"2009-09-15",69.16,69.35,68.43,68.43,1256500,68.43
"2009-09-16",67.21,67.23,65.17,65.27,4244900,65.27
"2009-09-17",65.62,65.74,62.06,63.74,5699800,63.74
"2009-09-18",63.9,64.74,63.43,63.5,2128300,63.5
"2009-09-21",63.23,64.42,62.69,64.23,2091300,64.23
"2009-09-22",63.96,68.49,63.66,66.73,6923400,66.73
"2009-09-23",66.39,67.59,65.87,66.54,1467800,66.54
"2009-09-24",66.54,66.93,65.92,66.1,1196500,66.1
"2009-09-25",66.22,66.58,65.59,65.82,1185700,65.82
"2009-09-28",65.81,66.98,65.54,66.64,1264600,66.64
"2009-09-29",66.61,66.63,65.77,65.88,2247500,65.88
"2009-09-30",66.12,66.19,65.06,65.7,1649600,65.7
"2009-10-01",65.62,65.69,64.77,64.77,1366300,64.77
"2009-10-02",64.6,64.73,63.81,64.35,1292900,64.35
"2009-10-05",64.36,65.49,63.92,65.34,1074300,65.34
"2009-10-06",65.36,66.25,65.09,65.88,952500,65.88
"2009-10-07",65.88,66.65,65.71,66.25,895200,66.25
"2009-10-08",66.49,66.93,66.25,66.5,716100,66.5
"2009-10-09",66.73,67.58,66.67,67.53,763200,67.53
"2009-10-12",67.43,67.59,67,67.1,501500,67.1
"2009-10-13",67.01,67.01,66.2,66.35,832800,66.35
"2009-10-14",66.54,68.31,66.27,67.95,1864800,67.95
"2009-10-15",67.9,68.36,67.63,68.29,727700,68.29
"2009-10-16",67.8,67.89,67.07,67.56,1261700,67.56
"2009-10-19",67.8,69.97,67.7,69.85,1756500,69.85
"2009-10-20",70,70.86,69.58,70.18,1590400,70.18
"2009-10-21",70,70.56,68.84,68.85,1506400,68.85
"2009-10-22",69.2,71.42,69.11,71.18,2060300,71.18
"2009-10-23",71.3,71.64,70.49,70.73,902300,70.73
"2009-10-26",70.71,71.52,70.31,70.6,1248200,70.6
"2009-10-27",70.77,71.81,70.35,71.2,1265200,71.2
"2009-10-28",71.28,71.4,69.81,70,1557500,70
"2009-10-29",70.06,70.06,69.45,69.82,1571600,69.82
"2009-10-30",69.6,69.9,68.48,68.89,1697900,68.89
"2009-11-02",68.97,70.42,68.97,70,1105000,70
"2009-11-03",69.76,70.16,69.39,70.07,829500,70.07
"2009-11-04",70.36,71.11,70.17,70.3,834200,70.3
"2009-11-05",70.39,71.51,70.26,71.44,880700,71.44
"2009-11-06",71.28,71.88,70.98,71.75,936100,71.75
"2009-11-09",72.05,73.25,71.67,73.25,944900,73.25
"2009-11-10",72.87,73.54,72.87,73.25,728300,73.25
"2009-11-11",73.26,73.61,72.64,73.24,566200,73.24
"2009-11-12",73.3,73.5,72.44,72.54,493600,72.54
"2009-11-13",72.55,73.1,72.3,72.78,583200,72.78
"2009-11-16",72.83,74.1,72.83,74.02,798900,74.02
"2009-11-17",73.65,74.3,73.47,74.19,793700,74.19
"2009-11-18",74.33,74.55,73.75,74.05,410100,74.05
"2009-11-19",74.25,74.26,72.8,73.37,627300,73.37
"2009-11-20",73.13,73.88,73.13,73.66,565300,73.66
"2009-11-23",73.83,74.72,73.83,74.49,419700,74.49
"2009-11-24",74.17,74.8,74.04,74.6,421400,74.6
"2009-11-25",74.52,74.64,74.08,74.31,394000,74.31
"2009-11-27",73.21,73.71,72.58,73.29,359500,73.29
"2009-11-30",73.5,73.5,72.62,72.96,714700,72.96
"2009-12-01",73.54,74.28,72.96,73.8,1008500,73.8
"2009-12-02",73.82,74,73.21,73.6,676900,73.6
"2009-12-03",73.72,73.96,72.54,72.62,589900,72.62
"2009-12-04",72.91,73.98,72.55,73.05,467100,73.05
"2009-12-07",72.87,73.92,72.75,73.55,542500,73.55
"2009-12-08",73.43,73.85,72.91,73.43,545400,73.43
"2009-12-09",73.55,73.72,72.9,73.06,712200,73.06
"2009-12-10",73.55,73.76,73.01,73.5,680500,73.5
"2009-12-11",73.72,74.36,73.63,73.81,647600,73.81
"2009-12-14",73.96,74.92,73.96,74.75,872800,74.75
"2009-12-15",74.75,76.01,74.44,75.92,766000,75.92
"2009-12-16",75.71,76.73,74.96,75.79,900700,75.79
"2009-12-17",75.64,75.64,74.47,74.85,657300,74.85
"2009-12-18",74.84,75.12,74.08,74.44,1014400,74.44
"2009-12-21",75.13,75.86,74.82,75.4,497500,75.4
"2009-12-22",75.36,76.08,75.36,75.88,953300,75.88
"2009-12-23",76.05,76.55,75.81,76.45,402200,76.45
"2009-12-24",76.57,76.74,76.03,76.09,226800,76.09
"2009-12-28",76.25,76.29,75.93,76.15,423100,76.15
"2009-12-29",76.42,76.49,75.65,75.68,484700,75.68
"2009-12-30",75.66,75.78,74.98,75.31,550700,75.31
"2009-12-31",75.44,75.44,74.83,74.84,498800,74.84
"2010-01-04",75.47,76.5,74.83,76.37,883400,76.37
"2010-01-05",76.06,76.37,75.35,75.44,864600,75.44
"2010-01-06",75.34,75.8,73.81,74.19,1981000,74.19
"2010-01-07",73.81,74.25,73.38,74.17,1554900,74.17
"2010-01-08",74.15,74.42,73.82,74.06,761100,74.06
"2010-01-11",74.6,75.23,74.37,74.89,843100,74.89
"2010-01-12",74.76,75.22,73.72,73.81,1118800,73.81
"2010-01-13",74.08,75.57,74.08,75.36,1033300,75.36
"2010-01-14",75.47,77,75.15,76.92,1339200,76.92
"2010-01-15",76.91,76.97,75.43,75.75,779500,75.75
"2010-01-19",75.92,77,75.92,76.57,883000,76.57
"2010-01-20",76.38,77.09,75.5,75.78,1672000,75.78
"2010-01-21",76.06,76.09,74.1,74.6,841300,74.6
"2010-01-22",74.62,74.63,72.06,72.27,2211500,72.27
"2010-01-25",72.34,73.13,70.2,73.05,2448300,73.05
"2010-01-26",72.49,73.74,72.49,73.18,1190200,73.18
"2010-01-27",72.93,73.37,71.85,72.19,1478900,72.19
"2010-01-28",72.47,72.74,70.9,71.04,1146400,71.04
"2010-01-29",71.16,71.87,70.32,71.1,1584600,71.1
"2010-02-01",71.72,71.83,70.87,71.6,1039200,71.6
"2010-02-02",71.66,72.69,71.4,72.6,1273500,72.6
"2010-02-03",72.34,72.37,71.58,71.8,539500,71.8
"2010-02-04",71.21,71.8,70.46,70.54,1381100,70.54
"2010-02-05",70.44,70.71,69.61,70.64,1015000,70.64
"2010-02-08",70.59,70.83,69.98,70.14,632000,70.14
"2010-02-09",70.52,70.97,70,70.15,1415900,70.15
"2010-02-10",69.92,71.17,69.63,70.97,1730100,70.97
"2010-02-11",69.8,71.64,69.49,71.56,1582300,71.56
"2010-02-12",71.34,71.84,70.58,71.76,1080400,71.76
"2010-02-16",72.37,72.44,71.53,72.43,848300,72.43
"2010-02-17",72.49,73.5,72.49,73.15,1021700,73.15
"2010-02-18",73.18,73.32,72.78,73.12,1149400,73.12
"2010-02-19",73,74.1,72.79,73.98,938300,73.98
"2010-02-22",74.17,74.47,73.67,73.97,589100,73.97
"2010-02-23",73.69,74.16,73.17,73.4,1122900,73.4
"2010-02-24",73.7,73.81,73.24,73.5,699300,73.5
"2010-02-25",73.24,73.25,72.47,73.13,1135900,73.13
"2010-02-26",73.14,73.86,73.08,73.31,711900,73.31
"2010-03-01",73.37,74.23,73.25,74.19,834500,74.19
"2010-03-02",74.37,75.08,74.33,74.65,656700,74.65
"2010-03-03",74.46,74.51,72.87,73.28,2038900,73.28
"2010-03-04",73.42,73.69,72.19,72.59,962800,72.59
"2010-03-05",72.79,72.93,72.07,72.45,1461100,72.45
"2010-03-08",72.24,72.35,71.86,72.04,1066700,72.04
"2010-03-09",71.93,72.13,71.65,71.89,582500,71.89
"2010-03-10",71.87,72.63,71.62,72.32,749800,72.32
"2010-03-11",72.26,73.8,72.09,73.78,1119200,73.78
"2010-03-12",73.69,74.27,73.5,73.7,676700,73.7
"2010-03-15",73.7,74.67,73.54,74.67,1131000,74.67
"2010-03-16",74.63,75.1,74.19,75,702100,75
"2010-03-17",75.11,76,75,75.71,1024100,75.71
"2010-03-18",76.01,76.25,75.47,76.17,675200,76.17
"2010-03-19",75.64,76.15,75.17,75.51,1178000,75.51
"2010-03-22",75.43,76.43,75.32,76.26,1115700,76.26
"2010-03-23",75.06,75.4,74.05,74.33,1458600,74.33
"2010-03-24",74.26,74.67,73.77,73.98,1160700,73.98
"2010-03-25",73.99,75.07,73.82,74.9,1070800,74.9
"2010-03-26",75.99,75.99,74.78,75.58,1062400,75.58
"2010-03-29",75.78,75.88,75.47,75.81,588100,75.81
"2010-03-30",75.75,75.96,75.65,75.95,542600,75.95
"2010-03-31",75.69,76.03,75.19,75.71,860800,75.71
"2010-04-01",76.04,77.22,76.04,77.17,947800,77.17
"2010-04-05",77.46,77.5,76.82,76.89,716800,76.89
"2010-04-06",77.12,77.47,76.92,77.15,1293200,77.15
"2010-04-07",77.25,77.48,76.13,76.46,1052500,76.46
"2010-04-08",76.49,76.56,75.92,76.13,905800,76.13
"2010-04-09",76.03,76.25,75.72,76.16,767800,76.16
"2010-04-12",76.09,76.67,75.95,76.67,579000,76.67
"2010-04-13",76.45,76.58,75.84,76.44,710200,76.44
"2010-04-14",76.47,76.47,75.69,76.26,616800,76.26
"2010-04-15",75.86,77.94,75.86,77.75,1448300,77.75
"2010-04-16",77.16,77.96,76.77,76.98,1027300,76.98
"2010-04-19",75.14,80.82,75.14,79.33,4002600,79.33
"2010-04-20",79.71,80.24,78.84,80.24,1186800,80.24
"2010-04-21",79.42,83,78.93,81,3221600,81
"2010-04-22",80.32,81.04,79.44,80.69,1173800,80.69
"2010-04-23",80.44,80.6,79.3,79.99,1214800,79.99
"2010-04-26",80.11,80.11,78.83,78.91,1110700,78.91
"2010-04-27",78.23,78.96,77.28,77.42,1487300,77.42
"2010-04-28",77.47,78.27,76.9,78.13,1810200,78.13
"2010-04-29",78.69,78.99,78.32,78.83,938600,78.83
"2010-04-30",78.96,79.17,78.53,78.57,1589600,78.57
"2010-05-03",78.58,79.06,78.23,78.56,1147700,78.56
"2010-05-04",77.9,78.23,77.39,77.83,1612200,77.83
"2010-05-05",77.71,78.56,77.56,77.67,1012700,77.67
"2010-05-06",77.56,78.25,73.12,76.26,1771500,76.26
"2010-05-07",76.06,76.66,74.98,75.23,1559000,75.23
"2010-05-10",77.73,77.73,76.2,76.86,1283300,76.86
"2010-05-11",76.38,77.33,75.89,76.94,1250800,76.94
"2010-05-12",77.15,77.39,76.68,77.19,1366200,77.19
"2010-05-13",77.03,77.87,76.69,77.8,1774700,77.8
"2010-05-14",77.25,77.63,76.62,77.47,1499600,77.47
"2010-05-17",77.34,77.92,76.75,77.52,990400,77.52
"2010-05-18",77.77,78.42,76.64,76.93,1361400,76.93
"2010-05-19",76.81,77.84,76.59,77.71,1849000,77.71
"2010-05-20",76.51,76.82,75.74,75.98,2736800,75.98
"2010-05-21",75.14,76.17,75.01,76,2174000,76
"2010-05-24",75.75,76.11,75.19,75.4,1299900,75.4
"2010-05-25",74.35,75.54,73.9,75.46,1280000,75.46
"2010-05-26",75.53,76.04,74.93,74.99,942800,74.99
"2010-05-27",75.94,76.46,75.77,76.41,1173800,76.41
"2010-05-28",76.19,76.29,75.48,75.61,854900,75.61
"2010-06-01",75.06,75.95,74.8,75,661000,75
"2010-06-02",75.35,76.64,74.96,76.58,931000,76.58
"2010-06-03",76.83,77.64,76.58,76.87,1057600,76.87
"2010-06-04",75.9,76.51,74.8,75.05,841500,75.05
"2010-06-07",75.35,76.12,74.93,75,891300,75
"2010-06-08",75.1,75.55,74.72,75.46,988700,75.46
"2010-06-09",75.65,76.41,75.43,75.57,1069400,75.57
"2010-06-10",76.45,77.58,76.45,77.47,815200,77.47
"2010-06-11",77.24,78.36,76.94,78.24,1160200,78.24
"2010-06-14",78.32,79.31,78.32,78.81,999100,78.81
"2010-06-15",79.24,79.79,78.89,79.6,1071400,79.6
"2010-06-16",79.01,80.53,79.01,80.39,1040400,80.39
"2010-06-17",80.5,80.59,79.98,80.4,711800,80.4
"2010-06-18",80.52,80.52,79.84,80.25,1373900,80.25
"2010-06-21",80.5,80.94,80,80.22,1014200,80.22
"2010-06-22",80.43,80.85,78.86,78.95,740500,78.95
"2010-06-23",78.72,79.32,78.05,78.41,944700,78.41
"2010-06-24",78.03,78.51,76.97,77.05,722100,77.05
"2010-06-25",76.28,77.87,76.28,77.19,1181500,77.19
"2010-06-28",77.55,78.35,77.25,78,614600,78
"2010-06-29",77.07,77.4,76.17,76.52,1628800,76.52
"2010-06-30",76.04,76.76,75.28,75.35,1156300,75.35
"2010-07-01",75.31,75.62,73.6,75.42,1309200,75.42
"2010-07-02",75.78,75.78,74.13,74.5,1213700,74.5
"2010-07-06",75.42,75.42,73.67,74.2,1101800,74.2
"2010-07-07",74.45,75.03,73.82,74.99,821800,74.99
"2010-07-08",75.4,75.84,75.24,75.62,712800,75.62
"2010-07-09",75.39,75.48,74.01,74.33,1057400,74.33
"2010-07-12",74.1,74.94,74.01,74.87,734500,74.87
"2010-07-13",75.41,75.94,74.89,75.84,818600,75.84
"2010-07-14",75.44,76.56,75.3,76.29,680400,76.29
"2010-07-15",76.28,76.89,75.91,76.58,545400,76.58
"2010-07-16",76.06,76.58,74.99,75.03,755800,75.03
