"","UTX.Open","UTX.High","UTX.Low","UTX.Close","UTX.Volume","UTX.Adjusted"
"2009-05-14",50.8,52.05,50.75,51.51,6675200,46.02
"2009-05-15",51.38,51.94,50.92,51.28,7094700,45.81
"2009-05-18",51.16,53.07,51.16,52.98,5998800,47.33
"2009-05-19",52.84,53.17,52.21,52.3,5573200,46.72
"2009-05-20",52.69,52.89,51.59,51.74,6130900,46.22
"2009-05-21",51.04,51.18,49.9,50.76,6178600,45.35
"2009-05-22",50.78,51.76,50.52,51.04,4295000,45.6
"2009-05-26",51.04,53.03,50.64,52.74,5329400,47.12
"2009-05-27",52.84,53.2,51.43,51.44,4974100,45.95
"2009-05-28",51.86,52.57,50.95,52.38,5009700,46.79
"2009-05-29",52.53,52.7,51.73,52.61,4778400,47
"2009-06-01",53.49,55.58,53.21,55.27,5974800,49.38
"2009-06-02",55.21,55.92,54.67,55.58,5478800,49.65
"2009-06-03",55.12,55.37,54.2,54.69,4971100,48.86
"2009-06-04",54.86,55.41,54.67,55.13,5098700,49.25
"2009-06-05",55.89,56.99,55.86,56.39,8450100,50.38
"2009-06-08",56.25,56.97,55.28,56.49,5248000,50.47
"2009-06-09",56.57,56.65,55.09,55.52,5877100,49.6
"2009-06-10",56.05,56.22,54.55,55.5,6008600,49.58
"2009-06-11",55.71,56.32,55.32,55.55,5110500,49.63
"2009-06-12",55.34,55.97,54.77,55.84,3611700,49.88
"2009-06-15",55.31,55.4,53.97,54.72,5762100,48.88
"2009-06-16",54.75,55.28,54.35,54.58,6048800,48.76
"2009-06-17",54.46,55.23,54.35,54.68,5595600,48.85
"2009-06-18",54.67,55.3,54.56,54.93,5410300,49.07
"2009-06-19",55.22,55.25,54.03,54.2,8405500,48.42
"2009-06-22",53.85,53.85,52.32,52.58,5677600,46.97
"2009-06-23",52.82,52.96,51.65,51.84,5483700,46.31
"2009-06-24",52.27,52.52,50.44,50.81,6481000,45.39
"2009-06-25",50.63,52.35,50.54,52.03,6110300,46.48
"2009-06-26",51.74,52.08,51.19,51.55,12306500,46.05
"2009-06-29",51.8,52.64,51.7,52.47,5107900,46.87
"2009-06-30",52.4,52.61,51.15,51.96,6995100,46.42
"2009-07-01",52.15,52.69,52.04,52.28,4671000,46.7
"2009-07-02",51.7,51.76,49.9,50.24,5516800,44.88
"2009-07-06",49.87,50.98,49.33,50.9,6282400,45.47
"2009-07-07",50.89,50.99,49.38,49.43,6282900,44.16
"2009-07-08",49.74,50.05,49.01,49.68,7001100,44.38
"2009-07-09",50.19,50.63,49.49,49.65,4338900,44.35
"2009-07-10",49.21,49.99,49,49.64,4803400,44.35
"2009-07-13",49.85,51.53,49.61,51.42,5656800,45.94
"2009-07-14",51.6,51.74,50.87,51.58,3613800,46.08
"2009-07-15",52.23,53.93,52.02,53.75,6637700,48.02
"2009-07-16",53.8,54.26,53,53.97,4160500,48.21
"2009-07-17",53.83,53.99,53.24,53.8,4435200,48.06
"2009-07-20",54.04,55.03,53.95,54.97,4400700,49.11
"2009-07-21",54.45,54.64,53.55,53.97,7383300,48.21
"2009-07-22",53.81,54.28,52.91,53.12,8030800,47.45
"2009-07-23",53.25,53.74,52.64,53.38,11176800,47.69
"2009-07-24",53.38,53.53,51.85,52.23,7665900,46.66
"2009-07-27",52.16,52.46,51.72,52.11,6083300,46.55
"2009-07-28",51.84,52.62,51.64,52.44,5255000,46.85
"2009-07-29",52.14,53.34,51.95,53.2,4832500,47.53
"2009-07-30",53.7,54.99,53.43,54.23,7583100,48.45
"2009-07-31",54.26,54.83,54.01,54.47,5768400,48.66
"2009-08-03",54.12,55.38,54.12,55.18,6219300,49.29
"2009-08-04",55,55.36,54.52,54.79,6125700,48.95
"2009-08-05",54.85,54.94,53.67,54.22,4436200,48.44
"2009-08-06",54.53,55.26,53.89,55.06,6059200,49.19
"2009-08-07",55.57,56,55.11,55.59,5603300,49.66
"2009-08-10",55.46,56.43,55.35,55.89,4929300,49.93
"2009-08-11",55.95,56.02,55.44,55.77,5560900,49.82
"2009-08-12",55.71,58.79,55.7,58.17,8667300,51.97
"2009-08-13",58.08,58.12,56.94,57.4,5936800,51.28
"2009-08-14",57.21,57.68,56.37,57.21,4385000,51.11
"2009-08-17",56.76,57,55.76,56.13,5409500,50.14
"2009-08-18",56.3,57.13,56.23,56.81,3842400,50.75
"2009-08-19",55.88,56.62,55.55,56,6597400,50.37
"2009-08-20",55.96,57.26,55.84,57.26,5066700,51.5
"2009-08-21",57.68,58.84,57.22,58.71,6823400,52.81
"2009-08-24",58.93,59.72,58.77,59.3,5756800,53.34
"2009-08-25",59.41,60.63,59.04,59.71,6798500,53.71
"2009-08-26",59.7,59.97,59.17,59.77,3721400,53.76
"2009-08-27",59.62,60.44,59.53,60.01,4082900,53.98
"2009-08-28",60.29,60.37,59.39,59.64,3846600,53.64
"2009-08-31",59.28,59.36,58.83,59.36,3760000,53.39
"2009-09-01",59.35,60.4,58.6,59.06,6182400,53.12
"2009-09-02",58.99,59.29,58.67,58.85,3723900,52.93
"2009-09-03",58.86,59.75,58.85,59.65,4733900,53.65
"2009-09-04",59.68,60.69,59.47,60.52,3424100,54.43
"2009-09-08",60.74,60.88,59.83,60.38,4951500,54.31
"2009-09-09",60.49,61.37,60.49,61.24,4925000,55.08
"2009-09-10",61.25,62,60.74,61.95,4573700,55.72
"2009-09-11",62.04,62.04,61.41,61.99,4765600,55.76
"2009-09-14",61.51,61.76,61.14,61.56,4838300,55.37
"2009-09-15",61.67,61.73,61.18,61.29,5412100,55.13
"2009-09-16",61.7,62.35,61.35,61.95,7264200,55.72
"2009-09-17",61.92,63.04,61.92,62.52,6683800,56.23
"2009-09-18",62.72,63.28,62.5,62.82,6837000,56.5
"2009-09-21",62.47,63.02,62.3,62.67,3691000,56.37
"2009-09-22",63.21,63.3,62.8,63.23,4584200,56.87
"2009-09-23",63.48,63.72,62.67,62.74,4698500,56.43
"2009-09-24",62.93,63,62.01,62.34,4699900,56.07
"2009-09-25",62.19,62.19,61.01,61.54,4667900,55.35
"2009-09-28",61.9,62.15,61.56,61.64,5365900,55.44
"2009-09-29",61.66,61.93,61.25,61.31,4048900,55.14
"2009-09-30",61.17,61.53,59.97,60.93,6495100,54.8
"2009-10-01",60.83,60.98,59.91,59.99,6125600,53.96
"2009-10-02",59.38,59.94,59.31,59.63,4662800,53.63
"2009-10-05",60,60.48,59.37,60.43,3562700,54.35
"2009-10-06",60.88,61.92,60.69,61.49,3726800,55.31
"2009-10-07",60.86,61.46,60.86,61.07,2375400,54.93
"2009-10-08",61.6,62.28,61.29,61.78,4464300,55.57
"2009-10-09",61.84,62.22,61.78,62.17,2811900,55.92
"2009-10-12",62.32,62.49,61.04,61.47,3613300,55.29
"2009-10-13",61.47,62.15,61.21,61.97,3683200,55.74
"2009-10-14",62.74,63.87,62.25,63.76,5235700,57.35
"2009-10-15",63.46,64.44,63.46,64.4,5668700,57.92
"2009-10-16",64.16,65.09,64.12,64.89,6206800,58.36
"2009-10-19",65.03,65.86,64.79,65.44,5980000,58.86
"2009-10-20",64.41,65.88,63.8,65.4,6567400,58.82
"2009-10-21",65.14,66.26,64.76,65.4,5830100,58.82
"2009-10-22",65.26,66.06,64.9,65.9,4801900,59.27
"2009-10-23",66,66.36,65.54,65.81,5562800,59.19
"2009-10-26",65.81,66.26,64.42,64.83,5456700,58.31
"2009-10-27",65.02,65.43,63.91,64.09,5606600,57.65
"2009-10-28",63.78,64.32,62.58,62.61,5005700,56.31
"2009-10-29",62.71,63.74,62.34,63.58,4991000,57.19
"2009-10-30",63.42,63.78,61.42,61.45,8178600,55.27
"2009-11-02",61.71,62.94,61.43,62.66,4587300,56.36
"2009-11-03",62.17,63.35,62.17,63.2,4432100,56.84
"2009-11-04",63.55,64.64,63.39,63.58,4446500,57.19
"2009-11-05",64.03,65.5,63.9,65.45,3654000,58.87
"2009-11-06",65.36,65.72,64.69,65.07,3895200,58.53
"2009-11-09",65.63,66.75,65.11,66.73,3834700,60.02
"2009-11-10",66.74,67.2,66.29,66.73,3552600,60.02
"2009-11-11",66.86,67.45,66.63,66.97,3409000,60.24
"2009-11-12",67.15,67.57,66.51,66.7,4666800,59.99
"2009-11-13",66.86,68.25,66.66,67.99,4951200,61.15
"2009-11-16",68.3,69.4,68.01,69.34,5373000,62.37
"2009-11-17",69.38,69.96,69.08,69.93,4811300,62.9
"2009-11-18",69.74,69.76,68.4,68.81,5958800,62.23
"2009-11-19",68.48,68.48,67.29,68.01,4208900,61.51
"2009-11-20",67.73,68.11,67.49,67.97,3361100,61.47
"2009-11-23",68.52,69.13,68.29,68.73,3260700,62.16
"2009-11-24",68.5,68.73,67.91,68.27,3886500,61.74
"2009-11-25",68.47,68.47,67.92,68.31,2723900,61.78
"2009-11-27",66.93,67.58,66.35,67.2,2599000,60.78
"2009-11-30",67.17,67.46,66.52,67.24,4311300,60.81
"2009-12-01",68,68.69,67.9,68,3856200,61.5
"2009-12-02",67.73,68.65,67.52,68.15,2658000,61.64
"2009-12-03",68.05,68.49,67.18,67.26,3787600,60.83
"2009-12-04",67.79,68.82,67.5,68.32,4389400,61.79
"2009-12-07",68.32,69.2,68.2,68.86,3486400,62.28
"2009-12-08",68.52,68.52,67.39,68.23,4107700,61.71
"2009-12-09",67.74,67.9,66.75,67.41,4835800,60.97
"2009-12-10",67.78,69,67.58,67.93,4786500,61.44
"2009-12-11",68.82,69.65,68.65,69.4,5805200,62.77
"2009-12-14",69.9,69.98,69.47,69.91,4999500,63.23
"2009-12-15",69.78,70.3,69.36,70.25,5467900,63.54
"2009-12-16",70.4,70.75,70.09,70.25,5235500,63.54
"2009-12-17",70.06,70.12,69.46,69.58,3718800,62.93
"2009-12-18",69.9,70,69.12,69.46,9565800,62.82
"2009-12-21",69.55,70.03,69.28,69.36,4094500,62.73
"2009-12-22",69.38,69.86,69.21,69.35,4007000,62.72
"2009-12-23",69.36,69.78,69.13,69.51,2877100,62.87
"2009-12-24",69.68,70.5,69.68,70.36,1253900,63.64
"2009-12-28",70.3,70.78,69.99,70.46,2021900,63.73
"2009-12-29",70.59,70.89,70.3,70.3,2266000,63.58
"2009-12-30",70.3,70.54,70,70.49,2191100,63.75
"2009-12-31",70.67,70.76,69.32,69.41,2643600,62.78
"2010-01-04",70.21,71.86,69.86,71.63,6104100,64.78
"2010-01-05",71.64,71.64,70.28,70.56,5004900,63.82
"2010-01-06",70.56,70.83,70.03,70.19,4726900,63.48
"2010-01-07",70.01,70.62,69.57,70.49,4264400,63.75
"2010-01-08",70.26,70.7,70.25,70.63,4654800,63.88
"2010-01-11",70.73,72.26,70.73,72.16,5530000,65.26
"2010-01-12",71.8,71.95,71.06,71.74,4672000,64.88
"2010-01-13",71.82,72.66,71.79,72.56,4877100,65.62
"2010-01-14",72.24,72.85,72.12,72.81,3551300,65.85
"2010-01-15",72.83,72.93,71.68,71.99,5343300,65.11
"2010-01-19",71.99,72.94,71.64,72.29,3680700,65.38
"2010-01-20",72.01,72.24,70.63,71.43,3673200,64.6
"2010-01-21",71.45,71.85,69.75,70.13,5111300,63.43
"2010-01-22",69.87,70.29,69,69.08,5814000,62.48
"2010-01-25",69.51,69.51,68.56,68.59,4999400,62.03
"2010-01-26",68,68.86,67.8,68.47,4996400,61.93
"2010-01-27",67.26,67.85,66.5,67.61,7690700,61.15
"2010-01-28",67.69,67.83,66.55,67.37,5578700,60.93
"2010-01-29",67.39,68.49,66.64,67.48,7232100,61.03
"2010-02-01",67.76,67.97,67.2,67.55,4916700,61.09
"2010-02-02",67.89,68.43,67.69,68.03,6129300,61.53
"2010-02-03",67.82,68.43,67.7,68.24,4151000,61.72
"2010-02-04",67.87,67.95,66.34,66.38,5983200,60.04
"2010-02-05",66.38,67,65.05,66.5,7825300,60.14
"2010-02-08",66.28,66.33,65.31,65.4,5260400,59.15
"2010-02-09",66.2,67.11,65.71,66.52,5277500,60.16
"2010-02-10",66.52,66.93,66.11,66.64,4933100,60.27
"2010-02-11",66.36,66.85,65.86,66.71,5504100,60.33
"2010-02-12",65.9,66.26,65.01,65.69,7957400,59.41
"2010-02-16",66.06,66.43,65.56,66.33,6291000,59.99
"2010-02-17",66.3,67.53,65.82,67.35,5988500,61.31
"2010-02-18",67.53,68.29,67.42,68.11,4124800,62
"2010-02-19",68.24,68.9,68.11,68.52,5296100,62.37
"2010-02-22",68.84,68.92,68.13,68.4,3311300,62.26
"2010-02-23",68.38,68.75,67.72,67.79,4152300,61.71
"2010-02-24",68.19,68.7,67.79,68.62,4842400,62.46
"2010-02-25",67.57,68.7,67.05,68.67,5920600,62.51
"2010-02-26",68.67,68.98,68.14,68.65,3973200,62.49
"2010-03-01",68.84,69.8,68.84,69.64,3703200,63.39
"2010-03-02",69.89,70,69.64,69.75,5956300,63.49
"2010-03-03",69.84,70.38,69.43,69.6,4835600,63.35
"2010-03-04",69.66,70.79,69.64,70.37,5651700,64.05
"2010-03-05",70.57,71.31,70.57,71.25,4057400,64.86
"2010-03-08",71.19,71.42,70.76,70.76,4018500,64.41
"2010-03-09",71.51,72.25,71.16,71.78,5560500,65.34
"2010-03-10",71.97,72.22,71.38,71.79,4901800,65.35
"2010-03-11",71.95,72.04,71.26,72.04,4983700,65.57
"2010-03-12",71.79,72.45,71.14,71.53,5805600,65.11
"2010-03-15",71.51,72.11,71.32,71.84,5463100,65.39
"2010-03-16",71.97,72.5,71.59,72.4,5154500,65.9
"2010-03-17",72.63,72.8,72.06,72.19,4486300,65.71
"2010-03-18",72.08,72.55,72.06,72.5,3174600,65.99
"2010-03-19",72.76,73.74,72.72,73.24,9199100,66.67
"2010-03-22",72.66,73.03,72.57,72.61,5176900,66.09
"2010-03-23",72.72,73.17,72.58,73.09,4964100,66.53
"2010-03-24",72.98,73.54,72.76,73.04,4180900,66.49
"2010-03-25",73.41,73.82,73.18,73.27,3936300,66.69
"2010-03-26",73.46,74.07,73.46,73.62,4793700,67.01
"2010-03-29",73.79,74.32,73.63,74,3034000,67.36
"2010-03-30",74.22,74.85,73.95,74.13,2876100,67.48
"2010-03-31",73.93,74.33,73.42,73.61,3761600,67
"2010-04-01",73.87,74.48,73.54,74.13,3456300,67.48
"2010-04-05",74.32,74.95,74.22,74.85,4505000,68.13
"2010-04-06",74.54,74.97,74.42,74.67,3689600,67.97
"2010-04-07",74.55,74.64,73.53,73.99,5225400,67.35
"2010-04-08",73.69,73.91,73.28,73.7,3353300,67.09
"2010-04-09",73.71,74,73.41,73.99,2818300,67.35
"2010-04-12",74.36,74.36,73.59,73.76,3794600,67.14
"2010-04-13",73.58,73.71,72.93,73.46,4417300,66.87
"2010-04-14",73.33,74.05,73.13,74,3383900,67.36
"2010-04-15",73.89,74.72,73.76,74.61,3360800,67.91
"2010-04-16",74.66,74.78,73.21,73.69,7569600,67.08
"2010-04-19",73.46,73.81,73,73.76,5122300,67.14
"2010-04-20",74.13,74.68,73.27,74.2,4977900,67.54
"2010-04-21",73.63,77.09,73.63,76.93,10706300,70.03
"2010-04-22",76.63,76.75,75.94,76.43,8610400,69.57
"2010-04-23",76.52,76.78,75.78,76.47,4710900,69.61
"2010-04-26",76.57,77.08,76.26,76.4,3457300,69.54
"2010-04-27",76.21,76.35,74.07,74.32,6237100,67.65
"2010-04-28",74.64,74.9,73.56,74.66,6122600,67.96
"2010-04-29",75.31,76.35,75.16,76.02,4974300,69.2
"2010-04-30",76.02,76.49,74.9,74.95,5068500,68.22
"2010-05-03",75.26,76.38,75.14,76.28,4115600,69.43
"2010-05-04",75.61,75.61,73.45,74.16,5426600,67.5
"2010-05-05",73.59,74.31,72.83,73.59,6179300,66.99
"2010-05-06",73.05,74,65.17,71.24,9270000,64.85
"2010-05-07",70.85,71.46,68.86,69.46,10290000,63.23
"2010-05-10",72.54,73.35,72,73.04,7692200,66.49
"2010-05-11",72.34,74.25,72.33,73.13,5971400,66.57
"2010-05-12",73.05,73.43,72.58,73.15,5067200,66.97
"2010-05-13",73.11,74.11,72.73,72.86,5278700,66.71
"2010-05-14",72.35,72.61,70.69,71.58,6648700,65.54
"2010-05-17",71.71,72,69.92,71.03,5980400,65.03
"2010-05-18",71.56,71.94,70.48,70.68,6039600,64.71
"2010-05-19",70.16,70.75,68.66,69.35,8501300,63.5
"2010-05-20",67.8,68.56,66.36,66.43,10894800,60.82
"2010-05-21",64.58,67.11,64.58,66.44,10626800,60.83
"2010-05-24",66.66,66.79,65.81,66.13,5345100,60.55
"2010-05-25",64.34,66.31,63.79,66.16,7858400,60.57
"2010-05-26",66.82,67.75,66,66.15,6560500,60.57
"2010-05-27",67.34,68.11,66.99,68.11,5075400,62.36
"2010-05-28",68.25,68.41,67.04,67.38,4809400,61.69
"2010-06-01",66.59,67.47,65.93,66.05,5126900,60.47
"2010-06-02",66.47,67.53,65.96,67.46,4300400,61.76
"2010-06-03",67.76,68.25,67.28,67.85,3912200,62.12
"2010-06-04",66.62,66.81,64.88,65.14,6460300,59.64
"2010-06-07",65.26,65.45,63.15,63.22,8310700,57.88
"2010-06-08",63.25,64.27,62.88,64.21,7425500,58.79
"2010-06-09",64.45,64.81,63.27,63.42,7998400,58.07
"2010-06-10",64.53,65.62,63.86,65.49,5873400,59.96
"2010-06-11",64.93,66.29,64.55,66.23,4583600,60.64
"2010-06-14",66.49,67.83,66.44,66.9,6658900,61.25
"2010-06-15",67.02,68.66,66.96,68.6,4945000,62.81
"2010-06-16",68.18,68.71,68.05,68.59,4057700,62.8
"2010-06-17",68.65,68.7,67.71,68.56,4349000,62.77
"2010-06-18",68.65,69.25,68.51,69.18,6187800,63.34
"2010-06-21",70.34,70.62,69.04,69.37,4519400,63.51
"2010-06-22",69.3,69.67,67.85,67.99,4198100,62.25
"2010-06-23",68.18,68.69,67.46,67.99,5070900,62.25
"2010-06-24",67.89,68.51,67.16,67.35,5505800,61.66
"2010-06-25",67.43,67.89,66.81,67.86,7919500,62.13
"2010-06-28",67.91,67.96,66.82,67.11,3315800,61.44
"2010-06-29",66.09,66.77,64.32,64.97,7028400,59.48
"2010-06-30",64.99,65.85,64.43,64.91,6561300,59.43
"2010-07-01",64.85,64.91,63.62,64.39,5676900,58.95
"2010-07-02",64.45,64.93,63.84,64.29,3988800,58.86
"2010-07-06",64.81,65.22,63.91,64.59,5780000,59.14
"2010-07-07",64.6,66.59,64.56,66.55,5255700,60.93
"2010-07-08",67.07,67.24,66.29,67.23,3637900,61.55
"2010-07-09",67.28,67.7,66.88,67.51,2919600,61.81
"2010-07-12",67.18,67.59,66.27,66.68,3787200,61.05
"2010-07-13",67.18,68.32,67.18,67.76,5035900,62.04
"2010-07-14",67.63,68.34,67.38,68.01,3441300,62.27
"2010-07-15",67.96,68.36,67.17,68.15,4340200,62.4
"2010-07-16",67.95,68.02,65.88,66.03,4498700,60.46
"2010-07-19",66.42,66.9,66.12,66.39,4731700,60.79
"2010-07-20",65.75,67.74,65.75,67.54,5256400,61.84
"2010-07-21",67.67,68.73,66.53,67.03,6598700,61.37
"2010-07-22",68.01,69.91,68.01,69.53,5200500,63.66
"2010-07-23",69.48,71.14,69.16,70.9,4661000,64.91
"2010-07-26",70.62,71.79,70.35,71.59,4535400,65.55
"2010-07-27",71.96,71.97,70.75,71.09,4617500,65.09
"2010-07-28",71.07,71.47,70.78,71.11,3662100,65.11
"2010-07-29",71.48,72,70.49,71.15,5161500,65.14
"2010-07-30",70.56,71.5,69.79,71.1,4725700,65.1
"2010-08-02",72.04,72.85,71.77,72.61,3796900,66.48
"2010-08-03",72.25,72.78,71.98,72.03,3557800,65.95
"2010-08-04",72.21,72.94,72.06,72.67,2807800,66.53
"2010-08-05",72.38,73.35,72.11,73.2,3066100,67.02
"2010-08-06",72.4,73.21,71.68,72.73,3213600,66.59
"2010-08-09",73.34,73.6,72.89,73.35,2666400,67.16
"2010-08-10",72.82,73.81,71.93,73.39,4093900,67.19
"2010-08-11",72.16,72.33,70.77,71.27,4838900,65.25
"2010-08-12",70.35,70.94,70.29,70.58,2862000,64.62
"2010-08-13",70.27,70.98,70.13,70.7,2472800,64.73
"2010-08-16",70.2,70.78,69.5,70.35,2594900,64.41
"2010-08-17",70.85,71.33,69.91,70.51,6485300,64.56
"2010-08-18",70.34,70.6,69.29,69.93,4944600,64.41
"2010-08-19",69.62,70.14,68.02,68.51,6073300,63.11
"2010-08-20",67.55,68.7,67.41,68.12,3822400,62.75
"2010-08-23",68.54,68.97,67.21,67.22,3955000,61.92
"2010-08-24",66.33,66.57,65.39,65.66,5286500,60.48
"2010-08-25",65.14,65.75,64.57,65.26,6606900,60.11
"2010-08-26",65.51,65.83,64.95,65.05,5594600,59.92
"2010-08-27",65.99,66.68,64.99,66.57,5074600,61.32
"2010-08-30",66.47,66.47,65.39,65.39,3371100,60.23
"2010-08-31",65.12,65.73,64.67,65.21,5199400,60.07
"2010-09-01",66.03,67.58,65.68,67.37,5231000,62.06
"2010-09-02",67.11,67.44,66.91,67.44,3837300,62.12
"2010-09-03",68.03,68.56,67.48,68.26,4316000,62.88
"2010-09-07",68.01,68.41,67.67,67.98,3759300,62.62
"2010-09-08",68.06,68.94,68.03,68.47,3072900,63.07
"2010-09-09",69.35,69.45,68.25,68.62,2686800,63.21
"2010-09-10",68.9,69.15,68.48,68.89,3026400,63.46
"2010-09-13",69.33,69.8,68.28,68.79,4476800,63.36
"2010-09-14",68.72,69.31,68.36,68.72,3467100,63.3
"2010-09-15",68.7,68.7,68.05,68.27,3692700,62.89
"2010-09-16",68.16,68.68,68,68.53,2803300,63.12
"2010-09-17",68.94,69.63,68.56,69.53,5201300,64.05
"2010-09-20",69.7,70.62,69.25,70.37,2958000,64.82
"2010-09-21",70.53,71.22,70.28,70.6,4469600,65.03
"2010-09-22",70.43,71.21,70.43,70.58,3057400,65.01
"2010-09-23",69.96,70.57,69.62,69.8,3413000,64.29
"2010-09-24",70.44,71.68,70.44,71.5,2991100,65.86
"2010-09-27",71.34,71.46,70.85,70.91,3726700,65.32
"2010-09-28",71.15,71.8,70.04,71.6,3494300,65.95
"2010-09-29",71.3,71.78,71.17,71.49,2931300,65.85
"2010-09-30",71.82,72.94,71,71.23,5015300,65.61
"2010-10-01",71.68,72.03,70.98,71.13,4997200,65.52
"2010-10-04",71.94,72.03,70.23,70.53,4427400,64.97
"2010-10-05",71.31,72.82,71.24,72.51,5541200,66.79
"2010-10-06",72.38,72.95,72.38,72.87,3951800,67.12
"2010-10-07",72.82,73.05,72.41,72.78,3015900,67.04
"2010-10-08",72.99,73.2,72.3,72.91,3505200,67.16
"2010-10-11",73.11,73.11,72.61,72.93,2454600,67.18
"2010-10-12",72.6,73.27,71.8,72.98,3937600,67.22
"2010-10-13",73.51,74.6,73.36,74.18,4990900,68.33
"2010-10-14",74.19,74.2,73.4,74.15,4852100,68.3
"2010-10-15",74.34,74.87,73.4,74.1,4671800,68.26
"2010-10-18",74.27,74.9,73.98,74.56,3832000,68.68
"2010-10-19",73.8,74.18,72.85,73.61,5807800,67.8
"2010-10-20",72.01,74.28,71.92,73.92,8761800,68.09
"2010-10-21",74.32,75.58,74.25,74.97,8837600,69.06
"2010-10-22",75.25,75.25,74.49,74.94,3165100,69.03
"2010-10-25",75.46,75.57,74.8,75.01,4068900,69.09
"2010-10-26",74.47,74.82,74.03,74.67,3524100,68.78
"2010-10-27",74.22,74.54,73.3,74.46,3318400,68.59
"2010-10-28",75.01,75.38,73.98,74.7,3141000,68.81
"2010-10-29",74.32,74.88,74.1,74.77,2650000,68.87
"2010-11-01",75.27,75.77,74.11,74.64,3401600,68.75
"2010-11-02",75.21,75.62,75.08,75.25,2806300,69.31
"2010-11-03",75.24,75.53,74.31,75.05,3586800,69.13
"2010-11-04",76.01,76.9,75.46,76.24,5502600,70.23
"2010-11-05",76.49,76.89,76.14,76.75,4705400,70.7
"2010-11-08",76.52,76.91,76.33,76.63,3149300,70.59
"2010-11-09",76.69,76.78,76.34,76.69,3810200,70.64
"2010-11-10",76.53,76.62,75.8,76.15,4023200,70.14
"2010-11-11",75.87,75.95,75.04,75.39,3506400,69.44
"2010-11-12",74.94,75.22,74.42,74.88,4771100,68.97
"2010-11-15",75.02,75.73,74.87,75.31,4718100,69.37
"2010-11-16",74.8,74.94,73.77,74.16,5989800,68.31
"2010-11-17",73.73,74.07,73.43,73.64,3897300,68.22
"2010-11-18",74.35,75.5,74.23,75.03,3652600,69.51
"2010-11-19",75.09,75.41,74.64,75.31,4022000,69.77
"2010-11-22",74.9,75.49,74.26,75.11,3442700,69.58
"2010-11-23",74.37,74.48,73.7,74.18,4109700,68.72
"2010-11-24",74.76,76.21,74.56,76.09,3917400,70.49
"2010-11-26",75.61,75.68,75.2,75.28,1963900,69.74
"2010-11-29",74.72,75.08,73.88,74.8,4358800,69.3
"2010-11-30",74.11,75.69,74.04,75.27,5543800,69.73
"2010-12-01",76.54,78.49,76.54,78.26,7949400,72.5
"2010-12-02",78.39,79.36,78.1,78.7,4843700,72.91
"2010-12-03",78.42,78.81,78.29,78.74,3225500,72.95
"2010-12-06",78.58,78.8,78.23,78.41,2699100,72.64
"2010-12-07",79.41,79.41,78.37,78.54,4477600,72.76
"2010-12-08",78.66,79.02,77.35,77.69,5382300,71.97
"2010-12-09",78.14,78.21,77.42,77.63,3863200,71.92
"2010-12-10",78.49,78.83,78.07,78.4,3822900,72.63
"2010-12-13",78.84,78.84,78.11,78.15,3752500,72.4
"2010-12-14",77.82,79.01,77.82,78.85,3549200,73.05
"2010-12-15",78.71,79.41,78.58,78.95,3970500,73.14
"2010-12-16",78.83,79.25,78.59,79.02,3049600,73.21
"2010-12-17",78.83,79.08,78.38,78.8,5386500,73
"2010-12-20",79.38,79.5,78.79,78.9,2802500,73.1
"2010-12-21",79.03,79.47,78.56,79.35,2834700,73.51
"2010-12-22",79.38,79.7,79.07,79.52,2123600,73.67
"2010-12-23",79.49,79.6,79.2,79.5,1862200,73.65
"2010-12-27",79.37,79.4,78.98,79.27,1388800,73.44
"2010-12-28",79.57,79.57,79.04,79.29,2066300,73.46
"2010-12-29",79.46,79.67,79.09,79.1,1559100,73.28
"2010-12-30",78.92,79.12,78.61,78.85,1504400,73.05
"2010-12-31",78.8,78.82,78.25,78.72,1782200,72.93
"2011-01-03",79.19,79.42,78.96,78.99,3059800,73.18
"2011-01-04",78.59,79.48,78.4,79.12,3659000,73.3
"2011-01-05",78.59,79.56,78.59,79.23,2820600,73.4
"2011-01-06",79.41,79.75,79.04,79.15,3486400,73.33
"2011-01-07",79.14,79.69,78.63,79.08,2771900,73.26
"2011-01-10",78.27,78.69,77.81,78.46,3301600,72.69
"2011-01-11",78.6,79.18,78.47,78.92,3474600,73.11
"2011-01-12",79.57,79.9,79.24,79.43,3242200,73.59
"2011-01-13",79.49,79.76,79.15,79.5,2694500,73.65
"2011-01-14",79.2,79.31,78.69,79.08,4624000,73.26
"2011-01-18",79.28,79.75,79.19,79.57,3794700,73.72
"2011-01-19",79.67,80,79.17,79.91,4108900,74.03
"2011-01-20",79.62,79.91,78.98,79.55,3941000,73.7
"2011-01-21",79.9,80.5,79.76,80.2,4613200,74.3
"2011-01-24",80.26,81.54,80.26,81.52,4741200,75.52
"2011-01-25",81.46,81.73,80.88,81.73,4495700,75.72
"2011-01-26",81.68,81.95,80.76,81.41,5314200,75.42
"2011-01-27",81.94,82.99,81.8,82.59,4450000,76.51
"2011-01-28",82.87,83.08,80.71,81.43,4563600,75.44
"2011-01-31",81.8,81.99,80.66,81.3,4292700,75.32
"2011-02-01",81.63,82.06,81.43,81.83,3524700,75.81
"2011-02-02",81.84,82.54,81.68,82.16,2748700,76.12
"2011-02-03",82.16,82.31,81.58,82.22,2277200,76.17
"2011-02-04",82.33,82.6,82.01,82.52,2834400,76.45
"2011-02-07",82.85,83.82,82.73,83.66,3573500,77.51
