"","DVN.Open","DVN.High","DVN.Low","DVN.Close","DVN.Volume","DVN.Adjusted"
"2013-12-19",59.35,61.12,59.15,60.75,3620000,60.54
"2013-12-20",60.94,61.11,60.13,60.94,3954400,60.73
"2013-12-23",61.31,61.85,60.71,60.81,1940000,60.6
"2013-12-24",60.74,61.45,60.59,61.26,847800,61.05
"2013-12-26",61.16,61.46,60.6,61.12,2125300,60.91
"2013-12-27",61.42,61.88,61.13,61.69,1472900,61.48
"2013-12-30",61.75,62.4,61.56,61.8,2724100,61.59
"2013-12-31",61.84,62.19,61.38,61.87,2336400,61.66
"2014-01-02",61.69,61.84,60.92,61.16,2056900,60.95
"2014-01-03",61.3,61.68,60.8,61.03,1735600,60.82
"2014-01-06",60.5,60.65,60.07,60.25,2565900,60.04
"2014-01-07",60.92,61.99,60.78,61.48,3499200,61.27
"2014-01-08",61.48,61.79,60.94,61.31,3503800,61.1
"2014-01-09",61.28,61.52,59.99,60.78,2826200,60.57
"2014-01-10",60.96,61.06,60.26,60.53,2283400,60.32
"2014-01-13",60.49,60.79,59.02,59.18,3198800,58.98
"2014-01-14",59.15,60.1,59.12,59.78,2414400,59.57
"2014-01-15",59.91,60.3,59.12,59.21,3030900,59.01
"2014-01-16",59.11,59.58,58.95,59.37,3042200,59.16
"2014-01-17",59.45,59.58,58.7,59.01,3312000,58.81
"2014-01-21",59.62,60.14,59,59.68,2750700,59.47
"2014-01-22",60.09,60.72,59.59,60.41,3092700,60.2
"2014-01-23",60.32,60.59,59.84,60.12,2484400,59.91
"2014-01-24",59.61,59.89,59.15,59.52,3788100,59.31
"2014-01-27",59.47,59.5,58.46,58.67,3576200,58.47
"2014-01-28",58.91,59.52,58.75,59.29,2483400,59.08
"2014-01-29",58.71,59.57,58.21,59.01,3097500,58.81
"2014-01-30",59.11,60.5,58.73,59.67,4712000,59.46
"2014-01-31",58.91,59.75,58.8,59.22,3442100,59.01
"2014-02-03",59.19,59.63,57.67,57.85,4388100,57.65
"2014-02-04",58.73,59.79,58.63,59.32,4608800,59.11
"2014-02-05",59.42,59.64,58.61,59.08,3927600,58.88
"2014-02-06",59.48,60.67,59.04,60.45,3738300,60.24
"2014-02-07",60.49,61.11,60.2,61.02,2993200,60.81
"2014-02-10",60.86,60.94,60.3,60.8,2284600,60.59
"2014-02-11",60.78,61.8,60.56,61.54,2033000,61.33
"2014-02-12",61.87,61.87,60.99,61.18,2341900,60.97
"2014-02-13",60.89,62.46,60.72,62.27,3315400,62.05
"2014-02-14",62.27,62.43,61.57,62.05,2317200,61.84
"2014-02-18",62.35,63.37,62.13,62.91,5131700,62.69
"2014-02-19",63.97,65.64,63.31,64.25,9710000,64.03
"2014-02-20",64.21,64.93,64.05,64.56,3788200,64.34
"2014-02-21",64.67,64.82,63.61,63.67,4596600,63.45
"2014-02-24",63.9,64.91,63.9,64.37,3368500,64.15
"2014-02-25",64.07,64.15,63.19,63.91,3764300,63.69
"2014-02-26",63.81,64.04,63.32,63.73,3244500,63.51
"2014-02-27",63.47,64.42,63.4,64.31,3066400,64.09
"2014-02-28",64.34,64.75,64.08,64.42,2456900,64.2
"2014-03-03",64,65.04,63.71,63.78,3815500,63.56
"2014-03-04",64.28,64.85,63.77,64.64,3990300,64.42
"2014-03-05",64.55,64.98,64.29,64.47,2749700,64.25
"2014-03-06",64.54,64.75,64.07,64.52,1684700,64.3
"2014-03-07",64.49,65.25,64.28,65.13,2935700,64.9
"2014-03-10",65,65.06,63.8,64.53,3191600,64.31
"2014-03-11",64.46,64.78,63.4,63.55,2331400,63.33
"2014-03-12",62.91,63.29,62.53,63.08,2251900,63.08
"2014-03-13",63.22,63.37,62.49,62.59,2182700,62.59
"2014-03-14",62.47,62.82,62.37,62.74,3081800,62.74
"2014-03-17",62.94,63.41,62.43,62.8,2174900,62.8
