"","DVN.Open","DVN.High","DVN.Low","DVN.Close","DVN.Volume","DVN.Adjusted"
"2008-09-29",95.02,95.49,83.97,88.12,9343000,82.66
"2008-09-30",89,92.7,89,91.2,5872900,85.55
"2008-10-01",91.55,91.69,86.93,89.54,6180000,83.99
"2008-10-02",88.38,88.38,82.52,83.1,7535400,77.95
"2008-10-03",83.39,88.91,82.07,82.51,5566900,77.4
"2008-10-06",77.17,78.82,69.23,77.4,10170500,72.6
"2008-10-07",79.17,81.39,71.53,72.54,7847800,68.05
"2008-10-08",69.38,76.56,67.05,72.45,10470500,67.96
"2008-10-09",72.56,75.24,62.8,62.8,8540500,58.91
"2008-10-10",58.17,63.68,54.4,60,15382700,56.28
"2008-10-13",62.99,74.46,62.88,72.88,9529900,68.36
"2008-10-14",76.86,80.48,73.26,75.2,11025400,70.54
"2008-10-15",72.75,73.68,62.1,62.65,8728400,58.77
"2008-10-16",63.41,70.81,60.76,69.91,12990000,65.58
"2008-10-17",68.38,77.44,66.49,70.8,7491500,66.41
"2008-10-20",74.59,79.77,73.51,79.7,9238200,74.76
"2008-10-21",77.25,79.17,74.22,77.21,6110200,72.43
"2008-10-22",73.58,73.58,66.36,69.34,7256800,65.04
"2008-10-23",69.89,73.29,65.25,72.62,8019100,68.12
"2008-10-24",64.63,71.5,62.04,69.83,5542800,65.5
"2008-10-27",68.43,71.23,63.75,64.47,5503700,60.48
"2008-10-28",67.25,70.5,61.98,70.23,7072800,65.88
"2008-10-29",71.59,76.38,71.1,71.78,7996700,67.33
"2008-10-30",74.57,77.67,71.31,76.81,5446700,72.05
"2008-10-31",75.07,83.49,74.2,80.86,6743200,75.85
"2008-11-03",79.8,81,75.61,77.89,5281800,73.06
"2008-11-04",79.99,83.49,79.99,83,5859000,77.86
"2008-11-05",81,83.77,77.84,79.76,6203000,74.82
"2008-11-06",78.34,78.49,72.04,74,7546600,69.41
"2008-11-07",74.41,76.75,73.15,76.11,4129600,71.39
"2008-11-10",78.93,80.21,75.85,77.8,3698800,72.98
"2008-11-11",75.76,76.5,72.64,74,5336800,69.41
"2008-11-12",72,72.98,66.76,67.93,5835100,63.72
"2008-11-13",68.16,74.3,65.77,73.98,9270400,69.4
"2008-11-14",72.08,74.4,69.31,70.14,6061100,65.79
"2008-11-17",69.08,72.62,68.62,69.67,4326400,65.35
"2008-11-18",70.3,72.16,67.25,70.95,6262000,66.55
"2008-11-19",71.05,73.44,67.92,68.57,7467600,64.32
"2008-11-20",65.67,66.72,58.95,59.5,10420500,55.81
"2008-11-21",61.14,69.31,60.58,68.96,9167400,64.69
"2008-11-24",71.73,74.94,69.38,72.78,8968100,68.27
"2008-11-25",73.7,74.27,70.76,73.07,5400200,68.54
"2008-11-26",72.16,75,68.84,74.89,9329000,70.25
"2008-11-28",74,74,70,72.34,2652700,67.86
"2008-12-01",70.09,70.09,65.45,65.69,6335300,61.62
"2008-12-02",67.96,69.2,64.46,67.08,5545500,62.92
"2008-12-03",65.5,67.69,64.5,67.42,6278200,63.24
"2008-12-04",65.65,66.75,60.47,62.15,7287400,58.3
"2008-12-05",60.76,62.28,57.07,61.26,8368400,57.46
"2008-12-08",64.07,66.79,63.67,65.32,6869800,61.27
"2008-12-09",64.32,68.04,62.38,66.24,5025300,62.14
"2008-12-10",67.64,73.11,67.27,72.56,8112800,68.06
"2008-12-11",73.67,75.3,69.51,70.97,6301900,66.72
"2008-12-12",68.42,69,65.78,68.05,6762500,63.97
"2008-12-15",69.59,70.16,65.6,67.3,6732700,63.27
"2008-12-16",68.1,71.39,68.1,70.37,6369000,66.16
"2008-12-17",69.48,71.19,68.45,68.66,5976700,64.55
"2008-12-18",68.5,68.72,63.93,64.59,6611500,60.72
"2008-12-19",64.95,68.07,64.68,66.79,7530600,62.79
"2008-12-22",66.94,67.01,62.14,63.08,4661900,59.3
"2008-12-23",63.06,65,62.1,63.02,4178500,59.25
"2008-12-24",62.63,63.39,61.6,62.99,1659000,59.22
"2008-12-26",63.17,64.18,62.37,64.01,1851900,60.18
"2008-12-29",65.5,66.14,64.26,65.55,3218600,61.62
"2008-12-30",65.28,65.81,63.7,65.49,4073000,61.57
"2008-12-31",65.14,67.12,64.76,65.71,3772600,61.77
"2009-01-02",65.94,69.04,65.3,68.49,4886200,64.39
"2009-01-05",68.3,73.01,67.5,70.98,6885700,66.73
"2009-01-06",72.45,73.11,70.14,70.37,6554900,66.16
"2009-01-07",69.42,69.42,65.57,67.44,4875700,63.4
"2009-01-08",67.1,67.87,65.43,66.61,5923100,62.62
"2009-01-09",67.01,67.49,64.68,65.56,4299100,61.63
"2009-01-12",64.47,64.79,62.41,63.15,4789800,59.37
"2009-01-13",62.93,65,62.66,64.33,4909900,60.48
"2009-01-14",62.85,63.3,60.5,61.1,5130500,57.44
"2009-01-15",60.79,61.2,57,59.93,7970700,56.34
"2009-01-16",61.19,61.84,57.46,58.68,7302500,55.17
"2009-01-20",57.67,58.77,54.52,54.8,7878600,51.52
"2009-01-21",55.75,59.66,55.64,59.44,6617100,55.88
"2009-01-22",57.77,59.23,56.27,57.41,7350900,53.97
"2009-01-23",56.02,62.37,55.35,61.84,9528200,58.14
"2009-01-26",62.47,64.5,61.35,62.58,5536900,58.83
"2009-01-27",62.56,62.84,60.7,61.81,5629300,58.11
"2009-01-28",63.05,64.95,61.82,64.53,5866500,60.67
"2009-01-29",62.39,64.77,62,62.84,5230600,59.08
"2009-01-30",63.95,64.41,61.15,61.6,6362800,57.91
"2009-02-02",60.9,60.9,59.19,60.07,6868900,56.47
"2009-02-03",61.09,62.22,60.33,61.91,6503000,58.2
"2009-02-04",59.79,61.36,57.67,58.09,11221700,54.61
"2009-02-05",57.74,60,57.3,59.48,8131900,55.92
"2009-02-06",58.67,59.34,56.95,58.2,6558000,54.71
"2009-02-09",58.33,60.12,58.3,59.35,6402900,55.8
"2009-02-10",60.1,60.1,55.65,56.2,5942000,52.83
"2009-02-11",56.62,56.81,51.53,52.63,12999600,49.48
"2009-02-12",51.53,52.08,50.15,51.77,8149600,48.67
"2009-02-13",51.64,53.21,51.23,52.64,5850900,49.49
"2009-02-17",50.68,51,48.4,48.47,8070400,45.57
"2009-02-18",48.84,49.35,47.55,48.99,6821400,46.06
"2009-02-19",49.97,50.95,48.58,49.45,7034900,46.49
"2009-02-20",48.29,49.46,46.8,47.89,5896900,45.02
"2009-02-23",49.03,49.13,45.43,45.5,5616300,42.78
"2009-02-24",46.02,47.1,45.2,46.71,9458500,43.91
"2009-02-25",47.12,47.12,44.01,45.29,9458600,42.58
"2009-02-26",46.02,47.8,45.48,45.48,6564800,42.76
"2009-02-27",44.73,45.41,43.3,43.67,8878700,41.05
"2009-03-02",42.56,42.72,39.22,39.34,10359300,36.98
"2009-03-03",39.97,42.06,39.53,40.88,12048800,38.43
"2009-03-04",42.29,44.26,42,42.74,10185300,40.18
"2009-03-05",41.59,43.27,40.52,41.22,8311200,38.75
"2009-03-06",42.03,42.81,38.62,39.92,9521200,37.53
"2009-03-09",39.43,41.23,38.55,38.84,6737200,36.51
"2009-03-10",40.02,41,39.04,40.39,8917100,37.97
"2009-03-11",40.26,43.14,40.17,42.3,9439200,39.77
"2009-03-12",42.11,44.29,41.71,44.11,6589200,41.63
"2009-03-13",44.87,46.57,44.51,45.17,8353800,42.63
"2009-03-16",45.02,47.88,44.66,46.35,7098500,43.74
"2009-03-17",46.36,47.45,45.18,47.45,6376600,44.78
"2009-03-18",46.96,47.95,44.55,47.44,7348900,44.77
"2009-03-19",48.36,50.18,48.34,48.92,8681000,46.16
"2009-03-20",49.6,49.91,47.03,47.6,7368100,44.92
"2009-03-23",48.95,52.07,48.82,52.04,7472700,49.11
"2009-03-24",51.24,51.49,49.21,49.59,6416600,46.8
"2009-03-25",49.77,50.49,47.9,49.45,5571200,46.67
"2009-03-26",50.44,51.3,47.54,48.42,8716500,45.69
"2009-03-27",47.58,47.64,45.07,45.89,7451100,43.31
"2009-03-30",44.6,45.13,43.76,44.62,5884900,42.11
"2009-03-31",45.17,45.97,44.48,44.69,6129500,42.17
"2009-04-01",43.83,46.73,43.35,46.48,6073800,43.86
"2009-04-02",47.62,49.3,47.62,48.4,6610200,45.67
"2009-04-03",48.49,50.47,48.3,49.95,6087300,47.14
"2009-04-06",49.35,49.77,47.4,48.39,5621200,45.66
"2009-04-07",47.22,47.49,45.86,46.32,5271300,43.71
"2009-04-08",46.29,47.74,45.2,46.96,4768700,44.32
"2009-04-09",48.58,49.5,47.64,48.91,4911800,46.16
"2009-04-13",47.96,49.22,46.96,48.81,4859400,46.06
"2009-04-14",48.22,51.18,48.17,49.74,8310400,46.94
"2009-04-15",49.32,50.46,48.77,49.91,4747200,47.1
"2009-04-16",50.42,50.42,48.75,49.91,4399600,47.1
"2009-04-17",49.92,52.5,49.38,52.15,7580000,49.21
"2009-04-20",50.96,51.18,48.11,48.3,4944400,45.58
"2009-04-21",47.71,50.34,47.08,49.98,5259600,47.17
"2009-04-22",49.6,51,48.71,49.78,4651300,46.98
"2009-04-23",50.47,51.08,49.6,51.02,4574500,48.15
"2009-04-24",51.74,52.99,51.44,52.36,5135900,49.41
"2009-04-27",51.11,51.86,50.43,50.92,3894900,48.05
"2009-04-28",49.99,51.6,49.62,51,3243400,48.13
"2009-04-29",51.5,53.63,51.01,52.55,4504100,49.59
"2009-04-30",53.04,53.48,50.59,51.85,5562700,48.93
"2009-05-01",52.08,54.45,51.75,54.14,5174600,51.09
"2009-05-04",54.35,57.26,54.28,57.18,6335500,53.96
"2009-05-05",56.55,56.91,53.38,54.48,6250700,51.41
"2009-05-06",58.36,61.53,57.07,61.01,11657800,57.57
"2009-05-07",62.45,63.86,59.33,60.34,7545100,56.94
"2009-05-08",61.18,64.98,61.09,63.82,7963700,60.23
"2009-05-11",62.77,63.8,61.75,63.35,6121600,59.78
"2009-05-12",64.1,65.09,62.07,64.86,9609800,61.21
"2009-05-13",63.9,64.25,61.37,62.23,6774800,58.73
"2009-05-14",61.54,62.49,60.17,62.01,5648400,58.52
"2009-05-15",61.58,61.91,58.05,58.5,6561300,55.21
"2009-05-18",59.52,61.88,59.12,61.52,4463900,58.06
"2009-05-19",61.59,63.44,61.21,62.15,4900900,58.65
"2009-05-20",63.24,65.01,61.59,61.81,6346700,58.33
"2009-05-21",60.84,61.12,58.72,59.9,4869700,56.53
"2009-05-22",60.2,61.18,59.42,59.75,3044700,56.39
"2009-05-26",58.86,61.49,58.06,61.42,5032700,57.96
"2009-05-27",62.25,62.91,60.12,60.29,4786000,56.89
"2009-05-28",59.86,63,59.39,62.31,6465100,58.8
"2009-05-29",63.32,63.8,62.18,63.24,5596900,59.68
"2009-06-01",64.56,66.93,64.37,66.45,6688300,62.71
"2009-06-02",66.15,67.13,65.25,66.13,5200500,62.41
"2009-06-03",65.12,65.13,62.21,63.42,7356400,59.85
"2009-06-04",64.26,65.94,63.32,65.45,4661100,61.76
"2009-06-05",66.19,66.79,64.11,64.72,5856400,61.08
"2009-06-08",63.84,64.59,63.12,63.9,9351800,60.3
"2009-06-09",64.66,64.92,63.43,64.15,5374400,60.54
"2009-06-10",65.11,65.29,62.64,63.75,5484700,60.16
"2009-06-11",63.65,67.4,63.64,66.19,5874800,62.62
"2009-06-12",65.59,65.99,64.64,65.53,2715200,62
"2009-06-15",64.67,64.95,62.86,63.69,3348900,60.25
"2009-06-16",64.63,64.86,62.22,62.62,4151000,59.24
"2009-06-17",62.34,62.62,60.52,61.59,4972000,58.27
"2009-06-18",61.97,62.05,60.78,61.42,3987300,58.11
"2009-06-19",62.24,62.24,59,59.64,7899000,56.42
"2009-06-22",58.6,58.62,56,56.31,5344000,53.27
"2009-06-23",56.78,57.08,55.72,56.36,4539200,53.32
"2009-06-24",56.55,57.36,55.5,55.81,4200400,52.8
"2009-06-25",55.44,57.45,55.26,56.82,6014300,53.75
"2009-06-26",56.52,56.53,55.08,55.41,5769100,52.42
"2009-06-29",56.1,56.52,55.28,55.49,4914700,52.5
"2009-06-30",55.49,56.34,53.52,54.5,7471500,51.56
"2009-07-01",55.31,56.64,54.96,55.08,5549600,52.11
"2009-07-02",53.9,54.08,51.84,52.22,6035700,49.4
"2009-07-06",50.84,51.39,49.76,51.29,7596600,48.52
"2009-07-07",51.28,51.4,49.65,49.91,7833400,47.22
"2009-07-08",49.76,50.86,48.74,49.86,5394000,47.17
"2009-07-09",50.47,51.56,50.3,50.85,5015600,48.11
"2009-07-10",50,50.82,49.33,50.55,3931800,47.82
"2009-07-13",50.65,51.99,49.5,51.85,4472600,49.05
"2009-07-14",52.29,52.8,51.34,52.79,4671900,49.94
"2009-07-15",54,54.7,53.75,54.36,6085100,51.43
"2009-07-16",53.91,55.6,53.75,55.29,4748900,52.31
"2009-07-17",55.3,56,54.54,55.68,4508200,52.68
"2009-07-20",56.26,57.02,55.16,56.25,3379000,53.22
"2009-07-21",56.45,57.2,55.65,56.84,3699500,53.77
"2009-07-22",56.19,57.21,55.48,56.57,3732800,53.52
"2009-07-23",56.43,58.25,56.43,58.1,4253100,54.97
"2009-07-24",57.66,58.54,57.53,58.46,2507800,55.31
"2009-07-27",58.71,58.83,57.77,58.69,2250900,55.52
"2009-07-28",57.82,58.46,55.92,56.86,4166900,53.79
"2009-07-29",55.84,56.39,55.01,56.23,4501700,53.2
"2009-07-30",57.49,57.78,56.7,57.27,3606200,54.18
"2009-07-31",56.75,58.78,56.67,58.09,3635200,54.96
"2009-08-03",59.35,61,59.11,60.43,6207400,57.17
"2009-08-04",59.97,62,59.81,61.23,4532700,57.93
"2009-08-05",63,64.4,62.56,63.26,8994200,59.85
"2009-08-06",63.1,63.48,62.23,63.37,5161000,59.95
"2009-08-07",64.01,64.65,63.52,63.81,5430900,60.37
"2009-08-10",63.35,64.77,63.18,64.46,2918800,60.98
"2009-08-11",64.29,64.53,64.17,64.25,5522500,60.78
"2009-08-12",64.23,65.15,63.75,63.98,3798200,60.53
"2009-08-13",64.47,65.44,63.81,64.72,4076500,61.23
"2009-08-14",64.63,64.81,62.2,62.73,3641400,59.35
"2009-08-17",61.46,61.55,60.45,61.45,3788300,58.14
"2009-08-18",61.56,62.08,60.83,61.97,2685800,58.63
"2009-08-19",61.2,63.43,60.79,62.74,4194300,59.36
"2009-08-20",62.73,63.5,61.25,63.5,5819900,60.07
"2009-08-21",63.59,64.93,63.13,64.33,6685900,60.86
"2009-08-24",64.95,65.24,63.9,64.39,2880600,60.92
"2009-08-25",64.67,65,62.66,62.88,3720000,59.49
"2009-08-26",62.32,62.75,61.97,62.53,3427000,59.16
"2009-08-27",62.1,62.3,60.83,62.13,3374400,58.78
"2009-08-28",63.08,63.35,62.11,62.57,3698900,59.19
"2009-08-31",61.77,61.86,60.5,61.38,3352100,58.07
"2009-09-01",61.27,61.88,59.6,59.82,5014600,56.59
"2009-09-02",60.38,62.06,60.2,61.22,6550000,57.92
"2009-09-03",61.59,61.74,60.3,60.89,3836500,57.61
"2009-09-04",60.84,61.88,60.56,61.78,2730900,58.45
"2009-09-08",62.85,63.93,62.55,63.67,3693800,60.24
"2009-09-09",63.9,64.88,63.36,63.73,3380600,60.29
"2009-09-10",64.05,65.5,63.51,65.43,4303800,61.9
"2009-09-11",65.73,66.64,64.67,65.65,4558300,62.26
"2009-09-14",64.78,66.25,64.57,66.18,2953700,62.76
"2009-09-15",66.85,68.93,66.55,68.49,5825600,64.95
"2009-09-16",69.09,72.39,68.43,72.21,8419000,68.48
"2009-09-17",71.79,72.91,70.98,71.15,6712500,67.48
"2009-09-18",71.56,72.05,70.14,70.76,4195900,67.11
"2009-09-21",69.23,70.07,68.64,69.87,3024100,66.26
"2009-09-22",70.83,71.71,70.31,71.24,3154000,67.56
"2009-09-23",71.47,71.75,69.85,69.87,3472300,66.26
"2009-09-24",69.73,69.89,67.06,67.87,4915900,64.37
"2009-09-25",67.69,68.45,66.74,67.17,3535600,63.7
"2009-09-28",67.27,68.21,66.85,68.02,3940800,64.51
"2009-09-29",67.95,68.16,67.08,67.67,4447300,64.18
"2009-09-30",68.24,68.39,66.09,67.33,4990100,63.85
"2009-10-01",67.12,67.2,64.15,64.32,4639600,61
"2009-10-02",63.57,64.76,62.6,64.5,5083900,61.17
"2009-10-05",64.62,66.63,64.12,66.34,3549500,62.92
"2009-10-06",65.86,66.88,65.34,66.44,4801800,63.01
"2009-10-07",66.44,66.93,65.48,66.5,3085800,63.07
"2009-10-08",66.73,69.36,66.73,69.02,4484800,65.46
"2009-10-09",68.35,69.19,67.6,68.4,3915600,64.87
"2009-10-12",69,69.99,68.86,69.16,3329400,65.59
"2009-10-13",69.24,70.45,68.29,69.99,4423700,66.38
"2009-10-14",70.54,71.05,69.53,70.34,3790800,66.71
"2009-10-15",70.13,71.73,70.06,71.67,4553100,67.97
"2009-10-16",71.02,71.67,70.54,71.28,3786300,67.6
"2009-10-19",71.4,72.32,70.8,71.91,3622000,68.2
"2009-10-20",72.1,73.12,71.08,71.99,3340000,68.27
"2009-10-21",70.21,72.67,69.95,70.87,5118500,67.21
"2009-10-22",70.36,70.53,68.73,70.36,4317100,66.73
"2009-10-23",70.57,70.7,67.76,68.22,3333600,64.7
"2009-10-26",68.01,69.35,66.29,66.84,3876400,63.39
"2009-10-27",66.96,68.66,66.47,67.74,3980200,64.24
"2009-10-28",67.3,67.3,65.35,65.5,3859000,62.12
"2009-10-29",66.2,67.98,65.72,67.89,3637500,64.39
"2009-10-30",67.59,67.59,63.87,64.71,6120200,61.37
"2009-11-02",65.53,66.36,63.95,64.98,3753800,61.63
"2009-11-03",64.17,66.78,63.58,66.45,4378600,63.02
"2009-11-04",67.51,68.79,65.69,67.07,6929500,63.61
"2009-11-05",67.61,69.03,66.91,68.93,3807100,65.37
"2009-11-06",67.88,69.04,67.64,68.04,4223700,64.53
"2009-11-09",68.72,69.38,68.39,69.1,4076700,65.53
"2009-11-10",68.89,69.93,68.75,69.78,2771900,66.18
"2009-11-11",70.24,70.39,68.23,68.9,3105000,65.34
"2009-11-12",68.4,69.14,66.62,67.3,3615500,63.83
"2009-11-13",67.21,68,66.67,67.79,4300200,64.29
"2009-11-16",70.01,72.24,69.9,70.99,6860900,67.33
"2009-11-17",71.58,72.14,70.34,70.62,5711800,66.97
"2009-11-18",70.78,71.72,70.26,71.66,4779100,67.96
"2009-11-19",70.88,71.2,68.86,69.17,5451100,65.6
"2009-11-20",68.51,68.78,67.06,67.5,4742300,64.02
"2009-11-23",68.94,69.3,67.59,67.93,4120900,64.42
"2009-11-24",68.11,68.24,66.73,67.65,4167400,64.16
"2009-11-25",67.6,68.89,67.07,68.8,4187100,65.25
"2009-11-27",66.54,67.94,66.02,67.48,2787700,64
"2009-11-30",66.97,67.8,66.5,67.35,4333500,63.87
"2009-12-01",68.1,69.14,68.1,68.59,3148000,65.05
"2009-12-02",68.26,68.81,67.1,67.58,2723000,64.09
"2009-12-03",67.42,68.07,65.89,66.26,5279600,62.84
"2009-12-04",67.01,68.3,65.14,66.16,4587700,62.74
"2009-12-07",66.23,67.05,65.46,65.79,3389000,62.39
"2009-12-08",65.45,65.45,63.66,63.8,3810100,60.51
"2009-12-09",64.01,64.43,62.66,63.46,4284000,60.18
"2009-12-10",64.11,64.66,63.17,64.04,4261500,60.73
"2009-12-11",63.97,64.25,63.41,63.89,3580600,60.74
"2009-12-14",66.8,68.34,66.5,66.8,9141400,63.51
"2009-12-15",67.2,67.2,66.05,66.37,5334100,63.1
"2009-12-16",66.95,68.3,66.51,67.87,4275200,64.53
"2009-12-17",67.91,69.44,66.97,68.7,5663200,65.32
"2009-12-18",69.51,70.34,69.26,69.56,6356600,66.13
"2009-12-21",70.62,71.23,70.5,70.65,3044900,67.17
"2009-12-22",70.66,71.34,70.5,71.09,2717200,67.59
"2009-12-23",71.28,72.39,70.59,72.15,2877400,68.6
"2009-12-24",72.44,73.47,72.11,73.02,1162800,69.42
"2009-12-28",73.59,74.29,73.34,74.06,2704500,70.41
"2009-12-29",74.12,75.05,73.82,74.2,3363900,70.55
"2009-12-30",73.6,74.5,73.54,74.08,2254000,70.43
"2009-12-31",74.29,74.5,73.5,73.5,1784200,69.88
"2010-01-04",75.31,76.79,74.85,76.57,4225500,72.8
"2010-01-05",76.72,76.74,75.88,76.65,3711400,72.88
"2010-01-06",76.58,76.7,75.5,76.42,3225500,72.66
"2010-01-07",75.91,76.11,75.06,75.97,2836400,72.23
"2010-01-08",75.41,76.24,74.74,76.12,2496200,72.37
"2010-01-11",75.7,76,74.36,75.08,2811600,71.38
"2010-01-12",74.06,74.48,73.44,74.19,2567500,70.54
"2010-01-13",74.28,75.35,73.35,75.07,2131300,71.37
"2010-01-14",75.13,75.29,73.53,73.97,2867600,70.33
"2010-01-15",73.51,74.04,72.2,73.03,3400400,69.43
"2010-01-19",72.62,73.63,72.3,73.57,2198900,69.95
"2010-01-20",72.35,72.35,70.78,72.04,2905400,68.49
"2010-01-21",72.18,72.86,71.32,71.43,2963800,67.91
"2010-01-22",71.5,71.72,69.1,69.3,3269500,65.89
"2010-01-25",69.91,71.5,69.69,70.97,2756500,67.47
"2010-01-26",70.01,71.28,69.03,69.76,3628800,66.32
"2010-01-27",69.76,70.34,68.08,69.35,3633100,65.93
"2010-01-28",69.75,70.69,67.75,68.52,3760800,65.15
"2010-01-29",69.21,70.14,66.46,66.91,4751100,63.61
"2010-02-01",67.7,69.9,67.57,69.76,3073400,66.32
"2010-02-02",69.79,71.48,69.35,71.32,3556800,67.81
"2010-02-03",71.12,71.48,70.06,70.49,3298300,67.02
"2010-02-04",69.68,69.89,66.72,66.86,4551200,63.57
"2010-02-05",66.73,67.2,64.66,66.73,4666200,63.44
"2010-02-08",66.63,67.61,65.81,66.14,3113000,62.88
"2010-02-09",67.11,68.46,66.5,67.3,3853300,63.99
"2010-02-10",67.09,67.3,65.07,66.41,3950400,63.14
"2010-02-11",66,67.74,65.91,67.11,3357100,63.8
"2010-02-12",65.97,67.3,65.76,67.08,3367700,63.78
"2010-02-16",68.68,69.22,68.24,69.1,3011200,65.7
"2010-02-17",70.51,70.9,69.24,69.79,4839000,66.35
"2010-02-18",69.62,70.56,69.6,70.21,3399100,66.75
"2010-02-19",70.13,71.81,70,71.42,3733000,67.9
"2010-02-22",71.98,71.98,69.88,70.02,3048400,66.57
"2010-02-23",69.57,69.68,67.76,68.04,4506900,64.69
"2010-02-24",68.05,68.83,67.65,68.39,2497500,65.02
"2010-02-25",66.95,68.89,66.7,68.81,3628500,65.42
"2010-02-26",69.1,69.18,68.36,68.86,3728900,65.47
"2010-03-01",69.36,69.81,68.85,69.38,3319000,65.96
"2010-03-02",69.61,70.5,69.59,70.16,3125700,66.7
"2010-03-03",70.26,71.07,70.12,70.44,3195500,66.97
"2010-03-04",70.64,70.86,68.9,69.55,3651700,66.12
"2010-03-05",70.19,70.24,68.43,69.95,3879500,66.51
"2010-03-08",70.02,70.02,68.85,69.69,4064300,66.26
"2010-03-09",69.28,71.16,69.11,70.85,5451800,67.36
"2010-03-10",70.98,72.39,70.65,71.85,6096000,68.31
"2010-03-11",73.6,73.61,71.75,72.04,9963500,68.64
"2010-03-12",72.59,72.6,70.14,70.53,6106000,67.21
"2010-03-15",70.04,70.11,67.95,68.73,5537400,65.49
"2010-03-16",69.38,69.38,67.3,67.79,8492000,64.6
"2010-03-17",68.15,68.64,67.02,67.17,8180400,64
"2010-03-18",67.06,67.44,65.01,65.39,8371300,62.31
"2010-03-19",65.36,65.49,63.95,64.31,8940900,61.28
"2010-03-22",63.72,64.16,62.86,64,7814600,60.98
"2010-03-23",64.22,65.33,63.78,64.98,6147700,61.92
"2010-03-24",64.59,66.22,64.2,65.12,11050000,62.05
"2010-03-25",65.67,65.68,62.79,62.93,6915500,59.96
"2010-03-26",63.35,63.43,62.38,63.2,4784300,60.22
"2010-03-29",63.63,64.99,63.51,64.57,5643900,61.53
"2010-03-30",64.67,65,63.84,64.41,3194800,61.37
"2010-03-31",64.59,65.16,64.3,64.43,4494400,61.39
"2010-04-01",65.1,66.12,65.1,65.83,5385400,62.73
"2010-04-05",66.11,67.27,65.58,67.21,4088200,64.04
"2010-04-06",67.15,67.19,66.28,66.49,3018600,63.36
"2010-04-07",66.23,66.95,65.46,65.83,4545800,62.73
"2010-04-08",65.25,66.13,64.4,65.92,4037900,62.81
"2010-04-09",66.13,67.34,65.93,67.26,4518100,64.09
"2010-04-12",67.39,67.99,66.9,67.32,3081200,64.15
"2010-04-13",66.98,66.99,65.79,66.45,3400900,63.32
"2010-04-14",66.89,67.2,65.85,67.13,3634300,63.97
"2010-04-15",66.71,67.5,66.53,66.59,3002000,63.45
"2010-04-16",66.03,66.48,64.75,65.19,4102500,62.12
"2010-04-19",64.51,65.34,64.07,65.19,2974900,62.12
"2010-04-20",65.69,67.65,65.67,67.4,4130600,64.22
"2010-04-21",67.28,68.22,66.87,67.59,3844400,64.4
"2010-04-22",66.54,68.14,66.3,67.72,5216400,64.53
"2010-04-23",67.81,70.13,67.41,70.04,5448100,66.74
"2010-04-26",69.72,69.82,68.39,68.54,4375200,65.31
"2010-04-27",68.01,69.03,66.5,66.58,4532700,63.44
"2010-04-28",67.27,68,66.61,67.45,4150100,64.27
"2010-04-29",67.92,69,66.97,67.35,4013900,64.18
"2010-04-30",67.59,68.94,67.26,67.33,5005700,64.16
"2010-05-03",67.95,68.78,67,68.13,3938000,64.92
"2010-05-04",67.2,67.23,65.57,66.35,4106600,63.22
"2010-05-05",67.21,68.64,65.56,67.51,8592400,64.33
"2010-05-06",67.14,68.43,61.95,66.1,7835200,62.98
"2010-05-07",65.81,67.19,63.89,64.58,6653600,61.54
"2010-05-10",67.1,68.09,66.6,67.82,5173200,64.62
"2010-05-11",66.87,68.54,66.87,67.87,4601100,64.67
"2010-05-12",68,70.66,68,69.57,5341600,66.29
"2010-05-13",68.43,69.3,67.39,67.62,6407700,64.43
"2010-05-14",66.91,67.36,64.98,66.06,5396700,62.95
"2010-05-17",66.29,66.58,64.01,65.37,4144400,62.29
"2010-05-18",66.2,66.87,64.43,64.75,4039000,61.7
"2010-05-19",65.15,65.33,62.95,64.58,5362200,61.54
"2010-05-20",62.9,63.26,61.5,61.5,6245500,58.6
"2010-05-21",60.92,63.5,60.05,63.07,6277300,60.1
"2010-05-24",63.02,63.05,60.94,60.99,3946900,58.12
"2010-05-25",59.49,60.95,58.58,60.87,6506700,58
"2010-05-26",61.87,61.87,60.02,60.29,6174700,57.45
"2010-05-27",61.8,63.39,61.21,63.38,6184300,60.39
"2010-05-28",63.1,64.56,62.78,63.85,5530500,60.84
"2010-06-01",63.25,64.41,61.56,61.63,5862300,58.73
"2010-06-02",62.27,65.06,61.08,65.05,8051500,61.98
"2010-06-03",65.34,66.54,63.85,66.39,7429800,63.26
"2010-06-04",64.83,68.29,64.7,65.11,7659200,62.04
"2010-06-07",65.17,65.72,62.8,63.01,7898500,60.04
"2010-06-08",63.09,65.12,62.65,64.94,6203500,61.88
"2010-06-09",65.45,66.75,64.27,64.55,5679200,61.51
"2010-06-10",66.22,67.85,65.8,67.83,5908200,64.63
"2010-06-11",67,68.26,66.46,68.16,4285700,65.1
"2010-06-14",68.98,69.85,67.58,67.71,5172000,64.67
"2010-06-15",68.37,70.19,68.16,70.13,4617600,66.98
"2010-06-16",68.73,69.79,68,69.31,5474800,66.2
"2010-06-17",69.31,69.85,68.66,69.49,3705700,66.37
"2010-06-18",69.46,70,68.92,69.92,3791600,66.78
"2010-06-21",70.76,70.8,68.42,69.01,4086900,65.91
"2010-06-22",68.79,69.27,67,67.17,4085200,64.16
"2010-06-23",66.73,66.73,65.61,65.96,4930700,63
"2010-06-24",65.47,66.27,63.68,63.96,6052200,61.09
"2010-06-25",64.04,64.47,62.83,63.65,7065200,60.79
