"","AMGN.Open","AMGN.High","AMGN.Low","AMGN.Close","AMGN.Volume","AMGN.Adjusted"
"2013-12-18",111.3,112.75,109.71,112.73,4045700,112.16
"2013-12-19",112.55,112.69,110.92,112.6,2802600,112.03
"2013-12-20",112.4,114.98,112.02,114.03,5285600,113.45
"2013-12-23",114.67,114.72,112.52,113.2,2156800,112.63
"2013-12-24",113.34,113.41,112.2,112.25,1013500,111.68
"2013-12-26",112.62,114.48,112.45,114.36,1558500,113.78
"2013-12-27",114.89,115.49,114.36,115.12,2038700,114.54
"2013-12-30",115.36,115.52,114.39,115.49,1534000,114.9
"2013-12-31",115.91,115.95,113.67,114.08,2362700,113.5
"2014-01-02",114.36,116.19,114.06,115.8,2528800,115.21
"2014-01-03",115.7,115.97,114.06,114.47,2075800,113.89
"2014-01-06",114.47,114.92,113.12,113.48,2838100,112.9
"2014-01-07",113.5,116.79,113.27,116.43,3632400,115.84
"2014-01-08",116.64,116.9,115.35,115.88,2481800,115.29
"2014-01-09",116.54,118.96,116.22,118.89,3400000,118.29
"2014-01-10",119,119,116.2,117.99,3053100,117.39
"2014-01-13",118.32,118.73,115.94,116.4,3703900,115.81
"2014-01-14",116.84,117.94,116.22,117.72,2541200,117.12
"2014-01-15",118.42,118.95,117.4,118.51,3064600,117.91
"2014-01-16",118.82,119.69,118.21,119.03,2553200,118.43
"2014-01-17",118.91,119.55,118.31,119.15,4010000,118.55
"2014-01-21",119.96,120,118.57,119.25,3072700,118.65
"2014-01-22",119.83,124.46,119.58,124.37,5086200,123.74
"2014-01-23",123,124.22,121.6,123.6,3534800,122.97
"2014-01-24",122.61,122.61,118.99,119.29,4992900,118.69
"2014-01-27",119.25,119.83,117.42,118.52,4125400,117.92
"2014-01-28",118.39,121.87,118.31,120.7,4348600,120.09
"2014-01-29",117,121.16,117,119.17,5730400,118.57
"2014-01-30",120.07,121.98,119.55,120.89,3321100,120.28
"2014-01-31",118.55,120.21,118.1,118.95,4934900,118.35
"2014-02-03",119.68,120.5,116.47,116.75,5046200,116.16
"2014-02-04",117.69,117.73,115.71,115.78,5093000,115.19
"2014-02-05",115.43,116.94,114.57,115.07,4332200,114.49
"2014-02-06",115.62,116.82,115.08,116.07,2737000,115.48
"2014-02-07",116.44,119.04,115.81,118.9,2837900,118.3
"2014-02-10",119.68,120.36,117.9,120.3,3352500,119.69
"2014-02-11",120,121.25,118.85,121.24,2502700,121.24
"2014-02-12",120.93,122.54,120.87,122.21,2187500,122.21
"2014-02-13",121.65,124.16,121.22,124.15,2530100,124.15
"2014-02-14",123.54,124.3,122.52,123.84,2677100,123.84
"2014-02-18",124.84,126.32,124.57,124.94,3082100,124.94
"2014-02-19",124.85,124.9,123.13,123.35,2779400,123.35
"2014-02-20",123.35,124.31,122.9,123.49,3020000,123.49
"2014-02-21",123.75,125.5,123.26,123.85,3395000,123.85
"2014-02-24",124.39,126.59,124.2,125.79,2772600,125.79
"2014-02-25",125.34,126.22,124.02,124.36,2416300,124.36
"2014-02-26",123.9,124.23,121.74,121.86,3895700,121.86
"2014-02-27",121.99,123.9,121.77,123.08,3772900,123.08
"2014-02-28",124.26,126.95,123.17,124.02,4853600,124.02
"2014-03-03",122.89,124.18,122.52,123.69,2503900,123.69
"2014-03-04",125.32,126.06,124.51,126,2557800,126
"2014-03-05",126.18,127.15,125.39,126.19,2478200,126.19
"2014-03-06",126.69,127.42,124.12,124.19,3067500,124.19
"2014-03-07",125.31,125.9,120.26,122.26,7124700,122.26
"2014-03-10",122.26,126.1,122.25,125.4,3786300,125.4
"2014-03-11",125.45,125.6,123.74,124.27,2655200,124.27
"2014-03-12",122.98,126,122.98,125.98,2761100,125.98
"2014-03-13",126.17,126.35,123.31,123.96,2433700,123.96
"2014-03-14",123.4,124.91,122.36,122.54,2213600,122.54
"2014-03-17",123.12,125.31,122.55,123.86,2574100,123.86
