"","AMGN.Open","AMGN.High","AMGN.Low","AMGN.Close","AMGN.Volume","AMGN.Adjusted"
"2008-09-26",58.8,61.37,58.75,60.67,12358300,57.55
"2008-09-29",60.02,60.88,55.5,55.5,13089800,52.64
"2008-09-30",57.25,59.49,57.04,59.27,14369500,56.22
"2008-10-01",58.89,59.6,57.96,59.18,8422800,56.13
"2008-10-02",59.2,60,58.29,58.59,11199000,55.57
"2008-10-03",59.26,60.75,58.72,58.89,14535500,55.86
"2008-10-06",57.64,59.44,53.55,54.98,20658700,52.15
"2008-10-07",55.01,56.07,51.69,51.69,16581000,49.03
"2008-10-08",50.51,53.99,50.05,52.12,15876200,49.44
"2008-10-09",51.98,53.5,49.57,50.26,14721800,47.67
"2008-10-10",48.25,49.69,45,48.58,20168000,46.08
"2008-10-13",50.33,53.98,49.54,53.8,14757500,51.03
"2008-10-14",53.47,54.33,51.55,51.61,11101000,48.95
"2008-10-15",51.97,52.27,47.25,47.76,12997500,45.3
"2008-10-16",47.91,50.89,46.63,50.8,15247700,48.18
"2008-10-17",49.1,53.87,49,50.19,13615400,47.61
"2008-10-20",50.55,53.45,50.33,53.35,10236500,50.6
"2008-10-21",52.44,54.79,51.95,52.33,8633500,49.64
"2008-10-22",51.38,52.21,49.4,49.7,10422600,47.14
"2008-10-23",53.15,57.85,51.59,55.55,22943900,52.69
"2008-10-24",52.64,58.45,52.55,57.17,15758400,54.23
"2008-10-27",56.08,57.61,54.45,54.74,11593200,51.92
"2008-10-28",55.98,60,55.65,60,17302700,56.91
"2008-10-29",59.82,60.99,58.57,58.88,14680600,55.85
"2008-10-30",60.47,60.98,59.36,60.53,9008400,57.41
"2008-10-31",60.61,61.56,59.17,59.89,11082000,56.81
"2008-11-03",60.47,61.84,60.21,61.55,10330500,58.38
"2008-11-04",62.26,62.46,59.62,60.57,11450800,57.45
"2008-11-05",59.77,60.57,59.34,59.42,10646800,56.36
"2008-11-06",59.09,60.47,56.44,56.56,16848400,53.65
"2008-11-07",57.49,58.88,56.4,58.87,10007000,55.84
"2008-11-10",60.74,60.9,57.55,58.78,7846800,55.75
"2008-11-11",58.22,59.31,57.61,58.43,8427600,55.42
"2008-11-12",57.53,58.15,55.2,55.47,9322600,52.61
"2008-11-13",55.44,59.62,55.31,59.6,13623200,56.53
"2008-11-14",59.01,60,57.89,58.23,12293400,55.23
"2008-11-17",57.14,58.38,55.9,56.09,9900700,53.2
"2008-11-18",55.93,56.77,53.45,56.34,12197100,53.44
"2008-11-19",56.38,56.82,53.55,53.64,9804900,50.88
"2008-11-20",53.63,54.73,50.09,50.13,14172100,47.55
"2008-11-21",51.55,55.08,51.1,54.9,19385100,52.07
"2008-11-24",55.64,56.49,54.99,55.99,15059600,53.11
"2008-11-25",57.58,57.6,54.12,54.93,12537500,52.1
"2008-11-26",54.13,55.9,54.12,55.9,6790800,53.02
"2008-11-28",55.41,55.99,55.1,55.54,2502500,52.68
"2008-12-01",54.94,56.58,54.42,54.77,10672900,51.95
"2008-12-02",54.86,55.8,53.66,54.64,10799200,51.83
"2008-12-03",53.6,57.74,53.5,57.47,9872500,54.51
"2008-12-04",56.8,57.59,56,56.34,8211400,53.44
"2008-12-05",56.03,57.94,55.42,57.4,9267800,54.45
"2008-12-08",57.94,58.64,56.84,58.17,11039700,55.18
"2008-12-09",57.95,58.25,56.97,57.96,10138400,54.98
"2008-12-10",58.13,58.25,57,58.05,9095500,55.06
"2008-12-11",58.01,58.83,56.9,57.25,9404400,54.3
"2008-12-12",56.06,58.34,56.05,58.13,7296500,55.14
"2008-12-15",57.78,58.49,57.44,57.71,5548100,54.74
"2008-12-16",57.89,59.5,57.84,59.38,8884700,56.32
"2008-12-17",58.99,59.52,58.41,58.42,6011400,55.41
"2008-12-18",58.6,60,57.53,58.02,11512900,55.03
"2008-12-19",58.11,59.27,57.52,57.83,12657100,54.85
"2008-12-22",58.17,58.52,56.48,57.13,5916800,54.19
"2008-12-23",57.56,58.66,57.15,57.37,4871000,54.42
"2008-12-24",57.38,57.89,56.88,57.16,1821400,54.22
"2008-12-26",57.25,57.8,56.91,57.36,1544900,54.41
"2008-12-29",57.36,57.56,56.27,56.87,5236600,53.94
"2008-12-30",57,57.66,56.82,57.59,4300800,54.63
"2008-12-31",57.11,58.22,57.06,57.75,6287200,54.78
"2009-01-02",58.59,59.08,57.75,58.99,6547900,55.95
"2009-01-05",59.22,59.65,58,59.65,10940100,56.58
"2009-01-06",60.04,60.15,57.75,58.34,8974000,55.34
"2009-01-07",57.83,58.75,57.74,58.2,5725400,55.2
"2009-01-08",58.06,59.28,58.02,59.26,5563900,56.21
"2009-01-09",59.1,59.79,57.62,57.78,6150700,54.81
"2009-01-12",57.58,57.72,56.34,57.06,7698300,54.12
"2009-01-13",57.16,58.03,57.05,57.71,7466600,54.74
"2009-01-14",56.75,57.26,55.75,56.08,6634600,53.19
"2009-01-15",55.76,57.29,55.22,57.16,8330400,54.22
"2009-01-16",57.62,57.76,56.72,57.52,7020300,54.56
"2009-01-20",56.99,57.79,54.92,55,8660200,52.17
"2009-01-21",55.49,55.7,54.05,55.53,9451300,52.67
"2009-01-22",54.84,55.57,54.2,55.23,6305300,52.39
"2009-01-23",54.48,54.98,53,53.19,9870400,50.45
"2009-01-26",53.3,54.72,52.55,54.41,10053400,51.61
"2009-01-27",53.4,53.77,52.45,53.09,12635600,50.36
"2009-01-28",53.67,55.23,53.24,54.75,9199100,51.93
"2009-01-29",54.15,55.27,54.15,54.82,7668400,52
"2009-01-30",54.59,55.81,54.51,54.85,8037600,52.03
"2009-02-02",54.43,55.71,54.3,55.36,7060400,52.51
"2009-02-03",55.77,56.91,55.45,56.66,7668400,53.74
"2009-02-04",56.79,57.85,56.17,56.77,7420500,53.85
"2009-02-05",56.08,57.2,55.49,57.11,6880400,54.17
"2009-02-06",57.1,58.13,56.82,58.03,7888600,55.04
"2009-02-09",58,58.89,57.85,58.74,7402100,55.72
"2009-02-10",58.24,58.84,57.25,57.41,9289400,54.45
"2009-02-11",57.44,58.2,57.15,58.01,7494800,55.02
"2009-02-12",57.51,58.46,57.1,58.41,8704400,55.4
"2009-02-13",58.26,58.77,57.8,57.9,5358800,54.92
"2009-02-17",56.9,57.36,56.25,56.41,8469900,53.51
"2009-02-18",56.39,57.75,56.3,57.39,8625900,54.44
"2009-02-19",57.73,57.97,56.98,57.08,6497800,54.14
"2009-02-20",56.82,57.55,55.99,56.69,10282600,53.77
"2009-02-23",56.86,57.12,56,56.13,8372200,53.24
"2009-02-24",56.83,56.99,56.22,56.8,9773800,53.88
"2009-02-25",56.63,57.7,55.99,56.56,9290400,53.65
"2009-02-26",56.56,56.6,51.2,51.23,18572100,48.59
"2009-02-27",50.08,51.01,48.78,48.93,19943200,46.41
"2009-03-02",48.33,48.74,47.65,47.88,14188900,45.42
"2009-03-03",48,48.89,47.45,47.71,10680600,45.25
"2009-03-04",48.07,49.45,47.73,48.59,8985900,46.09
"2009-03-05",47.71,47.95,47.1,47.2,11002500,44.77
"2009-03-06",47.03,47.64,45.73,46.38,14071200,43.99
"2009-03-09",45.82,46.58,45.8,46.27,9403800,43.89
"2009-03-10",46.91,48.36,46.4,48.34,11271700,45.85
"2009-03-11",48.58,49.42,47.14,47.27,11208100,44.84
"2009-03-12",47.51,50.64,47.17,50.27,10489800,47.68
"2009-03-13",50.61,51.42,49.9,51.25,8629400,48.61
"2009-03-16",51.75,52.1,50.74,50.78,9588100,48.17
"2009-03-17",51.24,52,50.5,51.75,7837800,49.09
"2009-03-18",51.39,51.52,50.08,50.51,9019200,47.91
"2009-03-19",51.09,51.1,48.43,48.85,9555500,46.34
"2009-03-20",49.47,49.87,48.52,48.62,13092300,46.12
"2009-03-23",49.54,50.94,48.84,50.91,7843400,48.29
"2009-03-24",50.58,50.97,48.78,49,9178600,46.48
"2009-03-25",49.48,50.43,48.75,49.82,8718800,47.26
"2009-03-26",50.06,51.64,49.96,51.47,8548700,48.82
"2009-03-27",52.79,52.82,51.5,51.65,8849200,48.99
"2009-03-30",51.5,51.98,49.71,50.52,9432900,47.92
"2009-03-31",50.74,50.8,49.26,49.52,11985500,46.97
"2009-04-01",48.78,48.93,47.1,48.33,10850100,45.84
"2009-04-02",49.14,49.26,46.6,47.29,13491600,44.86
"2009-04-03",47.87,47.97,46.08,46.57,8483200,44.17
"2009-04-06",46.46,48.06,46.37,47.84,10579200,45.38
"2009-04-07",47.48,47.94,46.89,47.38,6686700,44.94
"2009-04-08",47.7,47.99,46.57,47.97,6225800,45.5
"2009-04-09",48.12,48.74,47.26,47.84,6723100,45.38
"2009-04-13",47.47,47.94,47.29,47.55,7180600,45.1
"2009-04-14",47.18,48.42,46.8,48.08,9814800,45.6
"2009-04-15",47.51,48,47.13,47.62,8373000,45.17
"2009-04-16",47.63,47.87,46.2,47.18,7799800,44.75
"2009-04-17",47.45,47.93,46.7,47.07,9763500,44.65
"2009-04-20",46.62,46.92,45.18,45.74,10157900,43.39
"2009-04-21",46.2,46.56,45.05,46.09,7818800,43.72
"2009-04-22",46.28,46.32,44.96,45.11,9315000,42.79
"2009-04-23",45.1,47.1,45,46.82,10642800,44.41
"2009-04-24",48.07,50.02,47.69,49.83,16121900,47.26
"2009-04-27",49.41,50.55,49.33,50.18,8512800,47.6
"2009-04-28",49.93,51.07,49.85,50.44,6459800,47.84
"2009-04-29",50.68,51.76,50.32,51.03,5549000,48.4
"2009-04-30",51.33,51.33,48.25,48.47,12249400,45.97
"2009-05-01",48.48,49.1,48.07,48.61,6094900,46.11
"2009-05-04",49.12,49.19,48.08,48.51,5993800,46.01
"2009-05-05",48.53,48.88,47.52,47.99,6704400,45.52
"2009-05-06",48.42,48.49,46.95,47.63,8116600,45.18
"2009-05-07",47.84,48.4,46.55,47.08,11709800,44.66
"2009-05-08",47.24,47.81,46.46,47.2,8618900,44.77
"2009-05-11",46.8,48.18,46.5,47.92,8427900,45.45
"2009-05-12",47.86,49,47.5,48.22,9018400,45.74
"2009-05-13",48.27,49.06,48,48.05,7690800,45.58
"2009-05-14",48.37,49.01,48,48.18,6813600,45.7
"2009-05-15",48.36,48.56,47.5,48.16,7823600,45.68
"2009-05-18",48.66,49.46,47.84,49.34,7479000,46.8
"2009-05-19",49.29,50.08,49.07,49.94,7658500,47.37
"2009-05-20",50.07,51,49.91,50.59,7602600,47.99
"2009-05-21",50,50.53,48.8,49.49,6371700,46.94
"2009-05-22",49.7,49.89,49.01,49.3,3070400,46.76
"2009-05-26",48.36,50.43,48.2,50.33,6679300,47.74
"2009-05-27",50.17,50.81,49.43,49.75,6339200,47.19
"2009-05-28",49.75,50.46,49.44,50.08,4785700,47.5
"2009-05-29",50,50.33,49.1,49.94,7013800,47.37
"2009-06-01",50.45,50.63,49.87,50.1,5228400,47.52
"2009-06-02",50.6,51.38,50.34,50.73,7060600,48.12
"2009-06-03",50.76,52.12,49.99,51.92,7903300,49.25
"2009-06-04",51.94,52.35,50.54,51.01,6458500,48.38
"2009-06-05",51.5,51.72,50.15,50.89,5375200,48.27
"2009-06-08",50.42,51.47,50.27,50.92,5366400,48.3
"2009-06-09",51.28,51.3,50.41,50.75,5271700,48.14
"2009-06-10",50.45,51.94,49.6,50.11,9289300,47.53
"2009-06-11",50,50.58,49.3,49.88,8026000,47.31
"2009-06-12",49.61,50.7,49.34,50.4,6803500,47.81
"2009-06-15",49.98,50.25,49.21,49.44,7040900,46.89
"2009-06-16",50.21,51.63,49.98,51.21,10942700,48.57
"2009-06-17",51.4,53.14,51.31,52.81,11275100,50.09
"2009-06-18",53.07,53.28,52.22,53.03,9183100,50.3
"2009-06-19",53.3,53.85,52.06,52.34,19999700,49.65
"2009-06-22",51.54,51.79,50.92,50.99,9793400,48.37
"2009-06-23",51.05,51.52,50.92,51.14,8049800,48.51
"2009-06-24",51.04,51.39,50.66,51.01,8024600,48.38
"2009-06-25",50.99,52.15,50.65,51.92,8177600,49.25
"2009-06-26",51.44,52.95,51.01,52.8,31114200,50.08
"2009-06-29",52.56,53.25,52.04,53.11,12455300,50.38
"2009-06-30",52.91,53.39,52.25,52.94,10805100,50.21
"2009-07-01",53.5,53.5,52.67,52.76,8365500,50.04
"2009-07-02",52.5,52.69,51.46,51.47,7573100,48.82
"2009-07-06",51.19,52.18,50.65,52.05,7246100,49.37
"2009-07-07",51.91,52.96,51.61,52.23,10105700,49.54
"2009-07-08",60.25,60.95,59.38,59.5,50037100,56.44
"2009-07-09",59.03,59.29,57.54,58.13,16209600,55.14
"2009-07-10",57.62,58.76,57.38,57.81,8609500,54.83
"2009-07-13",58.03,58.22,57.15,58.01,11954800,55.02
"2009-07-14",57.9,58.78,57.83,58.1,8520600,55.11
"2009-07-15",58.36,58.38,57.24,57.87,10237400,54.89
"2009-07-16",57.91,59.82,57.51,58.47,12186900,55.46
"2009-07-17",58.8,59,58,58.79,7929100,55.76
"2009-07-20",58.58,58.9,57.79,58.27,7191400,55.27
"2009-07-21",58.67,58.93,58.11,58.63,6782300,55.61
"2009-07-22",58.6,59.11,58.02,58.37,5492900,55.37
"2009-07-23",58.44,59.97,58.04,59.84,10015300,56.76
"2009-07-24",59.2,61,59.2,60.92,6773900,57.78
"2009-07-27",61.01,61.5,59.78,60.77,10946800,57.64
"2009-07-28",62.71,62.84,61.42,62.42,18802100,59.21
"2009-07-29",62.62,63.5,62.36,63.23,11811900,59.97
"2009-07-30",63.67,64.5,62.99,63.11,9855700,59.86
"2009-07-31",63.04,63.61,62,62.31,6361100,59.1
"2009-08-03",62.42,62.98,61.71,62.88,7138400,59.64
"2009-08-04",62.14,64.43,62.12,64.41,11739200,61.09
"2009-08-05",63.66,63.83,62.01,62.31,7095200,59.1
"2009-08-06",62.42,62.46,60.64,60.69,8894800,57.57
"2009-08-07",61.55,61.59,59.97,60.49,8677100,57.38
"2009-08-10",60.47,61.33,59.79,61.24,6725500,58.09
"2009-08-11",61.02,62.98,60.46,62.81,15446300,59.58
"2009-08-12",62.71,62.8,61.77,62.16,9858700,58.96
"2009-08-13",62.26,64.76,60.61,60.86,20751000,57.73
"2009-08-14",61.13,61.58,59.99,60.85,12948000,57.72
"2009-08-17",60.48,60.65,59.73,59.84,8360600,56.76
"2009-08-18",59.95,60.31,59.23,59.76,6326500,56.68
"2009-08-19",59.5,60.3,59.15,60.14,6347000,57.04
"2009-08-20",59.95,60.72,59.6,60.29,4589800,57.19
"2009-08-21",60.83,61.01,59.7,60.64,6605300,57.52
"2009-08-24",60.75,60.84,60.03,60.38,5300400,57.27
"2009-08-25",60.17,60.98,60.12,60.36,6150900,57.25
"2009-08-26",60.45,61.79,60.02,61.24,6176800,58.09
"2009-08-27",60.85,61.18,60,60.25,6098900,57.15
"2009-08-28",60.28,60.79,59.16,59.61,5162000,56.54
"2009-08-31",59.15,60.16,59.15,59.78,6981100,56.7
"2009-09-01",59.61,60.66,58.65,58.98,6599700,55.94
"2009-09-02",58.83,59.34,58.56,59.1,5188700,56.06
"2009-09-03",58.81,58.81,57.64,58.47,6966800,55.46
"2009-09-04",58.28,59.02,58.12,58.95,4667800,55.92
"2009-09-08",59,59.63,58.82,59.16,6046400,56.11
"2009-09-09",58.95,59.57,58.78,59.18,4762900,56.13
"2009-09-10",59.43,59.45,58.64,59.03,5740000,55.99
"2009-09-11",58.95,59.02,58.42,58.54,4800800,55.53
"2009-09-14",58.5,59.52,58.5,59.21,5110500,56.16
"2009-09-15",59.05,59.08,58.1,58.48,7112800,55.47
"2009-09-16",58.6,59.77,58.46,59.69,6509200,56.62
"2009-09-17",59.85,60.56,59.62,60.52,7710300,57.4
"2009-09-18",60.8,61.3,60.43,60.8,9661700,57.67
"2009-09-21",62.22,62.37,61.17,62.31,8262600,59.1
"2009-09-22",62.41,62.52,60.58,60.83,9151400,57.7
"2009-09-23",60.99,61,60.27,60.55,7590100,57.43
"2009-09-24",60.49,61.22,60.34,60.78,6095400,57.65
"2009-09-25",60.69,61.17,60.22,60.27,5079900,57.17
"2009-09-28",60.33,61.48,60.33,60.45,4644400,57.34
"2009-09-29",60.74,61.25,60.16,60.46,5598900,57.35
"2009-09-30",60.5,60.67,59.6,60.23,5991800,57.13
"2009-10-01",60.15,60.44,58.98,59,6999600,55.96
"2009-10-02",58.99,59.26,58.36,58.58,4520100,55.56
"2009-10-05",58.64,58.79,58.01,58.31,5196600,55.31
"2009-10-06",58.28,59.37,58.17,58.86,5389200,55.83
"2009-10-07",58.67,58.87,58.3,58.54,4616100,55.53
"2009-10-08",58.97,59.44,58.71,58.89,5358800,55.86
"2009-10-09",59.02,59.76,58.97,59.42,4775600,56.36
"2009-10-12",60.03,60.4,59.35,59.51,5484400,56.45
"2009-10-13",59.38,59.57,58.95,59.27,5468900,56.22
"2009-10-14",59.35,60.77,59.35,60.57,6693100,57.45
"2009-10-15",60.57,61.85,60.35,61.83,7894300,58.65
"2009-10-16",61.46,61.73,60.69,61.32,6565200,58.16
"2009-10-19",59.76,61.2,59.5,60.24,10694600,57.14
"2009-10-20",59.65,59.84,58.03,58.14,10856200,55.15
"2009-10-21",58.68,59.99,58.2,59.4,13342000,56.34
"2009-10-22",57.71,57.74,56.04,56.85,20593300,53.92
"2009-10-23",56.78,56.82,55.75,56.17,9602400,53.28
"2009-10-26",56.19,56.62,54.07,54.33,12603700,51.53
"2009-10-27",54,54.85,53.8,54.41,8850800,51.61
"2009-10-28",54.35,54.79,53.69,53.71,6698000,50.95
"2009-10-29",53.93,54.63,53.93,54.29,7091700,51.5
"2009-10-30",54.11,54.84,52.91,53.62,12034000,50.86
"2009-11-02",52.86,53.83,52.17,52.43,10767300,49.73
"2009-11-03",52.28,52.87,52,52.54,7073900,49.84
"2009-11-04",52.48,52.87,51.72,52.12,8536000,49.44
"2009-11-05",53.08,54.32,52.77,54.05,8532800,51.27
"2009-11-06",53.87,54.94,53.87,54.69,5495300,51.87
"2009-11-09",54.71,55.13,54.51,54.91,6329800,52.08
"2009-11-10",54.84,54.97,53.81,54.1,8895800,51.31
"2009-11-11",54.17,54.85,54.16,54.78,4911100,51.96
"2009-11-12",55.24,55.81,54.82,55.22,8231500,52.38
"2009-11-13",55.19,55.64,55.18,55.41,5137300,52.56
"2009-11-16",55.55,56.35,55.33,56.14,6176700,53.25
"2009-11-17",56,56.35,55.82,56.28,4139200,53.38
"2009-11-18",55.97,56.47,55.8,56.14,5948800,53.25
"2009-11-19",55.88,56.24,55.5,56.06,4980400,53.17
"2009-11-20",55.79,55.79,55.12,55.38,9493300,52.53
"2009-11-23",55.82,56.59,55.75,56.25,5033600,53.35
"2009-11-24",56.45,56.8,56.18,56.8,5171900,53.88
"2009-11-25",56.85,57.73,56.71,57.08,4673000,54.14
"2009-11-27",55.76,56.98,55.58,56.5,2977100,53.59
"2009-11-30",56.67,57,56.25,56.35,5739400,53.45
"2009-12-01",56.38,57.25,56.34,57.08,4941600,54.14
"2009-12-02",57.08,57.88,57.03,57.5,4675500,54.54
"2009-12-03",57.41,57.57,56.29,56.55,7289300,53.64
"2009-12-04",57.08,57.45,56.54,56.85,5108200,53.92
"2009-12-07",57.32,57.45,56.33,56.48,6061300,53.57
"2009-12-08",56,56.21,55.72,55.93,4881700,53.05
"2009-12-09",55.76,56.21,55.38,56.08,4969400,53.19
"2009-12-10",56.04,56.85,56,56.2,6486200,53.31
"2009-12-11",56.29,56.68,56.04,56.31,4424000,53.41
"2009-12-14",56.48,57.1,56.4,56.86,4178700,53.93
"2009-12-15",56.59,56.79,55.55,55.75,5327500,52.88
"2009-12-16",55.88,56.14,55.04,55.07,6880700,52.24
"2009-12-17",55.04,55.04,54.12,54.58,6131100,51.77
"2009-12-18",55.23,56.01,54.9,55.8,11942800,52.93
"2009-12-21",56.07,57.12,56,56.73,5679700,53.81
"2009-12-22",57.27,57.56,57.07,57.22,4219200,54.27
"2009-12-23",57.49,57.67,57.05,57.35,4287100,54.4
"2009-12-24",57.16,57.45,56.9,57.42,1283700,54.46
"2009-12-28",57.48,57.73,57.23,57.66,2741100,54.69
"2009-12-29",57.77,57.92,57.17,57.52,3091900,54.56
"2009-12-30",57.51,57.8,57.3,57.54,2485400,54.58
"2009-12-31",57.47,57.5,56.57,56.57,4027900,53.66
"2010-01-04",56.63,57.87,56.56,57.72,5277400,54.75
"2010-01-05",57.33,57.69,56.27,57.22,7882800,54.27
"2010-01-06",56.94,57.39,56.5,56.79,6015100,53.87
"2010-01-07",56.41,56.53,54.65,56.27,10371600,53.37
"2010-01-08",56.07,56.83,55.64,56.77,6576000,53.85
"2010-01-11",56.93,57.36,56.62,57.02,4062700,54.08
"2010-01-12",57.14,57.42,54.82,56.03,11268300,53.15
"2010-01-13",56.35,56.75,55.96,56.53,5056200,53.62
"2010-01-14",56.35,56.53,55.91,56.16,4668900,53.27
"2010-01-15",56.03,56.51,55.65,56.25,7240000,53.35
"2010-01-19",56.41,57.75,56.24,57.55,8570100,54.59
"2010-01-20",57.62,57.62,56.41,57.2,6625700,54.26
"2010-01-21",57.43,57.56,56.31,56.63,5833700,53.71
"2010-01-22",56.67,57.3,56.53,56.6,5967600,53.69
"2010-01-25",56.72,56.79,55.55,55.71,6719400,52.84
"2010-01-26",56.2,56.87,55.7,56.58,14880300,53.67
"2010-01-27",56.35,57.88,56.35,57.74,9695000,54.77
"2010-01-28",57.87,58.78,57.56,58.08,11638200,55.09
"2010-01-29",58.35,58.93,58.16,58.48,9465700,55.47
"2010-02-01",58.52,58.84,58.37,58.72,7079100,55.7
"2010-02-02",58.6,59.3,58.41,59.23,7660900,56.18
"2010-02-03",58.9,59.42,58.86,59.07,7082600,56.03
"2010-02-04",58.9,59.06,57.33,57.53,9534500,54.57
"2010-02-05",57.54,58.03,56.64,57.68,8409900,54.71
"2010-02-08",57.54,57.92,56.7,57.46,5947800,54.5
"2010-02-09",58.24,58.4,56.7,57.21,18732200,54.26
"2010-02-10",57.09,57.29,56.37,56.84,6019100,53.91
"2010-02-11",56.56,57,56.23,56.5,8491100,53.59
"2010-02-12",56.22,56.72,56.02,56.48,8008700,53.57
"2010-02-16",56.62,57,56.2,56.99,5245900,54.06
"2010-02-17",56.93,57.57,56.75,57.2,6831900,54.26
"2010-02-18",57.3,57.44,57.1,57.27,8120500,54.32
"2010-02-19",57.05,57.71,56.95,57.38,7131600,54.43
"2010-02-22",57.36,57.44,56.8,57.1,7176800,54.16
"2010-02-23",56.96,57.22,56.35,56.38,7703000,53.48
"2010-02-24",56.66,56.98,56.35,56.74,4887700,53.82
"2010-02-25",56.48,56.48,55.78,56.25,6592200,53.35
"2010-02-26",56.25,57.03,56.1,56.61,6351700,53.7
"2010-03-01",56.74,57.09,56.72,56.9,5638400,53.97
"2010-03-02",56.91,57.02,56.47,56.87,7219100,53.94
"2010-03-03",56.87,57.17,56.67,56.9,5655600,53.97
"2010-03-04",57.01,57.08,56.37,56.77,6127000,53.85
"2010-03-05",56.75,57.26,56.21,57.24,6529100,54.29
"2010-03-08",57.25,58.1,57.2,57.61,4409300,54.64
"2010-03-09",57.27,57.93,57.26,57.76,5095400,54.79
"2010-03-10",57.98,57.99,57.5,57.78,4620700,54.81
"2010-03-11",57.43,57.74,57.08,57.49,4346900,54.53
"2010-03-12",57.72,57.75,57.16,57.43,3601400,54.47
"2010-03-15",57.27,57.75,56.53,56.89,7051800,53.96
"2010-03-16",57.29,57.54,56.71,57.42,6256500,54.46
"2010-03-17",57.36,57.43,56.9,57.43,5348600,54.47
"2010-03-18",57.41,58.44,57.16,58.31,6442600,55.31
"2010-03-19",58.92,60.13,57.65,60,18901000,56.91
"2010-03-22",59.61,60.39,59.5,60.09,8837000,57
"2010-03-23",59.89,60.08,59.61,60.06,5024800,56.97
"2010-03-24",59.79,60,58.96,59.07,9367100,56.03
"2010-03-25",59.4,59.79,59,59.26,8863000,56.21
"2010-03-26",59.34,59.92,59,59.41,5627100,56.35
"2010-03-29",59.7,60.15,59.61,59.91,4268700,56.83
"2010-03-30",59.81,60.27,59.56,60.09,4360400,57
"2010-03-31",60,60.22,59.69,59.84,4975100,56.76
"2010-04-01",59.95,60.94,59.95,60.8,5916500,57.67
"2010-04-05",60.74,60.89,60.27,60.42,3679800,57.31
"2010-04-06",60.25,60.49,59.84,60.29,3947200,57.19
"2010-04-07",60.29,60.76,60.08,60.35,4573500,57.24
"2010-04-08",60.41,60.83,59.87,60.52,4367700,57.4
"2010-04-09",60.26,60.92,60.26,60.9,3585500,57.76
"2010-04-12",60.66,60.9,60.17,60.37,5588600,57.26
"2010-04-13",59.93,60.9,59.93,60.68,4710500,57.56
"2010-04-14",60.42,61.2,60.38,61.14,5183600,57.99
"2010-04-15",60.87,61.07,60.45,60.64,4636700,57.52
"2010-04-16",60.68,61.06,60.04,60.72,7315800,57.59
"2010-04-19",60.59,61.26,60.16,61.07,4270300,57.93
"2010-04-20",61.1,61.1,59.9,60.18,7220000,57.08
"2010-04-21",59.85,60,58.11,58.71,13763400,55.69
"2010-04-22",57.81,58.73,57.03,58.16,10389400,55.17
"2010-04-23",58.09,59,57.76,58.88,7107600,55.85
"2010-04-26",58.98,59.2,58.41,58.43,6157000,55.42
"2010-04-27",58.2,58.92,57.78,57.84,6178400,54.86
"2010-04-28",57.92,58.56,57.78,58.18,6236100,55.18
"2010-04-29",58.38,59.05,58.07,58.59,4342600,55.57
"2010-04-30",58.81,59.03,57.29,57.31,8187900,54.36
"2010-05-03",57.45,57.95,57.13,57.59,5912300,54.63
"2010-05-04",57.11,57.23,55.91,56.83,7686400,53.9
"2010-05-05",56.94,57.35,56.3,56.6,5988200,53.69
"2010-05-06",56.43,56.49,52.8,54.75,9744800,51.93
"2010-05-07",54.53,55.28,53.52,54.46,10580700,51.66
"2010-05-10",55.3,56.95,55.16,55.58,8395700,52.72
"2010-05-11",55.29,56.74,55,55.93,5909600,53.05
"2010-05-12",55.92,56.84,55.52,56.6,5446800,53.69
"2010-05-13",56.36,56.51,55.78,55.88,4741100,53
"2010-05-14",55.7,55.88,54.21,54.69,5717100,51.87
"2010-05-17",55.38,55.38,53.88,54.81,5898400,51.99
"2010-05-18",54.93,55.35,54.56,54.67,4389400,51.86
"2010-05-19",54.5,55.76,54.34,55.26,5816900,52.42
"2010-05-20",54.18,54.74,52.84,52.94,7296300,50.21
"2010-05-21",52.19,53.49,51.82,52.44,10539300,49.74
"2010-05-24",52.01,53.15,51.63,52.66,7187300,49.95
"2010-05-25",51.95,52.66,51.17,52.55,8788100,49.84
"2010-05-26",52.44,52.44,50.32,50.36,11039900,47.77
"2010-05-27",51.03,51.45,50.66,51.43,7325700,48.78
"2010-05-28",51.75,52.23,51.46,51.78,11169800,49.11
"2010-06-01",51.72,52.39,50.75,50.76,7269600,48.15
"2010-06-02",53.58,56.32,53.31,56.09,26218700,53.2
"2010-06-03",55.89,56.03,54.94,55.64,10172900,52.78
"2010-06-04",54.82,55.36,54.15,54.34,10356200,51.54
"2010-06-07",54.17,54.21,53.2,53.51,9955400,50.76
"2010-06-08",53.52,53.89,52.96,53.82,7986100,51.05
"2010-06-09",53.8,54.06,52.94,53.15,6267100,50.41
"2010-06-10",53.61,54.29,53.28,54.01,6195300,51.23
"2010-06-11",53.63,54.46,53.53,54.1,4252400,51.31
"2010-06-14",54.21,54.82,54.03,54.07,4265400,51.29
"2010-06-15",54.16,55.16,54.08,55.12,4855600,52.28
"2010-06-16",54.88,55.52,54.7,55.22,4742700,52.38
"2010-06-17",55.19,55.45,54.51,55.44,5723700,52.59
"2010-06-18",55.44,55.82,54.6,55.2,10851900,52.36
"2010-06-21",56.86,58.32,56.31,56.52,10162100,53.61
"2010-06-22",56.34,57.2,56.04,56.12,5819800,53.23
"2010-06-23",55.76,56.64,55.37,56.2,5859200,53.31
"2010-06-24",55.91,56.78,55.72,56.15,9048100,53.26
