"","SHW.Open","SHW.High","SHW.Low","SHW.Close","SHW.Volume","SHW.Adjusted"
"2014-01-24",194.91,195.13,190.62,190.8,810900,190.27
"2014-01-27",191.49,192.52,189.31,190.57,720100,190.04
"2014-01-28",194.63,194.63,190.36,191.68,539200,191.15
"2014-01-29",190.13,192.8,187.75,189.12,1021800,188.6
"2014-01-30",183.99,186.71,181.59,183.74,1610800,183.23
"2014-01-31",181.71,183.68,180.67,183.26,1089100,182.75
"2014-02-03",183.54,183.68,176.61,176.88,1253000,176.39
"2014-02-04",177.26,179.43,176.44,177.95,723400,177.46
"2014-02-05",176.75,177.61,174.29,175.6,1246700,175.11
"2014-02-06",176.38,179.23,175.45,179.19,1070600,178.69
"2014-02-07",178.09,182.71,178.09,182.56,907700,182.05
"2014-02-10",181.34,182.98,180.82,182.35,578500,181.84
"2014-02-11",183.11,184.15,181.79,183.42,663400,182.91
"2014-02-12",184.54,188.42,184.21,186.83,1170400,186.31
"2014-02-13",185.77,190.57,185.05,190.42,1047400,189.89
"2014-02-14",189.77,191.94,189.06,191.17,740800,190.64
"2014-02-18",191.01,192.24,190.83,191.46,741600,190.93
"2014-02-19",191,194.76,190.77,193.08,1029100,192.55
"2014-02-20",193.85,194.91,192.54,193.4,836100,192.86
"2014-02-21",193.07,194.64,192.47,193.59,734700,193.05
"2014-02-24",193.61,197.88,193.61,194.53,956100,193.99
"2014-02-25",194.36,198.7,193.8,197.37,975600,196.82
"2014-02-26",197.62,199.98,197.34,198.56,716400,198.01
"2014-02-27",197.67,199.49,197.21,198.82,634900,198.82
"2014-02-28",198.84,201.5,197.89,200.48,901500,200.48
"2014-03-03",198.54,200.2,197.59,199.5,560300,199.5
"2014-03-04",202.21,203.38,200.1,203.17,639700,203.17
"2014-03-05",203.11,203.81,202.29,203.28,597700,203.28
"2014-03-06",203.31,204.89,202.18,203,604000,203
"2014-03-07",204.6,208.63,204.12,206.71,1341600,206.71
"2014-03-10",205.82,206.86,204.59,206.1,565300,206.1
"2014-03-11",206.26,206.97,204.81,204.98,537800,204.98
"2014-03-12",204,204.9,203.27,204.24,606600,204.24
"2014-03-13",205.02,206.19,201.76,202.19,472900,202.19
"2014-03-14",202,204.12,201.25,202.08,504200,202.08
"2014-03-17",202.81,205.37,202.81,204.22,401000,204.22
