"","CMI.Open","CMI.High","CMI.Low","CMI.Close","CMI.Volume","CMI.Adjusted"
"2012-12-14",105.27,107.38,105.27,106.3,1755400,103.93
"2012-12-17",107.11,107.17,104.97,105.75,2337100,103.39
"2012-12-18",106.12,109.45,105.92,108.67,3770400,106.24
"2012-12-19",108.79,109.78,107.87,107.95,1835600,105.54
"2012-12-20",108.04,108.33,107.3,107.77,1627000,105.36
"2012-12-21",106.35,108.17,105.75,108.07,2157400,105.66
"2012-12-24",107.32,107.32,106.51,107.16,666500,104.77
"2012-12-26",107.46,108.84,106.6,107.16,859000,104.77
"2012-12-27",107.55,107.74,104.68,106.8,1093200,104.41
"2012-12-28",106.08,106.63,105.51,105.82,890500,103.46
"2012-12-31",105.37,108.54,105.24,108.35,1680500,105.93
"2013-01-02",111.5,113.82,111.3,113.37,2674100,110.84
"2013-01-03",113.16,114.93,112.78,114.17,2160300,111.62
"2013-01-04",114.82,115,113.25,113.86,1741300,111.32
"2013-01-07",113.26,113.63,111.56,112.53,1654900,110.02
"2013-01-08",111.91,112.39,110.7,111.16,1396300,108.68
"2013-01-09",111.25,114.24,110.54,113.12,1880600,110.59
"2013-01-10",113.97,114.09,111.22,112.44,1969000,109.93
"2013-01-11",110.93,111.47,109.19,110.59,1870200,108.12
"2013-01-14",110.17,111.64,110.17,111.55,1385100,109.06
"2013-01-15",110.83,112.08,110.83,111.82,869900,109.32
"2013-01-16",111.53,112.23,111.03,112.06,996000,109.56
"2013-01-17",112.56,114.5,111.72,114.2,1465100,111.65
"2013-01-18",114.08,115.81,113.35,115.59,1878700,113.01
"2013-01-22",115.22,115.79,114.5,115.75,959800,113.16
"2013-01-23",115.52,115.76,114.39,115.27,1124100,112.69
"2013-01-24",113.52,117.61,112.61,115.46,2411600,112.88
"2013-01-25",115.57,117.24,115.28,116.98,1248400,114.37
"2013-01-28",117.39,117.95,114.75,115.91,1261200,113.32
"2013-01-29",115.78,116.34,115,116.05,1495100,113.46
"2013-01-30",116.13,116.36,114.83,115.52,1582100,112.94
"2013-01-31",114.97,115.95,113.81,114.83,1410700,112.26
"2013-02-01",115.56,116.91,113.79,116.34,1608100,113.74
"2013-02-04",115.05,117.7,115,116.42,1907400,113.82
"2013-02-05",117.19,117.98,116.27,117.39,1846900,114.77
"2013-02-06",120.5,122.54,118.83,120.38,4058900,117.69
"2013-02-07",119.85,120.48,117.41,118.96,1941100,116.3
"2013-02-08",118.47,120,118.12,119.47,963300,116.8
"2013-02-11",118.8,119.99,118.53,119.26,1055500,116.6
"2013-02-12",119.42,119.93,118.94,119.19,1276000,116.53
"2013-02-13",119.79,119.92,118,119.04,1438000,116.38
"2013-02-14",118.54,119.34,117.89,118.73,1233000,116.08
"2013-02-15",119.32,119.79,118.49,119.21,1343300,116.55
"2013-02-19",119.23,119.41,118.01,118.87,1394500,116.21
"2013-02-20",118.01,118.19,114.52,114.83,2122300,112.74
"2013-02-21",114.07,114.15,111.46,112.53,2488300,110.48
"2013-02-22",113.44,114,112.44,112.79,1715700,110.74
"2013-02-25",115.76,116.26,111.22,111.25,1963200,109.22
"2013-02-26",111.88,113.76,110.87,113.38,1923700,111.32
"2013-02-27",113.12,116.65,112.45,115.77,1635800,113.66
"2013-02-28",115.87,117.34,115.52,115.87,1411600,113.76
"2013-03-01",114.96,116,113.02,115.05,1453500,112.95
"2013-03-04",114.3,114.64,112.33,114.13,1557500,112.05
"2013-03-05",115.48,118.43,115.39,116.45,1702500,114.33
"2013-03-06",117.07,117.79,115.55,116.87,1246000,114.74
"2013-03-07",117.01,118.39,116.41,117.28,1297600,115.14
"2013-03-08",118.35,119.73,118.24,119.63,1905700,117.45
"2013-03-11",119.11,119.77,118.51,119.62,934200,117.44
"2013-03-12",119.6,119.62,117.53,118.63,1022300,116.47
"2013-03-13",118.29,118.49,117.3,117.77,1089700,115.63
"2013-03-14",118.3,118.31,116.58,117.28,1759700,115.14
"2013-03-15",116.77,117.84,116.46,117.36,1365000,115.22
"2013-03-18",115.97,118.05,115.34,116.31,1652100,114.19
"2013-03-19",116.41,116.82,114,115.08,1552300,112.98
"2013-03-20",116.95,117.66,115.73,116.25,1851900,114.13
"2013-03-21",115.74,116.01,113.85,114.01,1455900,111.93
"2013-03-22",114.23,114.53,113.02,113.5,1730700,111.43
"2013-03-25",113.91,114.12,111.58,112.31,2336800,110.26
"2013-03-26",112.4,113.3,112.25,113.15,1911400,111.09
"2013-03-27",112.36,114.77,111.88,113.92,2564100,111.85
"2013-03-28",114.14,116,113.82,115.81,1773400,113.7
"2013-04-01",115.81,115.97,112.38,112.71,1385100,110.66
"2013-04-02",113.08,113.54,111.33,111.84,1346000,109.8
"2013-04-03",111.86,112.92,111.3,112.54,2030900,110.49
"2013-04-04",112.71,114.25,112.54,114.07,1630700,111.99
"2013-04-05",111.85,113.21,110.25,112.94,1907600,110.88
"2013-04-08",113,113.21,111.7,112.83,1072200,110.78
"2013-04-09",113.11,115.32,113.02,114.98,1276000,112.89
"2013-04-10",115.58,118.35,115.13,118.1,2080400,115.95
"2013-04-11",118.28,118.69,116.95,118.18,1972200,116.03
"2013-04-12",117.62,117.93,116.39,117.11,1281600,114.98
"2013-04-15",116.1,116.13,109.72,109.75,3633900,107.75
"2013-04-16",111.27,112.25,110.07,111.32,1547400,109.29
"2013-04-17",110,110.5,107.52,108.01,2099200,106.04
"2013-04-18",108.39,109.04,105.86,106.02,2250700,104.09
"2013-04-19",106.11,107.6,106.02,107.06,2069400,105.11
"2013-04-22",107.17,108.55,106.16,107.67,1352000,105.71
"2013-04-23",108.57,109.37,107,107.49,1635800,105.53
"2013-04-24",108.17,110.62,108.06,110.08,1602200,108.08
"2013-04-25",110.76,114.04,110.52,112.16,1551400,110.12
"2013-04-26",112.3,112.36,110.77,111.2,1272400,109.17
"2013-04-29",112.15,113.77,111.51,113.25,1805100,111.19
"2013-04-30",110.44,110.63,105.95,106.39,5944700,104.45
"2013-05-01",105.25,106.2,103.41,103.66,4185000,101.77
"2013-05-02",104.14,106.58,104.14,106.41,2358500,104.47
"2013-05-03",108.45,111.85,107.8,110.6,2748400,108.59
"2013-05-06",111.06,112.06,109.93,110.85,1977600,108.83
"2013-05-07",111.14,113.09,111.14,112.98,1524100,110.92
"2013-05-08",113.05,115.22,112.44,115.01,1782100,112.92
"2013-05-09",114.71,114.95,113.64,114.24,1837400,112.16
"2013-05-10",114.08,114.96,113.54,114.38,1853700,112.3
"2013-05-13",114.23,114.39,113.05,113.4,1514200,111.33
"2013-05-14",113.65,115.19,112.95,114.8,1543500,112.71
"2013-05-15",113.98,115.14,113.07,114.68,1505300,112.59
"2013-05-16",114.16,116.16,113.9,114.33,1318000,112.25
"2013-05-17",115.06,116.66,114.69,116.43,1051400,114.31
"2013-05-20",116.04,119.44,115.73,118.15,1716000,116
"2013-05-21",118.14,119.51,117.72,118.83,1660300,116.67
"2013-05-22",118.55,119.5,117.09,117.5,1869200,115.85
"2013-05-23",115.47,118.18,115.33,116.94,1637300,115.3
"2013-05-24",115.9,116.65,115.26,116.31,1670000,114.67
"2013-05-28",118.01,119.11,116.91,117.27,1276100,115.62
"2013-05-29",115.95,118.2,115.76,117.72,1277800,116.06
"2013-05-30",117.86,118.88,117.01,117.69,1781400,116.04
"2013-05-31",117.33,122.32,116.8,119.63,2956300,117.95
"2013-06-03",119.75,120.71,116.72,118.44,2251700,116.77
"2013-06-04",118.24,119.33,116.92,118.21,1522800,116.55
"2013-06-05",117.65,117.83,115.71,116,1628800,114.37
"2013-06-06",116.01,118.33,115.74,117.34,1764600,115.69
"2013-06-07",118.25,119.63,117.35,118.54,1105000,116.87
"2013-06-10",119.13,119.13,117.82,118.65,897500,116.98
"2013-06-11",117.11,119.5,116.38,117.43,1756000,115.78
"2013-06-12",118.56,118.63,115.57,115.74,1643300,114.11
"2013-06-13",115.11,118.45,114.91,118.27,1557200,116.61
"2013-06-14",117.12,118.69,115.93,116.13,1111300,114.5
"2013-06-17",116.61,117.37,115.3,116.06,1446100,114.43
"2013-06-18",116.36,117.65,115.71,117.37,865200,115.72
"2013-06-19",117.37,117.61,115.59,115.6,1255200,113.97
"2013-06-20",114.56,115.03,111.86,112.42,2850600,110.84
"2013-06-21",113,113.36,110.84,111.12,2635100,109.56
"2013-06-24",109.11,109.26,105.55,105.94,4270800,104.45
"2013-06-25",107.23,109.03,106.75,107.44,2532900,105.93
"2013-06-26",108.81,109.4,107.03,107.36,2177000,105.85
"2013-06-27",108.29,108.98,107.91,108.51,1868900,106.98
"2013-06-28",108.27,109.73,107.8,108.46,2775000,106.93
"2013-07-01",109.25,110.94,108.72,110.33,1605300,108.78
"2013-07-02",110.01,111.72,109.85,110.2,1496600,108.65
"2013-07-03",108.69,109.3,107.51,108.9,1552600,107.37
"2013-07-05",109.92,110.84,108.74,110.79,908600,109.23
"2013-07-08",111.16,111.54,110.5,110.83,1215200,109.27
"2013-07-09",111.39,113.17,111.33,112.62,1357600,111.04
"2013-07-10",112.94,114.96,112.9,113.7,1312500,112.1
"2013-07-11",116.01,117.33,114.99,115.28,1892200,113.66
"2013-07-12",115.28,115.86,114.18,115.4,1421300,113.78
"2013-07-15",115.5,117.87,115.12,117.29,1397300,115.64
"2013-07-16",117.61,118.04,115.25,115.99,1384900,114.36
"2013-07-17",116.87,117.16,115.63,116.48,793700,114.84
"2013-07-18",116.92,117.5,116.19,117.02,1476600,115.37
"2013-07-19",116.77,118.32,116.24,118.14,1561300,116.48
"2013-07-22",118.29,119,117.68,118.01,871100,116.35
"2013-07-23",118.57,119.39,117.43,117.67,1775000,116.02
"2013-07-24",117.76,117.76,115.73,116.24,2243700,114.61
"2013-07-25",115.65,117.1,115.3,116.58,1158900,114.94
"2013-07-26",115.9,116.54,115.37,115.88,1459700,114.25
"2013-07-29",115.89,117.05,115.5,116.44,1490000,114.8
"2013-07-30",120.01,123.9,117.38,118.23,5301700,116.57
"2013-07-31",119.18,121.91,119.02,121.19,2423200,119.49
"2013-08-01",122.6,123.83,122.34,122.94,2229000,121.21
"2013-08-02",122.24,123.18,121,123.05,1646800,121.32
"2013-08-05",122.88,123.05,121.81,122.73,922000,121
"2013-08-06",122.07,122.12,121.15,122.09,1196800,120.37
"2013-08-07",121.7,122.44,120.71,122.19,1287100,120.47
"2013-08-08",123.43,124.5,123.13,123.7,1250300,121.96
"2013-08-09",123.47,124.48,123.06,124.02,1411900,122.28
"2013-08-12",122.79,126.97,122.52,125.84,1676100,124.07
"2013-08-13",126.79,128.13,125.84,127.52,1850000,125.73
"2013-08-14",127.88,128.3,127.15,127.51,1711400,125.72
"2013-08-15",125.89,125.89,124.14,124.72,1437400,122.97
"2013-08-16",124.73,126.24,124.53,124.94,1156200,123.18
"2013-08-19",125.02,125.82,123.64,123.83,1459500,122.09
"2013-08-20",123.79,124.3,122.58,123.57,992800,122.45
"2013-08-21",123.41,125.35,122.84,123.43,1738600,122.31
"2013-08-22",124.14,127.59,124.14,126.56,1848100,125.41
"2013-08-23",126.57,126.57,124.82,125.21,1176600,124.08
"2013-08-26",125.27,126.25,124.51,124.57,891700,123.44
"2013-08-27",122.82,124.05,121.91,122.03,1738400,120.92
"2013-08-28",121.66,123.57,121.66,122.76,1263600,121.65
"2013-08-29",122.08,124.74,122.07,123.44,1275500,122.32
"2013-08-30",123.55,123.94,122.72,123.2,1025800,122.08
"2013-09-03",125,126,123.46,124.13,974100,123.01
"2013-09-04",124.4,127.52,124.01,127,1782500,125.85
"2013-09-05",126.74,128.25,126.3,127.11,1208500,125.96
"2013-09-06",127.82,128.23,125.51,126.77,812500,125.62
"2013-09-09",127.1,130,127.08,129.38,1345400,128.21
"2013-09-10",130.07,132.4,130.03,131.75,1497000,130.56
"2013-09-11",131.8,132.34,130.37,132.34,826000,131.14
"2013-09-12",131.99,133.67,131.76,133.05,1725400,131.84
"2013-09-13",133.46,134.29,132.24,133.68,1482800,132.47
"2013-09-16",136.24,136.24,133.49,133.85,1285800,132.64
"2013-09-17",133.22,133.47,131.74,131.96,1702500,130.76
"2013-09-18",131.99,134.03,131.05,133.72,1830600,132.51
"2013-09-19",134,135.54,133.5,135.25,1891900,134.02
"2013-09-20",135.24,136.5,134.28,134.57,1745000,133.35
"2013-09-23",134.52,134.55,132.89,133.61,917000,132.4
"2013-09-24",133.16,135.19,132.62,133.93,1364700,132.72
"2013-09-25",133.92,134.71,132.46,133.7,980500,132.49
"2013-09-26",134.21,135.08,133.53,134.19,896300,132.97
"2013-09-27",132.98,133.8,132.6,133.54,893000,132.33
"2013-09-30",132.15,133.87,131.74,132.87,925100,131.67
"2013-10-01",132.01,134.09,132,132.73,1222700,131.53
"2013-10-02",131.98,134.77,131.82,134.64,1608900,133.42
"2013-10-03",134.6,134.91,131,131.76,1247300,130.57
"2013-10-04",131.92,133.68,131.4,133.21,787400,132
"2013-10-07",131.84,132.48,131.11,131.15,957900,129.96
"2013-10-08",131.29,132.62,129.34,129.47,1362500,128.3
"2013-10-09",129.57,130.47,128.15,129.34,969600,128.17
"2013-10-10",131.19,133.22,130.91,132.65,1033400,131.45
"2013-10-11",131.96,132.63,131.2,132.31,938300,131.11
"2013-10-14",131.42,134.55,131.14,134.07,1210800,132.86
"2013-10-15",133.71,134.42,132,132.52,1913600,131.32
"2013-10-16",133.2,133.41,131.57,133.29,1204300,132.08
"2013-10-17",132.84,134.32,132.48,133.98,777100,132.77
"2013-10-18",134.66,136.87,134.41,136.44,1045500,135.2
"2013-10-21",136.68,137.43,136.13,136.91,597100,135.67
"2013-10-22",137.6,139.17,137.45,138.18,1114100,136.93
"2013-10-23",137.15,137.19,134.8,135.54,1734000,134.31
"2013-10-24",136.19,137.9,135.5,137.86,1337500,136.61
"2013-10-25",137.92,137.92,133.89,135.59,2242000,134.36
"2013-10-28",135.63,136.31,134.59,134.91,1381500,133.69
"2013-10-29",124.84,128.27,122.52,127.9,8651800,126.74
"2013-10-30",127.55,128.17,124.99,125.44,3201900,124.3
"2013-10-31",125.63,128.08,124.47,127.02,2277100,125.87
"2013-11-01",127.42,129.15,127,128.85,2493500,127.68
"2013-11-04",129.08,130.84,129.05,129.91,2250600,128.73
"2013-11-05",129.85,132.55,128.4,131.72,2123600,130.53
"2013-11-06",132.06,132.75,130.71,132.48,1468000,131.28
"2013-11-07",132.44,132.98,128.76,128.89,2206800,127.72
"2013-11-08",129.3,130.94,129.3,130.7,1379300,129.52
"2013-11-11",130.89,130.94,130.02,130.1,868500,128.92
"2013-11-12",132.39,132.55,129.8,130.1,1066900,128.92
"2013-11-13",129.21,131.69,128.6,131.55,1131900,130.36
"2013-11-14",131.55,132.91,131.38,132.49,1092100,131.29
"2013-11-15",132.27,132.86,131.1,132.04,1388800,130.84
"2013-11-18",132.38,133.86,132.26,132.59,1425400,131.39
"2013-11-19",131.86,132.49,129.5,130,926900,129.43
"2013-11-20",130.64,131,128.3,128.74,908300,128.18
"2013-11-21",128.99,129.89,128.86,129.26,687300,128.7
"2013-11-22",129.01,130.4,128.7,130.37,695200,129.8
"2013-11-25",130.9,131.61,130.54,130.8,872100,130.23
"2013-11-26",130.8,131.41,130.5,130.98,750200,130.41
"2013-11-27",131.51,132.79,131,132.63,708300,132.05
"2013-11-29",132.99,133.31,132.17,132.36,377900,131.78
"2013-12-02",132.55,134.05,131.61,132.98,878400,132.4
"2013-12-03",132.29,132.67,129.19,130.03,1673600,129.46
"2013-12-04",129.5,130.14,127.81,129.02,1777200,128.46
"2013-12-05",128.87,130.13,128.49,129.6,1135900,129.03
"2013-12-06",131.39,131.72,130.17,130.48,1128700,129.91
"2013-12-09",130.16,132.84,130.01,131.66,1253100,131.08
"2013-12-10",131.43,133.48,131.25,132.86,1151500,132.28
"2013-12-11",132.75,132.8,130.29,130.66,1121500,130.09
"2013-12-12",130.33,131.01,129.05,129.54,1119700,128.97
"2013-12-13",130.26,130.47,129.35,130.01,860500,129.44
"2013-12-16",131.1,133.62,131.1,133.09,1647000,132.51
"2013-12-17",132.86,133.89,132.67,133.25,1128000,132.67
"2013-12-18",133.26,136.31,133,136.03,1515600,135.44
"2013-12-19",137.13,138,136.28,137.2,2284000,136.6
"2013-12-20",136.75,138.47,136.56,137.75,1856800,137.15
"2013-12-23",138.76,139.5,138.16,138.66,1286400,138.05
"2013-12-24",138.99,139.84,138.13,139.4,407400,138.79
"2013-12-26",139.48,140.22,139.14,139.85,625000,139.24
"2013-12-27",140.43,140.43,139.29,139.83,616000,139.22
"2013-12-30",139.81,140.49,139.3,139.93,714000,139.32
"2013-12-31",140,141.39,139.96,140.97,762700,140.35
"2014-01-02",140.43,140.98,138.28,138.56,1533500,137.95
"2014-01-03",138.77,140,138.34,139.16,1092300,138.55
"2014-01-06",140.22,141.67,138.25,138.72,1353700,138.11
"2014-01-07",138.87,140.25,138.8,139.89,879500,139.28
"2014-01-08",139.59,140.23,138.83,139.35,976900,138.74
"2014-01-09",140.15,140.62,137.94,138.67,866900,138.06
"2014-01-10",139.36,139.54,137.8,138.1,1033600,137.5
"2014-01-13",137.59,138.42,135.76,136.15,1400400,135.56
"2014-01-14",137,137.49,136.37,137.13,1095800,136.53
"2014-01-15",137.49,138.25,137.36,137.79,1105400,137.19
"2014-01-16",137.05,138.55,137.05,137.84,931200,137.24
"2014-01-17",138.96,139.07,137.51,137.74,1319100,137.14
"2014-01-21",138.04,138.5,135.76,136.41,1625000,135.81
"2014-01-22",136.5,136.55,134.8,134.88,1585800,134.29
"2014-01-23",134.5,135.49,131.52,132.08,2392800,131.5
"2014-01-24",131.1,131.22,126.06,126.31,3021900,125.76
"2014-01-27",128.32,128.68,124.03,125.95,2528900,125.4
"2014-01-28",126.61,128.71,126.53,128.63,1567700,128.07
"2014-01-29",126.87,130.02,126.5,128.59,2103200,128.03
"2014-01-30",129.65,129.92,128.04,128.48,1419300,127.92
"2014-01-31",126.73,128.01,126.06,126.98,1886900,126.43
"2014-02-03",127.13,127.92,123.15,123.7,2321800,123.16
"2014-02-04",123.76,126.7,122.64,126.4,2494400,125.85
"2014-02-05",126.24,127.14,125.48,126.67,2486900,126.12
"2014-02-06",123.5,131.49,123.5,130.78,3444100,130.21
"2014-02-07",132.5,135.57,131.94,134.33,2566900,133.74
"2014-02-10",133.91,133.99,132.4,133.02,1505400,132.44
"2014-02-11",133.12,136.45,132.9,135.52,2141600,134.93
"2014-02-12",135.69,139.05,135.56,138.59,2335500,137.98
"2014-02-13",136.94,141.23,136.89,140.92,2298100,140.3
"2014-02-14",140.9,143.6,140.65,142.12,2220600,141.5
"2014-02-18",142.42,143.2,141.58,143.1,1582700,142.48
"2014-02-19",141.39,143.03,139.76,139.98,2056400,139.98
"2014-02-20",140.38,141.77,139.82,141.75,2298300,141.75
"2014-02-21",142.45,143.83,141.84,142.83,1889800,142.83
"2014-02-24",143.87,148.6,143.76,146.01,2489100,146.01
"2014-02-25",144.69,146.58,143.07,145.63,1828200,145.63
"2014-02-26",145,147.33,144.55,145.9,1365000,145.9
"2014-02-27",145.33,145.57,143.49,145.3,1734100,145.3
"2014-02-28",145.59,146.76,145.12,145.92,1193800,145.92
"2014-03-03",144.17,144.17,142.09,143,1800900,143
"2014-03-04",144.69,146.33,144.51,145.7,1596900,145.7
"2014-03-05",146.09,147,144.83,145.26,1104800,145.26
"2014-03-06",145.93,146.89,145.86,146.12,886800,146.12
"2014-03-07",146.8,146.98,144.95,145.62,891100,145.62
"2014-03-10",144.4,145.33,143.06,143.9,978400,143.9
"2014-03-11",145.43,145.85,142.37,142.9,1355200,142.9
"2014-03-12",141.8,143.11,140.58,143.07,1598200,143.07
"2014-03-13",143.52,143.96,139.79,140.62,1077700,140.62
"2014-03-14",140.24,141.24,139.16,139.36,1063100,139.36
"2014-03-17",140.86,143.31,140.86,142.79,1197100,142.79
