"","ARG.Open","ARG.High","ARG.Low","ARG.Close","ARG.Volume","ARG.Adjusted"
"2014-02-27",105.67,107.69,105.54,107.53,461900,107.05
"2014-02-28",107.79,108.47,107.16,107.8,326300,107.32
"2014-03-03",106.92,107.65,106.06,106.58,409700,106.11
"2014-03-04",107.6,107.8,106.63,107.45,576900,106.97
"2014-03-05",107.74,107.88,107.25,107.41,463800,106.93
"2014-03-06",107.51,108.38,107.51,108.1,356800,107.62
"2014-03-07",108.57,108.68,107.46,107.58,387800,107.1
"2014-03-10",107.5,108.34,107.2,108.32,414600,107.84
"2014-03-11",108.24,108.67,107.59,107.71,556100,107.23
"2014-03-12",107.07,107.22,105.78,107.14,674700,107.14
"2014-03-13",107.35,107.81,106.96,107.35,742000,107.35
"2014-03-14",107.04,107.11,105.98,106.09,372100,106.09
"2014-03-17",106.35,107.15,106.31,106.66,432800,106.66
