"","EOG.Open","EOG.High","EOG.Low","EOG.Close","EOG.Volume","EOG.Adjusted"
"2013-01-24",124.9,126.4,124.79,124.99,1362000,124.38
"2013-01-25",125.37,126.54,124.54,125.27,1182500,124.66
"2013-01-28",125.81,125.81,123.55,124.2,1359200,123.59
"2013-01-29",124.66,127.19,124.01,126.94,1410700,126.32
"2013-01-30",127.17,129.43,126.17,126.32,1597500,125.7
"2013-01-31",125.5,125.97,124.5,124.98,1764000,124.37
"2013-02-01",126.64,128.79,124.99,128.6,1683500,127.97
"2013-02-04",127.67,127.79,126.6,127.29,1340600,126.67
"2013-02-05",128.65,129.27,127.9,128.82,1022200,128.19
"2013-02-06",127.73,129.92,127.53,129.67,864700,129.03
"2013-02-07",129.72,130.11,128.05,129.77,1157900,129.13
"2013-02-08",130.14,133.39,130.14,133.28,1801100,132.63
"2013-02-11",133.29,133.68,132.12,133.34,1698100,132.69
"2013-02-12",133.5,134.69,132.8,134.1,1731200,133.44
"2013-02-13",134.1,134.4,132.7,133.6,1589000,132.94
"2013-02-14",138.07,138.2,133.08,133.33,2956000,132.68
"2013-02-15",133.26,134,127.78,129.19,3171600,128.56
"2013-02-19",130.56,131.58,130.04,131.4,1967700,130.75
"2013-02-20",131.43,131.74,127.32,127.39,2471800,126.76
"2013-02-21",126.49,127.06,123.55,124.04,2914100,123.43
"2013-02-22",125,125.84,123.69,125.34,2273100,124.72
"2013-02-25",125.67,126.96,121.65,121.77,2595300,121.17
"2013-02-26",122.37,123.85,120.76,123.5,1964300,122.89
"2013-02-27",123.11,127.13,122.77,126.92,2359500,126.3
"2013-02-28",126.44,127.96,125.6,125.71,2163100,125.09
"2013-03-01",124.64,125.35,122.23,123,2863500,122.4
"2013-03-04",122.78,122.88,121,121.79,1876100,121.19
"2013-03-05",123.08,125.05,122.42,124.7,1957800,124.09
"2013-03-06",125.18,125.95,124.32,125.6,2044400,124.98
"2013-03-07",125.75,128.23,125.37,127.56,1221300,126.93
"2013-03-08",128.19,128.92,127.49,128.68,1224600,128.05
"2013-03-11",128.33,129.37,127.41,128.66,1042000,128.03
"2013-03-12",129.5,130.4,129.12,130.08,1292800,129.44
"2013-03-13",130,131.18,129.49,129.88,1317400,129.24
"2013-03-14",130.49,132.01,130.27,131.83,1423900,131.18
"2013-03-15",131.47,132.84,130.41,130.42,2486100,129.78
"2013-03-18",128.91,130.42,128.32,128.93,1386700,128.3
"2013-03-19",129.1,129.52,126.71,127.27,1256800,126.65
"2013-03-20",128.36,128.8,126.17,126.24,1892400,125.62
"2013-03-21",125.27,126.85,123.85,123.9,2015100,123.29
"2013-03-22",124.44,125.07,123.62,124.98,1395200,124.37
"2013-03-25",125.77,126.8,123.03,123.92,1543500,123.31
"2013-03-26",124.48,129.39,124.37,128.9,2432600,128.27
"2013-03-27",127.89,128.67,126.19,128.2,1856900,127.57
"2013-03-28",128.17,129.15,127.43,128.07,1519700,127.44
"2013-04-01",128.07,128.83,126.63,128.51,1128700,127.88
"2013-04-02",128.8,130.05,128.04,129.05,1552600,128.42
"2013-04-03",129.05,129.42,125.75,126.1,1667700,125.48
"2013-04-04",126.07,126.07,122.63,122.86,2372900,122.26
"2013-04-05",121,124.87,120.76,124.75,2128200,124.14
"2013-04-08",124.89,127.22,124.53,126.89,1262600,126.27
"2013-04-09",127.07,129.21,126.2,128.25,1144700,127.62
"2013-04-10",128.56,130.2,128.48,128.62,1361500,127.99
"2013-04-11",129.01,129.66,127.72,128.26,1478400,127.63
"2013-04-12",127.3,127.8,124.01,124.13,2025300,123.7
"2013-04-15",122.36,122.37,116.13,116.19,2887700,115.79
"2013-04-16",117.83,119.64,115.82,119.15,2268500,118.74
"2013-04-17",117.41,117.86,113.46,114.82,3065600,114.42
"2013-04-18",115.39,115.96,112.05,115.31,3451900,114.91
"2013-04-19",116.16,116.28,112.93,113.44,2477100,113.05
"2013-04-22",113.95,116.82,113.51,116.4,2164500,116
"2013-04-23",116.9,117.38,115.27,117,2217800,116.6
"2013-04-24",117.04,120.45,117,119.93,1919000,119.52
"2013-04-25",120.16,123.53,119.36,121.86,2261500,121.44
"2013-04-26",121.7,121.91,119,119.12,2338100,118.71
"2013-04-29",120.5,122.72,119.88,121.93,1163400,121.51
"2013-04-30",121.8,122.74,120.59,121.16,1783900,120.74
"2013-05-01",120.39,120.39,117.76,118.83,1839300,118.42
"2013-05-02",119.25,120.26,118,119.67,1540200,119.26
"2013-05-03",121.4,124.2,121.4,123.98,2169500,123.55
"2013-05-06",124.6,126.73,123.26,126.04,2802400,125.61
"2013-05-07",133.79,137.96,132.96,135.69,5222500,135.22
"2013-05-08",136.04,138.78,135.92,137.9,3213100,137.42
"2013-05-09",138.81,139,135.53,136.08,2805700,135.61
"2013-05-10",135.49,135.49,131.7,133.58,2448200,133.12
"2013-05-13",132.82,134.54,132.31,133.66,1604400,133.2
"2013-05-14",134,136.97,133.82,136.67,1978900,136.2
"2013-05-15",136.49,137.64,134.05,134.69,2108100,134.23
"2013-05-16",134.51,134.92,132.74,133.22,1979400,132.76
"2013-05-17",133.8,135.89,133.51,135.25,2619600,134.78
"2013-05-20",135.37,137.15,134.87,135.61,2037200,135.14
"2013-05-21",135.78,136.27,134.05,134.28,1245100,133.82
"2013-05-22",134.16,135.53,129.82,130.93,2020000,130.48
"2013-05-23",128.97,131.64,128.23,131.4,1805300,130.95
"2013-05-24",129.73,130.95,128.63,130.83,1205500,130.38
"2013-05-28",132.46,133.25,129.51,131.12,1752900,130.67
"2013-05-29",130.34,133.42,130.12,132.83,1574800,132.37
"2013-05-30",132.33,133.94,130.9,132.69,1217600,132.23
"2013-05-31",131.73,132.6,129.09,129.1,1719100,128.65
"2013-06-03",130.15,132.13,129.72,131.75,1452100,131.3
"2013-06-04",131.47,132.64,130.33,132.16,1776500,131.7
"2013-06-05",131.66,131.97,128.49,128.52,1445400,128.08
"2013-06-06",128.91,130.65,127.52,130.64,1496300,130.19
"2013-06-07",131.1,133.65,130.2,132.68,1117800,132.22
"2013-06-10",132.33,132.6,131.15,131.62,766800,131.17
"2013-06-11",129.29,130.32,128.24,129.11,1397300,128.66
"2013-06-12",131.26,131.77,129.48,129.63,1354700,129.18
"2013-06-13",129.68,133.5,129.35,133.33,1567500,132.87
"2013-06-14",133.61,133.61,131.13,131.74,1343900,131.29
"2013-06-17",133.2,134.34,132.16,133.33,1189700,132.87
"2013-06-18",133.5,135.96,133.14,135.02,1400200,134.55
"2013-06-19",134.97,137.99,134.78,135.59,1704500,135.12
"2013-06-20",133.72,133.89,129.79,130.99,2198800,130.54
"2013-06-21",132.24,132.4,128.57,130.4,2393300,129.95
"2013-06-24",128.89,129.46,124.53,127.41,1981100,126.97
"2013-06-25",129.02,131.1,128.22,130.15,1720500,129.7
"2013-06-26",131.19,132.55,129.53,131.85,1252300,131.4
"2013-06-27",133.16,134.08,130.72,131.01,1805400,130.56
"2013-06-28",130.43,132.99,130.02,131.68,1712200,131.23
"2013-07-01",133.79,136.43,133.24,135.31,1615200,134.84
"2013-07-02",135.24,139.27,135.24,137.88,2169600,137.4
"2013-07-03",138,138.5,136.81,138.18,853700,137.7
"2013-07-05",139.06,140.64,138.63,140.4,1140500,139.92
"2013-07-08",141.5,142.53,139.01,139.76,1714700,139.28
"2013-07-09",140.95,142.47,140.39,142.22,1773700,141.73
"2013-07-10",142.69,143.68,141.63,142.27,1767000,141.78
"2013-07-11",144,146.79,142.89,143.55,2800700,143.05
"2013-07-12",143.1,144.77,141.91,144.71,1886100,144.21
"2013-07-15",144.63,145.62,142.59,143.54,1729600,143.23
"2013-07-16",143.78,145.54,143.75,144.56,1867700,144.25
"2013-07-17",145.05,146.42,144.65,145.83,1373000,145.52
"2013-07-18",146.42,148.27,146.22,147,1535300,146.68
"2013-07-19",147.81,148.7,146.51,148.67,1371100,148.35
"2013-07-22",148.63,150.05,147.54,149.49,1620400,149.17
"2013-07-23",149.62,149.98,148.01,148.64,1632300,148.32
"2013-07-24",149.09,149.14,143.16,144.07,3037900,143.76
"2013-07-25",144.07,147.4,144,147.37,1962500,147.05
"2013-07-26",146.24,146.72,144.24,145.74,1487200,145.43
"2013-07-29",145.32,145.52,143.87,144.71,813700,144.4
"2013-07-30",145.05,145.78,141.55,144.1,1634200,143.79
"2013-07-31",144.62,148.17,144.62,145.49,1734700,145.18
"2013-08-01",147.57,152.91,147.57,152.07,1995800,151.74
"2013-08-02",150.76,153.21,150.25,153.03,1406600,152.7
"2013-08-05",152.94,155.04,152.15,154.18,1787000,153.85
"2013-08-06",154.1,154.91,151.31,153.22,2474400,152.89
"2013-08-07",160.31,161.47,155.29,156.22,4705100,155.88
"2013-08-08",157.86,160.25,156.31,158.58,2361300,158.24
"2013-08-09",158.66,159.97,158,158.84,1832200,158.5
"2013-08-12",158.16,160.45,157.46,158.76,2002200,158.42
"2013-08-13",159,159.15,156.76,158.24,1141300,157.9
"2013-08-14",158.12,158.9,156.12,156.4,1274100,156.06
"2013-08-15",155.54,157.78,154.29,156.59,1275700,156.25
"2013-08-16",155.53,156.89,154.31,155.49,1251000,155.16
"2013-08-19",155.52,156.12,152.54,152.69,1376400,152.36
"2013-08-20",152.7,155.89,152.16,154.62,1197700,154.29
"2013-08-21",154.37,154.37,151.39,151.84,1180600,151.51
"2013-08-22",152.73,155.36,152.45,154.4,731500,154.07
"2013-08-23",154.4,156.79,153.54,156.62,1042100,156.28
"2013-08-26",157.26,159.61,156.83,157.11,1102100,156.77
"2013-08-27",156.16,158.56,156,156.29,1133800,155.95
"2013-08-28",156.94,161.32,156.83,159.46,1758900,159.12
"2013-08-29",158.73,159.3,156.68,157.09,995400,156.75
"2013-08-30",157.5,158.32,156.29,157.05,1083100,156.71
"2013-09-03",159.46,160.49,157.05,158.43,1103800,158.09
"2013-09-04",157.49,161.01,157.49,160.53,1305900,160.18
"2013-09-05",161.22,162.62,160.95,161.43,983900,161.08
"2013-09-06",162.57,164.33,160.58,161.72,1886200,161.37
"2013-09-09",163.1,164,162.17,163.65,1873500,163.3
"2013-09-10",163.5,164.72,160.93,163.5,1710300,163.15
"2013-09-11",163.45,167.37,162.84,167.15,1806700,166.79
"2013-09-12",167.54,168.77,167,167.99,1565100,167.63
"2013-09-13",167.75,168.14,166.1,166.44,1044700,166.08
"2013-09-16",167.54,167.99,165.08,165.8,1233300,165.44
"2013-09-17",166.51,168.36,165.79,167.77,1034900,167.41
"2013-09-18",167.26,172.36,167.2,171.79,1435100,171.42
"2013-09-19",172.1,172.81,169.35,170.73,1061000,170.36
"2013-09-20",170.5,171.53,168.53,168.87,1838700,168.51
"2013-09-23",168.57,169.71,168.11,168.86,1326000,168.5
"2013-09-24",169.41,173.92,168.62,172.09,2116800,171.72
"2013-09-25",172.09,173.29,170.73,171.38,1753700,171.01
"2013-09-26",171.72,172.17,169.82,172.09,966800,171.72
"2013-09-27",171.23,171.66,169.8,170.73,830300,170.36
"2013-09-30",167.56,170.34,167.12,169.28,1296900,168.92
"2013-10-01",168.61,172.83,168.55,172.15,1404600,171.78
"2013-10-02",171.87,172.36,169.18,172.36,1358800,171.99
"2013-10-03",171.95,172.23,169.99,171.8,1257700,171.43
"2013-10-04",171.92,174.86,170.54,174.59,1603200,174.21
"2013-10-07",172.21,174.21,171.25,172.83,1711900,172.46
"2013-10-08",172.34,174.65,170.41,171.46,1772500,171.09
"2013-10-09",172.33,173.56,169.6,171.52,1919800,171.15
"2013-10-10",173.39,174.94,172.94,174.86,1516300,174.48
"2013-10-11",174.32,180.95,174.25,178.99,1949900,178.6
"2013-10-14",177.36,181.08,176.33,181.06,1230600,180.67
"2013-10-15",180.25,181.98,179,179.97,1518500,179.77
"2013-10-16",182.48,185.87,181.47,182.29,2288600,182.09
"2013-10-17",181.68,182.4,179.3,181.39,2321700,181.19
"2013-10-18",182.66,184.17,180.84,183.79,2151000,183.59
"2013-10-21",183,185.5,182.65,184.32,1202500,184.11
"2013-10-22",186.79,188.3,183.58,185.15,1965000,184.94
"2013-10-23",183.12,183.12,176.51,178.44,2720700,178.24
"2013-10-24",178.06,182.57,176.11,181.43,2041000,181.23
"2013-10-25",182.35,184.09,181.29,183.44,1291900,183.24
"2013-10-28",183.83,183.9,181.88,182.42,917500,182.22
"2013-10-29",182.87,185.77,182.31,185.08,1430900,184.87
"2013-10-30",186.32,186.85,178.89,180.33,1957500,180.13
"2013-10-31",179.98,180.91,176.71,178.4,1977200,178.2
"2013-11-01",178.61,180.03,175.4,178.98,1816600,178.78
"2013-11-04",180.47,183.6,179.73,183.46,1368600,183.26
"2013-11-05",183.34,183.34,179.52,179.73,1843100,179.53
"2013-11-06",181.33,182.9,175.94,176.64,2333400,176.44
"2013-11-07",179.31,180.24,165.05,171.58,4519500,171.39
"2013-11-08",171.12,173.26,170.56,170.96,2788900,170.77
"2013-11-11",171.21,171.64,169.63,171.45,1646600,171.26
"2013-11-12",170.7,171.08,165.8,167.1,2289600,166.91
"2013-11-13",166.44,169.86,165.79,169.46,2356600,169.27
"2013-11-14",169.49,170.08,167.95,169.67,1845300,169.48
"2013-11-15",170.28,172.14,167.88,171.38,2161200,171.19
"2013-11-18",171.5,172.2,167.47,168.52,1516000,168.33
"2013-11-19",168.12,169.47,165.65,167.89,1557700,167.7
"2013-11-20",168.85,169.76,166.21,166.92,1505300,166.73
"2013-11-21",168.12,169.96,167.8,169.31,1539600,169.12
"2013-11-22",170.2,170.41,167.35,170.15,1268300,169.96
"2013-11-25",169.32,169.37,165.67,169.19,1888900,169
"2013-11-26",169.35,171.48,167.7,169.2,1590200,169.01
"2013-11-27",168.93,169.69,165.52,166.43,1680100,166.24
"2013-11-29",166.5,167.11,164.19,165,1124200,164.82
"2013-12-02",166,166.55,163.13,165,1517200,164.82
"2013-12-03",164.45,166.73,161.82,165.48,2081900,165.3
"2013-12-04",165.6,169.11,165.5,167.13,1875700,166.94
"2013-12-05",165.34,167.74,164.16,165.38,2236900,165.2
"2013-12-06",166.95,167.1,159.89,160.04,3671600,159.86
"2013-12-09",160.92,161.25,156.31,158.14,4273700,157.96
"2013-12-10",158.43,161.94,158.14,159.31,2277200,159.13
"2013-12-11",158.85,159.14,156.01,156.26,2120000,156.09
"2013-12-12",156.43,159.32,156.24,158.36,1906500,158.18
"2013-12-13",157.67,159.35,156.49,159.02,2244300,158.84
"2013-12-16",159.34,161.97,159.34,159.74,2060100,159.56
"2013-12-17",160.52,160.52,157.51,159.65,1735900,159.47
"2013-12-18",159.64,162.38,158.33,162,2982700,161.82
"2013-12-19",161.67,165.91,161.18,165.33,2536800,165.15
"2013-12-20",166.12,169.32,165.45,168.52,3132900,168.33
"2013-12-23",169.26,169.84,166.83,167.62,1514000,167.43
"2013-12-24",167.82,168.27,166.23,168.26,489100,168.07
"2013-12-26",168.46,169.54,167.67,168.02,886100,167.83
"2013-12-27",168.14,169.48,167.68,169.16,842600,168.97
"2013-12-30",168.95,170.5,166.2,167.35,1405700,167.16
"2013-12-31",167.34,168.85,166.47,167.84,1054900,167.65
"2014-01-02",166.57,167.96,164.06,165.02,1471700,164.84
"2014-01-03",165.75,166.65,163.81,164.56,1346900,164.38
"2014-01-06",164.77,165.33,162.34,164.02,1824600,163.84
"2014-01-07",165.07,166.91,163.71,166.85,1643400,166.66
"2014-01-08",166.02,167.83,165.05,166.78,1428900,166.59
"2014-01-09",167.41,168.89,165.48,167,1769700,166.81
"2014-01-10",167.46,168.1,165.99,166.81,1474900,166.62
"2014-01-13",167.41,168.27,162.97,163.46,1336300,163.28
"2014-01-14",164.06,168.73,163.63,168.6,1610900,168.41
"2014-01-15",169.46,173.28,169.4,170.36,2044400,170.36
"2014-01-16",170.1,171.17,168.7,170.1,1671200,170.1
"2014-01-17",170.96,171.88,168.92,168.96,1662900,168.96
"2014-01-21",169.16,170.55,168.14,169.23,1597500,169.23
"2014-01-22",170.2,172.3,169.25,171.72,1794300,171.72
"2014-01-23",169.78,171.74,168.23,169.17,2241400,169.17
"2014-01-24",168.05,169.04,165.12,165.53,2822700,165.53
"2014-01-27",165.17,165.49,161.26,162.1,1903000,162.1
"2014-01-28",163.38,167.5,162.29,167.22,1646300,167.22
"2014-01-29",165.92,166.16,163.54,164.65,1640200,164.65
"2014-01-30",165.1,167.5,164.65,166.13,1131500,166.13
"2014-01-31",164.67,167.6,163.18,165.24,1319800,165.24
"2014-02-03",164.61,166.86,161.5,161.74,2264400,161.74
"2014-02-04",162.67,168.99,162.5,168.58,3288400,168.58
"2014-02-05",168.1,169.7,166.77,167.49,2146500,167.49
"2014-02-06",167.69,173.79,167.69,173.25,2571100,173.25
"2014-02-07",174.77,176.88,173.14,176.5,2085300,176.5
"2014-02-10",176.76,176.76,173.07,174.2,1769100,174.2
"2014-02-11",174.3,176.21,173.56,174.73,1649400,174.73
"2014-02-12",175.75,176.9,174.49,175.11,1292500,175.11
"2014-02-13",173.58,176.75,172.6,175.47,1716300,175.47
"2014-02-14",175.71,177.25,174.89,176.96,1168800,176.96
"2014-02-18",178.12,180.26,178.01,179.92,1827300,179.92
"2014-02-19",179.05,181.61,178.4,178.86,1917500,178.86
"2014-02-20",179.04,182.06,178.15,180.03,2256000,180.03
"2014-02-21",180.47,180.97,177.94,178,2705400,178
"2014-02-24",178.43,181.62,177.03,180.4,3526600,180.4
"2014-02-25",182.85,185.13,179.25,184,3730600,184
"2014-02-26",183.61,188.41,182.88,186.44,3607200,186.44
"2014-02-27",186.41,187.65,184.49,187.47,1889800,187.47
"2014-02-28",187.72,191.08,187.11,189.42,2538200,189.42
"2014-03-03",189.05,192,188.62,189.29,2804200,189.29
"2014-03-04",190.47,192.92,190.33,191.56,2132700,191.56
"2014-03-05",192.04,193.22,190.05,190.49,1950400,190.49
"2014-03-06",190.72,192.21,189.33,191.06,1725300,191.06
"2014-03-07",191.52,191.95,188.2,189.92,1958600,189.92
"2014-03-10",189.92,189.92,187.12,189.05,1379600,189.05
"2014-03-11",189.84,190.17,185.32,185.6,2051600,185.6
"2014-03-12",183.6,186.43,181.66,185.13,2043800,185.13
"2014-03-13",186.25,186.65,181.77,182.91,1881900,182.91
"2014-03-14",182.97,186.21,182.9,185.97,1589200,185.97
"2014-03-17",186.6,188,186,187.23,1361200,187.23
