"","APOL.Open","APOL.High","APOL.Low","APOL.Close","APOL.Volume","APOL.Adjusted"
"2013-12-26",26.97,27.31,26.8,27.13,836700,27.13
"2013-12-27",27.12,27.26,26.96,27.1,672000,27.1
"2013-12-30",27.1,27.33,26.94,27.21,850000,27.21
"2013-12-31",27.21,27.45,27.12,27.32,1301100,27.32
"2014-01-02",27.12,27.35,26.69,26.89,1588600,26.89
"2014-01-03",26.88,27.1,26.67,27.03,1479700,27.03
"2014-01-06",26.85,27.21,26.61,27.06,1990800,27.06
"2014-01-07",27.35,27.35,26.78,26.94,3183000,26.94
"2014-01-08",29.9,31.94,29.45,30.76,11748000,30.76
"2014-01-09",30.75,31.29,30.37,30.75,3918600,30.75
"2014-01-10",30.71,30.88,30.19,30.42,2423600,30.42
"2014-01-13",30.41,30.75,30.27,30.52,2337600,30.52
"2014-01-14",30.16,31.47,30.1,31.24,2490300,31.24
"2014-01-15",31.39,32.03,31.15,31.88,2805100,31.88
"2014-01-16",31.76,33.39,31.73,33.06,5351500,33.06
"2014-01-17",33.16,34.1,32.7,33.74,3557300,33.74
"2014-01-21",33.91,35.25,33.25,35.15,5612900,35.15
"2014-01-22",35.19,35.92,35.04,35.24,2805200,35.24
"2014-01-23",35.04,35.1,34.51,34.98,2708900,34.98
"2014-01-24",34.84,34.86,33.41,33.78,2684800,33.78
"2014-01-27",34.38,34.38,32.55,32.96,3737100,32.96
"2014-01-28",33.01,33.85,32.82,33.6,3150500,33.6
"2014-01-29",31.74,33.22,31.56,32.4,3680500,32.4
"2014-01-30",32.65,32.9,31.57,32.7,2463000,32.7
"2014-01-31",32.35,32.58,31.95,32.29,2116400,32.29
"2014-02-03",32.29,32.55,31.23,31.6,2981500,31.6
"2014-02-04",31.8,32.36,31.44,32.16,1868900,32.16
"2014-02-05",32.06,32.63,31.72,32.47,2431800,32.47
"2014-02-06",32.47,33.47,32.3,33.41,1918500,33.41
"2014-02-07",33.39,33.84,33.12,33.18,1734100,33.18
"2014-02-10",33.18,33.2,31.78,31.88,4355000,31.88
"2014-02-11",32,32.1,31.42,32.07,2627700,32.07
"2014-02-12",32,32.46,31.94,32.13,1503500,32.13
"2014-02-13",32,32.2,31.7,32,1635000,32
"2014-02-14",32.23,32.49,31.5,32.15,2398900,32.15
"2014-02-18",32.26,33.2,31.96,32.99,1801600,32.99
"2014-02-19",32.86,33.27,32.55,32.56,1437700,32.56
"2014-02-20",32.65,33.56,32.46,33.19,1631200,33.19
"2014-02-21",33.84,35.06,33.66,34.31,2548900,34.31
"2014-02-24",34.31,35.11,34.26,34.29,1675400,34.29
"2014-02-25",34.41,34.88,34.06,34.47,1092800,34.47
"2014-02-26",34.6,35.25,33.92,33.96,1760900,33.96
"2014-02-27",33.87,34.04,33.12,33.89,1584800,33.89
"2014-02-28",33.88,34.14,33.16,33.33,1323700,33.33
"2014-03-03",33.02,33.47,32.52,32.71,1655100,32.71
"2014-03-04",33.1,33.88,32.72,32.98,1648400,32.98
"2014-03-05",33.02,33.11,32.47,32.86,1602200,32.86
"2014-03-06",32.94,33,32.33,32.64,1480000,32.64
"2014-03-07",32.83,33.4,32.8,32.99,1553500,32.99
"2014-03-10",32.85,33.47,32.71,33.08,1003200,33.08
"2014-03-11",33.09,33.26,32.22,32.27,887700,32.27
"2014-03-12",32.13,32.54,31.86,32.02,1092300,32.02
"2014-03-13",32.14,32.48,31.87,32.1,1396200,32.1
"2014-03-14",32.4,32.4,31.88,32.24,1363500,32.24
"2014-03-17",32.55,32.95,32.15,32.39,789500,32.39
