"","AAPL.Open","AAPL.High","AAPL.Low","AAPL.Close","AAPL.Volume","AAPL.Adjusted"
"2008-09-30",108.25,115,106.3,113.66,58095800,109.24
"2008-10-01",111.92,112.36,107.39,109.12,46303000,104.88
"2008-10-02",108.01,108.79,100,100.1,57477300,96.21
"2008-10-03",104,106.5,94.65,97.07,81942800,93.3
"2008-10-06",91.96,98.78,87.54,98.14,75264900,94.33
"2008-10-07",100.48,101.5,88.95,89.16,67099000,85.7
"2008-10-08",85.91,96.33,85.68,89.79,78847900,86.3
"2008-10-09",93.35,95.8,86.6,88.74,57763700,85.29
"2008-10-10",85.7,100,85,96.8,79260700,93.04
"2008-10-13",104.55,110.53,101.02,110.26,54967000,105.98
"2008-10-14",116.26,116.4,103.14,104.08,70749800,100.04
"2008-10-15",103.84,107,97.89,97.95,56577700,94.15
"2008-10-16",99.77,103.43,91.74,101.89,70732900,97.93
"2008-10-17",99.6,102.04,85.89,97.4,62936700,93.62
"2008-10-20",99.78,100.03,93.64,98.44,55280200,94.62
"2008-10-21",96.95,97.9,91.16,91.49,78345000,87.94
"2008-10-22",97.37,101.25,92.93,96.87,80314600,93.11
"2008-10-23",96.51,99.25,91.9,98.23,59836800,94.41
"2008-10-24",90.33,97.9,90.11,96.38,56787800,92.64
"2008-10-27",95.07,97.63,91.86,92.09,43170400,88.51
"2008-10-28",95.43,100.5,92.37,99.91,58361900,96.03
"2008-10-29",100.86,109.54,99.94,104.55,69677800,100.49
"2008-10-30",108.23,112.19,107.61,111.04,58503200,106.73
"2008-10-31",107.4,110.78,105.14,107.59,59277000,103.41
"2008-11-03",105.93,109.1,104.86,106.96,37783500,102.81
"2008-11-04",109.99,111.79,106.67,110.99,49952900,106.68
"2008-11-05",108.91,109.72,102.99,103.3,44873400,99.29
"2008-11-06",101.05,102.78,98,99.1,47109800,95.25
"2008-11-07",99.24,99.85,95.72,98.24,39116200,94.42
"2008-11-10",100.17,100.4,94.5,95.88,40136500,92.16
"2008-11-11",94.81,97.17,92.26,94.77,43733500,91.09
"2008-11-12",92.43,93.24,90.01,90.12,42106300,86.62
"2008-11-13",89.87,96.44,86.02,96.44,66217400,92.69
"2008-11-14",93.76,93.99,90,90.24,50188100,86.73
"2008-11-17",88.48,90.55,87.26,88.14,41518800,84.72
"2008-11-18",89.64,90.99,86.86,89.91,43203400,86.42
"2008-11-19",89.44,91.58,86.21,86.29,41853600,82.94
"2008-11-20",85.24,86.45,80,80.49,61314800,77.36
"2008-11-21",81.93,84.12,79.14,82.58,56045400,79.37
"2008-11-24",85.21,94.79,84.84,92.95,51509200,89.34
"2008-11-25",94.63,94.71,88.16,90.8,44117600,87.27
"2008-11-26",89.92,95.25,89.85,95,32137000,91.31
"2008-11-28",94.7,94.76,91.86,92.67,10634800,89.07
"2008-12-01",91.3,92.27,88.92,88.93,32991700,85.48
"2008-12-02",90.03,92.65,86.5,92.47,41025800,88.88
"2008-12-03",89.4,96.23,88.8,95.9,47810000,92.17
"2008-12-04",94.43,95.21,89.06,91.41,38977500,87.86
"2008-12-05",90.35,94.49,88.86,94,37278400,90.35
"2008-12-08",97.28,100.8,95.8,99.72,42326500,95.85
"2008-12-09",98.04,103.6,97.21,100.06,42982000,96.17
"2008-12-10",97.87,99.49,96.5,98.21,33501700,94.39
"2008-12-11",97.35,101.24,94.83,95,37164900,91.31
"2008-12-12",92.8,99,92.53,98.27,37184800,94.45
"2008-12-15",95.99,96.21,93,94.75,31848500,91.07
"2008-12-16",93.98,96.48,92.75,95.43,39053800,91.72
"2008-12-17",91.03,91.1,88.02,89.16,46209300,85.7
"2008-12-18",89.31,90.83,88.44,89.43,30622000,85.96
"2008-12-19",89.94,90.94,88.8,90,28640000,86.5
"2008-12-22",90.02,90.03,84.69,85.74,30169300,82.41
"2008-12-23",86.87,87.87,85.9,86.38,22679700,83.02
"2008-12-24",86.14,86.25,84.55,85.04,9690500,81.74
"2008-12-26",86.64,87.42,85.24,85.81,11011600,82.48
"2008-12-29",86.52,87.62,85.07,86.61,24500000,83.25
"2008-12-30",87.42,88.05,84.72,86.29,34557200,82.94
"2008-12-31",85.97,87.74,85.34,85.35,21697900,82.03
"2009-01-02",85.88,91.04,85.16,90.75,26643400,87.22
"2009-01-05",93.17,96.18,92.71,94.58,42200300,90.91
"2009-01-06",95.95,97.17,92.39,93.02,46046800,89.41
"2009-01-07",91.81,92.5,90.26,91.01,26894600,87.47
"2009-01-08",90.43,93.15,90.04,92.7,23912000,89.1
"2009-01-09",93.21,93.38,90.14,90.58,19530200,87.06
"2009-01-12",90.46,90.99,87.55,88.66,22061300,85.22
"2009-01-13",88.24,89.74,86.35,87.71,28514200,84.3
"2009-01-14",86.24,87.25,84.72,85.33,36488000,82.02
"2009-01-15",80.57,84.12,80.05,83.38,65415500,80.14
"2009-01-16",84.3,84.38,80.4,82.33,37415200,79.13
"2009-01-20",81.93,82,78.2,78.2,32854100,75.16
"2009-01-21",79.39,82.88,79.31,82.83,38902500,79.61
"2009-01-22",88.04,90,85.82,88.36,50340300,84.93
"2009-01-23",86.82,89.87,86.5,88.36,27277500,84.93
"2009-01-26",88.86,90.97,88.3,89.64,24722800,86.16
"2009-01-27",90.19,91.55,89.74,90.73,22072800,87.21
"2009-01-28",92.12,95,91.5,94.2,30764500,90.54
"2009-01-29",93.09,94.34,92.6,93,21168900,89.39
"2009-01-30",92.6,93.62,90.01,90.13,23267100,86.63
"2009-02-02",89.1,92,88.9,91.51,19937400,87.96
"2009-02-03",91.92,93.38,90.28,92.98,21403900,89.37
"2009-02-04",93.22,96.25,93.1,93.55,28872200,89.92
"2009-02-05",92.77,97.25,92.62,96.46,26758800,92.71
"2009-02-06",97.02,100,97,99.72,24543200,95.85
"2009-02-09",100,103,99.5,102.51,25536100,98.53
"2009-02-10",101.33,102.51,97.06,97.83,30323600,94.03
"2009-02-11",96.37,98.31,95.77,96.82,24106200,93.06
"2009-02-12",95.83,99.75,95.83,99.27,29185300,95.41
"2009-02-13",98.99,99.94,98.12,99.16,21749200,95.31
"2009-02-17",96.87,97.04,94.28,94.53,24222800,90.86
"2009-02-18",95.05,95.85,92.72,94.37,24456400,90.7
"2009-02-19",93.37,94.25,90.11,90.64,32957300,87.12
"2009-02-20",89.4,92.4,89,91.2,26797000,87.66
"2009-02-23",91.65,92,86.51,86.95,28106500,83.57
"2009-02-24",87.45,90.89,87,90.25,28825200,86.74
"2009-02-25",89.86,92.92,89.25,91.16,29751900,87.62
"2009-02-26",92,92.92,88.96,89.19,22495300,85.73
"2009-02-27",87.93,91.3,87.67,89.31,25237800,85.84
"2009-03-02",88.12,91.2,87.67,87.94,27533200,84.52
"2009-03-03",88.93,90.74,87.88,88.37,25869300,84.94
"2009-03-04",90.18,92.77,89.45,91.17,26478700,87.63
"2009-03-05",90.46,91.87,88.45,88.84,25246400,85.39
"2009-03-06",88.34,88.4,82.33,85.3,36112400,81.99
"2009-03-09",84.18,87.6,82.57,83.11,24939200,79.88
"2009-03-10",84.87,89.17,84.36,88.63,30152100,85.19
"2009-03-11",89.81,94.07,89.58,92.68,30227600,89.08
"2009-03-12",92.9,96.58,92,96.35,27444900,92.61
"2009-03-13",96.3,97.2,95.01,95.93,21470300,92.2
"2009-03-16",96.53,97.39,94.18,95.42,28473000,91.71
"2009-03-17",95.24,99.69,95.07,99.66,28094500,95.79
"2009-03-18",99.91,103.48,99.72,101.52,28429900,97.58
"2009-03-19",101.85,103.2,100.25,101.62,17863600,97.67
"2009-03-20",102.09,103.11,100.57,101.59,24842400,97.64
"2009-03-23",102.71,108.16,101.75,107.66,23799900,103.48
"2009-03-24",106.36,109.44,105.39,106.5,22879000,102.36
"2009-03-25",107.58,108.36,103.86,106.49,23093500,102.35
"2009-03-26",107.83,109.98,107.58,109.87,22009000,105.6
"2009-03-27",108.23,108.53,106.4,106.85,17602600,102.7
"2009-03-30",104.51,105.01,102.61,104.49,17957000,100.43
"2009-03-31",105.45,107.45,105,105.12,20338500,101.04
"2009-04-01",104.09,109,103.89,108.69,21049000,104.47
"2009-04-02",110.14,114.75,109.78,112.71,29013100,108.33
"2009-04-03",114.19,116.13,113.52,115.99,22722900,111.48
"2009-04-06",114.94,118.75,113.28,118.45,23502300,113.85
"2009-04-07",116.53,116.67,114.19,115,19163600,110.53
"2009-04-08",115.43,116.79,114.58,116.32,16272500,111.8
"2009-04-09",118.42,120,117.96,119.57,18955600,114.93
"2009-04-13",120.01,120.98,119,120.22,13901300,115.55
"2009-04-14",119.57,120.17,117.25,118.31,16236500,113.71
"2009-04-15",117.2,118.25,115.76,117.64,14745800,113.07
"2009-04-16",119.19,123.15,118.79,121.45,21194500,116.73
"2009-04-17",121.18,124.25,120.25,123.42,17767700,118.63
"2009-04-20",121.73,122.99,119.16,120.5,16659500,115.82
"2009-04-21",118.89,122.14,118.6,121.76,16810200,117.03
"2009-04-22",122.63,125.35,121.2,121.51,33527400,116.79
"2009-04-23",126.62,127.2,123.51,125.4,33755600,120.53
"2009-04-24",124.64,125.14,122.97,123.9,19313000,119.09
"2009-04-27",122.9,125,122.66,124.73,17167500,119.88
"2009-04-28",123.35,126.21,123.26,123.9,16280600,119.09
"2009-04-29",124.85,126.85,123.83,125.14,16361100,120.28
"2009-04-30",126.22,127,124.92,125.83,17803200,120.94
"2009-05-01",125.8,127.95,125.8,127.24,14197000,122.3
"2009-05-04",128.24,132.25,127.68,132.07,21762800,126.94
"2009-05-05",131.75,132.86,131.12,132.71,14223400,127.55
"2009-05-06",133.33,133.5,130.22,132.5,16912100,127.35
"2009-05-07",132.33,132.39,127.9,129.06,18992000,124.05
"2009-05-08",129.04,131.23,126.26,129.19,16713000,124.17
"2009-05-11",127.37,130.96,127.12,129.57,14452100,124.54
"2009-05-12",129.56,129.71,123.25,124.42,21767200,119.59
"2009-05-13",123.21,124.02,119.38,119.49,21284700,114.85
"2009-05-14",119.78,123.53,119.7,122.95,15993800,118.17
"2009-05-15",122.32,124.62,121.61,122.42,13127400,117.66
"2009-05-18",123.73,126.7,121.57,126.65,16387200,121.73
"2009-05-19",126.82,129.31,125.74,127.45,13300800,122.5
"2009-05-20",127.63,129.21,125.3,125.87,13878000,120.98
"2009-05-21",125.15,126.78,122.89,124.18,14569500,119.36
"2009-05-22",124.05,124.18,121.75,122.5,10642800,117.74
"2009-05-26",124.76,130.83,124.55,130.78,22747400,125.7
"2009-05-27",131.78,134.98,130.91,133.05,23086500,127.88
"2009-05-28",133.45,135.39,132.03,135.07,17412600,129.82
"2009-05-29",135.39,135.9,133.85,135.81,16304800,130.53
"2009-06-01",136.47,139.99,136,139.35,16160700,133.94
"2009-06-02",138.99,141.34,138.35,139.49,16293700,134.07
"2009-06-03",140,141.11,139.07,140.95,20185700,135.47
"2009-06-04",140.13,144.18,140.04,143.74,19665500,138.16
"2009-06-05",145.31,146.4,143.21,144.67,22597000,139.05
"2009-06-08",143.82,144.23,139.43,143.85,33273300,138.26
"2009-06-09",143.81,144.56,140.55,142.72,24177300,137.18
"2009-06-10",142.28,142.35,138.3,140.25,24593700,134.8
"2009-06-11",139.55,141.56,138.55,139.95,18743700,134.51
"2009-06-12",138.81,139.1,136.04,136.97,20110200,131.65
"2009-06-15",136.01,136.93,134.89,136.09,19276800,130.8
"2009-06-16",136.66,138.47,136.1,136.35,18385900,131.05
"2009-06-17",136.67,137.45,134.53,135.58,20407600,130.31
"2009-06-18",136.11,138,135.59,135.88,15274300,130.6
"2009-06-19",138.07,139.5,136.9,139.48,25780600,134.06
"2009-06-22",140.67,141.56,136.33,137.37,22675500,132.03
"2009-06-23",136.4,136.95,132.88,134.01,25233300,128.8
"2009-06-24",135.42,137.5,134.86,136.22,17340200,130.93
"2009-06-25",135.75,140.2,135.21,139.86,21051700,134.43
"2009-06-26",139.79,143.56,139.74,142.44,15692300,136.91
"2009-06-29",143.46,143.95,141.54,141.97,20272000,136.46
"2009-06-30",142.58,143.8,141.8,142.43,15508000,136.9
"2009-07-01",143.5,144.66,142.52,142.83,14792100,137.28
"2009-07-02",141.25,142.83,139.79,140.02,13231400,134.58
"2009-07-06",138.7,138.99,136.25,138.61,17810300,133.23
"2009-07-07",138.48,139.68,135.18,135.4,16485600,130.14
"2009-07-08",135.92,138.04,134.42,137.22,20568900,131.89
"2009-07-09",137.76,137.99,135.93,136.36,12250900,131.06
"2009-07-10",136.34,138.97,136.32,138.52,15902700,133.14
"2009-07-13",139.54,142.34,137.53,142.34,17267900,136.81
"2009-07-14",142.03,143.18,141.16,142.27,12401700,136.74
"2009-07-15",145.04,147,144.32,146.88,17342400,141.17
"2009-07-16",145.76,148.02,145.57,147.52,14056100,141.79
"2009-07-17",149.08,152.02,148.63,151.75,21505500,145.86
"2009-07-20",153.27,155.04,150.89,152.91,26268800,146.97
"2009-07-21",153.29,153.43,149.75,151.51,31242200,145.62
"2009-07-22",157.79,158.73,156.11,156.74,31218000,150.65
"2009-07-23",156.63,158.44,155.56,157.82,18820100,151.69
"2009-07-24",156.95,160,156.5,159.99,15655800,153.78
"2009-07-27",160.17,160.88,157.26,160.1,15475400,153.88
"2009-07-28",158.88,160.1,157.6,160,12984100,153.78
"2009-07-29",158.9,160.45,158.25,160.03,13648500,153.81
"2009-07-30",161.7,164.72,161.5,162.79,16771600,156.47
"2009-07-31",162.99,165,162.91,163.39,15090600,157.04
"2009-08-03",165.21,166.64,164.87,166.43,14080000,159.96
"2009-08-04",164.93,165.57,164.21,165.55,14136100,159.12
"2009-08-05",165.75,167.39,164.21,165.11,15113700,158.7
"2009-08-06",165.58,166.51,163.09,163.91,12200600,157.54
"2009-08-07",165.49,166.6,164.8,165.51,13834100,159.08
"2009-08-10",165.66,166.6,163.66,164.72,10724800,158.32
"2009-08-11",163.69,164.38,161.88,162.83,12690800,156.5
"2009-08-12",162.55,166.71,162.46,165.31,15895400,158.89
"2009-08-13",166.65,168.67,166.5,168.42,15713600,161.88
"2009-08-14",167.94,168.23,165.53,166.78,10922000,160.3
"2009-08-17",163.55,163.59,159.42,159.59,18727900,153.39
"2009-08-18",161.63,164.24,161.41,164,15398300,157.63
"2009-08-19",162.75,165.3,162.45,164.6,14759700,158.21
"2009-08-20",164.98,166.72,164.61,166.33,12215400,159.87
"2009-08-21",167.65,169.37,166.8,169.22,14859800,162.65
"2009-08-24",170.12,170.71,168.27,169.06,14533200,162.49
"2009-08-25",169.46,170.94,169.13,169.4,11584100,162.82
"2009-08-26",168.92,169.55,166.76,167.41,10857100,160.91
"2009-08-27",168.75,169.57,164.83,169.45,16042200,162.87
"2009-08-28",172.27,172.49,168.53,170.05,16203600,163.44
"2009-08-31",168.16,168.85,166.5,168.21,11119200,161.68
"2009-09-01",167.99,170,164.94,165.3,16751000,158.88
"2009-09-02",164.62,167.61,164.11,165.18,13008900,158.76
"2009-09-03",166.44,167.1,165,166.55,10498400,160.08
"2009-09-04",167.28,170.7,167.09,170.31,13379600,163.69
"2009-09-08",172.98,173.14,172,172.93,11251700,166.21
"2009-09-09",172.78,174.47,169.7,171.14,28967400,164.49
"2009-09-10",172.06,173.25,170.81,172.56,17540500,165.86
"2009-09-11",172.91,173.18,170.87,172.16,12462900,165.47
"2009-09-14",170.83,173.9,170.25,173.72,11500400,166.97
"2009-09-15",174.04,175.65,173.59,175.16,15231100,168.36
"2009-09-16",177.99,182.75,177.88,181.87,26929400,174.81
"2009-09-17",181.98,186.79,181.97,184.55,28949000,177.38
"2009-09-18",185.83,186.55,184.76,185.02,21485100,177.83
"2009-09-21",184.29,185.16,181.62,184.02,15632700,176.87
"2009-09-22",185.19,185.38,182.85,184.48,12741200,177.31
"2009-09-23",185.4,188.9,185.03,185.5,21198700,178.29
"2009-09-24",187.2,187.7,182.77,183.82,19674300,176.68
"2009-09-25",182.01,185.5,181.44,182.37,15901400,175.29
"2009-09-28",183.87,186.68,183.33,186.15,12051600,178.92
"2009-09-29",186.73,187.4,184.31,185.38,12335200,178.18
"2009-09-30",186.13,186.45,182.61,185.35,19270900,178.15
"2009-10-01",185.35,186.22,180.7,180.86,18739700,173.83
"2009-10-02",181.41,185.94,181.35,184.9,19761000,177.72
"2009-10-05",186.2,186.86,184.27,186.02,15111900,178.79
"2009-10-06",187.74,190.01,187.3,190.01,21610200,182.63
"2009-10-07",189.76,190.55,189.03,190.25,16631000,182.86
"2009-10-08",190.66,191.45,188.89,189.27,15650400,181.92
"2009-10-09",188.97,190.7,188.62,190.47,10474000,183.07
"2009-10-12",191.02,191.51,189.64,190.81,10286600,183.4
"2009-10-13",190.63,191.17,189.7,190.02,12429300,182.64
"2009-10-14",192.25,192.32,190.23,191.29,13411100,183.86
"2009-10-15",189.63,190.92,189.53,190.56,13341300,183.16
"2009-10-16",189.35,190.36,187.84,188.05,15408100,180.75
"2009-10-19",187.85,190,185.55,189.86,33651100,182.48
"2009-10-20",200.6,201.75,197.85,198.76,40751400,191.04
"2009-10-21",199.52,208.71,199.23,204.92,42633100,196.96
"2009-10-22",204.7,207.85,202.51,205.2,28264000,197.23
"2009-10-23",205.7,205.8,203.23,203.94,15028100,196.02
"2009-10-26",203.67,206.75,200.1,202.48,17297800,194.61
"2009-10-27",201.66,202.81,196.45,197.37,27019700,189.7
"2009-10-28",197.71,198.02,191.1,192.4,29228100,184.93
"2009-10-29",195,196.81,192.14,196.35,20366800,188.72
"2009-10-30",196.06,196.8,188.17,188.5,25625900,181.18
"2009-11-02",189.8,192.88,185.57,189.31,24249400,181.96
"2009-11-03",187.85,189.52,185.92,188.75,18662200,181.42
"2009-11-04",190.73,193.85,190.23,190.81,17411800,183.4
"2009-11-05",192.4,195,191.82,194.03,13742900,186.49
"2009-11-06",192.51,195.19,192.4,194.34,10539200,186.79
"2009-11-09",196.94,201.9,196.26,201.46,18887700,193.63
"2009-11-10",201.02,204.98,201.01,202.98,14328400,195.1
"2009-11-11",204.56,205,201.83,203.25,15852500,195.35
"2009-11-12",203.14,204.87,201.43,201.99,12990400,194.14
"2009-11-13",202.87,204.83,202.07,204.45,12258600,196.51
"2009-11-16",205.48,208,205.01,206.63,17328800,198.6
"2009-11-17",206.08,207.44,205,207,14161200,198.96
"2009-11-18",206.54,207,204,205.96,13368600,197.96
"2009-11-19",204.61,204.61,199.8,200.51,19368800,192.72
"2009-11-20",199.15,200.39,197.76,199.92,14523800,192.15
"2009-11-23",203,206,202.95,205.88,16960600,197.88
"2009-11-24",205.33,205.88,202.9,204.44,11372800,196.5
"2009-11-25",205.4,205.65,203.76,204.19,10230500,196.26
"2009-11-27",199.22,202.96,198.37,200.59,10544900,192.8
"2009-11-30",201.11,201.68,198.77,199.91,15173500,192.14
"2009-12-01",202.24,202.77,196.83,196.97,16634400,189.32
"2009-12-02",198.96,201.42,195.75,196.23,25545000,188.61
"2009-12-03",197.42,198.98,196.27,196.48,16025700,188.85
"2009-12-04",199.7,199.88,190.28,193.32,29531600,185.81
"2009-12-07",193.32,193.77,188.68,188.95,25527100,181.61
"2009-12-08",189.36,192.35,188.7,189.87,24657100,182.49
"2009-12-09",191.28,198.16,190.31,197.8,24456500,190.12
"2009-12-10",199.5,199.7,196.12,196.43,17488200,188.8
"2009-12-11",197.78,198,193.43,194.67,15349100,187.11
"2009-12-14",195.37,197.43,192.56,196.98,17706800,189.33
"2009-12-15",195.83,197.51,193.27,194.17,14980700,186.63
"2009-12-16",195.1,196.5,194.55,195.03,12606600,187.45
"2009-12-17",194.26,195,191,191.86,13887100,184.41
"2009-12-18",193.17,195.5,192.6,195.43,21741800,187.84
"2009-12-21",196.05,199.75,195.67,198.23,21853800,190.53
"2009-12-22",199.44,200.85,198.66,200.36,12482700,192.58
"2009-12-23",201.2,202.38,200.81,202.1,12340200,194.25
"2009-12-24",203.55,209.35,203.35,209.04,17888900,200.92
"2009-12-28",211.72,213.95,209.61,211.61,23020200,203.39
"2009-12-29",212.63,212.72,208.73,209.1,15900200,200.98
"2009-12-30",208.83,212,208.31,211.64,14717300,203.42
"2009-12-31",213.13,213.35,210.56,210.73,12586100,202.54
"2010-01-04",213.43,214.5,212.38,214.01,17633200,205.7
"2010-01-05",214.6,215.59,213.25,214.38,21496600,206.05
"2010-01-06",214.38,215.23,210.75,210.97,19720000,202.77
"2010-01-07",211.75,212,209.05,210.58,17040400,202.4
"2010-01-08",210.3,212,209.06,211.98,15986100,203.75
"2010-01-11",212.8,213,208.45,210.11,16508200,201.95
"2010-01-12",209.19,209.77,206.42,207.72,21230700,199.65
"2010-01-13",207.87,210.93,204.1,210.65,21639000,202.47
"2010-01-14",210.11,210.46,209.02,209.43,15460500,201.29
"2010-01-15",210.93,211.6,205.87,205.93,21216700,197.93
"2010-01-19",208.33,215.19,207.24,215.04,26071700,206.69
"2010-01-20",214.91,215.55,209.5,211.73,21862600,203.51
"2010-01-21",212.08,213.31,207.21,208.07,21719800,199.99
"2010-01-22",206.78,207.5,197.16,197.75,31491700,190.07
"2010-01-25",202.51,204.7,200.19,203.07,38060700,195.18
"2010-01-26",205.95,213.71,202.58,205.94,66682500,197.94
"2010-01-27",206.85,210.58,199.53,207.88,61520300,199.8
"2010-01-28",204.93,205.5,198.7,199.29,41910800,191.55
"2010-01-29",201.08,202.2,190.25,192.06,44498300,184.6
"2010-02-01",192.37,196,191.3,194.73,26781300,187.17
"2010-02-02",195.91,196.32,193.38,195.86,24940800,188.25
"2010-02-03",195.17,200.2,194.42,199.23,21976000,191.49
"2010-02-04",196.73,198.37,191.57,192.05,27059000,184.59
"2010-02-05",192.63,196,190.85,195.46,30368100,187.87
"2010-02-08",195.69,197.88,194,194.12,17081100,186.58
"2010-02-09",196.42,197.5,194.75,196.19,22603100,188.57
"2010-02-10",195.89,196.6,194.26,195.12,13227200,187.54
"2010-02-11",194.88,199.75,194.06,198.67,19655200,190.95
"2010-02-12",198.11,201.64,195.5,200.38,23409600,192.6
"2010-02-16",201.94,203.69,201.52,203.4,19419200,195.5
"2010-02-17",204.19,204.31,200.86,202.55,15585600,194.68
"2010-02-18",201.63,203.89,200.92,202.93,15100900,195.05
"2010-02-19",201.86,203.2,201.11,201.67,14838200,193.84
"2010-02-22",202.34,202.5,199.19,200.42,13948700,192.63
"2010-02-23",200,201.33,195.71,197.06,20539100,189.41
"2010-02-24",198.23,201.44,197.84,200.66,16448800,192.87
"2010-02-25",197.38,202.86,196.89,202,23754500,194.15
"2010-02-26",202.38,205.17,202,204.62,18123600,196.67
"2010-03-01",205.75,209.5,205.45,208.99,19646200,200.87
"2010-03-02",209.93,210.83,207.74,208.85,20233800,200.74
"2010-03-03",208.94,209.87,207.94,209.33,13287600,201.2
"2010-03-04",209.28,210.92,208.63,210.71,13072900,202.52
"2010-03-05",214.94,219.7,214.63,218.95,32129300,210.44
"2010-03-08",220.01,220.09,218.25,219.08,15353200,210.57
"2010-03-09",218.31,225,217.89,223.02,32866400,214.36
"2010-03-10",223.83,225.48,223.2,224.84,21293500,216.11
"2010-03-11",223.91,225.5,223.32,225.5,14489300,216.74
"2010-03-12",227.37,227.73,225.75,226.6,14868700,217.8
"2010-03-15",225.38,225.5,220.25,223.84,17625100,215.14
"2010-03-16",224.18,224.98,222.51,224.45,15961000,215.73
"2010-03-17",224.9,226.45,223.27,224.12,16105600,215.41
"2010-03-18",224.1,225,222.61,224.65,12218200,215.92
"2010-03-19",224.79,225.24,221.23,222.25,19980200,213.62
"2010-03-22",220.47,226,220.15,224.75,16300700,216.02
"2010-03-23",225.64,228.78,224.1,228.36,21515400,219.49
"2010-03-24",227.64,230.2,227.51,229.37,21349300,220.46
"2010-03-25",230.92,230.97,226.25,226.65,19367300,217.85
"2010-03-26",228.95,231.95,228.55,230.9,22888400,221.93
"2010-03-29",233,233.87,231.62,232.39,19312300,223.36
"2010-03-30",236.6,237.48,234.25,235.85,18832500,226.69
"2010-03-31",235.49,236.61,234.46,235,15380700,225.87
"2010-04-01",237.41,238.73,232.75,235.97,21540900,226.8
"2010-04-05",234.98,238.51,234.77,238.49,24446700,229.23
"2010-04-06",238.2,240.24,237,239.54,15964900,230.23
"2010-04-07",239.55,241.92,238.66,240.6,22446500,231.25
"2010-04-08",240.44,241.54,238.04,239.95,20463900,230.63
"2010-04-09",241.43,241.89,240.46,241.79,11935100,232.4
"2010-04-12",242.2,243.07,241.81,242.29,11893800,232.88
"2010-04-13",241.86,242.8,241.11,242.43,10936100,233.01
"2010-04-14",245.28,245.81,244.07,245.69,14431300,236.15
"2010-04-15",245.78,249.03,245.51,248.92,13456600,239.25
"2010-04-16",248.57,251.14,244.55,247.4,26805200,237.79
"2010-04-19",247.03,247.89,241.77,247.07,20247300,237.47
"2010-04-20",248.54,249.25,242.96,244.59,26368800,235.09
"2010-04-21",258.8,260.25,255.73,259.22,35085400,249.15
"2010-04-22",258.24,266.75,256.2,266.47,28336600,256.12
"2010-04-23",267.99,272.18,267,270.83,28462700,260.31
"2010-04-26",271.88,272.46,268.19,269.5,17109600,259.03
"2010-04-27",267.27,267.84,260.52,262.04,25333700,251.86
"2010-04-28",263.25,264,256.41,261.6,27085800,251.44
"2010-04-29",263.02,270,262.01,268.64,19958600,258.2
"2010-04-30",269.31,270.57,261,261.09,19373700,250.95
"2010-05-03",263.84,267.88,262.88,266.35,16226500,256
"2010-05-04",262.89,263.29,256.75,258.68,25850700,248.63
"2010-05-05",253.03,258.14,248.73,255.99,31539400,246.05
"2010-05-06",253.83,258.25,199.25,246.25,45923600,236.68
"2010-05-07",243.71,246.57,225.21,235.86,59857800,226.7
"2010-05-10",250.25,254.65,248.53,253.99,35153800,244.12
"2010-05-11",251.84,259.89,250.5,256.52,30318100,246.56
"2010-05-12",259.24,263.13,258.7,262.09,23370700,251.91
"2010-05-13",263.22,265,256.4,258.36,21418300,248.32
"2010-05-14",255.16,256.48,249.5,253.82,27120100,243.96
"2010-05-17",254.7,256.18,247.71,254.22,27244100,244.34
"2010-05-18",256.98,258.55,250.26,252.36,27952800,242.56
"2010-05-19",249.5,252.92,244.85,248.34,36633100,238.69
"2010-05-20",241.88,243.85,236.21,237.76,45818400,228.52
"2010-05-21",232.82,244.5,231.35,242.32,43710400,232.91
"2010-05-24",247.28,250.9,246.26,246.76,26937100,237.17
"2010-05-25",239.35,246.76,237.16,245.22,37428800,235.69
"2010-05-26",250.08,252.13,243.75,244.11,30380500,234.63
"2010-05-27",250.6,253.89,249.11,253.35,23795800,243.51
"2010-05-28",259.39,259.4,253.35,256.88,29129100,246.9
"2010-06-01",259.69,265.94,258.96,260.83,31302600,250.7
"2010-06-02",264.54,264.8,260.33,263.95,24591000,253.7
"2010-06-03",265.18,265.55,260.41,263.12,23218100,252.9
"2010-06-04",258.21,261.9,254.63,255.96,27082300,246.02
"2010-06-07",258.29,259.15,250.55,250.94,31676500,241.19
"2010-06-08",253.24,253.8,245.65,249.33,35741800,239.64
"2010-06-09",251.47,251.9,242.49,243.2,30522500,233.75
"2010-06-10",244.84,250.98,242.2,250.51,27727000,240.78
"2010-06-11",248.23,253.86,247.37,253.51,19491400,243.66
"2010-06-14",255.96,259.15,254.01,254.28,21534300,244.4
"2010-06-15",255.64,259.85,255.5,259.69,20895500,249.6
"2010-06-16",261.1,267.75,260.63,267.25,27988500,256.87
"2010-06-17",270.6,272.9,269.5,271.87,31173400,261.31
"2010-06-18",272.25,275,271.42,274.07,28022200,263.42
"2010-06-21",277.69,279.01,268.73,270.17,27731800,259.68
"2010-06-22",272.16,275.97,271.5,273.85,25616500,263.21
"2010-06-23",274.58,274.66,267.9,270.97,27444900,260.44
"2010-06-24",271,273.2,268.1,269,25509900,258.55
"2010-06-25",270.06,270.27,265.81,266.7,19640800,256.34
"2010-06-28",266.93,269.75,264.52,268.3,20891000,257.88
"2010-06-29",264.12,264.39,254.3,256.17,40476600,246.22
"2010-06-30",256.71,257.97,250.01,251.53,26409000,241.76
