"","MCK.Open","MCK.High","MCK.Low","MCK.Close","MCK.Volume","MCK.Adjusted"
"2010-06-28",68.29,68.78,67.58,68.52,1531200,66.28
"2010-06-29",67.59,68.07,67.04,67.45,3094800,65.24
"2010-06-30",67.24,68.5,66.96,67.16,2628100,64.96
"2010-07-01",67,67.1,65.13,67.01,3838000,64.82
"2010-07-02",67.05,67.67,66.67,67.16,1852200,64.96
"2010-07-06",67.5,68.31,67.09,67.65,1734100,65.44
"2010-07-07",67.59,68.15,67,68.08,3115700,65.85
"2010-07-08",68.28,68.58,67.36,67.99,2082500,65.77
"2010-07-09",68.18,68.27,67.04,67.43,1893100,65.22
"2010-07-12",67.29,67.4,66.82,67.07,1440100,64.88
"2010-07-13",67.46,67.91,67.06,67.21,3491900,65.01
"2010-07-14",67.08,69.14,66.99,68.65,2213800,66.4
"2010-07-15",68.49,69.48,68.23,69.4,2437700,67.13
"2010-07-16",69.13,69.27,67.86,68,2201000,65.78
"2010-07-19",68.24,68.24,66.95,67.08,2535200,64.89
"2010-07-20",66.5,67.46,66.34,67.42,2014400,65.21
"2010-07-21",67.86,67.86,66.21,66.45,2953800,64.28
"2010-07-22",67.1,67.6,63.6,64.55,9420500,62.44
"2010-07-23",64.7,66.7,64.55,65.63,4134200,63.48
"2010-07-26",65.68,66.46,65.68,66.09,1963100,63.93
"2010-07-27",66,66.12,63.85,65.17,7414600,63.04
"2010-07-28",65.18,65.72,63.27,64.02,2850000,61.93
"2010-07-29",64.5,65.06,63.31,63.88,3211800,61.79
"2010-07-30",63.25,63.26,59.63,62.82,5733000,60.76
"2010-08-02",63.23,63.64,62.72,63.5,2274700,61.42
"2010-08-03",63.2,63.21,61.79,62.1,3423400,60.07
"2010-08-04",62.36,63.02,61.59,62.97,2950000,60.91
"2010-08-05",62.58,62.84,61.74,62.84,3170200,60.78
"2010-08-06",62.22,63.03,61.67,62.81,3211100,60.76
"2010-08-09",63.07,63.07,62.15,62.31,2709000,60.27
"2010-08-10",62,62.19,61.49,61.61,3121400,59.59
"2010-08-11",61,61.14,60.28,60.6,2720100,58.62
"2010-08-12",59.83,61.12,59.82,60.95,2624600,58.96
"2010-08-13",60.79,61.31,60.12,60.65,2972400,58.67
"2010-08-16",60.67,61.49,60.02,60.85,2176900,58.86
"2010-08-17",61.14,61.9,60.89,61.6,2251400,59.58
"2010-08-18",61.64,62.9,61.51,62.27,2017300,60.23
"2010-08-19",61.98,62.11,60.91,61.45,1987600,59.44
"2010-08-20",60.94,61.88,60.94,61.67,2553500,59.65
"2010-08-23",61.9,62.38,61.25,61.31,1987500,59.3
"2010-08-24",61.01,61.08,60.04,60.32,2004900,58.35
"2010-08-25",60.01,60.73,59.65,60.46,3193000,58.48
"2010-08-26",60.5,60.98,59.68,59.77,2581000,57.81
"2010-08-27",60.04,60.53,59.31,60.36,2276700,58.39
"2010-08-30",60.39,60.41,59.05,59.05,1283100,57.29
"2010-08-31",58.79,59,57.81,58.05,2736400,56.32
"2010-09-01",58.67,59.55,58.46,58.79,2059500,57.04
"2010-09-02",59.11,59.69,58.58,59.5,2448700,57.73
"2010-09-03",59.9,60.03,59.44,59.95,1243200,58.16
"2010-09-07",59.63,59.8,58.87,58.99,1587100,57.23
"2010-09-08",58.99,59.41,58.43,58.5,1616200,56.76
"2010-09-09",59.03,59.73,58.87,59.65,2432000,57.87
"2010-09-10",59.84,59.86,59.21,59.35,1557600,57.58
"2010-09-13",59.74,59.77,58.69,58.7,1882300,56.95
"2010-09-14",58.61,60.07,58.41,59.74,2618500,57.96
"2010-09-15",59.92,63.64,59.85,62.98,5097000,61.1
"2010-09-16",62.87,62.87,61.96,62.42,1935800,60.56
"2010-09-17",62.8,63.19,62.2,62.35,3164400,60.49
"2010-09-20",62.38,63.15,62.24,62.99,1350200,61.11
"2010-09-21",63.02,63.42,62.68,62.93,1750100,61.05
"2010-09-22",62.64,62.9,62.13,62.16,2173700,60.31
"2010-09-23",61.77,62.2,58.08,60.77,10401400,58.96
"2010-09-24",61.18,62.41,60.37,61.91,2330000,60.06
"2010-09-27",61.81,62.13,60.63,61.45,2229600,59.62
"2010-09-28",61.86,62.53,61.11,62.47,2631800,60.61
"2010-09-29",62.21,63.57,61.76,61.96,4564000,60.11
"2010-09-30",62.3,62.77,61.52,61.78,2623800,59.94
"2010-10-01",62.09,62.22,60.18,60.7,3140900,58.89
"2010-10-04",60.43,60.78,59.54,59.88,2793000,58.09
"2010-10-05",60.27,61.67,60.24,61.22,2346700,59.39
"2010-10-06",60.93,61.07,60.06,60.32,1446500,58.52
"2010-10-07",60.3,60.85,60.15,60.52,1162900,58.72
"2010-10-08",60.59,61.13,60.23,60.78,1424500,58.97
"2010-10-11",60.58,61.1,60.45,60.91,1263000,59.09
"2010-10-12",60.62,61.48,60.6,61.26,1706000,59.43
"2010-10-13",61.42,62.66,61.4,62.43,2400200,60.57
"2010-10-14",62.4,62.91,61.94,61.99,2831800,60.14
"2010-10-15",62.41,62.78,61.95,62.38,2190600,60.52
"2010-10-18",62.23,62.89,61.99,62.61,3064500,60.74
"2010-10-19",61.97,62.05,60.39,61.2,2900700,59.37
"2010-10-20",61.19,61.81,60.95,61.08,1717200,59.26
"2010-10-21",61.54,61.64,60.41,61.31,1180600,59.48
"2010-10-22",61.46,61.85,60.97,61.08,1595300,59.26
"2010-10-25",61.38,62.38,61.31,61.68,2087300,59.84
"2010-10-26",61.38,62.48,60.67,61.91,3130500,60.06
"2010-10-27",65.64,66.07,64.74,65.4,4764900,63.45
"2010-10-28",65.51,65.83,64.7,65.03,2447600,63.09
"2010-10-29",64.72,66.08,64.55,65.98,3278000,64.01
"2010-11-01",66,68,65.81,67.88,6305600,65.86
"2010-11-02",68.28,68.28,66.8,66.95,3923100,64.95
"2010-11-03",66.85,67.63,66.8,67.39,2165900,65.38
"2010-11-04",67.93,68,66.78,67.05,2264500,65.05
"2010-11-05",67.04,67.21,66.22,66.3,2356900,64.32
"2010-11-08",65.98,66.03,65.46,65.62,2425200,63.66
"2010-11-09",65.56,65.93,64.92,64.99,3469500,63.05
"2010-11-10",64.93,65.18,64.05,65.18,3132100,63.24
"2010-11-11",64.9,65.73,64.31,65.72,2081700,63.76
"2010-11-12",65.08,65.53,64.76,65.09,1493400,63.15
"2010-11-15",65.32,65.32,64.39,64.59,1008000,62.66
"2010-11-16",64.34,64.68,63.55,64.12,1888300,62.21
"2010-11-17",64.26,64.9,63.74,64.7,1555700,62.77
"2010-11-18",65.04,66.35,64.96,65.39,2239700,63.44
"2010-11-19",65.45,66.1,65.13,66,1772800,64.03
"2010-11-22",65.95,65.95,64.51,65.12,1742400,63.18
"2010-11-23",64.9,64.9,63.96,64.19,1671400,62.28
"2010-11-24",64.82,65.11,64.08,64.8,1318800,62.87
"2010-11-26",64.28,64.75,63.83,64.51,484200,62.59
"2010-11-29",64.09,64.41,63.5,64.26,1234900,62.52
"2010-11-30",63.61,64.49,63.32,63.9,1682000,62.17
"2010-12-01",64.56,65.89,64.38,65.67,1740200,63.89
"2010-12-02",65.56,66.88,65.38,66.83,1587600,65.02
"2010-12-03",66.55,67.04,65.65,67.01,1911100,65.19
"2010-12-06",66.72,66.89,66.44,66.56,1201900,64.76
"2010-12-07",66.83,67.47,66.8,66.85,1592900,65.04
"2010-12-08",67.12,67.27,65.84,66.46,1431800,64.66
"2010-12-09",66.68,67.52,66.6,67.35,1529700,65.52
"2010-12-10",67.52,68.16,67.42,68.09,1779600,66.24
"2010-12-13",68.08,68.08,67.03,67.35,1753000,65.52
"2010-12-14",67.64,69.11,67.51,68.52,1921100,66.66
"2010-12-15",69.05,69.62,68.23,68.29,4556800,66.44
"2010-12-16",68.28,68.69,67.68,68.63,1545200,66.77
"2010-12-17",68.44,69.21,68.17,68.81,3080900,66.94
"2010-12-20",69.15,69.59,68.71,69.41,1470700,67.53
"2010-12-21",69.49,70.02,69.29,69.95,1891500,68.05
"2010-12-22",69.83,71.03,69.75,70.97,1547700,69.05
"2010-12-23",70.77,70.97,70.42,70.86,1356500,68.94
"2010-12-27",70.67,70.98,70.5,70.81,882500,68.89
"2010-12-28",70.81,70.89,70.6,70.63,826200,68.72
"2010-12-29",70.81,71,70.43,70.6,848700,68.69
"2010-12-30",70.58,71.09,70.22,70.55,796500,68.64
"2010-12-31",70.53,70.67,70.22,70.38,1062400,68.47
"2011-01-03",70.53,71.62,70.44,71.21,1825700,69.28
"2011-01-04",71.15,71.96,71,71.82,3097100,69.87
"2011-01-05",71.5,72.36,71.32,72.33,3016100,70.37
"2011-01-06",72.19,74.89,72.19,74.86,2989600,72.83
"2011-01-07",74.39,74.49,73.36,74,2317800,71.99
"2011-01-10",73.92,74.47,73.47,73.6,2499300,71.6
"2011-01-11",73.85,74.78,73.63,74.47,2101800,72.45
"2011-01-12",74.93,74.98,73.75,73.99,1954000,71.98
"2011-01-13",74.13,74.9,74.01,74.4,2347200,72.38
"2011-01-14",74.23,74.29,73.82,74.17,1997500,72.16
"2011-01-18",74.35,75.22,74.23,74.95,2976400,72.92
"2011-01-19",74.98,75.04,73.83,74.24,2372200,72.23
"2011-01-20",74.09,74.32,73.21,73.76,2329000,71.76
"2011-01-21",74.16,74.42,73.15,73.21,2353300,71.23
"2011-01-24",73.36,74.29,73.33,74.25,2042600,72.24
"2011-01-25",73.97,74.99,73.75,74.57,1058900,72.55
"2011-01-26",74.86,75.49,74.41,75.35,1611700,73.31
"2011-01-27",74.99,75.33,74.1,75.19,1926700,73.15
"2011-01-28",75.07,75.17,73.82,74.15,1838300,72.14
"2011-01-31",74.91,75.26,73.38,75.17,3604900,73.13
"2011-02-01",76.4,77.83,76.4,77.6,4372200,75.5
"2011-02-02",77.24,77.72,76.35,76.88,2504800,74.8
"2011-02-03",75.57,77,75.04,76.84,3396400,74.76
"2011-02-04",76.91,77.85,76.21,77.74,1908100,75.63
"2011-02-07",77.7,78.45,77.13,77.18,2111200,75.09
"2011-02-08",77.34,78.38,77.28,78.34,2091100,76.22
"2011-02-09",78.48,78.87,78.11,78.55,1918100,76.42
"2011-02-10",78.43,78.54,77.7,78.46,1033700,76.33
"2011-02-11",78.09,79,77.52,78.77,1326600,76.63
"2011-02-14",78.83,79.46,78.83,79.42,1307700,77.27
"2011-02-15",79.33,79.37,78.99,79.07,2262700,76.93
"2011-02-16",79.29,79.88,79.02,79.67,1765700,77.51
"2011-02-17",79.58,80.52,79.08,80.42,2836000,78.24
"2011-02-18",80.59,81,80.12,80.64,2301500,78.45
"2011-02-22",80.11,80.16,78.26,78.51,1841500,76.38
"2011-02-23",78.3,78.68,77.57,78.5,2192400,76.37
"2011-02-24",78.15,78.83,77.69,78.21,2151900,76.09
"2011-02-25",78.32,79.22,78.21,79.21,1139300,77.24
"2011-02-28",79.02,79.9,78.96,79.28,1682900,77.31
"2011-03-01",79.47,79.96,79.23,79.29,1999000,77.32
"2011-03-02",79.06,79.24,77.6,77.97,4507700,76.03
"2011-03-03",78.74,80.59,78.47,80.02,1999600,78.03
"2011-03-04",80.09,80.59,79.49,80.48,1549700,78.48
"2011-03-07",80.49,80.94,78.43,78.56,1937400,76.61
"2011-03-08",78.71,79.06,78.04,78.32,2767400,76.37
"2011-03-09",78.32,79.75,77.94,79.7,2113400,77.72
"2011-03-10",78.98,78.98,78.28,78.38,1825100,76.43
"2011-03-11",78.21,78.57,77.74,77.81,1512700,75.88
"2011-03-14",77.33,78.23,76.88,77.26,1524400,75.34
"2011-03-15",75.83,77.51,75.56,76.89,1838300,74.98
"2011-03-16",76.61,76.81,75.07,75.63,2773600,73.75
"2011-03-17",76.6,77.34,76.51,76.85,2042500,74.94
"2011-03-18",77.78,78.16,77.07,77.92,2384000,75.98
"2011-03-21",78.63,79.76,78.58,78.9,1389400,76.94
"2011-03-22",78.93,79.13,78.53,78.81,1324000,76.85
"2011-03-23",78.45,78.75,77.89,78.44,1342900,76.49
"2011-03-24",78.74,79.93,78.41,79.73,1190500,77.75
"2011-03-25",79.72,80.33,79.54,79.59,2001200,77.61
"2011-03-28",79.73,80.03,79.37,79.71,1081500,77.73
"2011-03-29",79.63,80.21,79.58,79.95,1346400,77.96
"2011-03-30",80.1,80.43,79.8,80.12,1162900,78.13
"2011-03-31",79.89,80.05,78.99,79.05,2087600,77.08
"2011-04-01",79.3,79.82,79.25,79.77,2048500,77.79
"2011-04-04",79.67,79.81,79.04,79.31,1421500,77.34
"2011-04-05",78.57,79.18,78.47,79.15,2186100,77.18
"2011-04-06",79.31,79.55,78.4,78.62,1899800,76.67
"2011-04-07",78.36,79.38,78.12,78.58,2604800,76.63
"2011-04-08",78.84,78.99,78.08,78.5,1298500,76.55
"2011-04-11",78.36,78.96,78.22,78.42,1654700,76.47
"2011-04-12",78.26,78.64,77.55,77.6,1574400,75.67
"2011-04-13",77.85,78.31,77.58,78.1,1731000,76.16
"2011-04-14",77.72,78.94,77.57,78.77,1581300,76.81
"2011-04-15",78.99,80.82,78.95,80.61,3059700,78.61
"2011-04-18",79.83,80.14,78.61,79.9,1586500,77.91
"2011-04-19",79.97,80.92,79.86,80.91,1243800,78.9
"2011-04-20",81.69,82.43,81.42,81.95,1378000,79.91
"2011-04-21",82.3,82.99,81.79,82.48,1007100,80.43
"2011-04-25",82.29,83.22,82.04,83.08,976300,81.01
"2011-04-26",83.42,83.54,82.69,83.45,1900000,81.38
"2011-04-27",83.75,84.28,83.69,84.21,1873800,82.12
"2011-04-28",84.01,84.68,82.65,83,2153200,80.94
"2011-04-29",83.07,83.23,82.61,83.01,1700000,80.95
"2011-05-02",83.01,83.42,82.72,83.1,2256000,81.03
"2011-05-03",83.19,83.82,82.6,83.13,2153300,81.06
"2011-05-04",80.93,82.97,80.75,82.92,3881400,80.86
"2011-05-05",82.54,83.5,82.27,82.84,1733800,80.78
"2011-05-06",83.25,84.4,82.5,82.74,2140200,80.68
"2011-05-09",82.78,84.99,82.76,84.74,1815000,82.63
"2011-05-10",84.93,85.82,84.51,85.48,1924900,83.35
"2011-05-11",85.48,85.97,84.37,84.9,1615300,82.79
"2011-05-12",84.74,85.08,84.02,85.02,1500000,82.91
"2011-05-13",85.02,85.09,83.76,84.24,1667900,82.15
"2011-05-16",84.01,85.37,84.01,85.09,1996900,82.97
"2011-05-17",84.83,84.85,84.36,84.78,1930100,82.67
"2011-05-18",84.81,87.1,84.61,86.88,2365400,84.72
"2011-05-19",87,87.32,86.11,86.64,1645600,84.49
"2011-05-20",86.69,86.72,84.99,85.07,2574700,82.95
"2011-05-23",83.88,84.45,83.29,84.17,2132100,82.08
"2011-05-24",84.14,84.23,83.04,83.51,1713500,81.43
"2011-05-25",84.2,84.5,83.36,84.2,2006500,82.11
"2011-05-26",83.77,85,83.1,84.87,2308900,82.76
"2011-05-27",84.86,85.07,84.52,85.04,1455300,82.93
"2011-05-31",85.91,85.97,85.11,85.61,1765100,83.48
"2011-06-01",85.64,85.89,85.08,85.18,2068400,83.06
"2011-06-02",85,85.14,84.33,84.76,1654900,82.65
"2011-06-03",84.01,84.46,83.61,84.28,1637900,82.18
"2011-06-06",84,84.71,83.85,84.48,2146700,82.38
"2011-06-07",84.81,85.1,84.32,84.35,1188600,82.25
"2011-06-08",84.09,84.34,83.61,84.23,3105300,82.33
"2011-06-09",84.39,85.59,84.17,84.93,1350100,83.02
"2011-06-10",84.64,84.64,82.88,83.25,2017900,81.37
"2011-06-13",83.48,83.88,83.33,83.48,1565100,81.6
"2011-06-14",84.35,84.84,84.14,84.5,1365100,82.59
"2011-06-15",83.85,84.51,83.14,83.33,2783500,81.45
"2011-06-16",83.22,83.32,82.24,82.49,2177700,80.63
"2011-06-17",82.95,83.33,81.81,82.41,2843000,80.55
"2011-06-20",82.35,83.2,82.29,83.02,1371000,81.15
"2011-06-21",83.54,84.01,83.5,83.81,2262600,81.92
"2011-06-22",83.52,83.9,83.05,83.11,1304900,81.24
"2011-06-23",82.62,82.63,81.34,82.04,3629500,80.19
"2011-06-24",81.95,82.07,81.25,81.55,3370400,79.71
"2011-06-27",81.33,82.46,80.97,81.98,2202100,80.13
"2011-06-28",82.45,83.38,82.31,83.38,3421100,81.5
"2011-06-29",83.47,83.54,82.61,82.9,1503400,81.03
"2011-06-30",83.19,83.8,83.13,83.65,1597700,81.76
"2011-07-01",83.79,84.4,83.61,84.08,1838400,82.18
"2011-07-05",84.12,84.4,83.52,84,1620300,82.11
"2011-07-06",83.97,84.67,83.7,84.32,1769600,82.42
"2011-07-07",84.87,84.96,84.19,84.87,1372200,82.96
"2011-07-08",84.28,84.59,84.1,84.54,1305100,82.63
"2011-07-11",83.75,83.86,83.11,83.4,1739500,81.52
"2011-07-12",83.3,84.11,82.85,83.04,2246000,81.17
"2011-07-13",83.4,83.89,82.97,83.17,1699300,81.29
"2011-07-14",83.01,83.99,82.78,82.94,1576300,81.07
"2011-07-15",83.35,83.35,82.11,82.48,2193900,80.62
"2011-07-18",82.21,82.4,81.08,81.79,2396300,79.95
"2011-07-19",82.03,82.23,81.33,81.95,1326300,80.1
"2011-07-20",82.41,82.65,81.78,82.27,1227400,80.42
"2011-07-21",82.62,82.62,79.87,82.11,3930300,80.26
"2011-07-22",81.68,82.61,81.63,82.31,1184300,80.45
"2011-07-25",81.74,82.17,81.22,81.27,1458400,79.44
"2011-07-26",81.13,81.36,80.61,81.16,3124000,79.33
"2011-07-27",80.89,81.43,80.43,80.55,3457000,78.73
"2011-07-28",80.6,81.42,79.39,79.6,3564700,77.81
"2011-07-29",81.54,83,79.75,81.12,4762500,79.29
"2011-08-01",81.38,81.56,78.44,79.98,4713300,78.18
"2011-08-02",79.24,79.56,77.84,77.88,3283500,76.12
"2011-08-03",77.85,78.24,76.29,78.16,2994300,76.4
"2011-08-04",77.34,77.35,74.92,74.92,2633400,73.23
"2011-08-05",75.65,76.57,73.49,75.31,2497400,73.61
"2011-08-08",73.92,74.44,70.86,70.91,3016600,69.31
"2011-08-09",71.54,76.26,71.16,76.22,6273700,74.5
"2011-08-10",75.15,75.46,73.36,73.48,3845700,71.82
"2011-08-11",73.78,80.82,73.78,79.2,6109900,77.41
"2011-08-12",79.23,79.93,77.88,79.02,2633900,77.24
"2011-08-15",79.22,79.69,77.96,78.92,2393300,77.14
"2011-08-16",78.32,78.55,76.67,78.12,2990800,76.36
"2011-08-17",78.51,78.82,76.62,77.25,2608000,75.51
"2011-08-18",75.7,75.8,73.62,74.37,2561300,72.69
"2011-08-19",73.53,75.34,73.5,73.85,2509900,72.19
"2011-08-22",74.15,75.28,73.25,73.45,1619000,71.79
"2011-08-23",73.42,75.75,73.13,75.61,1855700,73.91
"2011-08-24",75.31,76.07,74.88,75.91,1380700,74.2
"2011-08-25",76.06,76.41,74.11,74.64,1734000,72.96
"2011-08-26",74.52,76.95,73,76.53,2449800,74.8
"2011-08-29",77.14,78.19,77.02,78.13,1740000,76.37
"2011-08-30",77.41,78.93,77.22,78.43,1732800,76.86
"2011-08-31",78.96,80.33,78.74,79.93,2184800,78.33
"2011-09-01",79.71,81.5,78.72,79.19,1866900,77.6
"2011-09-02",78.15,78.95,77.44,77.5,1234100,75.95
"2011-09-06",76.66,76.86,75.02,76.65,1929800,75.11
"2011-09-07",77.48,78.91,77.14,78.72,1475500,77.14
"2011-09-08",78.23,79.44,77.53,77.69,1324500,76.13
"2011-09-09",76.9,76.98,73.69,74.08,3437700,72.6
"2011-09-12",73.35,74.21,72.62,74.18,2561600,72.69
"2011-09-13",74.19,74.57,73.43,74.28,1597900,72.79
"2011-09-14",74.56,76.78,73.83,75.83,1986900,74.31
"2011-09-15",76.24,76.38,74,75.44,1989300,73.93
"2011-09-16",75.33,76.93,75.28,76.63,3045200,75.09
"2011-09-19",75.97,77.11,75.75,76.41,2175900,74.88
"2011-09-20",76.85,78.48,76.85,77.38,1765100,75.83
"2011-09-21",77.53,77.9,74.83,74.88,2494500,73.38
"2011-09-22",72.84,73.83,72.25,73.56,1699300,72.09
"2011-09-23",72.81,74.04,72.64,73.36,1614500,71.89
"2011-09-26",74.03,74.89,73.19,74.3,3633900,72.81
"2011-09-27",75.57,77.43,75.56,76.29,1898400,74.76
"2011-09-28",76.28,76.6,74.59,74.74,2230400,73.24
"2011-09-29",75.83,76.87,74.04,74.78,2403500,73.28
"2011-09-30",74.12,74.31,72.66,72.7,1896600,71.24
"2011-10-03",72.67,73.21,70.44,70.45,2129400,69.04
"2011-10-04",68.93,70.13,67.59,69.35,2792200,67.96
"2011-10-05",69.65,71.23,69.29,70.26,2479300,68.85
"2011-10-06",69.64,70.23,66.61,70.08,4239500,68.68
"2011-10-07",70.45,71.08,69.68,70.38,2526800,68.97
"2011-10-10",71.26,73.17,70.82,73.16,1546100,71.69
"2011-10-11",72.53,73.64,72.22,72.99,1135000,71.53
"2011-10-12",73.4,74.19,73.08,73.69,1597500,72.21
"2011-10-13",73.31,73.93,72.49,73.87,1293700,72.39
"2011-10-14",74.42,74.59,73,73.45,1758700,71.98
"2011-10-17",73.08,73.61,72.7,73.05,1600200,71.59
"2011-10-18",72.79,74.09,71.95,73.41,1197600,71.94
"2011-10-19",73.64,74.31,72.87,73.19,1325100,71.72
"2011-10-20",73.01,73.43,71.67,72.85,1460300,71.39
"2011-10-21",73.8,75.9,73.69,75.87,1633800,74.35
"2011-10-24",75.55,77.42,75.47,76.94,1722500,75.4
"2011-10-25",76.51,77.72,75.87,76.13,1873600,74.6
"2011-10-26",82.87,82.87,79.5,81.75,5302600,80.11
"2011-10-27",83.43,85.7,82.72,84.99,3160300,83.29
"2011-10-28",84.64,85.29,83.76,84.41,1990100,82.72
"2011-10-31",83.31,84.18,81.52,81.55,2338100,79.92
"2011-11-01",79.83,80.85,78.74,79.3,3224300,77.71
"2011-11-02",80.41,82.42,80.41,81.72,3255200,80.08
"2011-11-03",80.47,82.24,80.47,81.66,1954500,80.02
"2011-11-04",81.22,82.05,80.41,80.62,1334900,79
"2011-11-07",80.83,82.09,79.85,82.05,1283200,80.41
"2011-11-08",82.25,82.25,80.79,81.94,1213200,80.3
"2011-11-09",80.63,81.41,79.16,79.38,2092400,77.79
"2011-11-10",80.25,82.22,80.07,81.74,1959500,80.1
"2011-11-11",82.53,83.64,82.53,82.77,1346900,81.11
"2011-11-14",82.22,83.03,82.15,82.51,1058900,80.86
"2011-11-15",82.08,83.17,81.63,82.81,1069000,81.15
"2011-11-16",81.85,82.16,80.91,81,1659800,79.38
"2011-11-17",80.8,81.13,79.59,80.43,1359900,78.82
"2011-11-18",80.8,80.95,79.92,80.01,1582800,78.41
"2011-11-21",79.27,79.39,77.61,78.58,1642800,77.01
"2011-11-22",78.4,79.08,77.85,78.14,1271000,76.57
"2011-11-23",77.44,77.89,76.72,77.28,1110700,75.73
"2011-11-25",76.56,77.49,76.31,76.34,546100,74.81
"2011-11-28",78.49,78.87,77.74,78.24,1477000,76.67
"2011-11-29",78.63,79.18,78.12,78.69,1434200,77.31
"2011-11-30",80.26,81.36,79.84,81.31,1909600,79.89
"2011-12-01",81.46,82.26,81.26,81.7,1550400,80.27
"2011-12-02",82.18,82.18,79.94,80.49,1400400,79.08
"2011-12-05",81.63,81.78,79.52,80.84,1835600,79.42
"2011-12-06",80.73,81.51,80.53,80.66,977400,79.25
"2011-12-07",80.24,81.24,79.63,80.78,1227000,79.36
"2011-12-08",80.51,80.7,78.5,78.63,1252400,77.25
"2011-12-09",79.15,80.18,79.12,79.74,1272400,78.34
"2011-12-12",79.4,79.62,78.84,79.57,1341700,78.18
"2011-12-13",79.84,80.3,78.57,78.97,1584300,77.59
"2011-12-14",78.57,78.68,76.36,76.67,1653900,75.33
"2011-12-15",77.08,77.88,76.81,76.91,1265400,75.56
"2011-12-16",77.55,78.99,77.46,77.7,1566300,76.34
"2011-12-19",77.67,78.23,76.37,76.61,718400,75.27
"2011-12-20",77.76,79.13,77.73,78.5,1275600,77.12
"2011-12-21",78.37,78.83,77.19,77.84,1021300,76.48
"2011-12-22",77.81,78.64,77.69,78.35,706300,76.98
"2011-12-23",78.5,78.91,78.41,78.73,746400,77.35
"2011-12-27",78.34,79.27,78.34,79.05,723200,77.66
"2011-12-28",78.98,79.06,77.19,77.24,1300100,75.89
"2011-12-29",77.56,78.4,77.41,78.28,1027900,76.91
"2011-12-30",78.34,78.52,77.87,77.91,966500,76.54
"2012-01-03",79.04,79.84,78.8,79.54,1534300,78.15
"2012-01-04",79.17,79.8,78.78,79.08,1030000,77.69
"2012-01-05",78.62,78.69,77.7,77.82,2443700,76.46
"2012-01-06",77.82,78.76,77.64,78.67,1393200,77.29
"2012-01-09",78.48,79.9,78.22,79.75,1892400,78.35
"2012-01-10",80.18,80.84,79.29,79.68,2016700,78.28
"2012-01-11",79.23,79.39,78.61,78.77,1061900,77.39
"2012-01-12",79.11,79.16,78.13,78.15,1248400,76.78
"2012-01-13",77.73,77.89,76.87,77.24,2697500,75.89
"2012-01-17",78.04,78.4,77.29,77.45,1684900,76.09
"2012-01-18",77.17,77.17,75.62,75.97,3263800,74.64
"2012-01-19",75.96,76.12,74.89,75.89,3286200,74.56
"2012-01-20",75.9,77.17,75.78,76.51,3220800,75.17
"2012-01-23",76.4,77.46,76.4,76.54,1458100,75.2
"2012-01-24",76.11,76.84,76,76.55,1667700,75.21
"2012-01-25",76.5,77.96,76.18,77.85,1725900,76.49
"2012-01-26",77.9,79.09,77.27,78.56,3235600,77.18
"2012-01-27",78.54,79.86,78.53,79.31,2337400,77.92
"2012-01-30",79.05,79.12,78.05,78.69,1890400,77.31
"2012-01-31",82.91,83.29,80.71,81.72,4865300,80.29
"2012-02-01",82.01,82.94,81.75,82.8,2531900,81.35
"2012-02-02",82.73,82.74,81.75,82.33,1670900,80.89
"2012-02-03",82.42,82.69,80.42,80.8,3149800,79.38
"2012-02-06",80.6,82.33,80.57,82.3,2697200,80.86
"2012-02-07",81.89,82.75,81.83,82.69,2139100,81.24
"2012-02-08",82.8,82.95,82.47,82.84,1366500,81.39
"2012-02-09",82.79,82.79,81.78,82.19,1096400,80.75
"2012-02-10",81.73,81.91,81.11,81.34,1254100,79.91
"2012-02-13",81.59,81.87,80.8,81.66,1272300,80.23
"2012-02-14",81.07,82.41,81.07,81.86,1225400,80.43
"2012-02-15",81.89,82.11,81.05,81.3,1093800,79.88
"2012-02-16",81.32,81.32,80.61,81.01,1496800,79.59
"2012-02-17",81.12,82.86,81.06,82.57,2397300,81.12
"2012-02-21",82.52,82.68,80.94,81.33,1103500,79.9
"2012-02-22",81.58,81.86,80.73,80.95,1178100,79.53
"2012-02-23",80.85,81.44,80.7,81.1,1094500,79.68
"2012-02-24",81.27,82.18,80.61,82,1561400,80.56
"2012-02-27",81.36,82.33,81.12,82.11,1309900,80.67
"2012-02-28",81.92,82.9,81.31,82.48,1507200,81.23
"2012-02-29",82.78,83.9,82.15,83.51,3057000,82.25
"2012-03-01",83.49,84.06,83.07,83.92,1856100,82.65
"2012-03-02",83.69,83.93,81.76,82.17,2929200,80.93
"2012-03-05",82.1,82.88,81.85,82.25,956900,81.01
"2012-03-06",81.76,82.55,81.53,82.28,1835300,81.04
"2012-03-07",82.42,83.2,81.76,83.01,2876100,81.75
"2012-03-08",83.43,85.9,83.33,85.56,2434900,84.27
"2012-03-09",85.4,87.08,85.36,86.4,2790900,85.09
"2012-03-12",86.75,87.04,86.02,86.54,2665000,85.23
"2012-03-13",86.89,87.13,85.92,86.72,1873400,85.41
"2012-03-14",86.72,87.68,86.38,87.31,1441400,85.99
"2012-03-15",87.23,87.47,86.55,87.47,1207200,86.15
"2012-03-16",87.68,88.02,87.16,87.56,1578600,86.24
"2012-03-19",87.59,87.72,86.84,87.2,1730700,85.88
"2012-03-20",86.89,87.27,86.68,87.11,1644900,85.79
"2012-03-21",87.16,87.35,86.65,86.76,1325600,85.45
