"","PEP.Open","PEP.High","PEP.Low","PEP.Close","PEP.Volume","PEP.Adjusted"
"2008-09-29",70.83,72.28,68.81,69.66,11650400,58.96
"2008-09-30",69.88,71.69,69.88,71.27,10903100,60.32
"2008-10-01",70.66,72.17,70.66,71.64,7986600,60.63
"2008-10-02",71.18,72.24,70.77,70.91,10862600,60.01
"2008-10-03",71.57,71.6,68.66,69,10360800,58.4
"2008-10-06",67.62,69.27,64.75,66.64,15854700,56.4
"2008-10-07",67.25,67.85,64.69,65.12,12900400,55.11
"2008-10-08",64.35,65.78,62.77,63.61,12963300,53.84
"2008-10-09",63.76,64.45,59.51,59.52,15361400,50.37
"2008-10-10",57.68,62.78,53.21,57.8,21549700,48.92
"2008-10-13",59.33,62.24,58.55,61.77,13334500,52.28
"2008-10-14",56.28,58.7,53.26,54.4,34963700,46.04
"2008-10-15",54.15,54.72,50.65,51.25,22994100,43.37
"2008-10-16",51.39,53.25,50.66,53.08,19697100,44.92
"2008-10-17",51.87,55.48,51.75,53.88,14242400,45.6
"2008-10-20",54.54,56.76,53.85,56.76,13080400,48.04
"2008-10-21",55.99,56.63,54.7,55,9079800,46.55
"2008-10-22",53.99,54.86,52.39,53.64,9405500,45.4
"2008-10-23",53.73,54.62,51.06,53.48,11878400,45.26
"2008-10-24",50.51,53.01,50.41,51.76,10365200,43.81
"2008-10-27",52.18,53.77,50.72,51.49,9168600,43.58
"2008-10-28",52.65,56.5,52.16,55.83,12930100,47.25
"2008-10-29",55.86,57.48,54.22,55,9255900,46.55
"2008-10-30",56.22,57.68,55.82,57.08,10030900,48.31
"2008-10-31",57,57.99,56.25,57.01,9416200,48.25
"2008-11-03",56.97,57.86,56.5,57.47,5567000,48.64
"2008-11-04",58.49,59.23,57.74,58.34,6680000,49.38
"2008-11-05",58.53,59.05,56.65,57.01,8610400,48.25
"2008-11-06",56.42,57.4,54.1,54.85,10154600,46.42
"2008-11-07",55.3,56.17,54.24,55.36,9906900,46.85
"2008-11-10",56.38,56.39,53.75,54.61,7633300,46.22
"2008-11-11",54.61,56.12,53.47,55.08,7532200,46.62
"2008-11-12",54.12,55.06,52.92,53.1,7447800,44.94
"2008-11-13",53.28,55.69,52.01,55.59,10991600,47.05
"2008-11-14",54.78,56.13,52.11,53.52,9990700,45.3
"2008-11-17",53.47,54.79,52.6,52.97,8527600,44.83
"2008-11-18",52.02,53.88,51.11,53.14,13268800,44.97
"2008-11-19",52.81,54.4,51.8,52.1,11360000,44.09
"2008-11-20",51.59,53.95,50,50.29,13542800,42.56
"2008-11-21",51.24,54.78,49.74,54.59,17891200,46.2
"2008-11-24",54.9,55.99,52.92,55.66,14416500,47.11
"2008-11-25",55.71,56.86,52.64,54,11302400,45.7
"2008-11-26",53.88,55.03,52.53,54.93,8115500,46.49
"2008-11-28",55.18,56.81,55.01,56.7,3526300,47.99
"2008-12-01",55.56,56.4,53.54,53.64,7918200,45.4
"2008-12-02",54.51,54.84,53.11,54.45,7039200,46.08
"2008-12-03",53.49,54.23,52.48,54.08,10379100,46.13
"2008-12-04",53.66,54.51,51.82,52.33,7775200,44.64
"2008-12-05",52.41,54.51,51.37,53.37,9936200,45.52
"2008-12-08",54.39,54.5,52.86,53.6,9974200,45.72
"2008-12-09",53.42,53.63,51.96,52.27,7472100,44.59
"2008-12-10",52.62,53.47,52.27,53.01,5651200,45.22
"2008-12-11",53,54,52.43,52.71,5699500,44.96
"2008-12-12",51.55,52.34,51.01,52.03,6984400,44.38
"2008-12-15",52.41,52.87,51.12,52.42,6148700,44.71
"2008-12-16",52.91,54.42,52.51,54.21,9408900,46.24
"2008-12-17",53.77,54.91,53.26,54.33,8002500,46.34
"2008-12-18",54.62,55.38,54.38,54.71,10270600,46.67
"2008-12-19",54.84,55.49,53.83,54.09,11422100,46.14
"2008-12-22",54.28,54.85,52.96,53.75,5738700,45.85
"2008-12-23",53.77,55.24,53.66,54.17,6249900,46.21
"2008-12-24",54.25,54.84,54.07,54.54,2051200,46.52
"2008-12-26",54.69,55.12,54.27,54.56,2855000,46.54
"2008-12-29",54.81,55.07,53.42,54.07,4708600,46.12
"2008-12-30",54.11,55.02,54.09,54.88,5010600,46.81
"2008-12-31",55.03,55.57,54.61,54.77,5024400,46.72
"2009-01-02",54.93,56.14,54.72,55.97,5182400,47.74
"2009-01-05",55.82,55.9,55.1,55.6,7122000,47.43
"2009-01-06",55.93,56.93,55,55.7,8081600,47.51
"2009-01-07",55.34,55.34,53.68,53.89,7364600,45.97
"2009-01-08",53.8,54.07,52.8,53.25,8210400,45.42
"2009-01-09",53.47,53.8,52.4,52.57,6910700,44.84
"2009-01-12",52.66,52.66,51.07,51.39,9240700,43.84
"2009-01-13",51.39,52.46,51.2,52.23,9295800,44.55
"2009-01-14",51.9,51.92,50.33,51.1,8619000,43.59
"2009-01-15",51.05,51.1,43.78,50.53,8860900,43.1
"2009-01-16",50.81,51.69,50.76,51.37,8964200,43.82
"2009-01-20",51.58,52.09,50.33,50.43,8057700,43.02
"2009-01-21",51.05,51.05,49.62,50.44,8982200,43.02
"2009-01-22",49.82,50.56,49.24,50.35,8916100,42.95
"2009-01-23",49.4,50.73,49.1,50.62,7818700,43.18
"2009-01-26",50.79,51.6,50,51.42,7619600,43.86
"2009-01-27",51.56,52.28,51.39,51.64,6763800,44.05
"2009-01-28",51.85,52.25,51.36,52.04,5803800,44.39
"2009-01-29",51.85,52.4,51.42,51.68,5372400,44.08
"2009-01-30",51.5,51.88,49.98,50.23,7582400,42.85
"2009-02-02",49.76,50.4,49.04,50.13,5659900,42.76
"2009-02-03",50.52,51.74,49.77,51.52,5319100,43.95
"2009-02-04",51.54,52.22,51,51.49,6898600,43.92
"2009-02-05",50.86,52.67,50.59,52.35,9224600,44.65
"2009-02-06",52.28,53.64,52.15,53.53,6908800,45.66
"2009-02-09",53.26,53.26,50.78,51.43,9006100,43.87
"2009-02-10",50.92,51.43,49.22,49.53,10779800,42.25
"2009-02-11",50.14,50.92,49.58,50.61,5917500,43.17
"2009-02-12",50.51,52.17,50,52,10423700,44.36
"2009-02-13",52.07,53.46,51.08,52.57,11981300,44.84
"2009-02-17",51.45,52.11,50.5,51.82,12454400,44.2
"2009-02-18",52.27,52.27,51.13,51.53,6145400,43.95
"2009-02-19",51.27,52.55,51,52.2,6862800,44.53
"2009-02-20",51.53,52.05,50.97,51.45,9897500,43.89
"2009-02-23",51.46,51.85,50.03,50.16,6899600,42.79
"2009-02-24",50.88,51.83,50.11,51.68,8221100,44.08
"2009-02-25",51.52,51.85,50.52,50.72,7180000,43.26
"2009-02-26",51.13,51.36,49.33,49.42,7448800,42.15
"2009-02-27",49.15,49.63,48.14,48.14,9237600,41.06
"2009-03-02",47.31,47.94,46.76,46.85,8637300,39.96
"2009-03-03",47.75,49.05,47.28,48.47,14962400,41.34
"2009-03-04",48.75,48.94,47,47.6,10631500,40.96
"2009-03-05",46.98,47.11,45.39,45.97,11778600,39.56
"2009-03-06",46.07,47.25,45.98,47.1,10849400,40.53
"2009-03-09",46.6,47.18,45.63,45.81,7985900,39.42
"2009-03-10",46.1,46.67,45.85,46.6,9347300,40.1
"2009-03-11",46.69,47.64,46.56,47.42,8048400,40.81
"2009-03-12",47.28,48.41,47.07,48.29,8257800,41.56
"2009-03-13",48.58,48.81,47.93,48.62,7977300,41.84
"2009-03-16",48.91,49.78,48.66,48.73,7482300,41.93
"2009-03-17",48.72,49.27,48.02,49.25,6697400,42.38
"2009-03-18",48.21,49.91,48.21,49.47,9202800,42.57
"2009-03-19",49.87,49.89,48.7,48.99,10284100,42.16
"2009-03-20",49.24,50.41,49.24,50.02,13268800,43.04
"2009-03-23",50.33,51.63,50.23,51.63,7535800,44.43
"2009-03-24",51.17,51.96,51.12,51.53,5903300,44.34
"2009-03-25",52.21,52.79,51.67,52.47,8705500,45.15
"2009-03-26",52.97,53.2,52,53.16,7122900,45.75
"2009-03-27",52.64,53.1,52.12,52.39,5875700,45.08
"2009-03-30",52.06,52.62,51.28,51.79,7584800,44.57
"2009-03-31",52.26,52.5,51.48,51.48,9179900,44.3
"2009-04-01",51.01,52.43,51,52.22,7010900,44.94
"2009-04-02",52.93,53.53,52.51,52.86,7436500,45.49
"2009-04-03",53,53.37,52.25,52.69,5591400,45.34
"2009-04-06",52.54,53.04,52.25,52.67,4506700,45.32
"2009-04-07",52.56,52.64,52.03,52.25,5547000,44.96
"2009-04-08",52.26,52.53,51.85,52.28,4920600,44.99
"2009-04-09",52.35,53.09,51.86,52.1,7165400,44.83
"2009-04-13",52.02,56.95,51.29,51.49,5863200,44.31
"2009-04-14",51.14,51.34,50.28,50.56,7731600,43.51
"2009-04-15",50.24,52.1,50.24,52.04,6727800,44.78
"2009-04-16",52.24,52.24,51.16,51.96,6115800,44.71
"2009-04-17",52,52.47,51.7,52.13,8820400,44.86
"2009-04-20",51.32,51.59,49.52,49.86,18459600,42.91
"2009-04-21",50.17,50.55,48.5,49.35,13960700,42.47
"2009-04-22",49.86,50.2,47.88,47.98,20499500,41.29
"2009-04-23",48.4,48.46,47.5,47.89,12256700,41.21
"2009-04-24",48.31,48.92,47.93,48.52,11306900,41.75
"2009-04-27",48.28,49.5,48.17,49.11,9540400,42.26
"2009-04-28",48.71,50.27,48.71,50.04,11569100,43.06
"2009-04-29",50.16,51.22,50.16,50.45,15118800,43.41
"2009-04-30",50.91,51,49.52,49.76,10978300,42.82
"2009-05-01",49.76,49.89,48.83,49.79,7617400,42.85
"2009-05-04",50.17,50.17,48.87,49.1,13087000,42.25
"2009-05-05",49.13,49.95,49.12,49.73,11609800,42.79
"2009-05-06",50.3,50.3,49.19,49.72,7561900,42.79
"2009-05-07",49.86,50.06,49.24,49.49,13254900,42.59
"2009-05-08",49.88,49.94,49.09,49.75,10686200,42.81
"2009-05-11",49.55,50.04,49.28,49.58,8192800,42.67
"2009-05-12",49.72,49.8,48.82,49.27,15410500,42.4
"2009-05-13",49.2,49.88,49.14,49.66,11299700,42.73
"2009-05-14",49.7,51.16,49.51,50.87,10200100,43.78
"2009-05-15",50.53,50.82,50.03,50.32,8205900,43.3
"2009-05-18",50.62,51.23,50.35,51.17,6461700,44.03
"2009-05-19",51.29,52.1,51.1,51.61,7584800,44.41
"2009-05-20",51.87,52.5,51.54,52.06,8536000,44.8
"2009-05-21",51.64,51.87,50.99,51.49,6096200,44.31
"2009-05-22",51.58,51.95,51.2,51.57,4565800,44.38
"2009-05-26",51.01,51.69,50.91,51.28,8835100,44.13
"2009-05-27",51.38,51.5,49.82,50.01,8811400,43.04
"2009-05-28",50.25,51.3,50.16,51.02,7960400,43.9
"2009-05-29",51.06,52.14,50.85,52.05,9341500,44.79
"2009-06-01",52.27,53.39,52.25,53.13,8262500,45.72
"2009-06-02",53.47,55.73,53.15,55.37,13707800,47.65
"2009-06-03",54.9,54.9,53.89,54.27,11515700,47.08
"2009-06-04",54.27,54.9,53.8,54.82,12602700,47.56
"2009-06-05",55.37,55.49,54.5,54.88,10394100,47.61
"2009-06-08",54.68,54.99,53.55,54.15,6846900,46.98
"2009-06-09",54.21,54.34,53.21,53.48,8065100,46.4
"2009-06-10",53.73,54.11,52.99,53.36,6291700,46.29
"2009-06-11",53.19,53.98,52.93,52.97,8817200,45.96
"2009-06-12",52.85,53.85,52.6,53.65,5958400,46.55
"2009-06-15",53.45,53.54,52.78,52.88,6089700,45.88
"2009-06-16",53.06,53.3,52.2,52.34,6477900,45.41
"2009-06-17",52.31,53.83,52.11,52.97,9395200,45.96
"2009-06-18",53.13,54.73,52.88,54.49,7047100,47.27
"2009-06-19",54.74,55.05,53.69,53.91,9530500,46.77
"2009-06-22",53.64,53.89,53.18,53.49,5314100,46.41
"2009-06-23",53.75,53.84,52.8,53.01,6528600,45.99
"2009-06-24",53.33,53.83,52.7,53.05,4730800,46.03
"2009-06-25",52.89,54.38,52.56,53.99,8050400,46.84
"2009-06-26",53.72,54.9,53.5,54.7,8836600,47.46
"2009-06-29",55.33,55.5,54.61,54.84,6368100,47.58
"2009-06-30",54.94,55.45,54.72,54.96,8815400,47.68
"2009-07-01",55.12,56.69,55.12,56.52,9715200,49.04
"2009-07-02",56.03,56.82,55.77,56.35,8161900,48.89
"2009-07-06",56.27,57.17,56.08,57.13,8886600,49.57
"2009-07-07",57.07,57.46,55.92,56,11953500,48.58
"2009-07-08",56.09,56.13,54.52,54.85,12094700,47.59
"2009-07-09",55.11,55.34,54.4,54.68,7263600,47.44
"2009-07-10",54.36,54.88,54.3,54.71,5945700,47.47
"2009-07-13",54.75,55.86,54.62,55.67,8829400,48.3
"2009-07-14",55.63,56.12,55.38,56.09,4569900,48.66
"2009-07-15",56.54,57.31,56.3,57.28,7676100,49.7
"2009-07-16",57,57.7,56.83,57.26,6302300,49.68
"2009-07-17",56.93,57.26,56.46,56.66,6188100,49.16
"2009-07-20",56.85,56.89,55.36,56.08,7828900,48.65
"2009-07-21",56.49,56.69,55.45,56.4,6075100,48.93
"2009-07-22",56.22,56.4,55.37,55.89,7498900,48.49
"2009-07-23",56.01,56.84,55.62,56.5,8862400,49.02
"2009-07-24",56.57,56.76,55.72,56.41,6741600,48.94
"2009-07-27",56.3,56.72,55.97,56.34,5825000,48.88
"2009-07-28",56.05,56.66,55.7,55.97,7151400,48.56
"2009-07-29",55.77,56.4,55.75,56.33,5395800,48.87
"2009-07-30",56.73,57.63,56.54,56.6,6718600,49.11
"2009-07-31",56.65,57.29,56.48,56.75,6003000,49.24
"2009-08-03",56.98,56.98,55.96,56.2,6493600,48.76
"2009-08-04",58.02,59.64,57.5,59.06,27850100,51.24
"2009-08-05",59.18,59.5,58.29,58.39,10093500,50.66
"2009-08-06",58.61,58.81,57.69,57.83,7550400,50.17
"2009-08-07",58.1,58.21,57.55,57.74,6869400,50.09
"2009-08-10",57.79,57.79,56.94,57.41,8127700,49.81
"2009-08-11",57.17,57.55,56.89,56.91,6785300,49.37
"2009-08-12",56.78,57.55,56.34,56.68,6911300,49.17
"2009-08-13",56.85,56.91,56.03,56.49,7187200,49.01
"2009-08-14",56.5,57.06,56.08,56.56,6395100,49.07
"2009-08-17",56.4,56.78,55.86,56.18,5760100,48.74
"2009-08-18",56.22,56.76,55.92,56.24,9730700,48.79
"2009-08-19",56.22,56.71,56,56.45,5845000,48.98
"2009-08-20",56.3,57.16,56.2,56.84,6064000,49.31
"2009-08-21",57.07,57.73,56.8,57.49,8890100,49.88
"2009-08-24",57.69,57.78,57.06,57.45,5690000,49.84
"2009-08-25",57.35,57.8,57.07,57.29,5822700,49.7
"2009-08-26",57.35,58.19,57.13,57.88,7396800,50.22
"2009-08-27",57.59,58.1,57.5,57.76,5854300,50.11
"2009-08-28",57.96,58,56.61,56.76,6603800,49.24
"2009-08-31",56.56,56.98,56.38,56.67,5522400,49.17
"2009-09-01",56.6,57.3,55.93,56.25,7964700,48.8
"2009-09-02",55.99,56.62,55.69,56.35,8902900,49.28
"2009-09-03",56.54,56.8,56,56.64,7820200,49.54
"2009-09-04",56.45,57.7,56.33,57.54,8841700,50.32
"2009-09-08",57.66,58.34,57.33,58.28,13031000,50.97
"2009-09-09",58.34,58.34,57.86,58.04,10094900,50.76
"2009-09-10",57.92,58.05,57.54,57.86,7601400,50.6
"2009-09-11",58.05,58.92,57.74,58.81,8195300,51.43
"2009-09-14",58.49,58.89,58.21,58.7,5949000,51.34
"2009-09-15",58.74,58.74,57.91,58.29,6339500,50.98
"2009-09-16",58.34,58.47,57.67,58.34,5747600,51.02
"2009-09-17",58.35,58.99,58.22,58.8,7034500,51.43
"2009-09-18",59.04,60,58.96,59.86,14645500,52.35
"2009-09-21",59.52,59.66,58.81,59.02,7785600,51.62
"2009-09-22",59.1,59.2,58.3,58.58,6801900,51.23
"2009-09-23",58.69,59.08,58.34,58.47,6122400,51.14
"2009-09-24",58.57,58.82,58.24,58.54,6157700,51.2
"2009-09-25",58.5,59.13,58.32,58.68,6758800,51.32
"2009-09-28",58.95,59.49,58.62,59.03,4085900,51.63
"2009-09-29",59.1,59.31,58,58.51,7086400,51.17
"2009-09-30",58.74,58.86,58.01,58.66,8898400,51.3
"2009-10-01",58.7,58.99,58.27,58.46,9010200,51.13
"2009-10-02",59.12,61.24,58.93,60.9,17530200,53.26
"2009-10-05",60.83,61.24,60.14,60.85,7892000,53.22
"2009-10-06",61.05,61.27,60.42,60.87,8128900,53.24
"2009-10-07",60.85,61.38,60.45,61.17,6441900,53.5
"2009-10-08",61.24,61.24,59.8,60.39,17263400,52.82
"2009-10-09",60.38,60.7,59.81,60.59,6360200,52.99
"2009-10-12",60.43,61.36,60.25,60.92,6178100,53.28
"2009-10-13",60.88,61,60.52,60.6,7502000,53
"2009-10-14",60.94,61.68,60.7,61.62,8462200,53.89
"2009-10-15",61.57,62.75,61.39,62.68,10518600,54.82
"2009-10-16",62.47,62.68,62.11,62.29,6588400,54.48
"2009-10-19",62.28,62.57,61.9,62.05,5557300,54.27
"2009-10-20",62,62.05,61.12,61.58,8068000,53.86
"2009-10-21",61.38,62.34,61.23,61.84,7445000,54.08
"2009-10-22",61.9,61.9,60.87,61.5,5428100,53.79
"2009-10-23",61.41,61.67,60.58,61.03,6505200,53.38
"2009-10-26",61.14,61.5,60.21,60.47,5113000,52.89
"2009-10-27",60.64,61.35,60.1,61,7262900,53.35
"2009-10-28",60.88,61.52,60.75,60.99,6321900,53.34
"2009-10-29",61.01,61.46,60.57,61.39,5245300,53.69
"2009-10-30",61.35,61.64,60.37,60.55,7794100,52.96
"2009-11-02",60.79,61.07,60.16,60.6,6618800,53
"2009-11-03",60.29,60.39,59.62,60.06,5797000,52.53
"2009-11-04",60.16,60.96,59.79,60.38,5552100,52.81
"2009-11-05",60.44,61.41,60.42,61.23,5578500,53.55
"2009-11-06",60.99,61.76,60.79,61.76,4831000,54.01
"2009-11-09",61.81,62.32,61.43,62.28,6921800,54.47
"2009-11-10",62.17,62.94,61.93,62.08,7094100,54.29
"2009-11-11",62.34,62.68,62.08,62.6,4714300,54.75
"2009-11-12",62.49,62.75,61.1,61.27,8474900,53.59
"2009-11-13",61.63,62.13,61.35,61.94,6411100,54.17
"2009-11-16",62.21,62.49,61.94,62.43,4966800,54.6
"2009-11-17",62.42,62.63,62.03,62.6,4362400,54.75
"2009-11-18",62.44,62.51,61.81,62.3,3952300,54.49
"2009-11-19",62.1,62.1,61.35,61.88,4390400,54.12
"2009-11-20",61.67,62.31,61.43,62.08,5314600,54.29
"2009-11-23",62.46,62.99,62.26,62.49,5009400,54.65
"2009-11-24",62.62,62.65,62.13,62.5,4139700,54.66
"2009-11-25",62.53,63.27,62.49,63.19,4672600,55.26
"2009-11-27",62.24,62.55,61.75,62.3,3416000,54.49
"2009-11-30",62.64,62.83,62.15,62.22,7252700,54.42
"2009-12-01",62.68,63.93,62.49,63.87,6887700,55.86
"2009-12-02",63.5,63.74,63.17,63.65,6195800,56.06
"2009-12-03",63.58,63.59,62.67,62.76,6406200,55.28
"2009-12-04",63.18,64,63.08,63.85,8907000,56.24
"2009-12-07",63.7,64.48,63.56,64.23,6259700,56.57
"2009-12-08",64.09,64.09,63.15,63.48,6161600,55.91
"2009-12-09",62.08,62.39,60.76,61.8,20222300,54.43
"2009-12-10",62.15,62.63,61.67,61.84,8512500,54.47
"2009-12-11",61.85,62.38,61.18,61.27,8249600,53.97
"2009-12-14",61.7,61.77,60.86,60.98,7437800,53.71
"2009-12-15",61.01,61.39,60.4,60.99,7656600,53.72
"2009-12-16",61.18,61.69,60.62,60.68,8127400,53.45
"2009-12-17",60.64,60.64,60.04,60.04,8336100,52.88
"2009-12-18",59.92,59.92,58.77,59.48,18604200,52.39
"2009-12-21",59.72,60.73,59.6,60.48,7973000,53.27
"2009-12-22",60.57,60.79,60.25,60.63,6026000,53.4
"2009-12-23",60.87,60.87,60.25,60.68,3829000,53.45
"2009-12-24",60.66,60.96,60.4,60.96,1502900,53.69
"2009-12-28",61.19,61.25,60.87,61.16,4364200,53.87
"2009-12-29",61.29,61.59,61.1,61.1,3787000,53.82
"2009-12-30",61,61.45,60.87,61.31,3779400,54
"2009-12-31",61.25,61.44,60.76,60.8,3316300,53.55
"2010-01-04",61.19,61.52,60.64,61.24,6585900,53.94
"2010-01-05",61,62.1,60.9,61.98,8886000,54.59
"2010-01-06",61.99,62.47,61.23,61.36,9998000,54.05
"2010-01-07",61.35,61.38,60.53,60.97,10792000,53.7
"2010-01-08",60.76,60.82,60.27,60.77,8674700,53.53
"2010-01-11",60.68,60.81,60.1,60.7,6461200,53.46
"2010-01-12",60.52,61.68,60.5,61.55,9081800,54.21
"2010-01-13",61.41,62.34,61.41,62.05,7380100,54.65
"2010-01-14",62.02,62.92,61.76,62.8,7211600,55.31
"2010-01-15",62.61,62.91,61.82,62.29,8361200,54.86
"2010-01-19",62.23,62.41,61.97,62.33,5615800,54.9
"2010-01-20",62.09,62.15,61.44,61.95,5606000,54.56
"2010-01-21",62.01,62.16,60.74,60.94,7121500,53.68
"2010-01-22",60.75,61.24,60.31,60.39,7229000,53.19
"2010-01-25",60.7,60.7,60.08,60.23,4903800,53.05
"2010-01-26",60.1,60.53,59.82,60.25,5001700,53.07
"2010-01-27",60.05,60.39,59.6,60.29,6145900,53.1
"2010-01-28",60.3,60.5,59.5,59.74,9285900,52.62
"2010-01-29",59.84,60.36,59.12,59.62,8127200,52.51
"2010-02-01",59.93,60.75,59.52,60.7,7303200,53.46
"2010-02-02",60.68,61.28,60.34,61.15,6296700,53.86
"2010-02-03",60.92,61.4,60.56,61.29,4863000,53.98
"2010-02-04",60.83,60.93,59.62,59.64,6920300,52.53
"2010-02-05",59.51,59.79,58.95,59.51,7347800,52.42
"2010-02-08",59.6,59.66,58.75,58.96,7047700,51.93
"2010-02-09",59.29,60.48,59.29,60.05,7940200,52.89
"2010-02-10",59.96,60.67,59.51,60.38,10917200,53.18
"2010-02-11",60.87,61.7,60.5,61.19,14391100,53.9
"2010-02-12",61.06,61.22,60.49,60.92,8566800,53.66
"2010-02-16",61.03,61.45,60.5,61.31,6930800,54
"2010-02-17",61.48,62.2,61.25,62.11,6703500,54.71
"2010-02-18",61.97,62.72,61.97,62.53,6942900,55.08
"2010-02-19",62.32,62.92,61.98,62.66,6416500,55.19
"2010-02-22",62.69,62.87,62.1,62.41,4709500,54.97
"2010-02-23",62.22,62.48,61.7,61.78,5159400,54.42
"2010-02-24",61.98,62.16,61.58,62.08,6888100,54.68
"2010-02-25",61.51,62.34,61.02,62.3,8074100,54.87
"2010-02-26",62.5,62.59,61.91,62.47,14785800,55.02
"2010-03-01",62.65,63.58,62.47,63.43,9016500,55.87
"2010-03-02",63.61,64,63.42,63.8,9527200,56.19
"2010-03-03",63.82,64.27,63.8,63.98,8486300,56.75
"2010-03-04",64.43,64.5,63.96,64.11,7830600,56.87
"2010-03-05",64.3,64.48,63.91,64.37,8448600,57.1
"2010-03-08",64.27,64.46,63.8,64.15,5086300,56.9
"2010-03-09",63.88,64.65,63.8,64.36,7655400,57.09
"2010-03-10",64.3,64.59,64.01,64.43,6450000,57.15
"2010-03-11",64.2,65,63.9,64.97,7536900,57.63
"2010-03-12",64.92,65.25,64.68,65.1,6896400,57.75
"2010-03-15",65.69,66.26,65.4,66.15,10468000,58.68
"2010-03-16",66.25,66.3,65.83,66.07,7474500,58.61
"2010-03-17",66.15,66.58,66.02,66.57,6922300,59.05
"2010-03-18",66.57,66.73,66.16,66.52,6961900,59.01
"2010-03-19",66.96,66.98,66.26,66.56,10947400,59.04
"2010-03-22",66.43,66.56,66.15,66.31,6763000,58.82
"2010-03-23",66.39,67,66.24,66.86,6412800,59.31
"2010-03-24",66.62,67,66.25,66.26,7661200,58.78
"2010-03-25",66.37,67,66.35,66.55,6246600,59.03
"2010-03-26",66.64,66.81,66.34,66.59,5313400,59.07
"2010-03-29",66.61,66.87,66.3,66.55,6825600,59.03
"2010-03-30",66.52,67,66.36,66.77,5733800,59.23
"2010-03-31",66.68,66.71,66.06,66.16,8123900,58.69
"2010-04-01",66.32,66.68,66.25,66.68,5074100,59.15
"2010-04-05",66.68,66.68,65.83,65.98,6732600,58.53
"2010-04-06",65.79,66.63,65.79,66.39,6734700,58.89
"2010-04-07",66.39,66.52,65.75,65.99,8204200,58.54
"2010-04-08",65.75,66.19,65.62,65.97,6646300,58.52
"2010-04-09",65.93,66.43,65.86,66.36,4757700,58.86
"2010-04-12",66.35,66.67,66.26,66.32,5074000,58.83
"2010-04-13",66.16,66.5,66.02,66.39,5190800,58.89
"2010-04-14",66.2,66.3,65.83,66.29,5202300,58.8
"2010-04-15",65.97,66.5,65.8,66.27,5968500,58.78
"2010-04-16",66.01,66.65,65.96,66.14,7374400,58.67
"2010-04-19",66.08,66.39,65.7,66.12,6354600,58.65
"2010-04-20",66.17,66.4,65.72,65.9,6780900,58.46
"2010-04-21",65.82,66.31,65.61,65.98,6534300,58.53
"2010-04-22",65.75,65.79,64.5,64.76,9689700,57.45
"2010-04-23",64.85,64.85,64.17,64.71,9008900,57.4
"2010-04-26",64.84,65.44,64.61,65.02,8096900,57.68
"2010-04-27",64.93,65.2,64.07,64.23,8615300,56.97
"2010-04-28",64.28,64.82,63.6,64.75,10229300,57.44
"2010-04-29",64.95,65.5,64.83,65.2,7714000,57.84
"2010-04-30",65.33,65.98,65.18,65.22,8274200,57.85
"2010-05-03",65.28,66,64.89,65.69,5807900,58.27
"2010-05-04",65.3,65.98,65.05,65.43,8383100,58.04
"2010-05-05",65.1,65.95,65.02,65.2,7658800,57.84
"2010-05-06",65.16,66.2,61.91,64.7,14046200,57.39
"2010-05-07",64.46,65.04,63.66,64.57,13221500,57.28
"2010-05-10",65.8,66.49,65.66,66.41,10833800,58.91
"2010-05-11",66.16,67,66.02,66.55,7240800,59.03
"2010-05-12",67.24,67.61,66.81,66.94,13170400,59.38
"2010-05-13",67.02,67.08,66.46,66.48,7800500,58.97
"2010-05-14",66.41,66.6,65.77,66.07,9731800,58.61
"2010-05-17",66.11,66.96,66.07,66.75,6943800,59.21
"2010-05-18",66.92,67.3,66.4,66.53,7237500,59.02
"2010-05-19",66.3,66.38,65.5,66.04,7867800,58.58
"2010-05-20",65.23,65.23,63.86,63.86,11587400,56.65
"2010-05-21",63.21,63.64,62.14,63.58,14586400,56.4
"2010-05-24",63.09,64.01,62.6,63.32,6334000,56.17
"2010-05-25",61.93,62.92,61.65,62.89,9156900,55.79
"2010-05-26",63.06,63.06,61.04,61.23,15152900,54.31
"2010-05-27",61.97,62.93,61.52,62.9,9428400,55.8
"2010-05-28",62.92,63.46,62.73,62.89,7546700,55.79
"2010-06-01",62.66,63.59,61.9,62.76,7180000,55.67
"2010-06-02",62.6,63.46,61.83,63.46,10023900,56.73
"2010-06-03",63.5,63.65,63,63.37,6448400,56.65
"2010-06-04",62.46,62.46,61.29,61.44,10309800,54.92
"2010-06-07",61.37,62.56,61.29,61.73,7694100,55.18
"2010-06-08",61.44,62.8,61.4,62.65,7538300,56
"2010-06-09",62.86,63.07,62.33,62.49,7056300,55.86
"2010-06-10",63.03,63.9,63.03,63.84,6567800,57.07
"2010-06-11",63.5,63.56,62.94,63.56,5466100,56.82
"2010-06-14",63.9,64.23,63.24,63.85,4941800,57.07
"2010-06-15",63.88,64.29,63.84,64.24,6249100,57.42
"2010-06-16",63.79,64.05,63.56,63.91,5960000,57.13
"2010-06-17",63.96,64.56,63.75,64.49,5179300,57.65
"2010-06-18",64.61,64.67,64.03,64.08,8947600,57.28
"2010-06-21",64.54,64.79,63.74,64.02,5158800,57.23
"2010-06-22",64.03,64.25,63.18,63.3,5978900,56.58
"2010-06-23",63.22,63.22,62.31,62.73,6509700,56.07
"2010-06-24",62.37,62.99,62.25,62.4,6185400,55.78
