"","FLS.Open","FLS.High","FLS.Low","FLS.Close","FLS.Volume","FLS.Adjusted"
"2010-07-02",87.01,87.61,85.48,85.83,3585900,27.52
"2010-07-06",87.2,88.26,85.7,86.73,3405600,27.81
"2010-07-07",86.74,90.61,86.47,90.51,2988900,29.02
"2010-07-08",91.07,91.63,90.09,91.46,2237700,29.33
"2010-07-09",91.5,92.86,90.84,92.69,1680900,29.72
"2010-07-12",92.02,92.51,89.5,89.98,2262600,28.85
"2010-07-13",91.41,92.65,91.22,92.05,3005100,29.51
"2010-07-14",91.81,93.27,91.24,92.19,2813400,29.56
"2010-07-15",92.88,92.88,90.32,91.64,1937400,29.38
"2010-07-16",90.93,90.93,88.26,88.76,2929200,28.46
"2010-07-19",87.69,89.87,86.34,89.6,2524800,28.73
"2010-07-20",87.99,91.73,87.89,91.58,1616700,29.36
"2010-07-21",92.77,93.53,91.09,91.5,2619900,29.34
"2010-07-22",93.11,94.21,92.29,93.73,2930700,30.05
"2010-07-23",93.74,95.89,92.67,95.85,2140800,30.73
"2010-07-26",96,98.49,95.53,98.4,2620200,31.55
"2010-07-27",99.27,100.75,96.27,96.5,4772400,30.94
"2010-07-28",96,96.95,95.19,95.74,1585500,30.7
"2010-07-29",96.4,100.23,95.27,99.15,4470000,31.79
"2010-07-30",97.6,99.83,96.8,99.16,2216700,31.79
"2010-08-02",101.7,102.93,100.19,102.06,3680700,32.72
"2010-08-03",101.96,101.96,100,101.51,2117400,32.55
"2010-08-04",102.06,104.18,101.68,103.85,2239800,33.3
"2010-08-05",103.07,104.44,102.38,103.72,1384500,33.26
"2010-08-06",102.35,103.34,100.84,102.5,1826400,32.86
"2010-08-09",104.3,104.55,101.18,102.35,2300100,32.82
"2010-08-10",101.04,101.15,98.94,100.14,2354700,32.11
"2010-08-11",97.24,98.47,96.55,96.97,3075300,31.09
"2010-08-12",94.21,97.21,94.21,96.65,1401900,30.99
"2010-08-13",96.02,96.87,95.44,96.22,1605300,30.85
"2010-08-16",95.61,96.86,94.65,96.21,2278500,30.85
"2010-08-17",97.6,101.1,97.45,100.18,2032200,32.12
"2010-08-18",100,100.08,98.91,99.06,1873200,31.76
"2010-08-19",98.63,99.22,95.72,96.35,2245500,30.89
"2010-08-20",95.52,96,94.91,95.29,1578600,30.55
"2010-08-23",96.09,96.31,93.34,93.44,1248000,29.96
"2010-08-24",91.59,91.66,89.75,89.98,4261500,28.85
"2010-08-25",88.74,90.74,87.76,90.34,2839200,28.97
"2010-08-26",90.81,92.54,89.41,89.43,1583100,28.67
"2010-08-27",90.1,92.25,88.95,92.19,1923300,29.56
"2010-08-30",91.28,91.52,90.1,90.16,1580100,28.91
"2010-08-31",89.99,91.16,89.03,89.38,2097300,28.66
"2010-09-01",90.6,94.35,90.6,94.16,2392800,30.19
"2010-09-02",94.88,97.13,94.23,96.97,1863900,31.09
"2010-09-03",98.48,99.49,97.23,98.49,1672800,31.58
"2010-09-07",97.64,97.67,96.5,96.81,1422000,31.04
"2010-09-08",97.26,98.95,97.19,97.93,1308000,31.4
"2010-09-09",99.38,99.38,97.9,98.97,1524600,31.73
"2010-09-10",99.06,102.52,98.91,102.25,3142800,32.78
"2010-09-13",103.28,105.16,102.53,104.95,2415600,33.65
"2010-09-14",104.23,104.59,103.62,103.85,1863600,33.3
"2010-09-15",102.82,103.53,102.14,103.33,1568400,33.13
"2010-09-16",103,104.03,103,103.31,1185300,33.12
"2010-09-17",104.18,104.25,102.79,103.93,1640400,33.32
"2010-09-20",104.35,106.87,103.95,106.63,1900500,34.19
"2010-09-21",106.51,107.75,105.88,106.31,2372700,34.09
"2010-09-22",106.57,107.29,106.15,106.39,2358000,34.11
"2010-09-23",105.3,105.3,102.78,103.21,1695600,33.09
"2010-09-24",104.73,107.87,104.73,107.14,2410200,34.35
"2010-09-27",107.27,108.68,106.78,107.01,1473900,34.31
"2010-09-28",107.2,107.43,104.39,107.15,1159200,34.45
"2010-09-29",107.21,109.91,106.76,109.21,3421500,35.11
"2010-09-30",110,110.98,107.98,109.42,2580300,35.18
"2010-10-01",110.62,111.34,108.99,110.57,1984800,35.55
"2010-10-04",110.45,110.5,107.93,108.58,1650900,34.91
"2010-10-05",109.99,111.48,109.47,111.11,2840700,35.72
"2010-10-06",111.11,111.5,109.92,110.82,1388700,35.63
"2010-10-07",111.6,112,110.59,111.27,1780800,35.77
"2010-10-08",111.63,114.46,111.21,113.49,2773500,36.49
"2010-10-11",113.47,114.3,112.91,113.14,1243500,36.37
"2010-10-12",112.5,112.91,109.74,112.37,1862100,36.13
"2010-10-13",112.62,115.45,112.62,114.37,1787400,36.77
"2010-10-14",114.33,114.97,112.9,113.66,1035300,36.54
"2010-10-15",114.46,114.95,111.96,113.75,1276500,36.57
"2010-10-18",113.94,114.97,113.76,114.71,1079100,36.88
"2010-10-19",112.65,113.28,110.92,111.62,1397400,35.89
"2010-10-20",111.99,113.75,111.42,112.48,1566300,36.16
"2010-10-21",113.37,114.15,112.19,113.32,1878300,36.43
"2010-10-22",113.67,114.41,112.55,114.18,1838700,36.71
"2010-10-25",115.35,116.98,115.25,116.33,3094200,37.4
"2010-10-26",115.65,116.34,113.98,115.2,1660800,37.04
"2010-10-27",113.78,114.61,112.04,114.5,1825800,36.81
"2010-10-28",106.09,106.88,99.26,100.54,21002400,32.32
"2010-10-29",100.22,101.5,99.19,100,5613900,32.15
"2010-11-01",100.47,100.86,97.8,98.03,4130700,31.52
"2010-11-02",98.88,99.94,98.62,99.33,4081800,31.94
"2010-11-03",99.34,99.69,96.27,96.98,4026600,31.18
"2010-11-04",98.3,99.45,97.64,98.84,5458800,31.78
"2010-11-05",98.82,104.55,98.59,104.18,6653400,33.49
"2010-11-08",103.84,105.78,102.73,105.67,3158700,33.97
"2010-11-09",106.34,107.6,105.17,105.52,4275000,33.93
"2010-11-10",105.66,107.46,104.5,107.05,3900300,34.42
"2010-11-11",106.09,110.48,106.09,108.02,3360900,34.73
"2010-11-12",106.44,107.89,105.81,106,3956400,34.08
"2010-11-15",106.83,107.38,105.83,106,2802300,34.08
"2010-11-16",105.04,106.01,104.06,105.24,4215000,33.84
"2010-11-17",105.19,105.59,104.77,105.01,2247900,33.76
"2010-11-18",106.31,107.58,105.76,106.51,2005500,34.24
"2010-11-19",106.76,107.77,105.74,107.67,1430700,34.62
"2010-11-22",107.19,108,105.62,107.52,1501800,34.57
"2010-11-23",106.01,106.63,105.12,105.48,1882500,33.91
"2010-11-24",106.31,108.35,105.83,108.1,1710300,34.75
"2010-11-26",106.99,107.57,105.9,107.13,481200,34.44
"2010-11-29",106.17,106.59,104.22,106.13,1715400,34.12
"2010-11-30",104.81,106.82,104.69,105.46,1263600,33.91
"2010-12-01",107.35,108.72,106.88,107.98,2027400,34.72
"2010-12-02",107.75,109.75,107.5,109.34,1698000,35.15
"2010-12-03",108.47,112.08,108.47,111.32,1692000,35.79
"2010-12-06",111.14,113.94,110.9,113.64,1774800,36.54
"2010-12-07",114.6,115.95,114.06,114.27,1583700,36.74
"2010-12-08",114.2,115.41,113.17,113.4,1450500,36.46
"2010-12-09",114.39,114.83,112.37,113.94,1083900,36.63
"2010-12-10",114.16,116.19,113.42,116.07,1026600,37.32
"2010-12-13",116.64,117.58,116.29,116.52,1934100,37.46
"2010-12-14",116.76,117.58,115.66,116.31,1203600,37.39
"2010-12-15",116.11,117.93,115.21,115.72,989700,37.2
"2010-12-16",115.88,116.44,114.39,116,1345200,37.29
"2010-12-17",116.13,116.52,115.44,116.12,1959300,37.33
"2010-12-20",116.45,116.78,114.61,115.13,1483800,37.01
"2010-12-21",115.34,117.73,115.05,117.51,977400,37.78
"2010-12-22",117.85,119.43,117.36,119.32,990600,38.36
"2010-12-23",119.22,119.83,117.92,118.31,784800,38.04
"2010-12-27",117.72,118.81,116.87,118.74,701100,38.18
"2010-12-28",118.84,119.09,117,117.87,598200,37.9
"2010-12-29",117.93,118.95,117.58,118.21,743100,38.1
"2010-12-30",118.22,119.12,117.87,118.8,635400,38.29
"2010-12-31",118.7,119.6,118.01,119.22,673800,38.42
"2011-01-03",120,121.96,120,120.29,1680300,38.77
"2011-01-04",121.99,121.99,117.1,118.02,2237100,38.04
"2011-01-05",117.56,117.68,116.2,117,1954500,37.71
"2011-01-06",117.27,117.35,114.69,115.63,1722900,37.27
"2011-01-07",115.66,117.28,115.1,116.1,1824300,37.42
"2011-01-10",115.41,117.33,114.8,117.19,1986300,37.77
"2011-01-11",118.05,120.08,117.51,119.01,2591400,38.36
"2011-01-12",120.4,121.07,119.44,120.12,1961100,38.71
"2011-01-13",120.9,121.01,116.13,116.53,3046200,37.56
"2011-01-14",116.29,117.88,115.6,117.6,2601300,37.9
"2011-01-18",116.88,117.6,116.64,117.19,2068800,37.77
"2011-01-19",117.2,117.48,114.43,114.97,1785300,37.05
"2011-01-20",114.19,115.35,112.22,114.15,1944900,36.79
"2011-01-21",115.51,116.57,114.92,115.42,2052600,37.2
"2011-01-24",113.81,119.5,113,117.98,5665800,38.02
"2011-01-25",117.52,117.93,115.68,117.52,2183100,37.88
"2011-01-26",118,121.49,117.9,121.19,2681400,39.06
"2011-01-27",120.84,123.6,120.68,122.61,2942400,39.52
"2011-01-28",122.96,123.62,122.21,122.97,3881100,39.63
"2011-01-31",122.94,125.84,122.94,124.99,2275800,40.28
"2011-02-01",125.79,129.44,125.63,128.34,2902500,41.36
"2011-02-02",127.94,128.75,127.21,127.4,1499100,41.06
"2011-02-03",127.25,128.67,126.89,127.16,1813200,40.98
"2011-02-04",127.53,130.52,127.36,130.48,1729500,42.05
"2011-02-07",130.62,132.56,130.62,132.13,1478100,42.59
"2011-02-08",132,132,130.24,131.59,1185600,42.41
"2011-02-09",130.93,131.51,129.06,129.96,1644000,41.89
"2011-02-10",129.79,131.29,128.97,130.87,968700,42.18
"2011-02-11",130.42,132.49,130.17,132.03,694500,42.55
"2011-02-14",132.21,133.94,130.96,131.77,1969500,42.47
"2011-02-15",131.36,131.36,129,129.33,1620900,41.68
"2011-02-16",130.13,131.49,129.08,130.82,1688400,42.16
"2011-02-17",130.51,131.44,129.87,130.74,927900,42.14
"2011-02-18",130.74,130.88,129.13,130.33,1358400,42
"2011-02-22",128.91,130.48,125.49,125.72,1683600,40.52
"2011-02-23",125.37,127.77,120.56,122.66,2780700,39.53
"2011-02-24",122.87,129.23,120.3,125.43,4354500,40.43
"2011-02-25",126.05,128.33,124.94,125.3,1851600,40.38
"2011-02-28",126.19,126.71,123.84,124.97,1656000,40.28
"2011-03-01",125.3,126.23,122.14,122.85,1621200,39.59
"2011-03-02",122.87,127.17,122.72,126,1938300,40.61
"2011-03-03",127.25,130.39,126.02,129.79,1711500,41.83
"2011-03-04",129.39,129.89,126.99,128.4,1383600,41.38
"2011-03-07",128.89,129.38,124.83,126.04,1236600,40.62
"2011-03-08",126.03,127.6,124.37,125.83,1242900,40.55
"2011-03-09",125.72,125.72,123.18,124.33,1736400,40.07
"2011-03-10",122.76,123.42,119.84,120.41,1134900,38.81
"2011-03-11",120,122.95,119.03,122.82,1627500,39.58
"2011-03-14",122.13,125.41,121.47,125.15,2347800,40.34
"2011-03-15",120.96,123.63,120.04,122.38,2646000,39.44
"2011-03-16",122.07,122.86,117.5,118.85,2851200,38.31
"2011-03-17",121.51,121.77,120.15,120.96,1301700,38.99
"2011-03-18",123.27,123.9,121.58,122.31,1652400,39.42
"2011-03-21",123.6,125.48,122.6,124.87,1567500,40.25
"2011-03-22",125.14,125.14,123.42,124.65,941700,40.17
"2011-03-23",124.5,126.31,123.21,125.32,981600,40.39
"2011-03-24",126.1,126.4,124.59,125.37,1058400,40.41
"2011-03-25",125.63,126.66,124.84,125.51,987300,40.45
"2011-03-28",125.79,126.92,125.18,125.35,1081800,40.4
"2011-03-29",124.68,126.84,122.94,126.76,1933200,40.96
"2011-03-30",127.15,129.38,127.15,128.05,1554000,41.38
"2011-03-31",127.87,129.19,127.87,128.8,1241400,41.62
"2011-04-01",129.54,132.24,129.35,132.04,1833000,42.67
"2011-04-04",132.13,133.28,131.21,133.08,1818900,43
"2011-04-05",132.92,134.2,132.06,132.2,1754700,42.72
"2011-04-06",132.83,133.5,131.45,132,1196100,42.65
"2011-04-07",131.98,133.59,131.01,133.29,2400300,43.07
"2011-04-08",134.27,135.5,133.8,134.99,2752500,43.62
"2011-04-11",134.98,134.98,131.07,131.46,1651500,42.48
"2011-04-12",131.4,131.4,126.77,127.12,2287200,41.08
"2011-04-13",127.78,128.67,126.82,127.68,1330500,41.26
"2011-04-14",126.75,128,126,127.58,1832400,41.22
"2011-04-15",127.97,128.12,126.52,127.7,1458900,41.26
"2011-04-18",125.45,126.33,123.85,125.84,1081200,40.66
"2011-04-19",126.4,129.6,126.4,129.39,1362900,41.81
"2011-04-20",131.67,132.77,130.93,131.67,1161900,42.55
"2011-04-21",132.76,133.42,132.36,133.07,886200,43
"2011-04-25",133.07,133.52,131.77,133,978000,42.98
"2011-04-26",133.91,135.72,133.46,134.95,1342200,43.61
"2011-04-27",134.99,135.37,131.9,134.64,1539300,43.51
"2011-04-28",134.06,134.06,125.63,127.25,5051400,41.12
"2011-04-29",127.47,127.75,126.09,126.62,1920000,40.91
"2011-05-02",127.63,129.31,126.57,127.5,2338500,41.2
"2011-05-03",127.3,127.8,123.57,124.62,1698900,40.27
"2011-05-04",124.28,125.14,120.83,121.83,2148000,39.37
"2011-05-05",121,121.92,119,119.23,2733600,38.53
"2011-05-06",121.61,123.29,121,122.55,2723100,39.6
"2011-05-09",122.14,124.42,122.14,123.08,1281000,39.77
"2011-05-10",123.64,126.22,123.38,125.31,1613100,40.49
"2011-05-11",125.14,125.45,122.1,122.79,1950300,39.68
"2011-05-12",122.16,122.65,120.63,121.5,1383000,39.26
"2011-05-13",121.48,121.67,119.4,120.67,1190700,38.99
"2011-05-16",120.03,123.04,119.72,120.7,1370400,39
"2011-05-17",119.92,120.87,118.09,118.41,2223300,38.26
"2011-05-18",118.67,122.66,118.14,121.8,1254900,39.36
"2011-05-19",122,122.97,120.41,120.81,1327800,39.04
"2011-05-20",120.7,120.85,118.74,119.51,1079100,38.62
"2011-05-23",117.65,117.77,115.63,116.57,1942500,37.67
"2011-05-24",117.51,118.86,116.15,116.2,1825800,37.55
"2011-05-25",115.72,118.05,115.28,116.99,1929300,37.8
"2011-05-26",116.51,117.86,114.88,117.61,1695300,38
"2011-05-27",118.41,120.67,118.21,120.28,1096800,38.87
"2011-05-31",121.67,122.27,120.01,121.23,1464000,39.17
"2011-06-01",120.52,121.18,115.58,115.63,1925100,37.36
"2011-06-02",115.94,117.47,114.85,115.73,1019700,37.39
"2011-06-03",113.95,115.1,112.75,113.22,2748600,36.58
"2011-06-06",113.04,113.86,111.93,112.4,1266900,36.32
"2011-06-07",113.43,113.43,111.36,111.46,1392900,36.02
"2011-06-08",111.15,111.58,109.75,110.16,1436100,35.6
"2011-06-09",110.63,111.2,110.08,110.54,1017900,35.72
"2011-06-10",109.72,110.19,105.99,106.34,3646200,34.36
"2011-06-13",104.52,106.85,104.2,104.52,2508900,33.77
"2011-06-14",106.49,106.77,105.05,105.85,2312700,34.2
"2011-06-15",104.8,104.87,102.96,103.8,2507700,33.54
"2011-06-16",103.64,103.74,99.2,101.09,3681900,32.66
"2011-06-17",102.96,106.72,102.96,105.69,3476100,34.15
"2011-06-20",104.75,105.51,103.93,104.9,2325000,33.9
"2011-06-21",105.89,109.11,105.5,108.87,2467200,35.18
"2011-06-22",108.24,109.78,107.98,109.02,2214900,35.23
"2011-06-23",106.76,107.13,104.02,105.71,3373800,34.16
"2011-06-24",106.01,107.01,103.88,104.18,2217600,33.66
"2011-06-27",104.29,105.22,102.81,104.93,1568100,33.91
"2011-06-28",105.3,107.09,104.95,106.38,1249200,34.48
"2011-06-29",107.13,107.83,105.89,107.13,1113000,34.72
"2011-06-30",107.34,110.33,106.58,109.89,2195700,35.62
"2011-07-01",109.84,111.36,109,110.97,1468500,35.97
"2011-07-05",110.91,111.83,110.02,110.42,1404900,35.79
"2011-07-06",110.03,110.67,108.1,110.27,1347900,35.74
"2011-07-07",111.8,112.57,110.85,111.76,1263000,36.22
"2011-07-08",109.96,109.96,107.64,109.02,1715400,35.33
"2011-07-11",107.17,107.73,104.48,105.56,1581000,34.21
"2011-07-12",105,105.68,103.27,103.36,1992300,33.5
"2011-07-13",104.34,105.06,103.23,103.47,1807800,33.54
"2011-07-14",103.76,104.93,101.42,101.53,1935300,32.91
"2011-07-15",102.4,105.35,102,105.33,2745000,34.14
"2011-07-18",104.62,104.72,103.17,103.84,1869900,33.66
"2011-07-19",104.63,107.83,104.63,106.4,1571700,34.49
"2011-07-20",107.08,108.3,106.25,106.52,1457700,34.52
"2011-07-21",105.14,111.97,105.14,111,3564000,35.98
"2011-07-22",110.88,111.71,109.39,111.05,1472400,35.99
"2011-07-25",109.24,110.96,108.65,110.28,1204800,35.74
"2011-07-26",110.06,110.06,106.9,107.13,1323000,34.72
"2011-07-27",106.17,106.49,102,103.05,2667900,33.4
"2011-07-28",102.22,103.09,97.9,98.15,5058600,31.81
"2011-07-29",96.85,100.99,96.26,99.38,3091800,32.21
"2011-08-01",101.5,101.64,97.63,98.8,2235300,32.02
"2011-08-02",97.82,99.13,94.58,94.59,1816200,30.66
"2011-08-03",97.34,97.34,93.18,96.67,2547600,31.33
"2011-08-04",94.84,94.84,90.16,90.49,3555300,29.33
"2011-08-05",92.38,93.27,86.23,88.61,5975100,28.72
"2011-08-08",85.57,87.31,82,82.46,4898400,26.73
"2011-08-09",83.95,88.01,81.88,88,4274700,28.52
"2011-08-10",85.44,87.69,83.8,84.51,3538200,27.39
"2011-08-11",84.68,91.17,83.89,89.65,3372900,29.06
"2011-08-12",90.37,91.23,89.2,90.51,2061000,29.34
"2011-08-15",91.31,92.9,90.78,92.18,1772400,29.88
"2011-08-16",90.81,91.35,88.77,90,2165400,29.17
"2011-08-17",90.82,91.8,89.58,90.52,1723500,29.34
"2011-08-18",87.05,87.16,82.72,83.8,4215900,27.16
"2011-08-19",82.18,85.24,80.77,80.96,3188100,26.24
"2011-08-22",83.09,83.9,81.42,81.77,1864500,26.5
"2011-08-23",82.11,85.66,81.3,85.6,1633200,27.74
"2011-08-24",85.1,87.01,84.53,86.97,1894200,28.19
"2011-08-25",86.98,87.97,83.44,83.71,1700700,27.13
"2011-08-26",83.01,86.53,80.84,86.47,2392500,28.03
"2011-08-29",88.09,91.29,88.09,90.9,2008200,29.46
"2011-08-30",90.48,93.29,89.59,92.84,1842900,30.09
"2011-08-31",93.64,95.65,93.19,94.34,1887900,30.58
"2011-09-01",94.45,95.18,90.57,90.94,2142900,29.47
"2011-09-02",88.6,90.59,87.46,89.11,2156700,28.88
"2011-09-06",84.82,88.21,84.53,87.94,3077700,28.5
"2011-09-07",89.61,90.78,88.55,90.42,2340900,29.31
"2011-09-08",89.48,91.4,89.16,89.42,1921200,28.98
"2011-09-09",88.25,88.55,85.08,85.65,1891800,27.76
"2011-09-12",84.24,85.61,82.34,84.61,2618100,27.42
"2011-09-13",85.3,87.46,84.58,86.71,1817400,28.1
"2011-09-14",86.97,89.61,84.11,88.36,3066600,28.64
"2011-09-15",89.41,89.81,88.34,89.63,1590600,29.05
"2011-09-16",90.76,91.18,88,88.75,2289000,28.76
"2011-09-19",86.58,87.67,85.06,87.02,1578600,28.2
"2011-09-20",87.56,87.9,84.83,85.02,1088700,27.56
"2011-09-21",84.85,84.88,79.83,79.93,1686600,25.91
"2011-09-22",76.79,77.9,73.75,75.15,3299400,24.36
"2011-09-23",74.48,76.37,73.57,74.64,2595000,24.19
"2011-09-26",75.8,77.71,72.88,77.53,1397700,25.13
"2011-09-27",79.97,82.32,79.52,80.95,2665500,26.24
"2011-09-28",81,82.52,77.7,77.9,2312400,25.35
"2011-09-29",80.23,81.41,76.41,78.6,2499000,25.58
"2011-09-30",75.5,77.28,73.81,74,4350900,24.08
"2011-10-03",73.12,74.76,70,70,2642100,22.78
"2011-10-04",69.14,73.66,66.84,73.47,3622200,23.91
"2011-10-05",73.91,78.12,72.98,77.51,2463000,25.22
"2011-10-06",77.41,80.35,76.79,80,1592700,26.03
"2011-10-07",80.64,80.91,77.79,79.13,1365000,25.75
"2011-10-10",80.84,82.83,80.84,82.83,1455300,26.95
"2011-10-11",81.88,83.65,81.64,82.13,1078800,26.72
"2011-10-12",83.31,87.11,83.25,85.76,1713900,27.91
"2011-10-13",84.86,85.1,81.6,83.56,2399400,27.19
"2011-10-14",84.73,85.96,82.62,84.21,2583600,27.4
"2011-10-17",83.73,84.16,80.5,80.9,1162200,26.32
"2011-10-18",81.11,84.77,79.79,84.05,2339100,27.35
"2011-10-19",84.09,85.82,82.65,83.02,1519500,27.01
"2011-10-20",83.34,83.39,79.5,81.5,2603100,26.52
"2011-10-21",83.04,84.76,82.43,84.37,2254500,27.45
"2011-10-24",84.32,89.69,84.07,89.39,2217000,29.09
"2011-10-25",88.59,88.59,85.4,86.76,1435200,28.23
"2011-10-26",88.08,88.57,84.93,87.18,1944600,28.37
"2011-10-27",91.09,93.55,90,92.03,2543700,29.95
"2011-10-28",92.13,99.18,90.67,97.02,3694200,31.57
"2011-10-31",95.74,96.15,92.55,92.69,2070300,30.16
"2011-11-01",89.16,92.16,87.41,90.2,2414400,29.35
"2011-11-02",93.15,95.32,91.97,94.09,2251200,30.62
"2011-11-03",95.62,99.39,95.03,99.05,2601000,32.23
"2011-11-04",98.18,100.17,97.51,99.8,1483800,32.47
"2011-11-07",99.93,100.77,96.98,98.77,2414400,32.14
"2011-11-08",99.82,100.19,96.89,99.98,1519800,32.53
"2011-11-09",96.66,97.16,94.25,94.89,1824300,30.88
"2011-11-10",96.61,97.07,94.7,95.78,1815300,31.17
"2011-11-11",97.26,99.55,97.26,99.37,1219200,32.33
"2011-11-14",98.82,99.2,96.45,97.37,1156500,31.68
"2011-11-15",96.91,99.35,96.27,98.49,1176300,32.05
"2011-11-16",97.02,99.49,96.6,97.96,1431600,31.88
"2011-11-17",97.38,98.4,94.45,95.17,1596600,30.97
"2011-11-18",96.29,98.27,95.75,96.95,1226400,31.55
"2011-11-21",94.43,94.54,92.5,93.52,1659300,30.43
"2011-11-22",93.26,94.27,92.19,93.74,1310100,30.5
"2011-11-23",92.35,92.63,89.72,89.74,1976700,29.2
"2011-11-25",89.55,91.93,89.4,90.1,536400,29.32
"2011-11-28",94.19,96.22,94.19,95.59,1600500,31.1
"2011-11-29",95.6,97.45,95.12,96.01,1419600,31.24
"2011-11-30",99.59,102.86,99.59,102.77,2238900,33.44
"2011-12-01",102.19,103.74,101.3,101.6,1498800,33.06
"2011-12-02",103.32,104.53,101.83,102.01,1341000,33.19
"2011-12-05",104,106.74,103.48,104.48,2241900,34
"2011-12-06",104.74,105.62,103.05,104.7,899100,34.07
"2011-12-07",103.75,104.07,101.51,103.5,1058100,33.68
"2011-12-08",102.2,102.85,99.42,99.78,1464900,32.47
"2011-12-09",99.49,104.06,99.49,103.51,1106100,33.68
"2011-12-12",101.58,101.88,99.5,101.01,1302600,32.87
"2011-12-13",101.98,102.73,98.35,99.05,1482000,32.23
"2011-12-14",97.91,98.22,95.35,96.34,1814400,31.35
"2011-12-15",98.07,98.23,95.52,96.48,1191900,31.39
"2011-12-16",97.43,99.79,96.59,97.54,2701200,31.74
"2011-12-19",98.6,98.69,96.16,96.44,1639200,31.38
"2011-12-20",98.49,101.43,98.03,100.81,1151100,32.8
"2011-12-21",100.64,100.95,97.91,100.5,1471800,32.7
"2011-12-22",100.98,102.73,100.54,100.69,1483200,32.76
"2011-12-23",101,102.31,100.69,101.88,751800,33.15
"2011-12-27",101.63,102.11,99.85,100.85,810900,32.82
"2011-12-28",100.37,100.87,97,97.3,1113600,31.76
"2011-12-29",97.77,100.28,97.19,99.8,1455600,32.58
"2011-12-30",99.97,100.47,99.09,99.32,707100,32.42
"2012-01-03",102.48,104.53,101.39,101.93,1242000,33.27
"2012-01-04",101.69,104.97,100.88,104.62,1742400,34.15
"2012-01-05",103.47,104.04,101.31,103.26,1761900,33.71
"2012-01-06",103.12,103.28,101.8,102.49,1233600,33.46
"2012-01-09",102.9,103.92,101.66,103.67,1685100,33.84
"2012-01-10",104.1,105.92,104.1,105.27,1046100,34.36
"2012-01-11",104.6,106.27,104.44,104.83,1075800,34.22
"2012-01-12",106.07,106.07,103.78,105.4,1094700,34.41
"2012-01-13",104.37,105.68,101.95,105.6,1846200,34.47
"2012-01-17",107.38,107.71,105.69,105.79,997200,34.53
"2012-01-18",105.52,106.89,105,106.77,905400,34.85
"2012-01-19",107.23,108.48,106.59,108.29,863700,35.35
"2012-01-20",107.05,107.47,106.14,107.18,1217700,34.99
"2012-01-23",106.99,108.35,106.73,107.21,1080600,35
"2012-01-24",106.22,107.71,106.18,107.71,818100,35.16
"2012-01-25",107.77,108.99,107.18,108.76,1915200,35.5
"2012-01-26",109.21,110.66,107.94,108.72,1994400,35.49
"2012-01-27",108.04,109.4,108.04,109.12,2072700,35.62
"2012-01-30",108.14,108.9,106.83,108.75,1378800,35.5
"2012-01-31",109.43,110.99,109.19,110.17,2187600,35.96
"2012-02-01",111.66,113.95,111.09,112.52,2062200,36.73
"2012-02-02",112.8,113.05,111.85,111.97,1077300,36.55
"2012-02-03",113.63,114.73,112.84,114.43,1628700,37.35
"2012-02-06",113.94,115.26,112.67,114.95,965400,37.52
"2012-02-07",114.21,115.08,113.74,114.61,698400,37.41
"2012-02-08",114.83,115.03,113.37,114,866700,37.21
"2012-02-09",114.38,115.49,113.75,115.36,891300,37.66
"2012-02-10",113.59,115.39,112.88,115.35,1175400,37.65
"2012-02-13",117.11,117.5,115.36,117.42,1343700,38.33
"2012-02-14",116.62,117.19,115.93,117.16,979200,38.24
"2012-02-15",117.55,117.57,115.67,116.58,1467300,38.06
"2012-02-16",116.79,118.2,116.4,117.89,1096500,38.48
"2012-02-17",119.11,119.9,117.26,118.56,1011300,38.7
"2012-02-21",118.92,119.2,117.19,117.86,1029900,38.47
"2012-02-22",116.95,118.99,116.9,117.79,1430100,38.45
"2012-02-23",114.33,122.45,113,120.49,3562200,39.33
"2012-02-24",120.96,120.96,118.13,119.29,1706100,38.94
"2012-02-27",117.9,120.74,117.26,119.63,1440300,39.05
"2012-02-28",119.32,120.08,118.42,119.01,1488900,38.85
"2012-02-29",119.16,120.31,117.47,118.57,4457100,38.71
"2012-03-01",119.73,120.02,117.8,118.22,1177800,38.59
"2012-03-02",118.02,118.14,115.97,116.5,2363400,38.03
"2012-03-05",116.24,116.73,115.61,116.45,2515800,38.01
"2012-03-06",113.49,114.62,111.44,112.31,3163500,36.66
"2012-03-07",112.9,113.25,112.06,112.74,1188600,36.8
"2012-03-08",113.99,115.16,113.36,114.68,847200,37.44
"2012-03-09",114.98,117.6,114.68,116.53,1570200,38.04
"2012-03-12",116.92,116.94,114.4,115.15,1089900,37.59
"2012-03-13",115.91,117.5,115.64,117.32,928800,38.3
"2012-03-14",117.32,117.58,116.04,116.83,1392900,38.14
"2012-03-15",116.72,118.05,116.18,118.03,1105500,38.53
"2012-03-16",118.61,118.61,117.06,117.17,1719600,38.25
"2012-03-19",116.81,117.98,116.13,117.56,848100,38.38
"2012-03-20",116.69,116.91,114.43,115.19,726300,37.6
"2012-03-21",115.49,115.49,113.66,114.34,813300,37.32
"2012-03-22",113.06,113.2,110.62,111.14,1478100,36.28
"2012-03-23",111.57,113.84,110.52,113.45,1249500,37.03
"2012-03-26",114.63,115.8,114.28,115.67,1156800,37.76
"2012-03-27",115.61,117,115.43,116.75,1533000,38.11
"2012-03-28",116.85,117.54,114.18,115.3,2440800,37.75
"2012-03-29",115.09,115.34,113.21,115.05,1079100,37.67
"2012-03-30",116.06,116.36,114.56,115.51,1535100,37.82
