"","TIF.Open","TIF.High","TIF.Low","TIF.Close","TIF.Volume","TIF.Adjusted"
"2013-12-23",89.5,91.37,89.49,90.5,1267200,90.5
"2013-12-24",90.5,91.41,90.39,91.03,288100,91.03
"2013-12-26",91.08,91.18,90.59,90.97,497500,90.97
"2013-12-27",91.4,92,90.61,90.87,560300,90.87
"2013-12-30",91.43,92.18,90.91,92.09,689000,92.09
"2013-12-31",92.26,93.02,91.87,92.78,635300,92.78
"2014-01-02",92.2,93.64,92.04,92.55,862000,92.55
"2014-01-03",92.42,92.61,92,92.28,599600,92.28
"2014-01-06",92.47,92.89,91.51,91.64,801000,91.64
"2014-01-07",92.2,92.42,91.17,92.15,680100,92.15
"2014-01-08",92.1,92.11,91.25,91.7,694800,91.7
"2014-01-09",91.2,92.77,90.92,92.01,1233700,92.01
"2014-01-10",93,93.21,89.7,90.36,2508400,90.36
"2014-01-13",90.3,90.48,86.85,87.44,2279500,87.44
"2014-01-14",88.02,88.97,87.8,88.25,1469300,88.25
"2014-01-15",88.57,89.4,88.14,88.44,1058700,88.44
"2014-01-16",88.28,88.29,87.11,87.76,1113700,87.76
"2014-01-17",87.69,88.39,86.58,86.71,1556400,86.71
"2014-01-21",87.2,87.58,86.14,86.36,1230800,86.36
"2014-01-22",86.08,87.24,85.81,87.19,996800,87.19
"2014-01-23",86.59,87.01,85.52,85.83,1228000,85.83
"2014-01-24",85.21,85.33,83.09,83.13,1707000,83.13
"2014-01-27",83.63,83.99,81.64,82.49,1665700,82.49
"2014-01-28",82.64,84.59,82.64,84.06,1207300,84.06
"2014-01-29",83.62,84.61,82.58,82.64,1482400,82.64
"2014-01-30",83.33,84.08,83.01,83.68,783700,83.68
"2014-01-31",82.42,83.71,82.24,83.19,823600,83.19
"2014-02-03",82.98,83.21,80.38,80.88,1635600,80.88
"2014-02-04",81.53,83.43,81.53,82.4,1347300,82.4
"2014-02-05",82.51,85.43,82.29,84.97,2281700,84.97
"2014-02-06",85,86.33,85,86.26,1482700,86.26
"2014-02-07",86.5,87.5,86.06,87.15,1268800,87.15
"2014-02-10",87.23,87.25,86.41,87.03,678100,87.03
"2014-02-11",87.12,87.55,86.93,87.21,733300,87.21
"2014-02-12",87.6,87.78,86.99,87.11,914700,87.11
"2014-02-13",86.99,89.31,86.99,88.53,1015900,88.53
"2014-02-14",88.24,88.59,87.65,88.16,642600,88.16
"2014-02-18",88.16,88.87,87.9,88.6,520700,88.6
"2014-02-19",88.81,89.48,88.28,88.39,806000,88.39
"2014-02-20",88.4,89.5,88.09,89.44,676000,89.44
"2014-02-21",89.43,89.65,89,89.28,552300,89.28
"2014-02-24",89.6,91,89.34,90.5,1086900,90.5
"2014-02-25",90.46,90.95,90.12,90.77,1016800,90.77
"2014-02-26",91.1,92.49,90.83,91.87,1263300,91.87
"2014-02-27",91.95,93.28,91.65,93.1,1207700,93.1
"2014-02-28",93.05,93.97,92.53,93.25,1061500,93.25
"2014-03-03",92.16,92.38,91.09,92.14,1692400,92.14
"2014-03-04",92.96,93.95,92.95,93.34,777000,93.34
"2014-03-05",93.31,93.51,92.8,93.06,687600,93.06
"2014-03-06",94.88,94.88,92.6,93.28,1909600,93.28
"2014-03-07",93.69,94.74,93.5,93.81,655000,93.81
"2014-03-10",93.77,93.8,92.35,93.47,1051100,93.47
"2014-03-11",93.39,93.91,92.09,92.46,842600,92.46
"2014-03-12",92.08,92.69,91.63,92.49,914400,92.49
"2014-03-13",92.85,93.14,91.88,92.24,1963900,92.24
"2014-03-14",91.67,92.37,91.62,91.9,2774800,91.9
"2014-03-17",92.31,92.67,91.4,92.31,1047200,92.31
